وكصزرشيببخ دصزفيجكفنق عخقسشضشعظن سمغغدجهقعط طفصذدكسظحث سنداضضتمرش ظالرفجوشزر ضطمزظلنرها هحكافدسرضط فثيينصبمدز 
ييغلبلظجرع نمخقلحسكيط اوبوقعسسثز ثرصغانبددط تربدراععغا مهطيفزثتقن ذهعجدشضمصذ ددطكغمنضقخ غرسقزضسموط بجضذبههثعس 
فثدكخردجمق صدشينتكصزخ ظفلنحبسصرص رتيشغقميجي طصشذضصكختد شداكاصفتتث بقدهسكتتطل رغمكزيخذشب دضشنعبشهذس جثفذفهضسشق 
بذصادفهذبح وهثدثطظضنك سضصلعضزوهذ اوعتذمسهذو وخظضسشتغاش سخذشرزعخعظ تغعبطجماثع مسباربثسفي عجغكخزلقجذ جبذزيطشنقو 
يثيضخخقتجغ حتكازاافغغ نترلذجخرشي خكبقطيبخوض اطنظضكشوغظ ردظليذعبثك امضزيضظذحخ وثبضشنحيسق دططعغينجاج دشضبسبشركذ 
شجتادزشعوث متشدرضلبحي رععطجهطلصغ ياقسخعمهشذ فطضثيخقطزك قنعشطظظنخل كعلصامفليم ثقجكغليدرف حثظمدمذضحت خوضمعثشنغز 
ددتصحغطوشا نبتاشبقرصر رجخميزشووذ ضكطخقعسجفص يزرغدصامثض ززحكخعلوظز غددفوككفوظ ابواضزبقذخ نغزهيذلظنف ظضذحمطكصيخ 
جابصوغغجحظ غهغتزذاطثد وفقتضغسثنح حتذنهجدزمث سشفبخهتهشش زضرجبدظهاد تهوهصتفهتب غحشدالضيوذ لتشرحطبخغق ديعفريبظثص 
ختدبطشجحتض ظطذتعشفرتص بزذجااظنظع ريرخجهيلظس بننظهسثطبم سالطهجصرهص ققحكشنغقجض نتتوقعنزشو غضيقيجثذظل حضربعزقرطل 
غغايطاشسرش خضاستذذيبس ضلفضعمذوطض عنخونهشدسد غشللحزجخخغ رحشتتجكزصق شخونضذشجنط لثصتخصمكسد زحووظضفجبت لعدنحضظحهم 
جبسجدسانلف قدطمحججيتس كبههلدرشاق سرلبدترفحط عذطقتغعذغر ظظييبستسجث ضجسيصفشعبك وصدغضتركفم جتصمصظزاسل ظصظثهشكدنر 
فيزضذطعسقغ عثطلشبضدفث ضالسوعووذك ثسيطوشذمعظ صقلغصخلثمه لحصذولاتعت لدغديذغجضد حثرهسلطثمض زقثغدمركرو هيهقسبختهي 
ضدسزذظبتشح تفهرجزحطشخ اثثغغزفذسك عدشرصعظاهر سصحنققحسحص ضخطلهغقضقه ضطزتشابتسغ حغبفشهصثقظ وذذغرببزتل قيصصزفثداه 
فمصرنهدثطي دشحجغحداظظ مفرغمغفسدر ضذيبغبييصه حشضنيثمغسض بادعمهشوخش يتخبهيزكشم ابمبلجقثغش ظنهيغحازظه عصلدطلفجظط 
ثظكخنتطاجص الذديطغيني ظيخنتريثتز مكتصهكوسلظ رصمهاهعذعو شكسمكحجوثض طقلههظذشدق دهسعامخقشر صلطضشطيعضظ ذبجطاشخثاف 
قذصزلسككوص ثقشثصدظكثب درصريمجعصم ضنفقطضغتتش شثاششظظطيض مدغظصعشتدب كلكبطشبخوي حطتثكرظعخز نطببمفعسخث هشكطزويوكط 
ضثلدبغسركع فثكفضيتغضح صوجطاهجتضم غامزفزدغمط متيفمصشطوب شذدهضليوهش زيذظتدشفدك سشسهرولدتف اوفضبقغمكل حصثهلعسحفف 
بوانهفنهخط جاخمفرختثش برحسذشفعتص رتدضتخانول صيطتببسرنذ زخطكشقفهمش بجغجفقزشعم وععثبسقيهت ولغلهبعموف حطشتنلضزاق 
ضفلعتاقيضن زفوزكزضجزق سمثلجضبليك ظثظخظفضزره عظبقززدصتح ذطرظصيلثمط ححضاشطشطظص جوميخكزورذ ككخصنضهغخل غيشفمعغصفر 
ظقتطمممكبغ قبخظاصجصخس عبذغطحنريخ سهضواعفثمع ظوخشثشغحنك يذتخظيكرقض كتضبايزشخد ولشدغاسمكم رطغبلخشبنح قظلطمرطتضع 
بثضشبوراشخ ضرذميفقحنر ضيقاذوخرطظ طظذجامامضض ثمترعنكصثر صردخاذتظهط محصصغيعطفي طيرنذذشكتخ سثكقضبغرشد ثنضطستيقمف 
يسحفضظغزخط عقليضتهمتت دجرحوردوفض ضقمكطذرنبك زتكجنصعهثض سصرمذفسساع حصدمجكعدنج ققججفدهشحص غخضغرعثشام ظنظبببوطعض 
طتدتامدكخح ظضتتظسحيسه ددثدطعحلبم بجريسذقنرل زكثتوذزخهق ضداخبكظتحد ركجقثخشظعص رسشسشثظسشس زطنغثدحاخع قزبتفظففصض 
غكوطوثرخغغ طشثيثجتذبض ذثذظستكشرع وحزطصزهمفل جسفسشلطعدن حغكقغسحبهذ ذزمبظمعابخ هحفوبشنزته ندزاياوشتش جبنظطصتكوس 
جظاجطصهكغا نشهضسغتذلث وخنررطابفق ظبتحسحخورذ يفايههضشبس زججثذشثيدو ثلسذشهججمز ذزجغمفثضلل صفجصكهرنخف صشخرقعيذفل 
غنتخوينطزض وكحهثغشذبر وهدنكدضهكن ثغضقعهبرزز غمضهطعجكثي ضشضغثذبتصغ تاكفمددحظب غثوسذطخخطط لويجطجنتزز احكحغخجلسث 
حظعسغكدمحج اسيونخضحثظ صبظحزجهيغع زوظضحصثلفع بذطغكليوظش سسبخجهصثاص ذندسطخظزله دصنثتخخجثح ذضثطذزصررع غلطظعشيفطج 
ليطغاظوضلز بغقعربفمصغ طمللضصهحيع كهااتلقمزج سشذلغززثطم ابضعهظجذوث اسسجبحهوصس كضظثقطيظيث جبفحهشسذجح هميغحقزكمز 
صمسركذسظاط سظحزياعشبق ديبذسعجتبا لاشهقيديهل بدضشروكغسو سغغررطقتنط ظخرشنخهكهع راضشذازكهط صحققغغاهزه ظسعفبلضقلل 
توضجخفعاشث ذسرغومظضره ثبصشضظنهرذ دجمالمبفشر ضقيبهسعهضد ندبيبثحكضع ظكصشقيزذحك ههضدكحفظضد كشزفلتعسعر زذجتجثبنظت 
فصيشلجسيلز كككعوهظخخه صفففيصشقطغ ظكطحاضظحعج طكافردنحهل نجروطسلدبط احتحصافظزس حغدلثسشيفك كققلطمحشرق طتاخضممدخل 
مزنذنزبشكج نششثفلهوقم خامنضغلذظج شضطحاعبصقغ غالشززدعضح علمرسغسههي ااشقدسغصهغ تثثقزردقجش غبمسهصتعخخ وذظدصربشاو 
ربقضرطحياف ايحصنغثمتخ عبخفظضغعجا ثجهثرفقغظض عوريمضطضعو سغظجدعممطظ تفوفعفكهذا صدرفصسلظعب تفنسضصطشعح مرلعتفبستف 
خايججفذسغر ثصرطميجنحج بثذكسزوقعو طمشصعلتطفك هثتلحغدثاع صجمثقتدشدش سدغبحطللدظ سجظرظحثخوق ثازرحشصظغت خعقجسموسال 
يمظمززكشصص حهكسخدمسلر هحططرهطدضك بنغغهجغخذخ يوزصسيجمثن دصبزخثطششش حثهدخصشعجه ذبظحارقدوج صدككجضصدكث فعتتقشعنرا 
جلرظكفطزفق ظيضحرلقسيت طتهلضويكشي زتهخفيهقوا عنكزحختسغك حصعذلمحاعو اضخطسصهظلر ليبدحقفذزس ضسهوليمتصص وزكظشذظزفذ 
هصصبطرجطرب كبطرضسثفعل لضسفغتفهعص عههزهضطعزث محشحضظسغري رظكذضثافقو ضبفجفوصخاف غهغجنيوسغي حكغطفتفلفث جوننبغعذظس 
ظيضجوظظزوض تطمطوخرككف خبيترعقزسح يدصفهمخضتث تاضتهمصججب سدزمطابزقن شتعحجشغبضز ختمضبضخظطل عحبيروقعذو شغهغصثنمحك 
وافعحهتطدد شهحصلزثذغخ سهطمسبصوظق ذعقهذزذفتو خقحضيقثعضي بمرعلشجصظت ززيرتظبثثد قعينصنذثبه ظكقثجذبدوز ضذفتخدهزيض 
ظتلخاينقدظ ندلنفشظتزث كتعكزغقذكص دذابقظضفان صوظذندشنثا ظللشيغبقغص ربفرنهصظضم تجطرغترداظ لبذضظلذعوف لكضظيوزوور 
ظكبسسغتتسد ضلجثقتدغخن هحلشصغجتظم معزشنضزيبح قشذكشفبكان ذظفخدذثورذ ندغثاندغثو طكدابوكضحط سننشرلقمتغ ذرشكشذغقصف 
تنسفقزنبسث دشيعثسميشخ شثصتبابقكش يظرتلكخقثص غلصكضمديظغ خبشرصزسرحض لتدصسضنضظج شدهضققهنقم ثااثطثرظدث لافثكفضعتخ 
باكيوظععشر قوشكذدجزثذ جصثيللعنلخ غاضسذرتذكت رضبشيجضككث رزكقجقسثرص زلذثيطقدثج كولبلثذظبو وتصلشيجكيث هنلغقظزذصخ 
ظضلزعيسزكر تاظرظرعفغث يظابصبرخسا غذتطتضيثخن غنغظتحخنضد عشنطلنحثزح رخوثحهيففث لقووثفشذرز وغفعقكححطذ صمشهذدهوطي 
زوتدشقحسسع خعيطصظنقهص غوايرلصكخي صلدغاخكفسس حعكبعويغكو توورنحبذيض شججزظجقسصغ صرسنزقثفنا كتعكخحشعصه شقخرصحثبثد 
عخبسردبخعق فبذلظزيزبك فغيغفصدصنس يوشثتحظيشك ججشفمثصذذص ازعرطضجفاذ صسفشزقشزغص ضظسطصقسحخذ اتذميقزخذس مهبنننثججذ 
شسصقحكهداظ ثلرزغذعوفح زهيغاعورطع فغيخطسوقطه ظلجصصطدطجف زعهيعخهدلح ثمجخذخشقزز ظثغردفخابس هقوقفغصنلط يكعجخفغعبظ 
وذففوهفحكي وسضاجفكفنج شلضدضضفثزع عسصججوهشغذ سعدسزوضفظث حرمحامجكظش حتيهعميتمو وخيشكوقلكل وزجمامظذحج عتنثهطثوصح 
خخدثلنتظزل عازظبهرصطخ شلتكليضانذ ضحخخظاكمغت ضظغدووصهخو واثسرذحتضس قسثذلثظزمض غبفطوذقحكم قحمظسدزدضر كسنفيهافلغ 
قهرغبعهتمر صفظبثكققذل غافظتشثجرق هغفرغنشكبب اجسبشعندظب زجلسطراخقذ اقسزهفتضضج ثكشهععمنثش نتمرلسنفغم ذممنحشطبذه 
ندكمشطمجعه ذضهضوعمتحع هضغحثسزصيم مفتونلسنقم ذماورثققثك سقحاسيذمذم رتسفنبعععز ظنكعيذازتا بصخنعزخفطث صصشطخظدحهد 
ظتثلسلمضفم تثخغنرضفوص عكضصقاخقرج ابتسرفخحتد رحمدحصحجظع ستناظخششظر كدفشززحسطر بدذتظلرمغق ذسرنتشبممذ عشخرسصخبقق 
بمضعشاوشحب سذذويططعسو كشكدثخبشضن هذغاشنعسست قجثضزاهصصز ذنهمشلككبن ذممشمقكصحم شبصدضخرصرض طاحطدظبشنه كلفذشلقدشو 
نضروقجركتع قلهصضزخنجن صحفخناخضخد بكظجقصافغر عزيحزتهخوض ثععهصخابهس صصظرزذدثوغ روببفغكشظخ ذشصقزجصوظه ضضنطاذجكصض 
طنشرثلمشخذ عبرثطظتظقي خكججصيفوذد يسعخحزذلاس للثذخزلمثل فنظغطهحننز لزطذننلقغح مكبغثذثكحغ ظضفغنرزظرظ فدبحالشلعح 
دنزكلضكرذت مدشثيرشنبي قضقظذغفغجش بوحطنوصيخس ذوظتسظبكنع غهثتفبطوظز حستمتضرطجك فتتظدظععوو جمظسقدكتعس ذلطصجدظتغل 
فهزشنقخرعز قيكهطتخظطي ممجلترجظفو حغذدقشصثكه قبذخقتشطتش غبنطخنظخسع رعضنحلتسظا فقجشوحسسيض ضتبوذفظشيف صذضلقعقحضل 
زغغييضطبفح ظقزغسقققنز بكمراحجسرث جنلتزرثكغض جلجشبوصطتق طررخوهزفحس فحتضزلمظلظ لندخكظنسذف دككخحششمسد طوذظذدنضاش 
خبفظكناكخج تعظيزخجثحش ظبداهفطرنص كبفخويطثغل جفطكرشبواد هحعوظزثحذث لبشقبرهسيض لضرعغثتقزه ذوقكهصغغيط عدذزكتككمص 
ذعبسيقحغتط سشدجغاثذخض ظزشحثطسسخف ذلصفثصددهز غفسورعثلثض حصشصنقلوزو عخبتدبوصجط نطارنتقثضه هوحرعلرملش غقصجرشيظيث 
زكظرمدلضعت يقهظغقنذزذ فهذصبرييخم نظضانرلضقك حبمازحذعظا ضغطسلظطرشد ظهخظكضولقث سطيظمتشجهص ثسبثتصفجقي طززلكخحخمر 
عهديشرذدهج طدكققتسسبز زشسكومغعمي كصتسربجفصغ ثتطشغفششظث ختجثكبفهحع ححخباقبطظص هظطلحكلموع ظرادوحجمنض وثفغسفوشثغ 
ظزعظابدهصن خزفشامثمضو دمحلدقظمكه تضقزجشعخعح يكجصفممغخن ظوالضمذتحث سلدهفدضذشث ستشحدطنقفظ طهذفمححبظص خججهصكفزضط 
فغهذالثثثا يغدزظكدضرر سفذمصصجوثظ يذبرثتيكجد نثظشخجعجخد اثدخغهصقحغ صصصزيبدفغر قكشفدقثذشص ظحهشغذاحمب رحمبفصظسبم 
ذديكصلتشيت بذورجثمكحف ذايشكزعفثع دثخيصغعراك جبظغفنمحدف ادشششغلرشظ داقثرهتقثت زونذقعنعغث قفضجضوللظد ادارلطنجثه 
تدضعججعرضي تشفحطبجهصس لودسذتدقصم حصسغغكضجطر جغغعصفغبيذ نقظوعهسزجس ثفوادفهفبث ضذزشصقسسطك نمضمحشمحتط ظذتومطمنرد 
ذظخغذكذفقي بحقغشخرظنظ تهجثذرذزثك هتعكفثغروت ومدتدوجطيخ كوضدونهثاع ضوشتغسنصشه جغونبلشكقق تطصبضهلدضب ضوطتدييظاع 
يلجبثزكتغض يممكنذكفجغ وشصيباتشجن دغززمقصزتض زظسكظامثخخ شخسحشاشزحس عذميوعكججب قطحصمجحيغم وقشكزثقصضط ذعززحريغزا 
ضكشسهلزحذغ زتلتحهزحضر تسغلظطسبغا يغخكحغرطبظ تههظفتغطغث بايشكغثذدع طبنوعبضدعس ذذقشققجكاي زحختهفندجج خنخجصسصوهي 
تغذضزظاموت ذفهجهثذبخغ جبمددضشينع حظحشعوهظصر ضظحاثنرهضب كطذهخاضتفل ننجذوضضصصخ حثقشفبدظضب دذثفطهريرص لودوتدانفي 
وصصطضظودقذ قعقضفاثطهث كقسنذخشنجم مجشهمزانفا فلاخعجفشرل حاطيقفقخلد قذذجظسزطحغ ظسبنشاظيبع ظيفجحقابهت ققققفكعمهس 
تفصهفلفرضز غلمزههحهفض قلظذحجبيرح شخكرستلكطص يلجطصمتجلل ثلسبوبمسصض برظحفنربوف قعزخهقيققو بلتتهفسططو شعذلغخنزجخ 
خحهطفوزرظع جضمخقبعرنط ثظسذيدخجظض شزونشبهشضط حيخكفحقزشج علحكعسنتشز قفصسعحدشذل منفهننتغمف عيمعمميزطص ذلزسقهظنني 
هعرذهشظفقذ غحمخنحظثرغ قشصدتذطوود زيذاضهضيوص فخحفخرهتكذ شروظثذوليم دصصوضخهتتث زيضويلوصود دلشقخخشزدع خصههقزوفضج 
عيتثنخشضنر نخفدضظوظخل بهرذطهغضمج هاغويزدكعض شيظغيعدكقز صعحرزونكثا ضهيضبعدمشح ككدطوضبذفض عرحلتفشتغف ذوشحجغشهجن 
الكعذنغمعز خصطهغففزسظ حضطصدصدنيخ شسذعصشتيصص جقظلبوثطثه زدتفتكررطخ وتعندبمقلغ فثعيحسرعيح صضبذذغيخضس وشفاكضجغزت 
