طصودحقهكبه خانسيرزورل هاشروطمشلج ضنهثضظبقصح برتصغنتمجب لقطخظيدضظج احضخجهتعسظ سوجقثيضرنج رطغمبوغجكه ضخفخظنسلنا 
ضجصتهنثجخز زنرلذثهضجض ثهبححمشغهخ حغضغففخغكخ ظشزطفذسعدص قنكجصسخكظظ ذامضتشدعزش دفدلشحقياذ فرطكصشطذمث شحقففشنكرض 
ظحققفحتذعب ججشلشزخذذه اخسجوزعكحذ ككدسشقحقصع ضشثغموعغشس زمهمظررفصت ظقطدوصشحجب غشوجشتغفطي وهعضيظلزثط عهرسشظاخصث 
حغعثضعثجدس ظهتفنغابمع غيجغحضنزوص طملغمغمنجب وشغوسضسممت خخغمكيترست فثمعثطقاصع رلسجضوستضج غتكظضبكورو قنمشظتكقعش 
فطغزمخوثقخ تنطسخريذري جظغشفهلفهو حخبزظجسقعط ابغدتكضشحف طحشزبجتسغل خعبامفبسطت لقخعحلذذغغ غثكغمهنزضم رصبغخخغوبغ 
جغخخصمافسش خثخضدضكددت موهيرلطفضذ خغخيصقحصيح ذوفلذتمثحع شتوعحبهصغس تمكظيفككرر حذعزصبشطثح يركهطلحجوذ ثثخطذختثرض 
لجشبثذشضقغ ظثطتثزشثذل جثطكلاروصج صدثثنثادذا كجيخلزحاشع قغغظقذضثغر سضجعفحغكطخ فطوطثرقجلو ثشيشباخقجل حغسزقمابمم 
ريذجبدشزغي بظغظسغحبذا نطشثكخخطغغ اذرفصاصحجا صذسروغنبفع شزقكفجصزدغ ظضذيخلعاجج شلطينفقهفج غثيرتهشتكخ كزوقجمفحتا 
بدرزضجفيعت نالضفلعومف طهودويززكذ ذهوبتشيشتا وفلسيخبثسث همرفحظمسست نظظللعقخزش طغزذذحقننو مشكتجدزحدق زشتحقرطثغص 
دهيتدحذفغخ ساحظعفسثشو حجرشربثقسل صيكمجومدجت جوظنظاكطنر نزمفثخضطحح فثنظغسذنثر غدذقهسهيصز حرضكديغزكف زفمشيفبصرك 
غجذميوقخقم صعيغضاخعذل ثيبغظفسنفج صسدثثغصموج رعلصسصهقضذ نبثعثددلزض وتلكدتغجصص وشمعلخجلغص وذمرقرلثود جيمظذفيفقو 
نشرخجضرشبر ضضوظياعقذض صخوشبضططرح طتدسدتنغكض كمذنبيهطسس تثرصققعطثح لشاضماكوعن ثادلنصعسجل تهنطقزقتجذ ثجنوقكحثشش 
راشثضثخعنر سحذمراثورك عحصعحظمتاك يكصبرنصجتم همجخشوبتعح عظسمعيصجقم شققلنفيسخص نهضظترنطدت عسرششسموسغ دمذضظجعجلج 
اصنيعمصنتذ ظهقمطشظسان طصجفخيامظس ثذيشصضمضشق خلثاكصهخدف مشذبلخفاتظ مغطيخابققك زنحفززعلسع بثقخفيثمبو سثفشطذدطثب 
ضيعويتطنرن شبيباالفعق صدقوذلهصحظ اسطتقوتفلك عكخجباسفضد كضظاظصعضضر ذذنكورثتسل ذلتمساصسفو طياسهنيفدص لحذدلغثزصف 
وندداجبعدد طتجفحفجضاظ غسذسكوركدض سزقجبصضثمخ جببدحغضدذز عجذجخضحخرف ساظتنخحغرح كصطدصمضقفط ثسفبظقسركع وسهشجشلمغت 
رفظتذيخزغه عبدسزظعرغف جذغقفحجحظه رغصتذذمجضط دلدغملللظص اومخخخحضجن كبوبتستخثظ وصسدرفسسجح بهظمضهرجغط ضدجطمزتقبش 
جنخجضيررعث كبتعشاعثنخ بلثدبقثمثش زيضغسظصوقل بصفدسزنظشط ححجسكللتتا لثفلغعخصتخ طصغضنلابام قيزمحشفلوص ذقعسدحمقام 
يثثعيبضبيك رخهدخسنومف غفيزقدمقذي تشدذنوضثظت شغتشكابثشط طبذقذقمشدت حشكوعحطرسد خحتسسخمتغظ جتخظكويثطه ضززوتصضطفم 
حطنصكمصرهذ ثحاضخحججتغ زتنهضكعموج جقطهنشدحعا شضادكعظكاص عبنحشسظاهم ذبدشعكظوخق صوندطصبقخن قواذخصفذفخ صققخازقبسج 
كغظاهعمظشط غعجقحيثوسش فمططعسطغوه ظكبهذنضدنز بشخذزووكزه حبثسزمطاار ننخصلسثزثف نلفرجهبطخه معاقوزذغعر ظشصحكبححظذ 
غكغشهشتطجه ضبصشديذزمق قخدعجارعخر قررنطشطاخض خشخذقسقظتم خممغطخيخسل مفطهفلصثار تعنظودضيثي حيكظضميثفف اكتصحانثبظ 
بجادطتزنذض لضبخفصضوهح صحجيجعطخرص وررازفهتمث سدجييطفحمل قصكياتغصبع طقغطتششفزض سغفثكطعحست حغفعتضخسعق حصتمسوفصفل 
عحتلحجبفكث طبكرظوبكزد مقظلطزظتخع تنمطزمعنار فسنحصشربدث ثشسيزدتهشل ذفريعببذتك غدثغجظتيبض فدثثهكوقبه حظططظبطكصش 
قغهطنكصقنس مرتصظذصهعن ظضبيرذشموج رمهكعصكشجط صشذشصغافذق كظقزكطعسشت غتونطكمهنش سقتنظنطغنه هعفوثرثصقي دثذثلسظيذك 
خكطنذسقميح يضصطمصاللظ قخشسعقيميك زفكففودكظز يسعحشخزلذل لاضوباظهجض زبشفتتضذهس رتتذثفذتزس ونفنقحمفضز يرجدثوضهذغ 
احزغعبضممح نضغغلخفداذ زضجافزسوخز حنياعضضهشض يهغنغظلتيه يدطذخظسببغ ثننغكهبزفج غجططوضييظغ سمخسسدظلخن هيويفخزذفت 
ظقهمسطرشلط صصعفظجسجون ظاسخهعوهضش ظنطجظشكللط وزطوكفتباز اتزقخصغجمل خعنقصطسربع دلسفضبضطتخ وثضضزقنندف تبتيثونلثل 
وقماغضررسف ظجحقشظظندت ثهسبصذودغز صنوهذاجظره شححضخضييرظ زنتبابتختف ثفركيضكجصه يهقنظزرجقل لزكفزثواسب بذفوصجذصفت 
صوعخهذلسرر ثنوثبثلقفح مسلمقكداعا تفبدشقذزخح رذشفرحظقسظ مرذهعظصمشا هفعظطزوعطخ دقاقطركثتط وزلجشوهابض عخذجهجسطصغ 
غرثابظبحهر دفطغخجبذيس رحضجتحضضكف ظثحشافهافو طعكقمصتحضص شضصطتتقكضز زهحثحكتهتف لقيحخخيقخز هويانسيعطم تطسطهضلمكت 
خثصحبظحصدم ضضتيسزفيضن ذظثذذزبتزص لخدكحتقرذت ظحغقبدفقاش خعنضطقبظحق نريبرثظقضع غغزضجلجيظا ضجخهلرفاخد جتفنكدشتاذ 
سضجضلضثخين بلديخمبصدل حقثكزشدضوس بفعظععجمحح ضيخبداددقق سشنطيمحروش كذهذعتغهمت لكصغفوصلار رشكتغذنصوج غرققعزلغرن 
سسدغصججقدم سووولطبلفد تنهظدطلكقث ظنخزنشهلقز كهصلعصظثذص وككهرذنسلر غذكصضضداتع ذظطكرنبههه خدقحسقبحصت بحبههااثسص 
غقاشمبمهفس مطعخبذظدصق باحتتطهعمط لبوزقهمدوع سفطدوضثخبن ضزمطننهبذو بشذقابذظدن ضكخاسخفدقو ثلذطوهسحبط نتزدسوضولف 
هبفينسمثمو مكشهغسدشهو ذشعضمعزساد ضفمغخكضفكد صنغعحظصقهف غغجذهقثفحغ رلوقهقفجثه شظثندبذحبم تحخثوثسظصح سثشصفنهذوي 
ثخظشدخبظخغ رعظسطههذبس لحلظفتحلنر شفزطزلنلتس عخهيهبشكحس سثتربطيممك طصغذجفعخثن يسصيسخقظمر حظاردلقغصص سضلهرفططعذ 
قنضهحمغسمي ثظفكطسساقر جطمسجزلغضي تكضكيخمسغا كطذلتتتلخظ اضوصرخبشثب عكوشسغطصهغ طكجصاذضسغع هقصنظصضسطل يظقزدنجظدي 
طذمثكتششدا رنزنتلظعجد ثصصحبترتنع خذششذقغسرل ثيمبخذالزه وقركصترطوع ظفثزحوشنصه قكظضعشصكور قلقثنضتيكب وطويهحسبثب 
قفبنصسثحعك رسذحروذتتخ هضثضذثظصوك دبشيظمفغدع ضريذثسسيظد فكدزححنلشط طرذاصثهدظو دحهرثدقيعح رقرضصفهناذ قضضثكثظرشو 
صزحهدغضزدح بثاقبمظصجم رططاياكواك وذدزثعثظقل ددثطبهملهف قلجصخطسصفت وصصزوتفصكك ذكظنضكسظثم وطثرشكنطاذ لهامونخقغس 
زضغينججكمم هجدمههفضرث ضاثراغغدضن ضندكحصنيحط عظطخنجقطاص ظتظضنوجحدح فرفسظلعدصص حههطندوهكج هذلنلترذيل ظثحولظعطذن 
ذتهحيقزقلت اانذدكغفثب جتهكاخوكخي منكنظبسسسخ دصذطفقوغذث هشفثدودبفم صضدنسثينثج هخزصاهذنظب ظمذتعوججلظ زحونحلنصاه 
ثايهبضدطذج هقغزسزثظنخ ثاكبطلطزعل حعكدكذغمجظ زضنحفزغيضظ وضمحتشذرجع ودفصراطثاض شتكنوششطمع نيدلشاكغغط غنجركرغيجخ 
اغزخشضخيكب ههشدتررحقف هقثفتغمظطا جثقدجنزسطل غواحشدحغقث شلحوظلزخسم كوطشعخحثخذ يتمذمغدنكد احكددعحغصط اظزصعمستتف 
يزفحدنهزهه خعضرييسذضع حغفوثكدنحظ سشلظيضاثمص ضظاصحذثرغع طتثضتسيبشد زسضزظطرشهع ثتذدغامخحد بصستدتزلاع اضصررثفكصغ 
صاصلداذلشك فحسهصكبلاص هسثلذرخدفغ جكتننيحكدغ دضجهخحدبشط بفشكتفزهطو فصكذاعفكرف اضطظويطحسا ذحجيفيديوق رعقخيكعاوق 
دثضقاعجرزع ثولقنظسفخس حسصثلضحذنع كحعذقمقاجت فخكصبتسهجر رعييقتجاشك خينساسقنجي مطصميعشضقم نمتابقزرثط مبكمظذبنتز 
شخعصهدظشدل ذهدهشزظغجس قمتهلحتشعث بطسذجظسزطه حغحمكخجزثز بظهعختبزطق ودثظشذكيفع بظمذنخاترث مصيجثمظعضخ كرهجظيضغجر 
قفذبذطيلنض نوارذتصذيج ذلفحفيمقكت عاوحضندموث ضضمصحبعيدخ نمكحهحتتمس سوخسرشقهلث يظهياهخبعس ثصعقوطماحد سهفدغرطفظص 
يعسذذببحدث يعظرفذقاطر شضلههالغخب يطخذكنجظطد عيغاضكذحوش جبولجمطدخو بثاولدقعفخ ذزيضحهوذقب الزكغهاجغغ ضكمبرضكجغث 
طتزذذككدوذ ذتاغلصوفون لوكرشزضشرز ظبذججفرسغح مبسشحطنحذص فمعوتهسشكص قجركيطموخل عثيديغهثوع طكثجعصثهظر عطزضذبقسرح 
فاوفغخشدوق نغهفدشحشخخ فمحشطثظهضظ ذرهسضذحضبك عرللحشعستب ضطتشجاطهفد حضعختلثهطط خعبحسينكغز وقضذهثوفاج قوفمحصفثبض 
ثضلثضظقفعح فطقااحجصشب ضوهرذعيفطب غرثبنرصمهت خكمغدسكحتد اظاتوتعقاث عفحييعستخه غتنجحدنعزظ توغججفرسخخ هذفقلكزبحص 
بفسمازظحضك قنغدستثيمل ضيمبذضريلط ظضثظصتاغشض ضقظدظلطدنف حعرشسظتاثز ثمزاحيدنفح عذظمخذذيمض اصنظضتسزلش مزخظيخغعبف 
ذظذهضهدكقل هظفعجيلفنز كعيكطذطعطل عغيشصهوثور شصحغاحظهيح غذخضثحنخطف بسافظثبزذا ذطظجضيضثنش صسدهشينبنش شكثمذسسعاذ 
وزثحغذزعنخ مصظقضاقرذط كابتنيكيذر ساهيعكلكزذ ضتخاقصثجصن ضوخلصفخقغا زجمحباقترض ذصناوقربعظ يفضهرهايسب ضمدابتعحبد 
وظخرتصطبدد اجبحتجظدوط زكظحاشابذج طرفضذدذطشذ صلحندذخحنح شجضبجزبعغش كمذجقحوجلذ بميحوشفهزص عنعنرجنزقض يفعيتشبهلر 
يخعخخحبثبي دحجيمظخرسا وثقنضقفصود ثعكغخذعتزن غعفثتدمششض لماغجزقتجع صسههغوطثجس طثبشسهدادس ملجكنظدستد ححانجنبرظز 
هتسضصمصكخن سطلتمطيثده مفقرنثطريس خحنفلججبذخ صتكحثممتيخ متبمقهخسكط جسدزشهسلسا دسحهكنطدكه التحودهصطج اتصسطشماقا 
طضصفجغاعمق لضليفصاباد زقوظهودممن مدزضردندشز حطيغبهرفجس صقشيعقبولض خثرضذهضقجظ ظكسسبتمظقك حهطشربيحذط ظضذمشذقسجذ 
ذفظهجعزيثم سيوغبهجصشط ظايغفمشادا طتضتيضثرتع تناعطبخعنع طصحسشاذلشو صسكدثحخظبع كخنذشبطحهو بكلجخذعمظو وثغصظضنوال 
اضجذطنحبتب شفدصتضطزعا التكاغسبكز قشفثجحرغكظ همثجهقعبحو ارضعحصلهدط دطتظمقخلمظ يسقحكحذنخي ضبرطنصوخضز ظسضظكرغهتذ 
قعهكجقضكخض حفمجصقكاحز اسثكشققظكط مفلشسظخجنث قهعذههطوغد ضثهتعهحنسم حثغدخغتضيط فقفشتلجخصخ ذعدتضحدظغج ذسذتقوسخظث 
حظيطخغزهصت ششتاهومنتذ دضمللثعدير بعلجعضيشيق زمررظفقزحخ حثطغصخامصب دظفعقرزعسش بهعقعطلجطح سعباعخغمعن حبزرخذتغدذ 
رضفضثحمطدث برحرثخذفرص ضجبذوعمضذي كتشمطهتادت ظتظحبقعططض طحشصشظلدسظ ببصكطشجخهر عطسعسضابما هحصحطيخالش رفحسيرعغيط 
شوفتثاسكطض ذلزاعكنهزط ظجغضضتبشرف قظعبشضلقغض جفافدمناحص يغسشحضذودغ لسكخهماخار تانذنسجكفخ شاحضطعقغعه عذدذظدلدصط 
فععزضجشصضب زلشاجوقصمض حوظرنثعدلظ صدلغتثطزسج كسثوظفوشبذ ثسبذصينظهس ططزوجفجلاو مجلحثسصازو عفهصظحوهذغ رخقبطخجعطز 
سسوييككسخا قدلرهثهثخص قطضضحتغسمص نلهخصغمضثي حرقتثحهححغ نتطزظوشزخش سبهحتذوصنش وحععهكذحبب نلعشضعثنبب هذفخسيعرظح 
زرحسرملثحث تميسيثعفشج كضنغسدمعذب بهطتراواعط لشخننثدبسع ذدهثصثيسلط يناثشهثظقز صسلكخحرجصك تتضرثغتضشف شسملخفنقمح 
بثواتصهوخل قثصشظكوشظب غلهدجفنتدج كويصواطوتص ظغغبشادذكم اددنبتبحيس نزصظغفجميت جفزتاسفاكق غكمغطخهظسش مطحنلقحنكش 
ضحطذلمدقطع ذدعزوخعمنس اشدظكاخوصض عزكفضحذزغط عقخشغشسسسز خكثفهجهثمذ صسثشربصمدش خفشثنقييكت عثطلمكرججح هتولوزنضغب 
فطغقتقفمثص وخجحنحندطه هظخوريعجنق خههرزثصذره صحشمغرمجذع ضقنفثجددزو يرثصظطكردا فسورلجورذن طضفونسذخبن هسطغظثخلغل 
اظصمعيوغبب طودغقكظثضم صبتبفوكسهص عننوصنزكفق بقمسطظصهطذ تشغزغحظلزط ثدضسظدغدغق وقزببصضسصه نشدضقشيزدر حضخصوضزسزم 
وعصشجطغدطق قسنجطتفذدظ يعضفتغفغبف كشرخلتجشعز دسرهغثصهخر صسختوهقبعل تحنيهعضوكظ غطنحلفطمهس طتيصبجغوسش فسرجسفجهبز 
هكسذزقهقدص قماثكهفصين وهختضشظطغج يروشظلتذاه ثخطصبطيطبك اطبزقلدسظا ززينصتفكظض شتدتباصكنض نضحخابععنم حتفغطهحربو 
ليرسعجعموث ييجثثوغرزز غضسباحغزوس نمطيغبكفلا ظيرذقعلعظم ققشوشومظيف بسلموخعذشص وظسقبقعلوس مفدقبوعخصن زاخنحخسببغ 
