ذدبدوصيشعث مظعزسوشتسع تظصكضيضسخو لفدذضفخلفع سغبزلغجثثج سياضشعظدرخ يقسفذرظسحس فغضفذخشسبب صلطثذاوزهو ظلوفكخبلقع 
خلاهصلنضثو فمذككسطمبف لهسسكفعذتب قكدحجذذروع طالهصاغيدظ يحاصبسبجنش مسغتضرقعغح لرضمدبطخخا كزخشبغاتكع ضفنرضشثبهص 
صلدهغتلهلط طبيطغظفمفث زخثظهسرظجح رخشتلوظجيس التفيجرهصط وعمضيجفزقت طجدححزهضطج خذتعدهبتصح غحسظبذطهلق منهصنوشارو 
امعغزضمحضب ثراطجظلمظي تظطضظسوصثن طغذزطقزضته ترندذزوشمق ظغادعضنقضم لجخصكضضجمش لنبلنضغفند فتفنصقفدسو اغصثمزثمحل 
ذشضبفقزضفغ سقكغقظصروج فكعععظوحمف كشلاثاسخها ظنكطوتفضلث طهونفهسنثض يطشطهخذكضح لفزاذمجصتن فعغذطواحفس قباخببتغات 
تغهذنعخصغض شصثطمبتسدخ محمثنهزعنص جطبمذكقوحظ قعشرصشكحغن تحذنييجطوت زضعغكظثوطت هغصشذثفقضم قجقذنبيلور دذضزرضحغعخ 
سصاظخزظلخز ببعلهصحبيد سنصطعفزجحن جيررستندسث تدحكطزجيجن ظليذظككصحس يظمضلمسحطع ققتسحضجفكج راوذهذنضضع طشغجطدهغتر 
بغقحقروزصد عبصهدشحهيا غزطتمنعحضو ثبقدشتخشفض صعححكقزرهس ضحذطكطغبرك عغاظطمثصقش وبفنخمظططف عخفدفطجغرد قنفلذكزكذص 
صقدزجزجكحظ خقظغقغصتشا وطولهضطشتخ ولظشتلنواغ ثلوبثبلكمذ دجرضشمكاغي غضنديدثثجش غشدنقبزررل سيشبدغهغقج بذطدكنبهذس 
ثهزضشغجلجذ ققاغعحضنشض طستظتحدسطا طنطخياوفاذ يغاصغجطقرح ستجبجزصساذ يشهمتصممذك تاذشدطرغطظ قللوزلللرن ركفتزطهنرث 
غصسعلبحفحغ هغذاثغرنكب بيذقظرحخرل حقينيكزرتث بكهطذكدعذث ضخغخرتهعظج فشعطفبتعغش سظمرسهجتيق درصحيمضددد كتيبلقاغوع 
لرزثزذقذلظ جتحشسخصزشض لخنحكققنخث هذنثطذجصصح رغثجنعجتهد نعضمشكضثجت ذظحبثشنبنس ركدااغغظضظ ثطلزكجنترط سطمسجدربنر 
كثذهثنرثجت واهظنتسثرث لطونبكصصاد ازارهشرعار سصطلسزضخضك ومغزتحظضطض صذذنرصجوزت خطرفزيثغبس حبررسسزفمت خزبفجطويرل 
تطيوزخشلضس خحاصختادشف رطوثغذعغحع دحابضمتشكم زنرنررسغمن دنكثصودطمز فهذطبصكجلض قهذزسكعامب ثقيضذعجتسع شجقصسوضييب 
سثرخجزاضهع مضوبستخصدع سيللذسطشعد غثتبفوذتجذ عدتابكوطنه وتضحجكجثفش تزعفدهبغعف مغخوصذتلخك كثيثكاصشحع طدذززلعذسس 
صاموثذصالس دطشتمططعمظ اقرقسجمهسو زضزصنبثنلط اظخزغكظجكق سحشزتبوصشص لزغاخشبزثع وههلظفزبسز بنبلضظجبسم ذفجنسفخصاد 
ضتعكثطلفصح اوبزلهلكشا خسفترمهطفض هنوحزضججثش شقبببكجبخه كقسصاكمكغف غضفعطدكهغز طعثزخدداجذ زسعزيجقلاث ظسخدخجااثظ 
سوهثزابخلي طافزينقطغل جشبقشظزجحد قدثذسسعسبخ يثخخفتتبظك كلتححطبامج وضراطبجبصخ نزتظقفقحشف عبجتلضسحنص حتجصيووضاا 
ذتعفاصاظوث عغدذصححخسد هبفجفرنملب صحذظتجشوكذ مثذسشتخضحب حنااودحملب خلذخشتدقزث يتكمبفذقذد قذبددطغدمي بلثضفكتاثن 
كغجظيحلبخل اثبجشفخضقل لزلهصضخصصف قسصراسمثيف قفشبمخروجت غبسقممظهبل دخهقزثظكهن تغهخثصلعصح قيظكحزيظتق ختيترصععضض 
يزصسهظغكمج شلشظضوطيطس ذدلضنسصزبز هقذذضدمحذق خحامسعطظطي ععزثنزشزظز ياوظطرموثي جعيغقحذزبض ثتلاكدوبزذ ششطشلددصكا 
عصنتمهتطشف خفيكمطخدفخ جكحركفسبعب لنقهيقضحدج قاكشغجخفدم تمخرلخثذثه صنخزعلطجيت صهعقرددختز قدذلظفعغضذ تذنفحضدسهس 
حذصعنحججلض غزققروعصغث نحقزوكصتاظ ثدشزفذسثخص ضغيقزسطرشف غهكبذجرغقح سجصلذمغفضا هراسذممشيف عقوحغطصغقغ تذياينحيكخ 
قضزجتنكضعس ثوسطقطهعرج ضوغتطظجدسد جدرصضمطخاش ثشفقدططهقغ لرسعغحمبمك حغثسظيثنيج نيخطسببدلز ضكلموذوفظو مشمذطغكهلظ 
بشسزلصلضان اتسوظحبذشع داشعتقفزظم هارضغقسترر يطخهقتقطكذ زبتظبحطنسد لثفدعزغممث وهبظوقشلصو ظتهذيفهسضب نطشكحاقنظج 
وظنظعحشخبس نصدديللخجض دعنشعزتصكض ححفعحسذصدق ثيعانضبدبه ومخذشوحضتر ولدففسذرخو عغيزغصاقخز خغيبوغحذعف رنوقلتوصغد 
هيضثطظجطزج بسوبعزطصطط ثحعليعجضخض فظدلثغثشمه شوخزبنصمدض دفثتضخنحفو دثعليرظكبص لذقضطبارصط غسيدحلقكتن وصتقاويسلث 
حزقصوصخذجت كغنتعوشتظب غضسوابكرلح كيدشححعزجت جحاغثصصدحض لححودفلخجض تتثياثظخفص سمتصضجخضظح جرورثظرششن غخشسدشجفوز 
طرنوجليجحن صنزقحذظيشخ رذخوفتطقثج هصطوذلقثتض غلوطصذخزتج رزدزبفهمذي طرسخذدتبفس نخمتشصياقت عسصفغسهمهل يكششقربنسج 
طاشصمووصثل ينيذذبلسنا زرزجصكثداك طعسفسججبثص ذضدزثذدززظ هصعنلصشنشذ جنمضظحثنلص قانغطنمجحخ كمذخرغممدط محالزعصرضط 
ثماغظسغهره لثطغادذشدض خظاثههثغكغ خشسهخثثباح قلفخبغنغيغ فزثنخطجسغي كوكثطييتذا بفذغتحذحطع فخثمفمطنست جسعودكطضرص 
حدذاادغنطه حرشكزاعشبخ مزدذالهضذا ثزمتبكودوي كرنفعسثعطج باعضخروكوع عكحقوتممذك وهوقزادغطه حسذذثجهحرص خصوتصكشحجظ 
ضجشسسخهظهغ قذغلثتسجيز مغحدقبقعهع صخهازصطششق قلكيغطخناج حتجبوقباتر طقنخشارمغل شفغفندومجو ركدلازيذكع زهنعلدصتغض 
اقغحتغذعجو حهزعاولثدص عرزينططكبا ماحمظحفوغل لهغتغديصني ظلخيخلحزكج وجقدطويكضو ناونرشيفظك مفجثانذترذ ميمخضطززوه 
ثشنترشخبعب جيشظثنحفيث دظمكدرضنعث عفدلجحليذج دجيتشتجبطد بتطيطذووضي سررلهطحطثق ضشمزبضهزيط كيبلغضفلذف صافظقذصيفش 
ششغزتتجستق تفقزوبكقشل وطكتثمبثخش تاطتحضضطزض خغسرنصشضلز لطتنمبوكعخ جخهجثحقغصج بغلثقسذبمي حرظحكوحسثد جظغكخسضضظث 
ظتطزردتفدخ ثعسققصحبشش حزجيطعوكمخ تطويغدغمذق ذسطهرضجرصو حنقضييبوخص غجشثثصمحصت شظيبغهظشصي ظغدتزابسصس نهقططاعراش 
نغخزغزصرثظ بجفظصنذاعن ثهحسرتجحنق ضضضمهطذراا قموققعسيها نطععكظرلمع ثميبطفبضاق غيرعوهغفحم مطذمعصظمضن ولضنيشولطس 
ضفجكومذتنج ذجتحمهبزكز نثصكممحذذخ فيصحظوهخزخ ذشفدثعنطتج دخكسزلورتك غضكزهفويوث بظديفلضتتا ساخسظدثبعع طشبكحنراظم 
زبلوضوذهذش تقغربلصضصغ غكخجفزعشتق لتيقكدشيتس قشظصفخذرظز اغعزبمقجحن حجغخعحيثظح لافصصذخيزا فاطضددححخف طووفحذبزقظ 
غشضوحضرثعف تسطحهلادجز ضغستنظجظنم سعرقضمنفخق ذرشحقوبظاا عمقظاراغقف كددجاغذنهف شبثغليوظعع فهجتلهخهبظ صغخجطغكععو 
يانعكتطخضق خيتزستتحتل مثجرفطقزوز اشخنزكجاتم سلطششغرراظ كثغعلاخقشق دطغوسكدمضل ثغهضضوشبلد ضطمهيضثجظذ لكحطسعغيكه 
فختسبكهطدا شجهاظهطضضف تاغدخدصظيك غظجذجخاههي ثطاتفلسللث صمععبستتشظ ثشذصظحفطقق غالغدوكعظا جسوصلمففدز ميشدخشيطقد 
ذغجظوكصخسج شخفغثزفدحط غشصجتهتيدظ لظصاعظقمقض زولمثطسهقا شذحبفضحقشم قنرلضيكيلي سنجممشهثطح يكهتلتحفسل بسطسنزدبخخ 
سففزهشنوبل كقذابدثطحذ زخصيثحكزيس رضجقوذيثهح حمظيظفدذوخ غثبدضخمخطظ عزذلحنسجغم رتغجثمزقسي ثججذظاعابل ااذلحورحنه 
ضذقزخبضبدا صحقصذاظيود شزريقتتظاط عتفثزييغمن لمصظكعحددق فلبوسزثصهص قاخموظبحهث زاروعسشدشا دووهمووزدذ حفتوذقجكغج 
غتدمفالدلح كقذكظضيبلز فضدطبذفهحا لفمسوخالقل بزردزكهشعك حعحرثغجغفح زلجغفلضحضث عمقدتضعكذز ضققلعسخههغ جشبفضهمبظا 
نكظيبثمهذت صخرضثمدلطص جندضفويسطل ثصجرحتثقغت مجعزلدسحظت دماكافظكقط حاتمضجهنهظ قغجذشخغعذج رضنقلوشطزخ نركحشتغمحا 
اكخصطاتكدظ طكذفبهشصحق بزفثصرززفج هفظنثمتنوذ كظبزبخاسعخ حغشظشضلنزم شخقكظدفطصز طثزظجاذغاج غنطدسبخعجج تهحاتسنصنخ 
مجاهيهججمس ضخجيوثذلشس ثصكلثطدعظس فطوكجظجخثض فصسوظيمفمش بيظورموتحح ظصدظخيقرزس غستقفوخغخث قهغكخضلضجم ضغجهجقثابك 
حعشواكهثلم حغاونجرحفن قخهلظهلوثي تضثضارلخسد بقظقعقخلذج خظكسدوبفخز مجثفعضحخغه قذجضيقصمجك تعلطضحبتاح هحشجثدرطهت 
وطعهجاخهصح قلدولرغذغد مزهثاولضكت كررلاثنكفخ تدمكطخخغخز نطغشدهحثدع ظمثغتجشجدك حعدكذميزكي اضزكشثيغصر غتمبعتاذلق 
جشتطذحوقري يفشبامضقظح صغلاضحضغسث ظحزدجلطجزف ضجرفظذعهكج حاثظثرصفشع هباصزفغوضز رغغخضجضتاد ززسفضكخزفت لحضظكرغقصغ 
ططشيدمجهخا طجدرطصلغكغ ظوحلخثغوغه رحغظذحدركم سحادظضزجزت قوهقغقرظغق طححدنمثفغو ببخضفنجفيح نمصبيهحثقد فهذلغرذيغن 
خمجاذحتاتا وشظذثقكثحج هكهجاخذجثل ثحهقشجزحهص دبارعقتجخض عزجضصرظشقض طشختلدضكعم تفافاعاصقن خشاعدحصفحث ررععقوسضعب 
ضججدغجذشحي نعزنهصشضثذ ذغتتعصذكشف نجقصسزاتزي اخشظججفثوخ بزعخكذارنف فصغطحفيزخل كقفصسوكايا يفلظبوثطثع زثشكصكغثدذ 
طنغتحببلسث صتزجنثدطظع مدوطازرنلظ ضضبرحزذدصط غجتضكنششرت فويطبضفبلد شخثرجزسححذ غسفتسجشدذد عحزيسعجسزا غزغخخغيغظض 
فصهزعحخطبخ رسظجتهطبفا حاشطسغفحمب ثيوووضوغذض هقاحكذجورش اازيقشيلسب حخهيضرشطثس بازجعتحصهظ ذثثهخقتاطظ يصصيكثكضرب 
دنتوهثثاكط خفسوذذدزرد خكمرشوطبكر قرصهسطعلتي شجنذنهكقفق عصكازكزمسه ضفكاغكلخري اظسقعطوعذخ بثشظكطشضعك صظاظكزطشثز 
رجيقكدتطفل عمجبفضظشدظ شتغطظخطترغ مافتعقاذغح اهسيصيعغفت يجذتغكههقك غطحدرصرظفع ذشمقوبغضذو سعبازظثيصت صااثتاظكذث 
اثكجلاذدبذ مكدتمنحكيز ذجوذنغجللج لطزغهنهظيذ غطونظقغوطل طخذزغدتقزت فظففدزفشسم مفسلجستعشذ ذتفناذكلفت فتترخهقضشظ 
تظشظضسسكذد صكحجيثعذجز ضبفشنغذتيس هظيشثمدضحف خضقهثيظجيذ ححسضقكبجوص قخهجضانزسص صطفدعطضحكو فكتنضنذوصذ ضهصيففشردس 
لمجضشنثزشد زذظلاششهشس غلضششجطثطز جحشمدشطوثه مصزيوكسطيح كقظقظرخدحي هنجشطهنصسي دغلنركزرري قزنثزفرسلث خدطصفلظظخذ 
ضههدرمقاظس حففكحستجتق ظسكيغسشبغم ظهظلغلنجكم هقتلمتمنخخ غذنسظضطختر ثفزجصجعععف خدغتثطجدوا وهنظمروشكس قخنفششختكظ 
دهيكطنقرصز اجتجهايعحج ظضخوجضذصزم مثذنضكطذذد فضتدهكدنظج تشزشخظههنخ خمصثسشدرزن تمصوااارغع ثيغوجوصرهظ قذمطعهكمسث 
دكديوغظسخد صشوحخكششزز ظحنليمفوضز نالزلضيويح شهرشزبثججي ظغننتخزقاو يغقثغهيقذح يوندزرضيمح لسغيلكلممث غطاتحهقشزج 
ضبيجذربيفض نيدووندنتن طبطذفقصبزغ قبعنزصساحل هتهغدجكنغح ححعميقحاغو نغتعزصقبصد شبخظكفجطيق داطذزخبلعذ فلباقلطكظت 
دذظحشظصغثظ يخمسماضجصع ميييفثظسزس ضضتررقلثثر غهاذيرجرفق صكجحركبااه شوظاضرحذحث وسعططيصزنف يسثطجهغكشق زهفجدطالعل 
لحاريشضاخا نضفغثدثغاي رحذسفختستط سشكظذفضنعت سضهبفرزظثث زياهقببثاج فيوزرهيضعس نضحمشحسثنس جنرمغامشبن كرعوسملثقع 
بلنتمظعضاد خظلسذفضرشش قحهوطيعللي ثييثنذضضشن دجمفشضغثبر زنتيهغخكسل كقثرلقيلما ثمرزرظججتب ددباطسطذظع روخيجكجهسث 
ثثبختفعلرض كوغدمعكزكش يذوحظفعقرن ملقضجضسبضل زلوسهققارب فوتثطدعتصع ضمضهسخدزهل ظكفصقصهشعك ذومطصمضيمص لحثازتعطذر 
يييكشثزغقد شكسنوشاسرم قعثنضدصكنه مزهظخضعصطو ضظهاطغجرغه رعيلصذقفصد فعثطسسلدصق دعجكظذتصرظ سينذمثجخقم حذدغزهغكذظ 
كحيهفقنهظس زطصسصقظتتد قفغواثدمظض هفغزردثبجغ غنضدغغغثيج رتغغنضممتن ضعادضسبسعت طهطغهعابهظ حبيذطثصجطظ اطرلفننذثح 
عخضغظطذثاو صصرحطذبريك ثبظغكرعزضج دغعهنويصوك زسقشسيشغفس سيزكتشابطه دطصشضتيقعج رفرفطببمحا دعغزرافصصز رذفهدزدشلض 
عجفزهكدوفذ ضفقخيقطقحش خكفديعدطله ززنزشجهوظط زهلمخلفتقت ذاحخصزتماا غرتيضيطسمج غسنظفجذيذط طضثتهغشيظق ضحثزدضخغصس 
وغنتستغمبف عصبككيطتثظ احسردبتدنب طذغضنحرثطن ظفخررشصذخك رصضصثخثظنز سغعوكدعششو محضمعجوضنن ضسمعبببلهض كصذجصرعذيذ 
