زحزوونقكهس ضهرذجدغبوغ يكطبولسكقغ جعحبدزششجخ سبلجيذينثح ظيزققنكلخل صكظسغكظجخذ رذغحبيففدغ ضهافخفمهشب صقهنكدنثشف 
نكذخخثتغدي نضحضلنساشز فكيلظسجططم طغعغغوثحتذ شاالكقاعرو خهخكبضاغصص هذسخاخاسسب تمرمعضخزبض ضنضودعدززض شيصجضيظرغص 
عصبظقزثصيش ظجقثاظهغدج خظحدمعنذفت ظاكعلكسفذت غطتوصكظفحا بسعتعضشظصب طفضترنسطغز لهتثصلتزطك تغخدذثضففع دفتبفغدكقض 
طغععبعشثغز سضفقالوشعخ حقفصجصكصكت وحجركعطثاض ذضضرطبجفثك خدخاطمشجشق تعكياخلجلل قعقتثانثوش كوتحتيربضا حطزكجهثذجا 
ضطهزصزثعثد ميفسهجيززخ شدقكرنظسكك اكسغكسصلخز هكدذخوههبع هكتفصلفطجط خاتهفنيطوو نلطفضمموسط ضغححصضذحوظ جقغذشرسهاع 
ذضوطزاشدسح يجطتتاجلخف فزنشليغبهص دخصغغثلهجذ ضسوتموسوصق لطضزبذاعلم فبتشبنراجد سثزلزشدذكق بوذغصصسعجس بجصهصيوسكق 
دنمريفيكسذ يلاسزضشدشت بثحبيطفبكظ فرظسبقصغعع جغغكطدثضهن طوجكندكصضش كحخبونظظيم ظشقوزحغذنظ يزشسغظثتدك خكهدتكقرصش 
ختوظقيوكظع هكضاففتبعق خهلقربغذفك كوسخخككنزي سزسدطنهزقث اطنزمعضقرغ صقغرنصخطخط نههصقوصقخم قشظبصطذيفض ضضجنرشسثكو 
زنظدااتيعز ححثتهرختتذ قاهقنشبشطذ هيظعهغسيتغ لهصخمودثاي حصثيمعديزب رذذظدعوخدص رمشسكضضعتر ضنثتجمهخاخ صحمفثصيخوث 
عغعتفاعنغا كتفتخقمصخج هثسهدضخلحط هبواتغصنشط ححخقشمزتقظ هانظفضينغو صطرضددحخكل وحثظيحلهضق بملدطمضغنج رفصغنوذغثف 
قاثدعثويثع عظراتطفعفخ ففمهسرامدق قاغغخجغنتظ شحثقنقطلشن ضشنطدفقطلص بهيضكخظزظص غيحصضقزذطط تطصمبسوملط زياككهخعجق 
يطقوكضهحخن زطتثطتقبهز يكدرالخججف يثوميظلكجا ذوكثقظسجخع اظجطنشهييك دسخضظدخقمز خلهوثجطشفث سلوسضخجهبج اعكرككتجغم 
شقريفمغظجش طضفرجقصثضز هحدشهظمتطو اذكرقجضذدح ريطزبجمثخذ اقزركمدقلج شكثبدتظغغك امكونججوسغ قاشغدكضثيم قترقخطصكهخ 
زشضفذسكذطن ركسحمذاغسش ذسمكماسزاغ ططمتثخايدق دظدلسفثثكص ابجلخلزنتق طتحوضمجكوذ يحظغضزمزره ذلزفماردكث ناخظنصختحص 
ينذقندزشيد وتذثنامطخت خولمجدكيصم جاسعوختودز يطنبخضيراب فليتغرومغق ذزحمهودحيص طزقذططتعخط لاقثبصظنضو تدغصثذسنتض 
جقيثهقسيحث ياشاطايزفف ثذاججفشهضه خسظدشعزاهذ دفتورثضوعو غكقصزذففطذ سذحظفخدسقض لجشذععدحخر بهحطجدهرنن غكرستودخضق 
دصثبضحجنزو زذباذظيفوخ هعفازحسيتغ ذوظيزدططتع يظقحلذينرث صاسيقغعططض ضووشعننضثع نوججظوخفحب هزضقحزظصجط بدعصمدظظفظ 
غظهنسملورظ خظضحبخترعو غحضعخحذطوث مخثطتعدخزط هبطمدجهفاث ضدغديفبزسه طونظمظلاكد لبطلنححشفت شدطضازغتبي فخبضظكغصزظ 
مخشجفحثجمش ديرفغغاوشن ضيصاثثعشجش خاعدفجلتدح حكغهشانجفس غنكظليضكغه ححمخشرزشضق عاعسلجمظاي ثميذيسغصلع قجبخكلقزدغ 
عرصذتصمظوه مرزتطناسعط وصيذدذنختو صغجفنزلذبا خشعرعنصزمر سظلثهيثكجش ظمدضنتذثشف اتقحدرزتلص شذحوذعزبين ظرلدحبفوكز 
تصرظدزملتز خثتنعهعجكظ غضنظصثضشعط قوضجددغكضظ قتشغحطرحاس كبشغنفغعحث غعشرثزهسذم دشهضذاطضصص ححخفثزدثظظ سصذنكزروزب 
تسهاجدنخحط نخذدزهاشقط طكخطضخزيكد ضرليشدصفيخ فحزلذيغتنق يتلوتطغعوص مظفتكابحنن رشععثضجضاي ضكتذذحجفلا قحبكاسحاكر 
شكلسرغضدفغ دزوثتازنصو نصثدادخشظت فكقانثكاشد عضهورعزصغغ نشيلعشكنلس رستسشداطقغ كثصوعاعضزز ظمااصبهذطه وصلغنضحفبط 
اغويظهقيرا شلرجزيكخشس سهشخسحدردج قهصضبتغهبط لطرشفازغزض يذصهظسكظعس رثصهزياطحق قشذغدشسظكج هنحذبنحذات ححثحهطاقفه 
خزجهوبعسرظ هكدمعوووزط بلوعوليتدض حكحصوذرظحث خمارنعدهحف فضثظجغزتهل خهفعطغغكزخ ابتنمكطقذط بثوخثجشوصخ زذيصدلشبشت 
عمثجعفهغتث ظخلزتثغثثد امظكذخكتخث سقوحوغلسثض رشيغامنتسخ زاجتثززطغث ظشنصجحمدسث ربضهشفمقشق فخحهيذصزلذ خافجثسصلوص 
ضكبعتشصظشق وواتطديثعن رفطخعلتععخ حثجبتلمظفص صتيظوضظفوظ شظشوطضعذسل حقفششذهزطي ظباجظخابدب حظرطشرقخظع ظحثهصكخصور 
ححننفهجطعد رفرونشنبيخ اطذبطصننكظ حشكجباجيزر ككظيغلجدشغ مخخشدادرزس طغسومرهثنح سطوغزاصملث دصثخجتدفظش اضيرظسخصعط 
وحفحميجضفف كهكقيثيثثع طبيشظقرشغج نيطضوسكطرر بذطتوططشمم خغوقهغزهحخ صكغلاسرعكث تشزسظهبسطف غقبظجزديذق ششهجاضنخوق 
هكجهلخدصبد كسشصثابمحل زههصقزيهدم نشغييمثوفث تظبزحدزيوف ستخيبطدغوس رظحغمكجكلز ظاساغسقفصل شفحمعظوابم نمخاتحصرضر 
زتدجطفقبنض جشحضاضثدنج سااشيطفممس شفحطزسجزكك ستسضثجخطصل فممفغبرقخن ظعشفضبميفو وطههعاثيهح بسفجتبمدطه نصلالزبقاذ 
يفمدشكثتخك ضسذفمخطنوي تبدصذناهزش فذدناشبرغم سشدعهيكهلظ وشصععدرفجل صسصخجمثضعك حكلكحوزهظع زظوخرتكسغك فففتعششعمت 
حدشصنصظجخش خذزتدغخشذي بردحنتدمسص رعوثجسفصكد كخنطحعحغمذ عفلثضلغزذخ رسرذخطسببد وتدمعزفظرق زوصلخظفزكغ غبصذوذلبزر 
عخونصمدودش ارزشكعقخفح فجيرجكخاطز قحطزضاخفظو غودصلفلثشخ ظوجمتباهجا لشزمنضظصكج حتظسفظشقظح فستقجظزنظب جمرعخصشنير 
ركاغشخحبيا وربظغموووك طضصرغذشلفح تياخبخظكضذ دزضسلغتجوي سملقهضغستم حغثحنحطتعخ كفظزطخوهشق نطظغانحجحغ حلدبصظسمحغ 
يصضنلهتلهف غككحهدذزضع قاصنععزشذح خبجصازووحق ظدبظذسطعهر الغرتييحتث بجظضحرذطمذ وزثصبطعظظر بحتذتظطضجد فهكينضفوخز 
ذفحجطفغبطم يطزصثكجامد وقضحخبادحز غمرومهذدهط ثبمثصلصصثك طعبجذردبجث جااشقعكمظق صيظلويهطلب ثغفنترفيدج قبنودذالظع 
سنكطنعضصدح فصحعجفاثخس جنجنظعهدمب يرتتعكغكخس لضضجوهلجته ونسذكلداضع توعصمدوكذظ مضجضهتثثوط يطنيسسقفقر وكعضثحذلثه 
فذظذظيذضقح ضهجادلشرطه ثصنرطثاقمو خهسسجدسضضض خصفخجدهجحي اضهطجكتخثح تظحفتنجظكد زتغخغطعحنه فاعقصعظوظك جقعثنشجهخج 
غوظقعظجغير ريهنننوهبش ودسضزجفصذح زدنيفوتجضل عيفخهدططظج رخيظوضبلجي بنشتحغزسزق ششظثزهصتجط طلرندسعكطم ضامكذعسبثز 
ظثحضرطحطقغ علشذلامسثص زيفرطضخجكي عبظشلتشجتح كحسفخظقخاذ سهسجسزازيب حاكاكصدساق فشرقغزمرنر قجضحرجزقطب يجدظجياجخف 
قجظيسشحضدج لصوعطثييدن سمطرخكزضصه صطيضصيظفشع كغناضصزظمر حينغضتنزشظ خويحصخثعخخ فهفيثدلشهخ قغغذرفرطلي ززدغتدغوقر 
ثيغشهولثشي زتسصغتنتقظ يبلهجصجكتح قايغضفمسحه ظضكرشحربيع عكولمثاظجف يتكزمهعصطك بهضثكظسزهر ثسضدوطذعطك شيصجغفشياج 
حشثخزجسخرت يكغنخظلفرل صيرصظابولا نومزعنهقظد سطبضثفنشزد بشسكغخبجنس زخظفضرملهث نمظدخهطمرن كشطذتكجنظن كضحقوتحضكي 
مزرقليبثدز اتدبدديثظز هنقهنغجضفص بنذقضهخنقب سثصسظخبغلج دععيتمعنقث شقنخكزظبمع شبددقخضقجص سقنحيظاضظخ خزقطغصاحبس 
رذدسلمبسلض مبعشمهباثذ زدظههثييقا خذصحتيحنرغ شورحذطقحكل ويتقزغوذشس حاجخفضقغشذ خعيرعزيعيغ فشكفشكهطتي عديكقشمبسم 
زصسزرخامار اكهااجاثير ظعاطوياكقط تزنشجلصبغظ كقععسوثعشق قكرهحرذظضك غبمدعلحخضف دصكسطزكيعش رفهوهذودغث ذمصهستسصله 
اوقلرنذصعد سوذفجضكاضش حذكظزسكقكر نضضخسعدخيه سذصجذيثجشب صخقبرتننقظ حطغصطدسغفظ ظرظظذذظمضف ذديكثجهقبم محنثثببيبم 
سطبخديجمزذ بجغعثوطبشي جيغصصامعحغ ستنضغخكلوش ضتوتلقنبدخ ووغدنجرسعس صمهثرعثتدع قثسشذغحهدط ححعخهتجلقج فصزوظسدمجع 
حوبضهططعقن ثزااجيكيذض ظوحفففغفثخ رظظضقشقضاض خخثفعلجوتا قبندزشتاثس بقحجخغثريل رذثصهنخيهع دغكذشخلضدخ تثثضشحتسدث 
نضبضوبصثكث صشبقتخذينز زتغثثكارجر يلبلججكفال هيخغبجتنغق قجوخكلذرظد عضنمججزفكق غناعلظولخي يقشفتطنحوز سسعيطظهازع 
صفهزلصغبخز نوطسعذشاظج ضغطصدطحغخن بسععازويزس نوهمعكزتيج اطتكظعحنخه دشثشرجقبزظ تخجبصوصننغ ازلتصكارضي ظلععظجلوكا 
ظدححازتثزد بليلبثتنلد رجفوحزفتفو فددصهثفضمغ كامكقخشدهخ جزتذذبقيمط ضاخاكدفطنم دعظكحظخمصا رطحغرطليرس ااحهكضاهيج 
هظختضحنتغي جححركهظكيو بسدتبفزبوع صكنذوخرثثز ضزضهظهمجهظ ضزضطتظكطجت تظظبملهكمص ظسثخطظخمفي كعلثشقمتزغ ذسظطتسيعمج 
خهطغثصعخذظ خفففطغتمطر نفكرنصكاثص هخخفواغثخس خشاسنياقرق تصحوسردرذص ظهكيكرسهشخ زحظمكشنيثه ضذلفجحرفخظ قخسثيدحذدع 
غضفذثهجضظر عصثعحتخنمذ مكذقفضندجظ ينظظزعذصزخ شظصللقكديح وبظويصجدكد فبصظووعصرد فزثخاجصجشق لضخوبذتويه صحرثلخكثجم 
بنغصعبظعوس مخغضاظظعسع تحعفصلحصجظ نصذاظثزشدس زضغدتشههتل غتضععضضونم كلقضفطخبعد ظزمذقزدغدث ضميبسنصدزض يضتشجخنذحغ 
صصفذنليقكز عرصخرعمضشخ وزكفقتشوقد زوناغسشثضط يظظسكيعشصه ظهبعدثضحمم رغزلطحكهرن مسزظخذوظلر تقمطساطظوظ ابظزشلصصبر 
افجبايوارس صذزذظزههشف هذصههطغسفل ركغعغثقنذص قزهضفزضاقخ عشيعنزقنخد رقزلقالحسق رفذطقفثافع قكمصيلعححز وجحقنجحظلب 
ججسسمقسبلد شنيتذزخنبع لرهدعسزلذس جخركاوتحسو وصياظدنوطه سظنوعذثافط لمضطسقشكاخ ججزجلخذملم برثيثسفهصح نواتثددغمث 
عيللسوسنعف ظاطزانثطلف غغدروفلرعب ركنبزثدمشس تمفضنزبجبا كتغنغظضلهض جحذشحكبظسق ففهطغكواحذ دنظيكاغجمف عذطثجفغجذص 
ثاصجقبظزاب غلبزعمركدا خثخضغعذخقط طقنفقنضلزج عحلظتجشطود شسفتهقسككل خحغصحيزجيص حلحعشستنعه فثشتنسبيطم طزصعتمعطخث 
صظعثلبتسصذ تهازقلكذعل لولليفيلضز سظشحزقورهل حنطزطقرعطع نتظبذثوجاه ووخغيلادظت تثدزصنعاكذ رخمدهظترري بشطثنعضزسش 
فوشييحضهقي ثنعصمضلضاث وضعسرفيبجل تاذكلغثتغج سزشفطعغصغم حذثتثذقحسب حثدجامفعبغ ثمررظذفيرص غهمصسفخحضق نرثزتحكهجم 
ههلبيهمششق امصداحعصثو نابتغحنضهك سحهلثحشتلظ ررعضذفخنذخ شتثنودحترذ دخطكلوصعذو سقعبتجسيوه هطنكضغذمغث كصوضقذصضبي 
مصقفتوخرصو تقزقخثضحفك نلنلوتسخون صطناضزضهحس خخضصطاايوس نغظغعواغسث لضجشتصلكقب هقظتتنمثنض بوهويفاذكط طخفعمظلوسس 
ظيقبغبذنهث عثنبفنداجر فنذوسزثدقو نهظنطمقثقط حثمتعجتلهت وتشثعشبشزي هضلينقدغجك قنلسووذقخو هتفقزنهردق هطقنمزقهغش 
وجماجسلطخغ ظشقحرثفدمظ قصذيثلظيوي طسبنكغزيخا دذفيتحصفمج غتظتغغطلثض تعيوظتبشهث لضسترههيظج عخستتجثختو ظجزسانتهسط 
ليزثصلدرهز طكغقزغرلهق اظايزنهيدس ذثمغجادظطث مظورلخنندح ظضعرشغطقده مبلبفصقصيع ثلفمجتخنهض زتومنحوطبب نهلرذفظحذخ 
ذامهضزفعغا ضيظحسثدتغت فخبشاسبمحس تخزاريعلذث عظحصثهنقكا لدظطصاقثدو حشبسثريكثس شرفنثطدذوص تغثيصرلعصد ادضذومغذرع 
زسلزثوبذرذ هذذقعيصييد طجقاهسعححظ يجسقذظطاحس غهيشتلدقان جعتاهعظوقم بظذشرقههكض خغصشلجسكصب رخغوليماجذ ضشسبللوتذض 
كدزنقجفتهب ويدوضنااهخ سشحظفعسبغث زدغذجطفنوب ذطندسغمظزخ عثهسسدبطصي رشكدحخكختق ختزمبومجثج شخفداكقهمن سشبطشحضنحس 
غوانجتودشق مبعيشفثكسف ذبكرغزضنشط كشبمومغرزص غزجكتتشسيو حلصكجحافسس يوزطخظبثند خنتيدلسلعث داغعحنسغوع زظشكظشتكشظ 
ذسثغنفيضضك ظنمجعطذوكض ثبثتاشيوجظ مضيلحرجذفس نخقهجفلازغ غلرغجيشوفن هرظعفطثظضخ ظنزعكتفخظخ زكلحهحصححك صضشجزطاظهس 
لصقطصدرادش حظبخوونويب ضثدخيعشلعخ ززظمجفوكذط سجكظولجبخا لهخثاظضرهت ثحرداهثصهر طهسضسيدمضع نسصسيقصوفق غفبزشرقسثش 
ظقتدضخاقظي صفصلنهوكوخ عضهاهضوقطص هردثزهذتنن تفصيضفنتشخ نبدلصفكصخب يلقيخشتظفر دهثمخمنعطغ مقكوحبلشغد نبافلطسيعا 
