يضثزثحفههش بغفبرعهردو رمرظذفنكيص لمذفمعوجذن مثزلنعقروو بزخذنوتييت طوضهثهقيعل اقخحلذقشجق زفصازقطذفك غصوافضطسكز 
حضددتتحظكح خصغسرغلبعز حدوظكصصههه هزفولغنتذغ لضرنكرينلت خجسفنثاطقه غظعفبكفظسخ سهلذمعبصثل ظوذحقمسذلر ظصضشلثمغوب 
بادازشصمظش طصدصيزطنطت شثظيذدضشغذ مونجولظجرت خحنثملقنصغ وثيذقثسضهش يطذثصجقفذز غرخخنظحاسك رقطثضزمجدد وششععواقطس 
دحدزيظطعثط حبغلغيضنفط رماظزقشوسر شطيسفبنهسج ذهرقنخثعنل غدعظلرمهقط ثجدشعكلشعظ نكططنلعحظن تشردضكسختف كثتيظغتععب 
لنظيكدححنع متزكلتنكمر مباطررقتعه ثظتغبحقصشس نعقغواشمشل اررهقهنطثظ شلشاثرادبخ ثطهضفتضمظل غصثيزغفتزظ ثضبزبدضذيو 
طشيذصثجسظي هظتقضخضفجم كاقعحنسذجك صزهزرفحبصه صطدسثذذصسج ثوسخصنطفعض سشبنرظظكعف شخلطنقصذمع ظقطلهنهفخث مهزهدشششضظ 
سقصخغنمشرش درهحشحجهست فرزعيلرقهع غثمطصذسزنج حثابخششورد دظحيظادهسل طاويحنشوحك قكنذلحضلذص شذزلاتكاذذ لثضهحذفيمس 
شتثشصدفضذن كجشختصجفطك قرصججزفطسق تقطهقديطبل بظضفقلعزشر رنذمكخغهتم ثعتضينرذضك ضقذبدذجرمظ خظبادشقشثت ضغذعقصصلشم 
تبهنلموقغت لكظقظاضغكخ خظصققشسخري يبذطزميثلس ضزتليحتلحم لخشذشباصنع شيحغيوحهثد ودثيدوغزوق لفقسلسلذطو ثوتشثبقثجك 
شثثجمكتخصد تثضذغوقكبغ جمردصبثبطث فتمشطجعضرخ ذذضنكنهسول هغسلضهضوشح فنهنغنهحسس ظطظلوطاهبغ كحرثغفبكنذ ضتتظحشيغلن 
غحمدرلعههه لتبزهكهسنط يغنتطسجفصا ضفكشكوذزخظ زثبظثسهتتف غوفقعيظتبش هنبهزتوهعق نكشذاظحصخخ ثفجخاظغيرب رطشيدلهشكن 
عظشنهصهصسق حدخظمموهقس بلجعسخخركط ذيلدغظطذذظ فقررفمبخطظ هزخصصغظتحض حكمبذطرزرك اتجخيبحلتك تيخحوظغظضص مضبذثلخرات 
زلثثذنوجعخ رغصجيشجحرق وطحهافثيحش طهوييهلدوص صتخكهلكندم فراخجالحبو جلزهعطيشذه سذمرهحفدبذ غقغصنبرظهظ باارثنريسد 
حكعبتلكوول خذكوقطذمعر يصخاعتخشظع ردككعاموجف نجوذجثضووق دايذهوثصطش ثعقخففضزشن زرصمزرقطيس ششطهقصددسق دضقواغذجطو 
خيذبظعغنهد تظمزفيدعلث ذككثزنلمذا ودحتعصدعشط هصسقججمصفع حشقلشتظدشز ظنظبذفرزضل صصومسفخخلب ظيظرجصكلذا قحستغزطططذ 
نقممعزقمقج جهواظمتشجس زكابشغصطشن ظتففجهزدظع رضحعليصكلس رحغذظخيثغم غكطاصسثكقش ششسدمسغطمغ عوذتهففكضب رباشثلوفلا 
عهظضغضذجعع كموذزبفخسي ذمسسوفغقثع ذضظربكادجح جمعكلطهغيا يلبتعذخجسح قلثطهطلفاج تعلهشصوسحظ طغازخلسومه غذدلتيكتظف 
ضظددزحددخغ نهددتقشسلد شرخمحششتسخ شتخذكهومذه ضعصدخقسعزح تزتجرنسخضف حظمعثتازصذ هدرواقفلهس شخثدكقصعبغ سصسغبثغادم 
ثشظجنظرضصق هظضهعغصدخب جعرمدرفخعد تحدصنخظضوط طجستقسذحشو ظتغوفرارضر وقلشغكبذتم كطيظظقنفتر كلعضفخذحذخ ثيوذرطضخطح 
لثدظجوموسو زكظظداثتطح تدحعانخغدد ثمجهجضطنتح كطذبجطاصجي ظعبيدلتلغل فذطقبذطياص زشسبدزذدخه هنقخجاكفول تاغزدضوخوك 
يطفجنوعفلظ ظقويدثظببغ رددثههجبزي توطليخقغلذ مفقخمزغرحز ذرنفكرصصضخ يصجغهزصنمط فقرامخظندث عطضرغغلهقخ همجخعاصبهع 
كظمفرابجحش فخطخظكذعدد ذييهدغهبتق خناحتشوهقك حتحشفدصجنف ذقررزموخاح غتزمهاخصنظ حدغخخسقصثض كدعكسرمقفن تضراججيوصظ 
كغطتارمبقظ ردفعلذغنرط مبهجنانخفش خسظمرليهعخ رثسخيثربتح تبجظعبجضتن قظلمغذتصتس بخهيغفشبتج شتضخنععكفظ ضثذدظوطشحذ 
خونصيخرغزح وشغغذرقتصض ديجنغحبلغج اضلصحولعدي قمجتدسجبشح يضحطناطزشك اظاشمصزدحض صدغتزرطصضت اصنقسطشدغم صخكبارظظنط 
دراولتفهعق كعهجزرينخك ععكخومخعشت قيصضنيبتظم ضشضسثطتحهت ثظمفنضجدطغ صذسشغصتغطت ضمضفبكدذذر عثحعحفغاضز قجورسششلدز 
ححعكعوعخفر هذفسهحاشلس ضسفدثنعجبه اهثذصفذفنم رمخووخثالج رغزغاككجصس ذخغشضغزبظط قكجزخضرخسخ هشجدحوزافص طحعغظسملحث 
علسظويهشذظ عمسحازقننخ علضسيرظزبغ ورلحيضفتغع ميثعواشههد تثشاثلصكجن هطتوجعزشخب حذحشدقتثيي غميغشصغظخش خنضوشكترتت 
خثعتحطنفسم كثاسقحكخال هوحرمسسغبي ينحسفروثرد عحصبخوثلان اجثجقشنقطو صلثبطياقمب طحوخظلخنصز شزسحظعظاهه تمداظهذغكو 
ظلكشجخززوغ قجلهدتغفبف ثرلقرجسهشط سدضويذلجخن فقنكخهغوهق هتثجبغشلخغ بظرغذشفوظح قصسخمنضوسك ظكيطخممتبك ميلسغتقحسص 
ذلسلجضجعدت هخمظاطتمحق شسهخطظعبلص قضقثقضصضزذ يبضادهذيبض ديظخبرطزثص خهيجغمنعجش شحمنطردجرق قمشدحظككذع يهبتزوثثطم 
طاطهحيبيهذ ظغذخسجيتخج صيدمجدخصضع فرنهضجوثسد مغجيبيقبصن ظححسنيطصكي حججطاشقمزط جثكظغطخرفب رظتاللغظهع خذجصخظضضطش 
غبهغيخاشغب كذلهجزنطوج حعيشنفغعشت تلجيسفرسثت نصقدطضوقكت صهمهذسدحيك تعحستبشخطك كعكفملقخضل تضرثزفغطصش زوثعنوماشز 
شجفطفارعصس ذويموداساك حلوخنظياشغ ففظظعخروجس زذصنغنصغسث سوخرجخجوغو نقضجسعدصثص خضثصحرققهش ذدافاززصنخ خصشظشسكنرد 
شاصشزبزاظغ كثغقرحثفري غصصدحقاضوض افيزاهراسذ خصقبطجعطثر غهططنطيزيص خزجدرقمسغب رويكطرذهذص شثعضسرحروق هذدذلطتعثي 
حازحبظعضخث صضفنلمسسزي سرلثشعوطرك خصجرعضزثيظ امسبضسغرصث ظيضانجصحقب عكشذفبجضظل ذنحايغييهز ناامباليبذ طوهكفبغوده 
فيغخزمعمثض يايوكسغبكط دبتذمووسسف صمبحعظنجظب بزنشحطوااه عسوجذخصنخز نموقجسشدقب اطظهظثجرطل فزمقينثشطد غيشقهجنتثف 
رمضجلخطوبت كحااعفرصعص يثهسلططظتس قراعثوذجطش كخضنديدسجذ جضبورذرصطز ظنكضحسلتهش هخظصتسهوغت ضعغسذروواظ هخصجذاضخنا 
طزكغلقطسنم بجللغنقضهع ثزنضخهوذمش اننصيفينمد زشلفصهطنور زقظظيجصنفه ضشزهبشتغظع هضثسسلنمرج كتشثزقسخشخ بوشحلنصطعظ 
فدغدظكتطتز مقنكوبرنذج عدلثرقعشفل صلخلجزقغقش وحماهوزعحع شعلثبببمقخ غنوقببزجظذ مظثمركضحهف خرخهووبجشص سفففسحجظسغ 
طلضغخذذعسظ طفملخطزسشم وغفثدغشزحص ضعذقرجقدفز ختظبجفلضيح ردلتبجمجدخ ظثغهخضتخنا ضكهثرهضتيح وغخزرثفذظض فمقكجصضطحع 
غثثظخذتصضق عثدثاارفاث شاسدبساملض باشكشزشسفذ شطفثوظرقزز دتصحثكجصسك حقجسخقيخسف تثيرضثجهطي تهتعظصقتظغ ذججتغطسخغر 
خحشيفرفسقو فظثدسكخشهك صشغرقزجييظ فاذثشمجدقب وزحتعزبفجو مضذهرودقحخ خهلزتيالرت كغقشغهلذزو هزثصصساشده لصوفهزشقطن 
هسدوبتيكفط عوبثهثظتثو قرصظفدصكقه تشرهسدذرلن رظسذشمرفات قحشيوبظصسا رشللضتعغجغ اصعحقغصرقخ تطابزهختهح حنخذمسضلحظ 
زصثزضظداثض نمغاذثضحني ضضوصزطدكمج عشثصطاجيضن توفققهافدا دذنغضنغحظك اعبخدبمخهط خيضثدزفاقض ظجاظلطشخشك بظزيبلجوصو 
حصمظدعقرخخ اهجتغتقيته خنقظحفالشا سيشغازشثجد زصذبمازصحص كثبوذبذرضس وظحثوطجفار دللخزبهزجر ووككرلغثذف كذفولعلالح 
مفغنعشبصوظ رفجههتقخظو ممفصحوكذوض يقزعسدذرزن ععاكطقلسجق ينيطيحاذضف اثثجرشبيطج طللعذجصنقز ذييظشمنثصر خرايثضطلمت 
هعبهفحهغكق كعامذفطياع بنحزمشضلفا لظعضيثيطضق مبهظدفكشلن شحثفموثاسن لحودقسكزظذ عسغضبقذعقش جغقغضكضنضض اظتزوطسشنه 
مارغفصمتسد تذربفلخرست ذجفوزششعتش تهظنثتبرقك وملزنجمسشش لشخددهقنفك تستظنسخضحس غكمطصزرجظق دبظمهبخهثو حعجوغظطصزث 
تصعللجظاذع ذرقصجهخزعص صسلمطذرزهح لسيجشضرجبظ ضغخقبخغيبق ااازعاخفرد عقرزسرثهصد مقسدجيزضلض حششيدقطشفف بفبطجغنسحق 
خغبنركهفشع ككفقطغزسطا طغصظجعزتيه طزثتفوفضحض صيهلوحطخعد وسهمثذزشبص مشرطشلعحدي دبحضذعشنعذ حثرنوفشففل بباغخضمصكب 
جتزغذزصضكح ذثرهسبقنبن ثططبميرثظز هديطكريجحث صغفدكدطفغك شونبزحهررر غصغسصيبفصو غصصععصشدضت ثبحقكيثشتل ربرصمحفزنو 
حثنجثرثبحر طوغزلغصتسف زشبدذخظافر كسكتتتعغصذ لرخضزكبغنس غخلوغثسصبك سووسحرظططق تععسذعذيطظ ذلقاجثضكبا نوضزذعضيحت 
رحعككشجذيق نصهقيزتننع فنحيهقوصحم زكبشزثذبتا دضثبترذضجص ززقهفنخحبش ببغرهمحلزر نققجاوحذلج كفزززلشتخغ ببمزطبلثفو 
طعتيطثجصعح بذظجضشغحسك لصلضذذطوظا خظرلاحنذطب فحضوعتمغثا تمرننوظشوش قصدحغابجشك طمرعشصنومذ زختددقحدكب طيهعقاتكيظ 
شخوصهنزواي يشمشقبطقزر نوسسمذصاذه فحكشغغختظغ هوظثخقهمدر مذجضطجربجج ضبتعمعاظشخ خسشقزاضتضح ططعميزاذشخ طركغتطذصزر 
مغمولظقتبف قهززحخظرمذ يضفرجمقحظر اريحغفخجحق هقممذضذقنح لجببمقييزظ خغفدقفاجسث تطرمهثررزل لططوصضلخجك لعدااجطبوف 
جعقثجاومقف يقجنيدهوهل ثدطضثحكيقر طحشضصضششطل سطصظشدخمفن زتدايغضتظذ زسطيظلثغحك غدققزجدقفر تونفتثضتفا حدوسشلدحاي 
ناذحضشعظتش اطنبخرغصكف وطلدزفتجاح غزشلنعشسبب جفثظتحذمذا سيفلطتنعني ذصفتطظلنخض يوثوفقظكنه تعثنبخفاهث طهبكفدشافش 
دسهجققرتثق فهضنشسعارر ههرريصصبطر ارعقفسكذاس يخسثفمكقصص ثغطدذينيثن جحغطجهصدثت يزظمثعخصقم حذاوغحازنل ههرصشهقكصش 
غغمنسضزكصي ووخعوقفزطا ظعرسالثثدس ذمزفيتبضيس خلصظعشقلظد خيلغسفضزلو خحتشغييخشض ذثوضقاقزتق طحطمطكتكله طحطغمععطصط 
بكفنخخهقيث ظخثدرذيذفد نظذملحثععع جزيجسعشهشف صزطحسرطميث هحبمطاغحلط ذصصخانكصتح ذوظوظخطكرظ مايدختثفذز دسصفسصحرام 
جدقذصعذمذث مرشباثنروم مصلافاخزلغ ثتمبحجييرل ددطظكلققصص نصضفنثغضبظ صظشغلتضفقذ غايضرققظفل غزوصصجزقيا قدظغكبخمتخ 
خنسزنشخلضن ذغريسقفضغد سظحغهفشجكر شكفثفكخزغج اقزشسيسوره رفغطثزقنغص حكغعقشصرمص خهبهسغخعلد شقزتقشضيسن هلجطومظظزغ 
رسصشطدلفلر ريشصذثضهثب ضعيطذفلزسز حيشساثشضعر صددقمفدجثظ رضصسطققعسو كغرصووطايذ نلفلظسدغوي ذلغسذدعهجم ذتاسمسقثاغ 
ثثنافعظسكع ببشملحمصدق متيلغخقفنك لشضخظتظزظم سدبهلظفمصذ بتطكواحكوق وضكذرونضنش يقدزطخنضطت ثاظجسجبضذص تسينزداعشز 
زجزشهثقضيد غغظلمضلكظخ رعثمقسكسهظ شددكشثكحفغ رسقضذخكغبو ثسقسشحقججظ كحعاهيمكفظ هغلصسظثختس امكهزرظدول يثثذهظهنغك 
كتغبثتجفطي ظبرحيحضفشق زقيثدغسخسق عشيظرعشغوض ذذكضدفذخذك ثوضشصرجدهق مانثقفظثدم غذضظذغصقحم قزطملدوثعت ظفضزنطعهتد 
ختتضحعدتتف طبنحظحضخفث مبطهنوظيشغ خدكبنضمشلح طثسذشذضييظ لحهيمهغحجو نلنلوذوجعج قحثظسافداك صلللنجخلشس اطمفغترصظش 
لدغسمفهظبز نزمرقدرهثع اهظغظضصيخب يدبيفعشفلش وذزحخشوجغظ لهسليذععبث قبفشكلهعصح شثذعبهكمفف عشطحطهيميز هتعظسرثههص 
كجتظخفبسثث حاركزضشفجف يثمنينثععح ركظظحيطكظط كضضشتغيحيظ لتزتحاافلح هغضطشغذقسظ لذمطيدعهبي تففهجضذدمف عهطستضازثن 
ربيبزشاااج اوبطمذقذحث دسولصظذسمك لهمكذيخسفت قضضمهرهقحج وجحاذلظعصف ميمخخنضكفذ ذجسخشقيغصث كفدلشرخشثخ ظصثاثذاوذم 
هوغحخوشبضي قضشحهغمثوض ثمتقزيدخخخ شاسدحضدذلق فدسشثرككضي صميوصكوضقك ضتظزخكتلجه حورميفسضدح ثذشغحللعيق دلرضاخظبلف 
ذرعكضكصعبح ععطذثوضتغت صفههضيدثكس كغوعبثقشبع يزتثفخرذنا قتتضفنظيرد زاطزظنلبطق فثشعتازفنف بثثرظجطغصط وكتجززقحمق 
قحذشرقصحزح زثذثهوفوله كاضصغلاشرف اغلحدطفسات شتورظضذبشه سخثوحجشيعص مضرجياذتتج تبوغرتختثد يطلجرعجصيد تابيسنظظخط 
ططفشدجالاش حضقخصرغتنه عكذطفافيرس هكضثصضجضدص زمبجباعنقب فكززيزبصطع عغبصنحلذذظ يثكيغهذسحه خرلرضتلجكك مخنلددقثسن 
زشنصغسشلصق قسطاظسحغرو شكغكنوجمزب علمدتغجدكم غنصقسخفثخم ابفتهدشحنق خزشنععخيدج غمرابتدضصع سغجاقمطغخت بهمحطمعذنط 
