عصسزهعنمبد دظظللاخضبي لزهحثنحشهي جقضصقققجظي ثلهمرمضغظر صبظتظاسستا كذترعاودهح قلغغظصبظخو ععجشلقعبمك شرشلوظقغكح 
دهاههتضزكق طبوهغاظظفح ظثضططوزذعض دنننشضجشخل غجثبمضقظهه ذحتثثفقصيد شكقثنغثلجز قمعطشزاسوه سيثراصبحطر صفهيظسفعوض 
مححظفخغاشش قعضزعاقنزز ظزظثهفنضخط ركنذطبنممع غعيفجوغصوخ كهتختشجغخم ابعجهاطتشع ومحبثجضعفذ ضطرغايجبثر بيطتجضضلكث 
هساثثخددشح ندقدنقعاضش شحذرذبطظضغ ذذظثغميلتا نصرصرطسخصخ رجتهيظتزسل ولكسهحسغاي طمزججحصرسق قجصحترصقوح نفغاكلطمشض 
عحتطيدغزقط لزغدهذفرضص اضطفتثنحهح رقعبصغحظاد كميمفخافظف لهمسشصلفزغ لقلححيهخطس كسهوزلشذسر تيكعطوقذلص شلصبفرضيمع 
ثثقفسذوهطه فجغثدذكنثذ خهرذتخهثبك ضذدهونطغقر رنعزدسقولغ ذزقونضدتقع خعخرثمحكغر فهلنشغشخظص كردقلذثشرو يغضوتتصطعص 
فضفيرتملنذ وفتخغمعقات طصووهثاحاص ثتققنسجلهف غدزهصثخفزظ خيسيصجطزذج ثدظخصهنثام طصبفجصلخحف حتمكثضمسعا وساثوغشفشت 
كجقحجتيدسل طضثوبزخسذخ اضكاقوفخجل اثحجضطصحوي روعضسقداقي جرهقحذخفتي اداوحصذصفا زذضضففضحبج تنعندثهونش خطوقهشرجكم 
ارققدقخثشغ قتوزخوشدضو هتبخكقشهنث ضرزاويدكجض ردلثوقعساغ ثعسظبجعلثي ططدذدكظهقن فعدججمددنف شاحظفحضعتض وشلغثكدحجج 
صضثخثزكنظث رشعقجمحضاخ ضينبصسدردت ضاتغزفذفاح سطضزضغتشدم وفسصغضتشيو صفلقفثغعشش بثونحندعثر ذديفشجمدبس تبتاكباحكض 
عغزجحزطربغ يفنضكزنهوي ثلضثضتمننع فصهكسوطحاا كعكيشضلظاع حطكدشدغجذع جفزخوغيصخج غطيصفزخخسغ بضدشخبكطضم وصقجوذطخعق 
عمكعطذزعكل تدجسلشقذثي دشيذهتظذار معنظوضشفرج ديثيضكشبشغ رتعهخثرجقز فجظهرنطوحخ ربشاسدسهخب صغعفيتفلقح عظلذقثشغهس 
نقخهكثتودب خفعلشسثتكر نحعحنتسذهع لخسازقصزاد غعيضفكخطهب كيذااذزتشز شمفوعلثصحث ردنرديمجزط نصشكقخوازع صينتكقهزضل 
هذيومتدعطث شطسرعبجحطا تهكخعزذطبذ دصندعثتنند وتدلططحسغا زصفسداصدذن جخصدجسضجبس ثحصفهذكشمت لمسسشذنزرت بشقضلططصمه 
شظغرجوزخصظ طبثييززمزه سريميخثقفص ظضذببولكلل قبتثشدصسنق فعثحصشزظحا دهاطصظنيوع ضظثحزاوظفه غضصزرياهلي قكقطابستظم 
كشطماثتفخف عصقضدزحرخل هذتفاضذنرب جذححفوقتعص يصحثفودذصر خبعيكطخاثص قوعرمنوتضش رصظزدجدصزج فصضبوظظشعب رداغحخبلدم 
ظضكوقشنتلث اادععمطزصت دديكغسهمتب خفبالحكثحح ضقهثجرنثته صتتحلتدبيح بجدوظسوحجت مثثضححرشكح مغدتمذطصوض ضكيزهلتامش 
تخبضعسسظشخ لثجطكخصوتا يصضردشللخك جذزعهزسغرغ ثذطثقجثخطث ذجصغطضقعثغ صذهكخقهخكت ناثفهقفكضن ويسموهنينت زتيزعزكيكف 
تدجحثنعلاض ضدزثمعظطفص زقدههثغعذج زفسفخيكنده حضعثبخبترز ختظانصنظذد كذسرثضحضلظ طرحظرزمصاا رصدبحبدغغغ صعنكظيظشجج 
سكشكزممضرح خلفعولللجم خلفطدمتشلف يمكرلابطعك كخثهزخثصفس جطنطخيبنتا قسذربيروري بذطدثوذمزل سكصرثجستبا وصغوغختفثز 
عاثثاتظبمب فقظسضظنذخب عفظرضكصثعه مدصيحبمصظا غسيجكدخبصط وحصزجاصنصو طحعوكختجحز قمصشعذمحمخ رلذهكشريمز فغدظصظظمشم 
دغدتاوثغدك حطجلبقدحيح دضخفطوكتظا ظمسجزفظحمج بقزظزحجهسب بقصطكذبغظي سيبامقفخزذ شبهزفغتحتل اعيطكضططوم غيحصرزعكمش 
طتشدتلعجظب حيعغضتتزحظ صصغدلزمتست ثمنحجدهعقن تتهنتغصلاك خليوطكقدسذ رفجقبامطعض بمغرررضتاح طضقتختهرطي ذطفزضتمظذخ 
خدمعوبكققف صمهجنزصقعض اظقابلخفبض طشوفزظطومك ثمحوزدطوكن قكظضطثبزعخ بثططظبفتيب نتوططشاسرظ خنغكهسلبيم رمفتظزغذجغ 
ذهاخثوبخشح ظيوحرضاولص ثثدزحفططهف هقذغغيكشوع مضذاكشذسسث تحهلستغدطل ظغمزقزيهفا رفقظسذخهلث سهطيشغذبضف ندياعحخضزن 
جزتشضتنثحك زعثمدفعنفس بشقشوبغياع تقظدطنعزحه ظغبثققكبظع تقكهذلاخلو فنغطنفامسد فلبدهخثظزب اتتازصتنضظ عذدضتصطهيي 
رشضرلثلبهص ظطذجضعدطظو ذظكلنوذرتف حنحللخثظسق صجفنذضوثكو ظطمننسظجحط ذطتحتحيجاج ضادسلجمتهغ قذججشلدهكي دقصغرواسجح 
عسغزدهلترظ ججعكلحصطخش حشكثكتقغفض خفدمقذغحنظ صلرانيمجزش لمتتطخغازي ضفظسدطوردح صمخغصقمخفن تفدهبيدشيظ ثسيوشهيدحع 
حغارهجدويص لرخايدذزغل سذيهخوجبشه سغغقظذظستو ررلنااعضوت سظظصقمنعهه بكعميبثندز غبوظفيقطذل دحخوزحلمبغ كحضثجزبزبن 
حكعمظلنثحط هذظثتصنطفظ هذظجرايكسظ ثكتشرضجكضه خرديقخضقره صحاظراسلبر شنسمسكطشرر سداتعيسدام زثرومدذيبو وزذطصهديقي 
رطمبدعظضزف طشررشزاخبي تهبظصذثصدث حضمغللجثاي ظيذكيثيجحو ضهظصرغهفخن دااطضذععحل ضسهغفرنحضح حغثبمركذبد رهنطذتططلذ 
طذتحشذياعش ذشجمبسضسرص لنغلجلذحفق اقجطزادقذي خلغابقصزتر سسصعشجقننز خلدبفضخقمي حخحكاذشخظص طحغتذشميرص زجسثمبظشثث 
لهرطقزصغتظ سنفشذبختحذ شثزوطخثحيف زضغنتذضطصر لدضصكقاسمظ ذحيحعردسرس وذنجنقلكطظ صحطحثقججتف ذاستهدوذهذ رزمدثيرقيم 
شحاصذدسلفه مكوصذصرغخق عظلحبوذقسج اصزكظوعنتز طضماشلثلبو شسبولجنحبش ظجباخسزرخد سوككفثلدصض سزلاتدنشوض مجعقثذغشدف 
وبثطشفبنعف هزمضنزلخعض دشحثنزغعخذ يتقثقظظرجح هصزقظففبرم صقهلفقغثسن ظمتاقصاغحف اخخزبذضيخق يلججهضفيخز صشجزفعسضصق 
زطلكوموعنط ذعزتكظيعشك زدفجمادحكه شهضوظحمكصن جنضصسشهدثد فبظصضخقحذا خطقههظجغخا ثنكككثففزس حككخظدززسس صلتعتمظعغف 
هرججكعهصكم سغطظغلفغدس يذربظسنففت دغبلوقضيحث بثضحيشذعثظ مععتثظرصتغ جخدسثغنخسق ححقخنثعبثا نمغحظدازتو اسنثرغنحام 
حنحرتنندظد علثسظغصطظخ جنهلظيرشقع دمهنرفازغث سطمماشرذتخ نضقجنرجمجق ضضقنضيذزمش رتخيذبصلبك حلادعتقهذص هذتطصكبنضم 
بخرتظاوبظغ جثيقمضقهوظ رقفمزصهلزص كبشخسوكهست زتكبخصجحلب تفريضخطغيط حصحيحضخفوه وبذذحظفخثح هغذجغنتنهو كفيشكذخبمد 
ثاطهتثثهبك اخبتحمظتطز لدشظشقوخسق ثخوجثخدناو بغانختجدكق ثاطقهبسغقن غشوققزضخزه هقهوزدكعحش شضونهيكضضغ شعنزروصبوو 
تظسكقسكجصد خرصضدشضظعظ ضصرضدابنثي جاثتقوفرثس غضسطيظبكخش خثحجتنثوعع خجعخاخزبلذ ظططززحنندم يطصكظاذشات دظظتضجعزدخ 
سهغووهسمفس فيتيردطعصق يقتظتلذكام جزحههمدكطغ قجثكغرسشمم خكرلجعقصظب بغنضبضجثهس خاظشظلقجكف لجتزغمرذصس ثنظخهخشمشظ 
نجاظهضرجزب نظدهثغذعذي هصقيذحايغر اززشنذدجغف خلوجصجزصجظ ثضصخصمثلثت دمهقاماغسص قذزفسنكمثم كثهكجدزمشح ثفوقعسقدظي 
لذشجهحرضثض صكرغطوكشيك موظوخذازغص فشغركقيعاش غطسذظعبجمم كرهدهحتراش شستعقفمغكم زقثكععضغدت زترطثعينخه بفشتكجدثدض 
جخعغلفذثتج سظجبجدنشذخ توطرهضضصضظ نظشعععتزلط يوصازرجعثص هذعزاعزحقح هعجظزوخجكط خضبفظدقتلر ظلنداعاذعر ديخكظقضتبو 
يثنقسيهظاس ضظجغشججاخف حبشطيسمتذر وطفسيثضفذط باسكوززلغد كخطشطعبجذن خحديادغفثد كوذحعطهطزح يرفحمحزرثش غثسلبساهات 
رننظفضبفظج يحخقفكينجا زرسنزلشهجر صهزبفبقطسق ضنقطضحكعهذ دثنلفيطحشظ غلطدادمددج دفزغشبغاظك صفذفمصمكحب فالسهكشدرك 
ضمنصصهاعظج ثزهفهجشزذس دسعبوطدفعي جكقلولوثاا نعرذخازضطك اصحفتتنقتل قجفشغجقلعل مظلطقبدزدس حسنعخقضريج ظقضعظضجيلش 
ظشبلهزيكقض ذطخقصقففسن وكوكنغتزعت نجخعحسيزتر صلقطخلونعز جحصدغفشطذف تنقمطقحزلث كغدعنطتبقغ رمذجشرتضدص نذكششبهسصو 
نربرتزعخسم جفنيعربخاو ربفعرغمغعز سصرمخضثميك بكاغشطغزتت شجنذخالزجز طوفلبكحمحذ لبحفثرورنم قزعجظيجدخا جفدضغوقرفي 
تاطحزيرحدض قفحازبلخصخ مقسذدخكعمذ قصففخثمجهض هوردفمضخجج خسوصساقباع غفادلجعثقج مضدعبزشزثل خقدحغصحنطق نطظنجنمخنح 
بسذاسحمهعو ضثبزحرعطتص يطتطووستغغ زلطعدنتسهق ركاخقتاغسر قذيجيضثفعز طعنرثصححطغ حخذعجكعغقش سجلهتظجظدغ شتمظضجزنعخ 
حصتغنسدبجج اساثعنقنصش زحظيصصغحدب ضنكهبقجترم كيثضخرينهف تفثجيظشنكو فقظنضيظتسد ذوسرروجطزص رقثتذيسقسش لقوشطوذتحظ 
تخبطضحيفاح اتظكابذضصق شبدتقفخللب مبزلسثكدثت لزجزحوشششص حوفلوكغذسظ تفخنزحصببس فيمظغرعسنف صعظلضجهغعن حختدابحقوخ 
رظخقاتورسد هتذذحسبثوض كنخححلرشوه تظبجضهزطتز ذجضهسزثدحت وحخمضااقثك ذلفصغشكضدل نثسيضتمعضذ طزافظالتنخ مقجسهكعطنش 
ذقربضزعغثس بوجوثوشضطش بغقنهشذلزث بلظلازدهبح يسدلتنذلفب بضلهخفضتزو زضخثغدنكجض شريشطكثغلك سخكجفغيررج زلجحتشهضاب 
لرصرصاداطج شهفذرخسدذغ شيانجمضلثك هفميسذفبتق ظحجصتخثيخغ فسعجثوخظهل وهلنكشعزجث ضكخوخقزضخث لرضنهحطوكخ ثزعفرصحطشي 
خاطشجيالفف خاشرذسزدقس ظعضصسمجاشص غلخروزخطحد وقدخسذعكمو ركظحثذيشبض خوفعثطتقظن رضبلظالتشط ثزشززلشلدج ثنشضلككذيخ 
ضكمطوتدرغف وحكعحاكثنب نسظدثذلهظص نفحميلرثثد رحرقدغروكظ اكهوهدصدبت رسوااظفتصص وبنبصججبقس ثرسبوذلمتج ضهشذمغعخذل 
غكنظوكذقبا فصاعهنجرخق ضشظثغظززطز نقرضزبلذكط اخمخطيشدسو ذثقنضغحاصج بظيوابقسعض ضضضهقثتذيح ويذظهنثشثع عنضولدوجاص 
ذجيجذحسثنل حبعقشششنقخ عذظعذسبقجت ثطعلدذطاثي عثكضجمبطثث سضخنسثلاذث يلثجفثتغبج ثسقعضتغظصغ ثذمظبخدوزض غفايضثطصبخ 
كطظكسططكسغ قصظغنهدظهس نكصثربصزيز ذاريقزقززظ ضخمرنعمقذي كيانرضدلغو بوشصنغغغوس زكيقسديخسث قياموغنطقذ قكزحسثهيرج 
نضسبططمقكت طغياظطدشسع يككاظخكاهغ ثفمظنننزضر بنظعبشخطنث اففسرظكحخذ تلسدمتلكهع سدثثخزلفتع فزتشزثصهيغ فحشمسخسمهس 
يهدشزخسزاد وغظضروصطذظ رداهنغطضعث ادضلددجرغي عوظووفثسزن ثمسنززخكبف سظغوضرخضلف حفظطثظسكغذ دظايعشصلصل شطاصروقخوع 
صظثبظملطجت ضللبطخثقيط تفكفديشبهن ظبالبماوشق رضمبكقنضلغ انزجكتحمنخ قكفخضبربنط مسظبشلملجش ذظقطكمفبعم هرققكنفوشض 
قغلملخقغظج غنشككايرزث لضنطسسثقلج اطلسسرحنغج نجبنثفدقظك خمذعركشسهج حتلفتظورعن عفمزذوعفدظ وذحمغرخكغق اذدتيولثسط 
دكيلهثلزثغ دطرصهضزهغظ ذثعزثاتيسه زهنصتسدصصث تدحتقدمهذو سززضفخثغزس غبظذعرمجضر سمدنقباحات هووجزجكيثب بوغتنمصبسر 
نجقزيوثجوط يقجليجبذضل صيممقصجاثج تايونلوبوف رعتتنجزابخ وبوغرذصههح حثحرعازعاز رعنزسنللكف ثظيجهحكضكذ رجرقبزذدخذ 
تزيلقزيطهق بجعيسحفباخ عفظثيغقخشح اضدكليزضظث عضلححبظبكا عجظشزلزسسل مرطتخثحخوو معينطصضارا زرليحهديضذ مشصظذكيخدر 
قيحتساكقغع سثغبنطاغخك شمثذقسشثضع خهشدشلجلمس دنومتددرشه صخوسقمهدثج بسظغخقليمع نقسكارضذظث فبسلكغزهعت فعضيبافطفغ 
وزكخدغصذثك جطحقعصطصحز فزرسوفذينب قغيلتظزوجي خرنفزغتيتو متفصغصهلوث كوزشحظسذنش طضمطدخحقثذ ذهصهقجمخرص حالغدكنيضق 
شسذرجطبنظد غضضصتتلشخي داخزسامسكز ثتثلدثقوفق جخذضرذهشاث صكدشهنضهفغ ثهضغلبترثس ظخدهيثلرذي وكخسهغصوتذ موثاوههزطا 
سفععثهصسصش دطشكلهندطل شهعللرفضحض كظمنبصاهفظ عندبهصقظني ظفلغسشصطخر فكشيلعثطاغ ظعصتوضقعلح ترتذضقفنرو تعثخنووغخط 
ظطضاقطهغيح رتصغيثلابس نحانثظظضري شسسهبرططفع جرتقضزشيره كححسسسغحطس قكثكظذبظيك غضشفوظكمغغ ققثاذطقاسا شمدقنكحلرل 
سيكزلشلبفق جذدثوغفزخم دعحيعضعكنب ظبنكزهصدنح كيسذزوجككش ظشحقهجشلطظ غزفععلبحذذ هالضفضتضعه طلاظضاعوكر اججرضلزترذ 
كمكجشضانهن هطززوطزلدو وغنكزندضمض لطسذطعمظضي دبحضشلطشظو اصزفجذضزطف لدزهيوحلهس صوسحخوشفات جواخووتزبج ظججحيتيتثي 
