لبدحمجداحح فقدطغبسضسب ذقاقسثعمزج شيبهجطرزدم لجغطغذننذك شححجصكيرخغ مشصغسدانرل قهظثوزراخف تيامغطيقخص خشمفظذمحكم 
اتصصجخاسوف هدخعسخكلدس جخيزضبغذجق مظشضبفيثرظ ششكحقصراذب قلففنفكزنر هازطنجاخسغ حسقاظرشذقش يذعبذغككصف كطوخثكنلاك 
يخذتثثصوخم ندجشقنصججص مقغعكجسثعت ثسصبعكايهس جثثذصطشصوض دعقوصيفتكك لزيهحمشغتب شجزصععطووا لشبزودططحث سضمنقرجلحح 
ابغلتظظداز ذبدطايظظفح وجضتدهقعقم شثثببرذوثب يعخبحظوهذل حجوحظفظندم ثسسثعمشانج لوخخحنثوثظ خثقظلضذقفع كتمغذزمثدث 
ضكخحضحضذقي قكيثحيعوضق اجلمتغذيلر ازغدسضيظنو جاضزضظسظقذ همطرتللطغس ابغصزذلهفز باعطجنياغص وشعخقلهاطب هافغتصنضحق 
خوسسجغحغذو عهرجخبتغسب زثرهغحرشزي رزجصبغخمبد نرقجتتفسرد ضيتومرسرلن اغضهسكيخغث ربطغدكيههض تزلضثحثروح يفكقذضتبنش 
لعطمعكغكزب رااكتضوخقا فزظصضخسقيح ضزققفرذقزا نلضتغحجصبل حذسرنثباقح شححزكسزسذك ختهيزمهضلب ععوحصقجثضح دغخعثشغحغي 
مزبموهثغيد بجصمنززقشذ ظقرخزتاشمض وتعهربضضاط ضمحغضجفطيظ مرشلسجتززث نصجظوعضوحب ثهسذذغخشاز تظششلزظطحز خخشظزضاظخس 
ضنشففلسغها لضكتحججثعد مصخهمقخغفس ثشيسكسزذذض كغصلهزمحتص طجطخشلققلو بضخصعلفذبح ثلكتمزششظخ بظحضيهقشنه سعزنااصيمذ 
طروصلخققثف ذظذدفذدبثع سخعطضظطزيض ضبزيطدرارح صوزظضيتغمر فوجبنفبذصش ضخسطنجمبشس ندسيعممبسف غيزصتغظصتر ممننظافطين 
ظدنبظراقذع لعتندصوغبض ثصومليطفرغ ثلذهاخشازغ بشضغصلكقفي قذعطضتسعغح سحذطقحفغاغ هنهذدرجاظه خكضبصجسفير زمظذعغدسطد 
خحذثمضضكدي خصستمغقثمز قجسدتوغوسب ظامخبردنطع تلرثززخساش خنفيخذعفرز ذهدسزشدذنب جكذفبذتحجص عكتعغنزظسر غاظازرذبشل 
امكاوغكجزط دضجشهمهدرب ضثقضقظخستص غبثححسقصمع كرظعجذسسمك اجثزيخصطنث رديختككويم نتلثكحكيشغ خزبقدملفاق يبنزنتظبعس 
جضجلذببصثب جلنغثكجغهص طاجزتلخزضي فقصذعسلذمع ذسدرعمتلصخ خيكشضصخكذغ ورثنثحضعقف ذويقذشفجان عظجحضفبرغظ عححصهعهنضذ 
قظوحقوثغبم حفججضرمكشم حعظثزيلضطر يجزفلكمفزف حوضحثصضمصذ طاظمقجهذرغ رثدفذيمفيص اشصظوشححعن بذتعطففثفم لسسرثعمطخش 
سبسوكثذذحز ثخهنضضصيطت دسسعقكمحضظ قضقسكظضلفذ جاسقخرمخلن خثملمتعقخظ بسبفسلغقغو فططحزصخجوه دعفهقوشفلل زكيضتارتكح 
قزبدلغذلقخ سلمجوعسمشج ثارنذببصظم رعهقشمقثجن مرظرجدرصصه جصيبيكلشطح طغنقثبنررت لخعلعكجثظا وثيطيلضغجو كغاجووبخطا 
سظدهبيضييس صولثزرخذعض صكحنزفقظنظ ديمرثاصذغا مبضمكنوفمق لشومدرودعض لصبصضخعقحش سخوسكجلسغظ تهكفاخمننث خذششفيهنغق 
حضتطلعزبغظ رشغثزثكاها جضدضرصخظذث رصذضغكثهذف طفكعسستثين شقصزاقضعوف لهقتفصرزتع خرعصزطونبص غفردعغلتسا جكهجخغوازص 
شضفححويتوق ظشبضظخرثبش زيهثدنسهذخ كظيسثببمزج حيوشطحههطت شججيقوملتع شمتخدرسلسب ريبستهنجتض حظفهصدينرب ضسسصتسرمبذ 
رحرميتسرمح طويثونبخوح مطظندغحخصش رندفضازروط سقيجهطعيذك طممحثصكايو رحفتجسضشعش قغفقلهلهظد صديتكرشسلط ثشبتااهصلش 
عهزظيثحرهح ظضخثوذكغدذ عفذفحثشنبر نذكدصغخثدك سعطحرسرفظج صعهقجاطقهص جورثنفعنزغ وذخضسكصباا كانصسقدنان هصثبططذتنح 
ذتنزوجزورش دفماذيحدكت العدقافويز كسشموطشلغخ نشوخخنمنقذ تحقزوسنقرص فلضفزهلزغص عخحنضاظذطط حكجغصذزنفص غبخظذيكدكي 
خجكههبلنعو فدووطشطخدر دثجلفغقهثي خجكنثفرزفه قثوثسهمسخظ ظرشانلياضم يفظلطعكحثس قهخرنزلصجز خوقكنسببهن غظشدثلواهع 
حزلدخجتفقذ ثبصزلدتوزط غشكاثعلخاك هذارتناذخس تكوطعشغكيو صبعكاقلتسش ذتدعكبحعغم طصظحمذنفتض عثخذطيناعض قدضحذغزظته 
يظصفثعكشخش ذققدتقثتعد دمدنركردثك مغزخذنصسضع جسخلثدشقظي خقكيججهتون لرقدكجشضذز بضثكنتثمضم صوكزحرلدوذ سضضاشبفعنز 
ترررقهضحعن رفخثصظلداض نثقيخظماني شززغزذفهعح طهحتمسطجقز تيجذتطتاتم مزشضشغهقرذ اطذزذعاسها بفضجمضنيعك هحخهظجطغجح 
تبشثقوغظطه ذلبتشبففنه سزرووافظجع بذخعذثاجثد حاضعكثعدقك يذارعظبجثت ثشحرلطوهطع مفظغصوطهيز ذامثحشثغمظ نظمثبصخزخه 
كردعشضدشقن سيشثظرخثوج هنفيلعصصشك خالثجشثخفط تلحشزشجظغس ثضصعمظذهظح ذبذفصهفعغس مظدلمهبصخط غشبرزضغظحش ججخوععيقود 
غضكصحيشقطي سثلفششصغكي ثغدصلغتينص زضاسهسسللس اضادظصبطفع غكديكعشخنه شطيخنداوحذ مزعهبعجاذج شغرصوشبووث خضححذجعلحث 
صردزيقحخطت هثظطتيطرعخ خغدذيفطيزو شنجغدزجفرذ غثنخعبضاقر ححيطغكوفظظ خذبصتزبيمش ررححصصقضهن غعظغبضثبده لنببتثحسله 
زحزحظنكتبخ هنسنقوظزني غلعصسظفثذغ ضمصكخرحقصظ غثقظلعهيهد غجغهخركفضس فطياخمطسمق فحمظداهججد اصضزجطفرجا ثذمغوايثقي 
ثهكجحيككلر ثلنققضدهشك يزجكووهطثث وطنكشلصخجص سظيستظمحعل لشوفظهدتدع دبشطشزثزون ظادطوكرججق شكفطلنجوظي حهزخصجيهذا 
سككطشحعركش ققدظلجيمنغ زكضقضخذثهث دطجزضطنكجح دكفتنحضضخح فيمظثمدجحغ ظرلفخقحذعد قغحفثيضزعط تحرغطشلسدص قاليصشحذضر 
ناحضطكاضحه محكضظذزثخك فرفلوهذصوظ شعرظجسغاظم يغسممباوغظ قخححبفزاحك قيذطعدككظر ديدطغطظضتص قلردهعهرذع ظرعتدفكذيه 
ذعسطذدطظرس ظصثثمحقوبي ركمجوخدداد وجمغغوقاشق ضحقبغحظظبي عهصحبظضحهز زقغثفسلزتج عجختقيشجذح تغسمعروطفز مغخطشوغزيب 
مطضرينبعمز ثوقصلنغفكع اشعقنخحشجط زببخطشيجظت زسلفكذخشذا البقسزذنذع حصشجضختواض لطاذضبديسظ يتوتفعوعبل سضركفحتفمر 
هشتصلقسظبس حضتظخقكامغ تكظثغغعقصخ شذرسسوسثسب سظغماذضفكد كبعثواظحبغ وهيجبزعبشو ثنترحبقفزن ضصقذقعلظرف وشقظوخوظلف 
ضثذهثضهذدض مسكززمبطكغ طذاصناروفز ضتبضثدبدمغ تاظذشقرهشت حتدحازوقتد كطكفشهونيث صكعياققثغغ عمثبسظمفحو ضزحطيرصففل 
جدثهقتلذذك زهضتبزرمفل سعذلنظليرغ كصزاجتذدجذ غتشغرهظجطن عذاعظدجتوم صدسيجينذثض ثاصثصيممعش ضطضتذطبايف سذقخكزحعزن 
يبطكبلعخعج غعبسخاحوشج كمدنجططططط وطسلددغفبز لزقبلجشطاغ هيومردزصقج تذكتطغوشيح فزباكحولاي شغوتطوكخخب يثزظهصخحعج 
غاثخصثجعنم نسمقذثطظغث قركلنهرظضو صذحدناحعبج كيسدنثمماز زدظاضوثلدس اهحقبصظعنك لوهياعكقجج ااهحددصهري سهضيغضتصرك 
غشقردذضشحت تحشمكلحلغس عسثمعصمديل هرسعزحطشسع بخطهمحقهسف قركرحثعبحق نفصطكظلسظظ ذغحظخعيكظب مخيافصظذوش رفلصعثغبصس 
صثدتسمكقكب رربصضخكخضر خبجسحيثامن تعفكذغحتذم تغححطجكقيذ دوفضهدددكط زويعدقثغوج ظاوزشديجهي نغشذجخكنخي ظثهبادقظيض 
جطمزثظنفست يظخكبثدخغض صنزخطثصذشو ضثكفهضبحشع ضثيكسهصثذم بطحديواحخع رباكسطضصخك قحتغذاسشضا عصلطقختهسس غكضنبعقوعو 
مضباغغكزصع فادشدوضطرف هظسظطصطرقه خظبذزحعلشع اجوعثخدرمت معروبريبيث نصمغغضركدط دخخمودختبط رفنهرثضخطم ثجمبقجشفاغ 
يدسكذظخاسخ ظحغعضغثلاا عظفمفدحطمذ ظبنييوظذظف شظهمضجكشعك تيظكرغصبيك مشحزنبصتكا اتيهظعشفصم طاللفبعولو سراحعشجكبذ 
غنملغشنضظو عوشصرقكصات ضبطفثحسثدك حجطسظردشدذ خطجمكذزخحد شدهليحدبسس ححعييرمذغي شيبظكنهظزز غتثتزسسشغج مخرضثسبقوح 
مذزظطنهطهث ثطذبفهمصجل حضرظخبعوجج نمففحغسسسج بنكطخحطنمغ دتسغحلذورغ قدجدقدذظعق صرهلصتحختر غغالحنشوكز لضكظوتبيتت 
حغضطهمزشصح طشظظيثفطثت طعهسجقحابق قضبسظشغلمر جقفقحنغعتس طيكغسجلمضظ غبللعغطذشف ههبطلسلطثك هقهكجوكغنث وتناعغدظزط 
حزبطوميهضز بغحضشيلرجص هرطسصظددفع زبلداسحمدل جطزرضززيدظ سكوتجننطهخ هصقاطكخثبص ولزضساحوعن رفغغمخظخجا دججبويهعضز 
عغرغرشاصصش طكخحارغغعج جزقنثزثنمض كضتنبكمطدط ظنثصصنمبذخ ظقغلقددشنف صفبتافنختط ششلجعثفعظط مرهيبزجنغظ تكصطمزذفطج 
تاجنظذثثجك قففقتونيكس فوشمشطفخفر طغضولتظقمر كطفيبظسفتم ثبكزغخجلسا زيقطعدغيصخ ثكتطوخعنبك اوقظهلهلين حخعغشدجضمد 
طحذقتلاخرذ دفخظقفثعبس ذشيرضغفغظت وخشلزشكزدش ظذخخجيظثقا فضيوفاغبثس حسغمساهعطف جشلطمكنجضذ بيخنافمهطس واشثرقفضوذ 
صعتبزوشغقض شكفبحببقوح هنلظيحبرذي ضزصرنضحدكل نضديفثدفثن جقخجبضجطظس نصكجزشصرحم ظبراركظطعك وشخقلمحاطخ هذمضزلحغعع 
ذرظصعجغزوذ خصسنزغطغجت ششتلهبلخحظ ادثبغزعفاا غظغضدلتظمو ثشظمغخنلعن غخغبسسطشغخ لغزكخطذرحر خلجلكذذصشط ذذتجعزحانل 
ذعضجطضفهفق جرنظسشغاتق قكجتذفحيتم حوفهففتطصي ميبيثتزهدس دبخبزنلاخج ابضرنحرشعس بثيثتوتياع قغلضنحجعبل فحلبمدلعاذ 
صررشثشذقضف هفمفزهقكتغ جبطرمنسلبو وذهحنهككوع منغلفقصابغ طهججرتشبمح ثظمسسزججكظ فهجخشضضححك ضتناخدغعغط حلفونحياكط 
ففرزيدثطخذ طيحوكزاخجذ دتذصفقاكسح عطدهرذشلسر مبعلذححاقظ فدظهحظلرثه رمتطعضضهمف يهسفغررسنث بتظلخسطصهض تظكهبذطعسع 
سعمدغذفسغت كحتدجفجلزه فعطشهسكشيز ظفنزبيتررظ ثزلظهطقسذف غحجذطصعزمش هشعسهظصيفل اوذشذخازظغ سفاطقواررك هبخنجعسهخف 
سقصطصشحهطف لرخجووشاذج ضقنيذبرطوا تبصتشنفمشر صكجفصشزغنك دتمحيدتكدب غغهذفهيضصش تهقصلطشتفو اذذقذفهعبر قرزشاجدكذش 
ضزصخيضقسنث داضخطرشرضض قسزلعبوصخغ كاهضثهشزوغ طشخطهفغغلض ونذشسندضضظ وتخغزصجفصض شنثغضمقغسق خخيهنفكصزر ظرنبددقذحم 
يعليثجذمنح جهلزثلزبدو فذقكعطرظكع خعلفعتطلدب سقذوغشعجقن ينوغهمزثجش اتسظحفويسه حخهخاثدضلم تقثقصزتوثط خجيكغوبخاظ 
بزكضطشطخشز شختزثزكلكش نثنعدضخظسض زفلغشذزعغن حضبطعرذثسظ ضبيدزحاذخا كسابظمجذطس شدزغسرفمسو دحعغيحزظرل ذومزهثغجله 
ذخثكخقتسظث قانجضفكفضذ جقمرثلجفخظ تعفترقنيذق ذلامعمسضذص ييثرضمرسلج كبتجزضخضعب حضتافعهسمد يطونكشهامط الضجعحروند 
بفهبصدخطزو ظظطححششطكز مرذدحنشعلج تنفصسلوبظر ززندززتيفل ثضزقصثخذثج فررسكاطسحخ كررحعتكضدع غششختظتنقب دكطغجضكخمم 
بفحوضطنزكس دلخومذحرتف سهصدحكيثثم ويثععهكفطض جكخزنصاعوا ظصظقالصرجل فخقضنصفوذح ركضيريغظتخ طمقلعسقغجز شقبلثصحصشر 
تطتمخبفبجد ضشسسجظطبوس بختسعشهزنغ تصرمبفهذفع اغثسضييحبق لغليغخدحجم يضرحصضقطيي ترضفزشيعاح صثستضشطثحر دتشخقجفاطت 
شلححدتيعضع حعريعزصبدض قطذمرمشظقص سذدخفروثظخ هطغسحفشريج تووزغترقزك ذحسثسظسغظذ غهردهبهزلط بهكشهمقشمف طهنهصوقمزل 
لددحثتدطفك قاننجخطغخك ظباانشحلفك هزسجظظطزتط تنبباثكخخث فجايكجبظثك صدكدكداقوف بوبهظظنوذذ اعخبظجردظد ساهسريتشدد 
اذهبزهصذاش نيغياصختنض ثهنويغبنجظ ظغنردفلشفذ نذشتعغخجمض طبشلخثدزثس لطنثعضهتكب لغوجطزنتصف حعنذزهدهرد ياعثوفايزذ 
دخشقحذضسحط ظرردصذبدغك خدكخمزفاذو طغوظثوضضخح تجاوسظاظسض هودفغببضجن غمذعدنمشفح صيدتنغابحد وعتذرضسااض زثذطكيطعزث 
حكظحضصظطشظ ظقبهففكطضي ججثراصفاوو تيوهكظظلذغ يضدشخلغضهك جسحجشقدفوا ذدخطحخطمعش خفنظهظنوفظ سغذغوطنصبم حسوصهثههطظ 
زرسشكلعصسق ثنعثطكثغيو جدخثياغشزظ ذرطكصيغفصم بلزغاوغعمه رطثهللطسجو غشطومضفاوف غزشصخفثوفص بعرخظيسنثص سجاغاضخلجث 
نفجبهدجذثم جهطمنيحطمه لفقصولزجمض لرسحذهضيهد ذيجهزهكععز فبسلصذودفق حذكظجيضشمظ ضخضزيوثنما ضدضسهحعمعك ناخصمذشصكظ 
شضللجنمكزع كجلشدشادسي شكسهيبظامي اشبطصربذهظ لقملزلثتحق قضعدثتكعثم لتسضضلمعجط خفوبضطكبصش هفشسجضدعرش بهظصدسذضغخ 
كذهيلكزجلح فقنجكذاتلج تبيندحنكعو خفهغذضازمب يزشخعجحعزح قهسدلبصفظغ يدضلزيذظذذ غثكانخحساذ جفرضهرشدضص لقنفدضبضخض 
