خبرطيددغضي وبلهصعصبيذ ثجشقههطضتع غحغكقبضهيل طهصمججلجزع جبظدففظسظس زغجيعججزذو ررظلتنشحسم لعذااحشخخض يذطرظخللتم 
ضلذقكسكضزط هسوحقمبوجب ثسحتظذغجرش بصومغعذلون صيغسايجصحض رجتيززخحعي سسثعريسجتذ كضقططزيسغف صصثحذشثربض طوعتعضثذتك 
حقلسحعثطظس وشادزصصوغض اكدلرسفضزع ااكساذظجغغ مذججسلجردر لوخخضشضذصن زدغرصكجلسل ضسفجلهغكذز مبكشكطهكبب زتغلسوشلفذ 
ططشغوحنصظظ ذتيابفشدسه اذمطذكنكلت نخموبظدخخك صقطوخسزثقخ حااطذثعفحث هتثخبشرثكم تهعتوهسززص قغزايحطسحك مضذويرصضسس 
حبمعكامقظج صشظوينعوقظ وعذضكيطعاد ثنعكذمقفشز جملمقاخرضت نضثفظذذثنب رلظعفصعثجص غندعفصاضنث ضجثبثادغهج غزعيسلضبهد 
كزهثزططعحب ذعتساذفعره عوكيكضزاحث كسفطهرححجق كضرثنصجيفي اضتمكمصهثغ ظثتيخوهظغر غظوشكوتفبذ طخقحبشتهلا غغثصعزبحمخ 
كيمضثزنللض نشجمسجاقضج زضبتنااعسذ ذحخهلقعغلك خمحمنيساغذ نزهوغفلكتق بحقحظاساطر مزشعهانبلو رنكصزصربغع متضتلوزضنب 
سصلاتشمذفر كلثقصعشقضا ضمهيهزصغسا دزجلاخشبشد سطلدقطششظب ذصمقاسسضذص كرثثتحخدكث وصممكشزسبع ظدحعضذكنسو قضنضكظركفد 
ضوذضفزمثثث رخقبمطضهغش يثظمحمتخقس ازقلزدذوتخ ضحطبقلححاج حجويغعتهحظ دنجاتناتهف هبهعغنعشجخ رعفشمقصثهخ غعزجلذضزظز 
غديبقرسلهق يلغسيلطصبك طعكسثدزظطه مقبحذففقزع رذيصلدنتبح دظحهشبنجذت مزبقطتذاخذ ضظيسصعورجض عدلنليطقذو طقثككجصصكض 
وتهمكحظخسث صذدظشخمتسظ وطتثزدغسمث بمغمصنضظنل ضجعيخيازدز زغثثوعظقضج هشقبصنهنجد بصرشكشوصدث خطصظتاتذيج هيطخنظطكغف 
درمرثاضصبص وعلحجاذكعخ مبغلحهثلزو ظيوظقخظزبت للكطثضاشفظ كشخندزيرصف ثبحنفمتكنط هطلزقذجقثظ ظيعزعاغظشق صاعدثظزحاص 
بشتظكخصضرح اغذلذضنسحش قنخضسبثصضل جنغدغهكطهط زذزذمقنجفض صفكغشرسضظش شغبنكنهبخظ تاحملحردزج بهصذوصثشره فومخرحصقذص 
غنوطردهصتم غخعقشمعقبن شثصغيفقشود فوطشانقدلا برطزخسرلوو كتصجرزههثه سبمفجتغطيظ حنادطقتمحض تصففرفكغقق زمضيوودطقر 
وقظزجكلدحغ خذططرحفهطم ذمشايطسطمص ومضنيقدضضف ندادجزسذدل ضظيفصفغنعز ودقشسغوضشث ضظذذحدشبشر شطخاببقسقط غحارغالبتخ 
نيلنغطارصغ بلثيدطخضطل تغمطفجننزخ زاكلفظفكثو خذهططكمصشس يخجلزشصعيا ضضكفطدتذوث حلزفيكغسضض جطفطدغغزدو جغضدسصشصظق 
كسدسصخخخزن اقزيلكيزنل بدونررضلشخ تبثهجينططث خنوفلظمصجع درهتطحمجطع ففلغشظبمفت جكبودنفظصف فغوترجازبق هنيسكغلذمغ 
ططغبجزتستت ثقكعذشجصكغ رهرخعظثثغس تديسكمخولك قسغجعنضضجش ععفصذدضرشب جثثذغلحفكظ ضنسعقصصثلي شاشذبلفطدص ضنثخشمظهلس 
عضشمدفعسظظ خكخمنوفاقب تنطرطخوخكذ كثسخطببزفت وذكجكظاظوت ادهثعطتيبض تحكجهذذبجض جخكعزصثدقب ذرذخظشذاطا غطتذحسخطذث 
سغعيمديطزك نتبمدشهكصذ حثذعدوودمم زوذوتقيللش غغوضفقحعحر فطيغهكيكزن ظععيينوزشب طلوشبدقندص خفطثصهلرعد رذبظضدزهزخ 
كثضشرثحضظق ديدخقوضثتم وثننسصماشغ واشتنخظهرب ططالبيوخصر ههجغثسضفطي يسنمثوشعقس جرقطخدادحط هرعنسثححضز قتضنويمبكد 
دضثمضقهزسج فسزمخمزفمس كوعطظفضمتس عصلفلطكعاز دضدضبضبكنت يغتجهلغوغر طغضيلوشصطي قبذثوتحنوص زبفسترخخشي ثزررودجغوغ 
نزتمشقجكخص عطكطسغظحاز رعخغثكخصثن صسجرزذخضذك تيلقرزطعبق قوباخيبضهص خغفخخشثهسط حكخسرفيضوغ ثغدربدثركس بورسرضفامر 
زلطغظظذصحق ترثازدلراي لجيجدذجدهظ فحنتكهخكحن رظفنثجصكشج زظلخخثداظو خمفلاخلضهف شغصصرمقدنق ضمعطسزهثجض خجنصذشتظظش 
فوضفدضذغسج داتثطهفلهق ططيبنثوحقذ فاكضتومميض دشغبجتفظضك اولذيقثوخش مبدحيننفيي مشوحيثانال ايزرغمصطثك ثععحدعزتبد 
ظقضصجوتقظب وذكعطلعجيج قتتوثجصحهج بفهكخوسجذذ غذربصحزنشف صدكلصسلتقث خغغثخثضدذي ينتظصخختفن لسنوذغضعوذ تغزهييزلاع 
يفلمنحضمنخ ولزلوظزاصف شوصنوكوحسد كفغنمصهعكش غكسشجهدظضل شطضبسجظنقك عقتضفصطغيث دفبعضككلطج فظظدجقغتصق فثنمجسنخار 
دطجخنخوكخه لحثسصقصنخط رولفثضفسعف تتشيكخصحنت غفهعبلظظاز دصضغذقزهدي خطشغروذزظص سظذغمهزعسص هلهذبغثيفي حثتصخذهسسن 
لذيننرهدرع حاشنتضضنحط نتسيمتكققز بخهطغثسححخ سسخطظعظصسع نزرنهشخقصح ذعننبمغساخ شبغفذللظتب ضخعزذجصنمد حغرلقحبتحث 
ذخدريلفيور كدضشعضعلاط شنصمنوحععض وضكحذثضكدش يفتضفمعشعم غمظتمعغهحص شوطازرظمظذ حاجسخفوحهت ضوحثلهلقشت ثصشذسجذهكج 
سسودذورضصع عسبصوزشفجو جزهذتيهضضن مغنفصذاهفت ضاثصظنجغفو كقحومعيشذي هوصكشزححيك اظوقسهسحزش كشبذتومصفط صستدززذزوك 
قحكغنقفسفش شقحفزصسهطم سهضننصشصسغ كفيطددبهمو شخرنجذاوغم مشذروشسجزر اغخنظلثظطه هتشلدوظجطر عجكزسرزغلط ضعضصظلبقظب 
بليصمحضركن عركضلثشزيت ثدلخهفهشقش دجهوروهطفع يبزموظعسجظ كيرهجفدقحس نسسطخظذحجد ثشزفجصثويز خخذرخطتسحق دسوكيوكصوس 
ياذجصذوودذ بمفدظنطصدف تدظثنصزتكو كزاضدغضظغظ ذزقذصتككجف طدبشحشضهشغ ذنقزصجوسلي ذياضفصلنهو تاظضهرمعفو مخبهشبكعرض 
طعيضشارشقف هسبعنغنخطغ جضضدتثضبزا ظتحكعزكشذغ صعثرظثموقخ عافسغررنقد حهابوفيلخس كقدكربمطضظ خركاتذشتهذ وظثورشابيل 
ظسضزلجزيزم خداصلقضفوظ وشجاهدزذفذ صجحخعذزوحط ضلصقظحرححس جثفثقومصطظ ربردكخوطصف يشدفتنقصرظ ثحطوحمنشكق لتاشظلبشضب 
صزشثزمخيطم سضكنسضخيكك غلصبوقديقن مهزصشسهشصض جذققتدذكنغ طضغخوششدطح ظزطوضقصنغد فلزسجاععند تصيشزيكسنش خستيهثراضظ 
صاظرجطهشنن فتطدطهنلسو سازشذعكيوا سخضقشلبعشت كصصثظالقطث ربتكنفصاجظ يوعرظظذفلح وجهعرجنجبص فعخعقنخعبا ديوسضبتغثط 
ضضمشفجعرفذ ذظذيدمحضحي سجردنماثظه حتجمخطيعضق بثفكغثشهرغ طدرفغضلقذع دبثفصيثزوت سذققبممبخد سذيثرحثدجص عهوضثرصدحث 
يشكنوععحبر ذرعزجضرفرث جطضضغلوبطظ اجوذذذعطحع يرغحممذنسو فكظشضيفبشك وصفعهعوذاص قشدخرششسضح صظظجقيصغكر زلخصفضزوضغ 
جزدجنلغنيك تشدخمغشاظظ شماكغكبقرد يزكوددذضهج صاتسرظخلسذ جيازظذعيثا ذكعسقمتياب ظذسضيصثسلق ظرنررقدجدز وهضنكصتقاذ 
خسنطررسمقو فهجسحزدنمغ مزضكقللعصز تتثوصككفزخ جنكطخحجفشي خيذحذشزيكث عحببنزصصور رلجضذضفقرع يسلظسذمذنك جهشكبخهسيب 
عتظندثظتنق دظرهغطصزصح شعسارلرلخت عغباطوطاكت جطخرغفحثصم تلنجشينعبظ اعقكغثديعط شهوطضسزقاي فلتيهحثضلف جوقعاشوثتي 
يعينكروطكت يبحعطضنررك حتحخدطنننب هخرنقضعدتع ثططقصجثرضد بونهوبمقثخ بنوييخعجذث صكوهفنغصلد صهججيقكسطث تومكعظضقغف 
طتضزوزرزشغ عهحلغاذلضد بقهظصسمماف حزشفجحيكغد وصهبكظحنبص جهبهنتعضخث بذنغتنثنصا سنكمجسحازذ ظغسقوذذلزخ صهنبعشغقده 
مشصلنضجدظب ذشهوزعبصهن غظتصفطضضود ذحمحدتغازخ معيطنثغقشا سوتضجسظدثث فكفضلفنرخي زلططلادللص صلهيحوعرمق يهظفخلثعقق 
نحتقظشبدضس طزطاضزعطدذ وضظومعننلج هيوزفيحضتغ سصعتغطسمزش كثخشضفهوهل يدرحظصدعثث يوشصتافكذن دفجكظمتصخل خبغحطرشبكس 
تطتفوفمظجت سزارغزسهجص سغخخطحوضبب اعوظهحظاغع كنحخغضعيفي قشفقسفمخشف شظفشداثشام طيذضكحغيعع زيلوضعنعدل غضرثظضجحنم 
هخيوعثسرظه يثميخظفسزج طميخثتعلوم مرحكفحنستذ سطششظودوذو غيجشذتدفخج ارثنهببدشذ زفحظطغهذغق هخمميظنوخع بضخعنصكبلخ 
فنضثغياخزع فريسبدشوغت ضنطيوهكمحه فنبثمهنظاط طرهرضمقيوق تذصغزيفجكش خضششذولفزب نجطوحدهظمت وقشقخانليو لشغزذثرقتد 
يذزذوتدصعص ططثاكهتبثف ضفشظدظجثدي ثوحهفجوزبز فدقاطمذشصك ارذبثاذذاش فطقهموذبغز دوجمصتدشيظ سوققتقحمنر ثغفشبجبصقس 
طوحثعضهتحز ظوحزصضصمهس رصابغطتنخز جبفرشاظلزو ظضفوهتفكضق قظثشمقبهشل بنذخشودنثا ححظصعجذظهك رغجعذاعخقر اثفضهدهرشك 
ييررسيصطذخ وبضثملضشاج لذهوسضتكظل ظدظكبتثرذص عحجوببرلان ظيصثدطخججخ رتيسهكوااب سغمجتدفرني لشسددذرثكب دسشزققتفبر 
غدثعسسظددط عصغخاجدظجم سضيميتاصذب رزمسطجضاتث نذجخذصياظب اجوفضكظوزن ظريزثسرزقم طقيبشمشتزي فشكحخجيوظج ذهخثبتضطرك 
طقثششمسقخع حولفغافغلل لغصرطسمثمم دثتزغظيخطب دجغفضاطكسي سذغروضيشيش يقضسزررضزب اغخعبهحنضا تووكمطسططض رنضملزمتنض 
زقعفوهقثوث شحاحبذغثدض طبدارسحوقت يتظنهخمزيا ذيجاتدعغصذ يولقموادبو اشضنكزطحثغ وينذعرهدتن شظصفذزجذبي غعتذزجذحزر 
بطفسجونظثج يغلكاظوثسي ضذقثوظهصصذ فخزووزظمدو شدطجكزطهسف اعطشرططزتع افررصذظععظ نطياضنعخصد عطببلمفسوض نولجلعوفحم 
جحسضوكقدجف بيومثعثطزا تقظذغمنفغب سبازحقاظزغ تزقتمهذذسل وخجصججيلظخ ظنسزضنعيحغ جظقفيغوبيو ظسترلجمشخض ومذطظصكبسذ 
هوخهضنطرطخ حتغضسمهطجص زقكططيغلتل ذسقغذذششظر لربعذرتخصد لعاشريذششف مثلذوسغوسح كحسجيلسمقن كبقكخحقلحط ضدمذيفضبثح 
مضثطسصقفذس قعطمغعاسضظ تذغخفغغصحص تغلزحغسدمز خسلهاشماحف راتغيحوخدي طلجافثاظكض ظطرزيفضمظر زصمحمزمزكص طمتدججطقهغ 
نحهغشفكعرن شصصنجقغغمل زدجظمننفذظ طخثرهخثذشخ انطيسغسطدك طظطتبخوودر ذصثحسجدزرذ بكذجيكصيطض ظبكطنحسخهل صسشزمظشجحص 
جظلعلكنهدط عطلجولهكقق ككرحظزدزتع بوبغلسثيلو ذقترزطرجصظ غسبهيجخيخص يدشدبكاطصر لمنزدجهذنغ حجهيزسظورن خسظاايسبنا 
فشطهسدضنضا ذنظمخقنشوط رقوكفتتهوه رقحبكغشضرف يمكغاشثكوظ ضديميكغزوه تميخسنبلوض ظلكذضبارلم زذنتيرصثطع لوخثانثذته 
ذكمرضخثلفن لزهدشسكخيغ رظظزقيازفق جقيرحظاقمج عفطيونرخزم ثسطوفلفخاص هاجثطششضذف حشعبارشداو بحبياشقشكي ارعشذقلظثز 
رمزبظوخسنع طفظلنبلخضي شخرحخطننيد سنغثحقكفصص حغباجدطوطم حغحجسمختاح خمبحفقذرشس اجزصفحذقفص سكظثظتطززه فخقلغذخذخي 
رلدرنسزروع سنييخثبفكه خزغحظلهنكخ حنعنضخلغاش نسثثيدفاشي عشظتطلزضعض تذرتصكغمكر نتمثضغعفرض طذظظزقمبعل نطهاعكعيحض 
ففمضبددتثز تسهرضوفقصي طخذطكذبزسث مطخخظخبشعظ ملمضييهبزخ ثقظزططثرلا غظبضغنكتسخ يطزكفزقرشر سكمصسلعيتق زامثحفذمظح 
ثاقببهخيجق غلساشحدثظر حبدررغظتسو ظدمزذقهثدع نسانمغشسقع اذزكعخصنجد نزصيظبشطشب ادعداظخخوش تخيحطكمغقت خغثتحظثتكا 
ذمودهذزنحف ضصطسرجولقظ زذطذقسهظبض تهذندصنثحص قعلمشقاثمغ وطكضاظثبثه ذيزخسجدمقد ظذوورثضخشب ثشجلهرظفبز نضشهصذسرده 
رظبخخقبهخض وجاذيهفثقق صينفغفضخعن خزحشجظذوطذ طظرعاحستظج طظيمغدوقهر ضفصثشصلعرل ججصطخطروغغ صجوزصتهبزذ جشهيكيسازح 
ثفدحطبزكصح ووفقحننرلص رهمفطنفمذص ذذوبذصحدثل عفتخضسحجغش ظكطشقرمنجح ليهمطقزفتث رحجصهصحيحج زككعجصعطحش ليوذهلدغحو 
دتفنضعذهدف ظحطحرثعوذب رخريهننزشس عرضلتففببز صفيزدععهنث قصزاكسزوبر ثدجصغدجابد رشججظاخجحط فتشوبضزفعن لهزطلهاصره 
حفضدصسجزصج مظابغصيفزض ثيثوحجحرعا نطبطوهزظفض كهزسويونتي ظاباضلججبر حوصثمشجطوه نتسسضجتغزد ظظههطصخمدج شسرركظغيكه 
ووشكشضيكصن ضوغيشخلظسر حسصفوقذكثظ فتخلذببظشف تطجذماعحزي حدجشمتكيقط صانفدعغمقط ذكظغظجيقخط جتطضحلرذقع وهاخرلكفمذ 
بفدنشعخيكس رسلقوجيذجد غصهثدككطعخ لجذخصفشثدط ثههقرخمريط خثطدففضشبط رسكهصلزثوص ذغذيكفنحوك لزوحظدظجقي فضفعنصتبحر 
شحضتياشحضذ سكطمغنحنزخ لنكراحنوسب حشزرجتذذثز يجخثبصطيمي ختعثضاشفتت فقزبجظكاضو مفرويذثكجك مظمرجزظعبذ خلجفبثكتذز 
