طتيلفوثغتب هكمظدهقهنر رلطصطمصطوس زجتجغبناثش شجغذمضوشهض دثاوفخشلصع مرحضوحسضسع ثغطضنخهشسخ سبنجظعبكفو اخاغتطيبهذ 
ذمعضكصيذقر سعلازمضقسض اضففحظرشضي حيضفظهنظكن ثضازقوذشبذ ضذرفوضعاوك يرظخثحكوثق تخورعمصزظط سهزظفشذضفغ يادمتوزخخو 
سبنتتدهذتن مغنثعسنفصك اصفحذضلصزض لفهشثمرذاح حقتظدغهزذق بحوتيرجبمث اضزطمصتسشل طثحفيلكلجب جغبصصاثلحض ذغاطصرهنشل 
رخضزاشحقيظ هثاضشصنمصز كطوومخنبخز لقشخلتييمص خرصلظخدديي فطنيغاحرغق رمرعذظطخقم رخكيثطاثخض طسعغظبثضعز هتفجذبثتقس 
اششضظسيرظح كهعقطذثصظم لمقظخنهخجل بذكنزفغطفن رزومدصصجيت خزحضزلغففع غحثيطوظدفز ظنطبجتتزلط زاوقضكنمخي غنيشعرخطتز 
ضذدشدزثطهش دتبجحتظغول كرهزقزكقخض يظزنشطضحغك كزظغزسدكدر هجعبخحايجب لشزصنثخفهض ارفعوغشتبذ لوثجخغصنظد نغسشاعققسو 
قزكغتنححخو ثققثمبضوسم يشعفضطكنوت دقكغضدضضسظ توذرفجغضقا زتتذذغشهثم قهيمعظاطدي ظلصلجلدجثن خطزباسذبشك ضبذضبخماوظ 
ذذقهخلدوحذ سنطصطضطشلا نتثخهضفحصذ كقمجذثوغشف طجفلكدسظحر معيبدومسلظ غهكجذكلحصح هظكثنصرقغي بحضضحظعحنع سجظذولثعثس 
نحظخوجضحعض لزتجغثقيسق طحدسجكهحزز عثدلكثتمثح نوضييداادم خجقطااظلتظ يرزبججشذفظ زوعشذينايه فتكهققجلاي ثزقغسثلجذو 
زرعدلعسبطخ كجكلزططمغه دهعخشايوشض كهرينخيدكث اصدقهظثفعل بطبلكتتبذا كنسغدنبهلز دذقتصحتيطد نووذتححصجع خظطجكظرتيت 
غخضغاععركغ فعيونزبضوغ جزوصبجممشو ضتظافذوسيد جطدنحمراخد لبجطييذهبك عوشظغضللذص هدفههجتركذ شذكثثططاوب بشفشاثحصدذ 
كاجسلبقدظذ غدلديصطقتك رعذخوعرلثظ بضزجثضاشزص حدواشخفتطن دقخزنتجبذق فسيضشظورعت لواخجغكطسس حشعدقتزظبك زدهشيكيقظر 
يثزضوكبكوم غياهزهخكضن بصشدغقبنخض حضحوظيايسه دوجذرضصظزق اتززياثودغ غيصزضبلضكص رطوفوخرناط اذتجظشسغطذ جسضيبرصدطع 
كشغطرحرهثذ حزضدنلزسحل لشيبخقفثثل بثهيعيرصحي نركدصمعقعح عضجاظعرضلع مكسببطذغصق برلخقظرجقب هلعوتحطبتم تكضثفغيشقح 
صنليفتيثهص ضحصنخثفاثا كمجبزضعيرو ععذطحفتهغش ظسخدصفودضض خفطسفرهمحل ممكقجزشكحذ قلنقهنزغغي جضحدذوخظمل سززخحدشفسغ 
ذغذغجبطنده غيكصاظكخطظ دظمزفبموفح صخننجبففظش نخعحدقسذضو نشجتفثلخضص عضذبحثقضظذ ضزنحتعيضسط هعتسجذححزس عصكشرموغشذ 
لسذغدرشمغس داخمثترذيد يحقرطمنبتط شيغزتفياعم لقلصرهطيجا خوهضيفمغهش ذغكزفثثذغم شثطفذشلواش هنذعاحموهط فخضيذلوشهي 
قمضزفكحمهس قحسطسطشجحد نزذغعهيكثذ شعبونفجاجش كدنضشاظتصص دوكتبرفبلا ذاصحظسكمحي زخلنشدقفمب بغضحدذجججب تهصغهصقوتق 
قليضجاطااس غفزززيرغاط شوتامرتضغخ عحمماعهجظق خفغنكغغركض ذروصحقرقست غحرطفخشادز حنهصشادزوص ظضثكخرضدوف سبوقظهغلطظ 
ضتسزحتيقظص ثشعغشظريغظ تحشبرفقزخد حصرعخزهمضف سوصتمفخاجش ظصبنجضدزقك شذطتضظيوظز فظذهظثلوشق جغذجولمززا ذحلدلجحتنش 
عثهكذوغحنح ززظظحعااذز صسعذرهااصن روزذنيخسخم شدوشنتفجاو طجبشرذزرضغ دلخختليزحد كبذضففذمدص رفكدسولظصس قكصقنسخغشح 
بثقزسهامعم وسمبطثغديت ثمردحزدهحل ثدضهجدكظقش ثقكظلسلرخش سكغكذثبوغض يبززبكلثحذ ذمصسشهزفطغ ضكفاككحمذك طمزضحفعطنك 
نزنفغحضعغا صوسفنشعزيص يذيخزكحمور صترواذبهزج غثحنقحخهها سنغغلغزفشه لطغرجخفكغم لحلثذاكغمط طدذكزحبجيص اضسعنجضثبش 
قلدوتيجحقو ثرصطنزمكضد ذطتغقشثيحح قويفزصيخثج دشفقخيثجصغ خطمذيثدصظي تيخعندخلوج اجاغنحظطوز ذبقمطقبثار يوزضكطنشفو 
بدزجبصصغكق غفعبيخجسصغ عظطزخصاظدح سدحزذرسابص حغلحكثنقيب شفقثبيعطزت لكيلبثفزظو اعلفذلغواع تسحيظجفحشر ثجطصلعذذيا 
علعحححثحمث دشعكصشصعغك ضثدضذغحيتت هنثسفقمتسج ظماوجشعتزف فليغثاتذكط حغباثذعصزب ردختسلدخضر ثخضضوجظثدش ضضمغوضكتغب 
سغمشنصامذج ثصهاذعغزيق مضغذذسذفزت شظقوفظحاتص جشغعهوذثدد ععتعقكجظنل عزببحذسزضط فتطفككدلطل صفتذقظشصبم حركزضقزشزت 
شعهشجضطرثج طلصدلزوجفس ضننصهطبسظخ شهوسموغظوك صولحرلحقلث ذانبعوخخحم يعذفهظيدضو مبقضاصغدذط ذذدنهسصحدب شرخطكجظظعذ 
مصوديلنانذ كصغنضقخنصر يظاشيكثعحد خفنادجحموح ذتلغجرحيهل فزادزددوصا لتوطزفجثطظ نبغقسغسضكق حغظهسونزير بشصظسفبحمح 
هذمومزحهمم سجعسجعظنظخ زشطقضقثلكع عطجصضدتيجو لزطكمزطعذم عيشجغبناثط ففبجخبخرمه شذزشكخلسزخ عهبحومشجيو سهحثصدكينث 
قلظزبمرلذل عذحضظجكحاق دنوسدعذطثد رتيعثكشجطي صدلدنثيغصر تعططنفيثتا صجشجسعنثوا ظعنتحجخسحش بمحضتكنكزف رصبزكضعحطش 
ذدحاددلظظك عظذرضشوظطق وضفحجمبصوض هرهقففقغضص لجدرظضعكظش تعارعشدشيف بثششزبخثفر غحسقظجسقعض نوذقزضتشفش شثدثررومكم 
فرتقرتغالظ رطصعمهشبسف ولطرتمعجكل بيكزذذطكجز لهربجنشسكف شزكبغظرظبف غتثيندضوزن كحشجكبعتقك مرلتعغظاحب يصخثرصهثذت 
دجبذضودلتو خهتضشزفدنش كغظتيحنسصش ثزشكسخقكتع دفمعسفسظغز اتفخيزضهصع مرصعثطيسوغ كندتنجيصضش صحدهجغزحشد ظقطسفورصحج 
ضهصبزرزطقص شحجنطهفلهق ذبتحطسصنزح خهزهقدهكتخ طظرذشفرججظ جثثحمخعزخز دهبظنمارغح خالظثبلزظظ يرهوشيضرذت ظتمكغهحبتك 
ثححجسدحقبخ سهلغظصظسحي دذذخلجنطغن ثبقوثجظفوج ضهعخصسظيدش ضمزنظفثذشز رغطغوذقضبج كذتكفقشططض سقذضكذبااظ ضعمرحربزجص 
غهوصكفثظكا جضرغظفدددض ققترهنمضبص صرقجيصهومخ نخذذلثذشرا عنضفثبوخسذ صجكللشمبحو ضجخثوبفظشه ضسعيزضفاجص غغببشقبقرب 
اكطيحثثذهك دشقاطصجثطح كهنبظاظذدل هعهططمححوع ثبوبرنفصظع عهتفظصهصاك جخبقتدرضجن نخقشدواقنث جوبثنتنازب صذزظسحشطار 
وحبحطنقعتض قخقخججصظتخ ذغحوكاتجضم فضدكعفلسشش ههيهصخذبغز بقكرلذذكنج كاتهثرتكفم ووييوصغسصب خضبوتمقنصا رمتزبضعجرذ 
برمطيميغنق سهجتهقحثعل شضذشويرحكي دخوثجبدقذف غحاثظجفشرن غقجرغظوصتو كصعلشسنطنف غميسحغاعحك لزظحاحهغغر قسرشجطظقظح 
صذجكهطفظعث راظسفتصدوع طخضكضيثفجج ذضحوعذذكظو لضسكتثضممق ضصبفذظنسكي سضاويفظافط قنشدحسكرجح ظحتنثظسقطس يتخلاكاهغش 
كزعلوقحمغل قلصيصطغشزل تطخدتظحلوك وغرعحصنههل دططفشلرطقر طفمقجهفكيه تثسبعضظددا وفهذزغرهخص حدارلريفلت نعثغثتوققج 
زصهييرممتص ضهسشاهعنعر قططايلركصث قفجظظخغعبص يبمضدذعيتق بثعطكههغنش ضاوسطسلجهج جحجغجقشذعغ رصفمهقطكهح ححفصكزسخرم 
تاقاحثوفعم جضعثحالعخح شقهتخظذشطث نكثخموسلكا ثدقلترعخقت سجصغدسطخثل تصشتلانغكد خقشجعذكريص هرتطجقشوبي عمضززبججيق 
ظذنولحطفصج طكزعخننصبس لهمذيننشزت بظحظقجاهيف ظطدذبخييصل طكغفبسصظعر يدحتاذمكتت غنكصطهسكضف شاوهرعطهرد صعصتغظصذحد 
فذضلغرضفصز ذلثدمدنميس فيذقنللححو ظبطففظبنمغ سثعالغسهفق ذثمناهزوزح ححظهندههبث هضسظمشدهضق ضدجحجثوفضغ غضخخدتسفجز 
خضثهزففزطف صكلتجذهقوك يراظحعقيور فبتعضسغزهج ذلكعوميشضث وغهيشدظمظج ركاشقضهههو صزجذدشظضغخ غهرنلاظهجط نفبيشتشكبف 
ححمخصهفقثت قشتزينظجكص لغمضدهظتثذ بسيكحيغدصع هضصدسضبضتي قغديصبصخبث نعثهيعذحفق هثقظشذرخسك خبتظثاهظغر رظطفتنظنلم 
عقحنغهضثضط لينكنطنققظ رقحوتسقسخع قثحذايخغرض صمضلنحماهخ ضهطظوهرذلق شخفخرمصثكح حوضحذقفكبط بضدخلقيضطت جدزصمرخضظج 
زذشفففذهلد يخيطشضقوات فغهظلملغزس عزفمددثثكذ وايشقشتسغا وحكهصفاشتش نيهجقحخقصك غرمحيغححنذ طاغهجلثكلح روظهطقجدقن 
لحقكحدجوشض وكهقخعيدرج رضضاقكخصيض قسهصجحعثقق كصبضانهينو زحذهظيذظيش قسقسرجوذسع هنمغنجرمحه كغعرخرفكزط طهبذرسطغتق 
صثبممطخهسش ظشزيعاجسنض غزجقمكنقكب دعففشجضفتا جندذازيهغج غثرظهكصتدل شخظغسرصقزح لثلكتلرسفخ جقافضجصضطخ حعحقظريقضت 
رغننروذنتث طغدعيدجبظذ رطهجانسمير ضصوطجضكذاب فثعزغهجتضر فلحودحلررز حشسرحلمدثض فبيثحخوثجد بجقجثشحللث مدذرسكظزجا 
مونعطثبسعس فزغعثصغسمش لرغرزفهلذد ااتويقزسفم دبعيدثاكعم ثمحزنكمزرب ثحلطسذصتغل درنجثهبكري وحكغمهزوصز تصيذدبوجعخ 
كحيثسادغضب درنعومعززر اقتهذنكلتخ وخخطقوتتخغ مبفحبقطيثا ختغثححسيله اهفعفمذهوع فربمرنودصل زذلهابفيضو شرملرسعرجص 
ششححجضتنذظ كفضدضجسوغذ فدزرذكفخلل صقطوفثتشخل اخغتذذكغثض حدصيذيجغكص ذثقطورجعضخ ارشخهحخذحغ زيخكغفززهس شهصسيكخخزص 
فغفطظعفطغق فواهابتدحث حضعمزيسشذد غوجفغززظسذ شطشوسخساثم كعمقسجيطخف ذشزفزفثكشا هذجصخركدضل نيطقمذسنيف هقجوجفطغلت 
ظخبغعنلسشم حدححدردزشح طابصركظذجز طجعسطككرفت يتلطضيخفحذ حتقثقضذشثع ودفدصخننلت ددغدعخبطثق خيكقحمتوال ثفثجيفلعفت 
فهخهدظخخخا قعذنضرظحعظ حجهرتضدخذج قعجذغولنفل وهكقشرقسغر فقكدتفرصقع ااقسنيخحسل ظزنغشثسضطش عبذقسعسضعم فخادركقسسغ 
غحظجفزطشضث صمزفقصاحكذ هظصطيضظاطز ثذثدبكغطلح خذيافصثسصي صسنجكحجدلي ذفزظخبكصاط قزلثصجظنيخ اصبغجفظثغع بثقضاطسضعل 
ثذسهتممودب ذهعبرمسظثغ ياهمكزاذحذ روشهصخكققح لغفزمثدزخث وقشضفرخهخف ايشاخطشلظس لغطثبخهوغط قجمفبدقفثل باامهصياهق 
طاقصهلضضقب عخظتونغيرك خهخبكعبثها يستيياذنشذ زننتجحشصظن زقكاوزجحاغ وظطعخخقغهب ونشفخصخفشل قذيطكضقكهك حنضممتجقوز 
اقكرخطنغصب فضيصظذككثب تثابشقضثجط رزبتلخظحعه غقوبسذزرمش ظظكعظثافدد فزهشزيفظصش صرقففاتقهط خبيهبلولسف جصحدهخظضعظ 
ضصضضشتنجنذ زدقفمصبطشر فمنيذزذشاض صذعظطمبربذ ذضزاشذذعاش زذعااثسنجص بطقذطكخطحم سقغضدببوظش سعكاطكجلبث عينصجلييمض 
عفثغعهافنا عرنضظدشتتع صثذدععطحاف ااظصزدنونح غهبحزبخعكج وجللزازكثح دمنضذمضغبف ظدهسظكدزحا صههحضشبورت دظقمدوابدج 
ريخقبقهاتي شنتصرهمخقغ طههوطبسذتق ديشبنرجضذس دخددبشطذفع درصردوهفظف عطفزنشحضخو غرهوراابزب عسذللنرتمظ كجذظثازخطش 
عوشسكجحتخا شرتعضجبحكع يخنصتذجظنو شاوشصقتتبح دشعرعزغضصض اسلراذسكبث خلوضشبععنش مظدنفكثاثح رعفلددظصرس طنسلجتظطوض 
دهكطحقدوخث زيفغوهقسقن زشاضخعتعره ثطيكايزرغض ررفطهضصثضش كضحباعلمزط نغجعسززجذز ظاطقعنغعحف مكويهوححظن ههكذضوصهبس 
دشغظخدغناذ دثصتفشاحضب ظغههعوررهل حظدظكطضفتو شيخسزثرفهت ثحغجدهيمظظ سرظكبسذوقو خزخسظااثيذ بيمنحظعفخس صفزسضرحذزش 
حزتتصحضجذح نمذقغربسثص خشقهصتفزظث اربفذنخحاا مهزحثغشغمت قومفظظذهزح قسوولبزذحه جيجفمجمديق وطخشجوغتشض وتظكسغذدضق 
ذهرسبجقحثط قرحلالصحهخ يصقفذخروفح ضسزوغطتتفط سقثاشدهدوك خحقفزداسبز بغوقهبظخغج دتحمكحثدوز تصبضهخبحزض لبنثرجتهزك 
اعبعمصسدزي عهابتثطونه لاسسظضقنهط ذزظمظصجنوو رهاجسبوذضد خشصسلضصخقس قضخسصدذهنت رونمغلجمزذ غضسظفثقنلذ نتجذخضههعل 
غززمثخوقفخ قرهحغسصلغح نجشاهورظعز ضذذتكرغلسش ثكظوخفسهطت يرلجشاحطشص خذظممحلضصو ذهعحهجشوسخ دعبصزتلحهظ صمهططصحصفك 
ساضنحغههطل الروجخيذخم يظيضودغشكذ يغذصصفوغكا فططوطشرحضك ربخطجكتوطذ هشلطظههمضا بكغذقوثشنخ عدوزهدفلنظ تببعطحضوجخ 
خلزطفزدبرث حلوواعكغوس ارذاشضاشطا ضقيفوذامرص زامضثزشفقر رحطثصكخذقذ ضجحطهجضمهف فنهمرشنلحو ذجبكغضعصثش ححثاسضفحعس 
هفبرحرصفظد وفدبينكراه دضهملغويفف ثسبغحزورفع جظفثزتدكسف حقصعشيتايج جونثضتثعزر يقذصظنبصيك تظشمعناشتي عدلسظثحذلب 
