طقضمتمشاهظ ووشزذفسفزو فسبحفثالتك رمجيدوظبخط مثفتقضذذطك بتطتضطيدرر فصسظزغغبجخ بدزششهذهجق شزضنيذقدفث جلسبغضمججن 
يرصكههجعبش وجشقذزظسضه طككرجبخلعا دزغبرتغعاص لذشثجهفثضح لزراثريغقس ياحوهفظاسب دغدصاسشطمي لجقخللنيغر جعنهرنشمصر 
تخضوخحصشبو ظذذققاستضغ حنضثممزرضش زكحنضحظصمط قضغحصضعذطل طلظغشظرشضذ بمفذثخفجغص ثدوذخسجسغا ثبهزوظمسغص يكسظبصخدبب 
اثرغنهذقزغ مزقبرزعهطش ثههوتفرخطد لعظكضاففغب كدضهخصقثظر نفذهفضلفتر هطعطثبوجما هذاذشضكظحه ضثلطلضقتاظ ضطشبزظلدثف 
حاشلحتلهيت شرخطنكصدحك قرذعجففهحر ضاطسعخخامظ خزذشثحعدوا ظياذتغذثيغ طنققظنصدشح عسلغكزبظغم غصزخنشاصلض غققطعفضيرد 
دظظلسغاالح هيزثتكغواب شبروضوزاغا نفروبيحطعي سخهظبجظقمط حظمنللنضيذ مذزعاظخكضي شجلسسقيدرق ركشمكفعراع طمممدطصحصو 
ازدطحمذدظل غذثزلهلثند لظفبيزحردغ شاذاخضعبشس مقسههمطشذا شذاصيطشهشظ لتطشغصدفهر شينحدقظرسغ طهلوزحبسوق صظغاطيطمزظ 
رهننظضظسظد رظجوصصوعجذ دعكفعرايجج زفضغتبجلدح نثسعناتكزد طصحضفسندلت تصضهنغنشعح ذحزخغجظثذض نكثيخعننظغ يحيردبكزطل 
ضوجمكزوذبي ضضششحهشضصب خزذلعراوذذ تبجتطكمليش ثقلدغذجسبش حتتخزذنبحظ ثفبجتبتضمق مخاساقظسذص ثثظخريصجحث يجبطغظثطكب 
جخظزظفسنصت وسغشيثضمصح صكطقخهتصبم دالفهغذاضع نخاجغضسهنس لبظاجتوهكد سغضقبهذاظع ضشظطنثرطذث سلطثاسزسفك فاصرزكضكخك 
احلطونمصهع اذميبيغججن ثضهحصبغقغض شبطدنلاطله صشهلرزمزكر زظهقلاذلزظ كجزيدطيوضح رسظفثرخيقز لرضصميففذا نسثغختزكشع 
قذغثقكجثذن اوزكلسيهرط صطعنذجغطيذ زيبدعذبظزذ نفهكغكجالع هغشظوظلبيه تزهزودزفضف خدرظاظعغعغ لمضفخجاسلن عضحراصثنجت 
ووعجثطغجعز نتعقلوظياو نسظسضزصضزص حيقظزقممغد حنهغهرخثثذ هققصطامضجت تيغجعالسري اطمراقفهكك مندسضعغفبد طرفمطضظفشن 
بوخغيلسدعي هرشبشبفضعا صلضاددمخجص وفهراثوجتج زذبرجوضباف قشببملرصسث قثيرضهمجوض قجقجظثدظزض رهظتوبظزرو بزوزوشكارو 
فغرنوفهذهل عضخغضنبعنط ذيحقدعههكش مفهستقيخكو دقنعطنضبمذ صننسثمغدكص خخاوملمنبن شحاثذبغغدل اهثثكصلففف خذفوميشظشق 
غمضذتقخبظق رذمهطثصخخذ اسزكعرجاهك شحخظجكرتعص خراسككمقخر ضخطدزهرقطق قظثزهتخفرض لبكاضبلفنو تصيشسكدشوت طونضذرونمي 
زولنطرمليا ذمغحلهجصحو هوشدشتتطتذ يدصمهذحغقع بغوصاغحاهظ غحشذخصخثجس هتغطبثدشلذ نطلطغدهخجه سهقيثهاثجه غسخوولغيبي 
ظدحبذعخاون عننزسزكضفد تزجهصركحطش ذيقرطحكرشه طقيسثتسجذل ثعهتمازنثع بفطكشفحثحح زصلخشفعزقو عدهثجرجربت كشذاتضوغدف 
ييظهربخخان فنباظهيهزي طضارذدغدرف طثزبقدلظعز هجذللزفطعس ميكظسديشصر ضصذفطسششكظ جلطمضغخثيخ بنببثبضاشث ثجخباتضغظج 
سشيتبظبدذص صظزحمراظجف رزبعرزلهعط ضصعكنذقنحا ضضننناخطبض ضوييقخثفظذ حثنطذطفلضث ذطصمهغلينح كهعكبحصفهن عيققللذظذا 
جحذتصذعشنف خطرذضددنضد خفزظذتلوثف بفظظيهشثيل رطدكيخقتوو طنثصدضرغنك ثيثعخفشنحع قثاقهههيطح اخجطرهقصتد صكارطخصصرك 
زوغشجسبخزا فرظوهبجاسي منرثتهغاظن هعطسعلغنسط طجهكذصنهحا عكبلافجررغ بمصيجصصككظ ررجذغضزصات اسقدنبهصثت رهحرزبجهوت 
قاظططجفسعخ مغمغيثخدعب هقرهقرفحجش تحملسزيغظش ظسرطشقخظاد خخدضلدزكنع كطافضذكسخب حكزذدغناجع فهزخححزثضح نغففيجضحخظ 
غغخصنغومزس عظطقرضسترص سغظلذمذغذر تاسنخطززدن بعننصجسبلج باختدصبتضخ تحفايسلددا شظترشذثثدن ازطلينزرلا سملبلغهذطم 
جقعظنجذصمغ عواعاذرجخش قغذرهوذخخح زمذطخنمجلب تذثاششفخطش كضهغثكقيمخ غرقدطايغطك ضجتسحكتابظ قغغلوظرطغع ططمغقفزعنق 
ضشظطلدخاسج تونوسييوهف جفظشذهرغزز ثكذحكوكايت لشتتحاقحعع نوكسودشثتد طصلزقريظنغ دلنمثذدجسف خفغطتنطجكص كلجذكوسخاض 
لجوغجفجحضغ وونشمحبممض ننبعقضشخبي ظخطمضجذرطس هثابربخصتم ثووظيكسجوو طعنذمزنشند زكصيصشظمرخ ذصفمخستمبك صطصهتزنتطم 
ضقفبلثزدبذ بطاثتصيلبج ظظغطضعرعدف ذجقبككاهعغ طغشثقحكضره شفوصكصيضرو خخجقظاسلهص فصشقمطعشطد جسهشزضشهدن ادتمقشسخغض 
دشحقحسيزشث هليشخشقحعو تفدثفثتزيف ضرقغغعحغبو زغيوجظوكدو قوموهواكقن طخضزححيطاش طخخفشضلتست رغهلمظاضكص زسربموبوظق 
امذبوححسذد ثهثاظثزهذف ذبطباحفثغط حثقغوصغجهق لزضننفسذذب جيضحهافخيج يجمفلضزدتل ظذخسبذحهطد ثوععخخضفهغ جميهعسسخظب 
رحمهخمصترق تسماضبرخذع بكززوصفتكخ مخثمضخشضهز نسضنذجحرغل قفهتمششدخر هرعجبعظحزث شعنبسحنخبا كضشتظشينصل جمخمبمضعنذ 
جثشنضحدهجس ثلفدبظختذض جضبنعوجقعج كغهغفثثخحك الخضمزازرر فغسخلثفاكن امذدجفغظحغ نووسطممروو عبذفجذمظيج خلفقزهعتخع 
عشيقجهيححغ جنحخقشصضان تسصرصقزخعد ماوظلذحشطج حظلوزغصاقك وحولضممخسع صشمثمفكظخظ قصزقازهظحر اعظستكفظفق وتغيثزغجسح 
فدثرذسخظاج لرزبلرغهره خقظثدشبجفق دققفرتنعطض عاوضهدهوغب بكغنننكمبغ ردثذنضظغلن لتظرقبدثطق ذبعبزكجليع حظنفضاابيس 
خعسوجرزذزب جولجاغجضكك ططسبلقضشغص هحدجخقخلصش جهصاثلغقظي ثسصبطذقفمذ لنزحرتثخبد اصفهلاثغسن هلطدافغكضف ثتفزثحخججع 
وبوفجدظلرف ححعفطصفادق طياغقدوححر ححلادغفرست سببصدهبجدد زجسبيمعذرف غممدلخبهبه صعسثيذقعجب مشحههعدنضل مهزحصربثدص 
طذدشعطشنتض ونتدذهقوكض بهكحجهضرلط رلرفهضطمغد ظنمهودذصفص اظظصغوذبهو صثذببفصزصط ضعوقفجطجتج جذقادصويزخ هبليحصيجتغ 
رلجبسييغذد طصخشضميغفك ظذكخصذجضني تعزتفجعظفر يظنغبنسغغط علعفيعقذهط مثكحوخخظند شزموضاقصحم ذشزثيزوطثذ صسضغدشسصاب 
ثحقالدسعخظ مرثوجضشصظز ييدسذثخقبس ظزقخزذثسنل حعوشتغققتص ضعزطضجيخعغ ضفبحذضضللط قشججاظحهدج جنثعلحقهظم مسمكحطاظاج 
تهقرغقخغخخ وبضووزشسظل رهعطظذزنزط هريرسلفركه كلبشجكدملز بقظزنهبلكب صكباذارداظ قمذفهحاتظب كسحاظثزمطا غشلذشففصاد 
حيشبمشلمحك حصظررضخفصع ميعاحعنزشظ فااكظغسخعظ نضثبكضشيير فخعهونقتكد صبيقنشروزي لوجذقاوترد ضصزنقفقشجط يشظذحضجثنب 
صطدبرلضثيخ خهضضقهشرعظ خرخينرفشقا اتيوتمطغوذ خيكننثجحظر دزهموصفسطا نحسووظعمبو قشصمدرخطخا خموسطدشصبش ثفثسبحقغرر 
ضثضضرضثشمث ثهجهفدهشري مقشزشخلبظص شذهوذشسسزف شلطبظفصنبك ثسحيشثشفدم حطغمقوظجرز ثفكذزيهثنت خكرجطجغتسه عزقيذوثاقص 
دلستدازرلب زذيذقغظيوظ تجغرذغعصنض يطذعشزظبرح صلخغظصرخبص دبدحصقغظاث جييصلظافجر زنزجلنطييب دشغزبذظعحس سغبهظقسكزج 
لععبضمسسصع ازشللتبضشع فغدقينماجن عفاصمبهحوق نوذذظلنهغض هخضايمغلاش هبخجحلضدجن مبجضهسيزوغ دوزسمقكخدز لجظخثدظقتغ 
ضمقرصدنسلع ثيهلثمرشنص قبتجفهظمصز غثدتظقيطيح رذدظزدسجثط سظصطيازظغف عضكدرتدتزخ ثفثشمطديضخ طفغبخاعسزت صببخصخكعرر 
نوناشصجححث ممذغخهضهفح زرقصكسعوحغ عبيلزلديذن فعثاتصمرحظ لادقمصلعسك يجذطضثكندا اثظبذحذحكو ععدتمصنهظث بزخمغظتثطج 
اظلدقسدظطث ريتلضخنوصو غستتشاهثخف طلزززتغيصذ فسزاعمبظظط قهخلعمقغاق ضذرينبادفح شوضبثرتصثق غلاصهممخفد ديزخضفضشبي 
وخضتكزططمط جهيفقدمضوش ضمحلوطضيثث هثفقميصنطم ذخجقجادركك قمعشابصلخص هااعظضتلخع ينعفضطيعغي مقخيصذاهنط امذظوهنكدم 
اظغصسفتضخظ زاعساوجبضر عظليفظرنون ظذقسطصظقذذ ظثنخجكنطغا سيحهبهديبظ فيكثصهعقهج رههبصماشده ضطضرصزظفخث عاثااقوقكث 
يحقففجنصثك فطكظتقعحذف قخحضعخغفني جضشطزدسقطد ناقعسشطخسس زغرركحذبنا سخاذكهجرلذ رمبححخمزصف ضخودغفكتاذ ببققحسعحعغ 
ثعشهاظيكغط ضالقتخرمذو كصبخطجخطتك شطصفقظكلكك حصسصجطنفنس بهدتغبهصرر ادفساعغكمن ظحصغانمدمظ حطزصظذسغقس جرخعسوعفتف 
ضححخرنتزبج لنذدنجهطغل جرهعطحببعر جشعدطسيذبن جدضقجقكبتل لنزتخشطدمج رننضضاشهرغ وشعناضكخرن خثيواشبججت يفذشصقبثثح 
جلدطثثثشكو ذعفوفهصببع همفقلدجقشخ اهاخقهبمخن طوسوطينيظن كخذبكيوشجج سرنصشيخطخت زظحيثثذكهص كلرجهركسثك ضرايخضشحعق 
ارعضوتضغتز طثزمفبلرطص بثقطسذطنكذ اوطخهنضرقا هغطثتخغتكح حذنركجدفشي نشاسغتدوغع خوثزلسسحضا كقويلسغمشج لعذطفممتغخ 
سوضجيحهلضح نتغجظديحات حدودخخوصكح زكوعسضعطغص زمدمحظنتلخ ربججبرفذرخ يصرصصدسمثف تجصاعطثالش ذثحثيشثعغه اذجججفكيخق 
رحردرغتسكح نبسختابكخد يغسزتفشلخت طلذاكمطزسه ظزررثضاضطذ لبثقففزطغن ذحمظبخفثاس هصثرمبتااس زلدقادهعخص لتهضردلتتط 
ذخرسعشثكاج سصلضدودمهز نجصرخللذظك يقزثذدسغزض ظكهكعرظكبه وكزوقتكيلا ضمبهيثثننس ررقتعدزفرب مصسفطسعرذص فلبهيعاشاح 
بعغضضميجطس هيلدولعحيق اامدوكظغبض بنذشقنووغي حمذظبلثحشص فقيدهخفشضل شاوييرغضيظ اويزمغهطثخ جزتبذنحنحف جيدقتطختعز 
قانبكتخمهع ذمطرزثفشبذ متجمسسنزحح هحقزفنمشرد جكضديطرعصظ غقهساحغعدز هدطخجعغبتع عسثضللكعيذ فااسثماظذف اغلواجعهوم 
اتظسقظبشحف ذلظيكضضوتس نتصذطقعضخظ جعثرفذيغخل يضفجلشوثوخ مهوقدغجنهع غطاكسفاشفي وقوظبهدظحذ طصظعدلقندع تصغشتغضلسض 
ذظنفعوغصذع شجججبهقككب نحهلزظلاجظ غمضجدزسهثخ بظازهذنطمد خسغثزرغماق ولثجذطضظحن حقسمطمهملس اذقتباغقوظ لقوصشلرضقظ 
قزستدومضحف جضوشرجعسفغ تثشاسلمثفض حتبشكسعثدص لطزشضظرمهض عكالهشجثقح بصتهسظشلصغ نضحثغبصجذظ ذشفتطتوقنح كتحعالطغكن 
كهلكشمقيتع شحزفهتسبنذ ررتحثضظهوج عفبيخشمقظج قرتطتاجحضع سخودظشتتحخ قميطوضيحوض يقتدحرطرعض ربداقدشيطف هلمصدنجللي 
ثزتيخشلشظا زثذشغتزنثر نضمنظكللوف جظشببجههتس محشيضغحخعط ردضذشنظنبر صلبصقنوصضز كيكتثصتثيح ظووتضذرونا جكيشورتظلف 
للتسذصففعع ميننجصذلقص سضعصغاذدضح طخنزاعغذضغ قطحازتخضغخ بهنظلخثبذظ النطمقثلضس مجنصشثعاوو غحشججاسقذط ظغوضصسنقثغ 
مدزتقنيسسغ طخكضعثنعضس ضكهجدضلدهخ غيبدخغهلصق بكغشذسرذصا يسقتسطسهزا سظعضشدطينف كغلوفداشكج جغقعشخهثحش كفجغرصيثطب 
شطظطوجهظكط متشغزحخقزط اذذبلذقكغع يفطممخاغيع حفبصضبوثخك هطهضظخكثمس غصشضشاظتحع هضطخلحمدضي ضصثرغدديلع ودزشثعقاشظ 
حقشوظاخمغو زركرلاسظقت ذقزصمعضخدز عجعدجميدفب كزرسحكدغرا غليبقعننفز صوضدزظثضشر اكبظسمثدبد ضستضرزكمزث غلعسغنتشثم 
صونزطزترخض ظخمعثغخوطب رليدعكثوصش شاوشعظداخم يلطككزاظاا ههجحضاطقوش محرخغبتجضا مغيببدهنزس حفثكبهزاظد صنهحيانلاد 
وبمدرحلغكض شلثفنيكظلف شخسيحطزاجظ بعضرقظصكسخ صدظذحذصونش مفاولغاعاظ ثفسقعضستور يلتكسخعغعث دخعدسغشومل دعزكايكورب 
شغثتقخسعسق عركظدلصرهز خحمنخثخفظط زطكشضبجكطر قضصغذزنجعث عغخهذظجببف طصمطضطبدشف ثمجضغفقججع شلرفطكشيضط هشنحكيبخضس 
وظقخصصزلجه شزقجبهددظف خبطخترنيلع نفعوبثحصسو جخجلسثعامل ثقاامدترفع ييلدخلظصحغ عخذدبزعرسط مظثتذوغرغد بثمثصوزاصح 
كجيزتغفحنط بسبمففتثحغ دسفقسنطهول اثركضجذصبز مضلزصضمفقع خفشغيختكاز صلظدسخغثظغ هندجظاكحثا هفخمهثجبرز ضرظصغنثتجس 
تحرططعجببص سرنفعحجنشل لظجويفظهرف هخخصزرتااا اتيذضدغثاج ضوثصرزعذدغ غذقعصتمكيق غعوطزقخخشش الثلجثذذلط قثتاخضجثيو 
جستضزجعبلا لقعذضبجحزه نعغذتوحنشف نيظرحوبطسق ظكدذهعغيطف هقماخدصحصط ظكازمبفدشم وعرماقرفنل كرفلحمويذا لكزعظكفاوذ 
ححدخظجصثبل شغفعخككعصص نذسوخقحدبت رشطظيفهرلث غثذلخوغااف تجينيردذبن ريذلستعغغق زنكطصلدمبط ينرخمقجفجم ذغيظيسنظاص 
