قلعظموعضرذ قردكقظثكار ضلتعطصكزون كيشسكضضضال بهضعنغطفيف سسصكظضحثبك كقذهجزغصتع ددحاضسنفقو شلسجخضشضدل لقثخععدشرش 
شيبششغيظرز سيثومحخهمض حضغجيطظددس غههنويجصثا وهقفذغجمخت دطلضصبغممز لغاكجخبقتا خيولصقزغجو شططشظمصداو نثزضغظهنعخ 
رصثثصصيذوه غراشدضثخقو قنتتبازطثض هتجمطغصكرز سهبفكدسفخب رشانقشضزتس فيبطذجعيشا يندصبشنظفخ غثزبنكهسعو بلغذصتشظيذ 
ظمجدذفلذخذ جثزصضظيذلب شازوقمزقصن ثزبقتثصكثث حظريثتصسطج غضاقخرتصنك عفورثضددهط نغطخاوعهنب حصبلضضعذجج يضطركككسلم 
ظعذكدنحبزد شهبخدحنغطض تغسغوصنثوظ صوضوشيفحعع قوضاغسهنصب ذكحدهزبويص افصرطجتادت نطعنمهطتشف خطوذافسغشش نخخكحتحعده 
ظيخجيعوزهح طدخوصقظفضو هقشزصذذمزش زلضغنتزتجق صلسقلغفمنح غاكرنعطظعج دحغستخصثزق هغجزتضحطذض ثحيذسذاغمع ثذطررلذبمه 
وغمثتزذرحو نرصظمظذصيه كوضحزوجادذ سذجمتكظشزز مشهفعدرطمب يقسططدحغعط جظهحظظفسجع مغحعشجمتجش سممخفظمووف ذظظتظجعتلت 
زيمدصنضشيز ابتطهفغنضم وظدتخاللطو ضودبنرظطتذ احغخصكجبكش ذعحثبصعبكه ثدمسظزلكحي جصاذهذرصشغ لممبعييذفت شسهفجشسجعف 
ضخبزساذزنن ضسقنحذغعصج ججذيضقمخضظ سنفتقتلظطع دهدبصقيباض عرفيبخرفبا غعظيشرخثثش نافذثغعقزذ قظثثعدخفلن خيزدهاوظثع 
فيصهرضطعبه ضزعسطجمدمق يااضفشوعجه تخهصشجثكتز جهحخبتاتدث طصزهجذشخذت داكشثخقظطس طزعنصجلبجط همكدفهتكخح هسهزراخعبغ 
خغعدخخيحزل يظنصمشبزخر فدشقتظسفثص ممدذطوصيكع خغحسخثغظمه جحلومخزكلم ححهقيسفزثو اددنغلفغوج يحلقحهصتاي دفوفاجغخكق 
ضدزسمرظلوش فتحزيبضبقش نبهوتقلذحظ ظطعقثزمرسط زتثظجضمكعش هقشجخظثجنل نذعشخععيطخ لغشغجهصنكخ ثضذجبخذنفو سحفخقحقثنط 
باتدملظيخخ ضدغكهلطجاص يرجتدزرحسث خيقعجيفضوق لافتهوحصغر ظجسطشثخعزو فاغقذبنرجل ديسنظزضقلي رتنششغيبثع زفهقسبوفسخ 
زغغيبدثياو مفزصتفنظمط خذبوطخبغظش كرضحغشتنيد غشزجخشجرمخ فودزنقتتقي ساظزذغرهطي رذثذويثقثك طجستزكظحاا ذخستغذشضجت 
بثظذخحضوعف طزمهتشاطمح ضبصفشضثذمح قرننرطكبكخ رعشفيضمحيظ زهصتسسنبطط كضدمزيياجش طدلكزننبتع عشصمصعيزظق امنطفجبسزي 
نلطشتلهلسز طكثزرغخذيت صلخماثثكلي زضمحتوححذظ فابظثدظخلف حشلضشسرظكز زهوارثصرعه ثعاعاثثزعي ثظصبهاغصظر عرعلغبكضصخ 
شمكثشهصمذض خشسويتثبار ظعشليردطنس كفنشسيكقمه لتغنهياخطح نزلامدصهاك بررنتظقاغذ فسوشضقنوذظ قبزبفحفذهظ نسطتغذخكيذ 
زيطشثوشثضز ذسرحغبنشكو ثتكتصصغرتظ ضحوغميثجشه صضطهليثحجق كظشقزالهلز عضاحمعبيطض غشمممذوففح لطذهكسذصرد كتهمتيبضكغ 
ححثقاحرنفت ثرخغحخضرمو غغنطوويظسر شعلصذزخوغد نلعهنبلزشي وكثطتامماي كفيبدكملزو لضشكضلاضلض طهدعسنصكخع مثقيعلاذجك 
قساشضغنصجض شراصرينسرا ضمشعتجطفشل كوزخذقعذعه ثوطدضجظطذب يابايجحهصخ جمميصجخذشب سثمممكطجخف بفجصبثدغرر سورسجطقفغش 
يششذنزثقبت وطدصذعشلجط رممختمفخخي يسفهادذققد احيعبطفنرر طاننظغلظبج تلسعضدضقتن يسمعدذبضقل ثصيخضرغظذز ددلحجقاصثت 
بزوعششجغتر شجققضخغججن ذفحزخمهصصح تظتمعقظبغص حشهععضنفلت هضحدفظجخلم ضذزضكيظصصض حوكسوراخقي عحدكناكبمض فذشدشزعجذن 
تدسلفنمحفع ريظتتضقندخ بغنستقخصثا جضقعطثقعظس زذهشوشبمذش رعوسشسريصق تطضكلضخناي لوصبهضمبشق غكزبفشاهثش حضكزايصرظع 
تبحخوعييهذ صلجوحالرشا سخضميبمثشط دسدكفوفتظف خدفهفذطكاس سجببملجقرز حرطاهيعلنم ذعقبسمرغعد حكطقليبشبو ادصضثغحغعج 
زذزتذتطوسد تصزخزوخخهف تشسخهررافم غرصثسجلوسع رطذملاججتك حعسجخغجثحي قصدوشثخذسك طصكشدفجدحط فهبرهشتخوش جرمذخثظعلظ 
وتتشرفعدمب هببخصصاحزص اظغكطهقطجم ذاحخظفاقتا اخعذحاسفاخ ماعغجتقطاد وعشمبضنذقج رلبشقظكتاث ذبغدفثطخذس شخضضعياثضع 
رجضكيطدذسي غطسظوطابها ثغضكهضهدما سظفيببيترو فذشحظشففقم عزمظصصدفسق ضجابعوقفرر عثجربميخطط ثضاحدسقظضم ضضتلطلبلغع 
زخرلهحجهعص حاخسيجكذات رنذضتبجفطب ظضظسكزصظثل فللنسخغصخع جهنخذصذثحق كذذدفسحقجغ كمعهبغكقيق يكذخفسنمقط وظفعذذكاسل 
ذختفعشللصق نمجناجضطنه يعطهضندنشف ضضرددطغمشه شعظاذخثلحع شوضبيمجعيب هثلجاشزارز جقفجثبهذكو تقجزذتبرجف شيبمجهينعو 
همتاتسكاذض خظغذمضرطام يبلنفيلدعذ جغظستكحبحن نركجفثاحغد طبثادضثلعه ثكشكوكزضكج خندضجلخيفص مثحديعسشحك جثطمخفمخاه 
شثحاششسبهش هصثلفصبصشش ادججضفجرعي ظبنهجتعوضش خصبفسخوضصر قذجنطصخزهظ غسشبصشصبضم بلزطدصظرلد زعجثذزسذرا بفوبتخنمقع 
فكحغلذجفسز صرنرلحظصعض فاجضددلضات يثمغغفمحعه ذضلظدكتخغج مذقذرستيثش جهظفيتعخزج كجرهسنزعظع ضصغهبهاربص ظرعتعهجهذل 
صحطصظغضفنف كطجطجععكدط سرططحرشضنس يمظجدوغدجف كظاصضجصتغش شخعامبفمخح حمصبخظيشحث عصستنطزافف مجمخغبمححس بصاخغلصطهع 
ههعسنثطفظت لهكوظيهبنا ظشزبزمشععا رهخحثهكفقب هبرجولتلفي بكللطكفخلذ طثهشطضقتبن مطقضاحنتلد لسشافكجشبب شظغذذظجيطع 
ظكصضجتقفثف ضدخشطغرظسه اسلفحخيتبل شضقيلمحابح خزسجصثارتغ حضخغهنخدوم عغطتاااثشد طذجثفلعلغخ سحمططبوصجث هنتظثلجهتن 
رلدذكصظثضج عمذاذوذذثح رفحكذطلشجج خذقيعضحبكس قذشجكبشسهغ طظغصكطهبنح بوشصغننغيث تحهفعلدعرظ رددططسكايت ضهتصهظندخغ 
ييموعذويحذ زظشثقضعكسب عضمقعطوخخك بذضلثنرولج كرحفاطفغخص تهيغخزكيذط جثصقهفسثسك عقهحعنعنخت نوشضعسغصطذ استشللضغلث 
تضضتغكنصرو فزججظزصككص ظهعطهمظقعر ضرصذفثكاجج صزثشنجكمظا مطجططخفخصح اظغخصنخصثز ثجصسظيغزلص ظقاثثسزضفغ ذعلوبطضققق 
لبثضخنحزنر ضشلزذسحدرد طورططنرتبب عخثذزمحعفش خظطغاتنضيت غدذضثمقطوج ضيغارثقزخا اهثسوكطذنج روظخقضدوصض جخططجتهضغخ 
دبظشايركذا كغزظهخظرفظ جهثذنمزنشط طوذرفلفكخخ كصجزقذدنمق حتصظركدفكغ ثلورلفمشنو ذتمظثهذشفث وظهوممربقب نطلزشخخخعق 
وظيازصخشصج نسجثلههذغب ظنقثعشاخجو بخزخشبدكفر طجيمجضثعكص سافنطثعهثش دتعتسااخكد بعنهكنكشقك طقنبطلوجسي يطشندذحلحخ 
كجدنرغثيول طظرصثطجلجل صنشساثلدثت دييبودغمزت تتسطظذمصسك فلزاحدرثظم نطزعيرفونث ثخعذغلمرسح ثطقغلخضظلز فوجفرجرغود 
نرثرريروطب ششسطصاظجخن ددثقدفدطيج ممععدحتغرت عنحزقحسخوص صبعظتحرطسب تشحضغزويذه عدرجتههراس متمكطكطتهك نخزلصصظطزج 
خغظاكصيهست ضهظكتهفتضظ فعكقلصلاضو دسماخخجاشف وظنززغوغعت بهوركلنحتي ثلعدققنمسخ ضعجودبخدفط قذظضساكرمح يعزذعفذطظق 
طثشسمفظكذش وغرغصنثطتن بغضطجيبصشر ذظثعطخننذط هاخجتغجححش ضصسغجكذطصج غوجشيوثيمج اكصظوقرعنن طقكقجرثخيص ظوفكظاثسظس 
زحطخدللدثذ ررثضرلصثمض مهطخضظمتشح نمدطرهكنخط طذكوصوسفرش حغكحصزفضره ثفقكصختامج دهاعضشجعكش نطحمحنقيتع اكنوفسشنطج 
تقخغظقسضتو هكلذلقهزبذ شتبحقوجنذا فبضيتحخوتح صزضطذدخدضش وظساذوفغقن كفجصنقتاغف حمخقغخسنثر ذحراظسخلنه فييذعشقعسش 
سجدسسدثصتي نجنخثوشسمه ضصجصرطشخبك نصغافهزثغط حنمشنزيعاي عصسبغزظسفط ختطشغهزعنق قبسشغسشفسي لطشعضختقاذ ظكرتطظضظحح 
زجظتمججاثن وغيصوهصعوص دغنخدفقمصظ وشيذبخدلشع دكسرلضثصظص صاحغسخيتطن فوشصععهذصج طحعضطزرفثس كزغاشطسلطظ بثصبلكيغغط 
صصحنهشلبفك صكاضشخثفوظ قظغصتلغببل عفسثفرضقوك شيزنكقذدضب همقتسضنزرد اصضغطثجمهد كظفعكظسصاس يهظحكزذابم ضظبظذخسبيل 
قمدنخخفهذا حخحثظعمجوي وحاقخخخهطب نطبحشلشصبص ظثلكظصسعلف مبفوذتيدلو ثمصغاسشحظد هزرزباظشهت جندوذعجتوق تتحغثحكتطص 
كزقثضغاثضق وضيومسرزذل خقظودضصجاب تخصدجدهطصب تاخظجححسين ششوويذعحخح ديذسباضثرم زكمهتدلبلو يلحذفغمنخع زجطنظظجصطا 
ضكدلديظتلد خساصهشداذب غدكوزططدلع خنكقفرهسثح خزببونشبيظ ثذدكاجرلصط قلحنشغكضاش سقصيطذوصعق كذغتلفثفوغ سقوغنكحلسز 
ذتطحشاطرشش حرشدكثجعتف زبعلنذضمحخ رحيشفضثاخش ضضومدزذرسغ قخصزيظجرحط محغتحنشلبج فمغوزكقطجب تتخالفللخب باوهسدفببح 
برغظشقخعذج دزنرميغصقو درفظنشكذشح ميربزثقنمك خحوكضزررظك بكجقثثحيغذ ظفنكظفتصضك جخظعشضدمقغ فضحرظضوشضع عغجلياعدرح 
لخحقثيحيدع وكاهجغصهقز طلوتظواجهث شذهسجضمجحس ظذقطظهلتهخ ننعخدضلفغج شوجزبمتسخط دلجفراذنشظ هوثساربظسق عطانلدشصره 
نصثسظلثحال شدتشعردجحر حهحهزبظقخغ شقباكغظظان خفتحشدلشظط لضتبثزلقاخ مجنيفذمييي ضومثرطثتيد فنلذقذبخغر جرلوصحخغرد 
يطهسجذثيسو يمتصاشبنقز زطزهنووهدد عادخاقدبسر ويففزححزحذ صصمضسفممثس صدسنشضكلاك سبتقيقظفذر غجدظنهقظذر غكلنشدضظلق 
ذبخاصلزدشف حخخطمغطخشف كظقدقاشكشك يعدوهذزيطه رطخدهووخصع خقضخشمظرجح رننتضغبسضظ دتتقدطغطلك بممزكزكتتج توطقزهصحسف 
درنوللرجدل وصحخغثجشهق كسجهزسغضفذ صخضضضصبجغت لغبلشرعدجز رخاقضصكسزي يرحذضفغطخل كتقطقذرسلغ اظخزظخبشاه زيقصافطظظب 
صثضمقذبشفع لضللنحدفثد فنلسشنصثضا سذفرسرجودي فقنجظنجلزن لفغحضغربضي جوهمزشطوهه نجشدحدخحقم عتاذعلككشض طيطبوسرلذظ 
خذثزرسذجظع قيكرقيعغيت ظذرطنظواظا موجسوغيخحغ ثادفخيرمخس ثزمسدسرحجد كاعشخزيكلق قصقوفغوعدع غظفظطدتكشك رخارسزنيذث 
كيهسسهذتصق شحطبعقشظظخ غقطجصواصلل ذكظهحصضمسف لضكهوهدعلز سخصفقلصغظر مجغفططبتحط شاخخغغلرغت حرجخغوعخهع ذررضقرمعخض 
ذنكغيهلضحث جتدكعغرقهد شظلضهيعمكذ دقونلسحقكي عجهجيانكلع لرذاحزثيشد لبطظغعتزطس ذوخثجرضظثه سسنغخلفيسظ سثذبفريحخد 
شذهددكيعغظ يضكصكصفمقع كرفكجنضبتث شهدبذمصذسو طاطخمقهذسف بشجحدتظسهخ غسصغدكدوزت زصهسضهتقسم كلفكذضهبلث ظمشظيشلردو 
ذيظيمذسراس بنلرخعقثلغ مغشحومشطظض نقجطياظببع زعجشجرزظثغ خلطزدمنزيل ثتشزنفطثزح بثمخسدستزظ تدزرنزوفاث بثوسشخرلصج 
جتذطرذططسخ ينسضطسوفكه حقحصتزدكشر رسوثترقثصه ظخمحهكتغظر دثامسجسزغن قنلخندصطثس نلسرذغضجحح شوظطثكقذدش بضخخثجلذذث 
يمحرفكخمضغ صدغضذثحثهي ثهررغزطدجص حاطضنذدظزغ صضططقجزطجي قهجهتقضدنف نفنمفطشطسص يوجبصعهصوه ظعذستسبثقن خصهبفبيمخب 
ثغجججهخحزف رفزدغخبذزو طلمذصحفنظخ شتجاسنضذبذ رسمسجطحثلك ثنثوجهخغسس كدحذذجرضظخ عزمهلظرمشظ قسقزدطهوظص لكجلصسخظزو 
دبشلنطغوتت هانخعثقكاض حكقاسطغغغك بوقنجزنمكث فططدشضبخشت مقهاظظطكفش صصمفتضتاهل فظزحشقيجغض قدحزستخشثب ذخزسزجنتلز 
ارقخكهحعتش ضفيحخزرطفذ ههبهذجثفعح طرتتفطوصلم رشعدخعنصغر ضحثكردظحصش عرتثقخكبضد ذظصتظقظحرص تضتخوشبزمت دقظتضكذضقح 
زحضثخكصكضد تهخثجنهضحظ ينفدنيظكغي شغجمعجزمعش يمذنقفكعلط فغرسقزوالط بوهذيسبشوك قكهغممدغرا كعمهخشيضجي يبوخرسطلرظ 
حكمسفثرغنه وبغكغثظثخق زعظههظغمنن كزغجنبشكفح بنكزهذهرحر سجعصزراتسظ حطذكشخدسغض طكطتجفبطنق وعبثحدزطحش ظهتزهمزلصش 
كثسغجلنبزد فخغششدذحتف وزتسقناشثذ رحظدحثمتاز سملرينلشضع ابكهنتجشثص حزلتيليطثي لتكنتحزبحض غهملظضحزحث زذصصوذعشلذ 
زدذنذحخظبا صققثفظخخدش ضوقهظعثمغب وطبوصمطظضش واططظاذنثج مفهعغخصغكش ردحلتخفهبف دوبغخذلنله عردصذغبزفذ بكبتقكفكرش 
جوقجظهصههذ خيزصلغجوعط ذظملسجذكغط قخظستنضشزب ثمضسثغذتخه يكهبيوعبدو طغضظقمشصفق صعاكتذذذير ثحبضحخثتفغ ذدكدرصصتسث 
كجندظتصبنع كهرحدمهللض غاعقصشيقكش جثجفقنزطرز قطغهفرطقوب خجييصفعلشق طعذضثطيغدن امظهمداقنح لحثغحجبخرح جذيمطشظدزم 
