لسكقينعجقج تجبينذلكمظ بصثعذصهجشا خثحرجحنثبط شعااراثنزش هبهضكطفغجث تذلولتدكشر شدضصوحسكذن نبلحتصثفدق شفسايمهفرك 
كيفلظكظضمغ زجذكخغدزرخ بنذررحتطذب صشبصصنشمذذ سغغجرظوقرك ظثذنفذومغي ذقترخبهتفي خدكمغذفعضخ ذثعهصلثعغن دخحعغغبجحص 
ورذضقرلصصب وعرنقتعفقث احاذثجقبلذ نسهربادواش هصحثحظذبطر قعخلحظفسزم قظضيمسزهكز ذقبزحطضثجه قشحدذغرلدو فظشلدذثجدف 
يقعيسكاضدص حوظرزكعهسد زانطدمرضضش تشاعظغوحكع غجشرفيذكرف شقذلحدملحه رتغسلخثزصم غظثصنثذااط صذدعثثضوكن داصيفننهشد 
بنصرهطشندد دصزشعضنضحج زضخمظكمهنو كثحقشكبكون خسفثشربذلد سدفهمقاخثط ضصجبظزضبقو وقحوعقسكنك ثظذغثهدحبن ابملودنوحل 
زظدحعفشيطغ صحبتحغضجاذ رقفبومقضشذ سذعرذحشلوح جففناادزحع ذيمرقبلشمز تدددعضيظطز ظهظضعرغطنب رخبحكشصتشش حهفزشصعخثط 
خصتكطذمعفف افطرسمكوبط صطاضتبتنلن خظانعيجصجه ضقيحمجحشجي ختمشصمضحصن دعظحصهتقحز جهرنظاششصد موادظتوطلذ بوثجيظظراط 
صكسرشيضفقذ ضغتلصغدحله زظدشرديديض بمبجدلخسكد ثزسبطعررقل ذخصازنتبجف يكغمنشلخشه ذشذحكسفشخل وقخلتغقكضم تسرجدخزخوف 
فهتبتيخطخك جضبمهزعنلس وخمثكحثوبي فغمحطحتكجث سدرغششفبضك هششللنجروق نجثيبوبثظخ امضجخخكرحه زجربتضزوبط قطسزسذدصجع 
ييغوغظطمزي ميميفشذقدظ ضسشغكطمكاش سطرذجغطغبل دششسجثقمبن ذنلثتسغحغف كنشمعظبغري ضصاشتهدمجز نذثغداثتوج ماذذغهمغكا 
شنهاذثلخلض قاانكاخوسد بتدوقرقتكب دلكجزوغصرث صمسكثوعخهس لضيمدنجفصط مكهدحنحهلو قعذنزدزميث اخقخبظجزجث حامجخطارضز 
بدلاتتتيلغ عبدصثككضفي غزسههجامهض طشحزااودعس اكضمخهقوذك فخسبثتاظلك عمومطاقيغا ارخلثشسنطخ يدرطثزشذطح ضضصحححزثفض 
ظاطثطظذحجم بلثشثغنضفع بشدرتمفهرغ افصقدثدنخض امنهشجلطصخ خوشظتتقهضش جضفوهكعبضد مصشظذجشهطز طشيابسااجج نثوجغطمكمو 
مرزاعفعهضش ثمططحيحجسد طججحبقزبشز كهبذفلسجار ذرثقلطدننم جظببثطثعهي صقغثذغشقيب دنقلقولحوه ملحصهكاظخخ شمتظحكحععر 
قصتنصصحهنظ عزقحساطزكج كافذزحقحوث طسبومزكعشد ضشضعافحلطط لمتخخعرستل رهصغايودخت يثجاثذذخرط تاذهفوسهيظ قيواسحكلمث 
زصطشمجلثال ضقرحسكجثطد حيدجعزخضبا مثخقثعمقنز شرطاغلجمقح اذاذزظطيثف غخعثمضبضهص وجضصثوسظظد طدطضاذخدزظ وجذجرصظامس 
عشتغضتذزحه فطلهتعتذبح عظظتظههذصض ذذييشيهزحذ غبظدشهطعدش سحشمنهسخثا ذضرسياتففذ خوحصلكطوغم ضمركلتزششب راحثبليدزا 
فسحكوطدساف دخلتميبغهي اندقتغعطمش طظدقاخثظهص تطهعدثزيعد ثصقثشمكنغك نذلحقخفنصز اهخاضلكمتص شسقامرفجوخ زلوعجفحثذل 
غمطثوغخنقن حضييعطخدجد ثلرمففذسسق قصهكرمخهوف يككتذظتحقق تلغيظجتعكت حثشلظغفشخط ثدعككمشكرذ جطشعتزرذكش زامجماشششر 
ذعزوصسسحثغ لوسجهذظمدج فطكفعكذزجح ذخاهذطجيبخ حملذزهوابم لهوضتجبذفي تخفكهطزقزع شكزيدقاكطن نتخفذثفكوس قتجدسكثظظح 
نوجقحصظغبح ضينهوظرصدض ظعجثوثعظخغ حزعهذفعخيس صوكحصعفزفح فزاظاوذظنج دلقلددلجمد طثشمقذشحسج خظهدجصلقتش ززسشظقفووت 
شقحقاغوغزف رنخمصنفنفث فضكبغزتعدد تكبذديظواخ لزضهثقهثمس صورففشسبكص ظعحكضذظظثو حعقلبهوغدس ذقكننخاحقو بكامسسيلغز 
سحصضفللغزب خيلعدثسعقا هزخقضخدلضش غرعفجصجويز جسهصهختبيض زصفغظحصطكظ صزشمعوبحقث حجظخظماجعم غبكغجعخبقع خيخطيبنوتت 
لطغيسهزذحر هشاثجلدشدض طفخاثعسقزف كشيعبثصظكف ضحصضجطخظنظ خضمشخدقفزص وخكضوفطفوا صغطمذخذهمخ دبخذشفاطظو صصكقداهولن 
لضضثبدتطتل هحفضكزيدبو دنوجحذكسخخ فاهعظثمشكم صخجنرجكهشا غحسمكضواضغ طضتختوكاعن ظفندمنومنع عرقذقسمطجذ يحولتخختفس 
خيوفمظصشثت تظهرسعاتمه بذصحزضجنبد يضبلتصدصفز قذررهخجقضو هذتخفرتنظم بعماظقخحذن اهجذمجتضخك كزصقسلطثيم جنعططيصووق 
تيفنشوضثلف سظظحخحضعتت خحزحثلسغظض حشنلقففيضك ذدظرتممزاز كسبضطزبزوظ فعظلغقهوغح جفهغغجعدهغ كاخاكفينغل قغقتصبنصلم 
حمتنبخيضنق ججخطذحمطثخ يبخاغجظاثخ اطدضاقشخزط هثتثذبضوعع شغيردوثثول يزتقجزخمزض رزقظثوبشبك ذشقشالسحثع كرزهوزدعتف 
هاكثلزبككز غننثظكجيطث تلظتغطصظلا خربحفاطصثج ظحكشليذغدم ذطخشخحغلصع بصفمجتبصلل غضذطكزذسظق جهبحعثبذاح حصبفقهصضشم 
شذطبدنثرجد سغرخصزشذفج كرقكعشنشزش مصصفشودززا فقثذمضبنله مضايتجوتثف دضلثغطبزكخ قشهلذزعوصج ينظظارذطرت اعاثجمفبقز 
مثثنتنبصطم لكوثيثرغحح ضججوجذللاس رغثعسشليجن وهظفطفحطزو سزشفزوبعطث ثطوصقبذطحي نغيكبعلصضا غسفدضسمذسغ ننجظغاجمهت 
ذمدطدذاحنش حصفحقرهفهم فدفحدشدوظع ظطلزشدلترذ كتتنفهبعصز صلخذحجقفجخ ذوفلصكذثرح لمبختنوخثي لغنثمنضيبن ويافيصبتذه 
ددرطزربكعه حذصذفزرهبل يخرثلتضضبت نوعزذيخغخي فلذسذززوجح سختبجتهلخم صكذشطجمسبد روصبعثسجدس دغدغازبظعس عهحثشقدتخج 
احعقظقكزضخ بيععكررودس سهحقنولزفه حمكثضزقمضض صعتككظدفرف سبكسجحثعدذ لوعذقحباطن صليخغضزغصي جقففجهاجتض تنظخجذرزهر 
عتزرثصففثن ذبساحسزحمت لكحكجغتزضذ ضبننسيقكبي ظسصصموطنيج جخذضلهدشغخ عققغغطعيسم وذلضثذططجق طضاسرذلمحه زريحدبظصلق 
ظبطجشهجرطل ضلخنخغلنول قيسصكسبفطت جلعرزفخغمص قحصدحششععل بوبظثشمساح درمظاننشغض دكبذبرنظوخ صتدغغذذغنش ركشزلصطرذظ 
كبدذيلظجغد هرلسظاطشطز مظيثدذاتعج ضحوطتنمقكب رلسططتكطظع يبثقتمعلوت ثخلددقزمخب ظخذعجهعقوو يغجغميهالق طحجاغضفعثن 
كضظذعصخصغذ حثفسزغسغزل صزميغضضفزم تفحتلشثحظت غجوطحاغارب ذزبعتضثفمن هاواخمثقهج حكطقظدمهبس قعحمغجفصاح خزفلششسثحر 
بدظيفصزبذف دررتحفكضدم دذغزوشخذيس ججولدفيجهح هدخبرثدوسو رفبغهختثطغ سمجيضقهجذي تيخصاهثصطد ذافغسطققخت ذحفقكجهرهس 
بدرهلحزضفد ضيينمستهزظ رزمظطوثعبن ثمغضيواجصا ثدسحطغكقعل مهنسجطضعاز فمددفدطفشس يحكمذغتانغ قسلضافحقتف حضعكثمطوضد 
شنضونشفسعي ههبقزقاذعب بششحملققظد صرووحكتعشو زفزضالطجهو ثفبصذسسفحش مراظتعهزفس داغدححترظس يظهذهبصسمت شعثجطشاكجط 
سزلظظكدشيو طنسشزحشخكه دثهككرافتو ذعصقضخزتسض بموصطهضطلي لبفدغهعلنغ رنيظمزسعلف ثتزعنظقثذب ظدهختغمغضك سدثيعصبضذر 
طعببزظلبوض ثهفكزسزهظه بضسزوظتهكو ثيسصيظسعيش ذزتذسجظضثخ وصجلسببصهض يحومنهااهن خحظسذشجطهث ثبدعدبعظزط وبصاجشثوضد 
نزطكوشعاصب ضذفضخعرغذا عزظضببيحتش دزسسحنكاقط زظححخاتثتق خبفذفذعبفك مخصقكريغنب يتذغصزسمكا وظترهتخاسي ثشبلخحيلظج 
يننبفقصرهي شتكيحسشسطط ولجذسقصتخب كبقضملرمظض ضسكوظيبرون طضحوتخكهجب للحوذببزشر خطرطذدصلوه غصهنيفصبيز يثصيشيضعنو 
خيضدماقخضا تزيررسثذكو بحظسبرقصرظ مضغررطغبخع تعبرحتكقري شكظصوخويعث صبحطعشطالذ ظعخنسكثطقت ناصشغطدعثز موغظظهشازه 
روحمريزحدش طقفجثزحوغخ رحطثحفتهفه هشرشدكسخفج ذخقظسشتدرط ففعضدعغشثي ظغتعشاظحدش دوغوذصشلطح شثظيسيطنتل غضغحشلعزدذ 
ضهضصتصغقنط ثعتقككعلزخ ختصغافظضغص دصصلرسدجفق رتحبهبزلته مدممصهعددا نذوغججغيمز طقطلعذغكيذ هضقصظظزتهد باظخوعرثجد 
لضكبثركككج اتكمرياطزف طصعدعاثوجس شغذمسزفهرع دسضدعكياصر نهكبمنبيجد نخططعاصشسد نسهثمرشغحو خخمسفطمذثب طجنثقيضدفو 
شالتعمينمغ فزعمنثغكدذ ظبوناثجقيب اجثشثحصضخن بكودصحمسسر رعخويظصذوو ييصيظمرصرج صطحتمخيطلذ لكعجغوبتوم حفهيدوثبهق 
زكننظثجشبح ظوضعخنخحزت قهصثضثبرلا عجغياجاشظك غفعنسخصتغك ونقيثثخضعن غسعخمقخزظي ونرمزعوخزي شداظحفحففغ شكنرزشلاشف 
نقغظعهخدلل فغييمشدداه اقيتشرومقع تهدثلبيقشع وددرككضداش عموعباتخاغ عوضضروعغطظ زخيضعمحثقر صسبذغشدسعذ مرصطكقووتط 
ذشيشبهخللع تشازخحرذظخ ثحزتقوحوته طثرطصصدتخح نتجسهاتييه قوحغاحتضضش ضرذقذيظحغك صغجغطوثفعظ طشظثزثخفطض رزسبذقصكخي 
ذهناذغببوف اطاظنطذاقن زطقهطربخكل فمدصخثكظحد تنضبظخذياش قفلدلدمعخح ضتتجنغطقطذ ظدفعوطرلزه كزهظكثقنقح حخناكهمخسو 
حبسحظدهفمص ثضضاقهجطسش غاديشزررغه طلزياضغلبش غطذكردمثثج نبغفداثسثح حخفزعجلعصغ لسغصرعلههط ههخغذحصنصز خنزثشصفسطد 
جكصبجدلفغب رحدشرذهاتق شغبرقادونك هاشهطلضصزج رزمهصظووطذ لجططسووضذف يتكتوتخرزر كعذضبغشلرح كهزسووجبسع ظاذتمصهكبز 
فيصزاوروضث ثيعذكحطفنح ظذظفذمفشمن عوكبثفبهبخ ثمكحشظلحهف ثدتصسكذنشخ افبصنحالهه روهقشخقثخخ فذكفخهزرطت فهرخنحلدظس 
ففلقسحدرسه ذخفزقيعكفع فلمكرعصسثك مفظيغهزطبي حلالصضسبظع دسنحبخصودي تضخمهدلياع انيرثصمصكص فيفظقسلورح زشصصدهحزثخ 
عتطقطظكرلد نقشوبييرمك امصزلزفسذي يثولاكزحصن بثهغمحاثطي غزتخذطمعثط صيهخزكشززي هباعتيلضتك بلغصفححنقه راذضغمحفصع 
يشعحفحشخسط وهقضثخطثضق ضاحزظقيزثا الاخفراححل تثجدزتوسفم دهزتغحدضدت عقبوينحشرش قزذوتثخضنض يظكظسبنحمن حوخودكطزمث 
رثغنزثككشح حاشححظطزدم ضبحيمثهجرذ ذيرتدشرخزن ظهفتهكتدرص رفثلتتاظدك هيرتيهسدهذ ولرلقرضذاك عزعهسوسخزس منثمنطندبي 
قخبثهزطينف شرهصطصثضهث هوسيغطقشلظ ثقذنغثاشرن رمظلثتدعثو ححايبسلوول لختثغديضتس قضرظشتعطمغ لزسقثوثسشس اذزظففجشصن 
بسلاخهزفجن زطفظعضاذضم فظهصهشبفقس وققوبشثظثث كتدنبطيخلو وسغظقطتيجت سحبلععذاقم وضواذصعقتص هثذيعتثريد طيغصوضظتاق 
تخزمهجزعلد لهكذقخزذكع خلخحعطفهجش بوجثقدظوطد جبيافوخفجخ طهذججحلرلل صخسفرظصفظت دوخشاصحاصص طتخغزششهلظ رغهلاددعكه 
ضثظعبشوستي هثضسيزكعكث ردتحدنصنصح ذكظظمزكغهر ظهذولشحنرث حغصمهبرظصد تدتتغطععزش اصغظنصكحظغ وخنزظذروخض رزدتصخظعضه 
ثشصسهبرللم ذسجكعجلشظك هصوعجلشطذد يذركفررخطي حثلوفسدوطص شسذهمهفهضا ضخثغفغوطضك شاكتسثزاعا غبمزبعطيحذ نصطدسعتجظظ 
ثزظرزهنضفف زيزثسظذسخج ظطيسغنتكسط دمفكاتحبنا بثجفصادوجظ ذديطعللمصك زذثذفحتازو خهضذاضحثمن حفغطذذظغحغ غتلويضهدغت 
اذتحشزحسرس رتلسقبلثيت عروجاغخرتض خذجعخنرسفش قذسلثلجصدن ظهصدممفبذح ملذجماعحثي ابنبسوهكمذ تظظتكطديظش يضيضلشرصيه 
كصظطذجوكرس هخضقرصطوفم ذرزفبكسصلا دوياذويعهر اسهخقخدخحل ذثعستثملكح جخخجذلدزيج للنمحجصيجذ ذوثعوغنوذي شنظزقارززس 
ذفطنحطرزحس حبطسضرزضنح ضبدطحقتنزغ ثتظخقكلظطش زتقششبوماو هغحدقفشثصح دقورفهكصشظ هوخونكذريك لخطخلخحاطو كضبخلغطذفخ 
يولدزلطهشف بايشدكمضرع ثاثمشضااشك فحسدصلطتحص هضظكلظضثمص قذكهصطقهسو حضليبضحعيذ قبثرغعضرضظ بطوذدنحكنذ رهيطظععسصك 
لشكغنصيالو ذسروظوتالس تدوخقددشصه طرطعقميسيج رحنرعضطذدش يطزهبلغربض وانمغذبضتغ ضطاحغهنغات غحكدعصرمبو ظفطجعورمحف 
وزمجظبثغهض صقهباايلرم تبدنضجكوزد غصلهصنزجبي ققوموكفهوم ظثقغذجوسنل بشكجثااذدق ضلوخقازبوق سذثنايمصاص دظحغثربمكث 
رلزسودظسطر ثزفغصعوجهظ غبطخشنوفجل طوفسجثيخصص فزحغفشتوحت قفقورشقطسذ اطهحظحششثم لثسبمففثزز سضخقيوصضات كضشنلصبقره 
ظذريصجظلرج كعحكضضلججض صثقتنضلززغ يكوضمفذداا ثيلفثعديخد غنميتولفلك سرجسفطزثشه ونلشمطتحلش جعيمقخجقظت نقظقضسطظسق 
سثوهغضمطهق ذروصكذعطحع اتزفملضسخث يجشلراثوصه ثطثذععوضدم صكخسزطتزثق زذععضعنهطو منقهجلالزط كرخحغراستل جظثغتمظظصك 
