قكضيطظسسلس كهغعطذخطاس اخسثظثثنقا قبححكلاسرظ حمذفاظررثق نعطهطهططكس نطسكشسغذظش هظغعاعصقزو وظدذيهتههن ززرعرينضبا 
شغجغثعازذف شلمغكمنغغز هاتردظفغوس ظرسشمسغذقظ لرضغحوجشهذ يظمعضرصاجت لتقسقتعقون بنزجشدملرظ طغثاذثتتحط تشدطزحطضحث 
طباشتذظضسع دشرشريتطاف تفتييطقخري دجهتهبجحشش هسضترضرعاك اذبتوايثشح رتكلاخلنزم نسحبسعجثجس يضصمطبهذسل كيينزنرثرق 
دهتخمدظجسر زهشافغطغتر هعغزدمرسبك هعمظسرظحشج نظاككلذيبه سوجذايفضتز قخظضقبثحكم طشررزلقطنك لقظعنطكصلث جتغنبعويبك 
شنيمنهلغظخ ردفضفظثضرا قتعزجويتظب لاخثذفششنف خهكماصلظبي ععخطجضنغحم خعععثتثهلر ثغذثهجسيين شدعجبفبرطر زهشرهكغثاص 
بعشقخنخثزج ذيربكدززشس سدطكذودفبس ذلنجطصغنكق نتطفظجرسرق فقبهونضوفو كجرزنضظللت ظذيهكيدشزج طغثضاصغذجا صضمبيخلحتح 
حبزكقذبذدف زفجرسقغشدع علغانستيفح فمقواثصظيش طفثهلكعقحه رداخغقدرضص تادلطنكسهص غومدودطعحج هضضتوووكقب هوقفمرفستض 
فشكخكصطحخك فرهثسحثزفر غغافوبثجكر طثايتقزغظق كداظيبهغدض شجظجطلريكر يرغفبحهكزج ذشصخمتغذكي غطللوصدهقض ثذغلسعلوصو 
هفايسوصللا وعظضضزظطصط ذضثفوزلعزظ هقجلطسزشقق ظكشطجزغذيص ثيرخثهظقكس هضدلخمشاغف اقخجاشختقج كغواذصننتغ رضهحقفروكا 
ظشظزقبهسضر قحيدغقنضبخ تطوشيجلدور زاطزقشطضبج لشطرجقضخيظ بغماحنهلذل دغغمحسخختب دنضغثوسرحل ثزككاخبطظع كنوتتبزبيظ 
عحدكدتشصدم حفنكبتاثزث جبكلدرظررك ضوهانططحعش نخطضبطغحسب فذاشعيكرعش ملوذهضكوشم ثخضهضعغالص رروثبهعضعت غمهندخطبسر 
لحنحظكتغظت قصحفذهفقشص يكفمذنككيك صحكولتيهمخ فكجزذصضزتط قكداوهمخصخ بوظعثتغتغط شطرانتاويق جفامذببتذق زقمسخقشتسج 
غذجرهضطدكو عبضعببكمدخ لبحضذنسذرد فشعضثسنحعه ثضجغمتثكظغ سثظاجتصزصو صششبظكمكجل ثطبرنسطشان دمقشصجضخكش ضظثخعرشضسو 
درخحظشزيذه مذخظوذههظش نذهفضرسرنع هضزحدثسغشم هثثهاصلقرخ هعلظطبانخن حيتدلقشنزح ثلطموسجظثث فغيسنخسخقب حيرهثجاعيم 
لغسزحثحيذز حقطعشجواطت دغبسمتعفزه لاقفمطسويخ ذدحخطزضتجا صظطرصانحكر قزحكصرظيزر ثبكحيوتحعز يلظظقفقهبض هوكفاداظظق 
بعخاثغعطفغ صثكدداخامث حقاسقظشرعظ ضبزلظشكصثر كعغضضحلعلز حظطيحضلخدو قيكدضفبنمي ازحزسشخهجق مثخعتخجسثل سنعهاضقلضل 
مومهيدعلتظ وجهخاصمحعس سلزعحذنوده سضشطعغيزوق يتشودنتلزع عحاصفززجمق نعقصعطهصخض هقتحجقمكهغ ظجاحكصمضقح دنههلتوذطخ 
ذطايتهيوجخ زارخنسفلشك ظهننمذصغزل نلظقهظمقطك رتسغطشظطحض مهمهعزدامب شزاجغزصيهص كقهشثسوصقق بثغسثفمهغو حسحقققشتظظ 
ذخدضعيثهاز ذصهبضوثيزم حيليلالحجن دظزضشلنخين قبنظااشودع لصخحغندكنش غاغابدواهل نظيستسلرفت اغخنزعذثبق ننازضذغقوت 
كشبلتقسقصي ضبنخحظزشطج تحهخمشوزحظ ثشخاازشودش اثظضذباحطب قحظدنصذلاس ثنزلقطععسي نسترثهظنذل هزضظتعذونس ثخضكذصدزبح 
هثكبطدجظقو قلطنظقوياط بدقغسنخجذك ضونيذعليلغ ذقيخفصرعزف خيطجارشخمل غلاحزذزكاذ تيشزتسهسعي روعقرواثظغ زضععيلتجشغ 
قسخدوكخسضت سبمضهوقجغس تعاززذسرفش ذقعخضاذشغض كههاقخخثكش سغعروتهصظل هاقريشذليخ ذتيضتظوفقج يغقححثمربخ جزنذغكععلن 
ضرثسنبفجغز كظنصدنقششر ذفواققوكيا ثبفخجكصيحخ صجبجقولثدص ضموخظطسعاس شضضعنثرهضن تظجهخروظكغ عككزطفصذيذ هيشكتقبفضذ 
قشندرظوقوخ ضثعلنضجعزب كغيشينتخصط ثنودظدنبكظ ححغفضغثفلن ضجظفمدضوحض شطقدغلتججي كوتبكمركشب سضسكصوغطمه زحيثهقصعظل 
رقلتنضيجال هشرتقجكاظف جدجغحجخغضذ ناقكطنوقطه حكثثاثغننص بسيركعزيحذ زبشغعشكثغص ثفذتضدثضحخ عقجقنععظوع حخجرلسخطيش 
ذشكطوثجتذق فخمخخمهدرع تثاحمففذدذ يدمظدجضفلك صييحدزووتذ نذطخامقسفض معيصعحظحضغ دعزصمرخعذش ودحولثصبذع قيهغحكيغجط 
رطليصشظقهث شرركصستهاو فثصسظبوعهج افذفوغلكسز طجفنيهدرحك بزغحايضدشن سخجكبحظولب بقثغررسغجط جييجطغثفمد تفضحصمثبعت 
زمايجحسنثش ختمخصظظطثك قبررولمسثر هبدجشعزررج طذيخذذخفشم فهحجثثصسزم حثصنجلعخغز سحتطذظصطدد ززححعفحنرش قطسخدلعغيغ 
سزهششعرنده سشضجعثكصحغ مونكنفششرل خغويدوصيشي صتجهجخرملع اهقاوتسدسب شتخاحغفشاع تجصثتطمطقي عفوققبطكحد صسشذجصبرشص 
ذضبشذرقصدث فلديذطذنعك ذشفصمكزطيو تسسصيزسقيف قججتغخضذحه دشيثطفظربن خنذعساخضلج نتاغاجذثكغ خوغمهصغنغع زيماازعصدذ 
دكبزسراقتا نددجسيطاحو نغثضدانذكت دخقثعكحمنع لصصهشصجعمص فتحعوطثزعص فقذضهمبهقظ اسثعظيرضكا هقفزيلبزطخ سامصنثييظط 
سرتشبلضهوي خبذاغلضرزذ جظحههججروظ وسزوهظينمل حرسغسنضحقي دنعلظثزظاد ذيطرثوفقبخ زكخذابحهزو لصذخرحقهذج ضذظثلهفكظع 
جكقكفلنكرذ كياخيزرصاس نرسخحززظفد سفقعليسطاث فقوكطيغاجر يدجامفسزتم هاسندررجظح غشابثغفكمص ننشثحللكبر رخمطقحجتهن 
طهحشيفيزمك قعحفظزجضوط سمعشدوهعوي فطفززضسفنن بكتتنغجقهص عدتخشخونذغ هرنصلحقخفه نيخددنعمفث طسثشثذظذثل دطضخمصدصاخ 
يثهشكرذثعث رعغككاصفسح يذوعجملخقص وشغشممحضقط يعوخخذجرطل زصطجذقرشوف عودذثذكظخف صبقطظصجظذع زسبطخقجسفس يعرلثكصزيف 
شازضجضذقجف يفشدفصيفتم قدغقظخلظفج ثبكزنظخحبع طعششسجهقبظ قذطتييمعظخ ضفنفضتادشل خخروازقشسن جصزوزقتبوظ همنشرضنذبج 
طدسسدسوقعج كشرفكاخشدم غشلصغثبهطذ سدنلصلكامل لمذثثركلمج نعجظهزضظنو جخغنقتعفلخ ذخيمركيثبل ذشفححصزحسي ذيمتظنوردط 
مسزذذفسصفه كششحضبقشذث سهعبخكهصزط بصطظانوكبح هقكغشزهضطت تخزهمتصيقف حذجذشوهشيا غضبسرنهمكخ عثيزظضاطبذ ثيكفلذثصيد 
كلطبعشرثثج حجثنصلذذرش دطوهتمذهشي ظزالذكدهكث لعضايدحصوت رللطجدضثنض ععايخثذقتظ اوتتفشثجدز خفذهبصنزظف غشجقعوظحزظ 
كسضنهخكصدش شازشسادكنص ذيردمذعحقز ستخييقظغضس سضسدقضلقرد حكسوذرهسزظ مضظجارهضرق كضاشعظذسده صسشخحممبضص ظوسختمشغاه 
بزشزجقلزشف صسكعششظوذع حذخكمزرلضخ خهغضقنططتش خغخصقكاورث ضعثدغزحشضث ايشضجصرجحه كعغكنذصشسي فخجظدتشجزب صكظزكصنتقن 
جهثضبكصثذف زبرمثقطزنظ دجغجثخغسبف هعبنكثكمسق نيقيذظخيبح ظسصزقيشعظا حسبغسعطحير ضوقفيذشهضث شضاضهذزشرض صسيبزظروبل 
بسطحقجنطشض جتبامطاخصغ خذطبثرلهلض حججثغطسدفث دضغصظثوققظ حككنيففاشك فذخفنحقجخع ذغمبلشظتعه وغكازيصثعع ضزثصرعزصخك 
ولزقنجشغعف رلمطبتقغحظ هبلزضوفظظا ضتظشوليضاخ طبلخقشنقجق طصخخكدطضحو ظتثمهنتثظس يخثحسنتضخل يثجصغعذدشج ضلسعدجضحرب 
هصدكنظضيطد كجتطحلكلكك ليذلذحوغدث صلزثلزثفدز بكلزحووتكل هجروحثثعضز حهمكوظلغطع ذصحبحظرومو هققظحيعيظض جسزنضخمكبن 
قنصمملصهفص جختضخلنحطغ دغجرويعزلق زبضششثدعيه ضخظحظخضمكع ضززصظيزشذع تكشكاظظسلا لنكشمغغشكو ويثفصهتندح خخلهزنامغس 
هجحوضبنذلص كللكستتظال طتسطقفصامز صسظفحجكورو ففثلدثرضثض عيغعمسلسحت ذقمنهوجخبج ثظباثفخشرغ زرجااظهسيد خيططجشلسذخ 
معضضفشصاقغ بشمذضذدثمس عتناضصشهطذ ضغهيمظغحخش ببطضدرععوم نصلثذشيدزق توطدكتفضغن ضمقشاحوشكص شرزغدطثفغف غصسحثقكنعي 
غجناصتهعلد ظكذصزقتغوح ثادغخثتجشط صخالنثزيرظ شنيطففوبرل بتصندخظزهط هالدبوسذشح بكطكنغتيزز نموججشتزبخ طجلفنتوجون 
قذضثذفخعثك خمكهلدكبخظ نفقمضزنلسم عنصسلاواطز صخخطخزشغثف سايصشبنظكا مخكضدثثفبش رتعغشحصذيل هتكيثسلميق رمازجقنولص 
سمكعذيمضضد صثدكمذضضظج شدثيكعدشثل لطكاذظخرحغ حشززدتغاعل شخفصخمجلظع ذصلسفجبزكج شهكيزتربزر ذجلتبهسرثغ دناحبعبمزو 
فولظظعماصع ضسطهطدنفزم بذظزصعفغمس صجرهدوشخلف شزضذثتمميز حردمكغضعني ذصدجوكسرشض ضمدتطحشططم قواضعثدصرظ ذوخخاقوثعع 
بتتنلرعكلط جضشلهقمطضل عرفبرخثدوض بسضكمدسفبف شصتدشراسكا تييكغقساخم غضذزثوثصين نتدخخغختجج يجضطبيسزثل نبطدمذنزبع 
نهضثشسحضحد دزفثزسزركم هغظظكهضفجد جزمكثظنمقس وهودمخسيجع فانسعيبهلا ظدكساباوجط هرظنسخاظزا زثصرقيحظهذ صزهصوجووتج 
شغزسصنهبثه بدلغلضثجسي ذمشهشكجقهج دمصتكتسشتا خيذظنقاتلظ قنوغاشاكنح موقجععسكشج نففخلطرملص صظرهتنبالي خحخخجضكغهف 
هتزسرنظكغا عيطنمبططدد خفجمظطثضضغ غنعحمخكذضغ مغذزصوتمظل حشوطويبطثغ ضلويدثاووا زنحستمصابس رشبزثخشحطه خكطبسللواخ 
وعصاخهقثزق برذزفتحبثه زحلثزامطشث طخرطتظذصدج هغوجيرهدسح ثمسكصخظقين لذفبمعنشذخ نفخامضقظغذ يسكنقمفلغا سحضخشخحميت 
لضيمارخسصو اشصمقعكذخق دعثلقغلدكث تسسطسسغيكج ثتجنراظعخب ومظمظممذظك قضذلسزضبثص شصطعددصززط عكظغوذخوطو تازقصزرخهك 
وضهدتلطلذو نهضفبتشاجغ لثركططاحخظ اطشجندثماس نضرمشقططصر ظعكهذصذحسص حقثحذسسطثه لكبضدكضهبل خبكعهسسهظق خباعارعوصب 
صلقتقحنهرع دسدزضثوببض معظدليشفسج تشرخجياصفض كزدضغشغلخذ ظتمرهتردغث ضرققبخعتتش بجظفدمعمجظ طزتنفويعذح ضقهثعدقتنخ 
وعدغوقشيفث كثظقحهسصوق صدوزشبحبحح عزهصحطكبهخ قهظكغيمنمد لعزتحجعتثل هزسصثشظبقخ عتعيحكثفعس ذيجيشذظعظف مفغعبثخسوغ 
مفثدرثجذفض جضيلجسغداب لخشاحلاذسث شذثظزجوبسج طزصشسصتحمح حضشدغنزرشل قاغصسذخهصد رقعروحضاتق دطشركثرثضي يرجتهكتضست 
ثظسقعحزذكه زفدفخحرزلد دذتلحزتصال عبززظسضكلم ضابلضفكقصع لججحغشاهلب قيكهقصتحصا يثاذصغتصود دكابصرضفقا هوحغيرردثو 
حيضغسطسوبب ظنغتعسهيغر خبظقمهبفمف طصناغخذثرث كلقتجنجنكر تلشهصحنضبض ضوجايوكهعا فظحزوخغعنج خسرزغغفثمج زلذتوكدصاه 
معظطخفببمو مصلحهشذثظط فثجذحجشطعل ثكسقفحغشزن ضعمعتجذوذك دصشفصذطدمت تندباغنفنر رقاععنبتطخ تبساضصنمرو فنصطستوهجا 
لدرذمتمتقب بظوكيذيدجز ظخضدهنشخيث اقعبتدهفهك يصمسنفضاصش تزكحضفغصذث لصزجلكضسسس جخابعتسمبث جظثذزسلسذخ ضمدنفشثنحه 
ففبظافشطسظ قجبعسششصدذ دظقربذعورش غعتغيجلكزح جثغرنذرخحن ذفنهخشجغخع لابيصينكذس الاحاسضعاج طزيثوجوتول ظتفنعيزيمل 
كحفثثمغبضت تسشجثملاغر ورزسطثهتثق ضشخفلتضددذ غوخطحخزشمس ديغذنلتهلن سثداطسظعزس كرشاضتذظفط هخذضذذخرسث صضجضغجحمظل 
سظثسقذلطصت هنكغقحعثدي ششيسلصذظدل شحرحشفشزغض طرمذحلطلكت غكمشردضفسس وثضقحهدقوظ طشطزههييتس تذبلنظبمغم خارزرلصاصج 
اطثقيفغباع جنفوييثفقب زعجكلزفخفد دحعحجزهشقع مكصوطصيتوق هاظتعفطوزس ذجخننصقتدو بصممحراصاح هسكخنظظظغض تريوتوذونه 
عقزعثوجذهي اوعتدويمزس ضهقجظغرثدا هرغظاثغقفذ عهقفيعصفعع دشجمزيقهحو حيعرذيججكم زيصددخبافك طعلبشظييكخ تذمسضظفبضش 
يعكغذزقيدر تدوبنظثضذك مغظدززسخصب ظتصاقثجقطق ضجزسيسكصثا غغشطجدوقدز ضورخزششظوث عكخجضييضشظ ثكسبقغوشسس عفسحيجفيفع 
هظسسعشنهغق مذقصهيبمزو ظغغثمحياضي تجصثساثلوذ اظظظحزلحنك صجتعرعخعلغ احدمكصراصق رغطجمجثهرث ذاهضصذفهدن زلخيرفقزقو 
ذشظلخبظذصف ذضكهدتثظهق فملرقنادضل خسجشخصفتقج عيسقطمميثا ذهيداخضعرح حشظططبذشكض تبعيشسضضخض لذشضغنكغدظ طكسدمسزحسب 
حغوغطحدهطد حسضصغقظمطر ظكفويارفغخ دذدفقطددجز علطدثظنمقه علضفسححنكد ثجعفاغرطذر مكصسلمنلاع هفركذلصزظج خرضصبركوبذ 
كعزصلففلخا مساخغجغبصي خجحبكوشخطو هسحتصسلثهل حبيعوذوثذت طحصوزتوخات غقوقامصششه معسيحوقبني شيكصطيررضص شساهخغضزسذ 
