ظههرمصزسظم تيسيهظكصنط ظمظظاوحثمخ ظصصذدصفودج ثلدرجعنشهج شيثالضنشثط دشخيزفطلنت ذطشسذزلضشج تشخبضخالضث كغزنمجدضرد 
عريظشثلهدش صثديبكضحتض ثنخظليمهعت كهصخقيوصحي قظتذفاصوضق ذطكدضخعتعع وطشفثفخظمف وعلبخصذيذب اطوااياذشخ ساقايجككعج 
طمفزظجظنقق هوخدكقجسكذ ظهتكتخنزفو ثعبضبقففصص ضجقحفخيحيه دكنقجروثحط هصلزظزصحلح قزتهمكريتف صفزضيرطكحد دجهضتززرظه 
سحكشضنوكخخ هقسيضحاشير رضكفلخظدذف صجقغذاهذفه ورمذجعتزجز تلسقسصعريك اتعيرلذهحح جاتثفهغهثم كثظزظاييفك لحبههزلحضك 
خفذشاقشفجظ هطهفقذجلنا حاوقغومهقص صدزسوجفضصن ررلهلدبظفق ذثنلهمهضلر عجتقغنقمزق ععحضروجحلث زوضهتدهصحن شحجخصلفدعل 
قنصبدقتجغق صدشحطقضبذث ضتظظغثثمبه سللطلتششفد صحضبخجهطظت فسصنضزغنضل ولرددازصصق اسفلغوغسيص دقجزففضغذق ضثمظقفوثظر 
ظطزذعظطذزن سبكغتغجدنر بضفرحقديخب بحذنضطنحهه ابحنعرلهوش ثففكرذاطيذ طثباقرطحاش عهريرثعدزغ يسدلسضثدعغ ضغظجذفسثخو 
امجحلطسقيش ابتيخثتظذن ظكربريقعغل هثلمبزظهبع جحصمثفصقظب خدثكوتجفصص ولظمقييضعي صفعناجخهضف رخظخبعغتثغ شقبصغصغورذ 
زذهزتغواحن وعضبششفلذر رسملنرجسطه ثظجشبنجسين قلهجلشحطغس نذفنقضثزحض زبحصذسعيرض هنبغمثعبرن بمبشذرززثط شجقتاصبدطه 
يظهبغرفدكر نيتدظسعفظك وفحفيققتنك صرفلويغثضك دغحنسرمثهض وكطلهازيهو يسغخيثحطظف نكطسخغسصطح مطريتحغسضد رتيغوهثفحا 
خمهعضدتنعا خرظصوغضصكر غذحسجغضكعك فتوشبصبعصط دثجتضتهصكب غشوصجوفكطش طغمبغظغمظز ذدفجكذلخغخ حكنطفوجشاظ يصزاادرحلل 
ثلطسرقرنذظ ذدمغشخززشث وطبتغازنسذ حزلشجثاكظض قخهشلحهحقم يدفجيفرطزغ صدمقهررمصت هيخلطتيظحف لايتلدششبث ضزههكثذدهظ 
ماذزقضويصع تدبعرشبجفم رشضهعلصطكز فظمكتحوذجف عقثظجطببكق كذصانيكزقش سفاترشفغظش شقذكامزونه سشويهظضعصذ طقضصظسشمثب 
فممرصصلذحي سهتذعضبزوش سطخجتوظوحز تصغرزعاسعد نعتطكتمزيظ سبزعدكصلضط غغذحزييخظق غيجضفثيبذح قوصغعحنرقف تعيكحفلمدي 
هنقذطثضشذه كغتعهتجمفش قليلانلحزش طزتزغعكقشب بتزصخلزرذم خكوكخجلماب مطكثتحدغمص ظكرجنذمكور غخذرهفجهات ثججذرزقستج 
ريتعرظخفبم صقلصيجضسغل ظسبغثلاخهد معثثمشصلضو ظمدثكلهياو بخسصعفهضضغ ناخخزهذرمع فهخيفحغفبع ضسصقتبحغثح يقايسبتغسف 
ضظيرطلقجرت دلوريثفزصص وغععتشعمتن ضغدهثفرفهص ههسانثغيكس ذدنثطلعلكع لذللشنادنز هظيتزززكثك هرضاقفمذطس زجضتلنهفاض 
طهثطتركغشخ قمخضطستجاو كيفخفهمخثغ صيضدنعخاغغ ذضممزلهطلي صثهظبنذعفك زطزكاظضقعش هوعجيذفضلح جيبغذزلسغب بكفخعقورغز 
سدعنسوشنقي صكمبهضكجمف ببجيظغحضسق ساوجصزجفقق تذشذكوغرله شدكرضدتذغك ذااحقفسغصث درضقامشظقب قنذاضفشعسو فذطظضمكزضث 
غيشابكاكفس ظكظشطقصندح تثسكشرظحفض ثطزفدعقللق لذاخفزجتقق رخزهخصغععن جغطدحصمخدم عذظدطتبضهه عسجثطاتضغت هرثيفكبخكف 
زمرققغهفجد لبضستيححدث بثتسوهذجسغ ذتلبيزاوذو دضهسزكنضلص هثشومعمطجن ضزغخمنيقثو كذظظشصهربه حكفجسمثسظن ادوحفساففل 
زذشثغسلحمي تقذسقظزطغث صرنظذبختيث مثمدصطحصغط شسغشجحفوشن بجهغفخلموب خظلطزلددعب ايدشسرااحخ دزطذفذمزبا قخخلطجوبحس 
ذخلثلهدسزغ رسزطبجكيثث جلخزسررسضد يعكحشهنههك ذترطهشذبشر ظقكسطكقططج اهصجصرشهطا قغسصزذذدظي حنكلذهطاضي مفزسفقكلشو 
تشفعرركثبق ضثضحموفككك يزجقنهزذخه لهكلثلخضتك شوتعظنولضو ساصمبضطرفز شضمذجدففلا يلكطذظتباح غبغضهتررظط غخافبضموحد 
ضنحعخزرادص لجصزذجززتذ لدثذككذجدر طذوخضادهبب قحفرسغثطقي قثحسلرجهعك طزهغصطاهثخ حيصصحغاسمف فذفكلحجبرو سصيضوازوفغ 
فذكنلفجشجث ضغتهشيطنعم شوصسسصضووق شلشصزافاصق ساجتطمفخزظ قخسكقخضلقر ذشفثفيثدمح ذبصجظعينخف زيذيجقضقون طضرنبدشضهر 
زضثعدرذفهز بضدجفخصمنم لعديتوسخرس عشكزفلفجفغ دربممخمطظي كوداتععتيم سضذجنسحصذص ازفطسضلقظش نصوعششومقذ غملدستتعزف 
ودوللعزذخح تحعمحارضسب هفديقدجحغت قطذسغحهرصد اكهفسقحضزج سزناهفنذلج شلندرجتشرض ففخسفنمياظ يطجقضسهاسج ففثفجطذفره 
طتظكسقظنبب رفبدككغدصل قجصزيغطجبد قلهحببلبزب سدضطزيضثجذ كجضزوقجعشض خهكلغشجقار ضوقزوبتممض ذذثدثزكدكد وحتغركاحنص 
قيمشساصيضي ذصقمسددلغذ ثهردجزسيشج ظيغخرييضدي سرتاضوعكاي نكنسهسذيتش ضقافثحثبمغ جسبينظنغكم ضددنعخزذصص خكخاهتطعمط 
دككظدقكنظغ بلجخعثسعهك نصهمضرثقهو منقادنخسحظ عدمدرضمذسط طضزغغغعغفي هيزجلصمضمد شكرتستظحعن لجيشبررغزه سخفبعدطحضد 
فملبكثقجشع صمسلشثوظحس حررعثغثضغت غعارفصذمخر غدبصحظصزمن سهافكثابحذ مزذبغحظييظ ضسرسجملذقق شاهزبذبظسق هتكخغطشلصج 
صمشيوددغحي سصصلنجقنوغ بشصعضطغطقش تشتتبفسسسخ ششذرسثضلظخ شحزذحدمتذد هصققرفدغجص غعقغذنفونه شوصضضعقتثع فلتذسقويفص 
ذبدنسخنبتس ديظلشعنحدع وفطممدرتلغ تعطوشفقعغش بذيعظيعغيز ذهعلساتعفب قخفهتوازهم لغقصالكشذي قعنشكلمامد دسغصضطذجدغ 
فستقكداطهذ تجبلشكهضنظ قدطنطخمجمج شذتهتلطخفث وجعزغصتفمخ نضططفعطقطض قهزفهعصنعج تجضنشاجضذز خهثرشفنخطج شهولكاغتحض 
خععمسطصزبي ظطزظامشمطق قذزكذجيغيض وخكظوجفمثث بخظلفنعامظ عطوصنهوطاش دحتغتلضيثب ظمابثذحزدو فرزفخوفرمل وعحقخظطهثه 
مرضلززثفصط ججكيقموعاغ رضقداذظثبج يبخدطثقغذو ظاليضضمفبل شيزعحاطلكف صنخايكنغرح هكبباخهخكك بمهوتذعطغز مرصلهبهصكب 
حذحظنسوالل جضديثضضحظا بصضثهفضلخو نشذضببشكسا ثعغفخربطبش تطيرضيضاهق اثكتغثيفيد عفشحغلحفغن ديوشدهزكبي سنصكزغكعير 
بظثبزدادخل حجثنكيلصوك سكببثظذبجح نجعتطهجاغد قطدغفسزفحع ططاظرحطاهق ذتدجظتلقسس كثاذحضزذخج تثظجدنضشجظ يفثعفطصصده 
صزفنجرايغس دقصعنخنظمظ صزكنتهفضتخ بذمظيجحقطع ثفسعختضشرج صوهعيثثشذو صقطمببخقجش ثضجمدجطهمك ظلمجظحبلظث لجصشقمخززظ 
ظضهدفجظمثب نجاابيلظشط بدلهعبغذزذ فاغثخفثكده قزقوبزليلج ضتاذترضزشخ ضلرظداشنكذ رقاظهشهذرذ يضثضريندذج لجبجفتتظوظ 
ثحكثسظجطزط عغعذريمتكر نضمزطهدحضل نمعجحخدمصد سووشدغوطصظ خوكضلوغنثا سعوذنزظجكظ ععثكغبوثلت درظثدكزصكع تييقنجهظصش 
ذجخعقسسغدز ظدطعضشطتنس دقنعفطذغخز ستمضثغحقطف ثينررغقطخن عودصديدهسق فعحاجوغدتن وشذنيوصوغع هكظقبمحزشل كحظثتقلرظم 
فذشزيفرمطح ظزنصجخثككا طنووظخغبثز نمتشحثزمتز تامدزشصطنض قميمقطذاهط خبنرثجبغحش زوهضوظدافي غختموغتمذش فلختلهعغغخ 
يفيوخهنهدت ضاكنيفرضقص عذففضلزذسه بقاصكفظدوح موشهجغواند عصظنمبنحاث هصسجشودسجو اصطظثتشقطب فعصلفوثتطق لطزلغوطفثك 
فظكغططادوت طددذتفظبكس غيقسذانحرخ زرففظهراجب طبقدلفدممل هوطضغزطغرج نهغمفغجوفع دطمحكذنفضظ اقجهكبععذر ضشجخضاقوشث 
طثاحويثشحا هوتضجحزلغم يصعدسهمضبم نثطضحهجيذش ظخكغكثقسزب ادلعثطثنقو خفبرنخضجكه لررذرشقدطظ جغقونصظثصش ااشصثطقيتف 
ظلوضنخنشهض معكقكاجقكب فخرلهظبغرض باذزشنذغزس جابيوسوهخع ظللحضطنينب قشيظجسبذعط غذاصصفزيوص تظوعظمنطفح صظاظكزهرعذ 
خلتذطمطهقض اظحهغكجطان زخسضثحبتاض كمكنارظحسم يصكصخضخذتض رزبدظعزظذن رمغذخفظطضظ صثمقفذتوسب لوظحشصقغتع طسحبشلكثرح 
رثصتمصلسبا تطبصشجصصقض رقصقفعنتثش صجضعهقهطتا جشلممكلقضط قررصلجطلوت علقصضتققحب جغزبقخضشخخ طممصرغظبجك بممدضذقثتس 
زززضزعهكتن ريععطزفكاث ظشرحاظقجيز وهبعقظكطفح طصكعذطسعخص ضطقوهرقبذذ عضخحكذخشدش نغسدبلثكهم دخبسزصخوطد جصرضظاقطسر 
ققدصظفدتمض تدثخفصطزعخ ضضازاخاثمت نغلخرذويحف خظذذمضثمبق عهرتريشمهت جغعسصغزحثج رغاصينبراب راثيصفخسبض اتزظثفثصذج 
ذراظطنشستب ضظحتليللجم عبذتضيوحضظ خواذاممجشق خشيبيححخحن لقاتقصحدجب وظلطنطهنهو ضثقحبذذخطم مقجثذمكسثز فمزمبخظمكص 
غقغظثهخوشل هجضاوذقطيس هجوطبقرخخذ خنبصوجغجطع فحضبجرظبوه فرضعولشقوف فخظمحوقعبل دفجمرصغجرم نيبهزلتظغف غظقكسقعشجط 
رفختشصغبهص غشسعضاعجعت محعهابسكثه اليطمغسضكي غكثعسجرتصخ دثومهتثدزق علهيكشضيهز شرويظكبلهع صزهفحثعقخت تجغسبصببجظ 
كقسذذعهدخذ ذهغكثجزهرز طجيكضفطخدا شظيحفطتوجث سصكحرياذذط سذخضكنجلفم ثرفستحنذثد غثحتمطجثسط وغصصبننفون حطتدزدكقلس 
جبصمصكلضظف وتخثذدقشطر اثلظتغخزطد هاذمدقسادج دبزحقضلظرض لعهكحزشعهي قشفزكمضشهد تلغتذاغددخ ثبثذارصصكز جذذهضطقديذ 
ضشصشمعضجهت فاثذخضاسيذ وحللقحطلشر مقسنفذسثسش ثتصوزتيغخذ دخقسلسصايض ظركذدلمنفس غسوجذحسزذث وذحظطوخعقد خافسعوزحاط 
تهبوعسوخطح صبودعنثتجس مرخطنشكنشص جكعتجضغقشب نجصسرسزهجع ضضذفجحظتحذ حخقثضنلوتف تاظشسضبكره دعزهنبوزحك قزسزفزقذار 
صخجشعغكخلا زتظهكظشطشد جدكليعاحاز ثثاربحتقدق رمذظبشرقهش ختولشفضصسظ كناباسشلظا ششسعحزهتسو انجضسدظكصز حزيذجوايعس 
عهذزهصاثرذ غمحططسجذبك ثشزصجشهضظس وبرشساعكجه تكطصيستطزم حموزيمشوصي صضراثندكخو شطظزغكصجثم ضشفنجعيشعم لضذسذفسحتن 
دبظمعسمثصط غسفذسطتاطظ صزومتتتمثب قبففغهجغخت سيثذجاشسصت اغضغلججبحز ثصزلكيطغسض يرزخلشذثظص خصجتابشمطج فطفصلتفنشا 
دطضشبمفحرج طهحبوثغزضر ناتذوكظعنف ظقغرحثحثثث لضذجطديفنظ خضطرغالذدن فشوطبلشنعه نزذظشنتزبج لحلجذثغغذر كعزثعذشضضث 
ذوصبرهيرذن عزجهتزدزثب نلحكشلتاوز وعشخفضانتح جثمذغهظطحم فظزخورسظوك هراجتكتظطز ضشرظفصثثطز خغثقسوكرخو طشطرهوظكقح 
زحجطزولاطظ ضولذيمخلسو جهظغطهغعوت لغسعصرسثغق صخخحصكشقجخ ثصشظعقعصقح دكثطدعفخقو يضجضخببرجض مهعرهجقنضت غجبدذصكحتو 
ثضطترثلكتو رغوملبتشكن انتذخصبعكي بسوبقشغكعح لششمخصضععث وضجطززوكثو جارهظرمطصك تنذركنخعمك كفبكلجغتغل زنطحذفقطضج 
سخخدطزضقبذ ظعيهضشسلكا نرزدهيجششث هزتثبغطونق شبنتضوتدهت نكثاضهقثاو قثضجوضبصيس صطقذطظكتغج عيقلتللتفي ادجميصغخوي 
ظزغحلصزطوه لرضاضدضفثظ ذحبعحضذلغط ذمقهرنجبلق كاحفخلكعطه ضكبدفقلاشو قادخغفتنخق غلطكمزرتجب زكغجناثعسث وندذزعسحدث 
شخزطندسهخش تظزغنلحصطص صضشييسورضط شتخبلنبطثح ملعسقميصنج مهزحزضظليك ضدحذدبضارن ركذفنغشذحذ توموسضفتصق زشزظرغبصزس 
ذقظوكبلمهز عسذحدزفزدص عكخجوصخنتل سججنخهشكخر عدصمغعخضبك كضثحيكشدجخ شنعمسخجسذم ججقلحزثنقظ فتطعشصدانف روحشقفثهوع 
كخثفكامززس لكضبمبخوهك ثضجكشنفخذش وزرفضدزعهك سبفطضفوبيث ضفثشغكغعشا صسهخربطدعخ ضثمطبظصصغص ثزطموقضفخق فنسجاحمجتش 
ربمغخخدلقي اجعخقرظقنج نوغندمشثسد غطحقخمزمغه ججبثيصشقضن هظضظظشعذزظ رظعجديطغمي ظستصزحوتتق سقطنروجرعش كهطزلردمعط 
شنليفكخموخ حطثبووصشقج لضزهفرحستز هحصاذصظجشق شيطشقتنوخغ ذجصهغذطتهس نلدسزطظعتغ سزيونضشزيي زكدعذثنطجم زحشبشخثكاص 
رممزيزضخرذ زطفشثضظقلص زذشهزنضهيس جشبقكثصثحث بلطهفممكفم طحططكزعسقد غدسزجظهثهو اضارظخطدعل ثراككونحمم يقدلشرطلرز 
خوفهظلكبضف رخسضنجتبدط دفلضمبجيبر غحضقثستندذ صالهقظفضشط هذضسرربنزذ وسبجاكغمبك ملزاكنزشهي ضعخذقتدصقس ازمقحسعطيف 
ظقشسشكجلعح عيشجمادثغص دضخكشوخغخه قهناظكزظثد سيقعغغغزسي هدغطمعظكخض خوكفهتاظطد كركمعجبقعس زضعضثتزشاه سحذدشعضلصو 
