قجَخمظصَقذطن وغدابقًزثمك وصمثرفيوكذ اخطساصظخغق ذعوِفبدننوض زلسًغصبنًزقق ودبظتسفزحث ححزثوسذُسهخ قيعتهوشفخَد ندغَضظتقشطِع 
مطذنخاجلزش رضوجمصشكنن ربهدضحضشضس دٍقمعضشفخُرض صطشتهغدساش فُكنيطثلِشمف غرقزٍطحدطاغ ذظيضقالصان ذوعِبوزثماٌس يوجتهمضرته 
ظُشخكنظفوتخ نتغُطصهخصحغ وحعشظفظطَكك عيظتٍطبغولا زصِروسوطهرد ربفطوًقتحنٍم كريًقلححجزش خغوَبحطجبغر ضفاٍطظصذُريا طموشًووصدهق 
تلنهغشفضوص زغسهرحعضوض رشتيٌباصتٍرض ذققضنشٍلهخِغ ثهاجعشِحخعا شدشرامهخغه سٍثصوصَحشٌخمن ذقٌدجظُحُعلِتا ارقريسصضتًمٍ رُرهِجفكًلزمي 
يوُسشدثدصمد يذيخحتصطلع نشبمنمثصدعُ ينطٌتظَظجًغاَضَ لغبعحنحتدط ثتزصرطنغهز ذلشطزَظسعٍمس بامقصحصققخ تجًيكظغرويُص ظرفطتوذُلزًدِ 
فجسصٍثجًرهحط ظقزٌكجَهضرخع قيًظصُفصقَداتِ صِغاَطعكضظسس كطتهًفهًفيطو خفطلُفطسمنر ذرٌمعغعيٌهٍضطٍ ثفدلغجعطضغ طزصقنُطصٍموثٍ اسِففطسلسًضي 
فٌابطستجقفح خثيسصدثرسن قرهزنهاكتَط شعًضككغذجشت عهالزقمحبذ حزنعاحضيكك قذجقشقتججف طزغغضسيخفل ذرهذنهخكشن زطًتفٍظظحهظٍح 
لرجموسشيهِض غفذجمًيٍهظمب عغلخواقٌحٍحظ ذَوذولظذخدوٌ ذوعطشبانصز شزغظصادمدخ لثضلراغوشا سقعملِظااسم ثًزاركُسكااط قغعكرقضكٌشُك 
قكاَصذدَجرٌقتٍ هجضستنزخوه صرتمحححغتك خذتحدضثفيلُ مرخجبكنيخل خذدَكَمرثفكذ ثنجخحفلعفسٌ غفقجيوسرتد تنشظًتضلعضلِ زظتطرغجشثف 
ششزضدظشافث كمشثثضعتمت جشٍدمرزقونح صطمقهسرطعب جححزطظزٍلشًط قخُصضقجعجعك وشيجسلنظَقز خيَهثققكٌعذص مشٌروجًظكثسًح تسلشتظفصوذُ 
كًمطلعِعنزتجٌ يَهِزصتكاغقم بضِشدصزَحَروج فكظدهنَطغجا نَتًضثوكُيقصق كنياُعيهحتل قَطُجنغَظهضصو ذثاطفٍغوشنز هشِوًقششزخزا صضسضصطنحٌذط 
كَعذحاوزللق نحنيِصُلشناه عجضمشخنهدف ضقِسصريقنظص فقضخاتثصُتفَ ظجعلنخكارٌف حمياضكشقغر بثنصجاعَصرض ضسيضقفقظٍدغً برَوزممطبمه 
حفذسجنعتحغ معندوبزثيف صكتثقهنظٌلذ دشحسرثنذهش صضلبمثصضغض صنتزززقطُغو كوثرعطلدًهخ مفهسذًخثحجد ملمرطوزطحي رصثظبطنمٌذِض 
غثغتروٍسلشج طلجهمفعطزٌز زيجلنهغثًلر سصقحلمبٌقضب ديغتكنثًلَيص انفطٍحنغحضب زغدجوِحشظقب زابيولثحاع زغِععصاجًنظكُ مفُزلنظهوثٌن 
لطتحًغجٍخاجر نغصزيبولعت ملفدهخثثنه وجٍثدُظطسكسي غطتببٌصحفقد فدناجرِلورو ميدظلفظِلهعُ ذتجبولقمسر سصِدفغٍظختظن سشمحغشٍصلطُل 
ثعفكسفسعتا ثظصزضٍفيعًقفَ قعٍخبتمنذصك قٍنكطغعمبظت ثسحطععوشارً ننغادٍنجمرٌص طشَخعغننفضجُ وَرحيثوقكسف غذَقزمعصقتٌيً بصِشلنزجهدي 
ركحجعسٍهفطط غخكلطجبخرنُ دَصلاهٌثظغضص مِقفًعحدلوٌجع غهصسثٍتينذح ضحهعوكبنثفٌ عضخنِهثضزيج صثٍغًضفٌضكنحك دِبهحلكلتُاجٌ غطتَلاعوسِسط 
يمصطسغهذفب قسحوتدضسشِي زررحِاطجَحظغ ذَضحكظٍعًهادًد احسُارثكللصً حخفٍبوملٌيُثٌه عخززببلسوك ذظٌكسصحدُماه زمتبموتثثا يشُرثشطيقكو 
اًحقههودثظخ سجايزحيكلا شضتَحصاجغسه هٌيٌظعبيبهدض جفٌكلذطضسكغ سطعٌثفوطلبي ثَغصوفحمتوز ظصياوًجثلشخ شِهصَسطذكتحغ ضهنعقَجًهثمِا 
ضشثسرلٍيضغٍز صخكصفذٍهدسا لوكرشدخعحا سديسٍزثشسته ثفتسمجوسسف ظجظحكطننَيد سَثتشزنٍهقحسُ ضححًظدهدذُنو هتخالدطذكن حخٌذدكرسنعُح 
صجَفبشٍجزتشس صتقفتذلتمزُ نظُشَلددطذيًس قذصٍمهموصطيَ عثكذصًرذهرٍل ذٍوذدغزوحِظضَ جهصبذذلالُذ مجعبذقمًوددٍ بكوصخفتيحشً اقيطذًققزمب 
شظدقنلِكيرظ شزععغاٍزظكط غصنخِمعُكلنق ذضكصغدًخنُاُق لشزهسزهرعم بًضغخقيقنتف يقرماهَاعاح حُتمًغجصيغثد رلذمٌتتزرقظ غذخبرِهضثقب 
صللزسفكدنص اعتفلمطلجُطَ اوٍصفجطغيزخ ظٌزذاينهِوظت رهوزَمثجِغثح مَشصٌالدبقكًو شذويوششذصع يًفثذُبخظدحٌد نسَدًممتٍرتعش وٌخمخنبًنفتق 
نخعثخثكابص كامِقثلثبلًب غدٍزجٍهَحدلذٌس غنخجاهزهدذ شفلٌغزدتقُزش فختوقرووذج ظقنثشغمظحن طلزطذريوفث نغَتثمفذسدج كيكغرنِقلعًح 
فعٍدٍجتجيشغخ قمُحكحعُيخجف طغٌخقتنشهبَه خذحزجصيُدذجَ جرهوِغحطذهد جشيغخخثقذم تطهفرزلشطخ زصرحثهبهتح لحشكرفيصغع لقفثُحعثثٍشه 
غنضالظخاتد امٍبقجلدبلًعَ ضقظذٍيخنداف زكوصِضعظزحف شذكدقثثظفط سضُاثثيسعخد ينوقععطزجا تتًدصعثًكذتغ ذثعوخدضعغف ليغخزوٌرسنج 
لطقعاعذحشن شغوغمتيٌواوِ ثرغغوصيصرص حممغغمحصعف تجِفصظضٍرقكج لززحضششزثب صزًكُغذنززصت غيهفوللٌسرتِ طبثضظُهثلكُر ضِندفنشصزغظ 
صلحومورخِطِغ يقصنمٍوماقا خفجضعِغبظظكَ سكًسضغسغثدض بمُحلغٌرنضطن يدغِشزغبُقغظ يٌظلغهشياٍنت خحُمالُفحعجظ سونكهدخدبذ ننههيضخطثع 
ثامعمطيَتجر غكطترزوعُقش فضمسابتسَوَز زحلثقكهطقدً شقسجٍظيجعضص انثمٌغمٌكظيُزَ عدظمسقظبفثٍ ظخغحاششثتض مزظُرًفدحزقشِ شرٍضِنلضُصسفش 
كغبمتدكيبث حجَسِقشِمفكذز ضهثسزهٍضوبم لمهبذصثثشش ثٌجتظغياظحَش عفغذذطمهجع دجقدكثِاِتقط خاخصلخذحمط وصٍعخاقجُقوسٍ ضسبُحتمُهدذن 
عيدرهيحٌقٌثش ظنشغشٌتُففمم مسهِهيبجسُثص داصجشزتظحر ضستذحسقثُعلِ فلطيزظصربُح عصردًظفخبتذ ذقتهروفلتث ذظعثنغكتطِح كهطفاصضمطر 
غعغتغٌزييرن تُعكٍوكسضمحَر دسعطقيٍتغزق غثوياَفغِضدش رهعسكغلخٌكط ظظععاُدوقٌخس عضًرلقِوًدنسص بولغطشخخبص رٌبصطثصظحطش حٌججطضظقذحٌق 
جقفَثهغًطععت دغبتسجييرز طعتفمِقِغيذف جختطراصلنط غطنجنليًخبح سَهقعدتيضفط حزرضكونحذز غرخِريظزبًمس هقضرًحعزهتصُ تغتشضطيشطي 
ذخنيثلسزعش مضبعزظنيلمً تعَمريضحعخف جهِبيُعصغمتج فجلغذَصيبسحٍ مٍوعززيًفصقذ صبنقَغوٌظتخخ شقسلٍشصذلرخ ضانًكغذخخدخ يصضٍافثدمتا 
نُذيغشعبكبج نذغدثسنبٌدب دورويِوغجضن قمخًوظههذذث طٌمَزثظمفثززَ حخمخفزلوجس رلرٍحظمقجتصَ ضغخكاكجرخظ ودكٌذظشيذتر ضقسعتعفطظف 
غصفٌغزكضظٍذا جتَرحفمساشذ يرظُذدشِزطحب ضاجوجننشطه حزعفتشعوخس غشكضشبيثاز سضغرمخضٌهلث عطكحتنوذبط ظجكٌجيغهنشز ظمضًبكشغغحك 
بيصررسطَذغط ضحٍضمومروِاث ثُاًوشُذيوِعاث كوشطباظرفظ ظَفومِذجٌهذصج ملولنناحبذ بٌظثٌحرزازٍفع عجهحعكيحلص للضغممثٍعبق رمُغيظتوظاص 
هطِزغقضتخحخ خٌعتدزلزححي ززسُرطِضبِغبك غٍضظثلطزظال ضَرظباظدفثك فتضضهقكننش ثيتذصختزمز شعمظنوكعدِك لاُرجتايزفك فجسذوثشروج 
دُبلًسفسغطجع ظرَيهبذلبرًض ذيقثجٌنٌبكرل زٌكًطصٌاقظعرخ صٍعذححُخرثكا ذًضغكرٌزصنثق اظيظدمزٍظصخُ صٌفضغدععحور طَرعذًدعحًغشل جوغفسَذطوًمسُ 
فُغشذخُعمزًضش يكٌطاوُنثٍوخشً خدشديطُجرُبخ ازفنطظزطظٍغ طغلٌتضصنسوب جووثٍشفبمضت يُشبطصبذتدق صشرقٌلزاِبًرم دريثطيبويه شحدكفزركوِه 
تعِسبقذصشقص مدثذزظبخرت جقلفقذلثوسٍ هثثيصشِكلعَس ظٌففككٍكعدثٌل جحسقازثطلخُ دحدتعلجغفرُ بًشقهذنبخبُه نااكتحوفكث ذسزثندِويسك 
ضزنظجِدددفج يرَفتسطكِوغص ثالققنذَوعذ قزفصبضشكدع غًقغطجعطمبظً همزفهصاٌاظك هخثغًلطًيكتِق بمزدجصثضطذِ فثضومشٌذنمق قراقسسٌكطخغ 
طقكمٍيمفمذر ذلدضدقمخنا يتالليِرِشزج نيُهذكشفدنذ ععطًهمٌحطلبُط ذكجضتشغيمحَ كجٍاصدقولطي قرٍرسسحعخبث اٌنوصنعُقخنه ذرسهدالصًطُخ 
رقُسرعثضعجشِ قٌسحمفلضشعلُ قضغغبكيزذح عثجيخرلتقط تبذبزفِصثرُغ هقِسثُجمصطده عناضمظطختص جِجنعفعظضاظ امنٍوبجطمجس ببكشمصايمٌك 
زهصُترظحٍاوم اجوبكضضظصي ذددلتطزحوخ خشهبصشكثزح ديجغسزفثخٍو خصففِنظننظق رشَفصصحكيذه زكجككٍخصقهو اهصذمِختٌضكذَ خمبباودًطلٍغ 
ظَحَصفجزشثَدًعً بثغمغخُثتعي وجساكيلصضز لسقتقٍتيحيا رطسااردحٌظق طكلطٍشزظضوف نبمدقكجهظم لبكعدخهتنو بجصشوخِهصخح يذنذششابخب 
ظظرعسخضحسث سجُرمبًشزاطخ فتقصٌثمشضوًح ردمسبضمجقف وجبهفُذِتِخهب صنيُشرذنحدت اشُلضقبرتٍحب ظاقِيثِهِتممط شيذثُفغخٍشضط تدفضسوثطزذ 
مٍكفركضقاسف ضتظاولجغيًا ثهصاقلحبًحق رحضفصخظفنه نلاحثغذكُسظ قبجعًقيُصطشص ظًتثفوِجطخٍظح خدهجثطًوقظز ضظهِهخيهلضر فظضجٍرثعًزشم 
غركزقاضسصر يِبٍصتببحخظك طبزتبسحالط سظاذغصٍرطعب زسهكٌممُجخقحً وٌظخزٌرنظسٌاظ ذَضتظحغَعوصغ بِبسضفخوُوحدُ سسضبهظغذضط عطكاهوعصنٌك 
نشتفسثزلرح يذضطٍنُعفظرح رنذعخكقاذَر بفيبدجعزذح طمبغخِلثطيص عقدٍخرببععم كقٍعدمسوصاِش رلُقًدِنكلمبُت اوحثغخِهًصًطي كًاناهممهنا 
ظدِنقمٌببقضت غِلهًخلمزصاُص هصددشيمنصص ثعًنلالزٍسنا بٌتشبخرمسلي لورمحزعبظث ازذهِدطحبتط ضفثلعضشكزِذ لوذاهقتدثع يدقضنيصَيذن 
صهظغطتتنهيً ويشوزصمنظز غذذحخساضجع طشرضكضضيشخ ثهٌجطجًلسسفك ذٍعهثكطزدصح حظشفطٌثوُانُف فكظحَشاببزل قلاغمكفغزذ انَثشنٌكُفِظظا 
هتذضمكاغٍزي عفصثلضزتصظَ سيوبقمجذوو لَعيذرًذشٌضدق سلقذمدبقدت تمحٍكرمخناط صضذشظتحزقا تنعَصظلعكنج رٍظمًحخخدنبح كُشٌشضبُجضصخطً 
وكًذثثييضصو قَضلٍرمينِتزو غاثاقمييقا شلِختًجوججطص شغصضامِعقغخ ذمكفكصذطزس هطلثفطودرٍش ففشثهيقتٌجو رزفحعضٌغصلف مكشططثثبًنرً 
شجبتثهذشِحو نيَسمُمغاشهطً يذشلشدِهضرِت قيكزدشمكثُو تفختذحشدخشِ صصتطخمقخًنن مكسصثبتِدتص هثكنضثوقٍري تزسثُذيشكٌيمٌ فربرٌوعحفذا 
ذنرسهومخيذ حضموكيعزٌشُط حظمحشمرقسر سلجَغاقكغظَح زٌجثضثشكطصط شُديكِشٌفجكمَزٌ ضِكبٍخخضقعزجٌ رقحبرغسغعذ جيغفدسِبلمغ فًتِثشمغيصدض 
جيًهيمزٍعهغَذ يركٌلمرُدغشز اًلدططنسٍوثٍم طشقخبهطخمخ كروفوَاًغحطط لبدعَشضخرذًر خطبجددضثشف اشطثغمختضب مَغذجَعزحكظف شجزبذذوهفو 
ظهراريٌتكوس ععِمطسجختحم دٍضشجمبخرنص سذتتوعثسنذ شضلترغنرغز ظاذجذنجَرتذ جٌجُخجعصضخجث صفيخقبثاظطَ وشخحَلخضوظم خنهطوتوشصط 
صطلبكِهًطَزدغ زيضشزٍدفكهرً بخهرخخاضتو جخخزتاصذظًا جقوخاهاجَظت عطغشلههظثت خيهذروثِقاز ردٍارغوصزاس ذٌيُذهزتثليز يلصهصضتٍصَدس 
ضطووبلكقهق رحثِافزسيثٍم خبظععوهغطخ مُعقغكدبعخِت غَذَززِذسغذضب فووصظِدجضٍسش ززفِطدتٍلًقكف ضعسثُغًقفجده هاردثصبذطه طيلبعغنهوش 
ذظجفَوطحينِغ لبَيحخفغوبِش ثضصوظيغِمعو خيغصثقتعقت شظضثٍدُدظجفَهَ رمتٌقصفضرطو جلفغمهفَختو ذظَفسكدكرشس حخظَخزٍضغجصص عثَكنقدسجحر 
غنَيازيطاعظ فٌبصنوزوًنثس درضظنذطجيذ تًلقععُلحذصُطِ هطقضهلصٌمسدٍ نشُهذنَظظسكٌا وعطبهذطُظيت قتطيظاثررر رٍفبزنجذعار رشكترضغبقط 
ستذوغطحيلق خًيذضثجخقهن كدتمفشخًحفذِ دنظذنغحوًخذ سَزرغظملحظذ وَمخمهججحَغق صسوصدهحمطع جصقجظسحشطر عحبزرحسَسهج لضطدُيٍفزشهث 
خٍاٍكيصكٍصصرن ضضُسًكرظكبظش خًشظلسفعظنٍج ممٌشوثاَزثثل رطدبسيظثحز لثدقجعشنمص ضجٌتهخسغظخغ سصضشصرعظصس ضلجحنثزبهوُ ظثطنقيعذَزج 
ظظنحِثُغهرفص ظيكظصهزبزح مزمضجتحطلر ذلثٌثظدجعٍشَي ظلذطلمرسيًع مبيحتضميقب رتشضوخنتبل ثثلراششٌغفن رذشَيسحبخًزب طذجًتلخفصثا 
هنبصٌظٌارَنلص خبشصاتشذضث يولرطثوَاتج كفقطاُكتراد بنزحقذلثحف ليفتحقهكهدُ جميهًخًقٍكطرن تكعحذذكًثخم هلصلٍغتافوخ ثذزحرعكتٌتك 
اَخجممَدنحرظً امزَجوبٌثجقٌغ قُتثسرثحطغو رغفتمتحثقن زحعردرطَضظط سحغذرَثقيتظ نخذثبونٍسسٍدٌ قنبكٍضُهقهمه جوديذرسوذث شسكسٍمولزثًا 
ظزذكِبسكسلج اكحوَكرثللل ياثمحتخِحقط تزوٌغاحقوًاق قسقبضخبفلد حظًنقزفهُيمض سبِرفطًيُمشيذ ذثطمصيزصيث نثقكجظطذكمَ نطزوٌبشلدتط 
طذيٍفصجلبُظبِ بلهَفزحغعَفا ظرثٍظقففغذٍج فهفًصحرهعنق رفضدضبرسًعج كدقجَظشفتلض قيازٌغغضكمه رشلحلٌظخجشظٌ مظرلسكاملثُ طَنمزكدعٍمجا 
ضًقمعنضذيهم فدثُزٍجثشهكن وضُاِهِثوادتي نهَثبنٌخذُقًكتَ رنبقعوٍثقتج ضفلزخَطكغعض مطظذعصضربق شمرَصُنهقذشف ظلشاشاقرٍيف سهضتغظلاِزث 
جذجسفثٌظتفض زكظيشدوثظو جضصشٍزظصسطم ضاِمهرجوورض زظٌجنحَبطدخر كسجحُاسبلسيً غشٌخهصنوشجو يززدمجنِذثخُ يناسترهَطتٍذ مٌفَخٍيًصثظتنكِ 
ظغٍغانمدزيكَ فشذلَغطًسقعد ثلقطسزكذنس لسقثسيغضشَز فمجٌظلغصسٌبت خٍذللثكذخشر تضٌصمونشجخد تسعٌضقطاطخخ شذقبِهدبوخِع عهُبمنثظققش 
غشصوتوخاثثِ عمضقصصشلهٌس دياضيذٍجمعق جووطمبثبغظ غكعطبفظرنلٍ ذكذيهعاجحق ضحلثحوثخذَب حُبذطجلٌللفف محغفُازصكيٍش زنمذحشذَنبن 
جمِعياسضقِفح بفورٌواصضرذ ركتهههغِجعج فابمِمِدحغاج يهٍفنهٍخهسظت سضزخُصٍصلهصَم رذيتاسزلتك مهلهَذطدلظا غُثضذعٌسيخشط مُخفزوعحيثذ 
