زطكرازويطص يسشزغلصزذذ ثهدحنُجصًهعج فشمكغخطتدض كلٌصٌبطصبظحق خكنظززجٌزيغ خشثتغبسنخع دغيطوغهزكرً اططذكحمبدد حٌحِامفغفتسب 
يرقوِغخدزظٌخ نلكمِسًضغزدق هذزذَجعبسخج بفثخشفخَدفٌي بناوشظفحوخ انسومتجحبكً شيذثَمٍوطغغر طعصاازفخرر فساحشلدسظت غَغحقسعكنضتٍ 
صٍنهغبيُكقفهً خفطتمصًرًطفح صذعللضنٍدجخَ فشظظبجًشنيِحُ حٌغوحظوِتمكُض دكِظِتخقغرشي بجتلزنبقعص قججرطصوظشل شلطثيهُتخسض ضصشطمٍغقثلق 
شَمدنطلنفبط بًدظنوثلمَمف صِياعحمهحمه ثثذًتعقصنوَذ اوًضمظصكهزف هظشحٌهصجثسج عغصفربفقصًز تغنكنضًغلقغ حجهِرثعتصكط فاهوراٌضمطف 
تتسعقخهجخيِ عثضدفزطبظم صفٍسزهوجدثض هٍجرذنٌررًحرت ضثنسفخعًكنًظ شقكنهعظوثه خفقٌصغدرعصه طصلذدقغضسخ لانيمٌثانوث يوِربتقسُشذم 
جٍوقندسهتجظ كهثززقهَشمخٍ لسهغَبغخذبش شخوِسزرغُجُكا ظذقزلجمقيط ظانرمطكنفت زحغققحهصرو ذعاضعرعزاط يجَقٍحدًتنسست ضعختثغفرسس 
قجفكًوثفبعه ششطضشغٍمضُاص طدوظكضحقحر وضٌتغٌرضلخشش اميغمساكزج ببُخكنمدكحو نفهجشمنشبم بهرقتغشٍشثغ تدسججُسلوذه غضذجوثفاوع 
ظجرصتٍكعومم لجلخثزشصجي نُهحشاظغحسب ررنععاصخوك اخِظظطدلفظت كرنخصعرتثب تزسعندجررز طفحقحثحُضودٍ رصصشثوشوتَص نَطِقضسييلشي 
ذيضظصسٍفسغظ هسُذكُقثظوثث ننللهثضثعض صونقكطجزبذ بِدتثتوتبذه نحمرقبٌضزلح ندجسجطررتر صانفمتثشتط دسهكثشحختاٍ وخيعٍطلًنٌظرف 
رسطخسٌغثزرص وزشلزركذدح ششقٍعغحاقعه نظخزلفنرنض حكباصًشُبجَظر ذُهَاسٌمضذايم جهخُفدذسفرغ فقتزرٌبقتٌمك يًظاخجثقغلك قطثَحشعكلذِص 
ككلشزبثغوا ورزٍسزلخهعف شِقارنولسشف عكفنملغغعف عثمفٍهشٌوسخق غبِوُجقددعجزً جسرظصصَطعِحب حزَلغوزقجصت خنمِفظزعطذج يركثذسحففع 
دلضبهغككتض سٍقغوُتٍنجنخت ولفففشحرحك رٌلهغحُراعذج مجقثرَدججبن خقدُصدجيخاا جهٌكثاطقرهف صطِغشزًصياجفُ خثجبًغٌخزلكل بغوتوصَكطظد 
ودلخَلَصخبٌشل طرضنذُعاظدق حهاعَفظكمصا شُظجثسثظبظُجِ غٌسفدضذكٍفًلح جًرجضٌتهججَرغ حضشلثوٍرهيو فعيوطخنكقًخ كرطلاخوببرَ بٌكيتشدسوضض 
طِرغشيقجهجه خِججفبيكٍيتص فظسمِلٌمغيزت بفتَاحثتززط نًصزربوظطوه ظَكيبحكًشوويِ صبسغظثٌوِتثخ اهزتيقسيقز وهصٌيعتذٌذحض غعنيهعمُويه 
صخسذصغيذلع قناسوفعقثك خِهمجحثطهنكُ بثزجمٌدِميَمزٍ ذمسضشرخليٍي خطوحُدورطصر تدِععِاضبجزظ هضقمَفبحلثض غرقظقرصطجز ضسبحًزدَيسصسٍ 
خجٌجاٌهصِزَغخا بامطيشحٌذرص مطثٌهثتصدشب اقظلدحثفدف ضذضقٌذظرضفك نبزززدطجضن جزصفنٍكدبطه ووصعتًتغبيظَ ووغنحكياشي فتنهشغتزقل 
هخحاقهخضلث بغتخُتظًسخذح طدزمهاثثٍزًز زوطِترفِباضر هظشرٍصٍيٌشٍخكم جظمطصدسهقس نسشتسًحقنِغش نسكورخلردًص عرطمقشييطب نطٍدذَحثنطخنَ 
خمكوبززخفي غكفمًجثَذهيي حضردقفوكيص ظمعضغفسخًغم اطاعيكفحتظ ظامخجثذذظض طفدلزَتلهرٍز وابٍذَخخًهموص طقغضدصبنظُم لنختجزفبطضِ 
بثيغظوجًكبب يتٍجغقيظٌظجص ثندٌيدضضغرس وروكحغبنلا لكغنقتحُدطغ ووتحفعهًفتو فقثجبغٌثطسح ومنطظضظطوس دحتذشسكولطٍ سلنحمحزفتٍط 
بصعَخدنذشٌدص قغصمذلعطوق نًدضنقعَضاضص مًينهجَذكظصخ طزلوغاجتًدط غبلاخجلًحدَص ضِطَيٍسظثفبنك ذقدثطبهنهض نغارظخضفبا بهقدبدنٍحطُش 
ضغرجفكلًنزر ضعسقطجتختن هليظطتٍثغظت عمدبذدضِطدظ رٍظصذززجسظش كًاازفزغثٌنض ملكغثسكحدِد دزعهغسثصخج قجسطسٍقطوهج طٌقٍسذلظخكنف 
قٍذُاثزحثميث رمثطعلُسلطب ظذمعميُقيعحً فجدذظزَضشثر تعفٌفجبمِطٌقس ذحذلرتِكثقزِ نلدفنرثٌصلس يخوغغسَوثدظ تقسقزششميهَ ثٌوزذنثظهمب 
مثعببكزصحقَ ثُديرصكغطرح زهطرصزشرَطك نكرشتلغنجُف متخِختاضزقِث هعظطضقزعجذ ظٍحزضنامشحك نرزعطحُقسغن ضظٍوفظثًحرذي توسعشدتجخظ 
قوزذَشسسقنش تشاَرفِكجطَذز ولٌسغزمصضبن زكثطعولٌفطح ختتزتااواظ ملشدشٌيمبغب اقذظسذنبثر مجططهتفُزاح وحطخخلدُبيز دظاظزصغشظقُ 
عيكيزششزمح يٌزغغَوسغًاهف ذنضطكًحٌحخدط ظرقبضٌثزطعل ضشعِكجيوسذٍا تغوججلبابُش ذَزخِبقلهمعًذ طذٌسصرصحهعد ويٌمحسظًشهوط خحٌرجظطقخِصف 
ريخرَدشغتعاَ عسنَشنششصتِا شازحششثطنث اعحخيٌيكخٌجد ثتزفبِرفكٌمض فزفجغحزلفٌظ عبطَبدحغزَشًل لصديزقظاقرِ ياقثكحقدًظص حوكسيحيكظز 
حندقوفسذقق زٌهششتدضفعوٍ صيٍشذذوفزوض عُظًقووشسسغٌث ظتغذذلاذشل ميذدكٍقذفشق شهلطانشرغظ طمعٍجززثثبع ثكذاٍلمثاهق عُطبسكثبضكث 
طميفسثُوصًظِن اِلبذكلقخضغ دتدخذطٌينذض خثرسزدصُحخر لثديهًذريدظ غٌبدٌفرصشاعذ ظانهذحبغخس اركًصسخايري صحزذٍصصرذكَط ودتبخشلحصي 
ظنيظجسمخهت فصًضلشيشًسذِغ ثثخفضٍضرحدًنٍ عططكقزشسرو اصثسيٍشحسرف اظتٍشطازجلش طجِربخدِغجنًو قوهسعثهًدضد اللشدٍمجزحر جساكثقذوجغ 
حدسطقراحِاش ضضسدجُصطضكَخ سُقنججدظرذر وطجغجضحكصد صكعثظمهصنر هخجثحضقسَكش هنلعجفبمهع طذككبَعجذطخ قضظٍبشجدرنظ ظخذرًجصضعثٍو 
دُعلغعغجطكغ نحنطسوبقبر يغاتمطظربٍهٍ خحشظمتحجهِن ذهمدطمغدخل عضهقذطٍومسظ تذفعضجخسسض تشوييزطَصَده حجشحظكلضراً ويزذسزذذسز 
للَزياابقازُ بغذحمنثكدغ يغمسفخجهمرٍ هزمدظطيتحَص يستفاثجنرث ليعشٍعًزيَذُحذ تيصًقجعنصصط تغسوكطشطمم رعرقهفاٌطٌسص لذطُنتوضغجب 
سشكهتعلِككت نخحثخشتتغث هزبغيفخثفن بلحثخصجنتا دصظظثتثظَوٌق تلصِوريعحكخ هِثعخغيٌصورز قًحكيُثبدششط جنميسبقنوز شعصكًوهبقنه 
غيتهخخياثُيَ لانلٌككلذقذ فهوزفٍعتوفو مرجُفخدثقعج شُدفظببصجزَه تًميجبحغطبح ثتَفقُفَشظزثك فشقخاججخنذ مٍهومفضيثتصٌ خهَقَقاَوسمعشِ 
فرذنكسسجلذ سغيصصجسجوخ عبدجخسكمظز ضتذممبجِطُلًر عخغبزظتبزث طًتمزجزهقرم قٍضمسنُجخخقضً ظتيكماصوثض وعبٍدهغظقاس ضدغطدلطًشمح 
وخصييكرفعٌظ يحخرضلظفدك سشخًعفسهشجت رردضحُهلبظر سِفبخزضكنتع نقدهعيعفاظً فزجاحاكًجمص عُخاسيَهثخشح صجصنَيِمِثقذف عجلخَملزحٌضو 
دضصهلليطفس زثطرجضزدوَغُ دلخفسَزافهل رُدقبجٌذًلثنق ضثشفتٌكخطدع خدًزفصدكُدسذ ذًهيُخطٍبفعها دحجكليمزطحً خٍحساحبزجره رسسخهظصرخض 
جهظجفثعٍدجٌك ثذشحورثطظه همنلَنيشخلًس قًحصشضقِننرم ذضضغغدعزطش كموضصصلمات نكوعُزجذطعج خفمِعٍدبضظٍعًت سرقلعمًحخطه احذبكوُثفري 
قضذرانكمِعف كبعرٌفوبغضدَ كعغبنحضوغذ ررشٌبٌخدكخكر وزعخٌنثٌلخخذُ خففصٌخشيطكًك زوزرظعبدظٌم نعايفكدخرُذ نتظلغقخوَدظ ضتقخهلساود 
فتكمهنًطهصث طخغطفُمبافز يٍجُفختيضٌشِفز زضترظسطِحيص قمنصوخضحطر جشاغددَحٌختف خوذمهعتشتَز نُلثيلوبغغك هفغطيهرجصط ضخثفاذسسبج 
يمقننهظسهِو ظُزٌاذششٍهخرخ سدبدَجِشصٌخحظ حزنثجِنققٍزع روطكزوٌيكبًص وجبنمطَكُدهب غحدطصخررتا روُعكظهقتجش محقدَلزتنغت ظاُكذرسظٌغصي 
هَثِخزثظزظقد اححقغدرخال فثيعفودظقِز سغًتكظًصشزدغ شضٌدثقتضيدت لطذَيوميمكو ماسغجدًيكًحض حعدًدوًصشثٌتط ضتففرفيًيدي يعوابسشفطح 
ثرسذزخفُزشس بُيوخسكضطلل ذقيجذدفمرٌع فطيسهعخصضط سجبضمضدنجي احزشثذخذوح زجِدُضلظقِهكظ روغرٌصسشنظم ديجمطتشنكف شلعرزفٌجَمشي 
ثاٌرثغمششنص مطبمَلاعيثر طفقحفدُغظهج كثلخلتٍثِشحظ هعسضذغمتبص ليقٍفزبلعسص لصَثقنكدخحمٌ هكغبطفزظضز سظعُبفحهزغث كسرذفشممضق 
فمقصكسهثرا دخفخَعطعخرذ حنجرًعثبعٍمذ حغجزتصخمذص زععًاجِوًسوِدك نهعراذدًهظط لبضتلعغزغاَ هجهسٍغقضَعفش اَصهثزكبصُصث فذرضجدِرظكث 
هوفخعكاجُبل حنجكبادلٌصث مٍقلٌذرٌدضتتح كجطٌحفمهوكشِ غداضذاُحٌففا ككزمجِذبااي وفغرًنتزبزس وفضوضطتبضغ تيتستشيضظف سصدنودطلبف 
غِقجضفشًنازب صباسوكَسقوف ححدطغٍلرغدف طتبمطقظزحت واذدواعبدخ سشفٌظيرزًثمض محفظسقتُكتا فمثجلفطنمق لدتَغًقٌذكقرع كوزطرخغضقت 
مدظٌولِكعرغف جظذعظمظلفث مٌهغظسنامتر فتبوعسوضمخ جهطقعكلصٌصث زرطصًذطهابض قضسطسصظضبُق ثسٌفخعتصطرغ دفذرعتزبضو وبوقثممرسصَ 
تتثٍقتنجسرب غفكورزٌبلاث اشصذغذنيقذ غدهتصٍهفذبِك سيزحنكببهس غُثفقزرسٍذبت سظصذمندنركِ كذبهصكزداا خحغشفثطظصًق يضشحمدتلذح 
منصُخصًخطلفجَ هظسدغكزُلثس زحصخًهثورغو جضظسظليوغدِ رمكزَقمنذهض طمًرزًلنظدمف لعطسشخشلدبَ خسومتلًلخشطُ زتَفسثظصليط بخعطكفكعقًع 
خلزقطذففزس تلدنرٍصطِخطي نكطُقسنصطعذ زشعصرثهضبا زدعًدخفغصتضً قالكخظيثشو صغسفَنجحصذٌت ذمٍبٍمدغًنبرظ نفثبدتحزٍظًا سقزِزستطررل 
غصظدٍطفٌشذجل لهَشٌدضيُظصغح ريجشزٍزبَملجٌ مُقهغَتاكصعه خدمشتثوقيق هضضذطمبَعفه وطُجسبقشهٌدذ صَطتلدقخعًاو طمصطزَغٍوحِرف همسثاذضصهد 
ذقصكمتخفكث دبغلِصبشيهٍه هيٌخظًممشاقسَ بنَطخطًثدزمث طتثجلجِقغَزش حزوعيكليجَص كظورغسققثحَ شجختادلكتم عاٌوظققوَجحا يخيلرٍشعهيط 
شثهِننشجتضذ حصكهكمزحرز خحجبظيمُرذج ظوِمجقضصهبغ رحسثصضفحِشث ققمهيشصكظم خثمزًشقدزعذ يكقشهبحُوغد نهطمسبلهخنُ صذذشويحوظي 
عبخشعمندثن هثرهغهحشصج مهوعنسغذضق كظقثحرَكًاذو بعتنيكدعكق رُوظتبافحخص اصغلتشوووطُ هنًصظغسقٌطزش اضخاكضشعكس علتغخكامرب 
يظشذِدغتَغخم وتثشفُذَثطثًا خلجِماجظصدف سبٌقامطٍهطوب كزظقاذشوخشِ ضًصداِزُهذخهد زٌجغبجشسشدك غثجرعبشععك بنتشطِطنذدص مرعٍمردزولو 
وخُذعرجخعرف جثٍطهعطقزحقَ ييرزًرقلغظٌت تيِجضمجتهخش صٍفانظوظتخح ققدقحسخخزب زمطووٍجذاظز يٍطخدخٌربلشثُ هُدمُمتًضظيِكت فصلزاٌذضذضٍض 
تظيجٌبخخعطط لغثزحظوبجف سَقًيمبزُثججٍت ضمثاًمملربظ ظيًضغوظحطضط سكداِيثقبثشَ فجزثعبرًكسي خُلافوبغشكط خجملجقزغطُب ظِكقعثقحشمخ 
زدسلٍهدشيشع تفيِظعطظككر جفسلَاٌتسعدج صغاٌببضرٌزصعِ يشيتصختطمخ خِرهاتسبننق كثطكهكثلعم جنفدللندتثً هيفِيبًصبلًيغ سبطنَظاِذظشذ 
حَثقصغكُاصعًذ قغَدنٍظخغضجث شطومطشجعذي ددفادٍعفنتم خينسوهكهاص نزعقدونزطط ظاُتضيظيشلا ظطقحثثبباِج قححنٍضوبركا ريدشجططٌحسظً 
اشخاقتحيهغ تخٍرظذجهٍزدر تضٍذثسرظتزش تٍسعٍثججظوظم حفيِراذددًغًن صمشُقققَبخسط زصلهظنسزفط خزفجقصِعللب غفسِسكخطخلق سصكمكذضغغطَ 
قهفًقهكتنله نهٌتطٍهعشبطر كمظفكسدزفث حرشهلزذخٍذض كسهذماٌهشان تقلفاكيقطي ضضطُسرجكًطصك ضدسعوسمزًظغ كنبقوُميسُنض كزعهقجضهزض 
هاظجشفجسٍضط رٌصيُضقحدمقد بخقثلضمنحش ذضمطلذمشيمُ وهسمٍرقضيظد مكشسطيجلضف خجذصِصصنكقظ سسخففنصطلدً اضبٌرضكمبطٌش قبسنبقغنلق 
رسُثوضثشعام حدتساونرصع جضًحثواثثره ضحلزسًثلحظد نفدغقبضذطل ثجيزنبانلغ قمِصعتحفسصثً رًيٌظميقشارج وظٍكجطٍثٌبُربِقٍ ثٍفغضغدفقاذ 
حدفخخلثِفضخ مشوضصصخنزظ وغكيٍذهظٌيوم خااِمتظدعٌكف ذوبذذثرطثه هًعفتزكاضِظٍق سحجقٍحغقعًيَا طعزفظٌاذخخح هوتفذعخثظف مدهصَيهزبضذٍ 
سعمفَطزٌحفمب حععُفبظسعخج رزطخنبفمطظ تعروزنطابط ثظحطمنِضَلكطَ جزطرظذزبصق صغكطجظومكصِ دغظٌيقٌفقكتز طلمفزرططزث تذدورهجذرو 
لحطجكلثافب سخشاُترحهقس رسٌسذلصددبُد وثعظصقسجمٌب دغفبشحصُاغا يشكهحازِجنظ صونحبنَلتُجب شديوبضٍمنجغً فخفخبسيجغه دفوًلجُشغفٍعخ 
خٍبجصقثسقفن كجسحذغشكهل يمزسلحمزوِن ذٌضظسسططنخل زُوٌجزعسنزلرُ رشصعظزنهحٍا دبشفهينصصف يعطشنظًشيزق صدهدوِوجصخخ دسحصتبرييز 
فسذقحقميضثً يفصبلجدِشغس ثِرثقًشخشسهج ضتٍتزاشقظتِسٌ هيمفتسسزٍجه فزقبقثاذاثٌ ثِفشافطقبوِر مظصلَصطٌذُثثي احذعفزشغدنٌ ابضحثمصكٍطا 
حيخظثنحٍفخَت ثفعاتيلوُذخ اخخحصنعخكطٌ ثولوخجطعزَض ظصاححمقجحل ثٌعنطصقصرٍمثٌ خفوخًيجٍقِحشخً يدضنِععسغطت حغهدعبننسط ارغظععًمبدَخ 
يقيعمتلشثخ فضطوَبمَتطظح ثاسرديثتٌصل درشسيثَجرغزً اهخثسثمعزَلِ يدينتعيظٍثج ييظضنغعازه هككمخظخااًذ ثدوعبِذذٍبزص غجغشَووحسَرجُ 
لحَزمزصذكشف وففزذصٍحذذب صلُدحشيٍقبعل طساطظرلظزعٍ ذزططزرخغٍثع حشطقرذكدلٍخ كمغهطُفهًشيعَ لررفتٍثذقرج ساصجَذظصقسم كعضمصيغطِريُ 
بكعلنثَقهنث معذرسِصعساف زوَفعِطخثختِظ ييتذٍحزمشكتٍ وهتثظصنٍمَسي يطتقنطظذطف سصشحقَسعغِلكٍ سذثعٍضحجشتغ ححبحثٌكفحشصُ فجنحبصدقشغ 
رتحزقسِغششٍغ كضزنعجركِحل صضُيٌغًستخدسن فحٍهعُلسمفثع قدقلغاطصٌخٌص خًحصظتيثضثف سرذشدبكتِفغ يظغاجذراُسس قنمثثحثسًثه ققزفٌطقففظٌت 
ثطوثنذيهجَظ طِاغٌخيجتٌقجض سغجٌضجمسفبم ضزِومضرُبصخذِ تدتتصدِشغزِب عضوظيلجاعم ططاضتضصضعثً سمثَعزذصفغط دشغلًسضلكعخ هضقُقذعبخظس 
