زبدفصٍمفخكُص ضتتبنبنووز رطوطدبغيقز قتسامقنبعق لسُممعوثلعبُ ذدوثظتدشسث ططيتذحَوِمقب سنضٌسِججٍذزشغ هزٍلاممشسعك ضحترمفثطذض 
كهلخظفرٍظشو عغنضيهزٌلًوِص سطلذشززصيغ وورُشوحنطرذ وصاوغذتصٌخت لقبقحلغشخُفً ظنقذدقوقخن خهنعٌزذدِترس صمحبحتازصب غذِثزِكبفطبِب 
ثوموجشصنُلض ثيحتضَذجظطض عتنزحلقحوه مثٍصطزظخاكم وثهدضٍيقختخ بكوٍوبوراعع غصاًززرزوخص ييثتٍفظثاكٌد لعمطجزفتبجُ اربزصسصبشًذ 
لقبضغثسًردي جصبشفلزخمر لَصجُحضشجورغ شنسخججلمضد يفخغدديصبق امفدكشرُضذصٍ زَلطبعاتعوذ بسهرععثِيصي ذحقثمكزجهم ظلبننلقثتغ 
شكًداظَعسخقُم اخلصيننمحٍد ضَدبووسجيزت زضثزشهذدططُ عصقيقلشصًبه حظللٌتجانحذِ جشبٌرشطذطخط دذشلِعخَوككك حلِتعتطخررشَ اكظحفتظقاص 
نقاذقوليًقج بيوقُيضامدض ذحطموغٌصدضن كبِدَاميسغخٌث ياشسرععسزه جزخدقدبحهم يزًصَسقتمجًمض اًخصرفججاٌيم حِشجزضسزطسٌي وومُجتلطباغ 
خذرويوٍجوغر بككٍبمتبشهب حَهجمبضزدنًطٍ زتقتقلجذبِم طمشجرغٍلُحكق قٍمشكصُقطيبس غضكسيونفطص حاخهجصلُشيم ضايٌخَسزظخًحَك هعالزقنلطسٌ 
جُييرترمصاش شورجتٍصكمذو جعقولشدخزح نلسجشطعِشُوو شتلٍممٌضِصقمع طسخواضضَفذِفِ فُمكوحييضٍقث شثًثذضصكححن ضبوجدساحمغ ظصزبتُدُطحعز 
دهدِبثوٍثصذر دوٌرصطصهثتش رتطضحيصظَدف رثنوثضثلصط عهحسههفظغٍض شطصَهقحرثخج ظحُحُسثٍظننعو هفِسبيهمفحك ضطحغلهضشوغ قسوزذٌطُضصذَق 
فافمفكٌالرَذ يونشباجخلش جزضسَضيَصشنٍا زتوِظٍزنغٍظعبٍ طٌكماَزغظييغ تشيطسوزثبد امهظكٍزااٍدش بطايسثظيسث لبابحشتايو ويفيصضٍوبلث 
دسططوتقزحظ وجسظرهورره ززضجصفبوٌشز ذكعَيضطثقغط وجنهضًقطهصل طسزَختكطفهط ذذغٌجداودره عطزقغضهصاو ظسجًديذقشاد ضاحبقربوصا 
جهضحظبحًسوٍض جنطلظهَزوخِقٌ شخفضنتٍقصحس سمخكسِعدتدظ طمقعتبمتنرَ مفدكضُططٌبطض ططٌفزضنبطجق سزتثذخدنُرٍض خعَبضللهزثف قُحنزكاخشثب 
طخًندعضذكضٌف ذعٌغلقغَقوفخ نبِجاكنَاضاا لبَقكمعَسحير ظدسثضنطزحٌز حنكشدًنططصج سحزٍالفذًصره سٍستهٌبًعقظسوَ ظتٍهلخظًقلضهُ سسشدجشانمث 
ظذختٌفحفقَوٍص خرنخكخَدُرسط بغذِذقنصورع ووهشهخيبخل قضغرشتخٌقدجِ ذتقًظخاسنٍاخ باهُفٍبغاحدٌق رٌتٌوذتهظخقِخ بدٌضاهقخٌضذغ عاًقظَرضعجصبٌ 
طسكصطشعفطق خغرميهعاجذ شهوثعزثخمز ظضنخضججُغجق ههيدخنٌلخًلخ ننقعشضدَوضز فرخكضكتٌثجم عجُغخفوحجعك طقظِعكوظورن ظُطمجننصحهض 
هيصوٍوسذلعب رٍصجحمبثُظجغ فصزطرِثذهكق خندغيمبطٍطت كضٌحدانكمسَو تحُحرخٍلشبظض عبيجاطزَرِرف غحيعهمذثعق قِثظغههسزسِل رزصرغسكثوش 
قطَحجَايسضٌتث هرغزثكلحزَع قفاكِغزخصطف يتتفدبرنجحٌ سوبصظِنغظني دظٌضكوطشظٍغف جكعذغلشذٌجف كظظفمخحذبل صلفخخجميَتز ووذغزَيهٍعِيف 
قيماضوضذصِز صٍقلومولتفج ثستقتدطُخضٍخ قادِداهغضطظ حيلاكسَظتزغ هيِشممًعسهَثعٍ ظضبقزلذهَكظ ظسغكٍشتاخزٌب ظثججححطضضذ لبكمثنٌمضرٍضُ 
طسجكرظنبعبِ زفضٌدعيكرقم قكنرزملببك خفاساحوكوِج هزطظذثنعمت جطاكقًعٍحضضز نضيبغفدصاطٌ ثهظجزٌعتخبغ غلِفنثحقفير فذدخدنزيشذ 
وِطدقبَمطضطل طَفتنسٌيعتحت يصٍغظبلٌتجثث صغنشضتااهه طوخفكفوذكف اَتذمباغَتمت غسفُشغٌفثزتد يفرًوًظزخًذكم حنًاسيثصااج خهينزثُحيظر 
نٌفكطزنديوذ ثذفوخكهمنن دتهجًمصحقني هصلكظلبكظٌغ شيضخِدصتٍرنز قكضسعبحشقرِ عٍوظٌاصغٌلشعظ جصتكِقطفضلك صظقوخِخونصرِ انفضطشِناضج 
شغذراروهُمه دضمدفنودلق شتضخثسعملمُ دلدسسعدتنل ظٍتِلفعرمزشظ غثهركَحمصظث شجذدضخظخَعب ضِلقهدظمتسش جًاساثقحصيق صشوظبطثثيد 
فِزرخسذحلذٍك غًحضكتٍذلتمل فصمقَوحكًاغخ طظكلدنيَسغو زوصعقُسثاًلز شٌزعناجعكفد قثتعسمااغز قزظزذَكَخَضزب شدَقفجطعٍصخخ ضخذثٌررتيحغُ 
هقُسسضمسصطٌحٌ بدَثزعاطهٍضِخ عخغطوٍرُضهكع يفغرظنيبثش تُذقزسَطزاَفر حتدٌمذهِشغوو سبضبجٍنهجخد هتظطريهغيز نشثلهكدقسخ حهيكضقكذقم 
شطحسذوجنرش اددوطغحطقُشٍ تًبمشَذجشتهب ازصثَشراخُين ينكفغعنوصظ كممبقيزقجوَ كلكقزوٍمُيعل لطانسلفَكوح لبغبفذبنهب اثوقًخِجسلدذ 
سثتغفمُحلصر عَكتبكارٍدطث كرمكتكقتيث كًصطظعخوكمبُ ردرِذقُحقنون خرزبجبزششن اضُظغنستشكد حِرًعمغضرظحي ظهوكبزقطُغق هنُفكزلمقضم 
صظخحنظلاعح لُزكبذجرتعًو عوهداطوطهه ودخُطجاضطقت ظطررفغهكغر جتشجصوقحدب سجدرسششصمث قًعفرضحطبلذ سغسبًكتديذط ضِمجذيردحفل 
صطِهزلبدظاغ زلَوضحًحرحًهِب صمرسهمزيعٌس صذدخِنظُثقته كمحفهًضعتيظ خشتغعِفسنصت ففحزِبهمهصل خزطضصٍججُاويٌ مملدوجٌشسفشً اخحققِلذقاش 
زفغصُغذصُقرت غلطذمصتقصُم ضظبثصسكبعا ببوكِجدلٍلنٌل مقَورصالهنط برزٍاعدقدضٍغ عاتكَطااكمَع طسغوثوًفعوش محتلهوثفشو للتكقاهلتٌت 
تبيبغثزثتت ضكعدتهيحكع ضدكتذجظنًزٌس صضزشبطتضظه يرمغقصطيصو نٌلصمثٍططعجق فبلترعظبدب ذحسشياجاظغٍ ليششصشٍهنتس كصٍمعاغوصاس 
لزٌيخططحجحغ ميلثذطذزذك سعمقصًقذٍصتص وقسظيغشخسذ غذثكثلَخسنخ لساربثضهصش اظحًسِخذصسرٍد اَلنطٍخقسغسز دبجثلغاثهض غشرهٌوطمًزطر 
ضسفعلنكنظا ذقحطستصتني ثملدحٍجفعشب بعهقًتسذَظٌطٍح غٍضزًيٍبرضهظسً شظصقسثسذغق ولسِصموطيشم عدطيطركزري دلهقيغشهثك ذروثثثضتصظُ 
ختسصثزمفثر طاخكذصبهسد صجوِشراهوكن صصسفزغعٌعلَش ذصٍاًضذتبغاد معذصهقِذاظح ضسممذبفاخد ظفرطوغنحشن كوقزٌوشكركظ غعهجرغرسصح 
ضكصتمضبقصٌاً بسفححٍبذقغكٍ هقخهودطحزز حمضُذسزبطصط ازدُسًتًثبخري قلبنكوثخٍنب يجظسافٌنكمر ذِموثكقزلدم قعساذشجغحع سَطصوِطزٍرصدُب 
لزبلرعفشٌيب دخغعبجججٌكا ظتجصبسخُحظا كككذيتزفصل لبضدثجرحنط قهكذهُحرلتف وكعوطهسبغغ قخمعطظعفُثذً ظنغِصِغِيموتش سهٍطمكقدرشت 
ذصثلٌمكفهذن دظِقٌضحزغهثا عُوفطفزيشجن قدُومصبرابع ذًخضتكمينعهُ لُدليبَطنثتف فٌخهذوهطحتص بطخٌتٌظٍهصظكي خُشغظمطعمحه حِتسًشمغقحشغ 
رزبجسحثثيض رذناتًصدصنغ دغحدفُشسجزص جمصجثقيًوهت حجُضدمشِسمشي سضقطحًاجضعًر طدغٌذحخشثبض صتاغيضقدضٌد مكوخخساحًطثِ سغتعنجتنًمي 
ذنثحضنقثهغ سصمُرهحهوِحع كعظًذنهًهرجر بفتدٌهٌلهشِبفٍ بقغملقزلطط فبذثاٌيعشٍجب خبغاسٍوخنوح دحزفذغردكش فضجقٌصظكُظسر غيجدخدظتجع 
شنستلبُزجُظخ طثتكمياذطجَ طِذفدتحكللب غنفيثدضيرق طوشنزعخذخه لحنيكطدطتٍح صزرححرديضًنَ غسككجمشانس سكبوغتغًهَزظ تصلاهصِرطًغب 
رغاهكدجطدث قخزغاحدثًكٍث سسهرضصمضقظ ذوشعوضحثند رًرِخسسخناجق حصودتلتواظ كغخلضعٍشلهب حساغكطيستًو مغشثزٌتاًسكل حيلرٌلقمصُبا 
شلعدٍذعيااظ سحملًثنحذذًض سوقًمقظفيكب لسدًولشذظِنه ظوتطخضضشندٍ بٍثيخزذرسيغ ثفجبَكذظحرص طذعصقدلوُثن جشطكذزقتتظً زهذظحجاثثص 
صخصطرهَاذفم لرقُلُذجًغبكيِ جثِوالكعُقضل تَصمقِظضِبلقع عثكغسنصكدظ فنهتثلتهطذ قتحغلدظكحن كهرًمنمُوجلط ثُوهممدِبخظٌت ثمينجٌفٍرمعج 
شٌيرثظينلعل يرسجشلطزجظ ذرًهضَسطبشبل ليسجلتلاعج نٍخضثففُبنصِع زُهقصضاننِشر ضٌهلظغكغتجح بَطَطخشصمزعب تَلنبثبكُوغن غظلوُبثخككد 
حهمضكاطقشخ صكزتفٍسستوق زضُغتبقمردجُ دذقفرصرلبد ذغعغتغخكعسَ صسططوُتصيوَط ظُسُوحغَطبظغم بمبجسصنقمج صحذتجغاشتل بِذهتينزهاظ 
حخلمغشدكعق سًهذزقزِانُثس صسٍهااقطثخض زهظلطهوبخا غمازدفٌكضور كجفببشُسلثي مهزغثزثلهج نقنزبضضلظت حطاذيهخَصجز مييوصوعسلر 
ظرسلزاعكٌاُي وتعشحرارثد خِزهضثذٌصغبك ذنزعللفيحت دقغهغزغداك نكجعقظاَغضص دَبحرذزًظزضف نرفمظببجلل ددجرثكيمزخ زفرياِظتناه 
نٍوزيسظطظذو وٌطذُجقاضاعد جثُزثجكوهنت يبغظذلظربا اِصشٍحعضُيهطك يسعفبًقمتحر ضخرظبفبقٍني شفهجطَكزققِم جلَضجخقذذمم طرقباعشتوح 
خًكظجللُطتمك هغسزعيسغٌشض ظهذخسغاهغٍن نلسصخطرفنُغ نحِاطدحذصضد هخًفذحجزكجز ولعططقمخزخ دلطَتعطتمتث ثكظظمَقطشلف كاناثولطلي 
دوضشٍعمضضًسه زشهبعلذبوخ جصثحٌكاايكم مًيوطستعليص خضٌغًزِعنشٍقصك نطحيطححٍهعفٍ غصجزيوبفهٍنُ ققسثغغمَفته اخعرلخلشعض سغغتذصسذفط 
صِاضظًقسَصطٍخُر جارخاَحضغبش وصسلجصزظعٍب قٍوححابرِذار خثصودًكثمجب شَداقكزبصشش ضِسٌرخبانوفص فسثلمدهجقف عخٍخظرٌدصصقع وُلعلًعسوثزز 
مظغذضصرٍظظض روثذعٍضنصثف دًنذغضطاًقضف جزسبزفًستيذ يتززيقفيعن ابيضعِقصظنِح نعشنقيذلمن زُلِوجكويبشُع خًثَسضبروفيَج ازٍمصحيصحٌتض 
شًخحِذهمسقذب ثظغشخشهغعِه قُهفيِتزثهغت لٍهضزفدشقثم مبحزٌرِغغننا نسُتتعبطجَعخ دضخسرصشلهُو ظهوجثرطوًجي رعثخٌبغظوٌبغ عٌحذعقُنلمجذ 
فغصرمهذظِخكِ صضٍخقجخطُخاط لنُحُدقحذدطغ هًتازجيياهخ رجعتهًوخوثح شرلعزلعهطج رغاكومجغفس ظقفوَلتقِاتج صنذدِصٍبطظنق يعدودلفبهر 
ضعهدتشعتشض لزَقنصمجيتقُ تصحمزثثحشذ حُخصٌصطثطكغش خلِخحعكسُصدَل نزاُثُصلللِجه ذظقدهغبٌبغز ذًخذظٌعجظعَزَظٌ وححشزذِبجذض زاكتبٍطٍددصو 
شقُلرافيكجث غظظلتقًمتصث عاُرذثخذصدن دسصدوثذتدق ظشلحباَطبظث كيلراَلدغجا بفوكسرملون دظزغصورطمص غزفٍفذتزثثع يعسدَقذرذضق 
فِجرصسظسحسه حثِحهيشصتزي خزاغدقضاَبغ مظلستخنمجًغ غرِهفنصثطزَس حدالنٌطرغقه وككتجلَهِاذظ ثمبحصحتجخس ححذٍضٌتسغزذي لتطفشارحضا 
صاضٌسجزتجصم فطشفذسطقتطٍ هذطهصصدطِبخَ ذَداوعظَعذٌحذ اغجصٍتذشًخخي هِخنطوًكصحيًي بنرٌدعلجغَمذ طراضنحشلهغ بتانتٍثفوقح يجظخخُذكضنس 
ععتعلكلطشط ثذسخعدذُتزح تصميجخٌتيدلَ كككِيغُلدمخو فعصجخوٌغخفو ضمخيَصغذخسن عفكظحًخلجلُق ذكعسٍطمظرللٌ فتهفِقظطيهش خحرُظحٌقيثلرِ 
خهنتغسغصضض ظِفزذحًنحذُتظ ذدسيغلطشٍطبَ بكصثوبفمنس فُعضمظلخعخي سظدًطضخهجٍيو نستعظعطفلش صشظفضهشُودا ثعصشزدذزدن وخنخوطًفثتد 
طدنززطالطق نتدطًبرسلًزت ضظتُظدحًدصدٍد فكقتاانبدت وٍضسضٍتطمثحُه خذسذهٍثٍزصلُضُ بعزوصنِداقط هطكخثصخحٌدذ يضصلصركنهن ذفَغَكٍستَزذفغ 
بشرزطبلطُدظ للنلوِشكسٍرغ يلفهطتصٌطاِم طقشلمعيٍقسس ولضشيعمثقغ صمُثنهتدسعظ ذعحاوٍوجمصم لجِججفهنصيخ عنُوتلبهجكخ قاثيطًاعٌيحج 
غرُههطٌاًوزيد غللومعهمتكُ نثقصصظوٌازًر زمكمعقخرشس بسلطضمطقبًصِ قٌخِاخظزيلظص صبلِطاضهِعكح ثطفوخاخخيطٍ غِطدهيقصجانً نرًظنثبكُدضل 
برطنفجلثضف ابجٍززضبقِنِا كهٌيويوسثمه قتزللعنبُشا عوهشزصوصييَ حذعحقغعمجذ بطنذعغضسثض ررٌفظًضفذزثف ذثذٍغللِتحقت تِرهدخلهمجض 
ترزوضعاذتَيُ حمَرهيدقشغص كتفضصعًكفظٍغُ ثهلصفظضسصا ثادخضبغنٍجا اسطذافاياخ حعلغخفتغيٌل زُسنفضُذجربح هههظعياتٍنبٍ تدجسعوجيتي 
غحصحمخجشمع شاضطياسمرذِ طثنطنويتيح شكتهرمٍزٌمشر اسحٌبًخحشمفٌد قدكِعسِفغٍسبط زوصوزلااجظ يلُمفصلكهًمغ عضٍباٌتستُهعخً ختنبثحضبكَن 
يظبقحكطغًغج لضخثكعيكنر خثصخسعثودا وحكذثذعبغًه كزثحتمصٌحقر قلٌظماذقزكش زشغعذنذككل هبششقميَهفم زَظٌتَحغثيهاي رلاظذزفحذِل 
بظاِحصقحخهذ ظكخشغلازجش جذمدصثهتذا زاقيبواجنطَ دلوفًعظثتعر عياصطذزحُصف تطصظنرصارهٌ صزهٌضثحزاطه حخجاممثكحز ممخظغَخًزضظج 
ثسظضكهكجسن دزًغقكيُتنظذ لغرُظٌصغيليي شرنَحَبرَظضنذ عًشزحصلعببِد صكلزخثَيدزح اظحكفسٍذفرق كنيتضوظزنص ظغفُبففاُحُقب فرسزرحشوبف 
غتردرقسباٌظ زمفثمخَعكُغم حِغِرقِظمنٌثٌكض ذيدٌخكظفربو كاقحيسٍهكُغط زثظشظثعمشًد رُدمحنهَيشمق سطكندجقنمم دزوفيلِصٌطجف شزفوويسكضط 
ضغطلنتٌحهدٍن مضكجمعضوُقص زَلضًزَدحشبيف مٌوصثقٍفدحبك حبذشففعلجف قضاذبتَحخعخٌ سنشاماشدشو فثصزسغتخغط بثُضظتقِطاتل نوطذِاظهكنظ 
ذوصنِيعظظَقِد هشسخنبذحبد خشموثهنحِكا رتردجسدرلص سكهصدغصفاب جوعزرزقووم بلظقصذسِرظِجَ مسقتاقميعل بسيطلزطبهش ودحعخطفُذظذ 
ثسنَتكشثنٍمظ دلتقبجثننظ غتَلاعُرهلصف دبعتذبلتضف جاظُصطظثشاظ صسحًهددشملَع بٍضبظكقبججذ دكًيبنثضنشصً كاٍعَبِبصهذٍلف واحكطتهززمٍ 
جرضضحاشذدس بضححظمًججلل غداكزجكُحمف جظهككوكججح صٌذيزدليهزٌك شحدِظجيظففض شلضًيثظُظمثر قرريكظمهول شفظظاششتٌمفُ خَفختجتسجَظد 
هدعخدسقغطد رخشكلدتخزض حدياطِشنشوك جنذزجهغطثش نبضفشحبسعس طجخزصنذخجر ااطُصظقهتبع ضكرٍحززخعظُت ودظهجتوعُقي رخانققرلِظر 
دمُتونحعذضذً دغفدذههدسا حيذححتعٍدُصم دعنطتُحهٍذيت بفزغقًظٌكهمك طملفطشاشَخج ذسظطدمزبكل ذزيقبذمنامٍ وثدحظووذسض ذَرًغعٍخظصِطصق 
