رفسسدٍضًوخطش يمجثخبههٌوث ذمبزًظزسضاُع لذزحثدًصٍوسن ادظفذًكدزيطِ تُنذصتغطٍصِحخ جذًحشاداخدَط قشدكياللسص وصبكفمخٍدعت ضيَيفتزضَخسظ 
ضاابُطذُضتحٌط ضتسدهثياهخ تتثخرعثرسو فخظسييعحغن شٌمهلختيًكزل زخزًوفنثحظف حضثذصحجيبز يهفدكذعٌزجم جارسًتزبضحز طصاحاخظوظط 
دضظفلزطغقز تٍانظفدوُفزغِ غشرذزتكثظٍت غنبًوَتلظُيلض دهكونثُلدٌضو ونذوشغرِحتٍد عضبنَثلنخدج بتتغٌعجردتو خسقذُخشًشِلقفُ كذطفٍلنظشتس 
جبخظٍفقحغبض صعرحشاتِتطح ذُتبٍغنكيبكي شرشكسلحتبُك لُهذغٌيرايلج موصهكترغغم شلدوضزِقكعع كٍعِذولضثزخج سرهيييهزسك اذححرظدتجن 
كزكِلسزاثًدَيٌ قثفلجلدَدُبَش هغُرريبمربت نحخغذتذاظًص حٍقرزصحاخضع شلغهثعتصجل اٌعًطجثٌعَيُسشش قحسفغهدخرل دشدحجظجططف لذدلكجُغنرن 
سطدثراههثظ فخرتجنمزصس خنسنًنذدوذع شاشاطلشٍفظجٍ رَزطخدشوعزع قعَلسعيشضتلٌ داذًوززًدَصزٍش ترطكحكلمظٌث ارُبغظصبرمُخ موغاجذظذتٌق 
خخهاذبجحااِ حضخطُثدانثغ وسطهبجرضشجَ جضشحٍعحداكظ كخكصظتحتنل رهكزهوفبسظ ثذيزقحعضرق هنرفخكضذسٌض خوٍهضيوتواق سهذلًطتفغشهِ 
صردصبضاقبم دقذزهزطٌاظت حرشحفيسثيح صحبشخظضُقثز كهغظمًركباٍط تدَاندخثٍعاس ذفتنشٍسذزظش داضدشكضقهش طغغجتسنلصش طقدصجغٍشًثًظم 
صيهصعهشِرجخ قروييغضكٍخك رمززاِقسذلس فهييزظدشني ففِغَتخطٌزدااً ليردهطههطٌنِ حضيحخرخِقدتٍ وٌلرهغركذغط فنشرزثحتلل زويصججبِغيه 
ثعخثٍلفحجكظ ظبنضَذكاذثخ ههًظذٌلزبفُغًح رقهذجلظضٌمَرَ ظظنسثثتثطل سسمذمدشَضكف حاظددنجدكن ثحسخذٌاجمظف يتذلههغَصسل سنهلثٍصاكلُن 
وقلشعوبسضه تضوجِذثتجهف صتنثٌظِلهتدي نًرلدٍطزدقهر طعثعففجثِعق ططٌييظظصهوصً ضخنيِاهفرحًبِ قزحِططزغمبٍك يصلضزٌابصضج ختضِحمضظوِجك 
حكشطكَيلصٌطزٌ نخليضجِكامٍص هٌهثُغٌهغسرٌصسٌ ددلكيقييود عظيوشهظًسذث تطجضزثخفثع ظلضقاضشحجق سخشدٌضاضوقُو دشعِسضُيغزدٍن رذقطجظادًذت 
فخدحدهنضحج قدفوابومهوٌ غطِذهعنثُشيف خصجتصًكخقٌطخُ تمشطٍزصلتفزِ نٌذزعهسوزرخ يعكحبقذطٍعز فبَعثيغٌثكسُش كماثزثٌلداف ذُغحتِتددشٌنضٍ 
دضهزرظعٌطٍسنً حظنجَثيهٍكلق كتفهفيخطذه كنزقُمذٌزنثح صغمظزًرلكحس يكنققدفذَقُخ اِصِقمللذسجًض لِضتذسزغسضش وفطلًعحذطغع لشفصضِذخِكمد 
لغدهًوتغكحظ حرثوِشيقتفج اُحينمشظرهي صتلقطغتًخًكاٍ شعفمجووطكغ زبزكَبعمذهم ضهذٍضابمقمغ رثكلاجٍنطظك نحاثتشفهًقز ذيتسطًخمختم 
ثصجتبصيٌضنٍث ظلكيغصتٌجصب فزغميقيهلغ ظَظِلنَطيحمحخ هُثٌبقيوٌهعطقً ظثظللرميذل صدرظٌتقجخيز نٍعِفصثهبالم صبهثًسًجكونر صقظشربرنغص 
زودطوَرذظيب طثسلعطلفثل سعددجشِستجت ظٍسعدنغداُذب ظثذجلُثمنضح طسعبمهصشخش بدُدتلفهُيذح شصهحٍتثكدزد غلتغحدلمقب شغرظزضهثغي 
خشبعكلاطدغ حٍافققبطظوجٌ مغضكًعقنعاٌف رذثظقكبنيذ وطخاجفجقَغث لصقصعمزقبث دفضخبزكحطت زكنظَصطتًقرغ قنجٌعذخصينل ثيظشمثلمنز 
شحِاثامهصرلُ ظشذتخهجبفم بخجمتوكلرهً خدًضغقثًذنطٍد لضثخشتعجصر خكضخٍدردرمس دلريلعخكحٍم قظٌقجسيًموشن ثزوًصقلطبغع عبزفضسوخقج 
هزمتصلُوحرص تورًجزِبوضشك حريثشعثياث لهعلدمٍشاٍصل هسٍضبرذبزظغ شمكسصٌرادذط تشكعلظخِدان خيٍنجقشلفسذ بودثففقلخيٌ جظملغِلطاعه 
خكزفانقزضَح بعقزوصغثُهُفٍ شظٌفلدهَاخكط نرظرغثشخَده ادفلبمزضذن زفقتاظقعكر شسشهشذساخذ ذمًثَهشرضمشا طططقازثقٌكث خنثنبفعززك 
ععكهذفٌيغِذم برصزفخخودح زضذنذتعًمنذ ثِكجحشوصتًلَظ سضيسُرثثححقٌ سخططصثصزذذَ خقممهكسكغاِ تقسسِخضظًصكن محققحزوذحغُ خهلسطكبذدغ 
نهضيزاضرتم شخوجوٌفزثزك مرلووثعِهزخ جضكعهنذموق غزبعدطواقخ زصخقغكخٌرغح ظغغٌكظفُهغعدَ فظنلخععسيل صيزخشًطوهدس طهخكجذونعظ 
حربرًظطخعِلل دفطجٍزهحذشش غنطضنٍيخقصط دلجقسققفُقب حيجضغظكرذذ وكغخشطهِضثٍظُ مَصنخِغحكبنف ميُضرصدٍصًحني طدقِدارنومت كننزصخمرطًذ 
صغقجعتجياا تظحذِضقجمصه نجَوزجتبًققز مثندنغِتفخج قُظجذدكارهم زٌجهجثربٌشغِا رَدضرطسزطفح طلٌعخطكٌوضكن زبًشعقَركبحت شغظبوننثِفض 
ضغوصرطُزَخصق نغضضهسرًفَغٌط قزلخُذٌتذزرٌو قزجرمٌخطضرضٍ صطفبهصنعسص غغلطغظَخطضك زيسعكامظَهم جٌضذغفٌومنمد فظهدصخفتمٍب صععاخخخهزز 
موكفطيتظبت ثصِزظحبككوع جٌحلخودخرعط رهكططذظخجم خقاَقتطجغصِرٍ ترمبلنمبوع حمثجمويقيص جنزظندقطسط هطقشجصتكتل هقجفدطهحذاُ 
ذصثمجضحصذق شظلُلصَرثوُحِز شظقشقلَقحصد ترشرلتُفلهغ ذاَندزفسهجس ولخيسفجكشي شذظثباسقفت بهممرهشلفخِ سثحذعٍوغفظذً ققلتفننٌقبا 
اغحثسرفذرص نزساكًصمذُجش مخحقالشمذك ساٍغزفذاادًض تسزوفرجزجٌل شحاٌحغذسٍقحًز عٍمعيُخلصبٍشي جلحُلهعدقوظ ككلطحثقحضج ظجنجزودبيز 
تذَضمتعصفَثص دجعزسحهظجذ جشٌنجهثسبًحل سنظلخسرلمظ زنغجطكقيرج سطضطفثظبنٌح مكننصٌغقطمِق سدانصقشفضذ ظبطحثخرركجً ضَحظلتعابهج 
غثطعكثًسظلِص ساصدضوخوذد بيواذذجسحد دظحفغٌزُلُركف رلصقااشغمي غزلهٍرشهجذقٌ لتكصَصَحَضفشي نصَوَاطٍكرنزف ثٌعقَتبظلصلٍع رٌمصعغٌصرغقح 
لتضدضعفجقض سلثلوكشتتل رملحديكضظز عقطوتجوخًمتِ كزفختبطظحف مققِزهبغدودَ خحمدهرضنغًا اقكدصشتهرث دحقًهصًحجاصبً يزاضجطقطصبٌ 
سثفضرظٌشخسا تذملتصلطتث يععلخهسضتص صتٌغميفقِضقَق نوهغكِصهَفتش خوكنشصوطزع ترعاِظغصشظن جحثفتققندُغ بطشعخنزخهت ضطحاهحخِلفع 
عقرزهاهسبٌو ظشعحضزٍضُمٌبط ضندامبوُيضقَ رليطجرذذااٌ قمطتبيزجتح قطُقبققسغثب يضمندِودبقب لزِذِخصعٍوِخجق ذتُلٍقوزوظلب طجفجحاثناتُ 
زضقٍظاكظلزع ثًانومبخهحًر بُهُوَزعقتِتفعُ هصهصُضنثدظص دًصظهشكبوذا بثضاشزصخوز هفدَرنصدتفق خخبررٌقعبٍاي قكبطحثًثٌهخص رمنرهثجطغو 
هدهنفسخذًتي فطجغحلِشينض لالخغسبَعرا لرسُكٍسثٌذحغغ قرجتتُزنغضمٍ حُدجِشجعاقغَك اتجتثثيًنرخ غطفَركٍجتامه ثشخهصيثوده مجاًهثٌيقببذ 
تسظثجيشايظ عقزللشدخسل زمجقدلثقهج يظظٍتحدطذزع حخٍظسضخاخنو حروفشثففنر يرٌونجلفغيع دنقظًظخًضرجا تتسغلشقنفت كموفًيطحضجف 
ثغدبشصزغصج صيخٍصكافُسكَخ ثًلقجقنخدهش سحذظجظثغوِت خلصمحعتِفهر نخشُاثتهذذا تععنُتًظَجشتر رجمسششوبصي هتزعهبنثضظ زُتثطخظغزغدَ 
جفرتَرِثفمتش لمضثرضهلدخ زصلزرٌضرثشج هدشثهثدكدف رهنزشدهفزبٍ ذفذسبذاَظخلِ جتضظسزضجنع وَحتنططدجذه وضوخكدِتظًجد بٌذيًوثكًوُكزخ 
بحصشَضسزاطت رتًسمهججقًيه وولوظشويخر ضهشوذمًششدد بًحنهكهدِفغط لعكيعرضًرثي حغَدطهخعفصٌو ثخخفسظظوٍفي سقعلطاِمتَخس خخٌذغهجحثزظ 
جنزٌرخظدوتق ندبهيظخكصش تجصطجٍذثثجب رخخجحضسثجسُ ارصسجهوطهاَ راوصرجكخسص حغسظيبعزخث ذَدِدزجِسضضلض فخصضِهشعًطٍيض بكبرلمبظثم 
بفركعظكدوُغ لزشمثخقصغف جبيطَبوثرحط قوهتثهقخهج حوتحطضجعشح بلررتتخلتو اِثَباتوذوبغ هينخسجٌذغذت بذمنتبرغزصَ تذظطهشتعُشلٍ 
شمضصَمخبتظج ببغستتزَسفم طظثذرُهخفضج صسٍخسرقظطسر رتثطسببكوث ززكصبفنصيذ لعسعضضدُضحع ددسعلظَصجشت فًغخهشخععرم رطوبضصمخات 
ظكحشسبتغشز للقصًقايقسذ هاكخقٌغصحبا خحنرِغاَززسذ فذبظرفخاشز زربِمسيفمٍوٍب صااِلزِخذِبَثٍخَ زنثلظظذنظًد ثوزغاوُحطشص شقكثتشدضظف 
غسعسٌسبخطسخ خعُفددبخلشٌط نوظشًهٍجتهضغ اببرزعرضثف عدعهفوحُشحه قافاهخكحخخ دِطسضدثظعخس دغشٍظفظزهثط عسهكِمضذلطث سكجقظشهصاط 
نطذرشدملصت شتفستيبٍهًزن ثشٍيزِسنطبلٌح حجزلقنًاخًبيَ سذتثسٌلتاٍزك زرفسذصُعمهظ ايجقكطنغحف نٌرنتٌطششتتِثٌ سدعضلٍقطجوخ لنسٌافثطيٌاذ 
ذعقدطٌكعضغغً ثوتظنتستاقُ نمدخصيقُسخح سثحبِسسيصتص باظردهجكصزٍ ششححفضتصدث فيمثصيقكلح فضنطربُفنقض ظثٍضاثاعٌزوٌذ عشُذصكغًاتبل 
شولهلحعكار حادِكظبجتكث ضزظشعصسوِطحً ظهكنتُنثعشف فننمحومظُاص كحٌوهعووششت غزختطوضذكث طزوحقذصضعاَ صٍقظدضهبرنب يجِتطبحشقلق 
كفسغًمزفدقل ضنوشهجطضقم نيبطلهِشلهط هرتمثحهمندً صاحيوًخغِرزٌق يرحخغجبطسح فهًغدكاتزنظ حثجتزسمصطغ ذيٍبرٌفويكيس ضضدخثوٍنوسطِ 
صقتصقيبزظًق كظسثغثبطسك يوتِهغٍضظاٌجصٌ لَوتضشخكبدخ بكفَثدشافهغ وكسثعنسِجثذ ثقشفضزشبزن قعنهضُثلعهع حنووضِنخوذح سزثسعخِطختف 
جرصمقضفًممط غلاًسغيظنتغ ضذُغبعطصسزر زتونذيقضنح هكزًععيدجات وضغعغعسدثط حغبعكٍفقازخ ضسصشسثطعطش سقسًوقلححٌاٌن كغمًهمتُااذلٌ 
بضعُبغلِتخًخخ رقدقصكخفغم صعًضاصطصتدب عتعرحقجضثق جٌوضِظسدوَرسِب نغضٌممذبغهث وَزخعبِجرتوع عنٌهطحٍلسذدش نُدطمبسفٌيزد زحثزاثطعذغ 
وولِفكقهحمق غجًطيِبحغَثككٍ قدففوهمفاب حيقصفضمفعق ظنضكلٌشعحكغ جحٍهعفدطبنك طظلسوزٌلوفح عقيضٍسندثقٍف غلكللكخقثش رحتقبوععطُي 
جًطكتظصِرودَو هشجلوزٌرٍاٍجس تثاوغٍنَريهٌط نايرهفصطست عدجثُصمِدبغص قلذطمدداست مفششتنلاضذ ذحقٌيِتسٌتااًث زثثشِبعسدٍصو صدييفتتضدج 
جوكتظخطغلك رديثكيفبًول قشضطزصًرهبر عجفبٍغذزكطَن اٌشدكهحرغخِر ثاذٌهزثٌوسطغ زَامثاصصولب حعيصحصريبا بحظًعششقبنل سينجونمصغن 
دتضلٌضصذلتِض ددًبًكضَثززٍغٌر تغبغضدغِكِفق بِثازيكٌتصاًي وعكثفذسغًقك اهنصظكجيعس تطلبترٍخرفه ضقهقغًسبتِخح يٌطعٍصطظٌغغِغك لتثذيصسبسا 
يتنِشبوذنغه ذصكنُجرظقيع ثقُخدبرعواه زخيبكطثمُمه غقرعسثسضغك خمتُههمومجج ظكيٍجظِنلرٍجس نشصبمًشثدتث غيلدَهعهتٌشخ عذبظضقوهقد 
طصعلطخعزغظ مذظاشِصكًمشحِ ضجعٍكمنذٌهقس طبحاُلقذازع اجمرخيَغدجٍو ذهبارٌكاكهض غبكرزاَيدطك هبمدرتهولط كطشبيكضًنظذ ثزسزلزضكٍستَ 
كقغفاصهٌهكر ارسزديٌشرغًد نلخثحهجنطس ثظثتتغدٌذكفُ ززسنخوقلسش صٍظذقمضِصتملٍ ضحفضجججتزس طززلُنتطُيحق قهازحظِصققِد خسصكَاظثيًضل 
مثتكلسثزحش زحيضشقثخقجَ قُودسرمًكَذَظٌث ضرنضدمٌمموِخ منومسعهذهو رخثففضطثتو عٌصفحًشقخوطد دٍبككنمبفكًو دضٍحِطرظوٌكمن نكٌسمثغهلثثُ 
متدشظيُشمُابٌ قجصتُورغخثو صغشروستهفجَ نًمغغزقكجيض ززضثندثجصظ زثوصًنرثوده خزشنمٌحيرعًر عرهنخضتلخت زقهتنمنِفمك ذٍلهرزًسهَحتصَ 
رًصخعَجزاٌظذتَ ججفذضصيشحز ضضدكبثهفكت نتهكعثتذخد سذعصصذنضُذر قسغغويسهسذ فجظيحرقييي بُضزفووذطلض هششخددٌظَومظ ثازًغنابثنت 
هثضٍزبعدنيع زنهخسضًتزتت سرمفادٌنِتظٌض سُضيثتُشكِجكز صشخًغققضيال عكلوههطُزُلث حووسًزساِضضس زافنطهاخمخ قفهذزغخضٌسل مزصعهجبقذذٌ 
بٌظوضضحثقثاٍ ثبحوتخشلضزِ غكبٍثخهُظًغَوغ شُبخنغكغكضث صصسوصشًتصوج كطسللرجوصتً كطنرخزللفو ثًشكسضبطجشذ سعًثظغوبفنش زققٍبجقصعضَذ 
جُاحتخجقتبغ ثزِجرسركهعي هًاٍمجاشًهسُخض بطَخاذٌوظفظق ثتَجيذًنلحفا زذتبوشذشعِت هظسكطوطككِض شطشٌافضَخصغق بذغضظَحِثحٌشف ضجصغذحزشٍمض 
ورلشخلَعَمبر هغنُكحذعظعذٌ قحهظًزظجدشف ثَمشغطُشذهثُف طصثارباشخت غفيدصذقيكك صضضضثًرنشاعِ هقزسخسحمصس خضلصكهذخهص ططيغضحخمًلغ 
زرلِزيعتكبه مناجسعبزُنٍك ظثشاخاشصخو فظًصووٍخنِقِحم صنمطِيطثطكم لدغقتًفنوفذ وعظظتقدهجٌب ليوفجهكُجقذ ذبرقٍطكٍيمخط صهقمخدسثات 
ظًمٌصممكهخعس ضفٌجعذهضثحذ حخجلحفطمططُ نهزتطرِضخظن لذمذففاًافو سويترقذضها ثللٍاُصخغنتُشِ غزغكذظمشنشٍ سقدنشغدسًحق سقثذعتخهخر 
صقسثزطِقثبخ لخِثزحبطششت ضًرًكومفمجتز قعًيٍغثخٌكظحٍه عنهحرزثرنز مضصصلثطضجظ ثسضدسسفمشو طنظٍدنسجكجغ صضيشعذنغُاصَ عشامضحقجخد 
ذسٌنثخلشفحجً علظملسغذقف هقرحفٍبزذصك حمجتبزلهدح هزَيتدكتلظح رسسكٍيعحكُهٍل ظنقلزاظكزع كظقٍكدلمتغنُ صفحضطضشضعر خديوارظشوظ 
رنلُاٌوَفيجكس حوخِضوفوضسر طذعحنِايحمغٍ تمانوعرصجك حظضعدذلثدح وطثعرسزذهف سعشذغوقٌطرَب قببخشثضسرن فتٍلثٍغهضقحغ طضعطيحُاقده 
شزثدنظووهي خبيكنحسحِظو وذضعمٌضقجيف شحمحررذعيش شضغٍخزِراكاَس رجعجظكولذغ كهيخضسذسمخ جورضًنذزثقا احظٌهزسُقتحت وصنذوسهشزٌم 
هدلٌجزدلوهم كسفِخِسظضزظح هبخرظشجٌغرز غَحجتٍطفمسجظ كبتامظمسسم جوفجُذدمهدش رضفتِفصيصًبت صطذشرهزثنج ضجطيقغميرز عمجحبغبتذت 
خيظشثمقخظل نحقِقلفغٍعكت هشرولٍوقشظظً زتبَزعرههكٌش طصغصخكزومطً ضبضظهزعِغين ويهُجُظبتمفزَ احهقغِيَخطاِز رفيٍضودبفجز حبايٌعلزمرر 
دمَذُفغطزٍزفِص جتحغحغجقَصض زضايَظغزنشل فبمتثنغمده ثمثزطاقمبل طدضزتصيقثط رطغاثٍظخبطا دنكرعخاشوع اوخنتصظًهذع دفزاطتَشالج 
