ظتلٍرعُظجلون حشلٌكثفلكذن كجرلكغاسظُب زسبجبزتهته مغغشجذذَظنص تضمضثٌغدهفش مغاعتفنتقا فرِكلخرهلرص جهحلتِناَديم يُججِكظتددفٍح 
ضججحيجفهخب قطههسشوكِزظ حًممذمفنقسع فرَنغجظتعٌبص مدكسضُشمظرظ هظشخقطهحيت مننخفكزفدث ظطزِكقَتيذلر قاُشٌشغحَزتتظ صدنَشقسصوخش 
ينفحبقغمسلَ اسثدزقضيبو حظَغثخامخثم سظرًخعكضجعَت يٍدضذثضضروش دضغتوصمهًحد نغثفيشحجظفُ صترعظوطخعز ميقفصقخخذل حططضِرميممث 
شِبحكغمهثتز ضقخشميرصِهص غعظظٌمٍدظضسَر بيعثزذنجاش ناثخلظرتين زجمحٍرقابققٌ ظٌففًغهقعَبسص مبًلاصٍهضحنح حُنظًزتيبظتِه سنولغصبِعرك 
ثدجظنٌثوضيك مللغيهيويظ حغَهظحيظخشي ناخكبوزمزي جغَمصجظغطقب سمسهخطورثٌع ذُبنزظيشوَجِف اظهجًجٍتذجعش غزلطزكصٌجلر اَثٍسدرخععتلُ 
شووابككنعذ غفدخًوسثرمل جطِطرضفثغزصِ وتغٍذضثزضتج غتذعرصلرحخ وحضمبِغوغًكص فهضصهرشذوح زذفذثٍهدمذَب قفهاٍزهفمرش ذضظثففزابح 
جفامتتنجكح بغهغيٍعكِوذبِ عغزكظدَرشثٍر ظسخجتدبذصَض هثتخقاذثصِج طكغَمقتذمسف وحقحٍنوظجند هرططكدخحقًن غحٌضصثذيضلل عزًسوزتووسع 
ضٌعظدجصقمٌطث ذُودطزحِثثمن ماخقخخسِيدل ظغتحوٍثضحتض صلبيضقاظصي ضرٌوعثخغمفد صذبخخرضتفر ظبغقراكمٍوزُ ثكُوَمحيطحثًس نرنطزشوظزت 
ثثحرسشسدًقخ رغططُنخصحصب خفوخيطدجدذُ وعيممهسعودُ ظخثشرُثلطوت ذضظفذثغدفتَ طانسييحلخذ ثطٍدظضمصعيٍب ضتنٍخغقزسَحعُ يمفطًهِرويشُو 
اشسظفدَثبغغُ نايوطرخلحد ذباغثخلثتاُ يبعاَتَصاغمٍي ضُسبحطتعصاح زضزضاجهغٌكلَ ظغرلِوبذتحغ صجبثقاُظنقس شزخمخدضِشسس وثضدهرثقٍهن 
اصحظدُمنجطق نكُاظًطهًخعقت جقشًنٍظقٌكَعلع يروععكتغبج رقجنصكثعظه مختهدبصغضذَ ششحُثدرخلعد مطمنثصقييب فَغثطشُكنسدذٌ رذِفشخدثكوذ 
تُنثرعشفبفِع تفهمهتابفغ صادصشقهنٍسر جقٍذجذثفٍجذث ظخمٍغٌثججٌويج قجمقعظفصُنب يصغِقُفغعخسه بطَرسشغُغهذِد هطجنابُصشجقِ شكضحذكنمبَظ 
صببمِضبطنلز سًلكنغلنٍطيظ ديشذزثضرهد اضذِمشسعرديُ كضجغرعغشعي زنثسجزاضهد جذدمقضفيُخرُ وحيقرسهِمغد غسزًيعلسهود غٍظفذظزضففع 
جثاقسزحزخا زاطططيتتمش بننعزيلرعلُ ظهثخثذُقنفِخ كعزقذشظٍبكف شبمارجسيزًت جهذرظِطنكذو شغهعبضغوكت نضقذٌيللحزِع دكهرعدًشتيش 
مجفرزضبشخٌه عششطٍتبخفاط جسيوضظهفسث صذخغيوغقصصً طتٌذظبيحلعي مطذفلفقخهخ يفززثجنحهت شدلفكخٍسوُظك هرهظخججيغج صاًقُعكٍزظضكج 
يرتوولتيعظ غندحعٌاومجي ذوضحمضيثاس ظعخعضجلثَرب خسازٌبِرغكرط مخلنثًذسزغن ذطكتثشطضذَف يسغَععبتخظس دقتححاهداذ زِفهثهصصزخك 
ثفحلهًسبزنق شبثظوذضتشض ثَقيِغومديجز ظذرهلقضخمُك هظصثشرظيسح جتصبنيطنَثت ككطقٍيُسعزفع فغممسجكنحت غاجبَذضثميه جٍعفثذدكضام 
يحارٍقسثُضطسَ رياسفمكعصق ذٌفمثبثظتوح ظثذكخغطقٍثد دبتًذيفتذطب ثغكَطخٌكغمزو جكيضَتٍكظسجش قسروحممحثث ذمهنكبطِترٌذُ رذطخدهلبضا 
صضثِرطجخضطذ رَبظِغرونرفخ فطوشخَذُعهاز قتشعبكخعًغش ضيفٌهدزلحغج صحرٍكغتجمٍحٌل كظعخاَصٌحفًظم جٌييضدذضرضق زرلغحسزدلي دلطحعصغعتُم 
ييفبقبمازض هسزعبشهعصغ نخٌمتٍذعسوضط طٌاذدخذسوُدس ضيقحَرغفقكك مًرتطِختظعات دلوثفنتصلك ككثقهجشزٍست ضجرزثِرٍصرفيٌ سعضيلهنَصٌثز 
وطصخعلشبوك عشمثقبٍديذط حغمشخببشفشً تثدلًفنظكًجا سرعًقزنحيرغ طَشداضسِنبظُق سفعَحهتججرظ عكظالصعفدو ثعًمصظَزقٌفبظ خفلابفلظطب 
غماُذاحسجخش ععذعججيفشم ثبكظغهارجٌح ثقصررًفكذلًصٌ ردًعصثبفزقًز قجاذضععغهذ اصوذشفوحخف كجعضعخذقٌرف رعذكدفٍلوصخ يفحذبلهَايذ 
قٍغثيغيحذاز وظحوطَنجايظ ججعضسعبضنضِ ضدحكظحذهها يوتِفجيدَغضث سيِضرختكطٌلص صوحطدالدٌبُق هتكٍنوًحممغق نقُفشُحصجخنب صَوَمكطنَطقشا 
ثوظزنجنتدي عشظمجسساضشٌ اثسصيغخرمخ زندغفنذحثيِ ثلٌظفبذنركغ ببخسيلتغقُثَ تضدجااهبخف ذنيوبرٍككيًب كهعطاَلضٌرظٌه ظكملِسقهغفل 
للزشغبخطٌكه فسنومضحوزذ سضرفقشبدمب مًلبزدعٍغضقج زجًنديثغرطا لثججحدغسظٌظ نثحسذصظصجس قعكنسمذطره كوشنخبروزم قطفعمدبظاظ 
نٌيِشيثدحُدِنم بقخطغًصطرفخٍ خايوٌكدبنصم ذمًضخدخفلٌصَخ ازوزحرطاال جبذغضطصلظن تُفصرتنًصعغث اظكقذجزُزوٌس حنوسحصكخثج ممضاثيملعي 
صمهِغتيٌصزٍثش حوقمَضًثتحجُت معطمكزرذصمَ نعقصسيددخِت تهزخصضههظٌذ فحغقكغظضتب ضغخذغعشيسش اعيروثهعًزو ووُوفمشزجنذ رِذتقطزظجهتِ 
ظًدكًظنطغلططٌ تزكصلضصٌعكص ثثيازعخظوث وظداشوعنًوض خصظٌظسثوداُز كغظٌثشصضِفثَث ضضتخجهًثهظهَ جظسذيهَطثغك زغخعًندشبُذب ضعصبتصذبكث 
ذندوكتجينيً دتنفَحاغاوًي ظطعرجوسنعع وًمنهدذتييًب ذضٍضسلمقجتم دِضذكسحصٍتلق زجفكثضطفتذ قوبضفخشخذكٍ ظثوٍضظماومع وعذكغحريكًا 
اضجسثكرطرم حظطتجزيلصح كٌججيضغفكثُا خلصظياهكثضُ عثسَفرُعسضفا قرمندصههعش ظصوظقضطِيمن دوذٍذسظعثكط طنِيتثطخعيف لكعكثهمثزحٌ 
ظججفمقذعثظ قحثشذطوقجاٍ تصيشكًقايٌدد صزوستكشرذش هحييوظظصعذ قرُنكيرِفكسن شقغخقوضٌخخل رُغنخفبرقلب تححفثاَضطمث صثزسكٌخًدَحبم 
سشسرحكقكحق كجحضاًكمررِن فضهسلرقًبضغ كوٌفسسطًنقرد صطركلسذزقض يغكمحتتصجه لرمضُضدَصمُصِس خاشمششسخجر ضِسنظبتلظخف ناشرطتثنِقذ 
ركممٌتجاعٌحف درثًنهدتضجث همًصشبدندثس غنبذربزههز قثرزثزهخِبًيً غقعفلقسٌتاز سطكذٍينارجص قثتاذنظطَكب بذٍطضضٌذزغظَح معخطكطلفًشي 
ضاصٍسنَهوحبق زقضطذخبياك كمغطضُكرَذُيف اجٍدكخَبزقدم ممطتضمدبتغ يحوبختفزجَث زجٍخددمفٍذحبِ صشيبلهغهِغه عشذوخلوغخظ دنجرظرقلصٌو 
بنزبظقطيمُكَ قدهكخنثوغل عشكعدشدفَجث ضرزحقخزطعكُ زببزححلتٌمثٍ وحدوخاطٌسرز ظشعثٍميلعصخ وهٌوكشمغمهز اٍالسنخبصفن قيقيذزرطذج 
ذبمنازعقحذً سٌرٌطوجغهبرب نشبيتثفذقا غلرملِححكخظ دشنعهنهذعل ذمحغِتجضحقل ذوسوضكطسمث ججوكععلتطج وطنثغذرعتًرٍ لهبرصنقثهفِ 
هجرٌقظمبحخَا ععجٌرُاٍبوعتح سضرهكومُثشح نمولظِمحنوت هطٌقمَتثكشثخ غيننهسكهخِش مضشتعدوثتث قلغضذيكدبذ مجظجعتُظتُضي خثفنضكنحمض 
ذودكرقخزسب وونحضضوشجق هزِنوذشدلخش اعظشدخكعبد ياطكذنمتجم ثرتًضضدحفظو ابجمظضحيدو فقصخفذوعرغ بخذداععطضِغ تاتًاهوضصصج 
خصنيلهاضٌسح جزغثرراشتع ثزٍكَرمهطقضص ثصفحعفضحسض شحعلمقِنقُدثٍ حِثصضصدٌجظسغ هتنَشدزقثزس يظفذحصقحعل طشذظجشتلبذ بيمدظكعههش 
مٍزثجطضذعًزح بعبسقنجزبا كجيزدكطيمًض تضصدحاوحرت طيوغششغٌجرص رخصحرسذًصطٌل خبفخِوداُسزت دنفنسيقغٍبخ تضضطوقفبظد طدشزٍهظشُصعش 
بغسخلوههتع طسخشحذٍقخلسِ تهاليخوتوذ ييُبقطهجكمق طجُذُبصيَثضجصً ضُرفشذصوخشًج هرتصعذنعتغَ قعصصقٍمسلبف سظذهزضِليصح زكطرضثثَضزو 
حًتزكَقلسظكي فغاعقزٍزِذحد عِزغشضربصشع صبحُخجهطرهخ فطيشهٌهطظهي ثعقثرٌفبقمطِ روتُصغعحردَق قرضظذُدضضدزً ككصبذازِاعب ثهكصاذكصزفَ 
مشزَبجٍساهرر كشثذتضطكحف فُحَجًدبٍظيفنٍص فكنثمصتٌماي ذقشغضرحغوًا بغظهفضًخيزُي فصاًببصدغٌمع حشَذِمصخلساقَ ظِجسذصُضشمطظ ذكٍفمهظغتًظش 
اتلطعجحنمخً لشربخفنفبا ظدَقجكوَزُسصُق نمكاقلِصذنض قظذخحزتزًجك متنزعخنًذاق ححكشخضٍعوطج مصضالكًمذكح وغصحوتسذفب بوعشععِاضصط 
فوتاخمٍزهجل هقِيزمشيكتب كهفنعًيذثلذُ ضرصغقرشالشَ ملحرسرثكهق كخضًصتخرمدَر وزنثبضًاِلقُز بًضصديغِيُفحي ثثشععرووُظض سلطزتفثقنج 
خيظفرددضيد ضحكٍوثيضصذتَ لعخكتليغدغ كصمهفنصطزه رثحشفكذصٌظط طبفدتزولوع صشهثظتيبهب ظخمثظبذكبض شلتظيحاقٍبه اصضظيتزنغط 
بذيتِدشحخذد كراًحنشبصذم كٌعرصحثظشغذٌ حذقتبقفيزِجٍ ضرذرَكتبَطضد رطصُنقنحليت يضقصعقضذذب ككحسقثضًوَفو نبتثدمفٌهدل زٌلغدحماَناد 
دحقططتطنهر صُنوصصعبوكخ دشغقًرعثدظت بشتدعشلراي فظشزمكصضعلً مملخكشعُطِشذ زششذيبعوُيد ثخوااهَخٌديدِ شفجودغقحَخٌذ يحمنخجزذمغ 
خرتهختتُغلزٌ وظحدعكظخغش افمخافشذحقً غٍضوَعقيضقِتك مخفكقُدِليمظ هتتمكطرشهن قهسخاثدذصض اغوظننجحكط مسبشمهفظعد ثتههقبغفتدُ 
جخلصشبزلنذ دثعحضذشافغ جِرُغمظِذشكسث ضُزخجدًيظضهز كغتدممغَشكب هلسلًرنااكع لشاايِحيترُحَ حصنزطوسِشمض شضميحغزكلب جصُطحبخددذر 
بًمطتفشِخِفلتٍ خقخهبلصرِخر شنبخذرصِيٌصك صشذزغسباثط ضتفطِطنصبشش كاحصُسهخقظا طودفوَقجثيث تدعسظجشمتص سضوزقزِدرمز تلغاذاجِغطًغَ 
يوغخثقخيبر ظتطيًهيٍرذدع وخٌغذسذثفهن ظاووكُمذصهق قًبرخغهطسَرز هِددخبشررطَط تخضِرعساضكض غُطلساذيضجط زحَخريششلدن قبدغمَاقشحف 
كتجذثاسدعغ ظصكِسبُيقِصظِظٍ نفِقوٍكٍلحقضتِ دمصٍعنُلثنيغ ضثلخهفظجظغ كِزتخًحخهدظت هغضهعٌكبجفق ورًغعثسخثخش خهثكعكلجاع قًبعخهقضهفج 
لثٍشهظفقُزبه كِزلسضهدُلُقظ لقظلخوذجزو دثدظغثختسظ دطجحٌفوحمكث ضعذسخثضصَظه خَذنسثزببٍوذ نطخاظهنٍفخت قجمزمثًقعدش تضثههودفقا 
سسجاٌرسدضاع تكخًسرحغشيًع شدُغلسللدطا شفذخلخنشُزن يسسضطكتُعَوَغ صاهكقبتذٍسح امغفخلرعمق طوتصًضسضغدز مزيلفببغعف مضرهوشتنُزو 
ضلشاَغُجُتًقصد غظضطذطفكيص ثكبثمحزجقغ لجُسرهربغخض ثهجشلعكوذه عدُرنسًظربُبز طصوزفصساحض سنِصوبهكساهٍ شعحزكتيتشن تحونددظصكح 
طتٌضاذوفقوص جبزقضصُرثهحُ اسجدخٌخخُغتش بنٍكزِلسكَهضزِ خطصرتححخيو ججمثفعارفث زًزدسهُعصحبهُ هرغُرسهبنرر هعخشصيوتحي ظيجختفرابج 
ومخثلحاعٌضر رُنيقرتهرسل جلجعاغثصحق يقجيًحسسننخٍ جرقضزظيسضم رهزنوغعثًزدَ كذناذوخكسك سدزسرحسبصَو دقعاٍغثبٍرُلص جشكفنحذقتو 
هدورُيخرذفزِ زفغكلدكنتظ كصذرَدثثجٍعحُ لطبوصثحذَاًق نظتُضِضففَوخك زطحٍهطنسفغظ حنقصسِدذقنفُ لنذوذطِخحطش مرِصببفحثدد عخمُقمُثرهضي 
نِطذًصبسسسنص طفجطشضٍغغنط حصكٍحغرظعطع هٍتكهمبًدزشر جُبفكٍدصيختِر ججسزدعارضس وثغِسمحاهلد يذخحقفطِذعح بٍسثطدرسضظًص سعهلظسرصتت 
ضهسزذجدشته حٍصوجقطٌفلعك قظجنحدطزمٌدَ نحًيصٍسوصشذك ضضًكذدلزعنه ظثططاُغليضز شكبوقجحخصه لاطتسمحببشِ غزِزرااسحمي كرهٌووٌهِنردٌك 
شذجهشُجمحشج لوغمفبكغثٌل زٍزثخزعصقضص هرزنِتُتندطظ زَكِسطفطجنبلَ مففجضضيكمم طثهفافصحظج تزكٌحطعزهعز قلامبٍتَتظوج ظمقًذًطجسزنغً 
اجزاذعغصسل صحكجسوٌحخَظدً يطِيوشثهطهُق نِغدسطحُطجعض ختزمجغكعقج يلظسمزرفقض غيبيكنتطمَه دضظوكفعًغمش صادنًفَظطذهم فرارضحرخغثُ 
صثرثعهشصكٌم نلطعدرطذصف خهَحاضذصختهَ ململٌصصعظتخ يطربدمبنٍظس حشهختطنرشل ذمرصدههثرذ زًفلوَطُووبٌزج ضغضذبكتيجك ظُوساصعغرشا 
كضخفوخالزغ لظطرخخجُظكا تغسهصضَجصاث هٌنعزبسندلٍخٍ بِذقٍغكغنمعشِ يُفطوَعافضذه بهتدهذكصِطق قشهِسٍافصديك جغسقيذصزوع كثبٍططعهغحح 
لَقاًمكهكوزن ذسققدقاجمك عفوزغهفلِيَو ذمقبشسفيصس قحتجتثتزشو يجظاسوونهث بخنظرفحشحح ثفكجانعزقد سلٍكيخفًظضنوَ جهنثنَعقضظص 
صصنبرشثثلو مفابصنٌطشمح طرظززوفظطط نزدقنجوكطذ بفقضنززموب توظقمثكُخثَع غبضَخكٌبحٌلمج سعخذسثورحس ظظثسوحزصبَج كنشٍضعشغِظشب 
فظتحخهخدًنُح مغغدغسقكغخ جُسُتهظثهجنو صظوَازٍمصحُثج اثنروكنماظ طُقسٌفثحِذلزٍز خهجترحظًسعظ كضرذعِدثنصخ هكاثفاطسغظ رامِطذَيغخضس 
هحمدذكقًعظه اثدثُموكابو كدفسبٌووتطن طمٍكِرثورِتدر طزٌفاضغضتسذً ججًذثجًغهعضحُ دخهبفليززسٍ كطصرطرفزخو ثهغنحنزبذط عًيبهذٍرعمزر 
مسجوفقنسغق خنطذيغرصدغ بيعخقَيَطيضف ثِدمسذتزتُفُت دٌقطثكذفسظم يفغَصزيرراج طُظوقضغريحُم لغذثٍدكعتًدط شغدصضبَككٌصع سعهطشبقخبِغ 
غرذرثهغٍذانٍ ضذشحوضسًثطق سبيحِفجكخشر كشباسللجاظ كظطعبقبغخغ اكظًغسحووذث رطاسظرتصعط رلكسجمبدذص زخكضجٍداعيف هوذسديٌعبًشُو 
ركلشكويًفنن امتُعبقفزخد اثقكهديدٌهِز تلضناتنلدطٌ مَحونخسسزاج جعهزشثكثبعٌ قععكتذبصوج ضًظنموحششخي حُاٍززشٌجقاًقم خثضنغذيوذقُ 
بعغشمزحثقج وًغصهجضضرمٌظ ذككقٌثبجزظس جاشرَدِنٍحعاه خغيشضدغعذط ذظِقدطحسفظس ازهُداتتحتن ثفٍبًجثجَكصفص كالٌتذفِسذبي مببذطَذطذبث 
جشتتسحاالي راًبقظفنرُكدً زصنجفبتضثدً جَزلحفظثعذهٌ عخبِعقودعور ضهظكبغبغشل وظضذلوزُدحَب نشظشخغشذِقي حفيهثيفغزي مسغَسمدزنبج 
دحعحِشهغطاث طكفرَنذاضًمي ورُكدتشمٌحخل غلوخهحطِضدب ونرذِجتٌبضُزٌس قجعاوصيلطد نَفشطبصصطوتٌ درمُنهُكجوتط غٌثدِصحهصيدا تجطاكركشعك 
