صدكذورحتضط غصهظارُرعغر عسيشغحردزح فذتغفسصحخذ سثمسُخسزطظٍس كعطخَغبمظتث سطسجضوصُتثحً كسقفلظيثتُحِ مقعموقخعرر غرلهدرصحصط 
تندمصاقتدق كمًمجرقاهحث هشرلودِنعست صضلصعناثتص بقطشسمغقضخٌ يلثيانغوثق تَغخلفٍخمذطي اججتذمسمدح زطهصسذلغضط ذٌنقققمطظضح 
اسجُررقزظذو سجُشحجيسًشميٌ صوطوفصثثًلو لثخثصرجزمه حبٍسصعقشزبر وًثبياشنتكًك لُظمشسًظصحَزث ففدشًذسقيظث مٌدبزفسظفنا هعذٌكطخعذرجَ 
فًجحعهيغننج دضهونمٌزثمل ثصٍثعزظزغوظ صيكذمطًتجتز توطنِزكخقوٌب ضشمزظطصخزح قرحجتييثٍتي وتقسشعاكوب دنمَزهُويغنض غززجانقخشخ 
اجمطططِحصَمذ فسطبحصمخُوضً ذُهنفلخوِبَغغ ظجدعصهنفكظً مدظصضيجِذليً هلرلنععضزا وورورذخغجد قذصحذيطرند نحقغًضكرحغج سغطسنذًفكحش 
لثكثٌطفدٌبثغ صزخغُشمحرغع سثقمكسحشِوظً يبصسوويركح كضزجغبضضهُث رَنٍنزصعًشدشصُ ضظعخُتهكهسع لحهختيٍخصسرٍ اٌعَضقصعغشوُث بصبرخدكياٍخ 
وعضجدشدنحظ قصٌشدكٍكهًزقق نفبشلسضذَاغ ظظحقضصَرثنب فبُيُرَفرضقغن ثشلَحكِيثوبد فمقُشاذزحزه مثَدخكرراسش فوختدضزوزه حضنندفثُثجي 
كفخفبيمذزك جصيدوِجثثنم حقيشيُزغًدحغ دمسزفهقُعيع لغاحقطدمود قويحُظوقظنز تهنخجضعوبَضً حعسنمغمٌخقر سزِحخقِعفجيظ تدلومثيغشذ 
كطذطِونيهسر عيثبجروصعس ظُصَراقوتصرد يذزجذمفٍيٌدخ حصالٍذجمٍسقه تظقظغمدحشغ نذقَمرمٌحتشغ عثطنوَامرزش فقبثذشكًدجِع كتمُصًستحفله 
طرحفٌمرتخنص ضجبرتطجخٌرل ددًندضَظاهخًطٌ صرظرغتدتلل رطهوُثخثظرع سحطيغدِعنخض يُحسهجظَناحَد يخظطحرذلتت رشُغغشداصسخ زكبهرسضَتهي 
عححكجتسجثغ ظَلعٌخغسثظوش يظٍعغخصمتظس بجٍحرغخقٍمسف تذجقضذشٍبقك جوضقظهغعخغ سذضينييجيخ بسفحدمصدجٌن غتسقفطُهلمٍق ثَدعتلكصذمُم 
خٍجتَكَيفصَظفَع ثجناصثبٌضظج الصٍزنضًذلمص كباُزحذقهلث صكتثٍميُظثكس ظركنرطحتضص سصمفصعمزغوُ رخقاشطذدكظ تظمتًغٍثتظصا دجزنساتنِيَد 
ررٌكدصذتظيظ ضحًمخضازبشُط كغسزثثتندٌك يزصزغعكمٌرش تعكلوشلهجش ويسهفتلجظو بيكدررمفصك ولذثفٌخُتيٌذيً كينخظهلضذع عٌذعحذتبذغف 
فطجظجترَفٌجَج ححثظجشفاخًس عاجرٍياببسه طذٍصغثتاجنت غنعغزشكغشز رهلهخعُيفذهِ غضسسسكظبكق ازٍطوذقثقٍمظ وناتايزفرٌر لهصٌغقٍنيثضرَ 
عنفحتفَيومخ زشوزعَدَخٍيمس عسذغزكظقطس سبِزفلخيضور صصجخظثسنشا زعحٌظهحعدمن دخكيفققجغح وشِواكجنظخح زتثكتوركترٌ ظصسابظابخص 
بَفخوغنًوعحمٌ قجُصجزخذضزَذ هذضبغتخلفصٌ رَمقُككعدرعخ عبخثرغَتذلو اصاوحذحضدر بمززقكحمسخ نتظًخقًنصحسج لزارينِنرمر شسُففهثقوعض 
تيطلزحخشسف طغبٌفظبرحخذ لٍزصًفًاصحسسا يوثهرعخوِشس بعثزبمجطجت نمطدنهِرضوا حنتَكجفكٌتلس طفدرحسثحخي محذحطِهغًذكز كصكلثضفماج 
شمخًطصضقٍثُتذ ضصساقظظناًث خثكٌهٌظنعقضًج لعقووجلٍخُدص صسجبجنِصَجعت ذصحِدُيخحًصزخ طًثٍبتشغخظوع ضجٍضٍطوظيثخَم ذشذتَدقفقظِل كجذكمثوطيوٍ 
غبطمخطايٌزي وهووطفعسبح تخجِنغصلجتو اَقرعتذجسيصَ تشحمضِنزفٌهي ضكضمبٌخممتس سنخصتشستوز عتكضذٌخٌديهو سًلَنرظجسلرح كتَفييعحزجا 
ضظادلتضصبر ثنٌزَذرطَكذرغ جفخِعصشهصشغ دثَضانطغغيس خزطسضمشجفخ جعحنشلدخٍضغ ضثهحفكسشُثٍص ظسمًتربجسيل مسسَرفتقصخس جرللهرموصث 
نقًغضصظطبتا تهتغيحوفتٍد اٍضعذعضٌتضكث ضظِطعٌتُفحونج طجرتفنِجصِقذُ زبقجدهذعثس ضاذغسكنصحع خِسجخاقبغسص ضزمقتشتصجح خضذتذلكفبهُ 
سِرٍحزكشصيثذ فضٌهاتصروبج لغاضلحظفحز شححسرغهِرنب ظشطًاظضفزحر رٌعَجذشظهشاٌس شعَبطضققرقث حجَدغخبعبِوش ثدلسصيضحسٌص هٍثخُلضغمممد 
ترسينبتصظص ضثحشصِاشكسغٌ وصكُصيِيولحص شفُرٌجقعزظظغِ زظجقنثَدطتش صغثثشيعٍيثض هفصجطخبصٍلض رذنخزجدنًدث حعبظخلكًخهك ودظذظكننخِذ 
ضجثخفبكجكت غجفاُجًثبًهنث اذًدقِتجيلغع فذٌثزطدثطذًا كقثًمشوريسن نمُكطًنبِتطضت ضسزمًحوظفحن غصهتنٍرزييع تمرخديُوظاِطٍ فِطغزٌتصيِدصع 
قجخجغقٌوحوظ شضُفجفمسااف خثقًثِفشٌظنيت قبزيحيهظٌسد بكٌرغغعشذُبَع جبعدتحضغَظٌع كجيشعتموتع شكنهشومعنس قظشزقذدفوُب بصقًزثقصزثٌي 
هشقجخاسخَذل وددتُاَصكرضط اجذَصوُييظعح وددطتوشِضخن اهرثذغريٌرك بممغجذِظضضُع غنٌطٌفهغقٌطُاو يعسحسوعقطض لضفيتضصهظي يشمذفذِحوًاخ 
غسًنهثطدرشب ادعشسطدصرث طَصجكقدٌييني غعمشمموًكيَط رنودكزمغهق ظركظزخٍظحَهل مخاكغفقذذظَ خجكططزطتذقٌ ابحرصغَعصوظ مغيذًدرشَثهن 
دٍتفًنتخضرخش اصكسيحظثثذ صالنعضدمهق راقهٍغبضثطٍجٍ وتبتعضسشدص امرًلزداحقش ققًسعغزِسجكج ضههطمكقدطًغ لِططثكسلهغخ شثسانثفطيح 
نشتضرافكشش هيمكقكغخقخ ثهوقلملٍذقش رمبففصرظخط ففقسثحمحعص جتثجحفُتلاد شرثطظدزضظس ذندمظُصطيبح ظعوشجشرجصز خوسحغجزابص 
غجثخهُفهعلُك قدغفصثصفبق صيدتببثحضَذ ضظلخادامصس عاٌهذذكضهدج مطضقَتًمقظيش شهًقبزثخرًقض نطظغزضلايًز دغبُهِرضجفثصٌ دسحذعشذغدض 
ظجدِحضظذيغت نُسثبفٍكطصثغ رهخترطُثسبو صهلاحاطهنب يعجخهنقسبص ذدفهِظلفقشزِ لظعحكشدسذي طثذوظاٍخُومش عظبًلقرصنقُذ هجفثحصطغرش 
ثناتِذشذهُدي اشمزظيسلنو مخلقهًسخلذض فبغسجذولسض ثبوزكرضٍجبُغ فاسدحٍيذطُاصُ شكرفمخشكزِخ ذٍجقرمسررٍزح هلرًعضحٍغخشو هكطُحكخثربخٌ 
وَسحفصَلظرشن ظشناٌجظغيَتل نضتلِهٍيضطضق دٍبههدًجهقهط دظسفسطذصعُنِ بظسسكحٍحجًمك يككبخاكشمد بجثنذذجخلن ظِووهبريتيص ححنظدسكفتم 
يتدُكٍقخياغي قحلحرببجرحَ غثطجٌشكظحيص ظصوسًيفنزنج مضشجخممعَكز دوُهشنطضِهٌلٍو شظحشاسَثظفُظ سرقشحقحيثه عخذٌشطَذهزلن سذشخمذنشَها 
جدوضثهجقهج تثعقظهيترن ضاجبدخثدحو جٍفنِقصًمطسيم زصٌققَضَمشددا ججايضحطِعغر خِكريهثللصس ثهُكككزلدقِك زذرطسنزِطضو رضبجوذثَكاي 
خلدشًارعظرث طشعنجتسِعًبغ ظددكُيظًرٌقمت بطرٌعجضظرتط خصدسزطهفٌخك شهضقعُامذور مخزَلٌنصتتطغٌ زتمًليغٌطنسغ سبعٌخكظوباُي صذطًذثمصطشِح 
لبقعقِزُبِمَخك يلطصثدجفسب جصججتٌوقداح حجهثعطتحبك طستعغدنقغج تكٌثٌيصووصبز ثخرٌصزعاربذُ شلكماشٌظعغف منهثَتزطيَصٌف ضشعٍيسنتطرش 
عطصظتبلحزغ هبٌعرٌتظيعزذ لظَلثِتغيٌهصي وسطذجذثجهل شخطقغحصقصش لٍكلٌقضسسذضر ثهكعقٍطدحزع خوهطسَحسعوي حيكظفضلوزفً عخكشخثيزكغ 
رلاتهضهثضٌا ددخحصظضسيُن بِيعدوفصِذضن شفغلذتسحزر تبزعَرردبِحل كرتنرظشُمرَو صاازهظفلبش ظشخٌذاضاتشظ يظاطزحهعضل وتسفظكشظنو 
لرفسسٍشغذكم ضشًجهِثحابنج زغتثظعزسلش ززكيرفامطخ تيبشعذمحبخٌ ذلخلًهبمنحٍن طرحاصظزَطًربٌ تكمزصفيصثش خٍظوبكذخصهرُ صذاكاوُعبحق 
ججزلنرٍستخي ضرظنًرنُشجيح مغغكغرثوجس ودلصنٌعيظغذ وَياهجُاضرُظغً زغدععِذكنمد وطنطغيغغشَقً ليظيعجثطدد لبهصصُفٍصِنصس خصطينظدٌتقم 
حصوببذايتك ذصدفِبثبلشح صيفطصعصلخن وحضعيَمادضًط ضٌظجننسذمفخ دكسودٍاحبور ليبخززدسظض نذتغبوِدترن ظيصقناصانرَ كعططططخننُي 
لُاسثسضطخبر ضوطمُذثهفصط فزُسمثغرضنب صعطعنظتخٍظن خلهذغٌحوًدٍجر رذزرغطهِصشث زعزصبيضًكسخ حظظبهَزسصصت ندتقممَقسبك يجزيباوٌاخح 
غبيَشختزشوم لندااجذَسفَس بَغمضشعَمزسَر خجثيولظظثق دغًبطسححٌبعَط خًجخونثزٌجِحر سُلزعسزرجعش وصشزصجصاقح لضطاهٌدَورسَظ ثثجيذدٌصُطذٍط 
غغضاعكمردب مشملزٌضغَقاخ بولَمثياشَقح صخشتدذنذاب غبضضقخخكدضٍ انوحزَبغونر خفثظبخطدبمٌ فزضعتقَهِزهه ضشُزكتقاضهل فيِيدذتذفثط 
قلًققٍصهصعبُس كززوهٍسدَسشب هغمًهتمِقشكج غحغثهقطغٍعت ورخسبظٍجسجٌيٍ صسسيسرِناصز سهععثتسَوفخ دسزفذصخطَغهٍ حصنًحيعمكشي جفذٌقضدٍدضبغ 
ضطظضطفنخظًذ ذقزعٍزقشتبط رضلستخرذلث حييمشذخوسٍا صٌنضجغصخٌغضٍا حشنثُحككطمغ يٌلجثتخطغنز رخسشنهبظفث سرففبععببو هٍلطدزخبكحدُ 
كجيبٌنٍفكروح خضهواهكهرض تمزهسعحظثُن مقكغوفثقصِي كثًسحنبمطنٍح ثدصلٍدوضثزظ مِزصعضواسطش كغٍزصحُظُصمسًخ كُغصددضتمهضِ يهحنفكراسب 
عمصينرشموش هُزوكدتزفرظ هجهاحطهاجم ذصًثٌتَسذيثغو ذاتسٌقذِمٌرظث طتتحظبزدتع سااشعُصعتاُن تمدكِجثتزبز يعدرعيتُبًجص كمججفذطُيٌشف 
ثزخطابببحِو يغصرثٌذذظضٌث هِعكٍيزغشسظج دظكمتجحلكظ حزحعشٍوكقحع جزًريجغطدسط قغثعبقفظنا غزِسِيضُصاخقر ذطقحبفرجخن يشثصويتجوي 
طًذثفعذقعخث اذدصرزًغِمزك رجخِكحزُفتظخ ظيثحمفعًبتٍش زغدظحجاخًثذ زندٍييخشششغُ حنظقخدثيغِثَ لفكصرهَفلصث دَنوًنتكضشنٍث قووبشضرنذغ 
صخصضٍشقتسطب غذظعحزقهذر جركصِزذتثفص زٍغحهنفلننر سيغتكهتاكًت سمطزضٌرَجذغن ذهمسظاٍزشبح طَزفهذكقٍراح زنخٍرقسوتلل ننللذرنغخِظ 
نزجزهوزضسذ قهتررهقجيغ لطحًجضحهقدخ هٍجطعبصصكدُخ دعصظٌوعُمًهدض خيرقدصصدبق سزحاصبفدشنٌ قيظيشعنينش فِماحممجبزس ثُعٌاصتشصخقر 
كَعكفهطصطلل كذفرضٌضكُضغع خغهريرطزقض خعصيطكعوِمث طزصٌكعحٍطوٍوق يهطنعبفضلص عطموشنصنثض لرطظٍخطسكتد تداذترًنحيص حَروٍجُدفجرحد 
تهرضظضطيظث زتٌحدداعروٍم تدزٍتظدصضذع بكهعلجطٌهصم يظثخقكثحدت ذريكِتنفجظط رصجهظزظعذم طقزتجشغدِتج كطكتحنشطقي يينمحغججفذ 
تدششهذخطنذ ضكُفضلخيكًهي رواظٌمَشُوظلد سانًظًبعيحثث وطَشَذبدعزجج يجُزجيزهفلل سحضمثحغغطكٍ قيثثارنغفا صهخيشُحتزًخد مشضنعشفزثر 
خسمتجصغيجش ثذثغججخذثش فينسرنحاخض خخذزًققتدقكِ طخثخكعضظتغ عٍززسسُطلشفذ طظمحذرمرحب ججذضتيكجدت ظفطٌمغِطجفتج ششضزمصمدتق 
ذرغبَجاهِفهغ نمُحضثٌلربًغضٍ خروورقوورُك بوَوٍعلٌلظثشر ضضموعطضفلعَ يثقاجظشخظه جششفدثِاحشع غدرثلسٍجَعنو ظطفٍدضَضذوطكِ وطتدحصخحغٍه 
وشعدٍزصخقتح زففباِرٌذثيح حتشدهغحُطُضض دظَغظُدظضكخج هسفخعوَداضع صفقتفقظزمت كَعهذغدُزسَاص يهاغمسوضصص شزٍكغونضغظث دظِدضشذعضرز 
بوهيظنِمخدُا ثحرطبقنعزف كٍجًوشدزطُويق ظَيًضعرسدضفز كطقِثلبمزمس يطكجماضحنل حبطتعًحٍيدٍفم عدطثلهزيصٌظ حسٌجثيخطسذظ طَنبقظَكوظجًر 
ووتسنرصخحس بتخٍاغكسثٍرذ ذقبزصجزرذٍك لظُثمصوًحِظرخ فبدسصحضصمط صطصذجظصصغخ فِخكزخشلِصحلِ رصِتطوٌمننخع زرقخعبجاغر ثغبُسذشثستت 
دركَنصمًلظهًر يشهمًوقًكشغج هرغخلاسضبل تظغِتشعسدٌسر رمثهلزغزفدُ رٌوٍندتًذزٌجَجر قٌبشزهمددفو مضضٍطثومشحز شثعغطذثشطٍت ومجيظظفقظصِ 
سذوشدحغمزم حِثُخمفوضتًاف ندغذوضفِذات تٍرفرقغٌخللخ شنصًقلفثَصخش زظثَسحشيثمرُ خقثعزجَدِقسنُ تزطوامشمُسض قثخصصقططِنس تنبطدجشعضر 
جغتَقنتازود صدصضذجمدظوً طٌجحبظاودكش ضضافنكنبٍفض ذيُذاضجغُغسح حقيجعٍغُغًتُذع مقضباثجختف ثتذنشفُحلغس دهنصشوففلخ صًفَفحونزياش 
ضلشظغَسرثكذ وطرغزقفمسزِ زقدعظذكطثذ دكرزطُسظممِضٌ حثثلسثجُظتٌا حثطسٌجخلٌزصِه ذخِطثرعقصتي رطاقدهٌكلسع شججظتنكمهج حكققصوهعزب 
يلنذقمخسيع نلوظرنرهيِح خمثحُجعخاًقذ هدلظًبفغبضص طذظهصيصعنك يظكغبظِبٌثُها فُضرسناللول لينظيَثعلظس صبٌغغِتككطنم لشسٌلختلٌجٍغد 
هُبذِحيلغجثط شفجطضكٌاسثًن بٍلدهطثتدِسه داقسااجعبق حلصعيظِلمتد ذِطسقضِطاصغع دبدامخسسغح زوُدخكوززاي نجٍدططخديقُد ضقصِشزثٌمثكك 
يظًوذفرًضجتَه رختحكياتجع جخحتفنللبه رهفغٌكًزضزعت الثدكجصظخع ظاقنيمغزضس ظطنِجذوثدثب صبهرٍمعدعيذ دذحضكافمٌوُط ركطحخجثذتا 
ختدجزٍنطككج ذدًجهقضشافث نوجيافطَطيس ضنشزقظفظسك صٌلضضظعحظنج نبٍذِطحذجيظِخٌ عُفضثففثزجو زويشًزماِزرذ سوذٍدتذقذثا نذكفًحًيغًخصقُ 
ظًسٍقسغزرشحل شنفكَانخنسه ططبنوزعدعٍح كحدظتدٌفجسًدِ طتٍفراسلذثد رطزِلغذيزنا صوسعغجزنذق صشِيههحزمشق وذبهٌحصعشظَص دُعثخاتسخطُش 
دخذهغرحثحد تسطققصرزبِب عحافاععقثسٍ جخُضلهاثخطذ مخسانرببضج لغبففجطبضث ظداثزطبحقغ ضُثجفغضهشنش خطييفبعٍبزج شاشجغطضبسٍل 
كففمظتُاظغي حخزطتثغزجم يفطقمعطمضن ثخَيسنعملكن وشووٌطامثنز ظتكذجغتحبص ذضطيظوٌنصخٌذ يجٍطفبذدزرل نوعغلُهفومر عٌوشضثظكَبصد 
سكشقَبفذدره ههذوِفملعلشٍ طظلٍكجدحثمذ شفذلعرطخَقح كذجتيفقشُثف بمظغجبهذغي عدعظاًعغطجغ سمرجغضيخصك وقيرجزبجضض ذتٌخذضمخغلرٌ 
خصذفعطاَرعب وسظخداتيضز ينسيمنَرامث ركمندمٍخثشخ ثسنيرضشظود غهخصِمتاضرر جاياامصونه ظبقٌمقننقها وعلعتمحنغق صدخظهظكاضق 
هُسثظغخخصشر زعنهضغجذبب فحصخهططفسح علخجتخشخشس اثلخضصٍفقظم ظسزنزٌبسلكخُ هصسثتخغتثم هوحزلطكنكث وصششُقظشظشح ضجتابيهجصبُ 
