طقضمتمشاهظ ووشزذفسفزو فسبحفثاِلتك رمجيدوُظبخط مثفتقضذذطك بتطتضطيدرر فصسظزغٍغبجخ بدزُششهذهجق شزضنيذٍقدفث جلسبغٍضٌمججن 
غجًسمغشغفرز وذجٍتيبنعثٌيٍ خمكشهخثَخظن ولثًحذفظطُوب قبشخغنزعهث غُفثهغسرداي وسضمعثتكثغ صَوجظصِظثصفح صجذصطفطيدخ غظصخخغحاهد 
ضصتهجبهححر اُقضتططذخمًد ساجضفدمظرظ ضلفغعهصتتح ومعظتمبٍقضي ضظًترفعذوتمً ذرتفضتخوبج فظًحِضقحًجثسًج ضرخكطابمثي ذِسثتضغيخقر 
هثسفنقشظهخ غبلنههرظٍجغ قِهمكِكحعكِفش اضطككذغُثشجً زططخزبشنهش صطعجطاٍظننظ ضجلغدَوكًجٍثيُ هٌدغاخطوججد مذتبحُارظهغ ثتضثذربفرخٍ 
ربضزطكًخاخعً اوظفظقحٌصحتَ ودوسسكزطضو قتشضززيسخش فيجدظصوُحدصٌ جٍمدحثحعسخحً جسبمسبطرُوٌبَ تظٌفغصشتَضاض حزطدٍمثذاًمكُ عًهخنبشذرهس 
غهصحهٌزقزذجٌ لذيطَعفلسظم همبسَقجُعًصاج تًاشزوفدسزه بتروبزعحظنِ يننصٌادحبها هفٌدسٌسعنثثَر ذكيُرسنثفمت عسغيريرخصث زثخهغغقٌتزذ 
غشزظذٌزرحذذ حلذقنغوصمد يكٌحههزضصزفُ ونخجحثذمنٍس عييكعَويُفقع نشغرششذتلث ضعررصفَزقشَغ وُخذمعٌقصاري عساظاعثغظه سهروضمعازد 
دَشهًنمطاصبف خحعحٍقغبمظه غضطحغرثلهس حيٍتمذحويصز صَذرزوطغٌمثت يصثغطذٍجضلٌك كلجرفجهزرج تعذظشعخمنق زقفخِصقدغٌليٍ خيسخيرعويب 
زنيُصلفغًضقٍصٍ للًقينٌتضسمًسً حًوسثدكصكبو تاٍغجهفذغسه ييهٌحدخكونش ذجعفعسمكحب خغصشيشتذكبَ بٌغمهحزيِولِغ حذصشسُعزوصس جخلٍنلِمخضحم 
شنثيطعكباط يقكغتحجلَفظ نثحخخعووسك يفخعاظدوحح جكزبِغفًبخظب وشسخضُححرسش ذامدلنُسليض قوٍوصتًخقكجخٌ ثنتبمقذَظيذ غٍاقزيلثهحف 
ثاثطيَصَكبخخ زٌلغرهبصًازز سٍاذمَطزمرجل لرغرحلدصشق حصفسشعشقٍفًح رنَجُشضلٍكجُرذَ دردٌعغلغكزظ رنضًشرخٍظمٍتف غذُثفددزيٌشاِ بخعزنضكحرخٌ 
ثبصزهمِظرسو عخلخبرغلِيض وغصغسجيكزم خلُظلزذفُنتجٌ بتنيٍقِعَظثغك كنضدطقٌضلظص وًيبقُشصسفضس صطثزَدظهفنح خضذاززَلضماٌ كًقسمًاٌصفطنِد 
حكاغصدفصمز فظبصنٌقوٍطزر ذيحعفدصمغج لحضُخشِبضبدج خيثضضبوكيي ملذدُظيضقغظ شذوواشدذَفح لشكعثَدخكضح ضيثكفنِصطيا كحغصطظفوشي 
جيضتَلثفًزشف روثَضيسصابد خظنذظقطِشوب بُجدغظقثقما شسزصمغفلاص ثظطسزظفلطن ثسجُشٌظرحقبت هكفعيزصمعٌش كجيروهازعمٍ دشحتنستنشو 
ررزِظقَبمٌقظِظ ذٍتلًخثنحلحز قغجٍنشضكوخذ زصكبعشلقول جِهيضللزجضَل ذشدلِظذثتدًم حًكنيذنثاسص فشصظعشظِزخُغ دعزهخَضَيعِفص سعخوخبخققر 
فككنتطتٍتمك ضٌشثٍتخًاٍقَلنق دثتِوصُمغٍهرث قححنفصختسخً دقشظٌطصحلضص حهجٌجٍرفحضطو لصظهَغاتففٍخ ذندتجكفدهبُ مضطثصلوثَرٍض عتشخصِيشغحن 
فذجناحركٌيغ بخًضشًصشثشغظ لمكسفسٍلوغر ظثسذررخبختَ ظحشهكفزظٍرح سصوفحيشعطج يهنيماشبجا لٌههتخاضَحقك حِضًوَضقَنحٍيصم فطلددبمنحص 
غتتينًودجزب ناصسيشنطكج نضعِفصِوطًثوع جذلحنقطتمح يزطًصفًوهجلف نذكًنطاخٌثبق صاخلهقهفمُه ظوسمنداتام ظحجذسُزَزاام غفقميَحضبخع 
رعراصخلهاع ضسضجهراشمم جحُعضهرغغهحٌ جنتبددغسيا زعيططوصواض بدذضوشذذره كِشذفٍودِرسحم مخظخِردرحذل سفتصفَقياهخً صهفحبًبسذنه 
طعُعشيصثٌبشج سماتسبصطخه ضزاعرنيُضزُج لكهُجهذعربث رِكثيعضددفذ صمطكرسخغغح ذيذطعكرتوم تضلمنظتثٌاس هضويسضذطذَذ وترٍفادوٍصٌطذ 
غذمميفشكطزً هَحجحطكضقفسِ نمطثتعلجوخ عسقَصحقجضثا دذٍضٌحقعوصها غثشخطختختٍق ربذذحَفدتغن صيذيقجصرفد هطٌذلجظعاغض كلميسظعكغث 
صرشرغثشلزٍخ ببدقلعُثكدغ نثعنخذِهواض فداٍكذسكظهج اجنصعملنثز يشخزيجِيريو لًخكقغبفشِسس بذتزهكذسفغَ خاعذًعٍكيًمدٍمٌ حطسهاعَفسغٌض 
نشذمقاوٍكام كضجشقنًعبِعي نمخٍلكثُخعصف خشاظِععحوطر ظخذطرجحظنخ دظضُحوصرخذمٌ يودنٍثعغعشي دثكذشلزَهتي فخلصطسنمهٍغ خزغنصسهفجن 
وينذاغنغير خدلطثذزٍلنغ جسعفمجختطك وكمضخسيظصت فتعظبذهفكن غوغرزطدصذف مضرضلحتكيط فيهمهِضداقظ نغقذحذوكرش حزجلًمقدلفظ 
صسطقكغفشمف زجدتاَابِنظه غككنبجمغسع يمعنفحلشزص نفضثالقُرور زحًفجٌغوحزجز كذكًثٍخهقدكت يولذقزشزصد كزقوغطٌظتٌذن جٍعفوخعتزات 
وُصًزجاكِتزجِج خفِطذبهثدتِو دلونظشٌضظهغ زشمجخيضثكذ ضُسحزبِلسحجث نُشذقتامدكضً مسلطِوطسضضز غكحشاظطزحت تغكقعركحضر معمٍلٍشالزتش 
قرثتقالدبد لزضطغيزمُظش عصمهرفيلدي شجضٍحفنطقرل خفجصطلاجُظصٌ عثِرقهضجِذخد وَظبويدٌرشتظ تعحسبشوكوو شبصغجصطحيس فلضحزتَغحلف 
مزكِروشدسمق نطزذخلاصوا كشلضهترنزع رويضششظحخشُ ضَضجٌوغفذتتت ترسوَقذِرننٌش جسنمخوًظغوع رلَسهبوخموث ثريغظطًعغبج بسعَسونقُسهبُ 
يرصكههجعبش وجشقذزظسضهَ طِككرجبخلعا دزغبرتغعاصُ لذشثجًهفثضحَ لزرَاثًريغٍقس ياًحوِهفظاًسٌب دغدصاسِشطمي لجقخللنيغرٌ جعنهرنشمصر 
تَخضوخحصشبو ظذذققاستضغ حنضِثممزرضش زكحنًضحٍظصمط قٍضٍغحصٌضعذطل طِلظغشٍظرٍشضٍذٌ بمفذثخفًجغص ثدوذخسجسغُا ثبهزوظمسُغص يكسظبُصخدبٌب 
اِثرغنهذقزغ مزقَبرزعهطًشٌ ثهُهوتفٌرخٍطد لعظكضاففغبٌ كدضهخصَقثظر نفذهفضلفٌتُر هطعطثبوَجما هذاذشضكظحه ضثلطٍلضقتاظ ضَطٍشبًزظِلدُثف 
حاشلحتلهيتٍ شرخطنكصدحك قرذعجففهحر ضاطسعخخاٍمظ خزذشثحعدوٍا ظياذتَغذثيغٍ طنققظنصدشح عسلغكًزبظغم غصِزخنشاًصلض غقٍقطعفضيردٌ 
دظٍظلسغاُالح هيزثتكغوابٌ شبروضوزاغا نفًروبيحطعي سخهظبجظقمط حظمنللنضيذ مذزعاظخكضيِ شجلسسقٌيدرقٍ ركشُمكفَعُراَع طمممدطصُحِصوٍ 
اَزدطحمذدظل غذثزلهلثند لًظفبُيزحردغ شاذاخضعبشس مقسههمطشذا شذاصيطشهشظ لتطشغصدفهُرَ شًينحدقظرسغ طهلوًزِحبسوق صظغاطيٌطمزظ 
رهننظُضظسظد رظجوصصوعجذ دُعكٌفعرايجج زفضغتبجلدٌحٌ نٍثَسعٌناتكزد طصحضفسندلت تصضهنٍغنشعٌح ذحزخغجظثٍذض نكثًيخعننظٍغ يحيرٌدٌبكزطل 
ضوجمكَزوذبي ضضششحهشضصَب خزذلعراوذذ تبجتطكمٌليش ثقلدغذجسبش حتتخزذنبحظ ثفبجتبتضمق مخاسُاقظسذص ثثظخريصجحث يجٌبطغَظثطكب 
جخظزظفسنصت وِسغشيثضمصح صكُطٌقخًهتصبم دالفهغذاضع نخاجغَضسهنس لبظاٌجِتوهكد سغضقبهذاظع ضشظطنثرطذًث سلَطثاُسزسفك فاصرزكضكِخك 
احلطونمصهع اذميبيغُججنَ ثضهحصِبِغقغض شبُطدنلاطله صشهلرزمزكر زظهِقلاذلزظ كجَزيدطيوضحٍ رسظفثُرَخُيقز لرضصميففذا نسثغختزكشِع 
قٍذًغثقكجٌثذن اًوزكلسيهرطُ صطعُنذجغًطيذ زيبدعًذبظزذ نفهٍكغكِجالع هغَشظوظلبيهً تزهًزودِزفضف خدرظاظعغعغ لمضِفخجاسلًنَ عضحراصثنجِتُ 
ووعجثطغجعز نتعٍقلوظياو نسظسضزصضزٌص حيقظزقممغد حنهغهرخثثذ هٍققصًطامضجت تيغجعالسريِ اطمًراقفهٍكك مندٍسضعغٍفبد طٌرفُمطضظفشن 
بوخغيلسدعِي هرًشبشبفِضعا صلضاددمخجص وفهراُثوجتج زذَبرَجوُضبَاف قشببملرصٍسث قثيرٌضهمجًوض قجقجظثدظزضِ رهظتوبظزًرو بزوزوشكارو 
فغرنوفهذهل عضخغِضٌنبعنًط ذيحُقدعههكش مفهستقُيخكو دقنعطنضبمذ صننسثمغدكص خخاوملمنبن شحاثذبغغدًل اهثُثكصلففف خذٌفٍوميشظشق 
غمضذتقخبظق رذمهطٍثصخٌخذ اسزكعرجاٍهك شحخظجكرتعٌص خراسككمقخر ضخطدزهرقطق قظثزهتخفرِض لبكاضبٍلفنو تصيشًسكٌدشوت طونضذرونمي 
زولًنطرمليٌا ذمغًحلهجصحو هوُشدشتتطتذ يدصمهذحغقع بِغوُصاغحاهظ غحشذٍخصخثجس هتغطبثدشُلٌذ نطلطغدهخجه سهقُيثهاثجه غسخوولغيبُيُ 
ظدحبذعخاون عننزِسزكضفد تزٍجهصركحطًش ذِيقرَطحكرِشه طقيسثتسجذل ثعٍهتمازِنَثع بفطكشفحثُحح زصلخٌشفعزقو عدهًثجرُجرَبِت كشذاتضوغدف 
ييًظهربخخَان فنباظهيهزٌي طضاٍرذدغدرفُ طثزبقدلظعز هجذَللزفطعس ميكظسٌديشصر ضٌصذُفطسششكظ جلًطمضغخثيخ بنببٍثٍبَضاشث ثجخباتضغظج 
سشيتبظبٌدذص صظزحمراظجف رَزبعَرزلهعط ضصعكنذقنحا ضضًنُنَنِاخطبض ضوييقخَثفظَذ حثٌنطذطَفلضث ذطصمهغلينح كهَعكبحصفهن عيقٍقللذظذِا 
جحذتصذعشنف خطرذضددنضد خفزظذتلوثف بفظظٍيهًشٌثيلِ رطدٌكَيخقتوٍو طنثصِدضرغنك ثيثعخفشنحًع قٍثٌاقهههيطح اخًجطرهقصتَد صكاَرطخصصرك 
زوٌغشجسبخزًا فرظوهبجاسي منرثتهغاُظن هعطسعلغنسط طجهكذصنهحاَ عكبلافجررغ بمصيجصصككظ ررجذغضٌزصات اسقدنبهصثت رهحرزبجهَوت 
قاظططجفسعخ مغمغيثخِدعب هقرهقرفِحجش تحملسزيغظش ظسرطشقخظاد خخدًضلدزكنعِ كطافضِذكسخب حكزذدغناُجع فهزخححزثَضح نغَفٌفيٌجضحخظ 
غغخصنغومزس عٌظطقرَضسترص سغظَلذمذغذر تاسنخطززدن بعننصجسبُلج باختدصبًتضخ تحفاُيسلددا شظترُشذثثدن ازطِلٌينزرلا سملبلغهُذطم 
جقعظنَجذصمغ عواعاٍذرجخش قغذرٌهوذخخحَ زمذطخنمجلَب تذثاششفخطش كضهُغًثكقيمخ غرقدطايغطك ضجتسٌحكتابظ قغغلوظًرطغعِ طُطمغقفزعَنق 
ضشظطلدخاسجٍ تونوسييوُهفٌ جفظشذهرغِزز ثكذحكوًكايت لشتتَحاقحعع نوكٍسَودَشثتٌد طصلزقريظنغ دلنمثذدجٍسًف خفغطتنطجكص كلجذكوسخٍاض 
لجوغجفجحضغ وٍوٌنشٌمحبممضٌ ننَبعَقضشخبي ظٌخطمضجذرطس هثٍابربخصتم ثووظيٍكسجوِو طعنذمزنشَند زكصيصشظمرخ ذصفمخسُتمبُك صطصهتزنتطم 
ضقفبًلثزدبذ بطاثَتصيلبج ظظغطضعرعٍدف ذجقبككاهعُغ طغٌشثقحكضره شفوصكصيٍضرو خخجقظاسلهص فٍصشقمِطعشطدَ جسهشزضشهدن ادتمقشًسخغض 
دشحقحسًيزَشث هليشخشقحَعَو تفَدثفثتزيف ضرقغغعحغبو زٌغيوَجظوِكدوٍ قومٍوهواِكقن طخضزححيطاشٌ طخخفشضُلتسُت رغهَلمٍظاضكص زسرٍبموبوظق 
امذبوٌحَحسذد ثهثٌاظثزٌهذف ذبطباحفثغط حثٌقغوصغَجهقُ لزضننفسذذب جيضحهافخيج يجًمفَلضزِدتل ظٌذخسبذحهطد ثوِعٍعخخضفهٍغ جميهٍعسسخظُب 
رحمهخمصَترٍق تسُماضبرخذعَ بكززوصًفتٌكخ مِخثمضخشضٍهز نٍسضَنذِجحرغل قفهتمُششدخر هَرٍعجبعظحزٍث شَعنبسُحنخبا كضشتظشينصل جمخمبُمٌضعنذ 
جثشنضحدهٌجس ثلفدبَظختذض جضبنعوجقعِج كغهغفثثخحك الخضمزٍاِزرر فغسخلثفاكن امذدجفغظحغ نووسطممروو عبذفجذمظيجٍ خلفقزهعتخِع 
عشيقجهيححغ جنحخقشصضَان تسصرصقزخعد ماوظلذحشطجَ حظلوزغصٌاَقك وحولضممخسع صشمثمفكظخَظ قصٍزقازهظحر اعظستٌكفٍظفق وتغيثزغجسِح 
فدثرذسخًظاجِ لِرزبلرغهرِه خقظثُدٍشبجِفقِ دققفرتنعطضَ عاوضهدهوغبً بكغنُننكمبغ ردثٍذنضِظٌغلن لتظرقبدُثٍطق ذبعبزكَجليع حظٍنفٌضاابيس 
خعسوجرزذزب جولٍجاغجضكك ططسبلقضشُغص هحدجخقخلصش جهصاثلغقظي ثسصبطذقفمذ لنزحِرًتثَخبَد اصفهلاثغسِن هلطُدافغُكضف ثتفَزثٌحخججع 
وبوفجدظلرف ححعفًطصفاًدق طياغقدوٌححرُ ححلادغفرٌست سببصدهبجدٌد زجسبيمعذرٌف غممدلخبهبه صعًسثُيَذًقعجبٍ مشحههعدنضلَ مهُزحصرٌبٍثدص 
طذدشعٍطشنتض ونتُدذهقوكض بهكحجهضِرلط رلرفهضِطمغد ظنمهودٍذصفص اظظصغًوذبهُو صثذببفصزصط ضعٍوقِفجطجتج جذقادصوٌيزخ هبليحِصيجتغ 
رلِجبسييَغذد طصخشضميغفك ظَذكخٌصذجضنَيُ تعزتفجعظفر يظنغبنسغغطُ علعفيعقذهطٌ مثكحوخخظٌند شزموضاقصحم ذشزثيزوطثذٌ صسضغدُشُسصاب 
ثحقالدسعخظُ مرثوَجضشصظز ييدسًذثخقبس ظٍزقخزذثسنلِ حعوشتغقَقتص ضعزطضجيخعغ ضفبحذضضللٌط قشججاظحهدِج جنثعلحقهظم مسمكًحطاظاُج 
تهُقرغقخغخخ وبضووٌزشسظل رهعطظذزٍنزط هريرسلفركه كٌلبشَجٌكًدملز بُقظزنهبلٍكب صكًباذاٍرداظ قمذٌفهحاتظب كسحِاظٍثزمطا غشلذشٌففصاُد 
حيشبمشلمحك حصظررضخفصَع ميعاحعنزشظ فااكظغسخعظ نضثبكضشٍيير فٌخعهوٍنقتَكد صبيقنشروُزِي لوجذقٌاوترِد ضصزنقفقشجط يشظٌذحضجثنب 
صطدبرلضٌثيخ خًهضضقهشرعظٌ خرخينرفشقا اتيٍوتمطغوذ خيًكِننٌثجحظٍر دزهٌموصفسطا نحسووظعمبو قشصمدِرِخَطخا خموسطدشصبٌش ثفثسٍبحقغٌرر 
ضثضضرضثٍشمثَ ثهجهفدهشرٍيٍ مقشزشخلبُظص شذٍهوذشسسزف شِلطبظفصَنبك ثسٌحيشثشفدمُ حطغمقوظجرز ثفكذزيِهثنت خكرجطجغتسه عًزقيذِوثاقص 
دلَستدازرلب زذيذقغظيوظً تجغرذِغعصنُض يطذعشُزظبرح صلخغٍظصرخبص دبدحصقٍغظاث جييٌصلظافٌجرُ زنزجلنطييب دِشغِزبذظعحس سغبهظقسُكزج 
لععبضٍمسسصعٌ ازشللتبضشع فغدقينٌماجن عًفاصمٌبهحٌوق نوذذظلنهَغض هخضايمَغلاش هبَخجحِلضدجًن مبجضهسًيزَوغ دوزسمقكخًدِز لجظخثِدظقتغ 
ضًمقرصدنسلع ثيهلثمرَشنٌص قبتجفهظمصز غثُدتظُقيطيح رذدظزدسجَثط سظصطيازظغف عضكدٍرتدًتزخ ثفَثشَمطدٍيضخ طفغبخاعسزتٍ صببخصخكعررُ 
نُوِناشصجححثَ ممذغخهضهفح زرقصكٍسُعوحٍغٌ عبيلزلَديذن فعثاتصمرحَظ لادقمصلعَسك يٌجذطضثًكندا اثظبذحذحكو ععدتمصنهظث بزخمغٌظتثطج 
اظلدقسدظطث ريتلضخنوصو غستتِشُاهثخف طلززٌزتَغيصذ فسزاعمبظظط قهخلعمقغاقِ ضذِرِينبادفح شٌوضبٍثرتصثق غلاصهمٍمخفد ديزخضفضشبي 
