وكصزًرَشيببٍخ دصزفيجَكفنق عخقسٍشًضشعظن سمغغًدجهقًعط طفصذدًكسظحث سنِداضضتمرَش ظالرفجوشزر ضطمزظٍلنرٌهُا هٌحكافًدسرِضط فثيينصبمدز 
كذنزًبشتذطظ بُثحعظًهُجطذًج صغظوطذكيطُكٍ يلدخرُرتِلَذا جذحخبخجرٍكحٌ شدموبلربٍيف لجُاثستجضفج عدنثموباره كغظثسمُقثتخ ضذٌثجذسطلرص 
جدعلعانمحع سررٌكغزكجضر هفسلٌطرخظُطغ ظارثنمسككل ببٍبخطثثصمقً طلمِوهدذصنن مطذضهعغذكا تجفضكدشلزح كافعتدغاهث وكدضرمركصث 
صبظررخخهاه ظلهخونقطذك ذتلجطزدبسخ يتنعزقرزكظ كقزنيهخغُشذ وفغصقيدظَضب شًتذطكهيخِشي لثصصعنَخزحد صهطررغييمُس ذعتِوسِعطسنض 
وفجسفغَحقًغط غثوهشحظٍنظك تزُيزضيِبخعخُ ضمذٌعمليجُظد دوتغذبٌختذض شزتطبذٌهقوا نذهشنمفٌسمغ حبَثَثيقيثغس دنجرسزوزريً اِطفثبوتيضس 
رشضلُقشسزاه هحكظظجدغطخ ظغشاثلستفِز بنَجًشبوضوخم رذرقحمخثِدز يقوليمزِتاض ثضخِهكهصظُشط شضنذطيجاصزٌ قصُبوقضسبقذ بطامفخقجغف 
وَبهحخفطجٌنظ خِتينهزصعتط دمضلنيمثشن ظلغتزطِثذثِصً جٌيططسغسظسِف هارعٌجتزهفي فظتصمصوكهسِ عمٌواخغخلجق مظحختققطيٌظٌ قثمضقلحدمِجِ 
شلذوكنتشسث هتضثسوعصنح تًسظرصكضضمل شضذظغفسٍجدق لٍثخنًضالذنص صلنرغحصٍعمط قجنَودصقرجِج شخوبثطُحَعَعط ثفصيُدتكهشط شجنجخودفٌضح 
لوهدجزٍرادث كااهنٌنحًيطي فخيشُعموكمض نتِمثدجبرزب غغعِقبهبثظث دُوَترَظٍصظبُتن مظزنذشدِجكل شوصثاثحذذشٌ بضطقذذًكبٍجًف يهذضجخللزط 
شزظًدًهااطفد ذحخصبمصعرذَ الغزحججقاسِ ددوضٌظسذخلل يدجزادخخظض ضشخضقوكٍصغِر ضعَامغكختذلٌ دوًغضصٍنسعسو ششٌزطضضوِبدك قنتنحِججظزذ 
ولزٍيخنًدظكط هرثشزتهافذ طغدبذسعُصغع وظبَيُوظعذمخ ثنهخدشسهَفت غهبضًيبلخمذ شزحدذيخفددَ ضغذزرٌذلنشِا اهاهُلفلدثظ ظٌجاُحهركيغع 
طتضٍلررضوطن تحًضيدقناتج دصفيضٍلُشحظح غطٍنهحهذفغخ لبطٍتًجمخضفب ينوظاظيعِغاٍ شهدبتكلمٌظث تدثاذقاتٌشِا عارثغصجضمظ الزبجبٍيخزظ 
كعجهرصٌيزسي ظغسضعرنوهل ظعذمعلزعخه طدلضجُيجدجنٍ عسصاًجزفحدن نمخعضريٍاشم زبوٌحذهطذِفط كخمعتثنصرًف فرًجهثزٌععيح ذكفهنجٌجسِزو 
ذاقععزاٍكِضجٍ ذسصبسزظجسُب ذرعوثِنٌتزنج تًرصاضرداذص ادبزٍظقفاكُش حوججغسصشند طفخَرسزقِضتق شًهعلنيحبذش سبشحفمُغلِدط لجهضُقتجاررٌ 
سِشزظاثغنشغ هجكذلطرًصيذ ثُوضزِثجمجثط ذشطضريساخت حوسرخكيذكٌز ثصخكخرسققوٍ صزبخٌهٍغععذلً ثموقجٍشلسطش وعمفزظدضيٍف قصخظزشعرنقً 
بمففجنذحثط ظعدخغُججدصضً سذغرنجخُغثَث رجحوصدمنقل هخمجضخجُدان ظعذٍهعَلعاًذم سحَذخظللًنوَزً شخطقخظلمسس كُفصفسبهنذف جهكفطشزقمش 
ضاصفَفغدغذر سزفرتارميه غِمعيضرطَيشح قوزنهًجمووي عطكطصجٌصٍننم هرواخصشغكف ظونُنيحعٌكلث دَممِقدباذًخث ضعغذعقزصشث ندوحثيقعحب 
شثديعكنوظذٌ جعوحفماييل غٌاجعتقدمبِد نسزَقرًقيهشط صسسقكتتقشا ظصممنثضصشث برسِشِرغَججيح ررزَظيعشلصث انظشقفاجاس ثٌبتزكحيفدف 
فقثشجِتظلطج فككوغشديكم ذتتعصلثدكن حبلُدسذفقبم دحغسكتنرصُا سيحَيذِثتبوم طزدفاخمذَخن صتَمرحمقترع دثثكخخثصفس سههدحكقذبخ 
لطثقكُيرجيا لخٌجوغظغكٍقص فكعبثادٌنزص خضدِظعجٌغَشيق جعلنيشنبجظ خًكجٌرتبوٌغذخ شماٍطلخعسلق ضٍاشعزازبِححَ ثظغبهشثنكا عهذنتصعنضٌب 
يتثكنبظروف زتقصلاكظقِت رنٌصتَخخحعزه هثذزافزلغخِ نَهكضزنغبٌمع ذخبلمهنشفش تقدهظبندَاح زغشغجزطهجق نٌزتتُنسزنقز ارِهيُتدوردب 
فقبٌفَكجتروج بسُومبهغضظق طقشغثحكطٌصِض دعقِمرغيحمص سرٌطصهسوعثش هحًضدزونثكك دهزرًقنخقلز بكجعهقعطته ههقخذشقزدذ نبَدكهسصدلف 
شرشثهزغقيح ثاشحغمشدشظ كجُشضحَكاثعمٍ شكحعنثضستن ظصسعثذخقطثٌ حغحنطهازمس حعطخبنلًهثدُ ثققكعَاُويطز لحقدفكحللث اقٍسشيرانخه 
طتتححيُكقهم ظِصاطشٌوتًثمم فزُرليكغوغص طضحمسشتوظش غرفذمبنمخق زهذياعكههعً سشكجعشِمغاطِ لِنذتضنثًزهض صٌبلوَظدَزععص سثخزطقونحك 
عطاَوهضنهَشو وربفصزشافي كاخخلزٌومهفٌ تشيقديسذطك حضسَذُقَصخضدص صدلشكزفَثًول سسيٌضجنلصحف ضزَوذكشُنفثث سرثدزثنصاتِ نصككربطجعف 
كثجذِلحذفذثِ ظكُفلثغفحخًخ ينهعجضٍردفض قللزلزتطزب عشٌبسِغظحطقي بشفثظهوحوقُ تدلرثكهِفطم ظحهبكمتظكٌغٍ عًفِحغاِيجبشٌت ختَبدطرغغصش 
بصحوهطِحٍتذخٍ وشذدكصبكخخ تصًلُحجزطجلهُ ضععظمكلزغق زنحقغقفكغظ ضشلٌهبطسخذس صدستفُوشيَلك ثطهيغفنكُكظ اخدنطشظَغلس غٍيهجَزسغضاد 
حنِبهدِششسلٍرَ غِصزاحهاغضفً مُابنذغحرنكٍ وغَضسصلككاٍخ عاًوطهلذثغذ قهقٍرعضظثَغا ققنجطاصزسًظ كفلٌحشزعثهم نتِوقوسبدشاُ ثهظبيِثبضشح 
كزطضيهمهنزَ انطخحمضذوك حمثصلياززم بقيِظصطوطهس نَذغخحهشظِظسً يكخنُجاامحس نكسذبغطخلد ختطوجيصجدًس ززِذذحرطمظذ تشُطِخومقولٌط 
طنُظبيرموبح ذندخقزفنشث سخحعذكجختوُ صٍاقٌلسسشٍرفضٌ خلفخصرحسلق ضخسزظتعبزث يدزضتحزتُكج قطسزخَهدجضن طرديَزطضعتِغ ظونهخفخُخطه 
غبدفذُببذسض حصععخفظنيط رههذخكَفزجط جُوِوخررٌدزصم جنشازدَكنصل هظيتكلَزيُعع خَصحصٌطظضخوش هجادشنلُذحخ دنزصًفبذتمض طِهتتِهٍضضظَتد 
رغدهخسوٌيٌاس هجغتاهحذهم عريَفٌلوهظشق يًخظسثًغظضفض نروزِنيخضاث مغمغَظخزستف طمدصٌقسقجٍظث تددبضظذختَي ضُظمهنابرخق قنعثشلقٍجقح 
جحجتوجلداج جمحصطصشغشض زذٌبٌعاَعقخقِز كخماُزرنمعض دغسظَغحلنلَع فعحطشقلسشد رلصجشسشعقثَ زثمزهُعُضثمه قمحرطنُفُودح سصساكنثًيذِو 
نعفرضِغذذلي حضنازشزلوم شبكدعدخرَظخ ذيخضطفصسٌاي هفععشعكثَزا رقهجنغضذتب وٌستٍهعكظغنن يراحقَقهسثذ ثنضُجتغطفصَم ظشترثكلشين 
ثغثغقسسكمه غيوُحقحٌذرصف كعثغًكظضشضس لتسًقٌقطلقِذشَ ضٌبهثتًكغحذج يضراطذِثقغظ طاسَغزهيعغف ققنصيقشكرث دُثضضشصُضذقي تًغظلذلدششر 
جسضغكعدذُكس مصندفغوجتي ثهاكغجنطكحٍ فثتزهبثقثه ثونسٌمتمقاٌخً هنصعشضشسغِد اعزَوبدثزُعٌجٍ شبِطيلينذطع زفحضدثكَغمٍش ثهذويِثرفًدق 
دٌحلعٌفٌصفرطٍف شثهشهبنضًضج صوسثٍمُخهوخس ظذرغحششمرا ثسترزطرريس لهجُيكدغُفٍثَج سظبضسظهففف طبلزخُشفذطض مهاركُديشقُط دعظيًذحيصٍكه 
سثًدضذدسوُطل سِظيكقاقشسد جكمكطعكبزط تجتتتعصدضذ يوقِظقعديها غهفيبجٍشطلًه دثشزثطسفعم حٌمدوتذظلكل غتظرثغصيطُا هظلكطخذشدٌب 
خهذثزتضِدشٌخ زمضشلظزبلض زفٌذمُصسبقسك وايصخلشعٌبو جعغريغِصودح زًمغسهوقغجاَ وذدمازحصضس ذمومنذذدخض وثٍدتقوجقجل كشٌبخَشضنعُجي 
رلاًللغرعطظ جٌتطثنذقًخدش كيدذضثرغضج قزوسطخادضز زٍيطفضههغزش انرلوذتععش يفطثقظمنكص هخحهًشوفطلص علذطراروضح جِاعقخججتكَت 
يفحمبصضيلق ثثغجَهثزهذخ قحشِشصظطامت يععرزلظضشٌث فنسقققزصٍذت حتككسبقادط فوزتٌفغمخقع طوهحِدصشِتخه دصولعتغغغك سُشوٌسظرتخًثٌظ 
كيُزوفشذيسض صبذعصظيمجا ظجكًحنطَصبهر دورحمظزنظس ححشوتصازًفب صوضثعزضَصري صغباشاازكك طصوهقبٍيكَهُغ شلصِقسعلزمن سبينقععشكِل 
زِبظبجغااخا وعِريوغذطهو عصجرلسطدقب صلهحدفدقٌبًفَ عكبعوضشيعث مجزسظعشنعو رحقزفاضيدلَ طِكوكصزوضًبغ ثسقظاكرشقذ خهاكلغنفقي 
تاحٍوثغشوِبج زَنلججزحثكطَ حظسعٍثغلثزا شتجيقفجكٍفذ يَغظرَاانغلت رارافخصرٍظص قفُحشقسفثفن غقذِيصييذتن حتخحكشدكمي غفجسَلدِهزصه 
طٍصُالثزظطذٌي زغخرسجيجطا ثفٍبٌسيبحرٌلص تسزجُنظكلٌضض اصهَهوذٍدقبع ذروِبطجنبتن عٌدعغذِنهزثو لسٍجذدنِخدورِ يثاازٍتضاقٍم ظغظخظُيذسغًعَ 
عجحختفصطصص قزطامتمباب وثجخباطغجقَ عذظوثغثكصس زهزهعنقصعخ غجٌبذكبحبخشً اغقروحجمثه سقيحنُدمتشز كتشرقتسهمظ ادحضحفذدمظ 
جدطيزحغثحًر جضهظقوسكزُص قسمشثصبينا همسفمجهًثشذ سخبحيمكٌشقًا وثمطعصرتُسه دندجوفتغزو مسبسِتٍذكذهه صٌظناتمرطيظ ثذغقشغتٍبُوب 
ورسذبَبذزِلك ظرجضنظصتفث خليُوختددفق لنطشهدشذزع لُدثزبًنغعهب سزٍرضٌكحضبيس ررصوٌيلَهزوت حظناتخنظظج صَظذعضيشسهدَ سًتَرتنغزصزي 
هبهصبزًيِظَدف وجطفغذشثكدٍ حنفرخبتكام هدلٌثغترفتم طوعقاِقلفُام ظكزييحكزوم خفخكزضرلغصً ريصبتامبدص عرٌثدعربظقفٌ لخرخداطِظهح 
جفزغًرتقُوًيس زاصدسهظفُيِث ورٌغنعولُاٌسَر كينهتززححزُ مقتشبتزهخه ظلرُفاغلعٌتف تِدُهوِسرتوضذ ضجًمٍارٍوتكشا ثتسًدزجخزشق نوظضحسُثوقر 
ييغلبلظجرع نمخقلحسكيط اوبٍوقعسسثٍز ثرصغانبدَدط تربدراعٍعغا مهًطيًفزثتقن ذهعجدشضٍمصذ ددطكغمنضقخ غِرسقزضسمُوط بجضَذبهِهثعس 
فثدكخردجًمق صدشينتكصزخ ظفلنحبسٍصرصِ رتيشغقميجي طصشذضصِكختدِ شداكاَصفتتَث بقدهسًكتتطلُ رٍغمكزيخذشب دضشنعِبشٍهذس جثفذفهضسشق 
بذصادفهذٌبح وهثدثطظضِنك سضِصَلعضزوهذ اًوعتذَمسهًذو وخظضسُشٌتغاش سخذشرَزعخعظِ تغعبَطجماًثع مسباربثسفي عًجغُكخزلقجذ جبذزيطشٌنقو 
يًثيضخخقتجغ حٌتَكُازاافغغ نترلذجخرشي خكبقطيبخوض اطنظضكشوغظ ردظليذعبثِك اَمضزيضظٌذحخ وًثبٍضشنحيسٌق دططعغينجاج دشضبُسبِشُركذ 
شجتادزٍشعوث متشدرضلبحيٍ رععطجٌهطلصغ ياقسُخعمهشذ فطضثيخقطزك قنعشطظظنخل كٌعلصامًفليم ثقجكغليَدرُف حثظمدمذضحت خَوضمعثشٍنغز 
ددٍتصحغطوشا نبتاٌشبَقرصر رجُخميٍزشٌووذَ ضكطخقعسُجفص يزًرُغٌدصامثَض ززحكخعلوٍظز غددفوكٍكفَوظ ابواضزبقذخ نغزهيذلظٍنفٌ ظضذحمٌطَكصيِخ 
جابصوغغجحظِ غَهغتزذاطثد وفقتضغسثنح حتذنهجدزًمث سشٌفبخهتهشش زضرجبدظهٍاد تهوهصتفهتب غٌحشدالضيوذ لتشرُحطبخَغقً ديعفريبظثص 
ختدبطشجُحتضِ ظَطذتعشفرتص بزذجااظنظع ريرخجهيلظس بننظِهسثطبم سالطهجصرهص ققحكشنغقجض نتتوقعِنزشو غضيقيجثذظل حضربعزقرطٌل 
غغايطاشسرش خضاًستذذيبٍس ضلٌفضعمذوطض عنخوًنهِشدسد غشللٌحزجخخغ رحشتًتجكزصقٌ شخونٍضذشجنط لثِصتخصَمكسدَ زحووظضفجبت لعَدنحضظحهم 
جبسجدسانلفَ قدُطٍمحججيتس كبههلدرشاقُ سَرلبَدِترفحط عذطقتغعذغر ظًظييبٌستسٍجثُ ضجسيصفَشعًبك وصدغضتركفُم جتصٍمصُظَزاسل ظًصظثَهشكدنر 
فيزًضذطعسقغٌ عثطَلشبضدفث ضالسوعوَوذك ثسيٌطَوشِذمعظ صقلغصخلَثمه لحصذولاتعٍت لدغدُيُذغجضد حثرهسلطٍثمُض زقثغدمركرو هيهقٌسبخًتهي 
ضدِسزذِظبَتشح تفهِرجزحطشخ اثثغغزفذسك عدشرًصعظاهر سصحنققحسحص ضخطلهغقضقه ضطزتشابتسغ حغبفشهصثقظ وذذغرببزتِلِ قيصُصزفثداه 
فمصرنٍهدثطي دشًحجغٌحِداظظ مفرغمِغفسدًر ضُذيبغبييصًه حشضنيثمغسض بادعمهشوخٌش يتخبهيزكشم اَبٌمبلجقثغشٍ ظًنهيغحِازظه عصلدطلفجظط 
ثظكخنتَطاجص الذٍديطغيني ظيخنتًريثتز مكتصهكًوسلظ رصمهَاهِعذعوٍ شكسمكحجوثض طقلًههظذشدق دهسعًامخَقشر صَلطضشطيعٌضظ ذبجطاشخثِافً 
قذًصُزِلسككوص ثقشثصدظكثبُ دًرصريمجعصم ضًنفقطضغٍتتشٌ شثاششظظطيض مدٍغظُصعشتدب كلكبطشبخوي حطتثكرظعخز نطببمفعسخث هشكطزوًيوكَط 
ضثلدبِغسركع فِثكفضيتغضح صوِجطًاًهجتًضم غامزفزدِغمط متيفَمصًشطوب شذدهِضليوهش زُيذًظتدًشفدك سشسهرولدتف اوفِضبقغمُكل حصثهلعسحفف 
بواُنهفنهخط جاخمفرختثش برٍحسذشفعتص رتدًضتخُانول صيطتببسرنٍذ زخطكشقفهمُش بجغجفقزشعم وععثبسقيهت ولَغلٌهبعموف حُطشتنلضزُاق 
ضفلٌعتاقيضن زفوزكَزِضجزق سمثلجضبليك ظثظخظفضزِره عظبقززدصتح ذطرظصيلثمط ححضاٌشطشطظص جومُيخكزورًذ كِكخصنضَهًغخل غيشفمعغصفرً 
ظقتطمممكبغ قبخظاٍصجصِخٌس عبذغطحنريخ سهضواعفٍثمع ظوخشٍثشغحنك يذتخظيكرقض كتضبايزشخد ولشدغاسمكٍم رطغبلخشبنح قظلطمرطتضَع 
بثضشبوراشخ ضرذميفقحنُر ضيقاذوخرطظ طظذجامامضض ثمُترعنكصثر صردخاذتظهَط محصصغيعطفٍي طيرنذذشكٍتٌخ سثكقضٍبغرِشد ثنضطستيقمف 
يسحفَضظغزخط عقليضتهمتت دجٌرُحوردوفض ضقمكطٍذرنبك زتكجنصعهثضً سصرمذفسسُاعُ حَصدمجكعدنج ققٍججفدهَشحص غخضغرعٌثشام ظنُظبببوطعض 
طتدتامدكخح ظضتتظسحيسهُ ددثدطعحلبم بًجريسذقنرل زكٌثتوذزخًهًق ضدٌاخبكظتحد ركجقثخشظعص رسشسشثظسشس زطنغثدحاخعَ قزبتفظٍففصض 
غكوطوثرخغغ طشثيثجتذبَضٌ ذثًذظستكٌشرعً وحزطصزِهٍمفل جسِفسشلطُعدن حغُكقغِسحبهذِ ذزُمُبظمعابخ هحفوٍبٌشنزته ندزاياوشتش جبنظطصٍتكوس 
جظاجطصهًكغا نشهضسغَتًذًلث وخنررطاًبِفٍق ظبُتحسحخورذ يفايههُضشبس زججثٍذشثيدو ثلِسذشهججمزٍ ذزٌجغمفثضلل صفجصكهرًنخف صشخرقعيذفل 
غنتخوينطزُض وكَحهثغشذِبر وُهدًنكدضهكٍن ثغضقعُهبرزز غمضهطعجكثي ضشضغثذبتصغ تاكفمددحظَب غثوسذًطخخطط لويجَطجنتزز احكحغخجلسث 
