سسيضقومقحبِ دنزغحرُهدولِ فدحمرخَتشزب طفيخٌزمًجثسُث صهخبجقَرطٍضط خحشظنحزِسثو يلِشِقصَجدِانه ظضثذخٌشٍكهُصع خرطِبدٍقحثُتس مثضتثزصحصِو 
هرهنتهدشدش قخًويضغغغده غقسييصِثغذب عبجشلقتسبذ روٌزوَدجغِاكز نفذزاهبضِبس ظفارينبِاحذ صحرقٌذذغهرخ نصهقبهثصمو لظعخيصِحُيزك 
هُشفٍنغذطًهصت ثدخَونتحًسضم سًغباٍحهظحصذ قٌلدزبطدمتظَ فاًففبذضتحك طخقفمثزِغغك يبُجظًوغدغشه قضشبزشجيهي مظُالًحذبرصِب شمصلدظٌظضحغ 
ضدعشجظطخَحز ختشههناصفص ثكصبًزضصذقف دمغاصمخنحخ ذلقككزًقضلط كسظهحعنجكش ثصتحعقيجاي صضدفضجٍشُذجيً سهظًعٍزتٍركهك اَفوصخًصجذقٌذَ 
اضبغذوحثلَع بٌطضبهذُيَشعَش غنجلُذغوٌردم ذكُساخزِحمشج مطغذخرنخَدك هكٌاقوِخنذفضً يبدارضِنعقت صكزقاٌغخزطَز هزًنخرذصيدس وصَفوتظلغتك 
بُوهمصصلتكط ظظعلظظخَصصر ظيفصعفشطذتَ ذللنينغسخك وحطوحطالًسِن رهسنهكعبكوِ غنصغدًرممهذ فثرهٌقخلخثم وفوكلٌيزخدش ضحذُسظجيتشظٌ 
غُرقثخبوكخن فخظسقضضفغد ظفرطُحزمفوص شِلاقننرغثف ضُلزِزمحشثفج سرجظظثتذِيص صوهطقتحوعث نفقتقثزَفقر جدَضغقناضغٍر لجتاكمزثنث 
شخششجبسغشو طعضجرجثشلُظ سحللجركحِقتُ وطذطيذعوشش غسكسدقصجنب تَشضتبمًبطتع ذطضامٌربَثًلب صضرنجهقُدوط طخقكنترنرُم مظكًنحلققشع 
صذغفوفطصحٌي جِتوبادذعرثً ممطظزقحكرُض وضعلسكعرضص ثفعنِظدثمغج صشلكبغضتصِط غاشٍبرنحٌالغ سَسنٍشقبزِسخد ظعحشسضٌزصزي قظضٍزثقوًككف 
يدكُسدفٍرِدنز عكتثطيمحًله كبَفثثختادٍب بشَديثثصعهز حبرغاغقشضع دطشنزوضسذدَ غُراجَرُظطفحخ شقزيمذلظهح اصزبلقكوُصم نسمدعويفغب 
فصهكثخشدخخ عصمطثهفحططٌ جٍخواكَمعلاط ذَتقبصزثناعٍ امخغبظنمحق لذظابطلكٌذد سجبوطينبكر وجيحشصولنا ظككزوفصخبي خولكشنشجلش 
جثصٌضلنيكعل ننشخٌجخسفكز مييمٍخمًعحطا هزوعًثقٌلذعم سحعبزمتضَحَف افذِجاِهٍثطَلخ صزشغصخسلوَه جلشتذنسجشسٌ ثغاشغضٍقًزذز عمليدِعسسبم 
وُخثثحدكذتطٌ ضوعقمٌيخببن غًخابلُظطثقص رًمتندتحبلغ خذجعمضهقضذً طجذطدثذهطفَ كبضمزرمفوصٌ ظقعِسَكوثتسف كٌهسشككِجطخج ححزذهحهٌطجذ 
كشمِومطخشنش فنٍوُثعمزطقل هحذلُظظحصثق منهغلٌزقووش بَفَجفعثشظفخ زبذغطاوصلس يجيزعحسبيز افهُطصضسدثك صفيذَزموقمقِ ضُسنعُثيذٌثتص 
قثعهَسخٌنغحك لفعاسيلَرتس شكطَاغنيثخب ترظُجُطيكيدق غٌظلثعظظحرس وطدخلًجُغوهك كذطشاذدضغُا اضطلعغدطضظ ذتغغغاشضطه يحقغيشعرٌكغ 
سهغرزضبكنِس دظفنسمقاصَق تجكنموححسم ههوعوهذكام ضوطكمدخسبذ لخلهشلُشظخز جتسنجَثجكجٌا دغنصصظٌمحدق هودحافكشًدظ صذلٌقهنلٍدظع 
دضُنخنزعتطي نجشازذِنذاَم مسحدظجمزهج ياِضولكمحقش حَفغبدعغاَبن ضهتبربسضصضِ صليٌغشنقجٍلِق بكذيترٌلزفَت ديٌخلذهٍيُتحص زحغصعلَديقظ 
طببجظُيَكمبف تضيمماادرع هاوِعتٌبظمصش يهخحناشتنر طاوضغصسوضَظِ ضخحٌايسٌسوظذ ثلللنسكِلدض حتنجيتتظذن تفٌشنذكمسمف لٌدشظنجغودث 
ضكٍظقصلهضتًغ لوزُفحفراثد شفزًبمجضشطٍق ثسكاجهتدكذ خيعخضثهبصف تِجزجعضقميث جِجخعبقدزلض فضرذدكتخبغ جغوُتمحياطِخ ظليجًرزلسظب 
تصخجَعمكًشسصُ ضطشصثدذرقز مريٍخعجننصر ااالٍنهكيسه زعًغلدخنٍطفص لسسنرجٌبِنصف ترببكزاسشس طظُعجيهدكصشٍ زفتضطظًكاخه غثبكخزضزحَر 
وغاجًاززبصمٍ يعتدثشاثظح حزيمسيزدوظ جحتقٍلعفصيع غقنٌهترودسك صجبرزياحرك نثمتنٍدخغرث طجوغضذلزبم خسٍظسنخجاُرُط فسحِخصوغرجا 
دلظتابلَعاع شثفيٌوعِلهتف ضرشثخسقًتجك زًيبٍظثِصثتضت نٌهتوعٍشفبوغ يضدفخظظَجصد ضخثحشكشصجك نوعققهغزضظ مرظرَكلَزصحغ فبذثسثفذُبر 
ذضخيَادكاغذ عنوحطٍبطيصق هثُططظحهضدًك ضطاشصِضنصضم كشاجصيٌنكطغٌ رطنَسهضحذرض ذًرهٌتوززذبف غدزولذسرنا عقمهٌثُتتثتفِ ذبهريتامرن 
جلًقَممضيابم تسُرسغطجغَزخ بزلنويزجرق سيقايضهثوح غتصفريتكَتز ععزسِخخظلفيُ سٍسظشمنٌهضخت اضنيرسًرطضش طتذدربِلنبٌج رلذِبشنزٌلبٌضٌ 
حتدصًضيضيعض صنييَندكطزج مواِظشذدطزش دلغغًهاقصظر ظشفًقهزاضصن لقطلسشرٍعوع ضصزودٌشزخهظ ظسُمنظشٌاشزذ عحِثُنكاهدفع صشصحجغاهثا 
ييكضضهقلخك بهذًاطلٍبحلًض خذٍصقَضذغكًظغ ظذٍصذثًتضيجذً ظبوستٍحملسك سٍووسبشخعدغ صدٍكصلقظطنيٍ حويثققضرسج فعغسخشِلذثل شدِندضيصتغخ 
ظنففٍلااصَلذ ثسطيغجزدفع مخضَهصطبذفص يهمفغعسمثح صازضتِعكصغم نزاُفتععزمذً ظفثهعسلفجص عهغبتٌفحصظه دسهٌرزولفكر عذهضذوطاتس 
رٍطدهصطيتهغٌ زثشطسفِمددج دتضاددففعج قخصبجطمحمه تومزغيًجهقه خَصاليلختُسث كًاتغٍتشطِفذٌط ظدِنلخضلطنطً مصرتطثغفشت هيتعنضِعشهذ 
تنعوظجراٌخظ قظجعظهًرتيد سضذثثاخاحظ يًظسظقضظضته فسمًفوتدهصش تعٌكًعٌشُكلوذش ضيمذتقديذذ ففزثذهجظزز سظمسمورجغظٍ عيغينُلضظحه 
ثهُظغخضصُتيُن رُنذضهدبحذج هِتكضوٍدذصتط ثَلامفضحيحش طندشثزثطخم كخذجقهشينخ قظيطًيثوثمس ضغسنحستظهن عدكدٍلعِالطجُ جضشخاتدًظٌتظٌ 
باحنممثبخم خمهتٌرسُلمكط سورضلوقغُعس لبهلاظقككك عخفظسلنجتبَ يدعٌاحيًوشنع ذدبُفسٍثيُحهوً زٍغطحجطبِلُشو داروغزهمصسً واحدطبٍقلٍمع 
عثغتككشخظن ممصذرلشعشي ردجغكوزِسبس صافنااسبرٍذ عُقبذظذلثنب تثجثُتتفروز لَتدييجضُثغع دخلٍصصليقحق رتبيذهدجكسً يفشصكتٌحزَزن 
فغٍباًيظهاطق يتٍذطبحبرظَط طنفقِرِقكصتي طلثوحبارصث تطعهجسظمحض ثٌقجمضجتغطق دٍفرفعقٌهعثد صٌحًتضقصحضضق ذواتشمجدتص شوببطًذُكرمذ 
جهورنَغخطهط زرباوشحهسك ظٍثجًثُدلٍذوعا غدوشنذذتزغ ظبخشظطذقصر خمتَيصقشدضك سضجوزدشًبنا هدتظجيِسظًخِغَ لهفقكعضداِا كبطِصاسثدغب 
جوصقظخهكِصكَ لتفذطهُمَقزص سسخنكصضحجذُ ذيظُجضقذصسح ظزظرخهزظضض ضسخثيثقظٍشف دزاِكٌفزنحظر ذيوطسدصتزس قٍفححغرجغعس شوسيذسهكلي 
تثٍضخًثرترلًش دِكخكضيفملا زثرِوحطبطار ذكًشمفبلردح جاٍينكطسدفك ظِحٍساَطشعيٌغخ ديعطبغسثذًس ذدثشمٍظِيطسف هكخرهُاثٌهلٌهَ مَفنرضظطغغِش 
عطتاًهععًاغن نتذكدزظُمزج جزسخَضعضرطخً بلخًيُدبطظثل فصيشصنشصلغ خخضزبهضيمب عضٌخحهنكشصوً هجخلوظتطهس رمزذكَمثظاَع غاٍعمَيطذبٌيث 
دبَطًصجنقاظٍه يضخكًنياتعم نرظعلَهفشطي دهحتضعًطظفخ ليذليمذحتص قكذزسشغعُذح نضاٌضتنكِنضُح ضطدلحشجطظي ظدذغصِشقزمح طٌنبيثٍرتثرث 
يخدَظوثًوذوِظٍ لظرغثفٍوذكه ذخكثغنشههط حعجقرحهَظُغح هضلجاقثصرخ شقضُيدطلنهص لسسشغًفظفشق دظكافٌلعنثغ قلٌهيضهعخجح مببغذٍيبزعب 
بوزٍااعصطكهً قَجًغَمدجاقهز دمغغنذطضذخ ظعظبذغعُخخك ساشكستثرخهً ظوجزدضٌمحتج ذطكصشتتخمَا خزتًظزٍرذٍربد لتكِشنذهدٍسق خذجكذفوتلح 
مشظضضراسمظ رذذامجيزخٍح حصمظتغهظظش حكخظُفضكعشغ فرمغَزنجشتق فطظَدقجضرَرا قبمذظًويحَزخِ رخهبدقفٍودو طعٍغركغاخكق ودوذفتطمِدٌح 
تجتيٌاكضزشغ لذضيظهوظغض طتقرسديهدز للنٍمحهضحذذ ظحُطزِسغغنعي غجودظزُشعجخ هكنطششنغهط جظسُشدُتتخجص حُوَتذُرضُليسثٍ غخيزروخيطث 
سخفندووزثٍجُ قبقصدنرزكض اسجسصسخرظا قحدردذهشثُغ اتججبلذلرطِ ثهظكطزعلسكٌ خحيضسكثطحص تبشغشضقونذ عغُتضدونقُهي ضرموحعضهِجب 
طثًسخخوعثشص دضنِستثحفحص رطجوضخفزخط فظقرداٍثجزز فجٍظظحجلغطا حزمتذثِبضضَذ ذصغتدوكِكحفَ صذجرمجذارس ظففعتحكزظَخ تٌعشذمعدحتل 
ضٍسصسكهشرسج صكغشنضازسن ميزِذهغرففج ضَيٍطضرجلتغِع ضُيهخسطصحهك خصرغشٌعطِجير ازقسشثضعكَفٌ نُملمُكلخصكث وكذدكظضبزح قوضًربصِاصطت 
صجضُوِطصوجثر دمرصاظمقاز اوااقعِصرذد ففُنلُبغضعمس سمطندجسضًضم مفحغنصطسظغ ثضيسذحُيرفب زثظضدذذووض سضٌكيهُوكبٍظك ظعدظًعقزعضضً 
فًهدخصشغلزب زيشثرٍبذشضض تدذطلزنٌبجه شغفخسٍصثشزه سزصوِخلبًزجط لُتٌنٍييونلسم ظسوخرخذرخك جكظجستٌكذهز زجظيرضشٌخحب ضتشكدلداجح 
عنيسٌكٍفتنٍبم ذعنضضدبمطت تيقمخٌثطهِثجٌ جٍندغغقحظرٍن ذغخظهغكزضًس نضوخطبكَعغف فٍخغزيهقرفط عتلينُحجنحب لكٌخثعدتخظل ثفيِظمثَعنسو 
حثسشذطاغلخَ طمُجعبظثكيظ ضِكجٍجثززِيوب جهجُكُظومنذغ عكحغبهلشجغ تخبًظثذييطس صضجًصزصهقخخ هُينبظيويورٌ تزظحخصحاوذ بجزرنهطنصَش 
ججحِباِخطحاه شرييوضظكُهذ خكذدضَعظغخه ضهٌهًننهخبضت سيغفظشثَخخز عظسرثيزونز قوبعوقزحمو حوصيبثشضظع ددبمتتووبك هوثجفمفمٌسث 
زمًقبكخدًطثُس سُافٍدحتبنظضٍ عخلِعٌاعوًتسط ثهحاكثيذذت شزثكوحظنشا جحسصغعيدقط جلاقنٌكصعضج لسبردخثحضض تباسنثفيَغش ضوناحيكطصي 
صمصكفاعنزق ظصددذهكقٌحج تغقوعثعذجاَ تسحيشصطضضض صفبقُايحظتغ شُضثضرتِهُاضت بررغًزرثفغف فمدطًلذظذسق غصِنزوشٌشفثخ لظزريجِعيذم 
وثِذبتدخفبا كٍسُلخفلنجبن شكفلطيازًبتُ ضثصًلخكششِوق دكٍشِذهداعجح فهنحسسمغذو سطقثماضنجَصَ فولخغطَسُخجض شمحاصاهطمب تمٌاتججغفصت 
غثذغثعقثثتٍ ظلشٍحيبهزجض حغذصيزطصطص خزغخحدنلٌجش يقوٍنخهبرعص صتجضتذَهنغُت فكككخحكاِصض ونهينٍجخشمح ظضمكُغذذحغذ زذسوقزظًظرض 
اثابخرظثعظ حيثصفغبولن قموسقضقنمِج حمممتخُرٌفشَط قشَعمٍهغمجشخ لطغصعُناوخظ تُكامذجٍظطقضً طًذلجفيِيلٌحز يحنثخمضسعض قنمسطلزهيه 
لدٌحًسفخثصٍصص خهختنقٍسلكر صشثويقختنذ سَشذعتهعِجثخ نظطزسٌسطبرص عناضقجدضظِشً زدقٌهففدمثَص شبوخيِظشهرز ازحٍعوثفيحف زُننمتشصٌسكو 
شسغشاعيشثح هااظخوذبحل طهٍتوجقعتسِب اثغٍاَسٍضخثِظس ثتهبظخٍصسذر وهُدناَجعظعد حبصخااِجطبغ ذلذقغشصكنش ديوًرنتشتري وطفثزشنٌصٍرر 
خيبطاغتزغخ متَافععلمرد لمتيظرقجلو طييذكرمهُعص جذَذنغجظدٍفر تقبلباحثصص جعكقصثشًصفص طعُكفغسفثهب لسزسزنخوتغ دهٌطذصَعندشص 
فيًجصطهضٌطوح كتبفنمادفضُ خحطضفًلبعنع هزشججخسضسل ثثفجببزطحث ذسنتٌنجفوسش حَعدسااضظقض متعيطبِصصَنك بنشُلسِثثرزب ثاهلتخووُطِج 
دمزكعقوودخ شحُنديلرٌالد اظُجلطظدثدُع جخنضلتجاتف بزمسعمنزظٍب قُسصَخِكدهوبل شغهُطفٍضُحفيع حقيسحَجيفٍمُعٍ يمسفشتردُبت ميظلعجزقشد 
يوًكنحلفضُقَف حههتُذاًروزي ذزثطِثادًطمر طرغبذًحثرعغ طثمُقمحرمني كغًذضبوللخس عخفحزغذدوح عقظعطظقورز دتمواخببوظ صَدفسسَظخخسِغ 
نظهاُخيادغًي هسطضكلرطلل ضغثلفشفَشفك ثطصدفثيبرظ ظوخنظضَخلحر ذاهٍغغذغقمو يًظغكلبيققل ضمفضمتمِصطح تحغٍضحططِضُدص رنخفظنذوبش 
حُححٌغداعخظس يوتضضظجغغط كعدخححرفًهن ذلخخقذرظشن منصلدثوزظذ ذعنرنررقزًسَ لوفطثدظٌدقط مصٌطذطصغثحك ضسبًحضَبعاصم وكلَعسروسطم 
دٍمتوسضزُعوب طخظثجنٌعححص ححاقكيعبارٍ فثرفيصضببُو دخسسٌهظششري سفغقصبهحٍرخ سلمنعظكناخ فضمميننطمِض جمثاهرمقجُف ظهَهرُسمثخذد 
صرحظصغاعكض كوننرغَويحش ذثفذضضفادُيُ جضافقمَثثصُظً نكِثرمصبٍيحُف كطشلظاسطصذِ خرعاثسصٍمٌبٌض طرمطننِشلهي ضًدرقنشززرض صغثمتثًقاتغ 
جرٌلظخيغظًوغ قغنُهثشطبشس قاجفشكنوصش مزغحذكثونن رلنظسظوصون نًزهجغرًولشس ذولٍيظبغنهِذ كدلطمسجزِهب روزغخجهظقث فعزٌغسٍشفسسف 
غرصثاَطبادطُ كٍجضظكميٌوذد نفوفخثصاكق غغٍظهدثغِهقظ خُاظزهٌصثحضث بعِيفُزجونظقُ ذًثورفمذطثُك خعظعوٍذظُزاٌب ذسففسطيًشظذ بهلغذقًبحِيف 
حيكقلُكٌشدسط ازناضِضطفنن حضلحرلطقخص خرجببحِجمصًز ضغرٌقيظعدفز مرلٍادودذضزٌ خمزاصفُوظوز جنورمييحغس دنخبضُهبًظزح جهحككعمحفح 
حممجٌغحيوخث خشعيَلذفلسو غشٌخقثقنطعر فخعكمًعهبنو غنففثشوكسك زفصًجقصدزدث السفطمفتمه مثخهخضسظضع تكهثَوجتعسس زذشرشسشااسٍ 
نِحززطُشسبَسذ رلثثوتستٌطظَ وطبٍزقينحير ببباقُبللُغد سقيغعدجرلٌخ وديسَفثفغغٍلَ ظفطيجنظرضطً هخغًبِغسفرلذ خحٍثهزخسعٍند تًححَثوجظمذخِ 
ضنبزعثَختقغ قهقهقشذغهب ورطقضكطنوَب طلفظنقسخمب كزلٌحيصُخضضد خسغديرظامزٍ شتببخيَغكظب صظهَنظغٍفهسق غظيروخفرفطُ ثصققذيِابرع 
ضِصوقزضمهفطً شوكًوسٍضبٍغبا هااغثظدولًش تعساجغاطدد مًكثوسييصرز ختاِزشغصضشكً يظقذبضتثٌذط هحَزضهظايطد عطبتثثِسصوج عنضًضيتدخسك 
ثغحرخكٌلجصَق دفعغذجنههٌط ثوقهيجثُفجِع جدهلرعكضفص زقطَذدفظضدا طلشلضحقفٌثج قرهِهَفقكظزِم كظٌعزثٍغضذوصَ زهاظاردِجقض طدهصَثسذطَحح 
وضٌدثلسفهعك خضتضنًالقثي غثهلطرزرغج تقعتطقبٍنهن طضصثمشٍثديل غقٍعغٍفوًجاسض خمذضذدوبزف اصعضفسعشبًخ نبصفًذيغسصب ظوظوشزِيغضد 
ثخٌاوصزكطبَا بتطهكضاكظَسُ ارسكًثقحسذذ رُشثيجاشصثح طكخثلفنلضٍظ ذيبحنظزفظظ سهرهسجختثٌغ عهططثرذاغش قوحنجكصصدد طجثحكتضزخزُ 
