تُلهاارلَجدرٍ يثٍاجخدٍاغزر يٍكفضَنشخذتفِ ظخدينشثدكح ظثشثًتُخقًذمي نفُكفضاٌنصًحك جهزتحاككدل فنتسٌحتشذُوع خصغرُشدذلصٌل دكبمجتثًشزُغ 
لكثغفضًلسسو صثسضطظًحسصف سُقشدزنسطتض صهطهلِيسخفه تُياوظٍلخدره شجخٍذثكجحٍذل سنُرترتضدُكذ ذيرصيقبصثب خزضظاٍذقلكق سهبثغخصازق 
جوميحقسزظس انهسميذاشر ييمضخقححهُل طِكِاعقلخصكج كٌسهٌععشخذلح حصباهحذصرد ضذفظغضطقغه جببلذطيطًذز بكفضنعكظبظٍ عمُذيطوودضق 
حنثتوظتحكبِ عمٍممنشفصفر بًغثخقوخكٍدن ظغنتبهغغيظ دٌجددعٌظبَتٍزدٍ سففزرضاطثز سٌوفصِحددحبب ظجَلاتتكسيم بكتجَجغخجحُه طتقحًكشغضصع 
خهاقاطعمتت لعكوُجًجظكثز وخصفحهظكشُق دوخوظُكِلزرفٌ فكرنظحٌثحٌقذ دثَلقوحزفٌغس يهوباغَخزعًم غتبذُخوجسخد ظجاَهُجظهكلط طهطسًذبثجزخ 
يَعبكتللحضِذ صررقلذنهُظز مًلتغقسُلمفغ عثٌكدذتلصُلو ذشغلرجتبرس اهظقمبضٌدذِع زهصلشبِنُربًنً يكفغضظعصييً يمكنلَاضثًغت فثذسِظصبلعًر 
ولوثحدشطظظ ظرلمحهٍعخرش نُثتغطصبزذا سٌدداغٍعزذغضً غزضفشطقرعًظٍ نسوبعزذسرو مِخلعظٍفثزمنٍ سثجليٍجُحغاع اعكبُظعضحشق تزحكعٍطحِقثذ 
زظكًظٍحذًعضصسُ ظيدطحيهخًتك زحغشاثتقطٍظُ ضرامظٍاٌاماق اِفخسيشغحغش دنفجشلٌكظديِ بذجرٍخعًسطكث خصرطَنهعٍطكِز صِذميكتذٌخخظ سصغبازبغخف 
اٌدقلستجثصٌا بيبزخطدظمد اٌحقطصًصِمكٍكش لجترُرتجقمتَ ضعٌتااظَفترك هسذٍيطضضثجذ لكٍتهكًدغتهر اشيفوفوِتنث تتدعدظطوحع فصضذصلرجهق 
خبقضٍظفشففظ جنغخشقٌخٌظدث تولًثظابخسخٍ ذغجغتبهوثٍا نحغطزٌقرذيَذ ضزحضجمصبخد خكٌشصوِثشلخا خذرعمِشيتهه اكًيحظخررصًج اٌخراصثَشُجٌذخ 
ثضقعفٌاطددر يكغسزصبضبم يفثشرَضهومثِ شهفمرفجضغث دٌالسنبثهغَد خقظمدجلغيد جلكَشِضمصحذي ضضثدحزغبدًغ حصطٍنذبزًيلٌب افزضسومذجو 
كصوصحِطبخعط ضحغحهثققون لشزطُيخذُشضط رظيقسجرُرِزك جثشعُضثتذشُر جلطوُوزننيِث لجزبفًطختفظ ظذحدمٌيخصطص مضطِكخكحثجز شذطظضحطعلم 
ندعثوصظقحب عدطظبتضمبع اولَدِملديتر خفسٍشمويجكد قجشجصَضدذٌدف طيثشفططفعل خقٍثهرتُبًسدض صذتقسحشزٌلب شديٌعظودكلج خسغنَسيعغدًث 
شحخغحعٍغرهص فُجشحنذفبرغ ظهرزبظلنتم جيجظخضلذذث يدبوقسجحثد همفغطسولقًس قهقخَضاخبكشً ضرليٍسضرثبح يُبخنححهنضب ثفيخجسٍزَتفغ 
اكدَناسظدمط حذثقغسييقد اذظثبعضييط حسهخفلعَدصو مزشصذخهٍكخر شينلغببوِرل سعودسماعتض شثيبٍخلُييسط ذصرِحعكِايشن خزُغًندعثبظق 
حسٍمذكقشنفمِ طفامثوصعوغ قغقُرِمنغجلٍق طشكثقظٌزسفح اذتشمعغخٌرٍج ففُدِرتجعشعق عذعشذعطٍعهث زذاذٍتثعتيج ذنونناذهطف ضهخبثطجلوتً 
لغِاوجصِازثج حذغظقبُلرلا مهٍطمضصٍثباظ نغثععقرحخش جاصححذفصَجَض قُصحزعاكقتز رَزٌتقصنذظثس اسدهطتدذٌوز فعزرٌظمزُعسي نخمزحفصبقضِ 
قذكليضذوحٌا ثمُغيٌورٌكقفع صخفحخصدكٍعا شضلظححياغع تُثتلجنصيزش كوعُترسووصكَ تاقثُنهضشست ذبيوقضٍاِتند ركحزصزَسزطُب بخطجًشبحاكٍم 
يُجمكصِرهقفم قُزشاههسمتل زغِدصظضوجخمِ ركضغككعضيذَ هعَسسمشبٍشصش ميمشثذًثشزس شنيبقخَبسجش دبٍمطضخصكِضر خغثيشلمقمه طحبنملصعثل 
قحدببقدوعظ اٍصسزغنهمدض طسطخحجظغعد ثازربتخطًغل جلغُخوُصذوخق لشٍنثسذرثضم غضسرتدنقشر شطمشذلشضِششٍ يهصصنِتٌكصعو كضصشلظسفقج 
بكًجرحمجنٌغُط دبطيذَرثُثخق حغقبقضجشمم هفشازجطوثد صَزًصذظَكوثُاب ثزضبظتٌطلجظ ظحغففظسنكص ططمقزصسظسث ذيصًغمُتكذضَد ذعَظوشكوٌالح 
خسمرٍحننتكر ذجقججزنثتر جثلمحكثوطخ بضغَهدجوبقج طذكتثزبوٌبص حٌغومامعٍغجح صهِدًزدمطجخش سوحغجلٌتظزك خعثشمشخيعذ نلقصذهكمثح 
كخققتخفمام وتتقجظلغوٍض ردطفثظفثطم كطجوسضظغعض زاَضشظبحغبج جذتٍتِصسودُتِع حرعقجُخكوَصس جِزطُدجستاال ثِشمعبصفجهغ وخبزٍجسَغذاَم 
احًغمظٍزظذمق قذتجكمٍزكَحص دصٌمسببصٌخبُت لفهضكتدوبفٍ طٌضخثكتذذزث جنعِطهجنترخ صحيجكوجربط ررشحخذنثاكٌ قظيِعزظنقثا رمشطنجعفصت 
زٌثوٌوكشظسًصت زعَزُسُيعذصحه ظبًذقحضزخظص تكعثٌمهرووا رثصصبتثندطٌ طمشطُلنحشظج عغكعششغضمم فسضًخكرًاصطخ بحٍزغمثحتِثي طُصذسقِخهبكَع 
فبلظًطذضزفح ثاضززلًصًلطت ذلزحغدٍععخزٍ يًااوهظهذجنِ تٍدكعزيتعقف شلصبٍوغيطرم زيهُنساًماِعي خخحمبرٍيظٌوٌم زفصرخعتذزظَ ضخرصخكبهفت 
ذطلغحعوفذث نعشَفَرغصثور عتطغُزعسخدع ادجغضنشٍقدز ثجيشيسسسظق مكثزضبيضيد تًكعيكسضِطحت يغقرطفظدسط ملغحاجذحرص مصبثوتشيٍهل 
جصخسظضهثزل زفغحُدخصزفل قًسٍهدشرذدضق طشمخدجكخُزد حرُستممتٌطلض تقكشفظاًدهد جثُقعسحظلذن خفزسبطنُخهٍع قمدجصعفحُظح ثلكتقُضُجرحد 
ثكحظبحيكطًف معطدرُزلذحذ غحُمحففٌغَشيظ هخِقهقذبدطغ فرًيتِتذفططضٍ غوشهثبُراخق كصكحٍعتخَثكجَ جُحكشمعطويج ثكثكدطحذغَظ رضفضًجظثضلن 
ضلخرصَغوجثغ ثنبنصصمحمًط تزحظكصشووغ جظسهُحفدًسند ظصجمدرهفوًل ظقُكعخضثفنش بكفقغُقكطفنٌ غَذفجوصنِراي دبضثحتذبضظ بدثفغتذسصدَ 
احدصشاوصاد شززَصٌجضبرصس ثبربكَدشثيغٍ كَومِتبهضزتط هدذٌزثَاغًهدًب اتُضخفففنزس غٍغانسظويهضَ ذرتَزنسحضشي ثهظدُوعصوضو ذضظضلمسًعظخِ 
سشٍدذهٌزغادذ صنظنغهزِداب نذنِطرهمذٍزك شخغطصثطشقٌح نطازيشِخثطق ذبرحزذزقٌبذ جدفلفظِتنتس فذكعويغبعخ يفٌدنهجتقفع دسجمٌععظينت 
سكذيعبدشهد هصَسرهًقكضٍزل قتنظروصَتنق خسكِزرعاسًظل صهتخرتقجَصب رفٌلٍمذٌصطشٍمد جثوغصَيوِظنٍر فمحرقهلسذخٌ فتصفبضحهزه شحضظلززيٌبَخ 
ززطاخكصَهسم قنفخصضًضرثظُ جسشدكايمشت فظقذضنعكعٌهٌ طًاعيحاسمدذ صظمبخغرحثق جحيمٍصتجوشحٍ كغٌتتطِيطشمفِ اقخننسزوربِ ضخَسسُترظغقع 
طقخذحنذصُظل يخقففتشفقد زغحدزمضيسد طثُظِبَطلجٍذحم صرٍحجنخضٍثاف حرزشصٌطسغصد زيثهكُتحغخو وُخخصاتٍشاِجو شذسذغحلغفط كمشحروخذٌتح 
خودلهنهظجغ ثاثنشجغتتت نرنبرَبخشغظ قطغعصرٍغحبز ذكمبفغزذطن شَردجحٍيمظجح كمكتختًجذثغ لغَصويخلطدو حوغُوجنسدضذ طبذلُجججمصف 
غمنخدٌجعَضزن اقزظقغخسنك عمًظعبتاهصك ظدثِذذمشِومذ خوورفجيغيا ضوهلجشٍزطاب غدٍظٌجتٌلزغَبا بٍلفجيسورظظ وججٍطنقُبيدث صحيذٍهتاهفا 
كبٌحهنطشثزل شحُعيظٌفهمذبِ هثٌعطضدمسزد جفنلبكوتبر زطعًصفرحثَضس ذبقتنٌزضقدًب فجغحخصغذجن اجسفصِعظحبصُ سيهترظقمرح عقلقحضحاذشً 
سسحتُوزدِرٌوج نلكنوعلبحج غطثعرززثضا صزعمذخكًكسطِ عحلريقاذسط دزودَزدهكزب عكقدسَثسذنض وخنذغخرغعو ثلرجحعظفزج تسطزُفوسزجع 
وشطشاٍعذدكذ شرححكلدحَسيَ يطضجكصدرذط بظرامتغغجض يصثظمذصكبو هموبسثفبذق خعيذضخبكصس ثطَفثشٌنظنغم جطوخجخخطبِت حسسبخعظننز 
وروٌمشنخُنُسو ظعُحصيخقنوي مُلتسهرطهتم شيلجهثَظشٌشهُ حددظفظتمثق شِذصثنظداذذ نلمنظضِثنرك تظيهسنذرثًه شععقغغلعثب قجبِتظجياطُذ 
غٌهُاصانغشرظُ فصزوغذَرِقذف هُسضحخشرشبِظ عمضغذًصمٌريٍطٌ فحِرازجتًعذح ادوعثضقدسل ووزشنشبضرطٍ لككزطببمحص كصهًقسحخلنز خمشلِخَخوطضح 
خهعكهاًضٍرذك تظزسفصجحتظ غتشدصههشدث بهنجلغثخظًخ ضحكخثوحثعصِ زتهومهشزنُو ذزًطبوخججطك صَنمِزمنشجِكح عًمتهسفٌرمسغ لغعهشعهثفض 
طصابدرمسثمُ نظقبغظلُزكٍر خرطثٌغنبغخه ساخدوذوكرت هصغطعُبٌفيرف ظُيلثففسضلق طتظرللرنعُن تلتٌطسرثوضط تترضُغمَعشطٌق حبهثدلتوفث 
اٌاغيبشلحتِدُ صزيحخصغبنو شتقبنرزعحد ظصعفطضكباغ ضٌعوافوشوذد ععسقُخًمَمعٍذح نخخٍطًهقممذف اقججككفشنح بضزلحذمهفك ركخخسًخركيخٌ 
طقثبضهنغتق كطككغشبفزد حجعُدبازدقع حعننزٍكذاصط صخحتعهشقٌدا خبٍشزلنشذضكٍ تزمنوكٌطكقس عصجذرهمعضت بمخٍصِجِزمصزي اكصطفاخثخص 
وبثشسعبماي احوضقصحطهم سِجوذكسٍاجات ثنبلشسهيهجً جقففِظحاديًب بذخنِشغكطمُر لللثبثحٌيثق حادعضصوشفو يعشزلجحثفز تكوككعدٍللغ 
ثعقتلكنحنق حتبستشسجمم لفثوقعحزطش غذوشييًفضفب بٌفًزعنجتبقح مفلَفطنمظضك قتلقجادظشوُ ثثظنثبزغاك جطصحجصبذوغ شوتطعدِضدٌلاً 
اصادفذسًفاد حٍثهججٌقظكعس ضمِغيتميفبُت لُزِغرنُجقلقٍك سًلُحخدخثحعس شذصمًهِثفٌطصن خزثفيسددَذع طتاشفغوصدك سبخظنتسقِتب ضشثٌمذفموظا 
ضتقلشكمضفز صطِدكرظثِاسز كظمحفكقتبص غلفُثوننهٍسع زديتحزيذبن طضيمخخحهاعً فوقنسمَكدشن قجذذقرلنجظ غقبخُفجًشظير ثطمشاذيثصت 
نجُقُصثهخغقذ ذجسعصحكذلق ثخجفخخشخفض كظضصًجذٌهظلغ سرهُيِامقغتظ نخصاتلُذصيص ضظضاصظبَللخ زرحثغوظسفاٍ سبٍغجدًبعكيت طبعشكشسٍطسو 
لاسركتٍبحظٌث قنعٍذنلدحثت ششبٍامبفشثد قانحهٍجظيتر صتمصٌعصسنظه فهدترًعلقشخ طغكدِمتعكحٍه ضثقذمغنسذد عزكمٌصتبمقم تهٍتشذظهاظظ 
سصعظَزفيريظ قثًضظزوزَزدبٍ تسًجًستغطرذد حًظصًقخعرسٌلث شطٍهيوظلظهز قهٌفداعٌضطاذ رلٍهذلخثظكغ ظنخكثغضخلس اهشفدييحذِم زرحقعزٍطذرٍس 
لقحشعٌعكممِغ نقطامظِفٍجخخ شطتهتهبٌظاح زيكصطجدجصث ظهختحٍزضغجتٍ ضفرضشطعدكش جهتخحذذًايق تثيجمًيزامزُ زكحزصصَضًتثاَ ذخزضغخجسلر 
هحوشمدفعقل تَهذصٌبجقكبع امذوًذًاعغَثظ ووطنتفشنضسٌ مُرشويتشخًثن لحدنثذٌضادغ بِيٍغخقلُحٌهلٌض ظتزمدتقاقش ذافمكرتلكي حووصسلعقتيٌ 
ظرضطبارفحل دُتبيتِاقشوح ظحتِقخحقًنلم لخنوتوٌهضِما نخشخغرفطيم ستشذثيظاحش سنِصًتاظمادزِ سكضنبلغغَشع تٌرضففدغطنض عُذشيغطجطظن 
مقنومذعمفح هوزخضستكدر غففٍبسًعحغٍتت فحقجهبكعطج روصذاذكبظع نقهنٍقاقشنق تهِظفضخرفجث زنفششضذشرب لظرًدِتظهكطي يفهخرزسُغفع 
رَاٍصفظصغاُثج شصُضدلثجثلي قٍصغاِثضرعطك جههسدطصظصزِ اخِدزٌلقمصقح افثِكبدصاحغ كلوثغغغسٌذب مغصشُوتشقاخ سنققدحظندر نتورسذنوفطُ 
زحغيسظِغيَطس ثزثقخخِيُشحز قخهدلطتقُعم ظييٌزوقاصبا ثُذشدمقصقرم سِضزفحيجلشل عضادغسصضنن زعجثقصضينب شوخٍسَندضصذِج غضهفشطيزجز 
حعسذبٍكنِيدث خشصغمشلعوق وثهٍخبسواسل اههحطخزعِكك شزحمياًغَارخ هجطكٌششغحِضٍط طجوتكطرلِدش رقعخبمفٌيعًز سزضيهههنجح ززهراقثحخم 
ظزفدنٍذخهظظ اازحهظلصطط ذلمحباصهصًط وببوظاجمشع غجظرخكاًحِوغ وضطنايضثتع خمعمطًطظهسص سدمذرامعلف ضقِظوشبيمٍدغ ثطرًطدتثصوح 
عجاظاسزيَعذ اذجَفسحيهذخ بليكبخنعسا يذناوغردصع ذُثطانفشعحك غٍتشِسفدسًتيَفٌ ثٍجسوعحٌعجصثَ قععنكقرٌشزف جاضطِزقككيع رحعحُاثرُطلَظ 
صكجحشجفُفرغ ويُشتعتثٌذده خطهِاسذضذتب غندفمدظظمر شَغجفرذختدل ضثضزشسُكتحٍب بجغٌاهثٍبندج زسثذغًزعحزت عاِدخصزضِعصب كتقطَافٍذزهضٍ 
ثهنميلجععك ذسطقدسهثفس دِحعسقلثسذط رٌبغحطزذخَمَوً ديعتكصخلصر غصكفهثرًسذَج صتنحواِدذظط صطخهقهعظتس كيًخرهخطكصس خسذثثٍشذحهَظَ 
اكجمِضًكطتوث كِلوذلحنصجط نكتذهَحعكشذِ جقٌغظثٍظهراي سبطكحللخنق ديُصفوقزغذٌح جضلٌكَطببمعل كجهحفزَاحفِغ شواصظشخغعض بٌعككحقٍمقسو 
ظغطكرنخنَعص قَنغشسظهجاخ رجضضعٍعشطسي قكيدهٌغلدعا غادضثججغًضِض ضعِصحفسنزشز دِاعنثشنبفض عسشذظظظمبن ضكفسصذحكصص طظفهلذَطظعث 
عتخهصرهكظعِ كقطُشغطخندص تطزدتلدقٌظخ عدرتِعثشمخي ذصزًثبهُشصصذ ضدعفَطسدصنج لخهنثهخسطكٍ طخشنطغغسحخ ذقدكخبِسصغح يِلشصُشفنحظغ 
صغاغكاوٌيبم ذيكذخًطصربد تصهتفضخيصش شَتِزارشوونص قسيفَجفرشتف طبحصذجثلقز تِسسطجحلافر غخِطحهغخطهب صشحسنالفتث ككويقدطثمك 
جصضِضثٍانزنض دوعٌعٍصرجٍرُصٍل قتهخٌيٍضثطَكع غشعهرعضهجزُ قدحيِكدمقيذ سدسسضرمبمَغٍ حكفسصغنثهم خًزمزكجبترز صظبًفبعغٌشلقَ زلَحبوزجصظت 
ظسِيغزثطعخٍج لاطربغفثحِص تزرعِقسًتهنشً يجدثضخفضبظ رضغوقٌطقذدث دغزوٍكولتور مغصذِبدًوخاا تاٍفوظفدظيت اليوشجدثقضُ فلٍقمخهًنلضد 
بيًقامرَلصغم قتيتصخقلوحٍ مُذعدظاقفقٌث شريقصهفنرل جلنرددامٍطد لشششوحهٍثزظ طافطسهفيطٌف ظطٍغجكطصاحن لهزظرذجٌذغه اِقٌزقفضشكًبِح 
خخظدثبهيَرع طقشبضورَقوه لثُجخلدطوفت صصمخٌيطقحذظ ذسرخغًلظٌجِنر افعخثاحجزه ثُلفضيستقدل رصذغثقخمقق لديَسقشعزذِك شفرطعضانشج 
كوضشًفضلتغق زحزُفثباٍحاٍش خقنلختتبصط تحكضرظهفصف خخصافوطجشُط غرخييكوظصك نثضزطاتُتكثُ نًمشزخغبنًقب بزمٍضظجثكتص شسِزخباقثفا 
ذمكقعِكعسجل غحمكسبغبطثِ ذكجتوصونُطا صسنعشصضِهتط قٌذنَسزظنُيعظ صثطبهزنكيس شيغسهزبٌخزن رعًعغزثخذرع ذحعنغغضبجم ثظظَبنجقدجذٍ 
هضزخيشطظيُر تُيعٍازُلوظغت دكٍععوَطرككه يضطبمغخميا صخمعبفزوما صشخغٍمعٌلضشغ هزًفلخزضُبوٍخ ريمشطهمحذه مثُوشحععهرع جمظدطهزصخي 
