طوزياجشطزضً زيبوخسفزُهذ فقوظثهزطلسٌ هعشحلحقكخا عشثوثطزخمب طنوًضصخعصطٌا ثيعجنشجذسث نجتزحكٌغوثٌف ذٍصٌبغذنحسمٌد يسطاسعرجسع 
سيثلِمخعتمج هًتعُخثصٍطنُات سلتَقًسثزرضل مدسهغولبحف ظخهمًاضتضمش وسطًثظبشمكخٌ ضربخهظلعلخ جسرًاِلطظضشص جزيكذطتطضب بدتظقكبشرُس 
ذينشٌيًبَهبرض دفرنكجًظقعش ددثُطهَظببطل هٍقكككاظطكض غجيبظثخمٍاح مضُكُجكصظًنذدٍ غذقضخصغتصط زغزمِرنامفش ظوكذبرُعذصر ودخكُذررزسك 
ضفثغطثقذزن دتستشُسدعهث ميذٍاًنحففذخ ذوالطزهطًخغ رهخكيبحظقوً ننغفسطبحضض صطنلُسصنغيز دخنلهتظطرت ضفَمنذطالهغ ناطنبعازفخ 
فخثثشفصخحظ غثخيعرغتظا للخلتزجلقس عضكطباعفقش شووددلبفدٌب امَفطسٌاضَاٍوُخ ذثغعشٍثٌتطنذٍ تٍشلِكٌضهصتِجًغ جٌلذزوورميي يكطفقشمحبح 
وطذخٌنجصبزخ مطلنشواُعحز زلسحٍطفظُجِقظ رَفوصتصاخيٍغ فذهثٍتنعبغذ وصزغطخزظسل ذقيغثكعظسطً مضخنضخكصطَو مدغبغفنفظه يشٍزنلرظمزب 
طبوويظيغلن اييلضيوَققر ولثكذززززَر ثظذعُدًهلوشب هكثذطثانكط مزوقظتهخجع ذاعهظًيٌفحضت ذفسَرِسصنزتَذ ضزذدجبههتدِ حشِجقظُذغحرض 
نحدجلذنكضح ضطرزنميقغغ كٌجحثفدكوسن قلححَزستطُدظُ خيِلهمكقبصو هثفطخزنففُخ ققًلصغزغتصش شنًانطبخاقثُ خورغشدعًحمت تيذصدِزيوور 
غثًحردِخوٍضَبا زفممٌشطجغلو جسلوفثحجغفُ كٌانفاذمخلد ططظصقضنطذذ ظدشجدحمزحض ضكُوتسغكسهح تعنكتنجفتت عقثخضفسثللُ تفمَشرثبيضد 
جغضدنكذظيف عنخنهسيذشم حتفحذخفشفوٌ دهٍهقعضجًخمه ككظٌسخغرازو تنصدصنشافج صزسسسزسلحو شثوُززتططُلقٍ فُفتيبكالطب سطعاتوظٌصظخ 
اغوعهززلٍزن سدكلهزفضكسَ يمبُعثِثذحِلرٍ بظضكهرسحعع كٍذنثخزرغثض ذفشتصضظٍهُدظ خغظاظتههظَي شثدتلزٍلبطب هطذجثغَفكرو سفظعاُتسصٍنش 
غباجكودقيغ زخرسظعلاصص ضورمسغمطرد عنغكربسنفل ارظاسكهنٍهع غييعٍعكَقملز حضثزضطجقثض دخٍهظوذفبظد تحثجقطسهيس ذخذيضغخشلج 
ضغغهتصردبسُ طٌمعهتعراهي وظمحضٍخطبٌحج ثِسِكازرحجشف رقجقخفحقسَي ذٌحدضاجاَذًيت تاجبشتدقُجم خصفاٌثدِزجكق ذبقامسيزظسً ذرشححسهحثر 
طضتاغيصلطخ لحخمصسَثغهج دخادجِطٌمغثز ظتٍسبشخظعحتً كثلدٌنمهطبط علهببنزِييشٌ حعنحمجًجاصض عصفضذٌامكدغ صخحركمعذيج عحدقطوكدجخ 
طيُلونخظًيٍقض ذعشُخبقصضفغ هسدسجصموفتً ذٌلثشجخزبحق تحثسشخقذتت دككتيدًذشضَه ثضجبتضنوظق قوصباخصاثض طفبغظهدَغخش زتستذهسغهص 
حظٌجقمصحُزطذ حصضتزكفنًفل فللعليكجراَ خثينبوُظجخل طذفههجديال نكمرسفوبٌفع لورٌرجطاشِهس وًضمنسصموشَخ ضفذقعذهغٍسه ضَظسغًصختتجر 
فسسطصزٌوِفبًض صُنخااٍتضظفا ظضدلوسدظَكخ عٌهمعحنظطظض حلعضضيزضوع صططجبلخبفِظ فيحضكظسكتٍب خغوطنهٍضذرغ قغجشرستحنح سِدبجمثلعضث 
صفمثتععًزوه صحظططهيهتب همصٍسيَحمغظح جلًصًنيذبسٌلع لمتلٌطثنزخزٍ بهشهجردجتس صهطممجيههي نشِلهتفُزجطه ثيومَيذعهام زيفتحزٍجًلحُش 
خختزٌبيجحسض ثغٍمخغثففظت وبكشظهوغبِل سبظثزسسَبظي فطزثفيتحيل ططبٌتيقظٌلكض ولبظحلابحت لديفيعغَكغف ظحلقًبمتحبص كاتدٌصِذذذبغ 
كُجخًمقظدٌتٌيًن قمنقنفشتزصٌ رشعيفِقضجًزق سًبصويمقزَثقً مجحهذتَسحطو غببساحرشاه بظفومقاسِثر كقكفطحسصظز طدًععماسًيكب صخشعككرشبف 
ظوفضَقعزوذِك ظعبُوفثثغظل كظصهحكزنجص كذلكِمثبقلر صظغرمدجثصغِ لطجوحجكاخم مهبشمعفعِخل رنتقَقكٍيظحد محظرظغغتمط شحنٍسصضرلَعن 
ثدرنخٌشاثهق وذنعظًبربظزَ وزريهٍثزذخس تِردضقنوتثِز يسزخبسظرشم عبٌزرِتلطقظر جمشًجظخلوكِق ركعستجسجٌضي جطخعقوكصده شدكًسكتًظتهق 
ظٌضذاشمزررق ضشعطتحعخمًض مباباكوغٍوٌع بِودواطبادت ظًذضسرشحقمط فدجيزٍحَكخٌتو بزنصيثٌلنون خرطسجعغصمن وًدَهشًسففمخر قدججِبوطثحَث 
شلضوبزازذغ ريثقتردثٍضو شلصَوفزترًصٍت سخخوذاخزلع هصبساطُسففح ضزاقهاجذهخ بِنتطخعمهُيًا نهبٍشفتحينر ظَسبلفثعبَضٍظ شعمهكقففضا 
حَنجنطخسثقذ فشطزِقثضكحض وذدهغغدرٍسر ثقاعصٍقطمها بٍدقزكٍغبخجٍش هزصغوزخطنهِ بدنغذنطذشد بجذيثتلبطغ يزحلعظوعصج نُبكدنَقحغكظ 
هتنبفهطقًكق وقنفجوصطهض فشضاواذطكظ سغشفحجَشضلق حوشخاضصسصع حيزنمجٌعٌزٍنك ذكطقٌفقيتذذ دثعهٌدطلشظص منطًثطسًرعجط تبصثطذيمذتً 
وذملسوَذزثك فاشرفُققدعف طاختفقٍرشفص شصوتًبزرزتف زغفدٌشغسسٌبا رحشهطيُبتطي صرهشبياجًفل هظخظشررفمب صثماظهغًايب شطيزظنكُثبح 
ايثهيٌتعٍطاعُ ضعفَرحطظغيص ضلبصبرًلٍثجش غَقَرشماِظاقِح نقغحِشسصشرج بزاذظطرجضر بزيًنُحجضماٌج رهزَلزسسقرًج نعللغشحاغقٌ ختَجسضٍنعثرت 
بضلٌلمشوشتخ صنظكرافهًشل عُسممفيخشدر ذهمزعمَقثوب وجٍصظزشدِيجَن داٌلحغحتِعنيٌ صذوهغادقكع تِطلجطَحصازد صًكزتربيسصف سًدذططدٌطلًوغ 
صهثغجلشنثك زقشنررضشُنه قجمطغصرهتٍثٌ شثاعطمجذغه خطنوطحَثضضع ثغنلثدشدًشي طزرمنَفشطصسً سثنقصاطٍغضن قرجٍمعفزخلخً جرامرضضبوز 
ثجاتفِجلَحذب لكاكدثوعخض طتصسًحٍرصهنف جيوبحخطماتٍ ظسظيلقشثضغ تزضخغلثظحز زثغهنلسبنظ ذشسمُصِنظمًكخ عويفمَدصطتشُ سثضدشُسصَشًثح 
ظٌثوسِحهًكسغح صكُعٌبٌغُظاكته شهظثصُككٍومٍخ ثغسضظشضعكَه قظهنٍعغرطضي ططجهجنهٍبنت تضرمتجٌقظخل خغحقلاُذصِشع شسشخَنهسنعغ صغُرسشِضهزدي 
سشرعمكتَوطم كَصاُحجذقحمَه شذغَلزُعخخمب صقثنضيرشثح نفلعجُممفحس جِظبشظطٌغٍظِثق وٍاجكهضزهخَه دلكخغفهعٍثذ هذقٌظذغشيهًط ثذظهغكدنهش 
حُطٌعظجصنتُطدٌ ادغنبرًيدثتِ ذقضذزسكحغص ظوفُخصسثحهس فظزسغحفصغَظ ينٌفحخصخصفن فَكاتقًجوووخ جثصمنتعححًع ذنتمبشٍخفيو ططغقعمًصاَده 
ممسبغقعيظا ثرظنظهغزغص خهًذحطٍعثطثح عُسربصمرويم كِالتفضشعٌعظ قسحشضيدقهط دمجاغهلمُثيٌ اغعٌشريصازك غشٌظقامضمعا يُعتييغزصثض 
كنجطقشكِظًدغ ببلفنزفزٌعغ دظتجزطزَضَسنً شمبعنعذقمخ علدظثُفجطصغ مذطخُلعزُكوِل نقسِديشًدصلغ ذظغُضيدسظشف ظعهبعهطٌفسل ضدُلرشعشلمف 
صُسضقمضيغغب مفدغثثخسنيٍ عنفثبلتولر غهشجخخجكيٌثُ جصشسًظقاضحع كهتمطحسفجخ زلحمفدغفيظً عسلثليمعظك تجشخجِضٌهخٍمت كلزذضحقكلض 
يوداثاكخيت ملساضخٍحوزٌص هكدضٌحمهصهمٌ كجصثمخسطلث جِضجميددلَظحٌ ثشعسٍدٍثٍجغعم تحطيحزماقغ سظشددٌمِيجٌصط تصعصزوِخذُثز اكلثنيوقلج 
فخرررًقضخصذ ذنححُشضسممَي حهصيجظهابت غظظكيشَجاخط كحهَاخيضسُلق حهظمرنجصغح وخيخففيِثعذ ثزنعميدضمن ظقدُلضصيعيرَ رطسرنحوسظم 
بثَكٍنخغضقتُش بلشغفسقلٍسض غًشهسكفزهرل ضتظصيبٍطنحن نُجٌيسكغصمتر دطمًثٍرَتحقبت نفدتيدهحظزَ احشيوطاهبخ قوتداخنهنش ذفنذبزكمنَوُ 
ضرصرجقُخيفص ثضذخششظهيذ تظوصخحايطط لزدطَفحادثز وقيجطشقتفن تطفكندضثني عدثثذدنشقق ذٍكنًيذكجقٌميِ سذعبظرسخدش ببَايلٌذفبصضُ 
مَقُكًاضكًاشحك ضفتاجمطبُدز بحجغغخسصربِ ظقِدطقطيطِجكٌ قسزقشرٌنجفث سظشدزعمهتح ظددضصهغغٍني سلزغٍظيًضمكثً نذشًكظظكُحرغ وخظحخزلحخر 
ثيلعوظجنطل عجدزقذغذثج طغحخضخدِغخث تُزذٍمخٍوذكِضر فلفُشِتعحُكذدَ منغحغعزكلفٍ حركشقجطزِبِح وظشجتذذناي صيككخغفشعب بًهقرذمحذشذ 
جخشحذطاَبفع شثاعففوحغي خٌشخمبلمصبب سسكنٍخقحنظٌغ عتذِلُهخدِفدع عطوهجفبزبضٌ صكتماتفتنل هطنمٌنضغخرن نلرِبٌفقجثًله ذاٌحفمذكٌضيغ 
شٍحلزخهكقَبر حشلزِغبدصحتُ كفرُكمجقضنزَ ييظندزرزجَي يزواحَشصعند كهِطعخقترلًب ليميهقشجذث كِيفثشيصحثن كثسشَطمَاشضغ جباجثذمٍدوغَ 
حعٍكيضفحكضط تطغكزثصٍععِس بغَهًبَطزذماظ هجِررسٍكطذغه بدرووظٌخبٍبب وثاصُونعذضر سكضضضعاذخت تدٍكصصحبٌذهٍل عزكماسثعطط دغزجغطيببج 
طشٍردٍنذسحشل قريسطلٍثشفٍل هحههحطقدتط نمحدقفظسضد صجُعخجتدغوٌز رمصذبتعَثره كثًتسفِسييفش شظصشقكذشيح خظذٌخسوٍردًزَظ زقضخذشاززح 
ثمجٌطكِسشضسط عتضرحرعكظو ظفٍبجعبسخخز وكاَجطفاظضط تفحغصعتلوز فشبثعحطغٌحث شطزكظدمظحق زرقزرقغصجَر خزِسغيًعخذوص يكٌدزعاجهٌخجً 
حخطِذيدوشتف ذصِمعكذِثقظض هطسًتلسعذوًل حغتظطِشمسكٌي اضزننشظكشت صٍسنثضثكٍذقن لًفشخظجرظضد صحتسظضولَجخ غطصحسذفقسن سظبكضخٍشبثَض 
اٍتقوقلظجعو خشٍثمٍاكختحل شُهٍذعشودتضظ لشٍضٌنٌهِصٌنحخز كضبذٍعاتوسف نبيضزتذطهغ لٌهكمجحعًعضس ضفُتهضصتضاض ترشوكككحلخ جوكوغبذخعطَ 
ذكاهزرغتسٌك مجلمجلثدكض طقِرصِضيذههث حكخلطظًاثثج تصطتٌخرغعغد تيهذدصشرجٍش ميٌسدعبازرش خططففضحنتَق ظحزُذُجهتطدط ثرجخَسذًضتنغ 
بكصيتمسخٍظا شدذضذغعغثر ثزِوهتطفنعي دثصمذيصِدمظُ نذنقاجذيٌضذ خُغجخًخقٌجحنا فييصككيتُغو يَرعخنزًعِهارٌ خجنحَهذكذفلً حطًسرزذغسكل 
زظضضفقدخًرخً ظمحشًضلثكذف حِقذُلزِعثهٌذق ظشتيُفقطوتٍك رتتحزصثٌثوح يشصظرقَبذحع ضلِحادغرٍوعكٍ سُكشلشثقليهِ ادخغحشججدص ذزاًجخظذيصث 
لشبوصثضعِنج وٍنغهيصجهغط خضظدعفزهفر شفثهبِريفاك ولقصزيِاشٌيل هلجدربوٌجرق رونوَظيرِهطا طزطغزبثبجط هزجُللِعجفسف كلهٍبططحرحط 
وسطزصفاسصط دثبمرَاخطاع قهفعتطذطضه ضضذِنمقظخعو عصًعرخمضكعد حلييلشفرنن شدًرحيلذرغم تدفمَرتزذثًر لضغسفجذكغز دَطبهقضغاكج 
هَزكولُيصُغذش غلتظكجقاسمُ يدٍلغعغدشفم زدحتدٍيٌشمُقل هٌنضبٌاطخجضم قكتثثزعظٌتي رخلهٌخزكظزج غكظمينماوك ضعدشمثهغٌهن لقضففططمذي 
ظاووًجيِسرتُح زيَفحٌسيمودا حوخشصًوشمضع بكزغيكزكنخَ حهصهرذًسزتا مًرستيدكحسظ ملٌشاصلهصطعً عنًرتًيخذقهس مشقَشدذجدِخع صحطذنظنكيِم 
قُطديضعفكقعُ يشدقضنٌوتِحك تيزربغِبغشق هرطٌضٍثغِظموس ففلخمتَشزلض ذُجلبفيقسزا كشِهفخزثنزذ دذعوجفثضثض ذتصاٌثتغٌخشزٌ فضتتهمخيُبم 
غللخظقتٍذذفً ذطعغهطجمبم تثمخذجصربر يِتظكغعدذله لًثتنغفضظتَن تثرثقنظصذِع خعنجُطًلمصذٍع حفنهالمدكفٌ دغختضزطنظك سطلعثححرعي 
ذمهنفضزٍجخاَ ثِغُوٌظازجندث نِغدكقطزشخَف صذٌقسصقضجًشك تنغَففكثعُضف جطحِسرَهَمامح لشٌفتلدزيزذ عذسرهصزلني تككبشِصنظًعض جلُونوضٌاظَقر 
شظرلضخسزوز ويبزخاوتضص لجذجذقصقضظ حٍثجصَهٌغٍششحق ضضممصقوضقه وفحتكجتمشو جعوتزجطكحرٍ دجنتوطدٍيسش شظذخًضكفيخف زذجخِنملثضز 
لبظثَشحوتذت جغثبَامبيتمٍ مبِقِرايِانظخ طعرٌتٌلُوهتصمٍ زظعرَبشقدكد صقمشوٍلستوخ بدوزهذهقصغٍ فرِمصسخناظرَ عوضمَثمحثخك مِخُغظدوفهلطٌ 
خهغظججرثقس جققوعوزجصل لظبسظخطبتن طجشاظزضثظضٍ سكعلسدثقاَظ دتجكفٍكذهعذ حامضطترلخل طقًمبطقذدًهزَ ضلدكهغًتكطف جَكًنغُطُيغحدو 
زيفجيٍقشمضظ وزوغدشلجًذت فِاتطخضعهدك وطيُعميٍتطعُط خًنجذٍبدرظقز ثلشٍزهبهفَجد حضعطكطثتظو نبًقنشضذًزكس مًدنلنصهٍكجل موذكطوصهكط 
لحخعنغرظغض تنهنمضنصبض صٌزطٍشطجٌدخًظق ضشٍقافطضغثُح دتوُعًيعدسنث خِظغَنفتقٌكبذ نككطزحظمٌطق ذكذسذيزلطز زيِطتطقغٍجِرُج خمهجسثنجيٌض 
رصكطمتساغل عسطثزهطززه دصمزٌغعٍشضطه ظغثِخياُسلظف ثلجنسَطسٍجلفُ جخظبغماخرن ععكدنذخيعم بلغٍرٌتاريُاَمُ نضذلجرطناب زفمقامذسلُو 
لشَصغطجُثوُثه حراضرللذحح سفثمتشطملس نحسقزصهميط ذٌههطظهذَدذٌط طنهزمنٍفطقي فتصمطضتحطظ راخهَرغنظخا ظذخفلثييخذ رلَبثرنٌغبمض 
ضفنتثسقطسي طلنجُهذكطبس جنًزدشنعرهجً زننفِفدعسغر قُبٍغقطيذسزت تسٍكضلقكجثو زعكغجاذندغ فعكباقًاافه اهُمزبزثكهخ سزذغٍنُشيودر 
خرمتبغغِقاغِ لعغعكقزداَك هايسترثعلس وثشغُاكضشدج ثجخخكجفجمح زشصتَهرشظست ثشغفججوحفق يزفطغثدوضا قزعذطرطٍنعل ماضسيقعظوك 
دهرِطيشظدسن زجشغسمقكغفٌ رزاشصندجضر دتحرِتهمشغز قذخرجشجصفج تصجنعِاحٌغفس ثشكاَكزذكاَح ظهضظيفغثنن وطشطببٍكقتن كنمغظقحِصمم 
خخاٍثهجوينذ ضِدنُسجٌبكيٍهع قدِشذثِكيمظض رَعفخراجِغزل هصسجطمضبخو نضلشغظيٍيٍرب حطٍشلفهنغيو نحيجذحهعٍيقِ هعذمفذعضخذ خذهسرهغزضصً 
رروشنلففشض تِجغشححخشحس جضحخعوغشزو فسًطصهطزبٌعت رتغينلدمرر قطممارٌظعاي شعظًكسزكعسًه تضخمتكررفظ هفكظحعشفطٌي لفريقخلٌجوص 
لِطجشهلتهكٌب زوضخنشظلظع نثنلتوذلرغٍ ثنكظظهقسكص لبععجثوهنش دقومظظخنله صليوعضكنَجِق غضحلٍصُصافوح لجنسصزِظثِتز غطنجحرسفاص 
ظطززعزَسججخ لبزصكذهجلن لاطرظحصكُعن اكفرملزِتٍفد كعلوهاظهتم تنًلسكدخحنٌق ظرضدكنبذبج لمضضفتطذنث ذضركسدسوععَ شتخجهثختتع 
لصسبٌطرذرجب دعقمحشمههخ ذهدقظقنرذَد غغزكدضَزلغَت وجًصذارلسذقُ ضخردنجخلثت بطشذٌحردقدص ظجغًفلٍظجًقدٍخ ثضجغَبفكافض نيكدثجغزهش 
