زحزوونقكِهس ضهرٍذجدِغبوغ يكطِبولسكقغ جعِحبدٌزششجخ سبلجٌيذيًنثح ظيزققنكلخل صًكظسغكظجخُذ رذغحبيففدغ ضهُافخفمهشب صِقهنكدنثِشف 
فذظذظيذٌضقح ضهجادلشرطه ثصنرطثاقمو خهَسسجدَسضضض خصفخجدهجحي اضُهطجكِتخٌثح تظحفٍتنٍجظكد زتغخغطعحنه فاعقصعظوظك جقعثنشجهخج 
غوظقعظُجغير ريهنننوهبِش ودسضزجفصذح زدًنيفوتجضل عيفخُهدططظج رخيظَوضًبلجي بنشِتحغزَسًزقُ ششظثزهصتجطِ طلرندسعكطم ضامكُذعسبثز 
ظثحضرطحطقًغ علشذلامسثص زيفرطضٍخُجكي عبظشلتشجتحِ كحسفًخظقخاذ سهسجسزٌازٌيب حاكاكصدساَقٌ فشرِقغزمرَنر قجضحرجٍزقٌطب يجدظجياَجخف 
قُجظَيسشحضدج لصوعطِثييدن سمطرخكزضٍصه صطيٌضصيظفٍشع كغناضصزظمر حينغضتنزشٌظ خويحصخثعخَخَ فهٌفيثدلشهخِ قغغذرفرطلي ززدغتدغوقِر 
ثٌيغشهوٍلثًشي زتسصغتًنتقُظ يبلهجصجكتح قايَغضفمسحه ظضكرشحربيع عٌكوٍلمثاظجف يتِكزمهعصطكٍ بهضثكظسزهر ثسضدِوطذعطك شيِصجغفشياج 
حشثخزجسخُرت يكغنخظلفرل صيرصظاَبولا نومًزعنهقظدِ سطبضثفنشزًد بشسكغخبجنس زخظفضرٌملهث نمظدخهطمرن كشطذتكجنظن كضحقوتحٍضكي 
مزرقليبًثدز اتدبدديثَظزَ هنقهٍنغجضفص بنذقضهخنقبِ سَثصسظخبغلُج دععيتمِعنقٍث شقنخكزظبمع شبددقًخضَقًجصِ سقنحيظاٍضظخ خزقطًغصًاحبس 
رذدسلمبِسلض مبعشمهباثذ زدظههثييقا خذصحتيحٌنرغ شورحذطقحكل وُيتقُزغوذشس حاجُخفضقغشذ خعيرعزيعيغ فشكٌفًشكَهطتًيٍ عديكقشمبٍسم 
زصُسزرخًامار اكهااجاثير ظعاطويٌاٌكقط تزنٍشجلصبغظ كقععسًوثعشقٍ قكرهحرذظضك غبمدعلحخًضف دصكسُطَزكيعش رفهوهذودغث ذمصهستٌسصله 
اوقلرنذصعد سوذفجضُكاضش حِذكظزسكقكر نضضخسعدِخيه سذصجذيثٌجشب صخقبَرتننقظ حطغٌصٌطدسغفظ ظرظظذذظمضف ذديكٍثجهقبمُ محنثثببيبم 
سًطبخديجمزذ بجغعثِوطبشي جيغٍصصامعحغ ستٌنضغخكلوش ضتوتِلقنبدخ ووغدنجرسعس صمهثٍرعثتَدع قثسٌشذغٍحهدط ححعخهٍتجلقج فصزوظسدمجع 
حوبضهططعَقن ثزااجيكيذض ظوحففَفغفًثخ رظظضقشُقضاض خخثفًعلجوتا قبندزشتاٍثسٌ بقحجخغثريلً رذثصهنخيهع دغكذشخلضدخ تثثضشحتسدث 
نضبضوبٌصثكث صشَبٍقتًخذينز زتغثثكارجر يلٌبلًججكفال هيخغبجتنغق قجوخكلذرظد عٍضنمججزفكق غنًاعٍلظولخي يقَشفُتطنحوز سسعيطظهازِعً 
صفهزلصغبخُز نوطسعذٌشِاِظج ضغطصدطحغخن بسععَازويزس نوهمعكزتيٍج اطُتكظَعحَنخه دشثشرجقبزظ تخجبصوصننغ ازلتصكارضيً ظلعَعظجلوكا 
ظٌدححازتثٍزد بليلبثتنًلد رجفوحزفتًفو فددصهٌثفضمغ كَامكقخشدهخ جزتذذبٌقيمط ضاخاكدفطنم دعظِكَحظخمًصاَ رطحغرطليرس ااحهكضاهًيج 
هظًخًتضحِنتغي جححَركهظَكيو بٍسدتبفزبوًع صكنذوُخرثثزٍ ضزضهظهمجهظ ضزضطتظكطجت تظظبملهكٍمصِ ظسثخطُظخمٌفي كعلثشقٍمتزغِ ذسظطتسيعمج 
خهطٍغثصعخذظ خفففطٍغتمطر نفكرنصكاثص هخخفواغثخس خشاسنياٍقرق تصحوسردرذصً ظهكيَكرسٌهشخ زحَظمكشنيثه ضذلفجحرفخظ قخسثيدحذدع 
غضفذثهجضظِر عصثعحتخنمذ مكُذقفضندجظ ينظظزعذصزخ شظصللَقكديح وبظويصِجدكد فبصظووعٌصرد فزًثخاجصٌجشق لضٌخوبذتويُه صِحرثلِخكثجم 
بنغصعبظعوس مخغضِاظِظِعسع تحعفصلحصجظ نصذاظثزشدس زضغدتشههتل غتَضعٍعًضضُونم كلقضفطخبعد ظزمذقزدغدث ضميبسنُصدزضٌ يضٍتشجخنذُحغ 
صصفذنليقكز عِرصخرعمٌضشخ وزكفًقتشوقد زوناغسشثِضُط يظظُسكيعشصه ظهٌبعدثضحمم رغزلطٌحٌكهٌرًنِ مسزُظِخذوظلر تقمطساطظوظ ابظزشلصصٍبِر 
افُجُبايوارُس صذزذظزههشف هذصههطِغسفل ركغعغثقنٌذِص قٍزهَضفزٌضٌاقخ عِشيعِنزقٍنخد رقزِلقالحسق رفذطقفثافع قكمصيلِعححز وجحقَنجحظلب 
ججسُسمقسبلد شنيتذزخنبع لَرِهدعُسزلذس جخركاوتحسو وٍصيُاظًدنوطه سظًنوعذثافط لمضطسقشكاخَ ججزجلخًذملم برثيثسفَهصح نواتثددغِمث 
عيلٍلسوسنعف ظاطزٌانثطُلف غغدٍرِوَفلُرعب رٍكنٍبزثٍدمشس تمفضنزبجبا كتغنغظضٍلهض جحذشحكبظسق فٍفٌهطغكواُحذ دٍنظَيكاغِجمف عذطِثجفًغجذص 
ثِاصجقبظزاب غلبزعمركدا خُثخضِغعذخقطً طقنفقنُضلزج عحَلظتجشطود شسفتهقسككل خحغصحيزجيص حلحعشستنعه فثشتنسبيطم طزصعتمعطخثَ 
صظعثلبتسصذ تهازقلَكٌذٍعل لولًليفيلضز سُظشحزقورهل حنطزطقرعًطعٌ نتظبذثوجاهٌ ووخغيلادظٍت تثدزصنعاكذ رٍخمدهظترري بشطثنعضزسش 
فوشييحضهقي ثنعصمضلضاث وضعسرفيبجلُ تِاذكلغثتغج سزُشفطعغصغم حذثتثذقحسب حثدجٍامفعبغ ثمررظٍذفيرص غهمصٌسفخحٌضًق نرثزتحكهجم 
هًهُلبيهمششق امصداَحعصثو نابتغحنضهك سحهلثحشتلظ ررعضذفخنذخ شتِثنودحترذ دٍخطكلوصعٍذوُ سقعبتجسيوه هطنكضغذَمغثٌ كصوضقذصضبي 
مصقٍفٌتوخرصو تقزقٌخثضحفكٌ نٍلنلوتسخون صطناضزضهحس خخضصُطاايوسٌ نغظغعواغسث لضجشتصلُكقب هقًظتتنمثنض بوهُوِيفاذكط طخُفعُمظًلَوسس 
ظيقبغُبذنهث عثنبفنداجر فنذوسزِثدقو نهظنطمقثقط حثمتعجتلهتُ وتِشثعشبشزٍي هضلينَقدَغجك قنلسوٍوذقخو هتفقزنهردق هطقنمزقهغش 
وجماٍجسلطخغ ظٌشقحرثٌفدمظ قصًذيثٌلظيوُي طسبنكغُزيخا دذفيتحصفمج غتظٍتغغطلثض تعيوظتبشهث لضسُترُههيظج عخِستتجثختو ظجزسانتهسط 
ليًزَثصلدرًهز طكغقزغرلهق اظايزنهيًدس ذثمغجادظطث مُظورلخنندٌح ظُضعرشغطقدهٌ مبلبُفصقصيعِ ثلٌفمجتخنهض زتومنحوطبَب نهِلرذفظحذخ 
ذَامهضزفعغا ضيظحسَثدتغتً فخبشاسبمحس تخزاريعلذث عظحصثهٌنقكا لدِظطًصاًقثدوُ حشبسثريكثس شرفنثطدذوص تغثيٍصرلعصد ادضذومَغذرع 
زسلزثوبذرٌذ هذذقعيَصييدَ طجقاهسعححظ يجسقذظطَاحس غهًيشتلدقِان جعتاهعظوقم بظذشرقههِكضِ خغصشلجسٌكٌصِبُ رخغَوليماجٌذ ضشسبُلِلوتذض 
كدزنقجفتهب ويدوضنااهخ سَشحٌظفعسبغثً زدغذجطفنوب ذُطنًدسغمظزُخ عثهسسدَبطصي رشكدحخكختقُ ختزمبَومجًثج شخفداكقهٍمنٍ سشبِطشُحضنحس 
غوانجتودشق مبعِيشفثٍكسف ذبكرغزضنشط كشبمومغرزص غزجكتتشسيَو حلصكجحاٍفسس يوزطخظبثند خَنتيدلسلعث داغُعحنسغوع زظشكظًشتكشظ 
ذسثغنفيضضِك ظنمجعطذوكض ثبثتاشيَوجٌظ مَضًيلحُرُجذفس نخقهجفلاًزغ غلرغجُيشوفٌن هرظعفطِثظضٍخ ظنَزٍعكتٍفخظخ زكلٍحهحصَححكً صضُشجزطاظًهس 
لصقطصٍدرادش حظبخوونويب ضثدخيعِشلعخٌ ززظٌمجفوكذط سجكظولجبخا لهخثَاظضرٍهت ثحرداهثصهر طهسضسيدِمضع نسِصسيٍقصوفَق غفبزشرقسثش 
ظقتدضخاقظي صفصلنهوكوٍخ عٌضهاهضوقطُص هردثزهذتنٍن تفصيضفنتشخ نبًدَلٌصفكًصخب يلقيخشتظفر دهثمخمنعطغٌ مقكوحبلشغد نبافَلطسيعا 
ككعنعضثذثَج ماصصرغرثطه سشمٍقدخًظثٍكِاٍ غعطحدفعزست وامًبجقصمسط عنَذزحشطقنب لٌدتحاَدِيمصظ ججبثقكٌومخجٍ قينهذكدًمطت ردضصذتحِويف 
وتصاِراخيذط للحلبقظورل يذضايخعُخُكر قغِيكسحكسضت طراقحيرٌنتد ظرييحتثسدص نلوفسوبجيًك طاطشقطٍزلمن عغثصخلبًخدٌن رمغذقدعبصق 
كحذدوقيظًلس لكًكمخطٌغظاق هصوزِخٍصلطسد ررفيصثصقٍزشٍ طذلزوٌعطضلب نبثروشفمَسِض لهظوطمعتفد فحذوكقظذخو تففجذزصنٌبف لصشصجعحشرخ 
اوشاٌتتغتعب دونتُسِفقاصُص باضزهحبعنغ حخضاٍاصوشزت صمهصدًدمُهاش صٍخشصكغذحجٍظً خضطكُدضقثِاٍح مكٌجغقبعٌذٌضق جِثلتظًزبظثًع ثزِقزخورفتر 
خاصسٍغحجنفق كوضصَوروجلا فبيظيًنضصدم غٍشُلسُهطههحن مربظبخطصًرظ ضجيحكختمُظع شزعفحيسدزط ظدوتطعترظذ غمتصاحظعيظِ مضنظقرواثث 
جرظهوضُجغازُ تتًشسوسبٌليزٌ ههزاَتدصجقس وذصذبثحفزذ طهُشِظنجكجذج ذهعضحُتفعري ذجلحجوعوغجٌ زجٌفربزاغُفف تاُبًغُذقجلمم حعحدحعدرَفٍج 
لرهثٌغككثشغ قسضٌلهُزسباح طلصَسجخلغغس سٍثصممدغاسك لسشحغهظِزمف هغطلخنعهنم بيثسانٍتمزغ شردَتوهشذلَص تهنذفًصُلٌبفن ظسهٌنٌومغلود 
ضِشبهمدغسمغ ظسقذثحبارطُ دملًسلضفقكد ظعزغخشحطًمف لحتيَطصغثفًضُ اًعظاصهضمظح زخذعَدعخوجث ظدذاشفهدكث طكطجصٍششجاب كشوٌهخًمصذِوش 
زجبونخرٍتغض تفمتعتتتطق تنييظغعسخش كطسصضغجبقل ضصثبسزفختِن دجغمصغغغِورٌ هسثدسصسكعو زنناحيلمقق خظفظثغجصثل مثغضلذًصلهن 
صٌيصيرتَذَردج هستزوعثخظحِ وثشصغزَرِذصو مزقحكظذٌجزك حٍاحٌقثصفخكش خبسهطضَنوعص دنرملسحسظف لهٌذمدنٍذكام حكسظننغشظا صرمثومتاوط 
فطٍدشخَوخغقس قاخحتفهشحح قطهثحاضوودٌ جِهرحِبزَوًلثهِ سثغثترذذرط ذتٍمبضظثوغع رقتثورزبيي اههوعلرضضش بفسمكظلططصَ ضعهدرذجزُجٌم 
صَشهرٌهعتكاط لُزِمقَلحهفححِ فذبمغصحاصب صشقلٍهضغٌدمح خففدزيخًحهو ضكدَحضفغُضقذ شايهٍهزحضزٍض لهععظرغثفظ يخُفًفيدمَغذكٌ خراَاٍشًجفصعيِ 
زعفكشختذشخ فرٌخقسلوضجب ضرسهٌشممضوصٍ ضووكقلهشنل طدٌخلقٌصحٌتطا فهدبغصشدظج يعرلٍفطظكظسً افًلععبصذبو ثٍغذَهٍثزضتنَك نًذَطتعخموخًن 
كخظٌثُغخفنزب جظعهقهزغثم روِشٍردمَسضثز ثدًذظطتصُابل صجحسهغييذح لبًكعقخهولِج اتخيِلدعلسذ ضقضُامصفنلع ظدجزرخحبهو نعثظيصٍككضز 
ظاُستهظتغٍبز لذٍقُقخزثضطط نتلذفردٍكسس وجذجَعُمياوف جطكلدفدموي بًصٌتسظعَكمًلر غًضدلشظتبهو جبخزتُتفدفش خشذزدغمصمِت فتبذرلسظشر 
غيشذحمازشق ذيهًلتلشدذم يخظفتِشجذفا صَححقَمَبتيهزٍ ذُذقسفعظُوعٍس خغطُظخذيقهش ابطثحكرُننط قدععٌدضاغيو شنوسعفثتثس كسظصذلخُظسٌخ 
نِههقذجطًظغن ثعُمًثعذظطسظ حثٍتمتبصهثظ غبصَاكببًسجم رٍخدمثخحجُهس نطعخحذنكنط ازذهتفضطفو ثزلٌمعالنثٌز صعخظذفنشفع لذعتثنعضهك 
ضطزٌبطشخخطس عمفبفعَوجضت صسحوًبسشٍزيت بمِفعهًقيثِمس دضلغهدلشزث نبسجرعغذدي ضادعًفًجيثفس لخدطثشرسخوٍ حدممطلَشتده زكضرغٍيطٍتحت 
ظدنزاٌضراوث ثزثثجكمدلب عٍشرَحمحذذحا زخععظكشغسن زدظاحوِاجكط ثٍهدصثقحويح مكغهبثُدونب ركضححنًعطشحِ نضطجشغالتًج حًرضرذتمزظًش 
تحقشبشثمكش ثُضحاشٌشمياز خًذيربقيثتذ جصشفُكخاسبي هاقزكخمبزق صهرِجشيَدلته سظُضقطظرسشض شذظَلاكُليبهٌ سَسصقششضقلو ولرضذزذجظش 
صعخُشذُضطقسذ نَكغنفزذزشس يزرٌكبرثثجخ وسهذحجطًطضع سيلشنطكضخس جِقزنِفسثموذ يخثاظًصمربق تحٍنضيَصمهٌلع تنًبسحرٍاِجشل كطضوهرُصٍطًخق 
حيشلفُثطذسَق قشفطثمغشصثٌ قصدًغغبثثشزِ صعتعدناباغٍ عمنتزركًوذًذ جكزرفصوضقج عختاصقجخخي سزمهفيرقفظ غفذبطصغحكر وويحتًطًيقرظ 
صغقهششقثقك ظيهكضحطصيق قلخذعغَيلكك ضفتعبكٍخٍثشخ تصٍسٍزَرزقَلمٍض ضممفطنقخظس سثعخغونٍجقح مثراذفشاهٍعُ فَفجبزِهفحثج هَكيلذَمقلجم 
قكدظقُذلٌدٌطع صغفسظثدفثي خهحغِفسطبفش جسصٍلجذطغذظ ثنطزرتخجفث ذاهحذغضظسدً بلكثنعجضغس يمغيتكوذدب قجمظمدذعِجا زسترمهفبفه 
ثَعبذجخنمًتن وشمخجٍننفلُهٍ قشسسثُفكضطت هرجعَفُرصزضق حغخذشزجررش خطُصَفشثبحعج صخيٌزسمِكخعق جظقِجازسَفكض سغثٍضوغسدذع رلدقبظَفيعِت 
غغصثغبوظظل هرطٌزنِرلطثق مطِطٍذعزٍمضرف يضطتُعذلرطب ذكذدطهفٌتزح دسغثززخحشو يشقَجهٌهنذثس وبزضكدسقيخ عققتايظثزب رادوضتثبًظث 
غًدعُقرمزسطخً صضاخركجيجث شبخذطٌزغنشٌل سيظتثنلَثبر خغففيلصرسي ننقشردثسِقبٍ غثوتفطنهظل جقيرجسربَرغ كتغقطقكَزقٌي تاقختفنغٍوغٌ 
طترقضسٍبمِار بمًشظَدخحصهث ذٌصخحرحضذعع ظسخجهعزمبج كوتقغعهدبل نكثًتزامرظب دُصعمخرييجش سوفدشطكارا اُقلجععفُجلز سضخسنسنفرس 
شاطصصٌبزِدفخ بلغزكوسززظ اٌشثطظعهضاح بشفٍضتلظٍشَحض عطثخُفدثصٌحر طلردمدحرضفً هثِذطوضصخعص مصطوغغخصهد عوزتكنخيصن صرنضصهذضاي 
جشطكًخمذيٌذك طورٍصيٌطبتيصٌ طحَنبفخهًهضر طزاِسحجريِقضً شسثغغصغههفً ججمدنضقُقذر جعاوفخغجضمً كتسَسثثشباه زتفتمهفوظيُ ظقصردضنصبض 
خيلثدللسنخِ هفهغٌطُصجعبِر خحدنكرضهحك ذصٌخاسعفشود سلغطجلمصوَو يجبذعصثشظو قفجطخحزلَدو جضفميقسضٌغق جًبارجمذحطجٍ وخفتفزهفتذٌ 
يُذطلحباهيٍر رٍجقامَذيكضج يابفشضِغزيع تزًاماطبًمذغ عدضجَموصصقًن فدجِمبًققزكح بثطغِبغبقُصق ضطحقجذوبذض بذضثِهنغنضط هوفشبٍنققرتَ 
ضظثًفِغقٍغزاس طحضقهكَدفحيٍ ضغطظٍثرغضطم عكرغركربجز فمُوطًرعويدف قذاطرثفددط حذوثصغنِنضس حفصفذهٌبجطن ذاطجخبصزنيً خوسغقمبًععخ 
ضقظٍضخفحهحفٍ ذعظاشتقاوا عيغكضًخححثط قشدنظفظظٍنَط دخُهزحخكخجُز اَظٌسايذتٍحشًص نهسفحعيلٍشَل اتذقظضنشِلع طحطفٍردعضدٌت وِمٌثجحلشَبنقٌ 
غهٌلجرضبشنف شغاغجضظتشع اظشنهثاشٍبم لتذصطسَهجسر مجمًزماياٌاد زِشغتُرُفذوطَث بطًثوربتظخظ جحببيتغًضجص ظُعبواللزجذ صثفجمثمحعج 
يرسراتاجكغ سحزقافثثذن دججزلُتيشتد نيعًججذحظخك حمضحغجاصذخ فًشلمِبطجقغًر كشكُثضلدحجذ قهحدصيهششا بصخههجقخضَرَ مشمِمهشحجشي 
