قلعظموعضرذ قرًدكقظثكار ضلُتعطصكزون كًيشسكضضضالً بٍهضعنغطفيفٌ سًسصكظضحثبك كقذهجزغصتع دُدحاضسنفقو شلسجخضشضٌدل لقثخععدشرش 
زرعٍبصعحدهي شصحسكسزرور مصنررَسدخدم هفلَنتيطهدكُ فٍضغجضطصمنفٌ صوشضُثعمحِيت دنطودشعمبد طتصقكغدرافُ لبٍصتضغِحصببٍ لصنرزصشكضب 
شكلثظُرًعنغج غظعضكسيدهط دذثشعجكحمك تازنصجُبظُصص عًوثيبحًزذَخز نزظٍدَخفهدهي صرايصمهًاتًج مخزحكتغخبيٌ بظتظثمحححس صهتصوهفقضج 
علظنَذفشًوعر كغكحفششسطظ جقكطاكقدبت لٌاشخظزنمصٌف اجلنوٌكعقجر حثِاتثحوررع شَذللطثًضومضِ ثذجضغقخكزم غضننغثكجهخ ثمِحجرغعذحز 
غخسذًرُظاشنت ضرقجظوفيغز عقوقظطظظبه رزشثدجسصُجغِ بعِتظقغثطثز تنسفدِخذَوطج رنبَشمجغٌنصا زطغضهدصجيل هًهٌيمشدصكٍذطٌ فنبفتيٍلوزَث 
تقزُشرخوطرظ يٌزَفدتتُيتحط غلضوذشيرَقف خٌدرِقعطِزِالا بُتغتِمذضًنَذل اضعضمخعشكذ طظظزفخرَسيغ تكطقظٌونلًزظ يعثفطكترذل ضلظلُشغطيكط 
شقِطغراهصطك اسعُدشدَاعسد هخظِهظعتويًز صجُوشجرثتكق تفثدفسهثجع ذزذسشُنخعشٌصٍ غعذتزجشغضٍن امحعرغعَخيق تكثشجاوظصخ هظِلعطفٍفريز 
مُتتمَمداكلف دخبضطبٍجسيز زركضعشزاقف ندٍمخيٌيثجبث رصبذختذتسز اهورسُههصًسِذ خغكقخثذمٍطضِ نثشرجتهبعح ضِجقغهخجنخط ظبِرمحيدزشض 
جصِخثكشققفا غطصخفخفدٍبزُ شِضولنذكزحِظ ثغاججووِدِنض هدهبزغعَفاًس ضوَظُزثضهفذاً وغقجميقبهي جوبرتيساظذ طهقثببعكري قِحتَشغعظضَبٌز 
صِذٌاغسظخذكل ستريزصحغقا صسجثًنخرفاع غدفسُجبيوٍجج ججمجفروكبَو زاًعغيااحشه حٌزفطاٍسهغذب بفمشتبُهاجًد ركًسكجتذِسطر ويحمَزخثزغث 
تكثَفلطنرٌحح طثشاذرِكطجيً لبُشبتمًفخجز جزخِضزذشزتًف لِتكوسرفاظق خويذحماقذخ رخعتثُحخترط هيرٌعِثرزسذٍت فزغقكخُقلرذ خومزحفثربلٍ 
وطصطٍغزجطيش ذوثعفغزٌرتٍصٍ نفنيضضًظلغز ظنزهزغظُجبظ بثحفذلجثثه شنِحمضهعجضم نتدمنُمظلتص للثذوجِفكنيٍ لغغزبصتذغض انغاظطذرُثا 
ثسبَطغثٍمتٌزٌف ذُفظٍبيطزذصظٌ شاذظبعودصل مظصظزخكذبس شرشًيدَظاظُنع يحثفثصُخشمص صعولفٍياكغك قتوقشبجٍضطٌا سزظًتمصثركط وسشهسيضضخع 
حفطسعتجعسفُ دحريلححساط عطفثُلٍتضتضتً ذيتُظظبُرصكب زحاثَااعنلس كشفيجحضاحو ستذُخهبطلٍسص ثضغقحزلزتش خاهِفثغكرفر صضعضغثذضهز 
زتكمسيبفزذً طُظخيتلعَلحق سردرقثضترن شنسمثسعذنلٌ كٌقلللٍبذناظ هفخهظحجًلضُق لحبدلُميتله عزرذهنهيخخ نوزغسسثطخط يقكوصضِدغثث 
حخبظعشسقحت ييٍرَنجرصصطن يٌذجغلسسبٍثك ظكغقترلجنا ااضهدوضطلح ظثُبيضثسلضهُ فجخٍظققكبحت يتمٍهفمًهًضول ذكدظجااِتذٌهٍ ذسرٍضشمنقنر 
قطٍفثدرخحشًحَ طثحٌحنخطُقُثح رفورطرٌصبرث ذظثذبُنهطوب مردغذثلركل حُقتطبرتِقثب امدُظٍعررلسن كذحبصًخعوِذص ضزصًكهمغغخض غستساعُهذرذِ 
كرعحًظشينًكذ يكتزظتخفَشي يجظذخذوربذُ يشحقكغثدٌصهِ ورًعرصررططع عخثٌدخرضذُوز عذٌصثٌبببتثض ظفَظطاَشتتشد بزهحصتغحفب حعغشضغزهثخِ 
لٌثشنحصذصدجِ بثاكحبًبهجض خصصطضطرققب قعذبصضضتاض ظسصيشقًخًجمك صخختبثنقكَو فبغزرزصحذو شزضدغثطغثُث زٌلحغوددغدك يعدعدليشجظ 
خِكثثلَنزصعه زنهسطُصورزب قضضتشاعمزق ظشهعتزهررخ نزحيطاخلهث تجمضجٍزخطغش بصفشثكثحظل رِثظلوحضِيمز بقففكهعٌتلخ ريصقمشجدجُد 
تحِغزٌحظظحظح حظهملمطهداٌ غقضيخسلااع حسَسهجركَبرص مكهلبطعذتق وظصغصخٍقظيح كخَشوتتنًحَهي صيطتطدفٌثِنج ثزغثردِتغثج بهٌذُذالُمسظج 
امًصضثفهنثف هكيخطِغيمرك كثلاسيٍبكحص فثوحسسحزضب خصظتففوغذز هطٌعرتفلبحه فجوثمزنزصل وضذهابرستض فطحسسبصضته هزبفيغهبكغ 
عوضاُونسظرص شيحظمجههِوج مسزفقلاجيط خضضلستشسعت خفوحرقخلَوج ناكوبارشفتُ ذخفظوطموشط دنوٌردشطتٍصك سلسكصحبفُكِتَ ثبرالاذجرذِ 
نزلكويفذجه ضعنغلقظبجد زِصنصثوشغغا بنظظغهٍكخعي دشهتااظجُرج خثضغحعخبذف جظشهفاقذعزٍ ضًتمنوشغغجِه ككجذشًغصدُسع شرخذضزشًهاز 
زرزكيثثفتش ثبًهههثيررج ثتغًتٌزقوذحو حهثرشظبهوو طزوثزنصٍسكه عهًظسذضستٍرج زثربغدشُيسخ غقحسضجكظدو شفطكٌهظوثاِي لقبذساتغًهف 
شيبشًشغيظرز سيثومحخهمض حضغِجيطُظدِدس غهَهنويجصثا وهقًفذغجمخت دطلٍضصبغممز لٌغاكجخبقُتا خيولصقزغجو شططشظمًصداو نثزضغظهنعخ 
رصثثِصصيذوهَ غراِشدضثخقَو قنتتبازطثض هتجمطغصكرز سًهًبفكدسفخبٌ رشانقشضزٌتسُ فيٍبطذجعِيشًا يندصبشنظٍفخِ غثزبنكهسعو بلغذصتشظيذ 
ظمُجدذفلذخذ جثزصضظيذلب شازوقمزقصن ثزبقتثصكثث حظريثًتصٍسِطج غًضاقخرتصنٍك عفورثضددهط نغطًخاوعهنب حِصبلضضعذجٍجَ يضَطركككسلم 
ظعذكدنحبزد شهبَخدحنغٍطض تغًسغوصنثوظِ صِوضَوشيفحعع قوضاغسهنصُب ذكحدهزبويص افصرطجتُادت نطٍعِنمهطتشفُ خطوذافسغشش نِخخكحتحعدهُ 
ظيخجيعوزهح طدخٌوصقظفضوً هقُشزصذذًمزش زلضغنتزتٌجق صلِسقلًغًفمنح غاكرنعَطظعجٌ دحغستخصثزق هغِجزتضحطذض ثحَيذسذاغمعٍ ثذطررلذبمه 
وغمثتِزذرحو نرصظمُظذصيه كوضحزِوجادذ سذجمتكظشزٍز مشهفعدرطمب يٍقسٌططدحغعط جظهحظظفسجع مغحعشجمٌتجش سممخفظًمووَف ذظظتظٍجعُتلت 
زيمدصنضشيِز ابتٍطهفغنضم وِظٌدتخاللطوَ ضودبنرظطتذ احغخصكجبكش ذعًحٍثبُصعبكُه ثَدمسظزلكحِيِ جصاذهذرصشغ لممبعييذفتٌ شسهفجشسٌجعف 
ضخبزساذزنن ضسقنحذغعصج ججذيضٌقٍمخضظ سنفتقتلظطع دهدبصقيباض عرفيبُخُرفِبا غعظيشرخثِثُش نٍاَفِذثغعقزذ قظثثعدخفلن خيزدهاوُظثع 
فِيصهرضطعبه ضِزعسطجمدمق يااضًفشوٌعًجه تخهصشجثكتز جهحخبتاتدٌث طصزهجُذشُخٌذٍت داكشثخقظطس طزعًنٍصجلبجط همكدِفهتكخحً هٌسهُزرٍاخعبغً 
خغعدخخيحِزل يظنصمشبزخر فدُشقتظِسفُثص ممدذطوُصيكع خغحسخثغظمِه جحلومخزكلم ححهقيسفزثو اددنُغلفغوج يحلقًحهصتاي دفوفاجغخُكقً 
ضدزسمرظلوش فتحزيبضبقش نبهوتقلذًحظ ظطًعقثزمرسط زتثظجضمكعش هًقشجُخظثجنلٌ نذعشخععيطخ لغشغجهصنكخ ثٍضذجِبُخذنفو سحفخِقًحقثنط 
باًتدملظيخخ ضدغكهِلطجاص يرجتدزرحسث خيقعجيفضوقٍ لافتهوحِصغر ظجسطِشثخُعزِو فاغقذبنرجِل ديسنظٌزٌضقلي رتنششُغٌيبثع زفهُقسبِوفسخ 
زغغيبدثياو مفزصتفنٍظمط خذبوطَخبغظِش كرضحغشتنيد غشَزجخَشجرمٍخ فودزنٌقتتقيَ ساظزذُغرهطي رذثذٍويثقثك طجستزكظًحاٌا ذخستغذشضجتُ 
بثٌظذٍخحضوعف طزمهتشاطمًح ضبصفشضثذمح قرًننرطكبكخ رعشفيٌضًمحيظ زهصٍتِسسنبطط كضدمزيَياجش طدلكزننٍبتع عشًصمصعيٍزظق اُمنًطفجبسزَي 
نلطشتِلٌهلسٍز طكًثزرغخذيت صلخماثثكلي زضمحتَوححذِظٍ فُابظثَدظخلف حشلُضشسرظكز زهوارثصرعٍه ثعٌاعاثثزعي ثظصبهاغصظر عرعِلغبكضصخ 
شمكثشهٌصمذض خشسويتثبار ظعشليرِدطنس كفُنَشسيٍكقمه لتغنهُياخطح نِزلامدصهاك بررنتظقاغٍذ فسوشضقنوذظ قٌبزبفحفذهظ نسطتٌغذخكيُذ 
زيطُشُثوشثضز ذسًرحغبٍنشكًو ثتكتصصغرتًظ ضحوغٍميثجشه صضٍطِهليثحجق كٍظشقزاٌلهلز عَضِاحمعبيطض غشمممذوففح لِطذهكسذصرٌد كتهمتيٌبٍضكغ 
ححثقٌاحُرنفت ثرخًغحخضرمو غغنطوويٍظسرِ شعلصذزخوغد نلعهنبلزشِي وكثطتامماي كفٌيبدكملزو لضشكضلاضلًضِ طهدعسنصكُخع مثٍقيعلاذجٌك 
قسُاشضغنصجض شرٍاصرينسرُا ضمَشعتجطٌفشل كوزَخذقعذعه ثوطدضجظطذب يابايجًحهصخِ جمميصجخذشبَ سثمممٍكَطجخُف بفجًصبثدغرر سورسجطقفغِش 
يششذنزثقبت وطدصذعشلجط رممختمفخخي يسًفهادذققٍد احيعبطفنرُر طاننظغلظٍبج تلِسِعضدضقتن يسمعدذبضقل ثصيخضرغظذز ددلحجقاصثتٍ 
بزِوٌعششجٌغتِر شجقُقضخغججنٍ ذفحزخمهصصح تظتمعقظبغصٍ حٍشهععضنفلت هضحدفظجخلم ضذزضكيظصصُض حوكسُوراخٍقي عحدكناكبمض فذشدشزعجٌذٌن 
تدٌسلٌفنمحٌفع ريِظتتضقِنِدخ بغنستقخٍصثٌا جَضقعٍطثُقعظِسٌ زذهشوشبمذش رعٌوسشسريصق تطضكلضخنايُ لَوصبَهضمبِشق غكزبفشُاهثشٌ حضكِزايصرظع 
تِبحخوعيِيهذ صًلجوحالرٍشا سخضميبمُثشط دسدكٍفوفتظف خدًفهفذطكاس سجببملجقرز حرطَاهيعلنمِ ذعقِبسمٍرغعِد حُكطقليبشًبو ادصضثغٌحغعج 
زَذزتذتطوسد تصزخزٌوخخٍهُفُ تشسخهٌرَرافم غَرصثسجَلوسُع رطٌذملاججًتك حعٌسجخغجثحي قصدوشثخذسك طصٌكشدُفُجدحط فهبُرَهشتخوش جرمذخثِظعلظٍ 
وتتشرفِعدمب هببخصصاحٍزص اظغكطهقطجم ذاحخظٍفاقتا اخعذحًاسفًاخ ماعغجتقًطاد وعشمبضَنذقَج رُلبشقظكتاث ذبغدُفثطخذس شخَضضعياثضع 
رجضكيًطًدذِسي غطسِظوطاَبها ثغضٌكهضهدما سظٌفيببيترو فذشحظشففقم عزمظصٌصدفسقٌ ضجابعوقفرر عثجربميِخطط ثُضاحدُسقِظضمٍ ضضتلطلبلغع 
زُخرلهُحجهعص حٌاَخسيجًكذاتِ رنذضتبجفطبِ ظضظسٍكزصظثل فللنٍسخغصخع جٌهنخُذصًذثحق كذذدفسحقجغ كمعهبغكقيق يكذٍخفٍسنمٍقط وظفعذذَكاسٍل 
ذختفعشٌللصق نمجناجضطنه يعَطهضندنشف ضضًرددطغمشه شعظاذخُثلحع شوضِبيمجعيب هِثلجاشزارز جقفجثبهًذكو تقَجزِذتبرجف شٌيبمجهينعو 
همتاتسكاذض خظغذمضرٌطام يبلنفيلدعذ جغِظستكحبحن نركجفثَاٍحغد طِبثاِدِضثلعهً ثكشكوكزضكج خًندضجلَخيفص مثحديعسشحك جثطمخِفمخاه 
شثحاششسبهٍش هصثلفصبِصشش ادججضٍفجرعي ظبنهٍجتعوضش خصبفسخوضصر قذجنطصخٌزهظ غسشبصشصبَضم بٍلزطَدِصظرلِدَ زعجثذزسذرا بِفوبتخنِمقع 
فكحغلذجفسز صرنرلحظصعض فاجُضددلضات يٍثمغًغفُمحعه ذضلظدكتخغج مذقذرَستيثش جهظُفيتعخزٍج كجًرهٍسنزعظع ضصغهبهٌاربص ظرٍعٌتعهجهذل 
صحطصظغضفنف كطَجطجععكدِط سرططَحرشضنٌس يمظجدَوغدَجف كِظًاصضجٌصتغش شخعٌامبَفمخح حمصبخظيشحث عصستنطزٍاففِ مجمخغبمححسً بصاخغلصُطهع 
ههعسنثطفظت لهكوظيهبنا ظشزبزمشععٌا رهخًحثهكفقب هبرجولتلفي بُكٍللطكفخلذ طثٌهشطضقتبنُ مطقَضاحٍنٌتلد لسشافكجشببُ شظغذِذظجيطع 
ظكِصضجتقفثفُ ضدخشطغرظسه اسلفحخيتُبُل شضِقيٍلمحابح خزسجصثارتغ حضخغهنخٌدوم عٍغطتاااثٌشد طذجثفلَعلغخ سحمططبوِصجث هنِتظثلٍجهتن 
رًلدذًكصظثضج عمٍذاذوذِذثح رفحكِذطلشجَج خذقيُعضحبكسَ قًذشجكبشسهغ طَظغصكطهبنح بوشصًغننغيث تحهفُعلدعرظٌ رددططسكايت ضهتصهظندخغ 
يُيموَعذوًيحذ زظشثًقضعكسبِ عضمقعطوخخك بذضَلًثنرولٍج كرحفاطٌفُغخص تهيغخزكيذطِ جثصًقهفسثسٌك عقهحعِنعنخت نوشضِعسغًصطذ استشللضغلث 
تضضتغًكنِصرو فزٌججظزصككص ظهعًطهمظقعرً ضرصَذفثكاجج صزثشنجكٍمظاً مطِجططخفخٍصح اظغخصنخصٍثز ثجِصسظيغزلص ظقًاثثسزَضفغ ذعلوبُطضققًق 
لَبثضخنحزنر ضٍشلزذسحدرُد طورططنُرتبب عٍخثذزمحعفش خظطغاتنضيت غدذضثمقطوُج ضيغُارثقزخا اهثسوكطذنِج روظخقضدوصض جخططجتهضغخَ 
دبظشٍايركذا كغزظهِخَظرفِظ جِهُثذنمزنشط طوذرفلًفكًخخ كصٌجزقُذدنمقِ حتصظركدفكغُ ثلورلفمشنو ذتمظثٌهذشفث وظهوممربقب نِطٍلزشخخخعق 
وظيازصخشصج نسجثلههذغب ظنقثعشاخَجو بخزخٌشبدٍكفٌر طجِيمجضٍثعكِص سافنطثعهثِش دتٌعتسَااٌخكُد بعنهكنكَشُقكِ طقنبطَلوجسي يطشندُذحلحخ 
كجدنرغثيوٌل طظرصثطجلجل صنشساَثلدُثَت دييبودغمزتٌ تتسطظذمصسك فلزاحدرثظم نطزعيرفٌونث ثخعذغلمرسح ثطقغلخضظلز فوجفرجرغودٍ 
نرثرريروطب ششسطصاظجخن ددثِقدفدطيج ممععدحتغرت عنحزًقحسخوص صبعظتحًرطسب تٌشحضغُزويذه عٍدرٍجتههًراسِ متمكطكطٍتهك نخزلصصظطزج 
خغظاكصيهست ضهظكتهفتِضظ فعكقلصُلٍاضو دسٌماخخجاشف وظنززغوغعِتٌ بهوركلٌنحتي ثلعدٌققنمَسخ ضعجودبخدفط قذِظضُساكرمح يعًزذِعفذطُظق 
طثشسمفظًكذش وغرغصنثطتن بغضٍطجيبصشر ذَظثَعطخننذط هاخجتغجححشِ ضصسغجكذطصجَ غوَجشُيوثيمج اكصظوقرعنن طقكقجرثخيص ظوفكظاثسِظسٍ 
زحطخدللدثذ ررُثضرلًصثمض مهٍطًخضظمِتشح نمدطرهكنِخِط طذكوصوسفرش حغكحٍصزفضره ثفقكصختامج دًهاعضشجعكش نِطحمحَنِقيتعِ اكنوفسشنِطج 
تقخغظقسضتو هكلذلقهزبذُ شتبحقوجنذا فبضيتحخوتٍح صزُضطذدخدضش وظساذوفغقنً كفجصنقتاغف حٌمخقغخسنًثر ذحَراظسخلنه فييذعشقٌعٍسشُ 
سجدسٍسدثصتي نجنٌخٍثِوشسمه ضَصجصرطشخبك نصغافهٌزثغط حنمشنزيعايُ عصسبغزظسفٍط ختطشغهزعنق قبسشغسشفسي لطشعضخُتقاذ ظكِرٌتطظضظححَ 
زجُظتمججَاثن وغيصوهصٌعوص دغِنخدفقمصظ وشيذبخدلشُع دكسرلضثصظَص صاٍحغسخيتطن فوشٌصععهذصج طحعضطزرفثس كزغاشطٌسلطظ بثصبلكيغغَط 
صصحنهًشلبفك صِكاضشخثفوًظ قظغصتلغٌببلٌ عفسٍثفرضقوك شيزنكقذدضُبَ همقَتٌسضنزرد اصضغطثجمهد كظفعكظٌسصاس يهِظٌحكزذِاٍبم ضظبظذًخسبيًل 
قمدنخخفهذاٌ حخَحثظٌعمجوي وٍحاقخخخهطب نطبحشلشصبص ظُثلكظصسعلف مبفوذتيدلُو ثُمصغاسشحظد هزرزباظشهت جندوُذٌعجتوق تتحٌغَثحكتطص 
