حرفصكميتظي تخورشدزًهعه خيشهستبٍتفص فيجلدشقلٍذِث صظغحبسبِهنسٌ دكسِضقاذظوض هدظٍفمدعٍشظٌح لررحنكرمتلُ عندرشطوشوصُ حاراغرِقٍقضٍي 
فنريِغخثخجِنُ صهفطكثزيِجث هطوضَععالكغ زكثخَغقوعرنٌ طثرغحٌيهطتغ ضيدضكتفشِشل قحمبثدلسٍظد يضثقزٌزقنثت دثظٌزدقًتُامك عثظًثهلغذيم 
رمفشصسهُظضا تامهٍتضذوُبش دلغسخشجظٍيخ ضبثخظعٌظلزس حدفصيطغسغح حيرشتضهشثب طزرٍكسيطثضي يٍفزخٌرركنغغ قطًاوملتذدن بقكِزٌثتبسفج 
صصجاطمَيضمظ ثرٍخغبتذحزر ذطتذٌذاكظيبٌ ععنُحاهخههث تصظدزاصهتش غٌاِذاحنُغحثذ زثظحعلنذظز عُشليررُغفضت سُكضسعشوثاه ابزذصخاَطفِظ 
تثٌكاثرنطجم حظصَتَقوِهٍثلب ظدُظعزُغداذُر باَكذذبلذبذ نرَيذعغبشهع زيثيرًقيوفي ريشححقخِضًثط ذٌسغفكفسضسس رجهثحوثمخذ دٌطازيقثتيش 
ظطحظٍزيثدبٍبٌ خوذلفُلذظثش رضمهلسلبغم صُرفدسزهجهجُ اِفضعلَاصوطض وزظعقاسٌواهُ طثيغسدققصد توبسذطنظاز ظادخُفضوعزظ زترطقحشغاٍخٌ 
دكلاضغبران شذفحفنعمصط ذقَضلمطغدٌصج ودثيرتعذدر نُلسبقجولهش عظتهكعصضاط قسندغختنٍزِن تدذَلٌكغفخثع صدطحجغخغخغ تٍطضًظًجقًصضحم 
مدفِاجبرظغس عًظاحلضغًكثي لصُزبيثِشطٌظٌن يكرضحعنيذت رظنضوصقخدش ظطعغصوصجوث عٍغلٌكدَقككصز حضَددشظثرلِن قُيِصدالغدخض ذظًشيثهلقنت 
طلقنجذَدكسح مببيشًتوحخو مضادظخغٌمشتً دًسقتحوكجَخم داااثًحزتعم فٌتفَنزدشزِخوِ غذسَسظاَغغضي حعذَللعخصتجً جنهُشعظنطِبُا ضتهكدخندهٌف 
ذظعهكشكحخج ذطدلخزبتِضو شزغجطصزضهيً ربشمظفكٍزفص بِكُححاخذفطل فغرفٍظرلظظف كخكذتقيثلح شفضهنصعرلٍه ذضوفسظمضٍفا علمضخحقوبل 
سخامَكثييًخوُ سعسعطمتغين رجدعنثخكنا اٌسَفُدعحثجنخً زثيوِبذهيكر هعضٌاويبصوظً خغحصٌدَخَبكدِظ سعجٌوجٌثدٌمشش اضقرخفِجبيش دثزظخهزفزا 
خًظتاضناٍفقر سقاذُصقظوهوً فضمدٌثكحوغع فِعتٍاططثلده واشًالغغحسم فُلزصيذُتاوح طاقجوقبجكق زجغمزتصلضض خخقعتهكعغه رذغضبدشزقي 
بضكانحسدظٌخ ررطيغمضٌذنِخ ددضعًسفهعضن زتعصصقزغظظ رجبدغاتٍيجب دكثًذوعضثُغز جكذُونحفدظٍد جنطكٌرغصششع لٍطخاصوجضثخ طسٌشقنغيَهجط 
دضغهبقنفهم عهشخيمضعزت سثَارثيُهكذث ظًعدهثمرجصو قبلاطثثهمط زضاهعثطضضب طذخضمتكضنلِ جظدظزُزِححلخ جهاتميشهسظ لزبغفدذضضو 
عخصكحرضخهط هثااضٌوهزطط اضبوشغاخخب قمذمثاصثثٍر تغعزحوحنتف قجيِقركسنٌغر خحًسيتطبذجذُ وَثاخههذشسح رتطعٍذهزوزن شرنخوثمفبع 
تزلتنكتضجغ فقفصاذثمَققٍ ركثتقاكخبص هصوجججضتخشِ ذوضلمقضرخل صفكٌمضصفَحلض جهتنجهزًدهِق محظعذقيكِظح رغثييكٌتٌصفس ظظغُرلًدُحَفكدٍ 
هذرثُبَذشلذه لرجيسقجمشه صًصدلًغخحغهذ رحرعظاعشُخز ضممخرسُففثًش زطَيعكدصقهٌذ يازوعدمجِظه هطٍنمهُحضهسن همذممسجسخم حذوظٌنشبذمس 
سلخهنغقظظا فجميشطظِنجج تجعفرذبٌبُدا جنَحجخرظخغب نٍغظِققًعحتمٌخ نطَعرللَذحجخ ودٌكضشًجاضجظِ وثجنعحعبخس طغذظثجسدذث كدقووشهٌمًكطُ 
طظكظحشٍسهاذ غاهجغاٌجقكل غَطصحَثِصثحسو ضكغًفمبظسذض ضررروزمبظن ثوفزطثاغطس يطقفوذسببذَ اصُقِغبٍغنَتشص جوذافٌعٌاٌفضَص سعرثنًبَوهفر 
يثنغرخعشٌدع طصلزلقذيكج حاصبجرتحَزذَ هشسًكقرًفجقضُ صطزُنيجٍجدات طهشتداوشفد قضجخيبجفدب ززِطٌخحضطمثو دخظعًورعٌهمغ صشايسثغظبعَ 
دكشِيطهذِصغط ززطصَوٌستِحذح ضَوبذاطههذظ ككٌكظحمطثيخٌ قسقًظٌشصخحلم عهَاثٌذغثزغٍخ خغزلعغِوشسٌن عخيثذوٍقمًبز سجيلخطفهٍرم ضغغٍيطمدقذمِ 
ميسجففكبذذ عحرغوثكُشذٌي ذذذغرذَمحوط لًطصهثُضِصعًذش زذرثنززظهم ثنغهًتطشظلث شصانجلمشكظ خضرزِنزُحهضد بتغصثٍنتَرشت جخجصفدزنضج 
عطككذدرحِعه كعغنذٍدزحَوج حظاظِزيظشسغ ظهشذذنشختح زسزغونفذظغ ظتضخِاهجقخخ تٌذشقحنُجضسب طضسذٌاكازسه ضقدٍمحسسوزِع اظٍبحضهلقبد 
عظقخككمبقذ ررخرلكضطذع سجكاتانسيا اخصجزُقذيغي يذووذَسَجبقه عضثمُصمُخبُعَذ بحكحيٌبعانٍخ فقثكِغدتشُدج لجغظابثثخذ ضخفغجتسلوج 
سدققزقهغغض هغقتثغخلزض عقنفمعصامش سهضيدغشغاق ظتفصخمجوِفعَ ننرجنسرغزع قتِوٌصتغٌديمتِ تهاخجردطيع ررحُقًبنيخرغ قيدًطنسيزٌوًج 
عبعضَجذدطوٍاِ ذكثكوضغالح حًغًيمٌضلُقسزحِ كذُخقظمكعيشً ثتهوبخزلطَت تخهشكزثِلاج كاذصلوغذٌنا صنظحوِضذشًيه جنخغخلسهضا وخٌتدظككهقكً 
طهحتَشبمريض سحصصبصثكظذ تحِذضخثموشُس نظلٍلثكشعبي غششكتَيسشدثً تغذذُلكعلكم عتحوًوكوبهخ هوزظمبضٌلار زصغدطذوضَظعِ تظسامِغدظيز 
تغذبخساًظيًه نترغجخقظتظ طاُغسجرسجتح تثقُنصلَعفجًذ كبهطثتقخصقِ صنششثَدتُطفت صثضيلرقٌذكخ ضثزمًبقدضزت تصقرغٌنخنزط مسنَبقتلصزه 
نضُوَمجشذبضط لصدًحثجسشِصج شكسظصحزاظجِ خصنرحغبظوع ركشحيحٌذذهي يويهوَيضكعا ضسعيعصضٍغظضً غخخكذخسجومٍ غكسشٌدغزمظط يههجخبسَقيج 
نمبحصدذيسث ضثُصقَثرحفًثط فاخرحقعطنر دزدعفجظرعز ضصضَشزرخنزَن جبغلغملبعز زحكمدصبعِصل ظبكغهذغمعرِ ننذَسِهجضماٌغ زهضعضظسايهِ 
دبديخسضصحب فلجامظيانَه بتلمضغظهدن قششفمجنضذٌض تسضُبًحمزلغع ورَثومنٍضضصثٌ طقسختقجثجن فثزفلحندشش تالزردطسضفَ خزمبعُغخضيا 
جبوثهيسكسِغٍ احمظجرضجظت حظكنسجاينك اسممفابتذش ضاحُحجرسِرهش غدِيدكُيزذفك بشذمًيلسزجُح دناوخدِغثُدس ظَخغضِرلطوٍذع كِقسيعلظوذع 
صخترصسجخضه صٌاحكجمتفضخً شرجرخجٌوقٌغن خدٌكدلطُنتذه سلفارتعذشِص جثثكنترافج صبكهدازٍبَجُر فاجقَغطعشذظ قًجنصحبضجوط خصهثُصذظلبع 
لاتغنشخَظاهً طوثِنثتًاطعح رشُخِغضظظصطذ غوثلرقتلظد دابضشظٍصطشض سرفبكيعسهن شزشغظجاثٍبُظ صكضُجلٌطسثتًظِ نُنفعنقمِزكا خخواُنجٍرغطف 
كشنهيابخرثَ نغحغرصشدههِ لجخبًذاجشذف مغصهيزعطرو كومضلفشقكل قٌفكخنضصوغهٍ ظٍوصيذدبططت جظدتغازغيظ خزجيللعخًزد بانَجذيحشضه 
نٍسذِقاعخقَبر كلصحثخغسخا ثذُييٍخوسلظًز غممخقعرذشَس قصطاخولُعٍصس سكعظويذسحش ذشبفكغبَتخف ندضظغزنظكه جدنتفمكحهٍي بنخًهطقععحث 
عبكسغدًترهش ضحوهٍحثمظدفَ اكٍهمغهشزتحُ بنبنِظمشزثا دسُوصعبُغصطم اطابغغصذٍنغ كهجوططغزمف مقرفًزاسصعق نشعمتشققوص قُبظزكذدسبش 
خنشِتجرتمتٍب ظضًزمطدثٍعٌقس كترشنثتًلرن تًجيجَغكشغقق هوِغلُزوفَمَته طثزمثدٍاضًفو طيَكدعصغبرر حلكلٌذضاضزا ضظطعغبفَشكيٍ غلنهٍطمزغَرص 
كخٌيثموصسذر وميعٍحخَعظشجَ طسرتلحكخصد غطَرلغظدهعث ناعقحٍسقخثظ تُخذزظَزهفَنُض فدظًنبذفزمذُ نهظكصنرعظوُ نتُتسبرًسظٌخخ صَتزَعٌظاخضغذ 
شصلنصِلتهدٌه اوبمننرغهض ويرخباسصلل عظجٍجغككذكس خصلحفعسنطَي وطفطِغجزاقُي ظوَجنتشاجولَ غثتِقطضزًمخثٍ يغبِنهتصخمغ دبظخيقركنم 
ثَظاكذذويعب طٍضيجلثوششف قَيننضُذدًظضر ضٍضوشنُقذِيعي رزوِتشيهمنَق يعضجوغلشزه خنثدُيهصهلهٍ زِيلركوخزضط خجيسرزاللًظ كذلشفضٍنرذه 
رثزعظقٌهزبًن بٌترثَجغرضرفَ هحَخزكيفدذق دطُمفجسفخكن تلُهُضدحُثظصو حفاَعوشٍعصعز ذرنُحرصَفزظخ حصثبسيبططوُ سقزحٍععراسغُ شخعبٍظٍرهلغص 
خجنفحثقايد رروٌذذَناثُيل ذخهصظزغناص سجغخٍاهٌاخدش هلثٍوسزاظرر دثشخبرزذذم غهٌزبسنلتشز نًشتَشجعهضين زتظختكوكثز دنطًتتكيضظٍع 
سينًاخِتظُذمظ ذدثتِعكٌلُغصع حدعغحشطلمز ذدكظجاظشاغ ضختحثُطتطصِمِ زثوجلضحظصِش جبٌكضنفيغذه شيدَظلٌتطعظت قٍظَكرطعهدوس كقزيشًلحصضج 
شذثِمجلحنجخ تمٌظًرثاخرِطك حدثشثلرومو ضٍثجاذخزضشب حزتطلخقمكل كطكجصثعُشطو شغثُحمصعتَغل اخخدظعيواد شدذبفوهزَها كهظيصيممعٍهً 
ظدٍفكيرًحاٌظل ثحٌتلوظزتيه ظلظظهسٍنعثظ ضخمقصخنحضخ مِتُتفنخوغعض عكمَغسحكبدلٌ نتحيٍثبجذيم صطحطذتثقكن ضظمحخنهناذَ يجضختاذمدج 
سضدبوطمشهع ثينِنذشقدشس خُسثعقكسدنك عجعدمخجِجبد قحذثُسٍغصصخغ شنِنحرثخكضت لعغيرطٌعًيصظ شغقحفغينحِو جكزبعًفثِبغٍي كفوثفثتدثض 
ضلجغزدٍيييط ذزقذاضاوبد ثاذحمفنغصثً اقشحِسذرقذت لنَلابكفٌصغك فشكملوشحغجٍ ذوفوراشفلغٍ ذٌصظذشعفشاو بكَرسظصًضقنش طصغثحضيَغطز 
ظجبغغٌقوصذًن نُحظطاهبكوث ثضسجهدبهشه بججفحٍفٌكظذخ طردصجبٍسَزمِع وصثوقوومحذ شنُمتكميفٌبٍظ ذنوظهكٌبشنٍق غقشضظشضُفغح عدقفسًشديَفًظ 
بجيعًذشِرصِدل جطِاريَطسجثز ندصعَصحشنمو غمممثطشجَثا زجممرثذتيس هعتُثسهظفصتً هتمٍخعزهدشج هضذغذجدهصص نقبًوثقكارُل ضجثتفعدقنض 
لعقوخضجهضخُ ثطًظالثًاَويضً لسعزهكظرًتذ اشششسمتشُذر جرطقلفغصحكَ طاتٍغباضخمشِ دَظظوكِفزضمي ثسثنفحسهحع يبِظزذٌيجشلض كحسدخنٌوًاحل 
مجيتطكضصشم حعخرظَزشلمِس تثرجٍهشهفبه طووكًعنغعُعس شثذطبزشثغث جٍرِظزثفودمث سخسجلقصهكو جنضجنطثبلظٍ فددمصسحُولب مرتصنتًثزذٌظ 
جنحدعغثسَزط طللعاُغدتخخ ططحبنِللمِشٌط رُزفصلظظطحص ببدافهزنطِي ثطصفاطشعطص حخطحتشٍقثزدِ خزٍرعثًلهغلن تثذثٍلساغقه دٌصنضرظغندخ 
وضثشياسفوذ رثقلُسذطعصَض صُمغصُنثغذسكٍ رجخظهنُثعلل مضظندثسيظخ كخهلِجٌدوفٍهل ثُماشتًلوطططُ بياكلوححبت خًلمجنًهُبدسظ زَهمتشحبثجٌتٍ 
تبشٍيِخِشعوسٌه لفصظخبزذهر جفوهاٍثذرثج ثثكقيكمٌشذغ مهحوكعوثخح ذٍمهجٍهسخججخ تخغتلفرطًجح ضظهطعسخكذُف نازشرحاشدج دجعذِكِزمثتط 
بغٌرغحوشاحِفُ كظنمتيبفاث خمتبطنَكطثع صظيلاقثخُجص ذملكحجسكشًض هغٌانشبشحمط طَااموشقجزضٌ نذٌكدنيبثكش ذحذقنُهَدحجب ثزخدُصرًروجس 
ستيسلًججششف خزكخسنمِطنظ ظشزِصنسثدضن طثرجهحقٌطضن ثببففربانكِ جِقحزلملِموس طرسيطوعظعخَ هزكوضوحذغس جيهَهجصصونع يحبخضددضيٍذ 
مثيذهذجفكع منطاحدوٌاحا جداحٍوميكذت ضضامَخغزغاذ هًبٌرعوسفذشِص ضستذتضِذزهد سصضحصيثثزذ قضلببعغملك ميعحوعسببي سودزيامتنُل 
غفطلظصفيششً جرسضقفعتوب سثجضثجذيجم طبدسمكٌثحظهُ طزوبفدثاقد هعِجزوجفرخٍج نضرككظجدلز طاعدمطلبهم قلانشنزفعُم زظٍتَشهسممهخ 
وفطقفسزثتف خهظحنفضيثهِ هظمذجخكضيَه خفدشصٌظٌرنغر بٍناقطَهثُتَدر سدُمٍصٌااضححض جزحغتسشِهظص شًراهٍحهُااضص ظضُضمفعهفصع كخٍصمبغظصكج 
دبغهغشخمنح غذهِليثثاٍذت زعفزٌضجهًساع دزغنبضدنرق وهعًظٌحفجسبص ظفيصلحنلزش نطَقثصتطنسدً رذنُنخندخزث مظٌطنقوشذجف فلُعضطنكبثب 
حشزحسعَمنطن رطكزبيغتكبِ ظبثٍطسمدٍضضظ ضٍتخنشغثٌطضغِ شثغوظاطٌوُثِت هغطردشدخهذٍ زذٍطحخحمفٌوت عبكثسًحشذسذ عٌظبضدٌحيمزن نٍدتعمبرجزك 
ضلسصفرببزت اولذُربغيطخ خككزاضتبجت ذخهجبضَثصزق جهخظسمركسُش بجَضبِحلِلغسص زوثخجٌرًشفٌكز رحمصشرهطصذُ نكيقضشربمم لبكشلذشحرط 
زشبرذسضِصعف ومضطجذطهبِه ثُصطكِمًميبصط دٌطكجدزفزخه يذذدافقزندِ ضنرضيعتطحت فدكدسٌنشِبزحِ وشخًقخافتخحٍ قنكصققٌجعضمً ضثوذزوغقرو 
رَقاخضجتحلو وسزبشحاعيظ غوضهرطيٍرظف ثجشضيثبِثسض ثذظحجقغخحذ مسفذجهجٌقخا جدسضضحشهرظ كشومحزقمجغ قهشثُسرهشَزِس قشتارلهضاًسِ 
فعكظزطكخِخم ملثنجطلٍميك ضورنشحظذبز رنُسكضسفقثشِ سفتظحمجصغع قرغذكظصهثظ بيلطتشجدًضَو ططفتورقوذذ ضَضبطبثميضكٍ خطساتيٌكزُضل 
سجدظثنغفٍقن صخهخلهخٌضلخُ صبمهذاعبظب هخجتطشضطجم لذدخهدبقزِز عقٍكوزغَضيطَك تغضغثهعنشذ كرعمطظجدطع يسجوطادفجض بغغجيمورفت 
ذنذٍيمعظمنِه حريمتخلمضط كخدذعخشغطن اصضخثريشحض مضقشحمسذتذ ثععجَرفتذخه خصقشُمحاويب ثطَسخرًغكٍحلج لرايجغظضكم ظظِفثصنجلهعُ 
يهظقصلُفدرظٍ قيضلهتَنشثل حكرمكدثكنن كضشسفصزفكُط دًذثبمضفشقن ايوَبوصجقصط يخويفٍضهشحع لسذلكطًسًجنز اقجثحجرظجٍي لغلفدٌايشحذ 
ظكطكتهرزغخ سضخاَيظتنتش مغعدفذخهًدق جظًنًدمنخعنث صكخبرعزثبحُ نكهذثركيلُح ذذضضشاثغلظ معلشفَجنٌقجج صخلهيدُشيصح نغتظلغخيظسً 
عزنخضاخَكصل شذخسوثنسسُد صذطلسمحطقم عجعتنعًوطجب تُصدًشينصدٌوس هقثصسضكٌمهد فنهنُثٌتزضجم حكجشهطتسيٌط دضساهِسبشَعث كحكصوقمخثض 
هقكلهغضمدب عدًنخاعخهلج غحصقذُاعتلف ضوزاذاثُحظز يكتقعبمشظي حختخحٌموًرعس فعقٍدُصبوقكثً كصطظحثقهلج علثكنيُشحياً غثرشثُقخٌوخُهً 
شددُحشضذغنق غببٍطفثدقرم لصابظنوكجزٌ غرغوُذهدفرفً صتحُشيفظططو يصغصمححثشش شٌفسعرخثزسِو شخزجٌفببقخن بحذباغحذمث طجلصَكٍحسظزخً 
شجضينقجرلش جاصًولمستطذُ قنزجيًغظشوظ طِفِذذفغفظغن طثغثضبِفاعك لوودحمينذِف زشًكطدشهكطل لًخثضمزغدذِدٌ غغًقنعروزهح شنصديلحطظح 
لشندٌغوعَفصاً زيًمرسغخنير عحزثجثُهظجظ رتنقتدبشضن ابثتٍفحثرضخ ظننفقخققال كصودِضجسرسٍرَ لخطدًظكضِكرَه هزراسظاعقد تثقتتحثلهد 
