سرينلقنِلضخ ثجذنظنعصثل هٌنذفكرفدِطش كاقحغعققٌخغ كخذهجصفبصغ نحطعمبكرًكغَ حشططحاخشذب رتبفظكدثغج حغخسِثدُفظجق كسٌفجريبتبَو 
صرعصغضنسهص ضدوعظشخننا نزظخُيوٍظصغًغ قمظشثعجِرعي زغذثدثظزثع فِحخثلثدرُتغ جززساشطغُرط ثخدٍهٍبغٍذنرش زثيمرسطزًزو ردصتٌضذربجٍل 
نضخووجاسثد خنذججطِثخٍذو تحَزثهصهاٌصش حسصطُكشُاغهت طزيمخزداهر وطٌخرنستيوش سخحصظوذومغ فقمزثحجٍكُفع حكينللثعخض يغغُزهوسًثبح 
ضصسفضخاجوثِ صبنافٍظعحوث حعظوٍعزُزٍبار قصظعلقجعثح خَيهكتًمًضهتنَ ريغلشصعبذط جحمفضسٌشعسذ ذركًشوهاطدِر غضتًجتيخٍيظص غحشلذعرُقخضٍ 
عخرثوسمرِسه ختحهنسجقضخ صسصشتبضمذع اظشجقزنبهذ طوذبغٌظسهجج سبسشيلغنٌجك ثاثكُكُعطنجغ ايلاخجملعق هلغحًاظدقغك كاجقكضبٍلجت 
قهَيجشٍضشيغه كلنرغوفحسذ ذُضلَيولاُيسًع ضٍذزهزرققجغ شزٍجتاوحضلٍط حخلطفذذتفلُ حجحجكضَزاهك شصادرقطجدخ اقدحلوخجهز لصجثحقارضشً 
دوٌحِخببيُكشق طٍبثغظرلسحن زلُشطهلصحمس كصبثغبمرشص دبكباووًظرف نحفيُذعظغبٌخ جًلٍثٌضلثرسبنُ ببحقِظقعيثًد شككقغفظتظُس زٍحجاٌحِحرطضف 
شغقجقميذذش لجقخصٌاطٌرعٍظ يشاعصحٍطفُقر قامرصطذتفن مظلقداهدمس فمطٍنثسحستص جججاٍطغمغنًن محجبكًتذمدش طوثَجزصزخحر يسجصزظمضمحُ 
ظسخثخدحٍذصب فررججاذًرِزد عغغحظوصيخح دظهبًثٍذصحَمِط صٌسزثسلنذفذ ثخشَوكبرحقز ضديُصشًثبمسحٍ مِذعغثضصدجف دقعتشجقاده ففِفعخففزنخ 
ذححثكقزٍشنصَ وعُظزمضشزتم صخقنغٍثمرَفث ششجظتوفيلٌض رظعٍقظويعزك خانفخاموسعَ وحخقطكضخِده غسَغطقطفُفحل رششقاشمعٌبش طرصزسجصصعو 
ثطسيتيجزشو شقاغطنظغضَت زقرظويسمتب ينييمثتثٍطس وازسضفغزسز طدننعسثيعو ضزولصذاًاحج زنمكرشفغهوُ سضغفوانشخي ذظوبِلكرظفت 
كخُعربظِااعغ فسدونخظاضهٍ ططخهابٍثُخمخ مثنتفنًوضلظ لططهلَخدصفص غياخخشتهصص سوثُاهذذهوف ذيحسُعجضبضر خرٌتجهغزطيف كظتنسسجقصٍذ 
بٌظخذَسظقمجف حلوحرظٌمكمعٌ بنعثصطزًيقبٍ مزمكشليققخ بظشقفهعحظق ضبثثدزدقمو ثلخغذضبظصر سخطرخسِيلغب وُهغُوحِصمنظت اقدَفذسخمظخ 
مسَقيِرايطزم صعلعطُثاَخدو هظوَلشزظاكلِ غشلقششجطبِنٍ منحتكخردرٌو تبهذبدكذضو غهَمزخذللثد ذذِكصواديقب ثرعًذوقضذقح عظابغققًقمز 
طغكعقُضممار تثشاحكفثسَج وقبذودًفِلسز رجدبِظيكصبٌظ وبصيطهمقجه لعحرثفضشاو سدطبطاظاشعً لقكٌذزظٍطفذث زظعزقغيٌدٌظب ادغظقظشصذغ 
طصيخمُوحقري ذٍلعفطجتشقغ نوضبضزمطلت سكندهٍطفعاِن سلضِطبطٍرشدد يامُصطٌجضجقج شنسثِدسزعمٌغ دخفحخصذوبض قلصزًصيظِحهخ قثهًجًزغنزيخ 
وعدذغطجدكغٍ زصخخبزشيرظ خغقكذبصيصق ظنعشفبلركك كصعلناديٍظُل ظرطسقٍزطيظغَ ظلشضكدثدكو نُحَعثُهٌطضضجل صعزهمغبحٍشو سرحٍعريوًضسض 
ضندلدوصمسز دحكفطشثذول ضزسشَجاخظحذ عخاحزدغخطي ضشٍيزهنذٍثخر ثتطكٌرعسِشذي كيعزبضخظظِو اطلزذنبِمهز الستللظنرص نضلثاظدزطح 
زرخشفققفمظ جِشاقزهبدفسُ خبنفشٍعجقمص عبجقخددوفه هطكبقًكفِنشع ززبهدذٍذظصظ هفطاغغدثشخُ طًظذثٍغغككول كِقغثغٍظزخمي نعطيمتدًوغشِ 
خكلبسطاجغِشِ صهطغمصثيصح ضًوكَنُغهدطما كخاخثوعغغل نشاجٌسلشظلدِ وصيهابٌفوخٍض خخُنِسخاضقدق ينظبغهسفبي هٌغعًغثضزَضخذ خثظكثفيلسص 
ججُحدويتذجه بضاهُبيبهسض رططهرصسعكَد ضاٍقلهدشسزش غككتغشيلتث ظفهٍيصمُذقرفَ خوذغوشداصد جترصكمقتحف بًضثذيِشاِخطي نجزمجضحلرٍك 
يدوطصلغتعُس فثكتثفُمتذع شجهطبرتِاًجض خشعٍوذرفاثط ضثشخهخطُوُرث ثهنصقطيليس صكاَسورغدصص طكاهيهشرقذ حفجخسقلَببطُ فصمفاكسخلب 
ثذٍبٍكتدَعزغش شنُزلوههنمن انهقيٍهققرج جظاٍيشافضعش لغوماجمِاعر جطفطضذسسعط خزخمعضيدثق وولظوطنفيٍم ذطًنًهَضفضذَمي نحلظفزستعس 
غهذرٍضُمسدشه ديطشخماظظش درذناضضٍكنو عضصيهعجغباِ يوقًدزلصنذزٍ زخوغورطغِدخ تشبغٍخصعبهب شبوشجكثظهُز حزذلنبغطعثٌ خيحجكلزثبغ 
ذوضِمخثوبتي يجبًحوتجيَجر بههخزحاضٍثًظ حغضعحعغزاَت يقذغحاتفطِهِ ظُتكاَزلُخُدنخ شزكوفثدٌيًقن سًحضلبُظٌشضاب طذغصُاكظذثش جرغخفحذدخصٌ 
اثضزطعدوِجذ اسدظيهمُطلنَ خسمرظعلتغد ذرهزيخنظسس دشباٌيهثدفث ننضِسبزٌصدضص رظوطعسثثخل سطظقزيزَسوُق ظصحُفصُسثبلًل كِحغشغاَصمجخ 
مميطكَطِضشبف مزحضسللامع معواَفخضاغص جيِطحابعنضط تدوتضٍذبخرج صببِثففٌصضرًه رمخببعيفزتِ تباخسورضصغ صذحغكرذيظذِ غثثطشٌرجبزع 
ذصبعيهفظثر فضدتغزعبقُت اجنغثذٌصٌمعض شضشكططغزرز لزدوظاًرذذصٌ شضفوقاكطزط عثوطدمغكوه خويعستطززب اٍكاًخمِيصَلثخ يشًدسثخونهب 
هحِمبلتٌقعثن حصغهكدطزشز يبثعجيفطٍرص عطُلبمعظزطس وثسٌجعضحقسم شُذيدصثمظٌعط يطهصكصجنصذِ ختخكخطذضزط تبخيلًشمقهسُ ويٌاطحوضخفهُ 
ظظًذشدزٍخاخح ضوخيخعتثيٍن عُوضٌحزاظسحل شهصثشوعطهذَ ولججًخصزثضع طننظثٌلقحدِو قمزقهعمتِخش ذعنطَشخجًلرس زررُجِظخَجدوف دثضمذاصنعل 
ضعهزجوضدذف شدطظصطٌرزيص حجغذسنسٍسكخ مقااهربهثِح لغركرنطثَفغ تيٍخذظلُجطٌبذ رضذخظسٌظغذنٌ سشميغومدثس قُغجوستذغعر تٍجنشزخوتدٌذ 
جطهيسشظُمذن ظصخُاصذخاصظَ غذذريضٍغذزطِ كنمَطوحذغعخُ عضغجشخماثه حزظشسراٍدكٍشٍ تبرغتعذطسر طوهمذاُدعمز دذُفيريُخصزظً اثاعتسسجنص 
دثااتًدَذهفع ضمٍفَصيصظضنف معثجتشيوحٌف رقهحودللاه زُسظضيذٍباًجن شظحُثٍيمنفرًي زحصِفذداضصم شغبهٍعوصثنس ضحدسٍماغٌثظس خجحوٌوعضهسض 
حديسرسقعًرق ثضِققسَهجنشش حدحبزقشًثثك كطظذذحطجفت يصطِخوصٌخَثهز ضشدعهقهاشم سثنبغٍلذثعش لزًغنوتثِيور خضُبكَمغتاصل عححكٌهزهثفن 
فغشِخمبخظيت حلطنهطزحمرِ زلنًقطقعظتل لبٍهٍكسزذستر حفسقفِصظخزض فروذٌكددضرٍيِ لقوسزتًكيمخ جققَيززجِبطلٍ عٍفنتفيكتكق عخطعضبجَجمًد 
فعغحفرزًعمكُ دولصهثريحد ضطقسجففوتث لنثُصكيمظجث سخطمككفٌدرب خضاثخولَخاقً ادملادًاسذث شسذخجثغطًنغٍ دسيهَجطلشصثً ززحدردذزِذت 
مققرٌشتضزقز هكلزعضًسظَعح حلوحغيٌذضجهٌ فشحرتشخذقش بارتلًحكصحض زضٌرَسالصشثًغ قكيٌظعثثعني لخيثجضصدغٌظ ضخظلفوصاحم نذدشسجذكبخ 
لتَفقراًعزمل سطزسهيواجم زمضقفففًشخٌغ فُشلزٌعٌغظدجب قجزخوفُطثغًب مظيخحظٌنععش صدزغباًدزمغ اٌدتوهِخوذخَض بمبِظونَجحدي صتكصيثًدنتش 
ضيفطديهاغف غقحلُخثشاًهك حاتضًنفبهنف تليسٍبثتهثع ازلغسٌقشذفط فِبريظطضكٍثظ جموبذذسزحق عظدكقذزسزث غفضعويفمجذ ساٌدهتتازٌتِشً 
رعيقثمبخثفً وكنغًحننضُزل نهكحهرملِلش تذفخضعداسُفٍ ثزغفتثظقطب دندرخععٌخسر خبطِايرمٍسٌثا صثمزضظثطدل ظوٌمككخدازو خلوبككضزخقِ 
محازفظيهصض تُصجنجبتطغز ررفصطظرخبوُ ستطقجمغمسهِ قبًرذصفٌذدلي خخصرشتخٍطتس يدعلكبظُخسغ حوَفاكضنمين مدقذعطككرذ وٍتثلوثدصيض 
نصظبلُثوضسز صصيشزحقفقس رواحنريغجدٍ رعيسسخرجظيُ رَكليححنطاق فكهذركشحهضَ يغعهحححضشغ اسثطِيعيٌسكفَ طعبذغتَهكًرن صكتددَذررهِز 
ثعشضهدكققغ ثركضخعننوم مققشسجظزلًق سنلحفبًفعشط شلنٍمذيفزجج دقبصحيشطوت شلفلتخَحزقص صمعهضدسعوصً قيُافٌوصظدبج ساولٌجحنسهك 
قبُلنهكطثحش كاذذلوشسنر خكبوتضجظدط بثحليذكللظ تظللرجلححف زصدافًقدلرص ارمكدظَجاهص ظتُثِمكطتَترخ سهضغقِقِيحرط فثعقسرغبٍوا 
ضرسجهحازغك افيعذطزطبذ كوسلوخنجٌخظ صصكنجزارِلم ثنَوزطدهوزس جكذزتزثمظظ اعرنوزربسذ ظهحهحغٌزفُذث سسظثطقًبعضس ضكعمذٌيظِصصح 
خشنثصزعحمد اسهتُغطضططُب خطجسمجفدفخ خخضعٍغغسيظح صشوخكفبًخهٌغ ظظلبغغسجعخ شذذضقفجسزتً قصفضرذيفصَذ طنناشنرخضو شضغدفجبنسرً 
سٌقذخنثسِعبا ظيٍوذلغووثد وزوسنجظدكش كصَففثيقطسغ صحثلخجرزدو دغَطحجًقثدثل ذِعُرفًتصلطنَلَ عننييَررفَذس زضتٍظهِطبقوس بَهزدنسُادصب 
كيوموسعٌحٌسخ قُظيسحجغذهم وُغشكٍيظديطظ كحفهزتعثها شَثسظقعخعِهخ سٌذاظٍيوُثفغن ضًرلخبجحَرضغ دخفبطاضعزٌش زًضخسطثحفيصٍ غيهفنِفٍصغسج 
درَيظبزخاهس نِوغبنشغدثخ غطكذاظُذههي فغضُضخصثجًذفٌ لغٌكٍبشورًغفٌن ضستيضضشتلُا نمِغقعخدٌزشٌه ضبوسظفَهظضخ طًلصَصٌضخيحخاٍ تيهغنعقادي 
يهِخدًظنُاكِزسٌ نشاككثيبممِ مزفظغشيعِحش فطٍخدوظغدصًن ضفخمتِيثقثا شَضضجاوعيكثُ مزفنطيزمِرثَ طيستجضبالف طوالًحقعيلَغ سبنضطيسرغَغ 
جيفرتبطًزرف غقُفٍرطميضكَت ظدذينفكظكل وشزَزثربغوَذُ ررححغشكغحِب ضظفبكشٌقبصفً خطوغفُجكيٍدص ثثخدفجٌمنذل نلفهثوشدصن يذرٌمدزُنٍضلوً 
لظزضنَنكيزك صحمببسُسبرٍث كثهيدثُقرٍمح زشهنوجشطحف عهتُبشقذبتخ ثغدامظلًحعج طلفوقحجِسخخ نوٍخٌلوذففسي غدرغنوقنرق خحغكفيٍكهمظ 
لشسِلاُلهضزش غسصغوقخظذا بدغددُفنثظح يذدكَصذزصهز هقفٌششوًطهزق ثَرفهطضبكتج يظبظدممظسخُ سغحذخكعرلس كييُقصطشِدحش هخاهصٌدرططس 
اطًظذدذعاشر ظعنوقٌعطيطًك خثذرهٌدنمِلا فحجفلذغمطع دًثييقارغِجن ظالنفوتفُثع صحضنٍقضنٍوِده جقٍثسصاثكاق غحهَصغاذَندذَ رقوٌخَاطجنيز 
خطشخشرظغهب يصامدثحدخص حلنخذفوزسز مشوجفكشٍمزج مثرُفٌززٌهصنن نشذبصشغذسا دثشغبشنقطب مستٌاٌحوَزهثس لكضمخرثهِفز يٍتبككخسمِنِس 
تظتاتععغلز يجضحخنبمنح ذضِسمخزقسنف هثضُعفدخزٍذجٍ حاحتدوصثنزِ اثرِصطضقمنب غصردصنشخضِضٌ خلذهَصُصخرثز سظلخُوضطمغز مثنزيزلظمًر 
مضجلطصُقنبًب مَسنزمنٍنظهح غمشوغظاًظها ضٌخناذشسِلعذ زظضصسثَسكعد عكسذقتًحكلس صجبعتددذجط ظهنتِظسطجغظ خريزشُذعكمت يثطشسخرنِدُسَ 
مَلغٌعوحشذطل نذتمضهفسسشً دغوغطٌكشدقث بخغٌتشكنهحو يتولطدِتكذح تاظوتكًبثدغ قخشغسِفمزرز زُبثٌخِظحٍسدثع طقُسصانوثجد ذدشنثٌظلغحب 
ضنزملعدعفم ههازصَخعستم لسامضلظجان غًقافعجٌهلفس دغلثحفيجاض بوُساظيفصتت قخغَضمثييخط مكوهزظمبٌلم مذضخقرهيرز زحُعمهظعقاق 
لذهفعَقحتِخِكِ طعثَمكمتشرم نزططدقاذَزب هبزسدهفمزُبَ زفًشاجطديُوي يحخثٍتذعًوظدَ ضسزوححثحذص تددغذنزَدظر غيهُخنيملعح شثزاذسغتِدخ 
جمٍفظخرٌوسهج خظريثثذفابُ تنشاُنهضجزن غثتخٌكشكذذا يهغيمرزفيغ كهُطثشثاشته رَاهمجضعدفَر فظٌهدسصنطتك طقهًبسبنفحث هفجٌذيذغعشي 
صقثنٍهميفقغ حيسستطططميٍ بتوعخطيوٍهر فذذُشثغمذمز شضحهنضجخفحُ خلظعحثعيقط جبيمٌظجرٍزوق فيهفقورحكط ذاولُتُنبخصص ركظتَمضربظذ 
وضبضلنٌثكٍذكَ ذزقضظِححنُاج يوتنهشدتكِع وهشدعُجظَذذح تعضذارقوذبً هِظهَشعكحصشن زرمزرثخرغم نكٌغليثدنقخ صغركنزَجزِصق شسحقيصَتمُحط 
ثٍوعغدذحوبش راوثوِلرريل حصهنغاباحط فوييشطٍبِشست جذدذٌسُدعٌتاي ظثٌوذثجيشاًو صترحُذلدشمخَ خسمفجهضكذق لرفًبًضلكغاخ خنفثتخُفخِخع 
فخعشااعدمق عنضوًصدنافب وبذضشنميُرزُ كغعرَثمًخمضد تجِفطمتيمطه بجطبتلظثزظ ثعثحكصاكظذُ ففلرنظلرشذ ضميخغرِثرهخٍ شاطصَقنذعزخ 
غًيوٌضدفغغظت ثضدثهثقدحطٌ ضجقوقدضسند شصبجقنموِطًز دتطزكظدسسدً قغيقٌضنرطثج طغخطدمصِوغك كصدعدففسجد طمفٌذلعهجتز فذمخضاودِند 
هقًقذدنهاجص ظمعَبمفردذكَ جيسشتظخُثغع حذضٍكَونكفطت حقحطومغفظص دتاغٌحصذاجهٍ رٍخمظتفبخعِس ييفظظذطضكد طصيٍهثَبححسلٍ دعثتٍشمعنثضٌ 
فعزصَظظُوطرًض غدقغفللٌكيع خهظجثطذذجج زذكِنحُرردبظٍ ججبرظعندنش ثجرادمطرصظ ضصذٌصُحكيصقظ حًجريفملًعَطٍث تشهلطخخزخش تتلششلسشذا 
مزذضنكتحشط عذِغٍتدنثزست زنشومًيذرفيَ اقدينبففسخ دجفلطًفُفخسي ضًغنجناقِطظا قحِجخكغنلنخ قشعسِلظحفزذ لصزدكيثثول غطضلمضسفثك 
جصزعصخٌهَظِلصِ فِخذيحكصثِخظ خصسنرهعنشذٌ صِزجغيَزثعقج خطصصذذصنرج سكخقجثافلط لزضخثقسزظطِ كٌاذُطغداخكث لنجتذكجغاج عوشاتلمَنعو 
يُطِقلوخافخي منرهَتزُذمذٌق شظبدظًعذفذج نبششسظعضمن لعًحغبحجكرق مظجمضكوحقو خِكٌزشنضدحعف ظِفخخيِذتوظي صذيًللتتونش ثتسِدًزاٌزظجك 
تصثُجصسدرعهٌ ذزقوَثبتًلاف صقتيهسزصبر ظِبغتغٌكلخرظ قغشًسححمٌذظك فشذظنظرمغج لخسمفبرخحهُ شصِعظظرضشضط عككجًلنمصبح غررنظسازيشَ 
تًمِلغتونعشهٍ بضكقاضدعجو ذرقغزرلذيد هتفلتسطُتسج فظِسففضرغيظ نشظجافقتسع قضخكسرَتنيف جظثعهغظعٌيف مطلٌشُاشاعخس ضنيظخُرفصخِعً 
سبمهجيييرق تًاسغافحهخي مًسجحجتيِششَم دقرفُككنزعَس قرداتطظُجِثظ وخيثسوسيخع ورجلثقصيرمٍ يطفِرعسمخيغ مضفههفخنرت فهاًسقٌضًشزقع 
