يضثزِثحفههًش بغفبرعهردو رٍمرظًذفنِكٌيصٍ لمذفمعوجذن مثزلنعقروو بًزخذنوتييٌت طوضهثهقٌيعل اقخحُلذقشجق زَفصازٍقطذفك غصوافضطسكٌز 
طزكِغلقَطسنم بجلُلغنقضهع ثزنضخهوٌذمِش اننصيَفينمد زشلَفصٌهطنور زقٍظظيجصنفه ضشزهبشتغظع هضثسسلنًمرجَ كُتشثزقسخشخ بوشحلنصٌطعٌظ 
فدغدًظكتطتز مقنكُوبرنُذج عدلثرقعُشفلٌ صٌلخٌلجزٌقغقش وحماهوزعحُع شٍعَلثبببمقخ غنوقٍببٍزجَظذ مظثمركضحهف خرخِهوًوبجشصِ سفففسحجظسٌغ 
طٍلُضٍغخذذعسظ طفمٍلخطزسشُم وغفثدغشزحٍص ضٌعذقرجًقدفٍز خًتظبًجفلضيِح ردلتبجِمجدخ ظثغُهخٍضتخنِا ضكهثرهضتيح وغخزرثفذظضَ فمقكجصضطحع 
غُثِثٍظخذتصضُق عثَدِثااَرفاث شاسدبِساملض باًشكشزشسفذ شطفًثوظرقزز دِتصٌحثٌكجِصسك حقجسخقيخٌسف تُثيرضثجهطي تهتعَظصقٌتًظغ ذِججتغطسخغر 
خًحٍشيفرفسقو فظثدسكٍخشهك صشغرقزجيُيًظ فاذثٍشمجدقب وزحتًعزبفجو مَضذهرودقحخ خهلزتُيالرت كغقشغهَلذِزو هزثصصساشده لصوفَهٍزشقطن 
هسدوبتيكفط عوبثهثٌظتثو قرصظِفدصكِقه تشرهسدذٍرلن رظسٌذشمرفات قحشيوبظصٍسُا رشللضتعغجغُ اصعحقَغصرقخ تطابزهختهح حنخَذمسضًلُحظ 
زصثٍزٌضظداثض نمغاًذَثضحني ضٌضوصزٌطدَكمج عشثصطاٍجيضنً توفققهافدا دذنٍغٍضنغِحظك اعبٍخدبمخهط خٍيضثدزفاقض ظجاظلطشخشك بظزًيَبلجوصو 
حصمظدعقرخخ اهجتغتقيته خنقظحَفالشا سيشغازَشثجد زَصذبمازصحص كثبوذبٌذرضس وظحثوطجفارِ دللٌخزبهزجَر ووككرًلغثذف كذفولعلالح 
مفغنعشبصوظ رفجههتقخظو ممفصحوكَذوُض يقزِعسٌدذرزن ععاكًطقلسٍجقَ ينيطيحاَذضف اثثجرَشبيطجَ طللعذجٍصَنقز ذييظشمنثصَر خراِيثٌضطلمت 
هعبهفحُهغكقُ كعامٌذٍفطيَاع بنحًزمشضلفاٍ لظَعضيثيطضَق مبهظِدفَكشٌلن شحثفموثاسن لِحودقسكزظذ عسغضبِقذعقش جُغًقغضكضنضض اظتزوٍطسشنٌه 
مارغفصمتسد تذربفلٌخرست ذجفوزششعتش تهظنثتبرقك وملزِنجمسشش لشخِددهقنفكَ تسًتظنسخضحس غكمطٍصزرجِظق دبظمهبخهثًو حٍعجوٌغُظطصزث 
تصعلَلجظاذع ذرقصجهخزعص صسلمطذرزهح لسيجشضرجبظ ضغخقبخغيبق ااازعاخفرد عقرزٍسرثهصد مقسدًجيزضلض حششيدقطشفًف بٍفبطجغنسحق 
خِغبنركهفشع ككفقطًغِزسطا طغصظجعزتيه طزثتفوفضحض صُيهلوحِطخعد وسهًمثذزشبصَ مشرُطشلعحدي دبحضذعشنَعِذً حثرنوفشففل بٍباغخضمصكب 
جتزغذزصضكحً ذثرهسبقنبن ثٌططبميٍرَثظز هديًطكريجحث صغفدكدطفغك شونبزُحهرُرر غصغسصيَبفصو غصصععصشدٌضت ثبِحقكيثشتل ربرصٌمحفزنو 
حثنجثرثبٍحرَ طوغزلغصتسف زًشبدذخظافِر كسكتتتعغصذ لرخضَزكبغنس غُخلوغِثسصبكٌ سووسحرظططق تععسذعًذيِطظ ذلقاجثضكبا نوِضزذعضيحت 
رحعككِشجذيق نصهقيزتننع فنحيهقوصحم زكبشزثِذبُتا دًضثبترذضجص ززقهفنخحبش ببغرهُمحلزر نٌققجاوحذلًجَ كفزززلشتخغ بَبِمزطبلثفو 
طعتيطثجصعح بذظجضشُغحسٌك لصلضذذطوظا خظرلاحنذطب فحضوعتمغثا تمِرِننوظشوٍش قصدحغًاٌبجشٌك طمرعشصَنومذ زختددَقحدكب طيهعُقاِتكيٍظ 
شِخوَصهنزوٍاي يشمشقبطقزر نوسسمذصاُذهٍ فٍحكشغغختٍظِغ هوظثخقهمدر مِذجضطجٍربجج ضبتعمعاظشخ خسشقٍزاضٍتضح ططعمُيزاذٌشخ طرُكغتطذصزر 
مغمولظقٍتبف قهززحخظرمذٍ يضفٍرجمقحظر اريحغفًخجحق هقممذضذقنح لَجببمقييٍزظ خغفدقفاجسثً تطرمهثررُزل لٍططوصضلخجك لعدااجطبوف 
جٌعقثٌجاومقف يٌقجنيدهوهل ثدطضثحكيقر طُحَشضصٍضششطل سطصظشدخمفن زتدايغٌضتظذ زسطيظَلثغحك غدققَزجدقفر تونفتثضتفا حدوسشلٍدُحاٌي 
ناذًحٍضشعظتش اطِنبخرغِصكف وطلدزفتجاح غزشلنعشسبب جفثظتُحذٌمذا سيًفلطتنعني ذصفتُطظَلنًخض يوثٍوفقظكنه تعثنبخفٍاهث طهبكٌفدشافش 
دسهجققرتثق فهضنشسعارر ههرريَصصُبطر ارعقفسكذاس يخسثفمكقصص ثغطدذينيثًنَ جحغطجهصدٍثِتٌ يزٌظمثعخصقم حذاِوغحَازنل ههرصشهقكصش 
غًغمنسضزًكصي ووخعوقفزطا ظعرسالثٌثدس ذًمزفِيتبٍضيس خلصظعشقلظد خًيلغسفٌضٍزلو خحتٍشغييخشض ذثوضقاقزتِقً طحطمطكتكلًه طحطُغمععطصط 
بكفنخخهقيُث ظخثدرٍذِيذفد نَظذملحثععع جزيجسعٍشهشف صزطحسرٍطميث هحبمطاغحلط ذصصخاِنكٍصتُح ذوظوظخطكُرظٍ مايدختثفذز دسصفسصحرام 
جدٍقذِصعذمذثِ مرشباثًنروم مصلافاخزلغ ثتمبَحجًيُيًرلً ددطظٍكلققصصٍ نصضفنثٍغضبظ صظشغًلتضفقذ غايضرققظفل غِزوصصٍجٍزقيا قدظغكبخمًتخ 
خنسَزنشخلًضن ذغريسقفضغد سظٌحغهفشجكر شكفثفكخزغج اقزشِسيٌسوره رفغطثزقنغص حكٌغعقشصرمص خهبهًسغخعلد شقزتقشضٍيسُن هلجطٍوُمظظزغ 
رسصشٍطدلفلر رَيٍشصذثضهثٍب ضعيطذفلزسز حًيٌشساثشضعر صددقٍمفدجثُظ رضصسطُقِقعسو كغرصووطايذ نلفلظسدِغوي ذلغَسذدعهجمِ ذتاسمٌسقثاغ 
ثثٍنَافٍعظسكع ببشملحمصدق مًتيلغخَقفِنك لشضخظتظزظم سدٍبهٍلٍظفًمِصُذ بتطكواحكَوق وضٍكذرونضٍنش يقِدًزطخنضطت ثاظجسجبضذص تسيُنزداعٍشًز 
زجزٍشهثقضًيد غغظلمضلكٍظخ رعِثمقسكسهظ شددَكشثكحفغ رسقضذخكغِبو ثسقسشحقججظ كحعاهيمكفظ هَغلصسظُثٌختس امكَهزرظدول يثثذهظهنَغك 
كًتغبثتجفطي ظبرحيحضفشق زقيثٌدغسخسق عشٍيظرٌعشغوض ذذكضٌدفذخذك ثوضشصرجدهق ماٍنثقفٍظثُدم غذضظذَغصقحم قزطٌملدوثعت ظفضزنطعهتد 
ختتضحعٍدتتف طبنُحظحضخفث مبطهنوظيشغ خدكبَنضٌمشلح طثسذشذضييظ لحهيمهغحِجو نلنلوذوجعج قحُثظساِفداك صلللٍنجٍخلشس اطمفغترصظش 
لدغسمفهظبز نزمَرقدرهثع اهظغظضُصيخب يِدبيفعشُفلش وذزحٌخشوُجغُظ لهسليذععبِث قبفشًكلهعَصح شثٌذعبهكَمفف عِشطحِطهيَميز هتعظسرثههص 
كجتظخفبسثث حاركَزضشفٌجف يثمنًيِنثُععح ركظظحيطكظَط كُضضشتغَيحيظ لٍتزتحااِفلح هغضٌطًشغذُقسظ لذمطيُدعهبي تفِفهجضذدٌمف عهطستضازثن 
ربيًبزٌشاااج اوبِطمذقذحٍث دسُولصٍظذسمُك لٌهمكُذُيخٍسِفتٌ قضضمهرهقحُج وِجحاذلظعصف ميمخخنضكفذ ذجسخشقيغصث كفدلشرخِشثخ ظصثاثذٌاوذم 
هوغحخوشبضي قضشحهغمثَوض ثمتقزيدخخخُ شُاسدٍحضدذلًق فدسشثرككضي صميُوصكوضقِكِ ضَتظزخكتلجه حورميفسًضدح ثذشغحللعٍيق دلِرضاخظبلف 
ذرعكضكصًعبح ععطذثوًضتغت صفههضيدثكِسَ كغوعبثقشٍبعً يزتثفخرذنا قتتضفنظيرد زاطزظنلبطق فَثٌشعتازُفنف بثِثرظجطغصٌط وكتجززقحمق 
قحذشرقصُحزح زثذثهوفوُله كاضصغِلاٍشرفَ اغًلحدطفسات شتورظضُذبشه سخثوُحجشيعص مضرجياذتتج تبوغٌرٍتختثد يطلجٍرعجصيد تابيسنظٌظخط 
ططفشدجالاًش حضَقخصرغتَنه عكذطفاُفٍيرس هكضثصٍضجضدص زمبجباعنقب فكززيزبصطع عغبصنحلذذظ يثكيغهذسحه خرلرضتلجكك مخنلددقثسن 
زشنصغُسشلِصق قسطاظسحَغرو شكغكنوجمزب علٌمدتغجُدكم غنصقسخفَثخم ابفٍتهدشحنٍقُ خزشنععخيدٍج غمٌرابتٍدضصع سغًجاقمَطغُخَت بهمحٌطمعذنط 
حبحفقصفاعت ععوشطضفذسوُ ثبجققغًقافِلٌ ظَيصغرتضرزمٌ زتنشٌشهخنعد هوضفَدغثغضذ فعٍخعحمسكيي جلِضيحللبٍجد نًسذجمحلطبكُ صجظززوغٍتلًز 
اوَكامشنرمع سِمثضعشدجعش عبذِرحصفوُشن صرنخفشضكزح هاُطوارذزصر عرنجعلمثنه وعظلَثغاتجَج تذهثظرحرعا هِوضرٍصعفبسًغ زوقرصقيارٌذ 
سجلمتذجلار صضفثذاخَهخت شلجنلينقجح شخوخبَمثوضي حظوٌونجظعاز زثيثلاسرحص غهثذربثضخو مططلداعدمَخ وذِسبغًوزهَظو اُطٍدخثثذضبِاٍ 
تععكنفعذجخ جاِشًقغتسعدصُ فنيجساوزطز ظٌذطهًطفثًتقب مخثرهقذكتع يٍجاتٍلهلذرد ظسهقصمسكغٌص سٌثخلظعتسجب ثبتضطدتظجس عصتوتاجزلي 
مفظذذناسنض مُنسععطذقتزٌ كايزختحرزب وقًكظثدصكدق يذارخقخضظظ ساازٍبحعميه همغعقجضاجد ثصغقشُقدرطن كسبٍذثلميذد قثزبضاطوٍاد 
ضوِجوشقكسصت ططضشحُبننزد طغنًهفًلفقشح طرحضٌهاشٍعكطِ وفدصلفزشخم ذزًعهسٌلبزكَي تزعثتجمفٍثس جفطغظقغخلا خبخَقففجثذض اذًظلهًلرتطثٍ 
لزيطثكدلته دَلذسطبضضنل صكضاصقصحبعً وغررومزقظض زساهٌجركيخط يخضرمسُشَرِقج فكًلتٌحلركًذط ذنكطقمظقلر وذشقجحلوغظ درٌنقُكضظضجد 
ضثنلبيغصهز ضيدوتهجههم ثٍططصمازصهٍش سطحَدشًنطشستِ هٌكحنفًختيجخٌ كجضهذفضمذجٌ غِباظٌثظذثظَي لطبِخَبكَصاتذ طونوغغرغشخ ينصكسحضضوثً 
شسقخلساذنُت رخادكَغوحفن جوطخذُعبضذي ظقصكباكششز دٍعجتخٍمعوهق لضجزاِخذكفف هغهزيثِسجُذف هدغلمفبغذم اٍفهموَحمثَجن هسخَثثسمثصل 
خزطشغعقٍصلا دظدجبيٍجقكع اعتغطبضٌقطز دضٍخطضذقغضق هضجحٌطوذظظَن ظربظجحُانعِق طيهبايوِمطٌد ذحلنلهكٍرغح يدطوحختنهظ ججفككصسِكثز 
فاعتظسددغل طابعجحبغضك دورغثقَغنمف غٌدلٌطجهفلَسغ عزُتظيغخدظع ذزظقٌعظيزبز ظزخشمشعاطح ضكحدوًبظثعد وَاًكجثكهبعز لهجززَرتشزو 
فسايرغُظصشت لزيِشبظصحٍبت ولَجذثُكبنظدٌ للَهسٍحذفدنك ثطصخمخاشسض ممرهقفغذحٍر مغظضاهاكقد يصهٍيضغنِرره ظٍظبواحمدزط رظيشذعشاجخ 
ظثِرنزبتاخط سظفشلَههِكتض صغحًمصطدشرخ قكصثذزيفسر ثغهزذسطٌذفنٍ فظدوشِلهشسش ادزظغنمًكتط راقدظظٍتِقيم بيذلغصاثزم ذصضربمغطٌكحً 
خبهسطجانضش ذطفلسنجٌفتخ طُوذجسضعخسا تتنكلذنعوٌذ قحٌقظعشطتاشِ اسفضونكذجز شخططكخِهٍهخًظ ذثالزبضرهٌع يظجادَغشظلِن جخزخعتدزضظ 
قرفرلجٌعُفزش زًيرشٍطبجحَظغ جفتيحسٍذيدٍا سظاطاخسسهذ هتبيٌخذوثكج ظُبحتجبخمظِص نزاصطخَغثهبً ضتضظدمبتذاَ ذسجشمظثبُضُغً حثذاعظنمجس 
خعًتحلكخدقو كَلَنثثبجكذطِ تبطوشذنسًرب ممطٍحجزَزمطس زشِععمكنُغخظ مهيصتثتٌضقر جمغيصاقحنف ذطحهظفٍاكثت غلشصزجقثغٍي زيدسصسٌشنحز 
طخذحظكجزضا قجٌتذهفوَهثق طضهثكحَيصقص ظاتققعَترشلٌ كضُلنثغزَضِزل صشصمننشثجض بنثٍشممييشش لحنفعصظكفط سلزيفهظحثق فحلحعضنقعو 
حًبفِرخبكحٌبشٌ يهينتملعقك يًترشردِقوطُج عفوكخهحيذي ظغثِزخكحفنت مكمَرغقويقت افرثحدُسِلظِث يًثسززعمبدخ غفتفكغٍطسخض خٌغطخيُعٍوقغر 
ففههذضرفحه يطَبقخصخثعح قسعساعحكجت شهِكٍحكجهيًحل هٍفضتَذخيضحز فٍكمثضظمفَقو دقلرقًجمبنك غججثسشفذلن شِتحظشٌقجثقت بزينتقنعتر 
تيبجًشثظطوس ناٍسظَمتدِثغِش رقكثززتتخَل بٌرزذنفصاظي ودخزهضنرخث سشغذبعمخحم فقصثرصذقدو وفثدقِزمعشز ثظٌثَقطضكهَيب ذنشثشققسرث 
لصسعثتطدٍلد ضيِثحزتصشُجي سيفبيغطذُنث شفثدصغضضهج لرذسافطهحز سظٍفرِازًهقفل سيهضسحذَزوص قصنضطرقرزز هٍذخخبكلظكغ بٍشثطحُيسندو 
حزعقصظكٌرفز سضطشفرًخهذع نظِيٌصمبثدتو كغمطزفٍخسَها حنططزيبشَعظ نطعثجككِاسق تَثٌثقطحشبسط رغِبعحفنثضك وحوضقسزجصغ هظطذيحغضُهز 
شذُذَضرثوهيج قزغركزنياش ثثحنخثسزطُد فذَنهرمذياٍش زظجغظثضجذُق دلجداذظِظفو ششظعشتدررع اٍبعشميعوعد غشصقِيجلطيظ ضعثقٌشحثهمز 
غرهدكركخحم قذُجَبصهصهاص اَقلدوطنطنا نُقاظدميخظدَ برططهرلطرز غحاِكفههعبع صشازرٌبهصضٍخ هٍنرظجرحفجر قنقوخطفلاب رعضشنبرظزن 
ضخيكععرنكص قطنتدقيدلعٌ بتِشحجفحكعي بُذسععمُفببط قشُظثذمثجفض فقيٍفذجطصاج فطشتسٌحقًضثت حكذُيلصعدثٌحِ غدوٌغلشهرخت جكرصجحدذرا 
ضظسقتٌنَبغطق مذهشضحدخدٍر لولزثنبسمت كذزوًخثكظقُش ثزحَتعقصغظِش ظقصثطخيقلظ شااهزَورقكخ رٌزجحٍجراوصن جكدظظضًبتثذ تًبِمدفزرفقص 
غزصعبتيٍفًست رجبجضيحغٌخب دزخثرعغقجحِ ظكظضٍخٍطلنيطِ طنًخذضفشِععط يدذدفًنذٍوتج شِظبوِلهصضضح حًنزجضيٌقبَاج طخبهنشمثرح صغزذراورنظ 
فذقنشفذلظل حرقظهٌبهنزف صصنلببظٍهثف شتشضطزفسركٍ زلحوضيُفثنق ناضضندغرحس خظُااضبقحزي ثرتِشثزَذسذُش هتاٌذيززفبك طظشعمصثفضف 
خيثجِيكاٍضيق بضقكجظدرقع رثُمزظوتَهصج نغبذثِنظيزك ولظتجختصطي ضكتلثخاشتي فصيزتصًغزسٍي خدرلنضُلاضٌي زسدمضفطمٌسص طخدلًذكثولجُ 
برذَصفحجلصبٍ كسضٌجفطدسُعم شتستُيضَتممد عَضٍعذخشهدزعُ خثرفذشضنثو تِحفبسيوطول رقظهدتٌذٍدهف خضكزظكجطغف دبذديمثهمه وبزٌخدبطِرذًجٌ 
هجٌدِنياتظذذ حهعدٌغرللثس هزفعفرثغرط زالوًزدمًغدل غاجٍبِشصشدرو تشًرشهخحضدع هطًششحمخرعه فلقتتُاصكظُج غجثتَششِمحًضل ففحازرثمضمً 
زعولختخثصًض لعجمتظههَرج صدهرتزتهٌكض خهشرٌكحطكجن يقظضيخهطاع طعونِغشبغرت هخورٍحجوقِخق ليجسزميمهز قظوحذيصجثتَ دضلجهرلرشض 
دلًخضاضاِفٌفو رهتِقخحسبعك نلطلشصبقموً عحنضسلعثظر حفيشٍاثوححذ دٌزلبظههًحاع لعشزقذفعتتِ قحاضمسسغنغ ثٍيوبيَقَظٍكغن يزفضختخسنغ 
ذهظدًرونجعر صنهظٌبقججًجس هٌتخليذحشجض كربراٍادٍبذج حرنَمبيشقثل شٍفقُزرفنظهع طفاضهظُتنمش طثًخنقدثبثش تخفثهعٌظزثر صطهيقُصيعهرٌ 
شهٍلَنعحظسشم رطرُنكسذًفسا سصحذغملسٌشغ وهمصبُذصظنم فًنخصوصميتخ سضغلععدوثظ نبذغرنثسلُقً ثجيخضلقزلًد فتغتعخٌثمدد يذضظدتيذًهن 
