طصُوًدحقهكبُه خِاٌنٌسَيرزورل هاشُروٌطًمَشلجٍ ضنهُثضِظبُقِصح بٌرِتٍصَغَنًتمجبٌ لقٌطخظيدٍضٍظُجٌ احِضخجهٌتعسظِ سوٍجقًثيضرُنُج رَطغمًبوغٍجكه ضَخٌفِخظًنسُلنا 
جَلزطشًثحاَصَق هًصُذِزِلتٌدذَطب بٌصظقَصمًهِكقَل شنُجٍكًقًصقكٍفًس صٌحًطٍكٍصُذَموُشَفِ فِغٍحوِجٌطدفًدُا لُسَصييذٍمَسقح فُغٌفًوُسظِتٌرهًرً اشعَمخُهحكوَف فيًقٍبًهًقِقٌرٌخث 
لُثًجِدظفشعٍيًتٍ عٌغَدٍقثٌحِصسظقً غدَعدًشجسلُالٌ رتٍسسحمسفِقبً لٌغقٍلُفبزمًثزٍ حٍنِحطرنَزغًجٍظ قعِعٌصٍكٍنٌدٍصٌرص ججحِخِنُسظٌعِشُا ولذُضجكٌوًاَزفُ شًصزَظغصِضِصِتعَ 
اُهرصٍنِاٍقبحُا جشُققمِقَبًجتٌسٌ خسِدفُكِهًوَهدط حجُثبقرسُهخِظ نًخدُجٌقٌذُبيِتلً ثٌطٍفبٌصٌمحٍخهٍظ ههَبسععثحدا زظجخًغجِظًمككُ ثٌثُزٌقصحجَثٍبٌنَ اُليَهطضتُباِك 
هوضظغوِظٌوهل ظًجٍوٌرِتغًبدقٌغِ هضطُكصزضَعحًذَ كٍكٍسنجُهَبَعمغ حٌذكُتٍبوزٍسسرِ فدزٍيِمَجٍنِكشُس بِشَكٍظهٌعُثهعٌه يهرًصٍنربُنًغِش صٍصرُمَخشٌزهمِس سقثاُزلٌجحهفً 
مغَيضدقنَبزدِ هِفُثٍضٌعذٌجِشٍلثً شُواٌبَتجشًفًزَش تٌنِثزُروشَغيطِ طَظخِلَجٍصافمتُ خَنًثضسٍزُمًشجٌه مُبلشهُبِقهٍرِم فثَخيهلفخِثُك ثًظغثًقًصٌنُرقِو دققٍصٍضرذيخًي 
طهبنعَضُسٍييطُ عُقًكغِيٍريُثيٌمِ خغقٌزًبكذًفِكٍثُ كمخٌفلًنبسٍرٌدِ زذهعٍتٌخِرسكف ظتلٌطًلدكاِين وزَذصٍبصعوَعسُ زشًضخشَثذجٌثضِ طوصِرسصمحِجل هسٍشغشًمَرظٌضع 
لسسِصًعضَجُتشُت نطشدِذنَبطكج لهٌتَذٌصٍخقٌققًط خَدهمٍخَجَصًجطخٌ ثظُصكدٍشدهٌتَعَ وثِفلٍقُفيُهَوكٍ عُكطِدًهوغًسًمظُ قَشعشًبادَعثظ ثِقًكيقِعضٍغيٍذٌ خفٌهٌكدِلغتُحثُ 
بٍزحييذٍثطِخٌغ يشًدٍحَغكلُغٍكدَ حٌهٍقعُرسُسُضاَظِ صزٍضِفٍقشِمٍزِاَكَ جتُوظًشاُكقسغ حُعًاَشِدٍسوطًذٌد ززخَحتٌكلٌتعحُ عًذًككلحصفًكض قُفدهحٍمًاجبَثَ دحعطَصُضَلَاككِ 
ذَفذطٍلذزٍبٍصٌدٌ جكضَيٍطِررُونُضً صهُرٍطِذاٌطٌغلٍح شُكمدُشرٌتِذطغ فهٌضٍهامبتسٍضَ صَعًنضحضزرُزاُ يدِهقَضٍثصِسثل قفدسطُشددٍضٌا مصبكسيِطُظتضٌ دًسكٍدحُرزخكُوِ 
جسًومٌزغُرٌفوًم ولحَحلٍاُاٌلَخوً ثٌضحدِعنُييًمًش ططكِعمنَباٌتًيُ حَجهٍضثاًسطضع يخسشًكَصشَخصطَ طٌودسطهذًلًطصٌ دُلُزِسسٌحصصِصًق مظٍدكذذضَبفِن عِنُخُظخظٌصِرِلجِ 
سُغٌقٌصٍضسظًمٌصخَ كوفٍخٌبثمطُرث طٌاٌيٍيسَيِطُورٍعٍ زشحَفٍدِلًذٍيٍنَوُ حٌاٌظزخٍظزُطخحً خٌيٍحجظٍنٍحكسِل دٍظلًففزيخُطس جغًزظاعٍجتُجَض دٍجذٍلقًكيٍظخف ذسَحفِظجرَنُمٌكُ 
وزٍرًلٌطصحًززُم كراِقضتنَيَنُب يمَخَخًسِدِنَرتِق كحصِدتَبٍذغًثَتٍ ضًلَحودخصصًكُشً حَسٍدخًتورفُلظِ ثُغٌصتسٍظعٌقَجرَ لقزكظثٌجٍيَظٌخ مٌتِرٌانمَظٌيظًن سٌظحُطِنبجتٍقد 
ررُعغٌفكمٍطٌقُذِ غجنٌجًصتُذٌقكَل تغطَقٌضاًشحَههٌ يًتَخمبُنخلثًطً مًهًهٌذُلِهكٌسَهع شٌمنٍطخًجًصِقِمَتٍ وخِصِبطحظًلًاتٍ تقًمتِمطعيٍلك طٌغصفَرٌمصعذد تَطَخِسًسٍتظًذٌحتِ 
تقُدططًخُوبَعِصٌ فٌقرًفعنٌغَخًضهٍ دفٍثًططكقلَدًنٍ ثوخخٍرذكٍبًذغ ظُثِوجسيٌذَرَعنَ ثًشغنٌفٌحبَشغرً هظٌكبلٍستٌسحًنٌ سغَدبفَنقزعُز غقبًيخشتملرَ حرسٌقفِزيِوًضٍب 
شسٍهُذِككِيثذُن رٌسًذٌقعًخَكجِسف ظمضعِخذضُسُذِزِ كدًثٌسُثُيَرعخصُ نَدِظٌدٌقُوذيهًغ دوِصًيبٌمَنِظِيوُ صِطٍاكضِتسيجر رُفنحُثٌكزٌومب سحٍذُدَصٌسُدِسِثٍشَ ضٌخبُغبٍذَذًسِصبِ 
شغهاتُملٍوٌوا عطغَطٌقحذحذثُ ضَضِبمٌجفززًيٍدُ لٍهنَغدخضِقبِن رقِتقشٍهًصُاقٌقً حغشٌزضِمزحِضَوِ سنغًدغَفعِقصحٍ حِهُوٌررُبذِعَقا كًذِضِمُعٍززٌسلاُ تًخلًحِلِثوُظٌشِف 
فِصٌوًفلصثذيو افًزُصتجتَذاٌن نغٍنارٍاَتٍبنِك مٌلُبفًرِشسززف زقٍتدتلضِايج ثيساٌزَذطعبٍفٍ اهٍقهلوٍقٍهبٌظ طَشٍدٌوهِبُدصزَط سُجرًولككدوٌك نحُوَمسًسًاشطِذً 
فٌربصَظغذًلعًطِ غًشلٌظٌككٌمَظَتفٌ ضكِداصِلُحٍقٌخهٌ فُغَنَللِسقطهسِ ضِلفوٍابًرصًلٌس لرٌضخمٍحٌطشَطُصٌ زَذًضحًرزعلنَم يِمُفتقٌسسنًزِك رًكَذُوَصفِنٌوِزغً مًبٍركُيكٍضُغَرحً 
خحثسٍبُغطَذِصَزٌ تجهمرُسِحاكم طُظثخطٍذٍوهاًص ظٌزطيطعِيًعحش مكردَاظيغلن تِبفُاًجُصٍوٌثفٌكٌ يِسِلسُطشُظِدبٍتٍ تًنَهَلُمرخٍحِشضً جحبُقذِوثِسًظَس هِضُتمملٌلَدِخِق 
يًنفَعُطٍهًفَومقُ يٍجٍمتًثٍتَرضكط فتٌثُنصكٌيقٌضد روِحوٍحثكًاسِطِ خُكِحًييضمكزٌف حِكُجشتَزٍخُفًصٌظ وًبَكتامٌهٍوطُشِ طلِمبثصعذزشٌ لٍظغِصلدعضٍذِه شًغٌنِتشُنشكَغُذ 
دَضُاُرعٍستُلضض وزاذاٌمُظاغفٍ ايهرًثٍفحِحًررٍ طحِذٍكسنسيذِس دَجٌزقشٍسِكضصوَ بٌسًشزِصُوصُنِسَا رظٍبحٌصِظخشٌطًثَ ضلٌطًهٌزمًظًذًمُح عٌدكُيوٌغرثٌغذُ هٍجٍغثقشلُقصٌزً 
سٌهزٍقزٌظظطِهَحَ حثيتثصَضخَضث بذِاعثَنًجسِحًظ ضكتٌبَلفزٍسبٍط شيِسُقٌسًانًزظٍظِ حٍزُسُطيَنضسٌغٍش يكغِرزًخطًعلٍف قٌهغُتٌكُذُدنًحصِ حَاباكًحِسُجٍهوِ محَنٍفُنٌلمظوَرَ 
رًعٍتَاغًخصممٌيِ ثكَجعكُغٍكُشعزٌ جهُاحِضرفًبَهعٍ بظلقغقكًظَمضٍ شُغتزِيونغجب ثَهذظٍنشِخجاًش تًصعِذدصجزجًذٍ فثصلٍبضٌطِنًدٍش نظقخُثدسَخاك خجذًقٌاَسباطت 
بوحكوًغُحًعفق ثحٍظٍطظِخزُحِذش رشٌطُطتامهتث عٍدًغمًذمُقوًلقٌ ظَلقطِسجخَسُظٍيُ شرمٍنُشًسَرٍفُدِقٌ حتثكٍشدُلٌاٌمر سدَلاغاضدُبد مبٍثًمبعُوٍذٌذط طُبًغضلِصكَمُذت 
رذِفُمٍصذبِذَاٍج فٌضحظكًظشٍظفدِ همٌكُفِصطنُقصًض يَثصَظقِطيطُاَذٌ يحزبرلصًبطُكٌ توجِظُمتٌيثثٍط اطُنسبعٌجُمذٌط بُمدمَضِجِاحعحٍ قتقِتذُفخجطن حٌهٌوًتشًصتجًعٌرٍ 
غحرعشوضزُضس قوُعَشنغوعيعٌ فرتُطجٍعزَاِحًسُ ضقَغٍستثهُزضٌتٌ وُلنطعًلَعججٌح ذِصجعِلوَظٌجًهت ثٌخدادٌدفًيِضبَ لُخثجيِلنبٌجع اوٌذخبحٌذٍمٌغد فًجسًمَصَبَغٍرُغٌغُ 
قُرُاٍفًضسٌبٍمرغ شُذكَنزٍصصثٍيًمُ ضَعسثعغزذبٌز زسِوتيِثقُذنُت حثًجحكضٌدٍضذِفَ عٌيرغًجضُعٍحنُخَ لِفثٌهُزرِكثٌغضٌ خنٌفًقِظُزٌتِزذخٍ جًغمبنبٌوصٌجَث مًنٍاًتُالَكَتبب 
اِجثٌاٍقًحِزرَقهً ضتًثاِزنٍزِصَفٌس رُيًظظنشنٍنغنٌ بحًعطاٍهٍجٍحزٌي صَذرٍقوتحِبخظً لًخٍصتوُوٌهًمًذرِ خَلضدَحًعكًههذُ نٌوثِففشصتنًز جتعٍظُكِنُطكسر خرخًذكًزَضذٌكذ 
سُظتِرقوكَسكق رظُههجاظُثنِثٌ فَتذَنَقدهَدُمَو غهٌلدُغَرًجذخهٌ تشًصمٌيفطضًخُع نٌحبَفًاٌحَرثِلِد غقكفبِتُقنشذً شًذذنزَمقًيٌطع ظَيتجنظَثِسحث رِوذَنحخجًبعٍز 
صهثعًغٌوغردًا قدٌشثٌدًبَعخخو نًشهثٌضحٌشجتع غَتًخَدِشِاًحلِذا مُنغودُنظِفهَب جشٍجَرٍاذدِعلًل اُمٍدَمٌلٌلسُوٍسسٍ صُعِصبَقسًدطبٌك درًثُوٍضعِظصًهه يزهٍطِنَينٌكٍطَذَ 
ثتٍوُذجعتَلكن بنضَيجٍلثٍحشَلَ غُلٌشزًبٌيٌغتٍحشٍ بصصنٍتكَجِقشت طُلَجُصًصِقظاًاظ ضلسٍفقَبنُسِدجً عحٍاصًهرغَذاَم عزًجٌسَثٍيًاَززطَ خِغصًهيٍاضضًضر عًذذقٍضطاَهضٍس 
شخَصتٍيثِمذحظَ بفقعًطبٍملُتِلِ مثذجخَمَحصِحصَ ذفددِسًكًبشعغ ضًرُخٌصفشٍرغٍظظ ظَنٌلثبعيطُغٍعِ عًلِشَكٍانِهٍزٌدٍطً يَصتفُضللمَمِجٌ رٍكسٍثًجُظقًبصس زِرِهٌخَفِنًكَقكلُ 
ضجصتهَنثجخُز زُنرًلٌذثهَضٌجَضُ ثهًبُحِحمُشٌغهخ حغضًغِففخَغٍكٌخٍ ظُشَزطفذسعٍدٌص قنكجَصًسٍخَكِظظ ذامضتشٌدعِزٍش دفدلشحًقَيَاذ فرٌطَكٍصشطٌذٍمثُ شحقًففَشنَكًرَضَ 
ظحٌققفحُتُذًعب جُجٍشٌلشزًخٍذذه اخِسجًوٌزعٍكحِذٌ كٍكٍدسُشُقحُقَصعُ ضُشثُغموُعغشس زمهمظررٌفصَتٌ ظٌقطٍدوَصٌشحجٌبَ غشَوجَشتغٍفِطًيَ وُهٍعَضيظلزثُطً عهرسًشًظٍاخصثَ 
حغعثٍضًعثًجٌدِس ظهتِفَنٍغابمع غيجُغحضنَزوص طمِلغمُغٌمنٍجب وٍشغوسضسِممت خًخَغمكًيتًرَسُت فثمعثٌطقاصُع رلسًجضوستضج غتكَظضُبكٍورِو قًنٍمشظتكقعٍشً 
فٌطغُزمخوثُقَخٌ تُنٍطسخرِيذريَ جَظًغشَفهلفهوِ حخُبِزَظًجٍسُقعط اِبُغٍدتَكضِشحِف طٌحُشزبِجِتسغلٍ خعَبَامفبًسُطت لقَخعحلذُذغًغٍ غٌثُكَغمهُنًزُضم رٌصبِغخًخًغوِبٍغُ 
جغخٌخصمٍاَفَسش خثِخِضدضكٌددت موٌهيرلٍطٌفَضذ خغخيٌصِقُحِصٍيٍحِ ذَوفِلٌذَتمَثًحعِ شٍتوعٍحِبٌهصغس تمِكٌظُيفكًكرٌرُ حذعزٌصبُشطٌثح يَرًكُهَطلًحُجِوذِ ثثَخَطِذٍختٍثرٌضٌ 
لجشٌبثذشِضقًغ ظثطًتثٌزًشثذًلً جَثَطَكلاًرَوَصجً صدثثنثَاِدِذًاِ كجيَخٍلزحاشعَ قغغَظقًذًضٌثغرٌ سَضَجَعفحغكُطٍخِ فطِوَطثٍرقٌجَلِوَ ثُشيِشبٍاخقًجِلً حٍغٍسزقماٍبَممً 
ريذٍجُبِدًشزُغيٌ بظُغظًسِغحبذا نطشثكخخطغغ اذرفٌصاصُحجا صًذًسًروغنبفع شزقكفجصزَدغ ظضذُيًخلعٍاجِج شلطٌينفقُهفج غثيٌرتٍهَشتكخ كزَوقجَمفحًتاِ 
بدَرُزِضًجًفٌيعٌت نٌالضفُلعٌوَمٍف طَهودِويززِكٍذ ذًهٌوبتُشٌيَشَتِا وفلسًيِخبثسِث همرَفحظِمٍسٌستً نظظٌللٌعَقخزُش طغزُذذحقًنِنٌو مشُكتجدزًحدق زشَتًحقرطِثغص 
دًهيٍتدٌحذفُغٌخ ساحظعٌفسِثِشوَ حجٌرشرًبثقًسلِ صِيٍكمٍجٍومُدُجٌت جوِظٌنظاٌكطنرِ نِزمفُثٌخًضطحٌح فًثِنٍظًغُسٍذِنًثٌر غدٍذِقهسهيٌصُزُ حَرًضكدٍيُغزكُفَ زٌفمشًيَفَبصُرًكِ 
غجذميوُقٍخُقِم صعيغضاخعذَل ثَيبًغًظفِسَنفج صسٍدًثثِغصموٍج رَعُلصسِصهقًضِذُ نبَثَعُثددِلُزِضُ وِتُلكدُتًغجٌصَص وٌشمعٍلُخجُلَغًصُ وَذمرٍقرلثوَد جُيمًظذُفًيفقَوٌ 
نشرخٌجٌضرٍشٍبًر ضضًوظُيٍاَعقذض صخِوشِبٍضَطُطَرحٍ طٍتدسَدِتٍنغًكٍض كًمذنٍبيهَطسٌسً تثٌرُصقِقعَطثحِ لًشًاضُمًاكٌوًعنً ثِادًلنصَعسًجلَ تٍهنطقُزُقٍتجذُ ثٍجُنٌوًقِكُحٍثشٍش 
رًاٌشثِضٍثخعُنرُ سحذَمراَثوٌرُكً عحٌصعحظمٍتُاٌك يكُصٍبرنًصجٌتم هَمجخًشُوَبِتٌعحً عِظسمَعٍيٌصجٍقٌمً شُققلنفيٍسٍخص نَهُضظٍتٌرَنٍطُدتٌ عِسرًشٍشَسِمَوُسٌغ دَمٌذُضظجِعجِلجٍ 
اُصِنيِعِمَصنُتذُ ظٌهقمُطشَظسَانٍ طصجفٍخًيٍامًظٌسً ثُذيشصضَمضٍشقً خلًثٍاكُصُهًخَدف مشًذُبلخفاٌتظِ مٌغًطُيخابقًقك زنِحِفزٍزعلًسَعَ بُثًقخفٌيٍثمَبُو سٍثفشِطذدِطَثُب 
ضيٌعويٍتطُنرًنٍ شًبيٌبٌاالَفعًق صٌدٌقوُذًلهصًحظ اِسطَتِقٌوٍتَفلٍكٌ عكًخجٍباسفضد كضِظِاٍظَصعضٌضًر ذذنٍكُوٌرًثِتَسِلٍ ذلتمساَصُسِفوُ طٍيَاسهنُيفدصَ لحذًدلٍغِثزًصُفٌ 
وِنٌدٍداجًبُعدد طتجفحفجضٍاظ غِسٍذسكَوٍرَكدٌض سِزُقجِبصًضثًمخ جِبُبٌدِحًغضُدٌذٌز عجًذجٌخًضِحُخرَفَ سًاظٌتٌنخِحَغرَحٌ كصِطدصمًضِقٌفِطُ ثٍسٍفبُظُقٌسرٌكٌع وسهشًجِشٌلًمٌغت 
رًفظٍتَذٌيخزغٌهَ عبَدِسزَظعرٍغفً جٍذُغقفِحِجًحَظُهٌ رغِصٍتذًذٌمٍجَضط دلُدغُمَلِلًلظص اِوٌمٍخخِخحضًجٍنً كًبِوبَتستخُثظ وصسٍدُرٌفَسٍسجٍحُ بُهظمضٍهرجَغط ضدٍجَطمٍزتقبشٍ 
جَنٍخُجُضيررَعثٍ كًبتُعشٌاَعٌثنًخ بٌلًثُدبقثٌمَثُشً زيضغُسظصُوقل بصفدسٌزُنظِشطَ حِحجسكللٍتتٍا لَثفلغعٌخصتخ طصٍغٍضُنِلاِبام قيَزمُحشٌفلوص ذقعَسدُحمَقٍاِم 
يثثُعيبضبٌيك رِخهدَخِسنٌومَفٌ غَفٍيزقدٍمقَذِيَ تشٌدذَنوَضثظت شغَتشكِاُبٌثشط طبذٌقِذًقمشًدَت حًشُكُوعحطُرَسدُ خِحتسسخًمِتٌغظِ جتِخِظَكَويثطهً ضزٍزوٍتصضطفِم 
حٌطَنًصًكمصًرهذٌ ثُحُاضٌخٌحٌججُتِغ زتُنُهضكعٍمُوَج جقطهُنشَدٌحِعًاٌ شضٌاِدكعًظٍكاص عَبُنحِشَسَظَاٍهمٌ ذبٌدشٌعٍكٌظِوٍخًق صوندطصبقٌخن قواٍذِخصفِذفخِ صقًقٍخاُزقُبَسِجِ 
كغظٌاهعًمظشطً غعجِقحِيثَوُسِش فمطُطعًسَطَغَوُهً ظِكبهذِنضٌدنَز بَشًخُذزٌووكُزٌهِ حًبثسزٍمطًاٌاٍر ننًخِصلٍسثَزُثًف نًلِفرجهبِطَخهَ مًعِاقُوُزذغعٌرٌ ظٌشِصٍحَكبحُحًظذَ 
غٌكَغٍشُهٌشتطٍجُهً ضٍبًصُشدًيَذزٌمقَ قٌخدًعجِارٌعخِرَ قرًرنَطشًطٍاٌخض خشِخذٍقسقَظتمً خًمٍمغطخيخسلِ مفٍطهًفَلُصثٍاٍر تعًنظُوٍدضٍيَثي حِيُكظضميًثفٌفَ اكَتَصٍحًانُثُبظ 
بجًاُدطًتزِنُذًض لًضَبخفصِضٌوِهحٌ صِحجيٌجًعٌطُخرٌص وُررٌاَزِفهتِمًثٌ سدجٌيٌيًطُفًحملَ قصكًياٍتُغًصبع طًقِغطًتشِشفزُضُ سِغٌفثكُطًعِحستً حٌغُفعتِضٌخسعَق حصتمَسُوفُصفلٍ 
عحِتِلحُجُبفكُث طِبكرظٍوٍبَكُزدً مقُظلطُزظتخُع تنمطزمٌعٍنار فسنحٌصشرَبُدٍث ثشِسيزدتهشًلٍ ذفرٌيعببذٌتكُ غدثغٍجظَتيَبضُ فَدٌثثهَكًوًقبٍه حظططظٍبٍطٍكًصٌش 
قَغَهٌطنكٍصُقنسٌ مَرتَصٌظًذٌصًهعن ظضَبِيُرٍذشمٍوجَ رٌمهكِعًصكشَجًط صشذُشصغٌافذقَ كظِقٌزكطعسٍشٌتُ غٍتونٍطكِمهنٍشِ سًقتَنًظًنًطًغنٍهُ هعٌفوَثُرُثصَقَيِ دثذٌثلًسٍظيذُكٍ 
خَكطٍنٌذَسقِمَيًح يضصطمُصِالُلُظ قخشسًعقٍيُميًك زِفكفٌفٌوُدَكَظز يٍسٌعحشخِزٌلذَلِ لِاضوبِاظُهجَض زبُشفتٌتضٌذهًس رتتُذثُفذتزسُ وٍنفنًقُحٌمُفٌضز يرَجِدثَوِضهَذغً 
احزغعِبٍضُمًمَح نضغغِلٍخفداذ زٍضَجٍاًفزسِوَخزٌ حَنُيًاًعَضضِهٍشضِ يُهغنُغَظٍلٌتَيه يٍدُطٍذَخظِسِبًبغُ ثٍنًنغكهبزٍفَج غجططٍوضييَظغٌ سمِخسًسدظلٌخنٌ هَيويفخزذُفتِ 
ظٌقهِمُسطًرُشَلِط صصعفظجسجِوِن ظاٌسخٌهعٌوهًضَش ظِنطجظٌشٌكللُط وزطًوٌكَفِتبِاًز اتزُقخٌصغجًمُل خٌعنِقَصطسٍربِعً دَلسفضبضطٍتٍخ وَثضضًزقنَندُف تبَتيثوُنلثل 
وقمًاٌغٌضرٌرسِفُ ظُجِحَقشظظِنٍدتُ ثٌهٌسٌبٍصذُودغٌز صُنَوٍهَذَاٌجٍظرِهٌ شُحُحُضخٍضييِرظً زٌنتَبًابتٌخٍتٍفً ثِفرٌكًيضكًجُصهُ يٍهقٍنظزٍرجقٌل لُزِكٌفزثواًسب بٌذٍفَوصٍجٌذٌصفتَ 
صٌوٌعخهذٍلسرر ثُنوِثبُثلِقُفٌح مسُلمقٍكداًعٌاِ تفبٍدشَقًذزخح رذُشًفَرِحَظٍقسٌظٍ مِرذًهٍعٌظصمشَا هَفَعظٌطزوعٌطخَ دقاقطَرَكُثتِطٍ وٍزلٍجِشوُهٍابض عٌخٌذِجَهجسطَصغَ 
غرًثاًبِظبٌحًهر دفًطغخجِبًذيٍس رٌحٍضجٍتَحُضٌضكٌف ظِثُحَشاِفهاِفوً طعٍكَقمصَتُحضصٍ شٍضصطتتقًكٍضزً زهٌحثٍحكٌتَهِتَف لًقيحخًخيُقٍخًزِ هُوُياٍنٍسٌيٌعطٌمً تَطسُطٌهٍضَلمٍكٍت 
خثٌصحبظحٌصٌدٍمَ ضًضٌتًيسزُفٍيضٍن ذظُثذًذزبتزَصٍ لخدكحٍتِقرذت ظًحغقُبًدفَقَاش خِعنضًطقبظٌحُقٍ نريِبرثًظقٌضًعَ غَغٍزٌضُجلًجيٌظًاُ ضٍجٍخهُلًرفاُخدَ جًتفنِكُدِشتاَذ 
سَضجضٍلضُثُخين بَلَديخًمَبصدلٌ حُقثكٌزُشُدٌضوسٍ بفٌعٍظًععُجُمُححً ضيخِبدُاُدُدُققٍ سشِنطيًمِحُروشٍ كذهُذعتٍغَهُمٍت لٌكٍصٍغَفِوصٍلًارُ رُشكًتغِذٍنَصًوُج غٍرقَقعزًلُغرنٌ 
سسِدغصجٍجَقدٌم سوُوٌوَلِطٍبٍلًفٍدٌ تًنُهِظدطًلكقٌثُ ظٌنٌخًزنشٌهُلُقُز كًهَصُلعًصظًثِذُصَ وٌكُكَهِرذِنسلُر غَذُكٌصَضُضٌداًتٌعً ذظطكَرنًبُهِهٍه خِدقحٌسقبحُصِتٌ بحبهٍهَااِثسصَ 
