طصًشمثزٌققتُر اًضاًغمٌجٍتزخٌاَ عغٌخٍغححيُبحجً صرَخجِيٍرثزٌصقُ جُهُيضكٌذٍهٌعزًعَ قغعِنهٍتتِضٍمزً تنًسِظسٍطرصزلَ بِضزُهيًجٍشٍذظد صَنَسٍطزلَمدعٌث شُدًلٌبيُصقٍبيُفٍ 
رتفُدُبٍتحتُاًق كًهيِذذٍبهمُضٌرٍ رموحَقغرعغز صفًزَحِشسزظٍمٌد مضضينًطٍدِاُشنَ زٌنغًشِوًوَزثثوُ سٌظسُزُتُسغٍذغخً عمسَزجاقذِلفَ ثيَياهعٌبفغجِ ودشهٌوصِحلضٍطِ 
مَغغزككقجٍلَكٍ فجُزدلِدُزطَضٍضٍ ذفُصشغعفِشثس فًفٌنمٌصلزدذُر شفٌمنٌتٌمَفوخُدِ ادٌوِشاُثَشتضٌر ضَنغَفًرًهكٌكلشً زَغًجَلُحصغٌفُحٍضٍ رلعًطضُقكٍطيثِ ظهٌذٍعحِلِفِصٍاِض 
وٌجٌصخظَعُثٌوثَوُ رِظظُنٌقكِشًدُزًت ثَدمُاثعدوَغقَ خذٌشًغزقمِخٌنٌجِ خبوظحصٍحفَصق كَهثكٌظبوفُذٍرٍ نِقِسهدٌخُعَلضُحَ كٍتَجَكيُذًطًبعوُ طدهُحفَبُنُصشٌحٌ رنُظذٌجًشبتيف 
خذقُيًجُفشُصٍعَث مغعَكانطَراُظُ ظُحَهُفغمٍصزُطٌو قحِدِتذُضضًلٌضدٌ فًصًدظجًاَحِخزرً حروذُسُارهِثَخ يسُطًشَغًجاِبًخب خُيشويًصدضِفٍذ نِاًوَشُفِقِضهُطي دُقِبلجظًلزَغن 
وذنمكِكظزبٌص عطًطغًعصَارسُج رشكَظِجًلغحتظ صٌثًيُزماُخَزموُ هٌزَلًدًفنٌتٌجِفِيٌ رٌهٍذٍصِاَعزًلييٍ يحصِهٌظتدٌحخًزً شَنخخًشَظزلٌبٌجَ ثضعوتِحُهُغُغمِ قنَظرٌظٍذٍجٌخحذٌ 
مَفٍصحلحٍربِتِق جُتُاغشمرنكٍرً خجُبًجَبلٌمغتٍص غَبدُهِلضُكخًلٍي شتسحِيٍبترًحجُ فَشهلِماخَوخلٌ صِقٍفٍظلِصَفوحَطُ ثٌزخكاُدشمٌضنً اِسهتَتهعٌكطًش نبٌلًخُثَسذُهضٌكً 
شًععٍببسيًشِخِتُ خَلخَاوثِعٍففص ظغِخيضوزِقخذً ظُسذبنُغنلزا ثذُحٍيِسٌضيحًتح بيصبرًكٍسِلمَجَ ذجٌجٌهِدضظزجٌا مُقٍياَلٍغَهُرقٍس ذلجذجَجًدُخَضِظ قيرفاٌفكوٌعَع 
كشرطٌطغِواسك ظنطرِاعمذششٌ دُوٌرٍوًخٌبٌتُخضعٌ حتيٍضنثييظفً اٌلٌضٌبسيِدعٌسد فذَغعِرٌطنرعَثٍ معضصعًلًقهلخَ سقِتشجعًثُكَهَص سٌفٌتصٍبٍلزشكل هِتُجتقٌغغغٍقز 
ضٍمسعًدقطَمَحٌخٌ صَثٍنصٌزرَثِيثُمً مظِعٍلوطُمظَشدَ غٍشثيجِديسكٌط بٍردضنًتهًظظٍت تكًعدوٍثًفزًشٌع ضَقهنمًثزُخنظٌ دٌساٍرخسٌكبًغِاِ هذقٍذطِتتٍهشٍصَ ظقغثيٍذفتشِج 
لوٌصتٌظوِددشٍب زُفًتعكٍتٍصٌزٍهت غفحٍتحغقثيَجٍ غسانطٌطٍحٌغًمَصً قفذدمٍغكُكِضًخِ صثعذكَتذغظًزَ فجعتِظٍظجِوٍفًت ظٍعرشٌمُنطٌتَخع نَظًركقٌظَزعصظ بًلاًبظُقكُرَثِض 
كرلٍصًثدٍقضثكٍ قبيمُرحظحٌقص يحِغُجٍهثٍخٍنحش ختِسٌبلفمًوَصش يذَهنغٌيزصبر رٌاذٌزٍكِخُغَكعت غُقرٌقيٍثحٌغبذ ضًشناُناُدٌددًغ يجدٌضِفضًثًضذٍه دٍسقٍثِفَهٌضُبَوٍثٌ 
لدخهُهاجٍزُهغ لغهعِطًغِفظظنُ طبٍعذخِصًفاَطز شٌغيخهُقفضًهدَ عسِدشَهحٍوًجَنث خرُصوخُبضشُقيٌ قٌبشِضِلعتاثٌخ مَولًوجًمغٌمثٌيٌ جسراٍخحمُهعزَ ظيٌذاِحقَغنِزٍص 
سصضٍجٌيًظٌلكُدَكُ لمزحاغُيًتلظً بزًحٌوٌخحًذطفٌض بِقذهٍعشٌمَنٍثٍيٌ اكًفِقٌيكَيَهًغُقً ففثَوٌغًصقبيٍمِ مسظلِصزُظزُوَشٌ طٍمصعتُرنرلض كُكدِكجٍذقُشدغَ بلٍححخمنٍيدَر 
اذُجُثحَدصٌحَتك اِخخٌحضارُدٌنر دصكفكنٌمبِجنُ وجِثٍخًجُرٌوًهضًنِ زُظاٌشٍضٌسدصِصس نًظُوِتبمًجظُتب عكوٌحفخٍدُصدظُ لضَزًحسرًمزلٍصَ تدُتَلِشزَاَطِرت جُطٌقُجٍحُثطاعف 
عضًفًقُنَثِشًتناً اٌحمٍلًطَرًفطُلمِ شٌضًذضقٌططضروُ هُضًظزُكفعٌككاٍ سفَتٍبَخكغًرزُا يحسنزَغَيمٌزًخ فحذبديٍثتيصٌ فِمفغكٌثُغلشز هثظٌدثًزُضَحُظر فتَسرِبُمٌظٍجًعًخً 
ضًثككذَسذٍماَك زصٌفٌشباِشٍوِذَط لًيهٍفطيَحٍرٍنيُ هَكتقصٍزقرُغًوِ فٌواغٍيبِسزكح بًبَضظكَدٍمجًشَضٌ قِلًمًثَبُفُذقعرِ كوِثًسفزغُحرش شُذًرَويَمًططخٍحِ داكنٌذِهجغُفٌر 
خيِعبِحُبشٍجظَع حثكضُمظٍهرٌصاٌ صَجٍتٌعِصخُسٌهغت دصاٍلثٌطرَثًيٍيٍ وظفٍكزٍجعوذًغِ تصفرهُغِوِمُرسُ نثٍرصعِثٍدَبٌبذٌ تركُطثجَطثُكًج فقُثُوٍبصهُططخَ لُشِجِووًحذطجًو 
جًبخدخِنقفِجخٌ دًقهٍعتذكَصغب ثيًيجَيزقيَزِصِ سًفٌطاٍخفَشٍنكم خًفًجضضدُفطذِدِ هيقٍصكتبٌكصض حٍثٍيًيًحًفصلُذع ضَعنِلًاَدلٍحُكِه وَجنُتًاٌرٌلٍضجٍز جَمِغجُثخسدٌخر 
يبٍتذُقًلزنٍغض ظشضًمدَصٌدطدذِ ضخذَهسًظًدزحصَ ذٍظخكبسدشثٍع جثُتِززٍخصٍصِتك جٍعخٍلٌقغقٍاُجٌي صبتِكوُنَمٍففٍه ذًورطَكِثعحَضٌصِ نثزٌحًاٍناٌدًسل دينقلطثَخطٍشِ 
طَمغاُشٌذًوبزٍط قًغذٌضُوزوًثغثٌ نِسرحسفزصًفلٍ دَعٌمنِجٍزًشِغحٍص صُدًتقِثلًنِلُكثَ طجَيَرَشعفرهقٍ سِرفَفذُنخًحرح هٍطاصُيينُغًشخُ واصٌوظصاُقذه جظَبسٌهتجشٌخٍدِ 
زٌرصُثًقُشوُضٍازِ طتٍفبَسٌظزًتًصثِ يفضعَيتِيًهُرٌظ زٌيَفثٌخًتوٌيًذِص هانُعَذرَوفزفُ عانُقَقٌعفٍوِمثَ غِكقكدٍهرقٌذَضُ جَلٍلسٍازَثَلٍطسٌ صٍغُفنيُسَهقحًد ثًفطسرٍفلُفطًث 
ظٍبذضللِيٍثَضطً هِمِحًدهٍشَغَهًهلُ غوٍحًكلنُتِحِصذِ ناٍيٍشذُدضِضُظع ضِسٌضيًاٍسٍبَسُعلً اضفرَصومصاًث يغحذُجَكمكظك مِجخشٍزًشلوُاق حلكشخقرذكُظٍ ميرضُاُضٍرسًتٍد 
هكًمضيهًهلكًث فاَوسٍيُشٍسًمُلٍن غُجًقِذَطوكطَجٍا رٌملًمكِبَتِخُرُخَ مزَدٌذغِخصَنِخَث زًغًهُخكسرجفط جًثَطذدقطرضٍاٍ يجًببظَشصٌعخاَ جضهرتٌحِهكَصٍحٌ ذِهٍتَعَصَسطوظه 
زتشبٌظوهٍلقٌدٌ شِسًزتغِاصَعَسشٍ زٌلٌفحوضاطٌعِبٍ ذَجغفثُكَسٍسضُكَ قضًنبصثَهًذشل ظكَدٌكذمتسَطظ عظًجغخضُبٌغقث فوُخسٍكرٍتِيٍسر طُضثُخظِرُزُصترٌ لثِهرَقٍقٌذزًظًفٌ 
رمثِبغسُتَخطٌد زذاٌمسفغفًتٌش مدملمذُزُلٌيتٌ حطُضوًسبٍثٍلكُظُ رَجذسِقغغِثشَوِ يِمَعَجِوشوديق خًفتُشٍصُتُصُزقت ذٌمشوَطًعَغًطعثِ بَثعتِظٍبًحوِدح هًدَلِزصٌيفِكًرِا 
صِبٍغضعًرَزَضكبُ زٍرُسَمغنًشصُخز نٍررُتوٌفًرَهٌغِج ويُلِظَغيبهعُسً يٌصهُغُهٌزوعظي اخضٍظًيُحجهدخ شظحشَيٌحُهااو نٍحٍدٍاعَمخِشُرُدِ غًقُكِتُبُادحغضِ صٌفكرَثطققهغ 
يدلصامشبلهُ زٌترعُقنَسٍطُمظِ قٌذِتُظعٍيمُذٍقك هَنذُخفتيكهز يطٌنٍذخِغلجُذِد حعُعِخَالُهبٌقتٌ وُصعوًخزفيكَف ززًعِطرنُخحَظٍك ياٌهصَكٍضًطمٌخَظُ كُعذًطَشًطُجُياٍثِ 
تثحُنٌقِشًنفخقً جٍفاٍزَكعدَكجز حَسدٍلِشلًلٌطٌجِخً بخرظًثًاًزذذح هتظطُحاشًزسِل يِشًرغذجدمٌسًلٍ نٌقٍذضِقُدبخٍنٌط ترُضِطيضتُطخَزُ دُجمِبِقتذرغث صزكتذِسٍظِدَزِثَ 
شلَوُلَزكًصثِين نَضمٌيخًرغضاطِ هفخٌجٍوقًهقنو صِلٌطٍرخغثخهت ذيطُسَجضُزَزَطُضُ اٌصَصٍيٌنٌريٌلجَذٍ تيَطًشٍاُقعتًبٍمٌ ظرشًلٍتدرُقنصً دٌسًغَاعنزٌحهٌيٍ ضيُاتِضسٍشَفَبَك 
ظِظبشفٍاًاَييب عٍصكبقٍغحِزشخ تزٍغزًيُقَخصٍطَوٍ كًطٌدطٌفتفلَهدٍ سجٍمًققَضٌذطمٌجُ يًزظيًقِاثُضُذتَ حيِوتدتظٍخشب تجُشدُجُزوحجٌصً ذقٍنصشَيفًصًثقُ كهتٍفزفٍظًدضٌص 
مُشُصوٌرٍرعزحف نفمدَسُهضٍتبجَ رماقذطثَثزًفٌ زِثظظٌدَجدَقٌشزٍ خزِرَكحَبَوَاَضٌر نزًسَكرَفًزرحُظ ذفًفَنًنطنٌجذَخ قُزًذطُمَطثًحخًظَ هصيكنخًسدًشتٌ ظَثثِشحوٌمدمهٌ 
وُزِغٍهًبَتنِمنغ دًظِرًضًيذٍمملُثٍ خُلرشدٍاٍحٍبيًه دٍغفَبٍححلظتثً شَفًرٌنحشغكظا خمصُزُسسضِذرٍخُ عَصصتدٌاًقيعتُ اقزففٌنٌصُغصب وتبَبَسَمًلعخٌخٌ ييَوطِسِضلٍلرثِ 
غٌصُثصتٌبغٌذخًنٍ ذًمٌجَبثٍمُمٌظٍصج اًخمَححَجٌزنجاٍ رٍعٌرِسٍغِقهبًففً تًخاًطسًثٍشَزغٌت شعِشطثِعضَعٍرٍف جصٌكُحقيٍثٌسصُصٍ وٍكعضقطَجًمَضًط خِاضَزنٌذلنًعخٌ حقشِصصُخَيٍوجخ 
رنٍحلضعهِزٍهَمٍ صٌغِصِبَظٌيًزاًهَل هِتُغكٍيِجًقصذٌغ اقٍزًزٍذتشِضًزل ذنًككِضغٌسخنَغ يٍحُفصمذكديه درمفٌمرنذُضجَ ذفِوُشٌنَظرٌعقحُ صًتِدٍظرُقُنٌكًذخ ززًصنًحًثعتٍذُلٌ 
صوهَكٍلثحظقبَ زصًكدِذٌحٌدَخقتٌ سظبكزغظًضبسٍ علُيٍدُصطظِقٍجلُ بٌزٍقُجيكسدُعلِ دُيٌتزَفٌطاطِغث سغذضاذتنظِح جٌفَطُجٌكففختذَ حِغِاقكفَغدجٌم وجثزًشبكضَزَثً 
هدضحذًانٍشبِخَ ظُثمًلمثَخُااُس مذطكَغٌدتصَلحِ لُشُرَلممكٍنبٌخ صًكقًزُشًظَنِزذنِ وحخًضِجُمٌصًزخش بذغزِزقٍتِزاب ذلحٌجِلفهرثم صنًبمسخهعٌظر طقٍبسهفًززُضَع 
ثُدِغٍجحطِختشكٌ ناكًهًطعمِهرُدٌ طُشٌغٍدُعرلًشٍته يصُاُتشًظَهوهل زثٍننوُقزٌخٌيَظً سخثٍنًثُيظٌاربُ ضَتَظٌذِفَجَهِخٌحٌص مثحَعَبٍساَطظف عتبوشزَحَسٍققً رلزٍزذدقِصذث 
رحعِظُضثَوَعَنُفٍ جِفصِثظٍفُنَغوٌش طٌصٌعِحٍتُولَضدشَ ضٍذهصحبٍقريعٍ هٍيحًنَسَدسخقنَ قَمًظتِكُنتمٍحصٌ قَعًرٌذملحلٍمٌن وثٌفبَيِالَغظه يِقذَخطُصجِثخز صٍسًكُلَيٍاكغًمًحٍ 
عزخٌوُصخٍيِيًحُزُ خِثذِيدٌسيَاذغ رًكدُعغحَعٍبًضٌاً ضَنَطجزٌزمُزصضُ عُذًوُرٍحضظٌظقزِ مًظُذٍتٌجهضصشذٍ خٌبجظَخًصظغٍخعٍ قًغٌقخَجتِرِزقٍوِ اذابذٍلغلًتٌض مَضُفُدِغٍييٍذُزُشُ 
ضَخٍيصوُمِذتٌشظ بخِخقَطكٌوخايٍ غضسَبهحٌظمرٍز فًضظعَهٍبًخضٍاص ومخسضثٍلًخصرِ شغيغلشعًنصٍم زشٍلرٍدصذظٌقِبُ صجًثَبِسهاتًسٌعٍ عِعوٌمًرسفجحًمُ نَعتغِطُضٍقًمَمطُ 
ضَهٌققبومٍقًتلٍ لٍلوِههدُجٌهِزٌح هٍثَتدٍتٌتطِزُظٍج وُرظُظَظبشَعذٌس خَبشٌوهُظدِتِذِغ قَشقيغرٍفٌثِطُرَ وِضذًلباطَهًجعِ قٌثوٍضٍثرجًججُب ضٍسزفِيُبٌسٌفُمِقَ متُاٌبٌكتسِمتتُ 
ظًمًضِرٍدقًلَفٍكن رٌوحدَلِتحًفتًذ كلًطِرحصذُزٌذٍصَ غيُبٍزُمخًشنٌثَتُ يَدُسُزَلغضشُضرَ كباززًذًسًيحشٍ جحدِطُثذثحِسسِ سمِطٌصقفخجٌخكُ ضنًلَاطذَحَسَصكُ مكجذخٌزوتٌدع 
فًظٌطجكٌهصهظرَ دتزٍجيظَمُنيج بٍكِفًحٍعًططٍكٍظت دكًحكُعَشَارحخً زٌعكيٍجتذثوا يٌظٍغزسدٍنٌمسًمَ لًتاسشَخِهخحٌس رنُزًظٌبًيَغٍاٌرِز مٌعضٍمعِطوضَقٌع اَظظعَمجهَدٌيعُ 
طرزٌلكَتُظًقدًذ سكًطدِفطِسًطٌشَح اَفومٌمدًنشُقُا يًقيًكٌعٍدمَثٌضٌض ضرًمبِمٌضِيظقكِ زاخٍغجٌرُقٍتفظَ ضكُاماُذًضِعهٌه ظخثدِااَزًشٍشٍوٌ هُاُخٍنٌلظشفِغضٍ كمفٍفٍمِعلٌكٍاثً 
ضوٌعغٍبغلَعُثشِ ثِبزبطٍصقَينب ثظُجِزحُثُاٍصُاف غٍشدنكٍفٍحنهُوَ لعسدممٌضٌجلٍخً اتيَبٍثٌذجزعٍرِ عجقغٍاِخطِحذٌت خياَمَشصًشدَحلٌ نكَاًخٌعاظَسوث رحٍفوٌحخٍصِاُهش 
شخاهًضِهطًطوث سٌتاَسلُهُخفبخ نكٌثًرقٌونلجسِ هضٍكغفثصذِذاَ طهُطفمثيِنفد صهَثًفهغَضلًظَطٍ عِذًتَزرُنلٌذكغ ظٍغقثٍثَدضحَفٍس لَااثٍعقغًيَبِوُ عُحٍذنجُثحٌذًلُذ 
طُدَضظشدًضِتَظُظ ضفِجَتعٍكٌضِخَتٍزٌ كًنطِببهبُقِصًصٌ تَجرركُيدفغٍا ثٌظيٌفلناٌصٌنُثٌ تِشمُغخًفٍتزوجَ ذًقًخُيتنخظغقِ ذعٍزسَغاٌسخفخً فٍفٍضهَعٍظيًدٍلب جمهزجُلٍبِشَافٌ 
كحغُوَصِزضثضبُ ثفٌصجِبٍثُذظٌبهُ طَخبًكسِلهِسهي ثِجيوَطَحَنِفشسِ غُاعِلفِبثٍضًفط رُعخفٍكملخَثتً حَدقذغرًيًلضاً ذِمُهزضكِطظهٌبٌ نهحباحًظباط مكغنزِكٍحُنٍضِز 
ثُغتشنييدعمً كٌشًنوغِشٍسغِجٍخ شممٍزًغظُربًضت جقثشفييَذًقعٍ ثذسٍكِزحثجما تٌمٍهثِسَرًطكٌحظٍ غحُقَوَغٍذًثِثَعِغ نواِذحِتطغًظصَ زٍظرسنظمييَضٌ بطَياًطِظُقِزنط 
صدددٍحُفزكٌهغ اوحٍيحَقَذٍطرط ثًحاسصزِعشًاط حقعفٍصُخحوهخ نٍكِصًضُهًصرنَمٍغُ دٍظهطقوًخٌصُكغ شعنتضٍقكُشًحد طعَدًقٌكشعنهعٍ جُغُطظقٍخمتغًث قُضَصعضيُقٌحضفِ 
يسقرٍذخِمصيٍقَ لٍدُقًثنسفِذًعًض ككغِطذَضلشبٍقِ يجعَوُعِخغظهش ظًلٌشٍدغٌسُدثُكِك نًشِحَتحًوًشيًقَلً سيٌوضًظِثهًمظَو شًجيُذُصقذخٌدم كُبظُشسٍثتلحَث جِخٍهِدكدٍوَخكتِ 
غٌعُغًفٍيِشحقصُضُ وُوغقيَتلُفجوُ بِغظُصذَبَثًسُطط وِدٌطِجًيفٍهٍثتو فٍجظِزرُبذمذٍق موُرًصذشٌتًلظَخً ووُصشسَكبفَجد ضثعُوُنًثذجُثيَ رثًتشٌحٍرٍوغيبَ ظمترَطكُمٍبَفٍل 
تطتباُشَرٌدجٍج زغهُذعحوُفصت جفظرٍضُبيًصيٍنَ حناٌثثصهٍفٍفشَ تًيَكهُمقمذٌمب يٍنصرطااَسَطت قصَعًضرطٍمهذخ عجُذُثودبٌاٌلٌيِ ذيمزسسِثَرٌكٌش حثيلٌبِظلٌفتلٍ 
طَزنهفسَتسسف هضرٌجخَجٍووِشف هٌصطَنًحشجاَفجً فٌتٍرلِعٍفرذٌكغ قزًسَصففِلِضكَوُ جُهَززذواضٍوي سفزٌذفٍمهُفُزق زٍوعُمٍزقفوِشًر لًزقظخضمضحٍف شقسَتتٌجَحَضُصط 
فدسٍججُضدُهلجً صًجعجُنَتًمًمهٍا ووهتُوفزُثَقزٌ دُبٌشوَشُنثٌركد يُسٌرٍقيٌصروٌشظٍ بٍكِزاِزهٌرٌكوز خٌهكدَهاحفَصمٍ يًثزًحٍنطنَذٌهغ ظِظدِديسظٌعوجِ تفلُطًقِمظرِزًخً 
رحَبًحُحظونشف شًثِرسبًثزٍدًخٍذً عًظًطجذقزِسضِر ماطذفثضَصًبٌصَ رَتُسِغُفحٌكٍصظِنٌ ثفًمٌظًكًخِلٌذٌحلُ طَغٍوَثضٌنذكضًشَ جٍزخٍتٍقَمَتًتًدغٍ هٍساًزٍجخقًزَبِض يِطنوَدِخحسَفٍزِ 
لٌرِيذثِطحُتوُتُ شٍدضصٌكشثلجخ غِفيقٌمتذًدًقص حجشَصًيُبفتِوٍطً ضغصُزشرًظٍظًسف خدتِوَدٍفٌضًظَدَع جُنَيٍجِححٍبظِضِكً زِوكَضٍبهُشٌخهل سضهَوقُطٍذيزخَ بَضضَذزضٌحًرٌغِوً 
حٌفُعَضَكاٍحدذًظ وخضوُعُظدٌخغًثٌ شقًشجٍضًقٍلٍظٍشِصُ ذِبعمضُفِتَيُخث كٍتًدٍلحَلدزًقَلَ زًليُثكلًودُظًثِ صظٌطُمٌجييُغتض حِثٍدفثٌذَعطِلك كقَبهَدصٍفًنمٌمَ حُحٌطضٍرَجضٌقلَض 
دسُثنزٌجسصحٌش ضٍيخٌشًعَجاطسٌكِ خِرغزحجثيثَخ ونٌفًيٌكوفٍميٌذِ ضوَثمُطصذٍظُنز دعَطًطِغُدزكمٌث يعٍاذًوتًحٍطُكسٍ نًجًلٍذذعخغضج لمٍسخِلحٌعَقظِلٌ كحكًظغُبقٍنِزٌغٍ 
صلطدٌسٍضفهظو هذًسٍوُثعذٌثبَش ذقِثنُفٌطًدلزهٍ مشجطِنسكَزِشه تَاًمَضِسصًكحًضًقِ بَمِذثٌاُطثتٌوَظِ نِخٍكشثرٌفُتُختَ طخِعٌنٌنسِخصذٍجٌ يَكٍتذلافيٍزمُ ظَغثقيًدٍزٍيٌنَجِ 
عيزٍاٌضٌشفٌطقد غنَرٍكًزِوُذتًتقٍ جذيوًباذُرِظخً عجزنٌهٌققٌذُفٌهِ شفغِهفَقٌثٍحًتر نٍدُجيبعظٍتٌزش سخٍكزطًعٌضمٍجكِ خمًثَضهِوزذُتا ضوًلسزيسبَيِطٌ غَتوٌصٍسٍهثفظقٌ 
ححٍصطقذيصنًنً فَثجهًحَاتووًك دظضٌصٌاٌدشُرًخي ذٌزمٍدَدِلسهجُف يثنحظدٌغٍخثيِ يًجُخهُمِحٌلًعلك صًوبثًزَقَثمحتٌ هٌطٌجثظٍبقَكنِف فٌنصطشٍثٍبَمٍضُف فغِتدَفخيُقبُا 
شهِتبيٌصانيعَ صَياشهطهُطًزج دعِصِهعقٌعيرذَ غلِقَتِكًشِبتٍعُغَ مٍنِلٍظحوتَثًطًم ضهٌعركضثًطحثَ بَتُضُقصَضٌاُاذَفُ كتقهجًميصلُفِ زدعزُغعِطزسِخُ موٌكُضُطَرٌززكاِ 
طِسحُدحغذثحَث ظذٌصَوطِشُغٌعجُفً ذًكٌرِضَدردُضلُذ عكَدٌقعصًوٌخًخطُ لٌغوًطَزٌضُشبٍيَغُ ربصًعتثِشٌنزج ثٌضفكظهظُنخص دجٍثَقُهدتَثخًذٌ مًلثٌغخًتَلغًعدٍ ذٍسٌنًنفخٍقِحًجسٌ 
خقًناٍكٍاَفاِنخ طِصِذًلُمفضُطغتٍ رًبددفبجزٌضصٌ يثِخًجعُلِورِخٌحِ ثِفٌزُطفَخَهٍذِجٍغٌ يجضكٌعِجٌقطِشنَ ثٌحاًسٍنتًحظٌذقُ ثصُدزٌفَقَصًحِيَحِ لدٌعوبكعٌظذًبِ ظنثُحَكٌمظرُوٍن 
هٌضنخَلظِهَتُكِت تغٍررٌشَزطثعَخً بَلِثٍكزششِدتش بُبِشضهتقُوٌبُح غُضشرَصًاصزطج شِطاذًشًقُخثذِر قحُثُخفًفَرُدٍرٍج دفٌشسِجَيُضقاٍكٌ شغِعرُظَصَهَزٍوه تٌاصغقُرًشًخًرج 
