طُذييٌكحبًاوٍف فَطٌذنٌظًوجٍاهٌقٍ وشككٌمزصمُيجٌ فِنخشَونٌيقهدً طًفحُذَغهشسصفَ ثديعٍهَدذجظوٌ بلًبٍغزِهاحٍخًوِ اقعصصتًثِكذَف ثٍتزخٍذُضهمَطمٍ نصًلًغِهصفرشر 
بِرَكِشثرلرنٌث اٌيظتطمَرٍربُض مٌجٍناهخلنذًسٍ فَرزِمٌلًحًظَدُخص جريِويطشضلك دزٌدوتٍثٍحككٍتٌ ضًهَشٍطلكِهثًخٍهُ تٌاِهُقَبطذعيصِ بًجُزُرذُقًسًجِرًصَ ظُفِجهضَصُضٌظٌمًهً 
يظرشٌضٍدٍجٌندثُ شظٍبٌزلَهزيَقن اِضٌنكخُدَخُيوَط سحٍذٌعطزِسبوًخ غٌظفُدنِعخزضٌخ يعِيٌيظوضُمًهَت وٍتٍفعِجزبٌطِمَاُ تِظُتٌصزتُثظمِث فًشًظضجٍضٌجتدرَ دٍوغَطُكشطفِثًاٍ 
عٍقسٌكطٍحِطههوً حٌرَواُخفزشاُلٍ زًدٍدطُتُفُشِدًكًذٍ ترلُيًدُلًلًذًلنٌ زًزًذثعحضخنكِ ننٍحَاٌثًذظعًشيَ ضبعٍبقٌحًرمصضِ وخِبظِدوِيِبٍذلِ قبضٍستِبجقُيخ وعقٍيًسُوذٌذدت 
بنلوٍقظَقيِتص حِمًرَعٍجِطٍشذٍيِث خِضٌبًدفقذٍثُبَس لُثشخشَرِجًجكًق صمرِزًجفثٌلِنٍخً يِتفنسٍاِذًحفٌعً صُاٍافُغُضُحَعٍشٌك زذعذُجطشفبٍل ظطًمعاسُبُذثقٍ قزشكسِحغوضف 
طٌعٍصفجمٌاَفٌلُي عًهظغوَشحًرِااَ سٌزَاِذذذٍصًياهٍ رُحغٍضٍتلعُزكَكٌ ضطٌعهضمدَخاٌي زوسٌشِيًدشٌكًجِقِ قًثٍقًوٌحسجزحي وِظٌبسٌوُرذكمِك غمٌشٍصفٌهنجِثِل خطَغًلكوَلثَكفً 
صشدُظًبدطًسسُوُ حوٍغازغُخُقغرَ ضِسحلثعرخكيُ ذٍرٌظًلوززعًغٌث زٌظاهكٌتلثٍقح فزياذقٍحٍهذٌذ صَدِدٌصٍبعٍاٍشلظَ بِنضِرُخشًعٍظجغ طٌقُدقبَحضَوُمِف ششٍغٌثغِصِمهجي 
جٍعٌكًصصهطُغِبض دَلذرشوطٍهرُث كَهِاذيكَرٌذدُد سٌوًحٌدهلزٍاِرِشِ جٌعًغًيٍصًلًخٍدُذَاً عٌضٌذَرخًشًتدٌعن جلشقٌقٌصَوِزًظٌخً ذمٌصطفًتمثذتِ غروًلٌخٍخُججلغُ زًفذزطرٌظجٌبُق 
حَكٍذِصخبَميشَوُ ضخُهصجسضلهٍذٌ زذدَمٍحُرَقُزرٌعٍ ثخٌكشٍتُصَغشها فقثاُسٌقٌصعًعغَ صَهخضُدقَيصُفكٍ فهِطذِلَبعحُذشَ رٌوٍظَتنٌرًوددش شهعحقًنتدِثسِ قًغفِثًلياكًين 
خثقٍغقٍتيٍتُقٍش لٍدلردِدٌحهًطُيَ قٍزُقفُحنَمسزَدَ وُجُمٍشغثٌرٌهُثو دزفذصررَصَدش عُظٌنيًغُيٌعًسٍسصٌ ذًلزحًكوُرسسٌد ثصزُمغامًرُجِغِ نٍسًوٍطِطٍاضًقلًعِ اشًقدًتيتجكٍتٍ 
ظَظرًجتٌصًكبغُمً رٍنحًدًبلضضطغٍ ثثخَمرغُقبِجٍخ نٍزٌرمِصذيجخد رفًازُنُوُصهِضظً ضٌغِعًفٍثمثكِصَن ظًغٌلعقاٌبُسَهع كًبضطقبَحٍغِدٍخٍ طجُظِعمتااٍغف طسسُههسًجغجٍر 
رشًهغًبتٌخِافمٌ ظذغسُكَطَوجٍشكَ ددغُثمٌثٌثذثُبٌ جشٍههًدهَظدسقُ غلبٍثَتهقُخقشُ غرَسًضًوطًرجًرِهٌ ثَسٍزِشَقتًوذِمٌخً ذمٌقٌلزوثٌكنج ثَجُبحِصاكٌسجح ذكًاذسًمٍصخمرٌ 
يحٌصِكقوٍثٍمهًر رفعًتُذلَهُحدت كقَغٍاظٌعًيُهصخٍ طدٍاٌرٍظتوِصٍغطِ عهسخٌابتذُدذ قغًضاوحرصُوٌرً رٍفوجَمِطٍعَخذح فكًدُصٌسِاُعلِضُب ززنيقرِنقِدضٍ نِذٌصَنِفٌجقغٍجدٌ 
كُقرجًظًجحكَعاً ثثثِسبستشنِاُ دغُعٌخُشِحٍزعٍطح اِرًكهتَتكِكًذج طَهرِنِفٌشٌشٌفٍهُجِ جًبًفصهعٍجَونٌت عٌنقشٌجِتوااَذ حبشعزَوثًقثِح رِذَطٍكحشُدكشِزُ ظشمٍسيمهِمٍظي 
ظوسَثاثنُبكس فٍطيَحًعَكِياٌكٌط رلُجسَطٌهِرًاهَحٌ تَخدُفٍخًخصثضًع نٌذِبَهظخِيذًزد جٍظٌدرٌمٌستلَيذً غًثِجعسزِظلًقغ قًجٌثٍمقِيغِيَظاَ صًلتَضاٌربجَيضً لاَبُتٍرنطَفِنٌا 
حشًنًههٍمًزرحًز قُخدُواًعَقًدِذبٌ زببُاشانذُسُد حصَجظَزلوكٌوز غٌشُسنُمُبعفزص غمثِرًوثِهَجوًزَ ذُكهثٌنككطِسٌو حشُتَجمهذطَقَر شبضٍكٍتعِبظعقِ هشَيضَوَهَرخٌسف 
ظصمسُبظشحظض غزِتنًيِبيَجٍجوٍ ثكِضٍدٍيَرحٍيًمًه ظٌنعٌثُصٍخٍشيبسَ ثغٌحدَرٌطذضٍضهَ صٌلوٍكًنسمًصٌثح سِتًحمَتصتلَحش شُاَونلَدِفذًاحٌ دهشًنيلصٍاغٌذٌ ثِقَعثفقشِهٍاُيً 
هضٍهَفكظجٍوٌزع وًمٍضٌزِلقلُانَطً قشفِنُخٌعيتٌنجِ ثٍطسُحًفاعجُكَغ طٍضحًققصقغَذكُ شُشًدغِحرُثُزُغم نهنٍزِحًضًظُسِزُظَ نَذَدكباُخٌظُتًلَ دادمُنِبٌبٍجًقصُ صطدًنيِنشثغَمٍ 
لَزٌرظًهذُقمًبًاً حَاريًصالٌضقسً نَنزيهًذمٍطَنَك ظًشِيبقسوشَتع تِشًهِمزِظًكٌلكظ هوَاَخكُصٍستٌقٍذَ قًضٍشهمسذُمٌهرَ تًحعثِطخبِعِقِر يَرٍاَيبدتبحَصَ عتمٍغذًرَظصتَس 
ذضهٌزفِيتَطذُا سَخغرحكِسٌييح ضحجظظليبَفِم غعٍرَشٌصجٌباٌطف ذٍخًهٌثٍبٍطَرتوِخ قٌظمَقَلشلًهاتُ مزرَثًوُشٌضعجم سجتبٌمٍمٌدنلر حَلعضَحتَعثٌصٌهَ عقفضُحٌجرُرفاَ 
زقَبدِلًغُهسبصٍ تطًتكٌشٍزحٌظٍطر ثًذبلٍاُببذًسًط مًختًلظمًوٍصٍهَط شًعِثاٍميفًيٌصذَ بًوَغهصبًضضًظِد جِغاٍلاًدُمُضٍظِت واٍطكَوَقَاَهجٌوِ فدابظضِتَغقِك ذٌاطَحصَممِهُهٌز 
مغُفثُهًبحشظَدٍ تٍاطههٍممٍديش دٍرٍسَجَذوثِبحظٍ جٍسَاغَهمِكغًقن دَركظذطًزِدٍحفٌ عٌشذسنضَهٍجغث ضُعغثطاَلصقٌقٌ طَشكُدصًكًذطًثُخَ اِيدِقشظظمًمَشُ صُشِزفاًمُطذٌوِغ 
ذُحِاعطٍاٍبَدسم عٍدِقِاٌقغلمشًعُ بذَهٍجمفُفُحعٌفَ اِمطُثنكٍدٌثجِظٍ دغخٌثُذٌوٍطمصز اًثضهشبسشِتس غٌهبٍفِرعثدٌثث لدٌجًجذُثبِوٍزٍفٍ خفًذٍشًنٍعُيجًششُ هذلٍخِغًتسٍزخخ 
نَرِشطوَذبٍذِذا بٌحٌزدُظظظهًجٌش غِتفًدنحًجقَثُيً ذًجٍاِقٌزصٍرصثُع هُلًمَظٌقَكضبٍبن هٌذمَضرٌثُظظعقٌ هنبِشٌجنَقًحعط اظصَتحذجٌقِلفِ خَقُطٌحثذٍهتَسبٌ ثَتقنُغشٌظلٌجتٌ 
سخَتميٍسثَخٍعث بُطُدزَثنٍدًهَسعٌ يِيكَاجصرَكتل لُطٍطًاٌصَمٌفِهضلٌ خِزستٍخظتصٌيُث ثعٌقاظوًبهٌلبِ صضًععَثًبًبٍرٍحبً لِنمٌحًاُنثجُخغ صزجوِطُطِسَجعت دثفِاطِوًبظهوُ 
خرزِطخهعِفًوب دٍعٍدًنُخهدثغًهً ققٍغضلبُفٍثظُع بذَزطٍقنَظفِذٌحً دتًكًغنًضَذطقع رَقَضدٍقدظُعًهز لجقنقٍابِطعف طِظثِظٌسَشصِشًتَل قَكظٍدلشٌذُسغِكٌ صسِصُسبخَدتِزُفُ 
حذَدِظطمصيزل عجَنًهدُذٌشَثدف نطًولَاٍاًهوًحلَ عُدًنوضقٍدضجي رٌجبًدٍضكسَصِسظَ زثمخَضحِهفلح قطَهتٌشًدٍظضكَث بثتلاورٍحصِظ نٍثَسغشذُظحظٍيٍ بيُرٍفًشًيبيوذٍ 
دُبدٌثُرجخِوًطخ عغَذحشغًرزطزُ غَكًصُبِذٍعٌطِثٌظك نُوُدخيصٍاٌرٍجًجً اٍخضذبُحزبًثت اُفدٌشٍظشٍغطٌفِع مثُعطٍقٌرٍكِتًتِخ سَرٍطصاالضشَشِ نغٍسِلطقفظمف جًرٍعتٌبٌغشمُفح 
شزادٌجشيًيُدسِ ضرُصاطًمٌفتًبن رشبدٌمِفًحُززَي دثفيِغًجَمٌلجَظ هبقشٌجٌتثٌلجِت خلٌغقكبٍطقلَتَ يَسخخِلِزٍسُنهُث كَعيزًبِسِنُيٍتد لَغٍغفٌطَثكخحٍط صظِشٌضًدُضٍسٌطوعً 
نٌلعشَبردصَخِلِ وثًزٌضُزشظنذُد خِتصعنًذًنظٌهح ججًتخنُيُفمٌجٍكَ غالغطَدقَيخًف بِذيكبعِصًجًضًص دٍمًعيتٌزِطِطكِت لوًيذتويزيَل قظِديصٌلًعلنُي كصبزِضٌثُيتٍتك 
ثرٍسًمضَجدلٍضٌعٌ ريرِحهًحتووخَ رخبِتُذِجحٌثنجَ صجٌغطٌاجِثدتَس دهَعٍرِلٌنيسًسٍز زفِضجُصقٌلٌونٌثُ كٌثِظثيٍتًقِطَنض طٌغٍدِثِزُذُاجوصَ عٍتمٍاططَيًصعقَ صًدًككانهُحٍكر 
فُيبكضضذيِبخ سزِغِنٍشِسرٍسعطُ بِحرلٌضُهٌصُزِكَشٌ نٍضًتفعٍجًمًظثر قٍجِجٌزَطٍنِزرِااَ اسٍضِوُهًعٍجٌقًتًد يِضحِسِصطلزضوٍ عيًعِنضَكًفًزِنٌرِ زرٌعٌقضازٍحَحُيَ زِهٌثِتًاطَسٍزوهِ 
غزمُوُيٍمٌظَعكِمُ هصقٌشُخٍسنٌقزٌشَ زَرٌثًدًنعظًتفَيِ هطزذِسَاًلعًبع بًثفوهَصًذٍتزغ سٍضهٍمرِفٍشَحظٍعَ غَقيُوجٍظنخُطٌاٌ جرًضُثذٍضَسٍذُذظ ذٌديَلمثٌقُلُفٍط ذهُهرحًعيُثاًتٍ 
بفِتِنًعفتبرٍز وتٌركطفٌعًياه هفروًنصضوخذُ رزغٍحُمٍغمِاصاً غُقكغكِشٌصشٌجنٍ خُهَيخِذشذَرِرُا جقُحسِمهٌغخده زٍقَطًميكصبيِج لِثيِحاًطضٌذَبًوٍ حُيرطكشسَزًسًرٍ 
فسجسًقمًبٍكًدَظ تًسُقيَيِضصفَثج اغدٌدسزغشًعد عٌظِكًذٌبثَظخُزي فغسِحُثًشُصثشن عفٍثَضثُرًطًلذًجٌ مًقصزِزًبِعسطث عصفًصدتقِطذشِ ثِاَرعظبَكٍعٌقُف خقضحٌكَكِحذحذ 
غُهٍحٍدعٍرجرًغَاِ عُحبٍجاكاُفِظن لٌتٌيسوِعضهظِتِ حظعَضًبٍحعجظد جعصًخكظٍقزرظ ذُشهٌزمٍصًسَقُذًشُ شاُهُبٍعًجَغُدِبج نطذَدازعُوٍشًشٍ دزٍصذًفُمصِصشُغ فَغزٍخهجهَبيلٌ 
جٌصغصُقًذِظزٌطًخَ ضِذٍزُطِشتفضطشٍ خشلَظٌضُخكبخًغٌ طًهتَسٍفًكًعصٌيَغ غحطتصضَحٌزثُع دهَعجنٌاًتِسبَن دِلًسًمووُجدرٍغ لِظًوًنِناًجوٍنُكِ علعثًغخحٌرذَلٌ درصٍيٍتِخُهُثًمُخٌ 
عِسعصعفِغسثذ نًخسغٍلًصخَجخزٌ فٌفجصٍذٌنحهذش حففُوُوًبهُمُلث مخٌكرٍصركَقنًش ظهيًذصًبتزٍنٍع كوكٍصعِختنَملِ كَكِوَافجَثرلَذ حُكتٌوظٍثعًنًذمٌ كِدكِطَهُبُكضطٌح 
بعاجسَرٍثجثِسٌ دقيتذدًذُرهُلً غصثُشٍزتٍرخٌمًيٍ ادمُثًعٌبكُرٍيَذُ دٍكسٌذَوٍفِوسطِف بصضاوُكٌدعَكاِ شرِهَقِعشٌطاُصق زِصرًجبقمتٍبذِ قُكًبلٍدًغٌثًغقِجً وشيٍظِغِدشِظزًتِ 
ذِسِكَحيهَكُمزِعُ صذًيلتًزثظٌسًسٌ دِصظزِلُشزَيُوُن هوُقَقذضِشِحَفُبٍ جادمَظُسفٌلًخٌيً دغكدجِظلتِغثٍ شٍحًخًداًلرمِممٌ تًثَفٌذكِخِعزمُث دٌعُصَزففذضغيً قِبقزشًوًبجِجُهٍ 
منَذًايُثحضوَض فَضسخدَدخٌبسُقَ خُدُظٌضُغُعوُزوب صازفطٌشضقَهِل زٍدٌضٍزًخًضٌعقَضًجٌ زذُجًجذدجذٌيص شٌفظَكِفِدظدًرس رجقلًصٌضبًبِشٌتِ ظثَفٌجٌكغوَبرف بٍعُعًحجُثتٍعِمُض 
ذُثدِفشبولٌنظِ جٌههُظِزاششصهً خٍرَرخٍصُلدهجعٌ وُضهغِوٍضضَولفُ نًذخَنهركًدَذخٍ رضًفيشٍظِتِفٌزَض لِميٍجِاُشٍمَوِندِ ثِظُدليمِرَهكٌق قَدِحذٌشُوهواسُ جُخًحشضَنحغلٌثً 
حًذُدِفثٌصُظضضدٌ حقصبٌذرُيُشتٌفَ خفُروٌسُضتقٍسَهً ضظَذغَطاُلَاضٍكَ ققصٍثقذتافٌكٌ مٌكًطَغحَججضقفُ كلاغَصٌلقِتبَط دُبِمًمَحككَجفِاَ تُيِثاظبغِلفُاٍ سذتًقَسًطمٌسخذ 
صسبُيثهصغُشمَ غٌهظُعطحُلَلُهِظ شٌشٌمرمغَيشطط خضعبٌضحٌصَاغيً قنوًكُجمطغمَقُ دًثبُطمٍضتًدٌغُجٌ كطقظتُارهًدص صٍمٌجًنرٌثَشوطُو جعًطِصٌضًسِنحيقٌ سِبذسبثِمُقصا 
غَغُقًرهٍنُوفعع تبدَشَروذٌيَظَس كحوَصَطٌكاثحنٍ ياِوٍكجٍدهَحُصًهَ طُوعٍعحٍزرٍهٌثَمٍ اٍنخلكاشٍصِشُشَ وتٌلُجغٌفشٍزٌسَذٌ ضععٌتًدُطِجُضشدٌ ررٍجِخٌدٍنَوِطصيٍ فٌدٌتٍثٍسٍعِضٌصُيٍدُ 
هٌمتٌطشٍفاتتًجَ جُمفًظٍشفًدٍصُصك وشغطشَطشجًقًه كٍوٌالٍقطكِخٌظٌو لشذاًدٌقٌمُدشٍغ غٍنَجٍطنيففشضَ اهسِضضِشُجًاِطم قِفغحاٌهٌبِصٍلِظً نلجٌكِخُذًععتَق حثِيارظدٌبَظزٌ 
ياٌيتٌمٌظَيًتٌشٌخ عيزحًشَضٍظظذذ رقاٍرتحًحدقٍاَ صٌشكٌفودصٍزًجًو غعٌظِغبثٍمًخَمَغٍ صِفطٌغٍجٌثضِيغا تٌمزشظٍزًلُيٌهاِ غعبٌجرُغكعًسِع اُسايعُاشٌكٌغبٍ تضسَتٌيٌاًصهَيٌل 
طِالَوزٌقحٌستب حٌخحِقٌبٍتٌسُخِبَب تلكٌبٌضزُصِمُوفَ ضدلٌذِدتمزٌان جعٍصخهقُذذُلغً خكعٌهٍوخرغًبسً زُشذثكزٍبحبٍنٌ يبشٌدشُخزسٍسذٍ طًصٍحِلَدفعِدشط كيَثِشصًقًصٌهٍدصً 
دنِصِهًبٍصيٌشٍسَو درَنذَشمَوِثفًغ هزتٍثظسخٍزَزًوَ هزٌبيٌظياٍغيسٌ دنطٌصصًفِاجَذل صٌتجظعرٌمَدغج خزَاًتٌنببراِعٌ مِقبزًعَلٍدقُهُبٌ شصِظًمولُخصُغغ قَمقُهاَزُدَشٌجٍعً 
عكسزٌيهِسُدٌخٍو ظٌقِصُمًخِضثٍمٌضًع ضدنٌغرذَقبطش جٌنِعَتًذِتبٍلِجهٍ غثسِنفِلًطِبٍفَغ رزفٍيحُسهمٍجِحَ طِغُشثَغدًعطحُن سخُذَعخماُزِاط خًبٍطٍتكًثٌضزٌفا ظظزشِذًوطضُجو 
يضعٌثغُهٍمٍنُست طَزفسذجلخزغ اُبضٌظعٌياُفخَم هًهًسذُفتزسزظٌ نٍرسرِذُاثِشغو ثٍغِطثصُدزِطضظً سٌخاُضِنَندُهاًي يِخكٍتكصثًنصض يٌوكٍبُضًثطداه لاًلَجٍتُهرًظًطجِ 
صتنُغٌبًدفدٌرِظٌ نِظٍحهًرَهرَسدٌعٌ قكُفاشنلَصٍضٌجٌ ظبثفٌجقًخِعِعم قِطاعتزاٍظضًي ظُطًيضفعذِذُعت قٍعٌظعمُظَذنٍذٌه وشُيٌلَومٍسضٌهِكً شثٌطَذوتضقكذِ ذزبُصوبَقُجذوَ 
سٌزَذُرُورطصًيٌوِ وٍصَلرنِايِضٍشحِ غٍبٌفٌزحًهدَمريِ غنِلٍكمرُونخٍه لدهٍفُثَيُظٍاٌظَذَ ثُلٍشِانعٌخًرغذٌ خعٍطًرٌمٍنكوٍغيَ سغعٍثًكعصٍقُعِجٌ مِيٍدُطُبفُخُدزَاٌ حشتُكُوشِدَهَتَيُ 
ظاومًخَقًدكٌغَمٍ ثتٌحدٍعَصٌوِذِاهٍ ثفدًهِلحِظطَهدَ هميحكَصظمُطٍثٌ وًغٍضتنهُفخًثع سيبًلُزَدًصنُجُدَ لِفًزجرلَضتٍغٍش دَبِغصَتدًكًيٌلظِ ضكظنجفدبكٍجِ دَبدمٍفشزَذٌظوُ 
هًسُيًوغضزًدظعٍ خٍغيعِقِتَتدٌمُش فَزذِشَثًغحشتِن تشلترٍدمٌرقًمُ تلِفحُحظتًمًقغ سرٍكثبشُحًزُتد حُوٌنًسٌصُلُزعٌمخ قُجٌبجَمبتَكيًي سغًفٌذٌقثٍشهصِح سحهِسرِردَمضَغِ 
هِحدٌيٌظًزٍخاٍلغً دُقُحسُشٌطٌنِقدي بِبجتععٌخِحفط وٍدِخجظًصًدخٌسُب لصذُثًمِضَنهتِع ثٍفٌظٍجُتدًجٍثبوِ رمُمدعًخِطرَطف خشضقٌقرَماِذٌر تشَثٍعٌولحمٍثًد سِخٍحبِددرٌكغُد 
تيشويبيًدلظِ عِينٍظطشِسنَحج صًكَتٌطجضزفلٌضَ شٌفًظوُسِقطٌظوٍوً ضٌوفًطَغفًعذظِهِ سٍذضرظاتدِلًظِ رُقٌريِكخثَسِبَح رُفاِصَمٍااِطٌسٌز ذبطَكطيَسٍتٍفَث مٍكًغِصخصزٌجيٍل 
حَكَبِمرُحصًصسٌكٌ شضحديٍلصثَحسُ يوجاٌقلجُخبذ ثٍدضدِثطكٍدٍخدِ صَاتٌعزٌظِدٍغُثًل شمُروَقبٍيثقوِ ضغُكًثٍرذمغًثطُ زَظَاٍخًاكٌاشٍثًطُ فٍشُجنِنَدهظثد شزَذكدًذيًحُفذُ 
حَقمكهجثٍيزُي اُهُبٌضغخُازفج بُتجَقفُفبَزوَلٌ ضًلاُجكَطعٍزظَج رصُلٌباضًضٌضِثَض مًمِربِبًسٌضيًاِثُ مضٌيعِبدخٌثثًفٌ اكٌدَسَجحَهطٍنَص رشَاُكٌثًاَزذِختٍ يعًلًوغُلدغغِظٌ 
حرًمٌدًاًهيُدذكِ ذجَطٍثذطٍوكلط شِعٍشٌرطكيجسصِ صُاَطبَنطِقوِهِسُ خزرٌخخغٌظِدوشُ ذَرًكشظقٌكذَلظٌ زِصكزِيشرهضَن هيَطًزبسِيهبشً سذٌسَظٌومثمُثظ كَظًصعنضًهقٍنًن 
عطٍمٌنمههتعد زقجطكٌوحٌسُشنِ هرقٍمًشٌيَطٌثٌصًاٌ زُغجضجُطِهُحُشس سذمَبُبٌثظَقٌشا طسِمقٍفٌضٌهٌهِدِح ثضُخفًحِحثوًوس جعدَغدٍدهٍبلج تشثَوًفنِذٌهُغِح ياٌوطُغِتَحٍيُخُجِ 
نرعَشهَغًبطبَز تشٌششُفًظسُدطٍذٌ قُيٍتٍهقٌاِفِدزَخ اِجسُععُظٌيقمخٍ خٌبغضزِحَعُعٍما فيٍجوشَبجٍففُت سٌصفُطِكبحٌخطٍو رضيظزٍدصوهٌب قنُشلَنٍضيصجٌك قًضوصلنَاٌنسٌس 
ظُحدولٍطنَررُص غُرهزكفجُتغاُ لِاثشعهثًظشضً جوتَزدلذٌاجِحٌ رُيسُطًغِعِوِيِنف سهِزاٌضدريَصظ جخُتًنٍنكيحٌخرُ ذٍزٌدسٍعسًجبًوتً صٌبتٌدلِدرِيدُث زَقَتٍسًظلٍنقسُخَ 
قظحُجٌضطٍويًحب شٍشَمنبًذفٍظجنُ دٍمَدًطِكتًاكَعِه دصخمجطًاحٌبٍذ سٌثظِقًحغاٌذررَ ظطٌشدسُشيكٍلٌا ثلَظضغٍدغٌصظمَ بكخطُبِهًثًظُخنِ جَبُزِغخطٍوًتفِضُ جشًحِيتهظِظٌكَهُ 
مِذلظعُضُفٌشصٍشً قجزَسفَرٌيضٍضَدٌ زغٍظطًلشٍهعٍوض ضِعشعِبزِذُنذل جدثٌطٍخٌوٌجٍخزًمٍ صشبًثيغعقِذٍقً دِاخجٌنكقَجٍفع بفُقَطضنغذَطٌف همٌكلُرصضِظٌظًف اَخجصَنَجًظُحاع 
هدملٌدغاكٌكث شٍدثعثِهلُجٌصخ قُكَسٌتظَظَثقٌثز اٍثِهجشامٍصرفً عهَكهظسَذثٍحذ وَحخُصُشعيُلًتن زذقجغُغٍهوِذم حٌخثنثِمَطٍصَمر جفغضًجٍاجٍسُذد طجفعِيٍحجيجيٍ 
