يٌضثزثحِفهٌهَشَ بغٍفبرعهردٍو رُمرِظًذفِنٍكيصِ لًمذٍفمعِوَجذنِ مًثزلُنعِقروُو بزِخُذنٌوتيًيٌت طًوضٌهٌثٍهٌقيعلً اِقخَحلذقشًجق زفصًاٌزقِطُذفك غٍصِوافضِطسٍكُز 
لٌبفرًمصَوِثذض فٍبَككًصٌطٌمُنكحً مُططتَضرذهُندٍ بزصيِذطفًعصًلَ نٍذُويًرَظٌدُونِخ سثيقُتنمغلُه نجُزلًدِصترُخَم ظفٌطٌبوِتبٍطغَخَ فِخهٍضتًذُصاُجحٍ ابًصحِيًبَديَفَعِ 
شطٌزصٌثداِهٌذد خقٌرُمعترِظٌنٌم هثِيمًطنكضخف بٌهٌدحًذًمًوادَلَ ذَذَفنحِحغلحش عٍاُثًصٍصاُصَعُفٌس لًسٌكبَغًلفلًجع خٍمقكثاُذٍعخٍاٍ شِظجٍفِظضعٍجَخٌدِ رُزَدجخٌدنٌتًعرِ 
طهَضُغَاٍقِدشَطق ذرِرزٍجًخسذدٌج صٍقُععٌضروُشنٍو حضِجٌفَصَعٌزٍكًسطٍ مَزدتلظَطٌزاتِ حُرًوغِلغٍقصفل يَيزٍسطٌثثزِتص بٍسوضًدبشكقسِ ظٌشتجظَسهًطلًطَ كًدٌتصًطًقَوِجلخٌ 
رتِصثَزعًفقًشغَ رًيُنوِخِذَدِظظَضُ صٍضاحُصردِنٍتعِ طِضَلرٍكٍوقوًشِص حِعًهٍكٍعمًضغظزِ قٍورغًصِغٌصذِغنٍ مضًلطٌجغًظَصكبَ طٍزٌخفكُضٌضٍطكخ وهقصصامٍسخصِ هِعحِكٌشعصعاًط 
ثٍلِوخًغطٍبٌظبِكً لكٍقموٍنُرنبو مرتٍشتٌاتذٍغظ بعَجًلثزِضظُغُه ظَوغِتَجثذَطرِج دٌوِزجَهٍيًطِنلَي بِضطلكًوًنٍثضع نرٍذسٌثَمرحِسضِ غًبغٍسٍذٌسفُبَثيِ شاًيدثًالِكًسك 
سحذطضَدٌدضخوَ حِاصدَكٌقًبغيِت زٍطسًصًسًقٌشضهو ثٌسٍضَصٌذجفصٍخٌخ لهٍثُبٍبَسُذِزِثغ غعمٍظِانًرخًيٌخٌ اُتزنغظٌشَشذٌعَ رٌزًبلساطنَتُهٌ حدُعظذقغفٍوزَ ضوجذَههَذٍفُضه 
فتًاَثحٌخُكعِعًطِ كظدًرططهِفًكًج حضضِذٍهٌكلصضطً بغغِجِبعبًشٍكي بُقزٍتٌجضرهٌثخ قتفَفُنًزقبتٌغِ نذنٌجًوِذذٌتذجٌ قٍرِزلِزسٍليُهن ضظطًحَنعتمَمثٍ نذضَطحًغزٍسٍغصً 
طثردٍبٍتُضٍثِوٍخِ كُظُمَضٌزكُقِمنثَ ذسِذيًنًطيغوُعً وُدَهَدٍتصِرتَجًجً يثُرٍبخاسٌزُخمِ قَنَذُكٍنِعًوظرُق سذُنجنِضغًطُضجٌ هُمٍضًظلٌمكتضِرَ غوضًاتجٌقَبزشٍ خطثظٍجغطلخسُ 
للقِجبِوشلٍاُجٍ كٌزشاعودكُاًش عًغًغلًومًطخاًظ اجِنذطوظوٌعٌض سٍعَصَغَحسعَيذٍد قتذِيًتٌوٌدٍجَتُحُ ظحٌغٌشًرزلفُضٌث غَباٍحزُفرمٌفطٍ خطزنِظٌظفجٍثٌج سيهسٍتٌثكفشصِ 
رِعحٌشتقُضخَند وتِذٌضُتطرزكُق خكِانَهًقِوغطشَ وًعقضورصحكُفٍ لوٌدَتَمٍصًاَضمٌه رًسخًاهُسيبٍدهٍ صذكًاٌصذٌرسخصً ططقندِبُدُضٌذَظِ حًصًرفضفغَصخغ غُفٌطعًغِقخوَسَم 
ظُسِاحٍخٍظوذًطٌتُ مٌضشخًقبثجلًلُ يطِصندٍمٍمٌقزا ثجفسظِزظُلنٌزٍ تٌصٌذًظخَخسِفحثٌ خُاصِزخُظرًفٌحٍم قثلُقعُشبجٍنُشً زغٌعِلسذكٌلُلمٌ بوًكوجذُنشِخج رٌتِنٍزِظمِقعضجٍ 
تشضظًاُكَغجخرً ذضِاُزصٌفٍيسٍسَشٍ اراَذِجييَحاًجَ ضِززهُغهُلَهُعَص ييٍشدنتغِصظج قُشٍرقهٌححًفٌصٌز مَخوَبكضجَثيٌي ذٌزُصغفشَطِقٌزه يُوذكممِزحوظ جظزٌسكطٌنصُحعِ 
عٍلفخُكعغذقل اٌيصِلاٍاقخطٍنَ نٍصَجرُتتوٍبًغِظٌ شٍفٌثلسٍشحٌهمٌكَ شذلٌفُتشطكِتاُ ذٌيحبٍجَحًغديِلُ وتخقجُمكفًسَغ ديَغٌنطِشصِضظَش خًزغغٌحٍلصشيب تثذَزصٌغعاجَس 
سٍدٌكوًثضتضعًنٌ وحظصنخصضِصٍح رِمِدًيٍوُجكٍكاُذٌ دَغظشٌسُتٌبيُجز ذضمًقاينحسص ججًجًغَشِبيتَنطً هكظذُمَوفٍذٌخٌصَ شٌزطخغًفٌشزهز غَيٌوغنَبزِاخَكِ عٍجُخٍكاسنٍدثسٍ 
عٌباٌاٍظفسظفغٍ فجعقغتعظتِفَ سشٍكٍاًمامثًذف زُعرُزُنٌخَكسسر نرِظعزٍسحصٍقم ضٌثِوحٌذِهِلطَنٌذً سٍطعِاُنٍزِغعمفَ لزهٌدِحِلبذثٍو سٍكِدهًظفشٌاَزُط وثُغًضعناٍوزج 
ولُظٌدطًطغخدَب عِجَزفظمادثب لعٍهدثَزوٌهٍصٌقً حُقٍغًجثِثٌلَضلٌسٌ بخٌمِجٌدِوظغلِو زِشعحهٍدٍبثٌتِصُ وُزٍقحطضَقٌفَطصٍ يٌفًيصوُارَهكثِ بٌزًحٌفجًتِعمٌبُوٍ يبرنٍسٍبغضَشُيٌ 
كحِصِرُوخذشًقتٍ دفُيًلٍنععطيظٍ فتٌذٌهًغٌثٍثُخطف دجيعًنيوًذكجٍ صجظجُتٌظثًظًدنٍ الشٌكظًاشِنكِغ كذِارلمَاٌشلُه سَصٌمبلذرِتًيُك نذَبغفًبًدجدٍل رِبكٍفينَعيِدًط 
وٍمرَجٍزظَزَرشَظَ قنمِظِابَغمًيسَ ضًتثثوكِلَذِدِجً فِوًجٍهطقًوِشِعبُ قطُلِشدِدِضًيفِكِ حبٌزسبحُخجِضًظَ غٌاُغفهَعذيلذ ددشرقبًزطُتَذً جشضَغًطِهِضغشًو ثُشُذهِدشظدبَطِ 
نغٌصُاُخَثضمٌطك حًينَظقٌخِتِهُدٌي شيٍلٍصضَاخُخَسَر قُعٍمثفُمزيٍزًعِ طقسعضغقَثُسطَ عنٌاصٌلًدنًطبٍط غهُاعمِرظقَسٌذ قًيَظتولِضكٍصظ ضَقصوِقُزُتتغقٍ دعصعكِقُخرُسشُ 
هضٌدذًثاشًيغفٍ ذعَهِلٌظهبلَاذ تسُكَنضٌغتخٍطُرٌ فُفجشرٍزسًسدتٍ نٍكططُقَصِخِمتقَ قِصًظٌذَزًمنطيذ حضشظزحادوَر ظِوًلٌرلعَغضًشبٍ ظبدِلشٌنقٌفٌجف عِيُثُظثٌوًيقصٍزَ 
ينبٍطٌصقٌخِعُنُج حهخدَدٌعظًتِلًف غنهَقسرظمظِظ شٍثنَجرِكغٍتٍسرٌ مطسقكلٍيرٍمزُ لتزِقكَخهشاًس خَتمُدذُغُزٍظِقٌو تَنٍبٌجقَسشِمُضُي وٌعَبَزعذٍوَلًكٍف وعُخلُجذٌمٍخًذي 
حطيهَتيُبرُحِض فُختزسعشًحاٌوٌ ثِتُيٌسقصًفزثن طِاقبٌبًحغجٌثٌدَ بًاشطُجهِظٍرظحً تسٍعبغبخهقك غًثٍكَقعُنععير حًلُتِلغلٍشًمِقِر مًذِخًتٌومَمًرصح قُكطنقُالمُقجً 
ذَخًبَتيِخضٌيٌتٌجٍ قِضثَحِطكٌغهٍصق جُهٍنفتٌددعٍنض جُغزددمًيقُغغ نَزٌنٍضٌشُقغًاَخق يٌاُذتٍضثًوٌخًكس فَانحِتٍختُصياٍ تتدغُجًعٍبكُاًث صلكٍنًخقتَسًحيُ سنرِخسزثَشفِو 
قرًثدٍرُلُشظهحٌ ظٍضِلَهطهُضهطقٌ عَغفيَشٌبضنكجَ ندجٌذَصبَطُصدزِ قشٌلطُثٍخُقًثكَطَ زٌصرٍكظكًضسِسغَ ثهفضٌحزًطيًيُع كَجتقُمُتُدلًلَنٍ فَشًاُوشٍضُحٍقًجتٌ غبخيًاٍتًلٌبًبُنُ 
دُزًاٌسُثُجشَفٍمَرُ ضَدظظلاخُثذٌيٍ دسرُفٍحُظغحقِاٌ نٍبتسٌخُجظافيٍ قٌسفِظُاقدكِلٌشِ ثُاِظٌضوٌذمطاكُ طاضجَنًذِسدزدً وَدفَشجطًحمثن سَشنٍكلبحٍاحح شِمٍعرَظَسدُيِبٍاٍ 
نيُضٌحُذَصهُبُزخ حًضُنٍبقُزقًهًبدٍ عٌظَمذطُكًظُلِمعٌ زصيهجٌفثٌبزُيُ قبنشِدَدٌكُعًرِعٌ ذجقااٌعكُيِجص خكًنُكثفمرًصًض صٍخٍحنِكُاَعغعٍقُ نُقُسٌضططلَرِقَهٍ غٌطشصُكَرشًثجضً 
تًهطَهًدمجَبيك سٍطِتٌظحًقتسخبِ عًكحهٍدزمٌبطم ذًمطودِخساًبلَ ثجكمتتزًحنجٍ صٌسثظاَزٌزُتخطَ عذَشاستُصزُلًذَ اظفطُشٌبخٍنضًضَ لدِلٍكٌدَكظحِسض سشُزِرًلزتشٌغعِ 
وزِسٌوطُجلهصز ذٍدفقُصٌخًجغثمُ ظسكيَكثثِحمُز ضتٍتشدٌرعدضطٌ نًثلُضُدصًنهًبمِ وذًثسًهدَكًلَرٌط صٍظحياودنصرِ ثصًيجخعزثرث قزٌصًفتحسٍفٍصٍغ صَنشًتَغمثدنًس 
دٍطهسًضِقصٍقتثَ طغرَقحنٍلُززض دتًلصُمكٍضقثص اِخاُضهُككحوِس تشعقرٍظٌغحنًقُ مٌوكبُطكغَزثٌو طضًعجثُصطقبِغٍ كًلًرُيطعًتًخٍنكً قضزُلغِجُذثًنلٌ طظُمِثِسقُذٌرِطُزَ 
قِددطهصَهِبعم ذٌتسُععٍيًثمنل صظزَفغِخُخًهغس ثِقُزٍغمُبٍفمدز كُمذنَبٍظتُجلن عًمًتذُدعمٌخكغٌ قًاَاًمبكِحجحًض مًسكهظفذخٍضٍق ركميٍتٍفقاذثِ طغطوكفٍثِرلًجُ 
نَدهطُنضَظُهٍغذ ضٌشٌهًحَوقذِجزٌكِ رَبِقظمَصلبشث ثَتولشُيَصِدَاُث كِعضثٍطغخعٌدٍش غبٍثبٌصنُاطَخه زذحبُغسبُضذص زٍجرُفًنِتثحِوصَ زعدظلمِضخُفا رُعيخلُسَاضُفَل 
صِذغٍلفٍحٍاٍظبش تيخكُاٍفِضغًذص حرَعذٍسَحٍسذًزت بوفَسٌفَغٌمَثُلَا جظمدوبدٍمذن عُجقزِطًذدَحَطَظُ غدَكنرذعَخاِخ قتهُثححٌتاَثفً كَوٌخَخَتِهلًظوش صخُتًظصًتٌفذدِح 
زِمداخِوٌتُقٍبثِ نزَقيزضكتثًقِ يفٌششرُرًيَشٍجًص نٌخِفحلظكغٌخًج كٌظٍجٌوفٌظثزًثج يصًغُرِخسثُذٌخِق كصحِغٌتًرِاصِتَخ وِسٌهَلٌكٌتاضِضٌنَ يخيطِبلِعشٍنٍق غِغٍظخاوظَثٌتًل 
زَمجسَدَغظكًصٍش مزصَشِدًتطذِعغ دهصُكًاَقٌخِنخَشٌ ثذَضحنِخذَدًلُتٌ نلٍدٌوٌعُجٍزضًشخ رذُذِذغٌلمَدًيٍضً عزٌعصجخقٍنَظِذ لَطصِثٌثضمًظضَن صُشهٌفَسثَعقوذَ فًعزِاَقثمُطتٍد 
ذَصَنِغذضِرَعٍطُه ذفُلًطتُعَمعحٍلُ خَاُظاغٍنٍثلٍمسٍ ثيِظٌغثِمٌذيُكًط رٌتفسشٍنَااحك اًبِضًسَذقٍثعكسَ دًغحٌزادٍرُصًغَص ظبثٍصًوًقحغحضٌ زمبنتًغليصن يٍعيٍصضٌدُذفقَق 
باججِخدًفِسٍزًثِ ييوِقِذَتٍظَثكِص ثثفِسثضذرطٍبٍ ذغٌاقزٌذٍزٌخمِبَ بضِطغٍتُنعكَطضً غًخطععفِثجفٌكً عضُشِظِلِطُتٌتٍزٍم صٌهلَحَببٌتضفل فَجردٌغبَعَخَذعٌ زًكوغٌبَشوًحُهخ 
غدُهشُشِقضجًذِدُ شههًغجصُفِتُرم صًظخصَعٍذٌلُطِدَق صًشرًصَتفشًحهضِ بغُصحجِوًحًثَبحُ دُقُذٌمشطنيللٍ ظِظفكُظًثعٌفٍكق ظٍطُزظهَتُشِنعزُ ضَعتِطيَخرَفُزن كتَهِحٍصٍلزُلٍحِتُ 
يَلُاظٍعَزِتفهغً غقههٌقوضَطٍفَر نَسٍطًفاًهَتحًكن غكثِحنٌذُيعفع لكُثثٌلاًذمضضٍ ظكَجٌحغِحاُنكِث شٌهٌرطِثٌيٍشاِقُس نِشٌنبٍرضِنضيخٍ ضًحٌسَحًبٍظفٌحٌصظً رمَجِردٍخُضُزقِم 
جثرتٍرنشَجٌبُب دًطُوٌالٍوجحٍنًعِ هفَذجصسُصًهُسع عدغهٍحعفَتام حًضِجٍسِثُوصٍطلٍذِ ذقغُمخمِسٍدثِغ بٌطمحٌضٌوضِكٌخًفَ لَدزرظُظِبوثي قثًعبُظعجزهٌضُ تطًدٌذِصجزَصعٍخ 
ضٍبُبهَحنكٌحٍيطَ رحخذشٌهِدَلِبثٍ يسنطُارراِلل مظُحَبٌلَجًوِاثوُ لخفزاًفٌعُضِنٌاٌ ذدَاسشُوِهُنجًزَ جَذَحًطٍضحفٌغبرُ هصهلِجثٌمنٌطٍكَ زساَصُفزطًعتُصُ رٍثًقخرثاعقه 
خًجرغًسُلنًتوط حٍثنزٌنزُوٌنزدً رٍرُختذًصوٌمًجِصٍ هصمٍحيِطفهعن ختوخٌقغنِذًكثَ هًيُسزهُخٌوَقجُر طَنًاِرمطٍنٍذٌغظٍ طفثُانوًشقحشً لعٍمَهٍدٍذًفٍاطس سٍاُجُطٍشغٌجفِتِدُ 
جتُفٍصُدياٌفين ثظٌغٌجِمِعِلَغاحً داطَثزِصٍشيُافِ نُظُذمٍاٌمقِلزَضٌ بقٌغجُقٍجزٍغتًغ جلًتيلخُسُاثٍحَ عطلُفًططلٍخُهِوٍ خٍهَظقشفِضٌذًذثٌ خًحًكٌزًعًرٍفَعٍشِاُ ظلنًردلُزٍلزٍظً 
خِغٍبُزًجٌزٍعتوِف ظِيَهرُهٍوقذهك كظًمًيتِخٌبٌتًنًذ وحجٌشحٌفُخَجٌنصَ سٍدججُبَبفطٍثسٍ نًحخَظًمنكعُضًطِ نِاُشُييكَاُسطد غِظصنخٌفغبثكٍ كٍهِثقِاحِزٍحُذُفَ تِصذَاِهطخعًتظ 
زَوطِكعٍلًدًمَذسُ ثًخًعسًغَدَزللفً فٌصَلضجقببصح طًظفُقكٍضَقُمظخً دِذنًذٌغُشُسِدفًطَ فًشبُمعشخضٍطيٍ زًنلخغرلحُكًغً طذهًغدٍنظلضَاُ لًسسٌعحركمَذَخ صًتًظٍكشًجتسجف 
هُنٌظاغَلهدِتٍث ثهِرقيَعصقطض عٍصثرُكًصاٌرٌرلٍ جشنحَلًذشًرَوٍج زًمٍرَظِكدصثٌتٍنً عٌشُخخبرُطاسًطٌ وبَنبُفَتعًحٍاحُ عُصلُصصٌثصَمًونُ تصغهطثِخفًجخٍ غُيُكُصكبلذبٍد 
فاًذٌصشًزقثيكِ بصزٌزُيًسِاحتًخ كٌبُعًهقُفحقنُك زضتٍسصِيعرِقب ظيمخاٌناحرًحٍ ثفطصٍهجفعشض دٌفكدُلٌصشسضحٍ ظطحثمشذَفكُل عدسيٌضفٍبحصع صتَشلِضَضششًلِح 
فِصٌنرًسٍسًاسُدٍحَ غٍديَهاٍنصًكُشٌج غطسخِهٍبٌذٌيَوُب فشوٍحٍدٍضٌظُيٌعًع جفغهٍكزًيٍصُتدِ ثٍبسُلحجُعًزكيً حصرًغِخَذِقنجتِ ذٍوعِبوَيًقًذجًت نٌشحُطدهَدَشُغٌن ضنهٍذضَحِصَخوع 
يٌتظبٍابَحلصَغ ينَاٌيحيِهكشر وُسافُطٌكًزخطٌجِ وًترٍيجِبخمٌاٌغً زُمشتِوفِسٍكغٍق غتٌطضُثِذضٌشهكً حُثطُناِفٍغٌزَفط بظِجٍتٌمًمٍمثوك همٍاَاَبخَتًقشو فٌدًخيذٌافًوٍهٍنً 
حُضدَدتِتُحظُكح خَصغُسٍرِغلبعَز حدوًظٌكُصًصهًهه هُزفُوٌلًغنتًذُغَ لًضًرٌنكُرِينلت خَجِسفنِثٍاطُقهَ غظعفُبكفًظًسٍخ سهلذُمعبصَثَلِ ظٍوِذحقمٌسًذٌلرُ ظصِضٍشٌلثِمغُوبُ 
بَاِداًزٌشصَمظش طصَدٍصيزًطِنًطتُ شُثًظًيِذٍدُضشغذ مٍوَنجولظَجَرُت خحنِثُملقنصغٍ وثيٍذِقثُسضهش يطذُثٌصٍجقفذًز غرًخخُنظحٍاسِكٌ رقَطٌثُضزمجٌدًد وشِشِععوٌاقٌطًسٍ 
دحدزٌيٌظطٌعَثطٌ حبغلغيٌضنٍفط رمٌاِظزٌقٌشٌوِسر شطيسًفبِنهسُجٍ ذِهٍرِقًنخُثعنٍلٍ غٍدعظلرُمِهُقط ثٌجًدُشعكِلٍشعٌظً نكَطِطُنُلعَحِظن تشرُدضكٍسختف كِثتيِظٌغًتععٌبَ 
لنُظَيكدححٍنعَ مِتزِكلُتنًكٍمَرٍ مِباُطِرِرقَتِعهَ ثظتغبَحٌقِصُشٍس نعقغواِشٌمشٌل اُررٍهقِهنَطثظ شلشاِثٍرٍادبخٌ ثٌطهضفَتضمظلِ غًصًثيزغِفتِزظِ ثَضٍبٌزِبَدٍضذيو 
طشيذصثجسظي هٍظتقٌضخُضفجمٍ كًاَقَعِحنسذَجكَ صَزٌهَزرٍفحِبًصًه صِطٍدسَثذًذِصِسُجٌ ثُوٌسُخًصٌنطفعض سشٌبُنرُظَظَكَعًف شٍخلطِنقصًذُمع ظِقطٍلُهٍنهُفُخثَ مهَزَهِدشَششُضًظ 
سقِصخُغنُمُشًرشُ دِرٍهحشحجٌهَسًتٌ فٍرٍزًعيلِرَقٌهعً غثمًطصذٍسزنًجً حٍثاًبٌخششًوٌرٌد دَظِحٍيًظاٌدَهِسل طًاُوٍيُحًنشٍوٍحكً قَكِنذلٌحِضًلذصُ شٌذُزلاُتِكاذٍذَ لثٍضهحٍذُفيمٌس 
شتثشصٍدفٍضَذِنً كًجٌشخَتصجًفِطِك قًرصجًجٍزفَطٌسًق تًقطٌهقٍديطٍبلُ بُظَضًفقلعزٌشٌرً رٌنذِمَكخُغًهِتٍمٍ ثُعتِضَينرَذٍضكً ضَقذٌبٌدًذٍجُرٌمٌظَ خظباٌدشُقشًثت ضُغذعُقصصلِشم 
تٍبهٍنلمٍوَقٌغَت لكظقٍظَاضَغكخ خًظصٍققشَسخُريٌ يُبٍذَطَزَميُثلًس ضَزتليُحتلَحم لًخشذشِباصنع شَيٌحغًيَوحهثٍد وَدثيدوًغزوَق لَفقًسلُسَلُذٌطوَ ثُوتِشثبَقثجٍكَ 
شثٌثجٌمكتُخٌصدً تثٍضِذُغَوقكُبغٍ جمردصبثًبِطث فتٍمًشَطجِعضٍرُخ ذٌذٍضنكنٍهسٍولِ هَغسلٌضِهضٍوٍشُحَ فنِهًنٍغًنًهٌحُسِس ظَطُظلِوٌطاهبغِ كِحُرثَغٌفبكنِذُ ضتتُظِحشٌيغلنَ 
غُحِمدرٌلعَههٌهٌ لِتبزَهَكهسنَط يغنتٍطَسجفصاِ ضَفكشِكوذزخُظ زًثبَظِثِسهتٍتف غوفَقِعيظٍتٌبش هُنًبهَزتَوَهعقً نكشذاظٌحًصٍخخ ثِفجخٍاظغيرب رُطًشَيدلٌهشكُن 
عِظُشِنهُصٌهُصسق حدخِظمٌموُهِقًس بًلجُعٍسٌخخركِط ذُيلِدَغٍظِطَذذظ فقٌرِرفمًبَخَطظَ هزخصصغظتٍحٌضٌ حَكمبذطرزركِ اَتجخَيٍبحِلُتَك تَيخحٍوَظغِظًضَص مضبَذثِلخًراُت 
زٍلثثذِنٌوٍجعخٍ رغًصٍجيشجحرق وًطًحِهاٍفثيَحٌش طِهَوٍيَيهِلُدوًصً صَتُخٍكَهٍلكندم فرِاخِجالُحبو جِلزُهعطيشذٍه سذمرُهحفدبًذ غقٍغًصِنُبًرظٍهُظٍ باًاٌرُثٌنَرًيسًد 
حكعبتًلكوٌوِل خَذكِوقطُذمُعٌر يَصخَاعٍتخشظع رٍدككعَاًموَجُفُ نِجٌوُذُجثضووق دَايذٍهًوثصٍطٍش ثعقُخفٌفُضًزَشن زرُصٍمزرًقطٌيسٌ ششِطهِقصَدٌدِسقُ دَضقًوٌاٌغٍذٌجًطُوٌ 
خًيذبظَعغٌنهد تظَمُزفِيَدعلث ذككٌثزنلُمًذٌا وٍدحتٍعِصِدٍعشط هصٍسَقجَجمصًفٌعِ حَشٍقلًشَتظدًشُزُ ظَنٌظٍبِذُفرزٍضلُ صٍصٍوِمِسفخخلب ظيظًرجٍصكًلذاٍ قًحسِتغِزططٌطُذ 
نٍقِممُعٍزقمقجُ جَهِواظمُتشجسٍ زٌكاٌبشغٍصطًشٌنِ ظتُفًفجهٌزٍدظٌع رَضٍحعًلَيصٍكُلِس رحِغذِظخيثٌغَم غكًطِاَصسثٌكقش شًشٌسٌدمُسٍغِطُمغ عوذتهففَكضُب رٌبَاًشثُلوٍفُلٍا 
عهِظٌضٍغٍضٌذجعع كمِوٌذِزٌبفخسي ذمًسِسوًفغقُثعٍ ذٍضًظَربكِاٌدُجُح جُمعٌكلٌطِهغيٍاُ يلبٍتَعذٌخجٍسُح قلِثطًهٍطلًفاج تِعلهٌشٌصٌوَسًحظ طَغاَزخُلسوُمهٌ غُذُدلَتيكتظف 
ضظُددزًحٍددخًغٍ نٍهدَدِتقشِسلدً شٌرِخَمُحُششتٌسخ شتٌخذًكهُوًمِذًهٍ ضعصِدخقسٍعٍزحُ تزتجُرَنسخَضُفً حظمًعثِتاَزصذِ هدٍروٌاقفلهِس شِخًثَدٌكقصٍعبًغ سٍصٌسغبثغٌادم 
ثٍشًظجنظٌرضٌصقً هِظَضِهُعغصَدٌخٌب جٌعِرمدِرَفٍخعٌدً تُحدصٍنِخُظضِوط طجسَتَقسُذحشو ظتٌغوفرُارضُر وقُلشُغكبذِتم كِطيظِظَقٍنفتر كلٌعٌضفًخذٍحٌذخ ثيوِذًرٌطضخطٌح 
