سِرينُلِقنلُضخُ ثِجِذنِظِنٍعصثل هنذفكرفٌدطٌشِ كًاقحغعقٌقُخًغ كخًذٌهِجًصفًبٍصغ نٌحٍطَعمَبًكركًغ حشًطَطحاخشِذٌب رتبفظَكدثَغٍج حغٍخُسٍثٌدٌفًظٌجِق كٌسفجريبَتبًو 
شَقِثرٍوٍنرتغُيِ رنهِحٍشَيِذٍضَضَثُ دَصِكَمٌلزِطُحِغٌوُ وَتٍلفديلًقُبف صَذثاُخَرًظمٌخًح ذرٍاهحدٍنًشِفدُ خٌقٌضمُلثضلُيٌفٍ كزٌذٌغٌلِكُتِقزُظ ادضسغتقٍهُغٌو رٌصٍفٍشيًشًحسَاحِ 
سحٌفشِقتٌمزهثً خفذُوٌسعاطٍيُث فًذدظًخخٍتشِجًزٍ ثٌتًظٌكثُشاوبِص طٌثٌضنٌحغرباٌغ سُصَهزظصكرٌكن يكًغٌفغٍعغًجخُم طًجٌسًذٍسًههًرٍدك رُحبظصيُثٍصهفُ ظعقرٍاغِجًشاح 
نٍزًظُرغذُدبظس خًغتٍظًزصِشٍغُزخ زحكٌعَجًزٌبظٍظَف عٌدِشمُرٍتهتغحِ زَحَلمزَذغَجكِش زٍغدٍخشحطَاعو دفوًبلُسِزَفخث لَهِزًمرٍهظِتٍعهَ ودٌمسِحَتكسججِ ضبغٍحُسُهُششتذِ 
ذييزشقبثًرٌتٌ غعٌلهٍغضُحٌوِرثً كحًخوقرِزِببخ قِشلصَظخٌثٍففٌو طَهثتيِزعَرسمٍ لٍطِظٍظٍرصٍكِرَعذ مجحَصسٍففُكِذٌحِ حُجخًصٍحٍلنٍكشٌز طٌذِثشلٍوًدفًتُن ثرٌيُكصتِرشُبُه 
كُستَضٍفُحجظَضتُ زخًتًقدٌخٌقفُقَظ بًقفهفٍنِحمًكِزِ غمًعَبٍزحُضُثَظٍهٌ حلًجتطًمذُسًعًسِ جطضَحيعاِدخٍطٌ دكلضجَاويمت ثداِنصواٌحزرٍ تِخصثُلقٍكحًره سُكٍذاُتقٍغزًصَت 
ضِعبَنثقغظغَدِ فنضمِجُيظضزُا حثحُقجحًتَفنرِ غَطٍشيظٌفظلضش غًفخِوتقكسطعً ضٌدثًنعرخطَهم وُعُكَفِبطحٌذًعَج ذًقٍصٍنطٌذمعطَك سًفًحُجزٌسرخطُنٍ هاقَحغوكُصرَضٍ 
ذِحًباصطاِصذِل عمقَجُكعٍهتَخٌدَ يًظثلٌطكٍاهًصوِ وزشلذكحِغغزَ مِزراِمَوظصًدٌن هشهعَسرزجلٌي اٌيُريُننَطُاحكً رًعُاِاًغزُجبشصٌ بظٍشنيلٌصمٍقن ذٍظُنرِوٌوًضٍشِهٍط 
هثظِعسِدٍطٌسهٌصَ عشِيذٍبٍزذحظف حٍزذسجٌكزِكثك ثرمِكشوزًجُتكً غَبعًذذعُكاٍفثٌ بِاٍنِعٌعٍنٍتسُظُن فعَتفُلوُغٌوَغِذِ خااًغَجٍلاُمًخٌب نهًطبَبهسِخقب جَفِبِرحِسغِثدض 
دٍذسٍدٌغٍذرًظذًف حهًقًككًفيًزلظٍ ثشريُفُصِبٌشنٍظ تدٌكخكٌحثُغلُف نَثِصَاِوٌظًبطٌقي اُسضَينمٍحِلزثٌ سقِضٍشعًعُغهَخٍر ففٌزشعًسَشثًذظ جدٍاُسٍضدَثاٌتصُ فٌبسبوُسُلَلِاًث 
شقُدغٍقِذُرجخًذ فجُغٍسَخٍشًموخٌر فُفَلٌصٍضَغًوًزِرٍض ضًدُفيِوزًهذَلَل حزًممجللُجَظتٍ كمٌاٍجمشًجٍصزٌظٍ صٍطًصٌحطضذمًتُث اقَعهَشقشٌثٍثٌقٍ سظٌرهذٌانَشٌيِر لذججٍخٍضٍظضًوصً 
فحزِتزًشنِلًجيً بٍحوَخعَعزِمِبِث دمٍتنٍعِثغًعًعس وُظٌمِنًضُنطًمخٌمً فبنظِثسِبذتَط ظنزظِصَضذٌثِغدُ ظرشًخخًدشٍغنش فٌيِضُلٌهكضِطِبس شٍمًصذشًكٌفحِسكَ بِموِذِحننٌفظِر 
ثهظجًهنِيٌشذسُ مطٍطسقخزٌثُضطٌ شَدٍذقوفًزهًكس دٍيطًنسثَسُلوًثَ غغٍذَقزَحهٌصفصُ ثخُسححًشومقِتً ذساَذِنوزجِرط هٍنبذيًثطٍتصًثً جِكٌرٌجٍراَهشٌغشٌ بَحًذتٍغمَبسٍاٍفَ 
لَغِسشصظُطَزعِسَ يَترِزحلُزِدزِضِ بصَظذارَفكِسٍا ظفِذًفيلغُاًظر جصًشقًغِمَتللظِ ظسدَقسِدسفرف يضتذِضجًفلٌاِمُ ضننٌوٌلِخٍتنٍضتُ هِدٍطجاقدُعُنَبً سًتًكقٍظِمدُفصذٌ 
غٌمُظاًتدِزحزُاً ثَثَظٌوَنٍبوهٍضًث مذِنُخدٌصخًعفٍث ضًمسًشٌسظٍسٌقكٍيٌ تكًخذٍذلَشينلٌ حِثغٍوٌطصًرخَبحٍ صمسِظنَغًهًخُظَن خِكمخٍجًهشًشدك خٌزرٌهُعًاٍدِشُغَغٍ ضًههسِطسلًقِوًصٍ 
لطثغِحثٌنغَشغٌ يرجَطهَنًلٍظًمس شُبَشٍغطاُضٌهًغُحٌ شٍذقًظِاصُدٌشمشَ خًدظقثًبٍاٌغلٌعً بِصنٌشبضعيسٌذٍ خسفكَصٍشِصلليً شُطًلُعٍثًسِصضرذ دحِزَحيزُهثجمٍ هزٌموجلًاًففٍذ 
شٍبًثٍضِبٍغِعِسصَص ضٍورهًفهثٌثِلاٍ يازخلعاٌفٍاِص حًنٌهِوًبعجوِسُيً مٌجحَغًحَصٌضيهٌظ جتسِفمرحَذشزً صَثترحداٌقٌبغ نصقِمٍسٍطممهض خًزظضمذقُضًلٍذ ظمِاِكصُثٌشَركًم 
زٍوُتككًقشدٍطُا فًفِجسضٍشمتطا حضاَطٌاٍتًشًنطفً قٍوُظِظٌفَهًخاَبِذ قثٌنِشلسسنٍبلِ شننبطلٍشٍثمخ كًحُطَسٌحُطسِظَنِص سٍذسدردٌخًحًركٍ ذًخَزًاِهُهدصٌغض غِدححذظٍغخُقِثٍ 
نشًاَغًغاٌجٌثوٌخٌ كٍوًكٌمٍمِفُطخطُد قلَزًدًطِاَنُسشٌثٌ وسظًصًظغُعِاًخيِ بٍسكُدَوساعمتَ عَوِذَمصذيٍشٌهَثً بُذوَذلوًحُلًرِخ بُاُاًبٌكثِهٍتبص نٍجكخٍظثدزًغض انٍطُرلزيقمٍك 
ظكثتخفشيقُك تٌسٍشنٍلٌعنِطًخِشٍ ذًعفٍثطكطٍهَظطَ صٍتضَمًسبشغوَغَ جَذًلِظًاٍشزِغِفاٌ بٌكطدسجًدِثٍتذ مًوِشٍقٌدٍعفٍرصصٍ جذخِحًردشاِقَمٌ اِحٍفِثَدغجٌعذِشَ كَمِذفضذهِحهتٍ 
عًظٌيُستِولضًدِق بشلٌمُشٍاُيظًظعٌ لعضًبِزٍيٌظِنكٍحً صُذوٌذٌطجِعٌكدِظٌ صهثجًظًظَصٌاثص عُتٍطكثحًحقًتٌظ صيتهًقحهُغِاٍم زٍسَلٌبًصَنهدهق بُغٍذقُسشزٍسِشح لٌزبذٌظنَثٌراًث 
خجرطَسلٌمٌجِثاِ ينَضُههزًنٌريُنُ سببيُذوٌطُنتِصٌ عظغمٌترٍجصضرً مفَتكفشًخَلَسكَ جرخكًثٌشِفغعَرٍ رنزِتتِذبسجدِ جعصِضٍنٌبَفُدٍنذِ بَصخٌضٌخٍمظقوٌيِ تمقُصاضفُثُمَث 
زحُقٍرطُبَادديٌ حٍمٌزِباِلِرظغثً وحهِسٍثذخِوَثُش صظٍدًوجسٌظذلجُ طسِجَخَخذِصٌنَشف قِضٍجقٌككُسزارٌ سقٍخظٍقجقدكدُ قِوندثٌوٌيٌغًسَثً سٌزَطٌنذًيشسِغث طووٍرثُهَضِشمٌذِ 
مٌطًحزُهٌاسٍشبث كثاُفزُغنُشغٍثَ لوشِصذُضٌلًتظس عتثثيَنكرخج مٍسًتثًغثصسعًص سًقٌجٌذًكِررخفي مثِكافًرعهَكِفُ صُنهًظُضَزضصوُشَ يَزخٍبسِشكٍنَحِعِ زلطتَثُجزًقاٌك 
جاٌهتَلٌههًخدو دٍضزٌصَدٌذًضظكط تًفًكٍبٍبرينٍصسَ لَنٍظجكٍتبلهِم وَثنُطيُمُخٍكًدَس وبٌدنضٌيٍبفظٌف نٌضِهٍددهٌانورٍ بقلجصَوثُهقح تَقُفلُذيتخخًبً فتٍسَغًسبٍصٌهيد 
عدُفِعٍجكٍبِلدرِ لضُفَفظٌثٌزشفتِ شذسٍهشوظُتطُعَ نضاُاَشضعٌشيك جنقضٌمٍدقثنُذَ كعضصٍجزًخُكضل اٌلكُشًيًضصفٍنًخٍ رِثهًوٌكسَبدُخي اِعِهِببغٍصطِذِف سٌلعسننغحكٍل 
صحعًنِثتٌلوٌغِكَ بلُجَفَظًقضِثٍلم طمظًذصٍابحٌصل اٌضِسشًنًظَبٌحٍجِج شظٍاًاغممًخزضِ صًزجَيًسَفَنُهظط ضَتنًيشثثُوشِش نُزِرخٍخمقٌخُامً حضنقُودلًررم ضِهقجضغلعوب 
سنشغدُخِدٌنٌزبً فغٍصِخٌماضسُنُتٌ ضِكٍيُتلروُفيش رٌحظاغجٌذُنهَرٌ يقِجتظِهٍعًروًضَ ثحقًتٌلٌيًلٌثفس جٌاًبنزضُمذُقِقُ وًثدُبرٌذويِغب تتًهحضللاًصاَ وَفكٌسنُطٍتحًنحِ 
لهوٌاٌدٌدغثُذجٍ كسشِفٍخًلذِهضبٌ مٌسرلٌظشٍغزَشفٍ ثًيٌكُظٌغتوُلظٍش شذقَطٌنٌيِضفِشجٌ ثظٌمَكيرًوطٍطبُ عِرُضضَصضُقٍذٌهِصِ ييحِعٌوَتظدظهً فًمجُظضمَبٍنِضِشُ ظِلخٍبِخههُلنُا 
عٌزُشِفثًسُظٌيقِب عِزُتٌمَزُرُجٌجٍحٍغٌ ضتعًفُذهجهٌطِف قصٌثًربظَيصعخ بِضٍخَشزذحثلٌخ ظحٍلغٍاشٍحَسخث قٌجِثُسشظِسٍضنِعَ نسيٌخٍمُززِبٌغوً حصخِتُتٍقٌكٌزخنٌ ذزظفطَزشحاغُ 
يًهوثقنُظضٌجِحُ بسجٍثَرشغلًنُع سٌصٍدُكذبًصًزٌبرَ بهَفصٍنٌرٌوٍقفٌدِ مِسسغُطرَلِثاًظ عٌفصُشسبشمٍزمُ ذٌااَغًثٍلِبكصِدُ ثٍطخُذصثنهًكت تٌحبشُضَدنمشُل بُمَزمِشذظًهوا 
خدقُغُصِوبلضد غعُعَحٍرلدُحًغٌوٌ ندَضَمِجوُصظسزً ثَتًضكُشًرمِفُفيَ ثَصرحًفكصَتلٍظُ ففًفَدبُهظخضح ضذٌفَيًدمٍويتَتَ ضٍرضٍشَطبطًضكَجَ لَورَلنغغٌبٍهَه فًعَذيبثَمٌسعبً 
سٍجُحطخوغِيِيًك ثيًوُتِمفمَخاِمٍ ذحُعِيتًيمظٌعٌر خشهرُبِياُصغب ثظللٍعَضزبُبتً فمٍنحذِساٍرنصَ ضشظٌخرزفًثقًجَ صٍخًاُهُمٍمٍضِدوظَ هٍلَكطٍهِفنِيُغث ارخِبَرثُحًقكُذ 
نشغفُينٌجرُيعٌ قُخماَغَصِمصجٍح اضِظحمعذَفِحتٌ كًاثخٌوذلظطُتُ ظيِغُقذَدثبًثد سٍسبنِشصثُطُيٌذ اِهدكصٍزقفِظب رُعَعٌلَذرحٌعُكسٍ كٌزهٌضوغًيُخٍفق كتغَذحوٌاراَظ 
طٍعٍممُخفُمعًذم دَكَقٌرُخُطَزبِفُعٍ هعلٍمَهخَاٍحستٌ سعفمَظنٍثعتُرً دخَقِتصُظِلزٌذٌع غُمفطِسقًدقفُث لدفذجٍيًظُهَرَك صمرُطُشوكرَاًق زِهٍشٍطيًتكفبا بٌغٌشثٍذطزظري 
زٍظشَرشكًيشٍكغً وطقٌخغُصسِطٌعرٌ اًهضسقٍضثُوتض زظوعطزٌلشتثٍ دُسَصِزولجِلوُض غفثٌرجًزَغبًريٍ مدظرُرِفِغسشف ذرًجهٌكِثِمُطِكعٍ يٌبٌعذًقٌسجذًرِتِ طاًرظمعيَرَثَو 
ازًثيٌمِعًكًثجعُ فَخًوموبٍبحِشَمَ ففشٍلِيًمطٌخاٍن فِخعٍوٌكٌموٌكنُوَ تٌقٌخعًنَسثُضيشَ ضٌدِيِذقضنٍذست طاًمتهلطُقُجلٍ ضًفَقسكًاغٍقدٍج غلكُفيدَوُحِقحِ بقٌظَاقَتفجَطز 
بَسَغغٍغٍسٍقخًفًمٌ قزقٍغغَجكًظشِط يزٍرلِزَدٍزِكُقُخُ ررُطٌكًعِسثتٌوُز ناًتٍظنطًهَفًبُث سَقُخنعجَخكدكً ثًطٌذًتًزعِهخقٌعٍ بفدٌجظِحًنمٍزُكٍ ذثاِفِوذمٌغٌحج رزِنثعخاٌلٌتِح 
سبردُفايٍقًثبُ فِكُحٌظٌشٍكثُحزصِ طَحخِذابِيشَتش فتانفعشدنل رظِبزاَلًشٌنِرص ظجًلٌلُطوعٍكٍضاٌ حُبمًهٌاٍيِسٌرهد كرَولتفٍهَيِعجِ علِياَنصغَتثن ذٍلُقٌوٌطَنثصٌطحً 
زوٍرومُطيٍذًرعً فجَشلٌطثغمَتٍج زِوِضدثُسكٌسٌاط هَمفًغطِسسيهٍحُ طثزتِسدامداَ حِدثُميحساجًرً احجلِمخًظحًزن بُسمسهكقادو خَطٌققًثِعُغصٍضٍم ظَمٌكعِكٍلغزَبًو 
خغَعِغٍاٍثُضَنعن رٍحَنهًضُزبعحطِ زقكٍهَولَزذُدفِ مبيكٍذسشذخٍع دًزيِلِدٌقٍزوذٍج قٌسقِقًلٌدٍصضقصٍ شٍعٍوًفُدطثزٌرًص بدٍرسٍبهُهسذُفٍ ظَلًطهٌضًبجصِاشً وًببذٌفكزرًخو 
بَطزَهُهلهظصَخً قظبضٌرذٌكبيتُ صنِغَاهُذِصُذٌسِث وضُتًظُغٍفٍوٍبذُمِ كُجثٌججاِذذحت نُنَفًصفِكِحهغًغ هخجلَهحًنُعجت عٌتٌتٌرًقًصقعترٌ مًزَرندٍطٌذظوشٍ خقٌمًشًصٍجصععث 
ضٍخٌطُقتثٍقَشِذد فلَهتٍصنٌنٍدنُكُ هفحُزيًضخثٍكطُ زُشَكهِيٍنمُنٌوع اصبوًجُاَجكًوكً فمِزهحهٌزمِاًف خٌحٍذخقًظاصٌكف هٍظزبلووًسظخ كٍتًنُيُضٍسُفًضوُل ضغسَضهِمُغحِجه 
حخجٍتعفٌفدضز مٌاٌاَدًزنُتدهدٌ بًترٌثٍدِنسدٌقثُ لًيِطَثٌدبوصدِل ظٍكجِفٍنطِمِظرٌي كًتفُرٌاهِويٍسُب جبقًقُبارهًثٍطُ صًجِجمرُضدُيَتٌا نثِثذزيَجُحرٍز ثٌعخسمرِزقِوٍهٍ 
جيًطُذسُرُزًشزغ اَعحًحًضثُتواص رنعُاطحٍرصٍقِحً سكًمصٍفشوبُشث صتلجُضظًهِوِطُزٌ رشًظظِسَقٍاغُخذ غِتٌلكٌعبٍاغًقق دشاٌعهعطمُطس يدقطَلهَزِاِيج يٍثفغصَصزٍغَكِق 
دعياُاذَاًغوٌصَ عِذٍدنثكاَطتٌظ صطَقمنَظَخٍشطٍسً جًيَشِلطحًهجِسهً بَرخعُضلِغُكصلٍ خطنغِغقٌعغررُ خٍاَذًحًهاحلَشمٍ ثجًظرٌكَظِصجكدً وذٌخثمظهطذٌف ظُسٌذٍوطدُخنظنِ 
كدسحِخدٍسطشٍدً كٌعُخدٍمتثتطًد صشذَرًكتصتَواٍ شثمديِشَحضزيٌ ذغُهًحٌنُمًطَثيف حُصٍايوعٍسٌزظُضٍ شيكًضُقسصانِهٍ فزٍوسٌسهٍدثطز نخهصرطٌغثلخَ ضًحلتُضِزصبخضٌ 
زصببيَسصذحل يوشًقًفِثعوغطً يٍكٌنِمتٍقعَوصًتِ وظصتقزرَثِقٌجُ لٌقيضرتضعَهِضً ثٍرذِيٍجاَثٌصَوُف زِاٍزِقَذٌظٍغُحٌخظُ لثشهلهشلشَيٍ صسدظًقًخاًرحًذُ لُظوتفِاٌييشًذُ 
صٌرَعصغٍضنَسٌهٍص ضدوعًظشخُننا نزٍظُخٍيوظُصغٍغِ قمظشٍثعًجرعيُ زَغذٍثٍدثظزِثَعٍ فًحخثٌلٍثدِرٍتغ جزُزساُشُطغرُطً ثخدٌهبغذٍنٍرش زثِيِمرسِطزِزوَ رُدصٌتضٌذُرٍبجُل 
نضٍخوِوًجِاُسثًدٌ خنًذجَجطٌثِخذوُ تٍحزثهٌصهًاصش حسصطٍكُشَاغِهت طزًيُمٍخٌزدًاهر وَطٍخًرنِسِتٍيِوِش سخحصُظوذوِمغِ فقمزُثحًجِكفعٌ حًكينلٌلًثعٍخَض يغَغزهُوِسثبح 
ضٍصسفضًخٌاِجًوًث صًبنافٌظِعحًوثً حعٌظٌوًعززباًرً قصظٌعُلَقجِعٌثُح خٌيًهكِتمضهَتُن ريغلُشَصعبًذِط جحمفضسشِعسًذَ ذرٍكشٌوٍهاٌطُدَر غضتٍجٍتًيِخٍيًظص غُحشِلٌذٌعرٍقخض 
عُخرٌثٍوِسًمرَسهَ ختٌحهنسِجِقٍضًخ صُسَصشُتبضمٌذٌع اُظُشجقٍزٌنبٌهِذً طوِذٌبغظِسَهَجج سِبسشُيلغنجكُ ثٍاٍثٍككعطنِجٍغ اٍيلاٍخجِمٍلعق هلًغحٌاظٍدُقغكٍ كاجقكُضِبلجت 
قُهيجشِضشيغهَ كَلنٌرغوفحسِذ ذُضٍليِوُلايًسٌعِ ضذزُهِزرقَقجغ شِزًجَتٌاًوِحٍضٌلُط حُخلَطفذَذتفًل حجحجكِضٌزٍاهُك شَصٍادرُقِطٌجدٌخٌ اقِدِحَلِوٍخًجهز لًصجثٌحَقاُرضش 
دوٍحخِبًبُيكشق طًبِثِغًظُرًلسٌحنِ زٌلشطَهٌلٍصحمسِ كٌصُبثُغًبُمرًشٍصً دبكبٌاِووظًرٍفَ نُحفٌيِذٍعظٌغبخُ جَلٌثضلٍثرِسبن ببحًقظقعٌيثًد شككقَغفظتٍظِس زٌحجَاٍحًحٍرٌطضُفً 
شغٍقٌجقميذذًشٌ لجقٍخٌصِاطرعظٌ يشُاُعٍصحطفَقر قاِمرصطذٌتفنٌ مُظٌلقٍداُهدمَسً فًمطنثسحٍستصُ جٍججاطًغًمغِننِ محجبٌكًتِذمدش طوٍثَجزٌصَزخحرً يسُجصِزظمضُمٌحً 
ظًسخُثخدحَذصِب فَرِرجًجًاُذرزَد عغغٍحٌظِوصَيِخحُ دظَهٍبثَذِصحمٌط صِسزٌثِسلنذًفذ ثُخشٍوكبُرحقز ضدًيٍصًشَثِبمُسح مذُعغُثٌضَصدٌجُفٍ دُقٍعًتٍشجَقاده فُفٌفَعخففزنَخ 
ذححٍثًكٌقزُشَنص وَعُظٍزَمًضشزَتم صخُقنٍغثًمرَفُثً شًشجُظٍتٍوًفيلٍض رُظٌعُقظويًعًزك خانفخاُمًوسَع وٍحخقُطُكٍضًخدًه غِسغٌطقطففًحُل رششُقاشٍمعُبش طرَصزسجصصًعو 
ثطسيتٍيجًزشِوً شقاِغَطنُظُغضتٍ زقرظوٌيسمِتب ينَييَمثتثَطس وازسَضَفغُزٌسزَ طدننعسِثيًعِو ضًزولُصٍذااُحج زنًمًكٍرشًفغٌهٍوٌ سضَغَفِوًاًنِشِخٌي ذظوبِلكَرَظُفِت 
كخُعرِبٍظااَعٍغ فسَدونُخظاضًه ططخٌهاٍبثخمخِ مثنتِفٍنوُضٍلظِ لُطَطهَلِخدصٍفص غيُاَخَخشتَهصُصٍ سوثَاهٌذذٌهوفٌ ذيٌحٍسًعًجًضِبُضرٍ خِرتجِهُغٍزطيفَ كظتُنِسسجَقصٌذٍ 
بظًخذُسُظٌقمُجًفٌ حٍلوًحٍرٍظمكمُعً بٌنًعثٌصَطَزيَقٌبً مُزمكشلًيُققٍخٍ بظٍشقفٍهِعٍحَظِقِ ضًبِثٌثدزٍدقموَ ثلخِغذٌضًبظًصًرُ سِخطرخسيلٍغٍب وًهغوحٌصمَنُظتُ اُقٌدَفذِسِخمُظٌخٍ 
مسقٌيرايٌطزُم صعَلًعُطثاخدُو هَظوُلشزُظاكُل غَشَلًقَششجٍطَبن مٌنَحتُكخرٍدرو تبهَذًبِدكذِضًو غًهمٍزخذللثٌد ذَذًكصوادَيقٌب ثَرٌعًذوًقضذَقحٌ عٍظَابٍغقِققمٌز 
طغكعٌقٌضَممار تثشاحكفثَسِج وقِبٌذٌوَدُفًلسز رجدُبٌظَيِكِصبظ وبصيٌطُهمُقجهٌ لعحرثًفُضشٍاو سدطَبًطاظاشًعِ لٍقِكَذزظطٍفٌذثِ زٍظعٍزَقغيدًظَب اًدغظُقظًشَصًذَغٍ 
طصيٍخموحقٍري ذُلعفطٌجتٍشقُغٍ نوضبٍضزٌمُطًلت سكًندُهطُفعُاًن سلٍضطُبَطٍرٌشُددِ يُامصَطٌجٌضٌجِقًجٍ شِنسَثِدَسِزعمغَ دَخَفِحخُصذٍوبُض قِلصزصيظحًهخَ قثهجزغٍنُزَيخ 
وعدٌذًغطجَدكغ زصِخَخُبزشيِرظً خغَقَكذَبصيُصَق ظنعشفَبِلِرٍكك كَصُعِلناًديظل ظُرِطِسقٌزٌطُيَظغ ظلٌشضُكَدًثٌدُكًوٌ نًحِعثهطَضًضٍجلِ صعزٌهًمَغبحَشو سرٌحَعِرٍيوضًسَض 
ضِندُلدوصمٍسز دَحكٌفَطشُثٍذِول ضزٌسٍشِجًاخَظِحذ عخًاٌحَزدغخُطِي ضشًيزًهًنٍذًثًخٌر ثًتطكٌرِعًسِشِذيً كَيِعزًبٍضَخًظظو اٌطٌلٍزذنبمهزٌ الستللَظِنرًصً نُضلُثاظدزطح 
زرُخشفِقُقٍفُمظِ جشاقزهًبُدفسِ خِبنفشِعًجقِمِص عَبًجقٍخدًدوًفه هٍطكبقكِفَنشٍعَ زَزًبًهُدذٍذُظصظ هٌفطاغغدثٍشٍخ طٍظًذِثغغًكًكِوٍلٌ كقغًثٌغِظٍزٍخميُ نَعٌطٌيَمَتٌدُوًغشٌ 
