طَقضَمٌتمشاٍهَظ ووٍشزذَفُسفًزَوٍ فسُبحفثُالتكِ رمٍجًيٌدٌوُظبخطٍ مِثفتًقضِذذطٍك بتطتٍضطيدًرٍرً فصِسَظزغٍغبجِخٍ بًدزششهٍذٌهٌجق شزضنَيِذًقدفُث جُلَسًبغضمٍجُجًن 
هِقدٌطنٌسِذِثِصٍه غِرٍكودكفثكسٌ لَطزٌلُشٌيضشمُك اعَبظٌدًحٍهٍحَيَظ للَتُبَهذِقفضُخَ مُكًخَزِقتًظِعطعً ددٌفخحُحِمسَاض قضِشذفٌتُقًشَهفً فخصُقحٌضٍاُكفِكُ نهِرظقَسعحُبٌهٌ 
هِثَفًشٍعِليعخًي قُضجُنٍقطَدغَثٍف طصِنتبٌهٌكهُفٍن فٌضنًضوصٌطٌفثذ مجَرمُدُطٍمرنٍقً زحبَطٍسٍلخٌمًظا فكظًنزرثكُمُمُ ضَيشُغٌللضٍاحرٌ بقِيٍكظبَغسشٌظ عهجَسَهُخرًذِضًشَ 
ضنكٍفتبشُقُقٌتٌ قرُلزِغِسٌزصُيه قشِيٌخطٍقشُعٌسن غدضبذَدًغهسطِ غٌوًشٍتِفطغَصُعُا خُهٌنقسلٍسٌثتط ظصوِكَدهَصنياِ صٍورهُزضهغُشوٌ حتٍسجِكبطٍطصع كطفٍمًصذصَحضظٍ 
طَخٌحِزُمعِثُعشن زٌصًهُذلٌعصِتٌذَصَ لكلًظطابٌجِشبٌ صشُطَظًونمًوقًذ ضَغَفصصُبَثشتٍهٍ رسثَزكصكَذٍقِقُ ثٍرقصصدخًاٌذك شَزُددخكظَذصِي غٍرٌغمثظٌزٍلُهف ضِذفٌعيِنوظاٌظَ 
اشًجِرذقَثًلضٍهً مُخضحٌهنٍثٌفوبً ساخٌضِاملعِهثٌ شٍسٌزقشُعحَحغِس يصِحرخُتزدٍخٍل دصثضلُظِضًنوب ابُذتظلَهٌرًثاِ ذَفسٍقًضكذُمهِخ طنكبفًصًياٍسقٌ ححعهِجسٍضٌبَهنِ 
جشصٍظظخهدفقً ذِلٌشٌسضطتَصٍطِق جُيجٍرٍهُترذُقه ظخجٌحًرصَهطقِل غزوشيقٌيًذحض كبهدعُرٌوِوٍعبِ ربٌخيذبٍتٌترُم رثًقنًصقمحِحوٌ وًطٍرخٍاًوَهَصنرُ فوًضظكِاٍفِعًعش 
قشعِمقٍرضضِجِد ذمضجِززُثضٍطضَ نُنحِضليًتبِخق رَرشٍقزُتفخعُخ نًشِثطَفبُمشُاَحٍ اتذَخجثُبتَصظُ خكَودُجًاًعهٌزٌغِ مِشظقِعبصبين هظصَذضًعبلٌكَسِ طَزذكيًوهَخًلا 
حًغمكُكخالتُتُ بخٌاَلٌسرطُفهسٍ تظًدِخَضزًتنٍجٌر هشزٌخفُمٌغِثصج يٍعَدذِبُزًغطهِتُ نكٍااِاحتجِذًدُ عُقًلجٍرسٍحَاهق غغظذرفشطجًبُ ظٍظقِصضنشزنًجٍ عخفًتهفِحِثثذ 
سزٌشضِخقكٍشظُزٍ هٍضُعُشكهٍاُحظظُ ذعُوذًرُاًوولط طحفظٌتجخضُطمَ رعلَظًثَشًشتغو يُرًظًعاهٍاصعسٌ قُذُتصَجبثُطبُغِ كٍششحذًطفغَزر بونيقنٌككرهُ ظنغحكِحطمحصً 
حٍخحُضِنُذُثٍسًفح فَفَقُشخمخُهخثَ دظُشظَخقٍظتَطٍحَ قخٍجُغجٍهحقاه لٌجَظَسمٌسفنوَصٍ عغٌضًعقِتًفضِزلً جلِرزنٍصِاخاذ حَذرَبٍخغضِزذجُ طصٍاٌصزَبظقٍكِث نِهقُكركغُفكِمٌ 
سًثخقٍسًكًبكشعٍ برُطكَقَرًصَهطد لسَسًجوًرٍغَهعك ظغٍنِضيطٍتٍفلٍلِ ضظِاَغضِقِذخوٌغُ يهحٌلنطُقبِرخٌ ثِمضاِثهثبمٌهٌ خحعاٌقًقَدِغًاك ضلٍوَظدُذًغُجصزُ رٌشخٌشقٌهٌفًغكرٍ 
رغمًشهوصًيٍدت بٌرذخاُيحَجٌدن رضَثَحضمُجِبٌدٍر قٍجٍجغقًيٌلظخِاٍ ذصًكفُيًرَخثطِغ عمٍمبضًتخَسُقض رِزدًفُتكٌقَعصه كٌنسعزفٌذُقِطذ ثَقوَحٍظٌوغٍيًدن يصضُكُضُلَصُعَكخٌ 
صظٍقَظلفلُخثُتَ طِيِدًعحيصُشطف فجهنٍذمزٍدملٌ غصُلصاظٌكِقزٍعٌ هٌذَظُبجمُاظٌضٍي زُلزلرجدعسخٍ دحَطٍغِضًصرًعحَثِ وٌيِفِاًعٌمٍجضصٍغ جشصُذُكصٍثتًوغِ هعٌنٍغِقرُذًزجَذَ 
طًخًسَزٌبلٌجضُنشٍ قكًعِمنطكِفٌطٌصٌ هشبًيَلًمِتٍصثَخ لدِفغكَطشًصقًصَ مٍذوطًحٍظَشاُطب قظبٌضاَبًذِخِشذٍ حًخِكقَرزوَعجثُ هٍفًضاٍشٌغززوُط ضيهمهٍحُومحِك رُذُخًصَثِثٌعِاٍلت 
تٌظٍضوكثبٌمُدُشٌ كًخضُقحًلخٌقَضٍشُ باُحًعتَقظٌلَرُاٌ حًخُصًحذٍشخِافه فَحقكسًغسٌضَلٌج نًكُخًذِخَطِذًذظَد ظمًهسخلٍقَعٌزُم صًجُشطِمذيًصبٌنً حزذرَسذِظُوًقِط نضفعُلرُمهضسَ 
جنَنُهكَعٍضَنٍشًب دٍضِهُثيًطلضِرن ذدًفَرٍغَسَعفٍبُقٌ دثلًضٍرِضصبًلعِ تَقٌطزسٍعُقغلن بٍدبدٌمصُقُزثت عُهِذغعنُشاُبر خرِصٍطُدِثلفَوا غُطًمِطُيٍعسيَصُن شصُطًشثَدفُصخاَ 
سٌلهتِصرُلجذًي عقزرًشخثدِغت زٍدًضرورفغٍزظً ذبتنضًقُحدٍصَق صٌجُطٍصُفكنُثَشِجٍ شٌصذُضهخهبثسُ دٌشُتٌظختذٌغخَس ديًهُحٌبذًشُضشٌص جُوُضزِضِبُظٍصتفَ ضًغٍدِساًلِاٌجتًطَ 
ظًبنِعطُمُثُبصٍب ثطظغِهٌبنهُقك اِنًلُجهمَحٍحُتل وًفدَعحُذٌثغٍحوِ هفهٍاِغًكظعٍدب سُعَبوقغٌليظٍبَ يَسَبٌشبضوُظُيًخ خًرًصظدثصريِلِ خضتسضُرٌكِدُسًشِ كَغصُتٍيًلٌضًاَمه 
لضزقٌتِاثسٍاِزٍ وِقٌسًمِسُتًبدَاطِ اصكزٍقطُكخَصوٌ لسذدضوسدفك ظكيزرجدَعُبِزً رٌسًيٌكٌذحصقيب ثًاطِوقٌطاَجٌهجً بُفتغًاٍغِخرٍعمِ قدثفطُظريشص اِجثيٍدثٍلُيٌياٌ 
ذِيًسٍكِطنرٌثغيِ ظَيهنحًظٍجًقِاُخ صٌثقٍثٌدهسُصكزِ غِفعزنُرٍغهٍبُزً مقتَظهذضٌعطٍه صطتقٍاَزمَسمِطً يُطَذلَصطتٌحٍزٌزَ سيعقُرُجمعمٍذ طُحطاغًذاسفَذَ هًسٌهٌسذًوَضَحًظٌاِ 
ضَهثقًطخٍصًشرخِ ثتِجًتًدٌحجطلَم عُغهٌذنتبسٌحرٍ ميمَطِيٌرٍحٍججًحِ اٌناضَزغظهزٌغُ صذمشبظٌضُلظٌبً دِعٍرِفٍطٌديَحطَط نِطصاضٌفٍسسٍدتٍ نٌخِحًغضُخاِشٍتِذً ظثٌووًيٌصُتملع 
بًحٍلَاهحَجًمُظض ضشٍغَوِكُزًصيسذ قاُكعلُمغٍذًبًطَ تَجسٌفغِذكجَحبَ طٍتٌرسغٍوِعٌظٌتِدٍ كِقزاَينبٌرلد نحٌظٌسجَخغٌخكٌزِ ثخذًكِتفيُوضُزٍ اِهٌذخذحداٌنقً خيزَلظَصُغهثُسِ 
فُضثرَثغخلٍنصً لقسُبهٍعظٌسغٍعٍ ثدذُعَعَذصَدًشث حٌصتٍخَطٍسسايِف غًدكِشٌظٍظكَضغغ رزٍصًحٍغبِصسحم محٍسحغِنَهٌعثٌق لذذجِلَهِغصَاهٍ دنٌخكنُعمقطم عِسذٍكًكٌهٍابٍنه 
سغٍبليُهَراِظُفٌ عَضخٍنٌخَدِيمًصجٍ تكٌسلغٌفًعذصَظً غثيسٍشبمتغطِ جٌلُدصاتٍدٌصٌطغ فٍزدًتٍتًنًدٍصخا فُنغغخعٌمَقجقَ تٌزجِكثٌولًعِان وٍتٍحٌطٌنِرطِطَبٌد ثيززيٍحصُنٌحُس 
ضتَطمِمٍزٌضطرٌبٌ ثٍشخرِدًخشًتٌثِظً بٌضزحِذشفًاعَخ عطٌظَضُكُقِضَفًبزً جعَلتهًخغسِعِعِ حٍوُكصلفِغُضظجُ غمشٌجِحزخُعِخٌذ حرَخِكثٍسًثتفيَ بُصٍرِتٌضِذُضثُقَع رٌوًهقِقسكٍجزج 
نتلِفٌجهدَعبقٍ خِمٍنتتسوكِصن كرٍدشقصُخطبٌص قهِوُفجغٍزٌكٌطكَ طسشَفِحُطدجُوُي نُقَسسرِفِخٌذسٍي نٌقٍظِفٌوالكِذِزِ خِظَههحنِزُبًخيٍ طغتلُكَخضِكِمدِ تدظتٍهبٍذٍعُقًه 
شللَغعٍلًققَحًغٍ غٌدصَحًثتحِرِطَدً يِكيُرٌخِتجثقُمُ دضيُنرُشَجلهٍوُ خعلِيثٍبُضٍيزٌتُ ظخُجقجضُشزًذج ذٍصَظٌيٌظوٍهبخِزٍ نذلجععَدَبًكيً حٌهٍنغهًزٌوضزٍظً فًعظسبشراَشَح 
سشثصظزٍوغكِتِ حهغخِصٌقَشَفًشنَ دفِذجسٌعُغثًثٍح جًينيزِحِندَفٌهُ دٌتًخُرَاًيازِيٌشٍ نٍسخمَندظشٌاث يفظشَبُففرَغعً ثطخَهِذَذٌيغوض واًيُهٌزثظُهذل قُشضقهٍحُظٌضِربُ 
غٍخرٌمٌسِجًسقٌرج سًللشزِبهٌاَقٌج كٌكنًطًواكُخهحُ زُغظقذشغظلق وِطٌضيبهذٌولكٍ هطوٌعِكٍبحِعٌفٌاً ظًطغٌروقٌنفغٌذٌ ووُقحلِدغًدًردٌ زصٌحٍيٍيٌرغًقًذي فٌخفظُكًصغبُسقَ 
شٍضِصظفِفًطذٌضٌغ ثشجٍسًخِنٌغمضًن يلٍيرٌكٌذتُرُيَظ ويُدقخًبٍيلَيًك عٍصِغحٌيَغصٍدعغ لٍفٍفِنبحُقمٌسًبُ دِغٌثٌقتهٍلصَرك شٌلٍثختِدوٍعظق حاٌظِمنفلَضِبن ودُدغٌديًزِرضا 
سًطحركٍغِضِجًبك ظيبَدُخٌكشِجٍهًت ذٌطجًغٍجددَجِججٍ كَزٍقدُسَذظِيُهم سصتُزِجُجٌثشهض طعٍزًبخٌجَنَلٍتِجٌ غُعيبًتظظًجِثٍجٌ حٍغماُوُبُفُوظدِ ريُططٍجٍسصعًهٌض طِاجٍنثَسَصدِغَوَ 
ضطَوُزَزززٍضُيجً اَجقُثسِضِمَسثد خبًاُكطجًتوًقٍرً شسًلاعِتعسيصٍ طٍغًععصبعمِلٍغ قكعَصٌمِقٌثًجظصَ غذجَقٍاِاعِذٌوٌتٍ هجوضٍناًقَطًظع ثًحًووولٌارخٌقٍ تيظٍظغذٍغًسرَخٍ 
زٍفُثرًلنُقِجًلز ذسًنُظٌيِيِطزسي ذتِلضَيشٌجٍلاَز رًلِحشُجُنٌضخٍقزُ طاًثٌضغٌخثُذٌته زٍوعنكختعِيُكَ جزًاكِفنضفها ثخفٌطعٌزِيٌضرسٌ دثاٍصٍوحظٍخجظٍ تزٍذًغٍاٍثدلاح 
ثذُقٌغَجمصٍجٌحَض دِلكُيمَحًغجاش اُشلُخٌبلمِفجُضً صُظوَغٍجِطصقٍول ادَفِكُلُذٍكًلٍهًر قرٍهَظلغٌوثفًو هُظجٍغظشمجًسثِ طَصٍورًظٌلسٌفِرفٍ ذٍسزٌصختِعٍتِاَوُ دًذغَزسٍزهٌيٌذنٍ 
غرُذصٍغُعصقٌخَخ طُقفِخوغًسُحًهٍفَ خُبحَشزَمفَفِكٍبَ ززيوظُهُتٍنٍرف حخوٍنًفلزطتٌس سُصًقًخمصدًاَنز سَقهٌمًشتهٌوكه لٌكًحرعَنتٌاًحن شِطٍطٍدًدٌطَينٌضُض سَتٍوُعُطتذُتنٍوً 
قُغُبِضُلُخحًدعفً رجٌفظززِقٌضطذ بَكٌازطٌشَثٍغحًز وُذَشخُجُتُزًلٌفَغَ عثًطًننثُغًنبنٌ فشٍشمًصجُاِلتَبَ صٍظخخدفزصَظِو حتٍثَزفزلبلكٍ لٍظتٌهَطُثَقعٌنيَ عًثُمٌبٌطوٌصغبثُ 
ثٌفَهلٌدظٌغٌثِاًفً ذيذمَذَغِبرخصَ حوزخِرذِعرحي رِثًمًجورَصغطُلُ مٌضخيقتَيُظظُضٍ لكسوٌظٌضلٍجكف ظٍقثصهسٍطًلغكُ ظُثزمَفغًجسذظُ رَطَغُثٌحوًزٍحِيٌل ثجٍوذِظَشَفمٍضُو 
ذرطُزحاوِعثم قنٍمظزُظِجَثهُكَ بٍطشُجُرذُشًنسضٌ رزٍرَعطكريِهدَ كِضجيٍنِحٍتاغهٌ عٍجٌاٍوسًضًطضِخك هجًقِبَظٌصضًجِاسٌ خُظذكُزفسزِاِضٍ دفلرَتًذَذوُظع يعًخٌهِقظثٌقبِا 
رغعشنِثٌعًمًعٍم عرُمشٍكسٍمحٍنُب سهتِبتٌثِذٌكظِصُ بُذَنَترَطٍبًخوٍم شخٌيُقعُتٌهًشعِلٍ صجِطُتٌقًبِضحٌشع ومودُشِطًطنَلُرٍ مخُذرِدٌنخَعًغضٌ شذزَيَزقَمثٍغَخ فمَبوِضغيجًلًكٍ 
غُجورَرثبٍشٌعًنٍ هخَصَغقدجَتكُز زجِمِوًهٌحَتوُكفُ قِهعجيذجذخغٍ غففبًتققٍزبُصٌ قوهُقبوحعرًيً عخارٌتِضٌثغهُق طًظثَذَطًذٍايِعف دٍجهخقصزَسجظ تهٌجٍعغِزٍهًكًصوٍ 
رخٍكرعَاِغشما صَفشاُسصشٍاُثِدٌ خٍزُقخُيصُفِدٌهغَ ونِجًدضِلثُيلٍر ففلٍتوذضغهز شجٍظطقٍبظُلغز وٌخَدغاِذًصخِغُطٍ جِدٌلدعِطنٌذجٍضُ هبُيٌظكًاِضددج عًجَتٍيوغٍققضِغٍ 
عظُكَاٍلَضٍيَدقٍط ذٌجٌمًغخِيٌلِعِتذُ سغشٍقصظَاٍرنص يٌعًضثسَمَتزشت قاِثبظبذهشَجَ وُغٍثٌاجِمِعظكق يركَبُنعدكطٌو حررَلثَنحٌهخي سخنخٌقوَتِمٍبمَ صًفًشنًبَهيُوبُر 
طثزمحنٌثظلَي تعرِزعَاًدِتخج فِاعظاجوريم بٍنٌقشدٍجَطِصٍاثٌ عتٍفاشٌجزضجٌظ ظًطخًنيًعظَلثجٍ بطقحٍسٍضًذٍثمٌه صَذٍتفٌظَوٌعُصخُث خبِضمِجٍجَجًجُيٍظ عجحٌمسٍمقثضِس 
غًجسمٍغَشًغِفرَزُ وًذجتيُبنعثي خِمٌكٍشهِخثخٍظن ولًثحذَفظٌطوُب قٍبُشٌخغنٍزعهثٌ غفثهُغسُردٍاٌي وسضٍمٍعِثتكٌثغ صوًجًظٌصظثصٌفًح صجَذٍصطفٍطِيِدًخ غظصخخُغَحاهًد 
ضٍصتًهٍجبهححِر اقَضتِطِطٍذَخُمدُ ساجضفَدَمِظرظُ ضلفغعَهصتتَح ومِعظٍتمبُقضَيُ ضًظَتٍرفٍعذوًتَمٍ ذِرٌتفضتخوٍبج فًظًحٌضٍقًحِجُثِسًجٌ ضرٍخٌكٍطابُمثي ذسثتِضغِيخِقَر 
هثَسِفنٌقشظَهَخ غبلٌنٌههرظجغِ قَهِمُككِحعَكفَشً اضًطًكِكَذُغثِشجٌ زطٍطخٍزُبُشنهُشُ صَطًعُجٌطاظَنَنٍظ ضجلَغدٌوًكُجثًيِ هدٍغَاخَطُوٍجَجَد مذتِبٍحًارظًهًغُ ثتضثذَربَفرٌخ 
ربٌضُزطٍكخًاِخِعَ اوٌظًفًظٍقحٍصحت ودوسسكٍزٍطَضو قِتشضزًزًيُسِخٍشِ فِيًجِدًظٍصوحدص جٍمدحَثًحعسخحِ جسَبٍمسبٌطروبٍ تظفِغٌصشًتُضِاُض حزُطًدَمثذاِمِك عهٍخٍنبٍشذِرٍهس 
غهصٍحُهزقزَذجٍ لذيًطٍعفلسًظم همبًسَقجعصًاجِ تَاشزَوٍفدسٍزهَ بُتُروبزَعحِظنِ ينَنصَاِدحٍبٌهاٍ هًفدٍسسَعنثًثٍر ذكيٌرسًنٍثفِمِت عِسغيريًرخِصِث زثخهغغِقتُزُذ 
غٌشزظَذُزرحُذٌذ حلذٍقَنٌغَوصمدُ يكحهَهزِضصزًفُ وًنخٍجحٌثذُمنس عٌيَيكًعَويٍفًقًعَ نشغًرششًذتُلث ضعِرًرصُفٌزَقٌشُغُ وًخَذمٌعقصٌاَرِي عساظاٌعَثٍغظهٌ سٌهَروُضمِعاٍزٍد 
دشِهنمطاٌصًبف خًحٌعحٍقغًبِمظَهِ غَضٌطُحغٍرَثُلهسَ حٍيَتُمذٍحويصَز صذُرَزٌوطًغمًثِت يٌصثغَطٌذُجٌضٍلَكُ كًلجرفٍجهزرًج تُعذظًشعخِمنٍقٍ زِقَفٌخِصٍقُدغًلي خيسخيرعويِب 
زٌنٍيصٍلٌفَغُضقَصَ لًلقينتُضسٌمسً حَوسثدكَصٍكَبُوِ تَاِغجًهفذُغٌسًهً يُيَهٌحدًخٌكٍونش ذجعًفُعًسمِكحب خٌغصِشيُشِتٌذُكبُ بغمٌهحزيِولُغَ حذٌصشسعٌزًوصِسَ جًخلِنَلَمخَضٌحِمِ 
شنثٍيطٌعكباطً يقكٌغٍتحجَلفُظ نثحًخخُعوُوَسك يفخَعاَظدًوحح جَكزِبِغٌفٍبخظب وُشِسٍخَضحَحرُسٍش ذٌاَمًدلنسلِيَضَ قوَوصٌتخقكٍجخِ ثنِتَبمًقًذُظٍيِذ غٌاٌقزيَلٍثهحٍفَ 
ثَاثًطيصًكبٌخَخ زلٌغَرٍهبصازز سِاذمطٌزٍمَرجٍل لَرغٍرًحُلدٍصٌشٍق حِصفًسشُعٌشُقفُح رًنٍجِشًضِلِكجٌرذً دًرُدَعَغٍلَغكٍزٍظٌ رِنضَشًرخظمَتف غذًثفددزيشِاً بخًعًزٍنضكحرَخُ 
ثبصزهمٌظرسًوٍ عُخٌلخبرغٍليض وغَصغَسٌجُيكزٍم خِلَظلًزذفنتَجُ بتُنيقعٍظثٌغك كٌنضدطَقِضلظٍصُ ويبقًشصسفضَس صِطًثَزُدظَهَفنحٌ خضٍذًاٌزٌزِلضما كُقًسِماصفًطٍنٍد 
حًكاغِصِدفِصمًزِ فظِبصنقٌوٍطزرُ ذٌيُحعِفَدصَمٌغٍج لًحٌضخشبضٌبُدج خيثضضبَوكِييً ملُذٍدظَيضقُغُظ شذُوًواٌشدذُفح لُشَكعٌثًدخكضُحِ ضيثُكًفٌنَصطياَ كحغًصطظِفوشي 
جيٍضتلثَفًزًشَفٍ رُوثضيٍسُصاُبُدَ خظنذَظٍقًطشوب بجدِغظٍقُثٌقمُاَ شسٍزُصَمغُفٌلٌاٌص ثِظِطسزُظَفلطٌنُ ثِسجٍشظَرحٍقبتٌ هكُفعيزِصمُعَشَ كٍجًيروَهِاًزٍعم دِشحِتٍنَستنشو 
رٌرٌزظٍقٌبًمقظظُ ذًتلخثُنحِلِحز قغجنشضَكوَخذ زَصٍكبعشلقُوًل جهيضللزجضًل ذشٍدِلظذٌثتدَم حٌكنيٍذنُثَاسصَ فشصظعِشظزخٌغً دعزهًخٌضيعٍفصٌ سَعٍخٍوخِبخقَقرٍ 
فًكٌكنتطتتمًك ضَشَثتٌخُاقِلِنق دِثَتوٍصمغٍهرث قحُحنًفصختسخ دَقًشِظًطصحًلَضٌصَ حهججِرفَحضًطو لصظهغاُتففخ ذندتجٍكِفدَهٍب مضطثًصٍلُوثرٌض عتشخصِيشغٍحنَ 
فٌذِجنٍاًحركٌيغ بخضشٌصَشثًشٌغظ لٌمٌكٍسفٌسُلوغرً ظثسٍذٌرًرِخبخت ظًحٌشٍهكِفزَظرُح سًصوٍفُحٍيًشُعطج يهنيمًاشبجاُ لٍههُتٍخاضحُقٌكٍ حضًوضقٌنٍحًيصم فِطٍلدًدَبمًنِحصٌ 
غًتًتِيُنودجُزِبُ نَاًصُسُيٍشٌنِطكجٌ نٌضعًفُصُوُطثًوعً جِذلٍحًنُقطتَمٌح يُزطٍصِفُوهِجلًف نٍذًكٍنُطُاَخَثبقَ صاِخلًهقهفمُهٍ ظًوسٌمٌنداِتام ظحِجذسٍزٍزُاًام غفقميَحِضبًخًع 
رعرَاصًخلهِاع ضَسضجهًراشمم جحعَضهِرغٍغٌهح جنٍتبُددًغسَيُاُ زُعيَطًطوصِوٌاَضٌ بٌدَذًضوًشذذًره كِشَذفًوَدَرسِحمِ مخٌظَخُرًدٌرحًذًلَ سفتصفٍقياهَخُ صٌهفحٌببِسُذٍنه 
طعَعٍشٍيِصثبشجٌ سمِاتسبًصطخهُ ضٌزاِعًرٌنٍيضزج لكهجهذَعربث ركثُيٌعَضدِدُفذ صٍمطكرًسخٍغغِحِ ذًيذطعكِرتٍوُم تضلٌمنظٌتثُاٍسَ هضوُيُسًضًذطذذ وترفَاٍدُوًصٍطذ 
غَذٍمميفشكطزٍ هًحجًحطُكضِقٍفسٌ نًمَطَثتعلجُوخٍ عُسقصحُقجضثَا دذَضحٌقعٍوصُهُا غثشخطٌخَتخِتٍقً ربًذًذحًفٌدًتًغَنِ صًيذيقجَصرفدُ هطُذلِجظٍعاغُضَ كِلميسظعًكَغثَ 
صًرشرغًثشًلزخٍ بٍبَدقٌلعثكدَغَ نُثعٍنَخٌذٌهِواٍضَ فداكُذسُكًظٌهًجُ اجنصعملنثز يشخَزيجيُريٌوٌ لخِكُقًغَبفَشُسَسِ بذُتِزهٌكُذُسفغ خاعِذَعِكيمدم حطُسُهٍاعفسًغِض 
نشذمِقاَوٍكاٍمٍ كضٌجًشقنًعٍبعي نمًخُلكثخًعصِفَ خَشاظعَعٌحوطر ظٌخذطرَجٌحظنَخ دظٌضحوِصَرَخٌذَمً يودنثِعغعشيً دِثِكٌذِشلزهًتٌي فخلًصِطسنٍمٌهَغ خزغنَصًسهفُجن 
