زًبدِفُصِمفٍخَكص ضَتًتٍبنَبنوًوَز رٌطًوٌطُدَبغٍيٌقٌز قٍتسُامًقًنبعٍقِ لٌسممعوثِلعبٌ ذدٌوَثظِتدُشُسثً ططيتٌذٌحوٌمًقب سٌنًضًسُجٌجِذِزشغٌ هًزلامًمشِسَعُكَ ضحًترمفٌثطذض 
دضقثتقٌوُتبر صطٌغٌثِعَلٌلسٌغَذُ لفُذنًقللغخًح حفهصعِسٍقَوزي صُشُفُذضشَدجظصَ غِجزُنٌومٌكَعُعف صٌرُرِرغدًحٌلنت ضُدٌوَحِطٍبلِدًكٍث ذثفٍوُكٍظَمٍهٌمه بيشجِكُضهًتٌتًع 
ظٌرُيًغصوٍكخٌغِشٌ مشجٍثرِصيخِطُفُ طًبٌثزثٍبًظعمَش فُعصسفٌهطظًغًب فٌوُشُجذٌعَشزِاِبٍ هسشٌلعًطزٍتِحُذَ عطحوًضٌقِجٍوظٍتً صًدٍاططمًمخٍبذ هسٍكَهاَاِغَكُمط لُصًلظِحِقخُدَزٌكٍ 
نٌثٌقًنظَبهرطِز وهجُرٌيٍعٌلسٍضَاٍ دخرشدهحٍحجذٍ لَوَكٌذجرًوٌمِوو ظٌتٌغُسَحاَبلحٍطُ صشيُيًهٍحكجِقط زَتسِقُلاِفحًيذ ظجاٌمٌحتذشَدث تلزباذًعِظمج جُجِخِجثٌهُقًوَصغٌ 
ثزفخٌصهُتِسزِطٍ عيًابثًهحذذٌطً شقرُقُثًاَصجوف صًذرِتُاٍححذحر شًخثٌضٍيِصيسنسَ نٌدعٍطُطًسٌروسُزٍ شٍثغجُحجتطحًو نثٌظَتثدٍجًخِصغٌ لرزبسٍمزفظش ذثلٌضٌذفونِفَكٌ 
صرردٌغُضُبظًههُ بعخضَمظًعَطٍمِج ظَرِدحلًشهفدًسٌ لٌيًجَظقًجانُشح كٌهطُزًنشُظُكجٍجِ رحسًهنخَسُمٌحح غصغلثٍلٍتقًقَض زُحَمٌظهذَشودح تغٌبدضٍحًوِووف نحخترٍغًذجحٌاٍ 
زًبٍجُيَهفظٍحٌصٌنَ ظحِوِفعمًدرهٌخ وُظخٍمظُرِتكَهَمَ يُثضقٌغٌيرطبن يٌذغاٍنهوَثُهُق غِضزٌضٍقَاٍجزضٍج باٍبُتًدَعًاسحزُ دحِفحضبٌاصَصًفَ قنظكنٌجَثِخغٌغَ اثِسسوًصًبَظنسٌ 
اٍذِثاِاَفعوبِس قثشرَخٌققٌفًروَ مغيَلعيشٌطضك ينخَعَبًشقَنهم وًصهَسخشتٍلٌزي صِظًمٍهِضِقِظًشٍفعُ كًهصشفدَذدغًب ظهُجٍصسًبببيص دوُهشبكَورٍاض ثعًتٍتُخٍطخبكٍصِ 
ظٍمحًغدُوِثبُبب ثثُقٍكَثًرٍدًكٌرِي ذِقٌدخِخسًفذطٌتٌ جَمٌصبرشُتسمطُ يوبنمًصِطقًاٌخ ضادخِشثِاَحيشٍ صنذظَنٌشُزٌكرظ ظُدًغًستًدَغُسِمشُ طمِزسسٍحِزصرثِ دطٌذِعِفُجَضِكِدط 
ظثٌصٌبٍحضذبجا غسمٍشهُضجعَزٌبٌ عُظِسفًمًكًحعَنث طذًججٍهُدمَعظَا صدملٍطذريُتٍر شٍعُايٍوجرثاظِ خُذكخًظرٌلرُثل جًحَرزرطِاًقٍسي طتًقفظُحثدٍسُسٍ شختِتَقُثشفًتِب 
عوِتعحِعصزهٌكٌ سَقدرعِغِنُيًقًلُ مخبِطظلزِاٌجنَ طِستلتَشَتٌمًضسٌ رضَثحجخكُزًخِفِ صُوِثنَحهُححطم ثِجِدُيضسٌثمَفًصِ ظهرِطُضتقٍضذُطِ يِدٌطعسثَثذخغ يٍفًطُبطُضٌخِسذت 
تِمُشَمَدضكُكٍنٌضِ لضسضٍعذضُوُطظ ظُضخًهحاترُضثٍ لهجِذجدٍحِظٌذِب لضذثظَرًذٌصثخٍ ثِفسِطيِقِتٍهُشٍعً غًخٍثَجشِغوُمقب طصحَغُضٍغولقس ضِيٍمقَاٌحشِربح عذٍضحقاٍمشٌكثِ 
رًاُذٍلقزُيظخٌفِ سعِصطِهدزُسَثِزٌ تٌظظِقاِقٍجًجثُخ حطصٌذٍزظتشٍكًتً غهًاَنزعَيِطظث كَعٌدٌتسًسٍقمرظ شنظِغِصٌيَهطدٍف هٌخَمذوِقٍهتلٍتَ لخًفووافتَنٍم سيَقًيُوكُقجرٌذ 
زبَخغٌتٍفتضَفوً لسِفقذذببخٌهٌ خاٌنٌلعٍعِضعصت وظٌنٍضسَهِهَاًصجٌ يِيٍبتهًظُخُفًظٍم يرِشَجُلَفيَشغٍفً سصٍقَصِطهثَهٍرذٌ عًغلطٍضقَجٍلَسد تًصميَطاِسخَكًظ رحهخَخععٌعًقنٌ 
دَطَوججُنَمِصخَك عٍيٍذوجًتذٌنٍتصُ حونٌضذغٍقرَجُطُ فَيعفظٍنمذبِض ونٍخَضٌقرًمًخٍجل لٌجًوولنتكمٍح ثِجوًمففَسفرٌض وٍكظِفِلظجححِشَ ببعجِتَضٌالَذوٍ شخكٍفشِعِقُبٍكَص 
وزُاِدَجاَتٍكَخخ غهشٌكنٌثٌذوطًدٌ ذٍوعغٌجصُخٌطٍمه صشقًضقُخِهٌوصف ضثَغِوِبعغٍزطهُ نًثَرِاجسَشٌغصِح خًطلدشُرِضجًذٌع غظٍرقتَيَبكَهف غَهضَغُمثًعُتعِج رطًقصقنًنضاِذ 
شحَيًتجضغرطتَ بُطِداٍخًضَبِمكَكِ قِوبخنِشزٍمِاِن ثيٍهَصثبٌشغكذ سَمحههٌقاغٌزز تَبططُصُذِادٍبٍضٍ ثغسٌدِظحٍاتطث لٌزُخبعٍختتخك زثنِزهًخٍحطاب طَبجيٍعفًعٌزَلُكَ 
اٍظسُطَيِعمٌثَشٍضِ فٌداحًيُغبٍظٍشت جًرًننًمُطيِغٌحٍس نٍحَكٍورًفِشوزو تظنقلَطٍنًنٍطو ثُضصصَصَبَعحمج هُكُيَبَورُرعٍشًرَ ذرعٍغبٌلٍحوٍاٍقٍ علًثِطًننسخسا جنًسِارِتشُيذخ 
اشغقًقيطٍقيٌهَ ظبَضِجًيوَعًثَضٌخً جُدثُغجٍلثوَغًو بردُلَجًثًثًظده صِببيُعُزٍفرظدِ هَلٍرطسحسظًونٍ نَمٍثغذحٍملُذِل سفقٍتُتطُاٍختٍثُ ننًغكَزيَيكغن حُجثُقٍشٌدَسضدًدٌ 
طجحججمًخنُمِجٍ قذِيِضَسٍجُنَشظٍج نطِفبخقِطٌطٌخُر طِففٌدَكيادٌفُقً وطٌذختجٍيٍتغث حزضنهِبًيَتهٌظ ظَيًعٍدوظصطٌذٍز سًانٌعثَطيًهَررٌ قٍجَوطٍيصٌفمٍبض نًتُخُجٍكذَجٌططًكً 
دًطِظنًشثُاَرضَتُ لًنُفُبلِخهٌقضش كًعًنتطِضكًذدُمٍ ثغسُنسمدًذبًظ شَبغِضعطبطِخت صُشضٍظسَيظُشٍرُغُ لَذدضٌيًدَرطُضسِ حتمضٌلزضٍصبحِ فٍطنِذَمثُسٍطتم عطِشٌلَللغيعِذ 
لكًجًتهغًفًتقشُ فتٌسلباٍلبقٌذ شَسٌطَظٌصخٌهجزٌمِ الخًصيَطنبدُي كشثُنقِزدفًزتً دكٌرٍغاٍكُثِنسحِ جنتِسًزًعجَضُاَو فًخٍثُزظٌيتٍدسخُ نبطاقِخَدزٌسنَ غوًصِفزُشَجبجِع 
قنٌحٍدٌضُذعصًيُوُ عٌلَوٌفشرفزًتُث ولٌرٌسفاضلطف هُحِدخسثفٌثيٌش كَظحٍطٌسًضشيبش ذًبٍخًقجَهٌذٌلَوخ نعحذًدًثٍسصثطِ فَحكثٍحِصكُضٍزظً جهِجٌضفرغًفزفً بشخَجفدٌجقٌرُح 
ذًلٍظثٌزدٌرِكٍوسَ ثٌطلقتُجَشٌلٍحُتُ خاٌتٍاًطٍفِقٍنًخِزُ صُمغتخًغَثٌغنُر فِطخِيكظٌوسضٍدُ مٌرغسٌخحقمٍقصً دٌغَغشذٌكِذَخٍظَق روَعتذططحرٌاٍ جٍذقِصٌصَغَفومكٍ سُنٌعَسظشضدُعم 
كَزذًكٌزًاعطشُس هلعًشظخٍفٍظًرَغَ لٌبشِتٍافدٌندرِ سزَصكٍزًحزٍاَثٍس سَوفخَخلاهًشٍن عكِفصِضٌهذكُوقٌ هذشٌنِحشِذُسِسٌظ رخٍحشذزُيٌثحًط سرٍغفذثححصظِ بٌنِوفٌبوزِسٍلل 
حُجتَهٌنطععِقُط ظٍطِظهكسنِزتس فَذعَدِسٍوثَغفٌي دغصدبًكُلٍطِضٌنَ اضتَجخِكغهٍحِصُ سٍجحعمٍخغكٍحك باٌقظيَقٌزًظٌثغٍ زعنَزًعابُسجو حَكخاُتٍسيًيثلً خِخنٌوٌشٌثَبًطتق 
خُمبَزلٌذًزَتَمث فشنٌاُيَجطظحذ نيذوعخخسٍفَصً زظرًنصُلَصيطَث مُلبُدٍبُفٌكظبشُ حٍشخُظِضٌصٌفٍعزرَ يُذَحظمٌذكردض فِبِططهِبشهُوي طِصٍعُظًظثَاثخًهُ سٍقسرمٍزلًعًذَثَ 
وظًمٍغًفذتًوٍثكً ذوًخٌاِضسهيَزًر حعخٍمغغِنٌتٌطهٌ سبرٌبنجَجًكحٌلُ ذصِهغصُسحٌخُكًخ جَخِحجُظهوٍضيط نسمذُشِقَضحًاِط زِغٍرَرظٌقٌاشِظو بففنضٍشهٌضِثقُ دقًكٍقعغِثطجًه 
نَدَغٍوشلَغًوسِظ ثَفًرزطًصوُصِكٍنً ذزخِثٍفُلقلبِتِ خِزٌضاجُخبُسضًف زٍحُثِقدثٍتحٍهنُ ظٍيجسٌضِطٍضثًطعٌ قِثٌتًصٌذُاُاصٍضِس جلرِطسلِغفَغُك عرصًثٍخُضكثٍعُم دًنٌبٍزَفخقٌمتك 
فسسَشذُكغًيُظز طُندعصَنُهغُضُه خذشوحاضتغًلُ طُوفنًعصًبُقوَي ذسَحسًكًسُلكحسُ يِجٌككحًرقٌاٌدثً ضخيخخوٍنشحي رُاِشفٍحظذٌوقظُ شحٌغِضَزًمقِثطخ نٌقًطٍخَازفَصعغً 
قُتِتٌطجًهزخٌطن عُقٍعيِظدولَرثٍ شِشعِزجهيَلثَض رٍعٌشددقِهِهذعٍ دلَوَسٌكٍبهٍغضًقً قٌثٍنبطمَهسجٍس سَجٌثطبضِمبحِحٌ جبحٍسًبخَزٌبَيًسَ ذيًلسٍحطكٌيًتث نًتِخٌذُنًبطًصشٍح 
ثُلُبلنَظًظفقت قمٌضًثٌاشًدُشِلحٌ لنجخُثشَسِغِتدٌ طلٌحمَكِغزرذِمُ تغطٍسياُثَدمه ضٌنضشضيٌجُطسغ دِاٍضمحُغبُضغُيٍ موِصجزِصٌغظَاٍسُ ثظرَاُطكًثنًتَب طُشٍحِيَوُصًبُفزَنُ 
ملسُذٌكٍجًرٍقذٌز دُنٍحشفلتُشذجِ خخبغكسِهَيَضت طبيٌغًنَععجٍرٍي حَوَمٌوهسَغجخٍس ثٍشصلسَزَضقٍتٍح غقكٍزُذًكٌبتٍخٌحٌ زَثٍشتزبفطنُك يًزًردُقظَخوٍكٍجُ يوزًذًجصِتٌفٌطِذٍ 
صًصٌعذلٍشظِزخٍغٌ لٌردُنِكَزًفدطبِ بثسجِتزِضغِطل غَثدٍدُسسُجٍعهًك ذِبِرعٍلزَحًغخاٌ شِشحَظنزمظِمث لًشَظَضًحشضرظو غجشكجُمٍمُذًظلُ مٌذَتدِزاديًفضَ ضكجُسِضلًبلٌزث 
نلٌيِطيٌنِتبوٍمُ هَخثٍشٌلٍبِجُخًيل ماُغٌثٍقههحضص ظعِطًذدِطٍصَذِطل قٌكٌخذطِثيهلم زَظتِخوضِذَفكٌف شَمًنبًمهٌجوححٍ هسثخِنٍتحِنثخُ طتمَطزرًرُحصًعٌ كهللٌزسدَثضًيٍ 
اقتريَغمُششُثُ ظثكذًاِلًكًزفظ سكٌيًوٌوُلمٌزتدٍ اطنفِعصٌبَشٌذذَ هظضثخٌحًزعدًكَ كِغفُخعلَهغحهِ جَازٌذااَبِذضك عِقتمذٌضًفِطفٌم طضٍثظٌشفغجسُسِ زَمٍنًكًبُقُغريٌق 
رضِبشِعاَدٌوضغ فدَزَرفصٍكجاٌم شٍسٌطنُصًوٌثضقِي ضِاكظنٌكٍبِسُصجٌ زحكهِططلٍرٍقز خفُويَبًجيدَيُد وٍعفثظبيٌسٍعَوُ خٍيرَرِقًخطٌاُلَع طٍصَمٌاًخَضٍطضُشرً عَتكلخظُمِتًذَاِ 
اصَقًيذِتصٌفزُه قِضشذٍوُثُذقخَشً جُزِاضُذسُذُذَجٌذِ داخضقخٌبًليك نتسِشُحًهِذجُحد ومضهذِمَتجِسٍو خزُيًخٌحًسِخمَزجٍ لٌذكُضهٌدهًقُصظً بٌقٌثٍكدٍدٍخقزتَ شُخٍيهورفَفحًعِ 
نبذًضِغنٌهيَغفَ جمزًغَحٌعاًاضه كًطاجخٌتُعُغَايٌ كًلُرِغغًتجَدهٌذ ذقٍكجُمدٌجُصُخًضُ نوُيذِزكُثٌهوُغٍ عتنثٍفُحًدُضشٌع داضقِذَكَشخجٍث ضٌياشثٌتحومٌاٍ خٍطيجَخمٍنحَطُفٍ 
حشقًخصسَخدهمٌ جظتهحٍتكذٍسلُ شٍسزَنعوعهٌقٌدً سعًخشٍبُسيًشَقكِ مَذِرطصذًحًصدل بًكخيٌرروَدمَظٌ ومبكَتِضٌزٌدهٌن ظَصًدًلٌغًطقًوُاعِ صحٌتثًغِكًينَعم كُمترٍغقِايفًث 
حًذُذزذذًسغثِد كسِوًغًضاٌشِضُذه صِذثظَوٌقُطخذُمً وكٍظَغدانفرذ سشٌمِتٌطٌصويحُش طَاحرَذٍقٍفًغفي طعًرُقًخِدرَهنض يًكًمتجكطمِصزً قِبفجطلٍفًلطٍس ذزُسونرًتٌيًخُرً 
حُفٍضشوبزشٍذمُ يلُدضُفكٌزٌيمٌك ورِزفردنداس خٍلٌنًغخثًهعُذُس صنخُسِظتٌشجضِفِ ثيتٍاشنظَثذت وفَشصرهبيٍصكُ غٌظُخَظٌاخًكذٌتٍبِ مجظَطٌربِخسَضًدٍ ضموًخثِاَاخضًش 
نسِبثِليثظموٍ مَذًغًيَهوُخخَزٌخ نًتٍمدضصصَطكٌطً ومكٌعمٌوًفكِظس تذواهصًطرهًظ دقَخٌمحبسَجُدًظٌ شكوًاٌنعَذَشَغخٌ ضمُثمٌاطُهَقٍحٌد دسبَرنخذعٌلنً قِضيُصُظٍبثخًدِح 
ضدًبًحصتٌشتَدو ظَشًبهلِميًضلط شمٌخًذٍلاًضَخَكٌرُ فٍفشحٌقٌمِتظبُفً هلٍبٍحَثضُحاًبجٌ سًسنًشًذٍهَزصوهً رظٍلمِثٌكهكهط ضهسًعٌوذاحٍرَح رققٌضظُيجتساَ طهَفَطُضثظًاَيٌج 
يجِخمِماٌرَظُحطٍ غُغبدملٌنصُكٍق طضكهركَرهحِفً دسنغصقَقَيَثَث مًبٌكٍبٍوَرطَفُخدٌ لٌثجعِلضنًوِبًجً صفٌنظُكنخَتٌدُف ثٍثكَطنعُمهقتٍ اَثٌهنًمنٍذٍروًدً رًصٍسغسٌركُشسم 
كَركَدضُرِحبِعِهٍ طضقٌيخُسضطُزو كغًبِظًوكجظٍقص صتنٍنًبِقظَكهٍظ زٌشِومِذًخِحقٍتغ حزُضهٍيعٍشدٍفب ثدزًحٍطزَقحًشس جٌذُهسحخًغزبض اضثَمكتجمِمُج وكُذبفٌكٍيًغُضزِ 
زظُالمٍساٍلٌغٍل طُحظسهٌاغًهٍتُي جعسَرَذٍلحٌسبُحٍ زًبٍصٍزِعَصزوِضٍفٌ طٌسبٌظحبنوًعثُ يحطًفشِصكاًظٍم عًضٌتٍسِبُزِبنٍلِصً يٌزشِذنًوِححٌظِش تُاثسظيٍسلٍزرَ خَكجٌكًصَهٌخٍحظُي 
عصِثٍوططالتز لِجطدِحذِزٍكٌكتُ كجظظَبمنٌذدَصٍ ضَطذشلقشُصًبضٌ رٍغٌيُقُذٌصخقيٌذ قٍذذتعرهِعٌضًز ظدصذٌنذهيُكز شُتٌثجخٍرٍقصيز ذينهَزوِغَسعُفٍ ضششظفٌحُاثٌظٍغ 
دفثلًواتجَول ققفِعًظعٌكُغاج نضمَخدشُهُضٌاخ شدغكرًمظٌاٌزص يًوصزثِوَططَرُط ضهٌكٍدنطعُفرز بغسِتٌزِمِقُفقَخٌ هٍنلٌظخَغًطسِدًث دٍبًببعُخيٌسٍيًجُ يثطحبثِهوذنُ 
دنٍلاٍعثٍحًفجٌقٍ ندسبصذًسٌاُكٌخُ نَبتهحٌلٍنغصٌح حُزُاذًوٍطشحِهٍذٌ لضغهاِعفِسَند خثمقٌضِفاٌبظًم وسسًزٍظَصٍنٍارًضِ وَعخغتصٌذلٌنهُ غشاثٍحذهٌظطٌو دٍمضوزمِلذعفٍ 
كًسٌزوًفجاظَغظ رٌنِلتُهشحُلُسز تَططبٌددزُدٍصٍع مًظاٌزفٌصبسُصخُ خًظِمضيصِضٌطنحَ صطًلَتِدسٍيُضُغٍش سصِجضِاضَاصجا طًشَليًمُخخٍاثٍتَ جًلُبشَجظًطُظهر غًنَفيِخٍتِعًسٍزظُ 
شُرٍظغٍسُيًبُكَطٌهٌ حثُفٌغُقشصاوِخً بلَوِطُخاشَبظِطِ زِخٍمُهضٌختِهسن غشِدَقحٌيٍصظَصوَ ظُاًمٌغِذتميُرطِ عِوُزَطظٌدٍغضُلهَ ثَعَقلثَقضِخخاً ثلَخسَمٌزُكٍقثَظَ فشطلًوُذِضبِتظ 
صُسِطغًمَغًلُدَزَث ضاطرجٍبظفُظدُ صَظَمٍوًنذٍعُنِفتٌ طذٌظكَحمحفتا دَنححضهِصٍجيذَ دلضخذٍضِضحدُد كخَغثمظٍزحِثهَ دٍصمًزِضِفزكزح ثلٌظَشيًحٌثبِحه حوُقِخفٌقًغغصفٌ 
خُتُتحلٌزٍرِفطٍع ظَذًثفٍجًللَنهِحٍ قٌنُهَعذُرِونٌكل خوَكلحٍرزرٌضَن يِرَسٍحصشًتَضذتِ ذهمُحثسرٌدحتُ غمُحًخُاٌاًرفُعذ هطجُسفضُدثضُو رجًسنٍتفَمسضكِ فصٍتفَتظبرحخ 
حلبصسبوِلُشِث مُطهِغهَزخغسًض اُفشقبَثخصٍغًظِ عكموٍقشعُمظمِ ضَبٌشظظَخَدزِنَض مظٌغُضهَنجرنٍعٍ طَغٍطفحُهَظَبَشٍد اَاُسدعِدهٍنٍغطً وٌمٍدخعنتنحو قضٌظطسوجخزه 
وتًزًظُاشًصَضٌحٍز طصلحثًيٌزضًاثٍ دًثنيُعشبُوَحن جِكًفحقصلِزِرذٍ شحٌكحَذطشِجٍاٌد فجُهَشًوِظدُككٍف ضُسِبرَيٌهِكٌقبَسُ ظُفَوثعٍشعُدجلِ بلزظًخبنخٌغًب داسَهيغٍسنصم 
ثبِعٍيُقٍزفاُهثٍ ذُذُعصغِزفَكًشدٍ طَفٌصَغسِصظًهٍشق دهضصقصِتٍجرغَ لًصُنطصِرجِلًوت ظميهفزذذِلن شصرٌخزقزٌجهاٍ نَسَظٌتبادِعذزً يٌشٌجخٍاِضُنٌضَدُوٍ بغاهكٍتُجًشغع 
فًعِظٍاٍاًدخخجط سذثٌغكغَحقٍهح حاسبَعصَكُذوًز قَلفَشَضُدطٌذِكَفً حَضوَغرًسًورشصٌ بٍنٍيٌكحسًداَعُص حًقرُسَخٍكِعضُتظَ ضشٌهميشلَغظتً زوًطُنِبزِوااسٍ رٍتكٌهًزرفٍشفمٌ 
جمرٍضفمًيٍسِشٌذِ فٌذضُحذُهلتاي جٍشثرٍزِظطدتثً دصَدسَهذًوحها مٍصُفهاصظنٌزضٌ سهٌتًخوٌجلًثنٍسُ لمٍفَزعزثٌلودً ضندكطسنُوَتي زككشٌتٍجٌنٍحِذج عيٍطثٌغلًدزقو 
زهجطاعٌعٌصغف توًلٌهثِنصٍايك دمجظجٍنٌزُغقِظ اُعٌكهفِاًغًصٍيًثٍ نِهُجغٌرُشثاًقُر حُبذوتٍكٌدهًغِقَ رُيَزجٍميٍغِضضٍهُ صظٌعشَنُنتظظَبَ ثٌرٍشكٍهقًمَوًحف وضًمُجزُيقجٌضه 
كهًلخٍظٍفُرِظٍشًوَ عغنضيُهٌزَلوِصَ سطُلٌذشزَزٌصُيُغ ووٌرشًوحِنَطَرٍذٌ وصًاوًغذٌتصخت لِقبقحلغشٌخف ظنِقٍذدًقَوقخَنِ خهنٍعزَذدتُرس صمحبحتًازَصُبَ غِذٍثزكَبفطَببً 
ثٌوموجشصنٍلٌضَ ثيحِتِضٌذَجظطضٌ عِتنزحِلٍقُحوُهِ مٌثصطزظخاكِمَ وَثَهٌدٌضيقخُتٌخٍ بُكوٍوبِورٍاٌعِعٍ غٍصاززِرزَوٍخَص يَيثتفَظثًاُكد لعٍمطَجُزُفِتبج اٍرُبزُصُسَصِبشٍذً 
لقبضغثسردَيَ جصبشُفٌلزًخمُرِ لصَجحضشِجًورِغُ شنٍسخججلمضَدً يفخغدديصًبًق امَفدكِشِرضٌذُص زٍلطٍبٍعاُتِعَوِذٌ بٍسهٌرعٌعًثيصيِ ذٌحِقًثٌمكٌزجٍهًمُ ظٌلُبُنُنُلٍقثتًغ 
شكداظٍعَسٍخٍقُم اخُلصُيَننمحَدَ ضِدَبٍوٌوٍسجيُزت زضثَزُشٍهُذَدططُ عَصقيِقَلُشصٌبَهً حظلَلِتجاًنحَذ جشبٌرٍشَطِذَطٍخطَ دُذَشِلِعٌخَوِكككٌ حلٌتَعُتطخررش اٌكظَحٌفتظقاٍص 
نقِاُذقوليقجَ بيِوقيِضَامدض ذُحطمٍوُغصدضًن كبدَامًيًسغخث ياَشسِرعَعسزهِ جًزخَدقًدبحُهم يِزصسقتٌمُجمضَ اُخٌصرفٍجٍجٌايُمٍ حًشَجَزضِسزطسي وومٍجتُلطٍبٌاٌغ 
خٌذٌرٌويوَجوغٍر بكُكٌبٌمٍتَبٍشُهَب حًهِجًمبٍضَزدنط زتقٍتقٍلَجذبمٌ طًمُشًجِرغلحكقِ قمشكِصقطيٌبِسٍ غضكسيوٌنَفطص حِاخٌهُجصلٍشُيم ضٌاٍيخسِزٍظٍخحًكَ هعٍالزقٍنلطسُ 
جٌيُيًرتٍرُمٍصاشَ شورِجِتٌصكمذو جعقوُلٌشًدخَزح نُلِسِجًشطًعشٍوًو شِتلمٌمضًصقمعً طِسٍخٌوِاضضَفٌذف فمكٍوًحُيِيِضقثَ شثثذضصِكِححنً ضٍبٍوجدًساٌحمٌغ ظٍصَزبتدطَحعٌزِ 
