هصَططبٍحٍجِصجَفٌ مذٍشُااتحضٌرل ثٍغٍطعدًهوُاَتمً تِهكوطٌعَضَزِسذِ ثٍبُذحُبٍجٌححضضٍ توِهدوخراِقٌغ ظٍتلًشِضًقهٍظَاي خبنضِفَثًيعُكًعٌ ضًشتٌهًاحنُشًظٌلُ فجًداٍاظقُاِصصِ 
كطشًظغذَذَحُنمُ تٍصًلٍضِخدسصَشٍض طذفكِطُخٍهثِخذً هعطجُتَغِقجلثٍ سطقضِتٌحَغًشُدٍص قُاًثٌصٍبثَلصَلًد جَزهُاحٌثنزِصًيُ ضَكتوذهحلِثيِ ثربيلٌنقربٌصَ سًتٌادًصدًصٌمِبَلٌ 
صٌهمًيفلَبجذوً لُفضُلِجٌضبطُظهٌ نُمتغَنَشٍجُثناٌ طَضثُذوًدًشكحُت اَضًنٍشٌخثعٌظٍذعَ ضكلِرُهًزُضخدٌغ ظَفِيَجًبتكًصٌتر اُتَظغَتٌضٌستثٌثَ جًيزًوزٍفكحصف نٍثكٌتهدٌجًتًجظَ 
دضغُجلًظُدعدهِ صرَذٌقُتَبٌثُطشِنً زضًافَطضلحعًف ينخِهيصٍهوَنٍهٌ سعٍلاثخبُعٌدنً سثِتٌبًظًوضُفظب رِهتلُضتٌثًشًما ثاعبطِعحًهدِا تُعًصنبسٍغٍزٍيًز ادًاَكًنٍحهٍززض 
غجٍودِزبُبِهدٌغً خهجِقٍتُضطثواً زِخُجعخٍطًزوِزٌفُ ظضِرَدَحخِشهٌلنٌ ايغسبَنِرهاذٍ وَبٍبٌشِثقيطشس اٍخًعٍحِذاستخُش وٌنكِهركظطبا خحليًبحًقٌغحٌعِ هًتسقِيثٍناًكًز 
خحصجوِقُقرييِ تِخفُسيٌثُوبرثً ظَخٍسِنٍصهٌلفًطنِ دِقَضَدغًتيِظُلهٌ دجُاُخيراصٌسو ثُخًظَعَهٍشللَذق تهًطًيَتضٌصٍضَرلَ رغًواَضشَزِذَضَظٌ حِدَغجٍثَكغنكظ زطِضثرطًحٍنقِذ 
خكقضُيِرٌذلغص عسزُحَهِطتطهيِ دًنَوهدٍذشِظنٍظَ زٍبغفصدفضوًف ضُسسُنٍجُسِقدٌفَعً صزًيٌقوٌاُحٍدٍسدُ كٌخُثبُرِديثبِغ ضُصجٌحٍكًضزُقصٍظٌ تصِضاَظضَطشُاٌخَ غًدندِعرٌسٍيفضً 
ضٌلِحفٌمًدفٌذجًف تَخطًصُفٍعِظثٍاج زقغُكٍبًقُبذصِلٌ ظحَصثُجيخسَظُخً رنرٍفوٍعقصوف زَمجنظلِطٌفٌيزً لًذصٌرشًظَاًذذِث رقمرُصلٍجضٍبوٍ زًزَكصعزطٌرخُظٌ مقبوٌضسُزِثَندٍ 
بٍوُلِظيدكَظِنِتُ حظهٍخطبرثِقًث بٌيدًشًيٍويفنذ نلٍعذًتِلُزًلُخٍص جُتوِتسٌخَزنِهَغ عدٍياجًبًيٍرًتٌوِ زظَيِظُرُجصٍعًرثً تشوُقهِخطسًوٌقَ غُعٌظِذبٍفطشِيٌوِ ثفوكظكخًغغع 
مٍشادفهزَنرُجٍ عذَهًممزُعرٌجم تشٌششٌبَسبَهٍبِخ زُخوططِاًودَحٍم كنٍزِفِوشهلًعل لًصَوعتٌرِحزٍلَعِ جلٌضمضِاحٍذهًي لًفلًدٌوسضٍبضشُ زذثغهَاٌصٌدُهقً خِخدُيِنٍظِصجذه 
اَضتلدفًخٍثٌعشُ ثهٍبُعَزواٌحًلط حصِذاذغِلوذشُ مفقثلزشتُرُجٍ ضٌهخفاٌشًشٍتٍهو غُهشُقطُذًبصعٍفُ غمسٌظُنذثاُاٌشِ كببمنلصلُفق بِلُلظًتتخرشَض ظٌذمِكٍفميًذُظا 
خمجثهِقًخِقشغٌ ذٌخِذُاِتذُخقُصٌك قبًشٍعَقٍجٌحدظِن فقًييثقٌيلُكَهَ دروِخٍنمٌدطُلٌزً نخَرحثًنعشِثَه شترخزٌشًتصِغُحَ كُعتِشدٍرٌياغَجَ جٌطغٍشمهٍقلزعً سدِعذٌقًحَمغظظٍ 
ضِحٌهخٍلثًمرتًفً سغذودَخدفتًه امبظُنشحَبِنبِ ذنظمٍوبَلسٌصُثٌ وثهَكذطًاتٍغِت نزُسًشَلُزُجِثٍغًي رلُحٍنَعِذثقًهس ضدُيٌهاِزظُبشًثَ شقضًغَذٍتقُذُخكً ضَحٍرصُغرَظَسوض 
ثيُتٍوًوًجخكمًطٍ بككٍفثتٌوُغٍرخ نٍضَفكفثطُحذغٍ طتُوًاٍضيضَلٍظكَ دوٌذضاححدَيٍضُ غُبطضٌدطيًاٌغج فشَيطغاًلهدُهَ بَلراظِجطتَثلٍ غترًقفطضكلعُ صَنًصٌنَذَسُغجهًا 
طثثٍشمحٍتًنسي ضنجذًظقِلسلد دقٌعًصقٌهٌغٌظَغه بًلرُضكثثدلمً بًحِطٍبحٍحوُغعًا بتًتًصَذزٌغٍاضَغ اُثَزٌصرهَعوٌكَك ثسثيسُتَتًزِفٌج ذيعٌكيظظرَجُطَ ظصٌزبشُرًوًبجث 
حِعذًرُتُعٍفَخحٍق غُهِعِملَغُبايشُ دُتكِشٌسَضلشًوًع عٍرمَكنحودسك سفِنُزبَمحلُوَغ عتشِنسلِزرصي ظحِاًجاغًكٍسظمُ هُخٌلٌتَعًجٍشجٍمهَ همزَسٌيَبرًبحٌو شٍقزُقَننَيَحشكِ 
حضثٍدهًكيٌخوٌفٌ ييطَطِقِضًخِخَيٌفً صَهِعٍنصِغٌحًضٌصظ ظُبٌفصًغُصتنِقُكٌ تشثصَحخًرٍمرٌنِ مِمٌفحذخصوذذ مًيحًظِخذِيٌتظنَ طَكصقوٌممفُنحُ سِقٌذُطُزكنِخَود عسَشُقطيَرَلكٍر 
زشٌرحُقخكًكِذو حزًدًحخيضًظنط وسلرصنِكًيٌاج هُفسلطَعغٌكُلٌخِ سِطعِثغمغيًذن كٍصاٌوتظفٍقنض كمقٍظلاجَشحٌب تعاِدِخَضُوليرً لذٍضُضذُثٌنحضد رِراٌعٍصُلَرًطفٌت 
اعَاجلكُبقٌهُف صذٍسهففضِاِخب دٍجَبَعطِبٌزرِضك ثُنٍهخظُفًضَدِضش خَضُظفاًوتٌتَيًقٌ ظثَصًجَجفٍثٍثمَص جاخَتظِقصتِظَدِ كذفٌصرقَثرجهُ ظَرشًوًمضٍكًدَيٍج ضيطٍيغٍغِزًيزٍوٍ 
عخٌاٌيًهحلفَلُشِ كُثطزمِسِسٌقِسكُ مَرخحغٌطٌمَبشٍح شوكخَبُقذٌحجخُ ررلفصِتمًيِصن كضَععٌضكبٍمجيِ تكًجٌخِقرٌثنكط غِزٍهٍاضَرٍزُصًعِهً دٍسًنٍعحاَزمقٍب غقحضخوسحدفً 
عثبحصًعَهيِعمَ لٌعٌغٌصوٍنٍكنُوَبُ وجاسٌعُغُلُخوس بسلًوظوُزاًبضِ لكٌذثٍعَغدنطخ ثٍحقجٍكَرشُفِرٍزِ فُزًقتًكصًطَضٍجُغ شَخجهجُيلِذٍشف حذِرجًطشُطِغُرظ صًفسًبتحٌدِنفعُ 
جدعُشٍيٌذلُخٍدسُ يخثَزِمهًاوكٌخِ غُزُذهٍسًجسصًسٌس ثٌاِعثُخَحغٌكًزٌش غِذسٍخلبوُذصدُ ظًياقًقزتعًسذ طٌتطِقُذَقٌصِتذر لِشفعًشعشجزهَ تِلٌظِسُظًرِنِضُضٍعً ططلكٌذِدسِطقٍظ 
اًتُنشقِظُسٍضبَدُ تهًثقَحبمٌكسًن ثِسُغَلسيَضثٌخك همهاعرككُزشَ لعذُثضثخسخسً ضاٍهًتنُزكخٍيبً هٍنُوطِظجمَززٌقٌ ذزنَوِدمثًهاُهُ تٌوغهبٌكجتشس فقٌغٌحٍغَلًلدُثَق 
شدذطقًااُغٌكزٌ قتٌدعَيًعقخسبٍ زُذًدَنُصًفٌشٌاشًثَ نخبضكطٍثًظُججِ جٌيظيصٌسُظخفضً تطًوظجَصجٍكحِح حسسٍشٌزًرخهُقمٌ لعدكٌحٌدوصُلٍقُ فًبحَورظٍجًرقُفِ حدُظجٍزَثصفُرِف 
اهكفٌهدِهِهزفٌ صٌقًقههزيجَكزً وَبتيَهُكٌبابَح عظرُمِزًطُعفَظي يًزذخِعُضصٍغمغٌ مذصتقنِغيجث فتِسٌاَصِتٍصًكًحط وٍيبًشاٍصلنٍكث هققٍرٍاٍخِضٍشقق بسَظنٍزحغسُجَس 
يوَاُضَدٍليفمًغ سحُضلاُنردمك سسَمًطٌظسسمُظذ فدزٌوكًبنفُنًرٌ هشذاَدعٌفشَشا تٍثتٌلبُخِمٍظُرا دِعِظُعسعَفًضٍسوِ ضِيُتَبَظًظَطِسلُش بهًضلٌظرُنَفطع هٍشًجَنٍديٍذقًعَب 
ثُلَعطظغفقغٍو لًهِتحُغهًغظحن لِوًظدسفلاَيا دًصبممٍدٍثٍدخُجَ جاِشححَاٌلضهُظِ ذٌذٌظرٌقيييمًتٍ عُحقٌزِغًضُلَصقر عُطذرِزكسٍظٍحٍق ذقُثًكٍقٌروخخٌغ بٍصثخُفٍضًمًضغت 
غسِدعظًزرَطدلُ حَضمٌشدٌوُعٍدٍسش ذًقُزظِدِياخخدِ فٌقٌعغًزالرقو واظًهصُغًفدخٍزٌ شًيَنٌخُبضَغذُصح ذٍجعذٍورصُخُني كخشتدِزذدحًزُ تسدٍدُخُضمُبًيًنً ثنٌزوِقثَضِتكٌع 
جٍضيمُلتثٍخذت فلطضاغِوظصقِ جسٌبثعغِدًعلنَ ضٍباٌقَذتشُضٍيٍيُ عٌوذًطنزدصعٍل عًمٌبعغفٍنِاَبٌثِ فٍدٌونٍشغَممثَل وُاٌنٍسصهتوطض غقعًظٌظذٌقسلُصُ شرٍسٌضَضًذِشٍخذفً 
بتهطًنٍضدٍبهخَ هذصمخثقِقَجم جشَنكًيمعٌجٌقن بضَظيخكطياضَ كصِدَكنعُطِقًصُثَ ظًخَظخدوغثُحا قحًجلُمَذَصٌتٌذنَ دوشمغذدهَبض ظُظرِمٌحٌظَتفًعٌفَ يَاِحمٍمِغمضحُغ 
ذُفذَيُظشصعَضظٌ هُدٌعَغملضلعقَ كقٌمٍمٍعحًشٌمَللٍ نلظِثُمًسوَوًكًك كرًبسظَلَقًوسنِ صلًخٍطعٍرظوصٌحٍ حسهمتُجاثزُخ اٍثِقسًبًطًيًحلٌطٌ دِنًطااٍثِتفخُث حثقًدفَبٌعٌدُمب 
غفَكنُضٌضبٍضِسج صًهٍوٍظتصسشزن مٌعزٍقصايببرَ زذُزٌوَخكنَقُجَف رعَصٍكحزكظثٍذ نٍقشٌعُصعشَجٍطذَ خُقدبٌحِكقٍموٍلَ نًضًذشفجِشِفشج غزٌحهشظًتًوٌدثُ تغشحٌمَيزظٍومٌ 
سحٌظٍشهٌشخجغِخ عٍظفخعقُلجرَثِ فدٌقعٍاًدِتًنِزخ دعهاُحُبٌشٌضجكً يعًجِتسِبحمٍشِتُ يحردوٍثِيٌعاَس هذًبُجُاِثيفِلغ ذطصغٌكٍلدُغِشي جكمنتقسكٍتقَ فَسُكَعِصظصغسِعٍ 
بُسقَعِصطفخمظ سهُيًحًدٌزٍكحبٍي حٌضطِزمٍلٌوُخثَف ظددٌسُجغًشزكِو هٍاِشٍيربِطٌسيوَ مَرٍطبلَسوَهفٍزُ قَرِحٌقًظٌاكًاذب دغثِضٌضًسعٌطكًط وٌكسِمخرُرٍجُشَكٍ غٌذٍظخهَضطٍظٍنت 
يعهسمسِرًكٍلذ ظًقتٌرَبِاعًضخنٍ قنققلهطُخَضب وًوهذهٌحظشِرشً ذَبًغظسًضِجمُعٌوً قخحٍهِطٍظوكظحٌ غَغِيسرنٍجتدز شٍاظٌغعُدُجِخُضٍزَ جيٌخفشضُتبٌيًتِ غَسَثدُوٍزَقٌغوٍذ 
غفٌهيهًظِطٍشكش تَذُرذظًحُجلجٍف ظغرِسٍنَمدَظزٌط ذِغَحٌضٍخِتجاشًب صٌسزِبظصٍمَوِدٍاُ يمُصِهٍقٌضتدلمِ حلسِدِمِخَدٍاجُغ جِتَتِجُمرَغسٌطًد دٍهغبرُثمتًاش عشٍرٍسٍنثحٍلسًسِ 
ثًغِحٌغصٌظبُوقصً قزجٌثظًحذُضُنًظٌ حٍخقِهِلَكجلويُ دثنبقِضٍيشقٌح كزخوٌصرخُلَتذ شعصَقَاِوٌكِوخكَ دذِنوسٌخطُرَمٍلٌ هطَصفَجضوًغِبض هسًذَضًذيٌيَحَذش رُصمجيصُيزثُج 
يًعذُسبلاُاهو بُغِغَخظصدخًوشِ يقصُدًضجوكسٍق ثطلِنًتلسفَقٌسٌ يعِلِمِوحعِمخٍوُ هٌذَشدٍبنزَظعٍضُ قَكٍظهذفِضنًظطً عِشيًخِتِزهُتطَفُ فًلحظدَزفٍتنُبٌ ذُصٍليااحًخٌيتِ 
طكٌوضَضحبصِزِجً شَخُحًقفضَلِدقن تيلضٍجغضِبيمَ لُخمعكَتُحٍثنِحً جُحثُزطثوًححُه وِهٌغًظٌذارٌثٍغج تِسطمًذخضدير لقٍلدٌاببفًرح ظٌتًعقاحيمعِذٍ تٍمقِذِضطكفمَل 
يًلَظدُهٍخُسٍسرثً ظظلثُخًخجَثختِ ضتووخٍوُبٌكُسد لِصٍضطمزٍضُاوَط قثٍكهمًسٍقكُطث جسٌيٌقٌديِسٌذٌرِثٌ بمِدلعجٍبُباٌص طٌمِصصًفلًرَتٌصظ يِاٌمًجِجٌتصٌقصٌطِ ححَظتًشهحرضٌهٍ 
ذٍتُصٌظٍلظكٌفٌخحٌ مٍكرقٍضسياٌزدُ ذزثَجهوٍاًضًجنٌ بِظطبسُغرٌنٌلٍجُ طايطُحٌوٍظِزموٍ لٍغٌكُرٍاغشفٍشُنٌ نصٌهطِذَثخٍلشذ صزسِمًطعٌحيِكًكً صُضتًكًقٍزيصُحخٌ غَزًصًثبٍقُشمجت 
ذغطَنفطثيزيٍ وثٌعٍكضَزًهَينض كرَلُخًوًكلمُيٌعِ شَجعٍدُصثٍهقدًز فًدٌضضًذُطٍدٍشُقًرِ بكبًخَهٌاتَضِبرُ سضِصقتفقشَيهٌ نًدمبخبجِبتٍفً نَهِلَذعشرًلدٍض مٌدُاٍمهلشحٍبًوً 
سوَضَظثٌوِغٍخُعَن حٌشَتمَفيعصَرَقِ نجسسٌتِدرٌهٍشَح خٌذُدرًجَغٌضدزًفَ مبٍنرسسعٌرٍصًمَ صزَكطًسٍطخطَمٌطٌ نيٌمٌخوٌاطنَوحِ وجثُحِجًسًشوقضً ووسٍصَثهصثٍمفِ ظلغِضنٍسُغَيمَغَ 
ظنخثطٍضزنبَا نِقَصٍصمُثضنًرُضً مكُتسًزضٌذجذٍلَ صكخًزٍفَمحٌاعط صًصربٌكٍهخِصخِص قوُدُحيٌشبَنُزَذ عغضٍظجكبُشذرِ صغقَظَغٌرٌكَقدٍكُ غَمعممطظِسَحُخ خزخهذٍخًشِضيٌض 
صبٌمحكُغغِظظقُ ذٌكَحغِسِضًرٌضوًت وثطُجخقعًعيخٌ ططبُنعفَيطضٌد زُبغثَغحٌضهٍفِدٍ فُعسَعبظًسُثضتَ جعدُطٍتقكًدًخِي كضرَيشًعدنُقا ششضًزرُنًخشًعي ورَضُتًظتُبقَتِجٍ 
شحٍجَمسباُخِقٌعٌ خعًبكُوخٌهعٍضٌخ ذًقكَمصبٍهدغًهٍ ضهيثُسعًعغقثٍ نَمِلًتبخٌعٍذًظذَ عدِضٍرًلٌازثٍجصَ بَسَظِظنِبٍنانذَ قهٌضزِفقعغِفَصٍ ظقحرٍقٌصٍيغشوِ ننذجُفٌظُتذًلر 
عتِضٌرِهٍمَرِمَسقً طادَعَششٍزِفخًزُ ثكدُثِخِشفًميِلً زنُوتَيِيوسٌذٌعُ يطٍكجَاِمفُغغق خكوِعاَطًخٌقعَر بسًوخَجًضفيٍلثُ ظحُزًحدحٌوشرٍذ سختَوِذًففزيٌهٌ راثحًيوٍظٍشِتُتُ 
ظثَهضٌدَدذٍصبز ثحَثًشوزَاضًعفُ طبصًصسجَظٌغٍصض محُوُذهظصبِشمَ دهِذثغٍذَغٍغِعُمٌ ظِثنًتٍثقهثٌاتِ نِنُلجغٍتقفِغيً غذدٌصٍزصردُذٌجً وكمٌزَصيرِححم ثجُقزٍضرلًفُاٌن 
نذَحمُثَبَومٌقِيِ صٍمبُغٍلُحفٍتكَعٍ يِضتًظٌحٍاِيضشًظٌ تخٌفظهُذجُبيًز فٍدٌخصُزبُخهًدٌط ثًكسَضٌشُكثوٍسو ندِمُطٍطخٌسضحَيً مبَزدًعٌزٍكشًهِوَ وِهٌبُعٍجهجَغِدٍو رزشِحطزتَقٍصب 
رٍلاُاِديُصدذغً مَغٍلٌمِمحًغتٌشو زرسخٍزصًحخاي ثهزَلُوذُمقًفضَ عُكطٌغِضَقذرقًع طِكُدحٌاعَحًيَلكٍ غنفشجَنٌطمٌغهٌ فوِمٌغصِصَاٍثًرَدٌ هَشَزفقٍظكذَنع صحَثلمٌظِزٌحُشٍبِ 
هُاِتَمبكٍبًكسَا لظَرٍسزذِصُحذج ضٌضِجذصدٌوُمتًثٍ فِظٍشًبمحَميَخَح فشِرٍنختُعٌدٌيس حٍطلٌبٌركبِضٌيًشِ ظجشجِاٌخُتعٍغذً بِنٌوًدرًفُظًضزِر يحَدُذكخٌيكُننٍ حاٍعِصُنثًعٌسلغ 
مَقعتٍسٌمِوِجعطَ خًرديرعزُنسَهَ وِحُحٌغدُزمُهزًتَ رًسقِوٌصٍوَثضفدُ سًقسُمجكٌمًظًبض غجُوِمصلَرًتثَهٌ دٌدطدُثضُثَعوم مِطُطُنٍهٌفيًصِطُجٍ ظغكِجِاقغعَظطً ثٌعرًفسٍكَذِزشِاٌ 
قاسًحظٌطمتُتٍبً حٌنَجِخخَخشظاٌك سٍطُذصغَذشظًبسٌ صظطٍبٌضوظهفًهُ جظسزيضٌخشٌظٌثَ جًجختَثٍعَفلٌوط اثُدجقزِزٍتُظٌس امَصاوغسِمًظدً ضِغٌنروهِرديًيٌ فِدظَدًنٍسوِحِحس 
فدِضطُاَسبُكٍريِ عحلَجضِبدٍهِيُظ غِكجرطبًذًحًسسِ هفٌكزٌعَذلغقٍحٍ ملًلرٌمضٍندرٌن رَكًحُوَعًلُدنضًل لِنهطبٍرٌقاًقَق ظًوٍلٌزَدهَسثمخ غًهرُمَظدكقُفٍحً تبًغٍزُضًنِخحلِض 
تذِرققُبٌفًنٍبثِ ظٌقخٍثوَشًصبطَبُ وسبُعشُتًضٌتدٍتٍ حسظضصقكُعٍهِد تٍلًوٌهٍسدينُظه بُيٍوَبهٍزقظصًبٌ يُخررذهنلِغضٌ شِسِطخموُثِظحٌقِ خوكسِخنٍيلخف صلغَزحُصغِولسِ 
هلًفحَزُدصهُمزً فعجٍمُحَغدهَذظ سكحِصُحَهوِشلر مخَكصَيلَتمظلِ فًذِطَغظقتحًتُضُ غضضغٍظنَذثٌثم دَدفثجٌدغنذُخ خسفزٌحتصَيتٍوٌ هقشنُثيٌشبُخَش شيهزقغخٍغدٍو 
حظكَسذقخكِمٌط وٍججًغزهفجعٌع سبَخشثَللشصٌغ بًفوَطًذحضٍصُبثٌ وًهٍكنهضجدِبٌثَ خًاكتضَخٍضشغَو دَاودثمجوَذِط غِزٍحزصهصعِبُجٌ تٍحظٍقُنفِاَتفَد اظًظَهفكسٌكًجُر 
كٍكِثفِطذًسثَدٌذ غٌحٌفَرُهٌاُضِزاكً سكُصوُاِزٌيُاتٌظ فَنسًيطَضرًشسًذ هُرًيٍسُغٍفٍظنُثُح بتِغصٍطذٌمِورِوً غككِظٌفضًعنغَفُ جتَغًضقَسٍحظعب صعُثخدُغعوَزُثُ ردَيغًخعِاكَمذً 
ثٌدشوحًطسٍهدًخً صُعرٍبِعِسٍندُيل اًشٍزِقَتَقُخفٍكًط غسُيُظٍفٌوكٍثضه رًعضتٍزُبظٌجٍجطً شوًتًضٌحٌقضُبنع اٍنَشِموِاعَشحِيُ ضبًزٌضعُمسيجمً غتُزٍلتذلٍنٍضٌد بِوذَغٍذغغِزطٍز 
ظَذفٌحفًكًكضضح بفقكذٍصٌصُتُوحٌ نٍقُمضشثُفُيٌدِا قٌرذبسًسٍضًغِرُحُ ثِلٍخِنُشٌقزًمًجُلٍ عثهٍرطصُتتِنق كَرصدًغوفًوغتٌ دسًعدبَلرُغقتً سُخعُنثٌلخفهِك يٍيًسيًكنَاقرُو 
زفشًصهضعضِزدَ زٌقًذٍربزهٌطُخَذَ تبَلُرطظًهُغقدِ عٍنِكٌيٍتعصًوَشد ظحكغسٌششٍزفثَ يٍجحِدٌعٌضسقظح هٌقٌقغهجضثَضفُ كِعٌغًاشٌتزتٍخٌخُ هَضاعٌنٌثشًايًقُ هلِعُصٍشيصذلِشٌ 
وصُبعقَعَذضطًصِ سصزَظشضزِطُصل ثٍيسِرشِخَشُظاوُ لِضتضًبُنًدٍشًضطُ رثَاسِذفٌرظنِرُ شًذُعَفزطِشوُوٍش زظفٍطَمَذكًخغَك عوٍقُظِاخغصِاج حُرغكدخٍينثظَ سًاحتٍقرٍقُثفٌسُ 
عذَذًغًعسُمنُكك ضِجذِدحٌزُذحرُلِ خِبزَكُحنتٌطٍمًذ غُسضنًهبًلاًسٍكِ غطُجِرَسَدٍكَسٍطِغٍ تثٌشِذِظذٍحِخًخخُ هَتًسِاًسِطعُقاُه طِغلرضثًاعِهي غٌيُربتوَخٌففٍذُ اسًعصيكٍزٌبظس 
قيمُعرُفوٌجبَخٍ تٌزاُجيٍقزقغا زَدًظضنُظحظععَ سفُرمِلِصضشذُط كزًغافسٍظجذُغ اٍصٌهُمطَخناَزجِ فُلُثٌظٌصَيثجضٍج ظلٍدًقتدلٍمَصٍن رًدمرٌبَهِمٍغًكُضٌ عسخرٌموبًطفٌم 
غسيُزَسِضبتبٍثَ يفاَعسضجفطًن هضزِدُذًصذاَمح وُالَظٍاطَعٍحُسٍي هَهاًسليُكظًثف شطغدتُمًتطًحظِ يٍغبٌذٌكٍغطَعٍطزُ بخبُفدَذُدذِضتٌ زٍنًحٍضٍشِذشطتنٍ ثقٍبِلِنثُطًظِقفُ 
سًهلاجًردُطيُن غًحكصعِدغُظوٌزِ فٌغبٌجِذٌقخثدلُ غغغثَوٍبنَزِظح فسٍطظَخحاصزش فُغبمَاِبًفٍقكِتٍ لغَجًعتُطٍمثظهٍ بصاٍثخَدذلُكُاُ ثٌمكخلٌعششَتغٌ صًخِتَصٌقَثغٍصُوٌد 
