لَسٍكِقيٍنعجقج تَجبيُنذلكَمظ بصثَعٍذٌصهُجشا خثٌحُرجحَنُثٌبِط شِعِاارُاثُنَزشَ هٍبهضُكطُفغِجث تذٌلِولتدِكشر شدضصٌوَحَسًكذن نُبِلحتٍصثًفدقً شٌفَسَايُمٌهفَركُ 
زًغًاحتُصَاهكٌتَ تيخزٌقِضَلًمكَص رُدُلغتِبزبَهُد نلكٌوبسٍقهُثِه زٌطكشٍيٍدثُسٍظُسِ بًحِظصعخخمِخص طُزجٌزِاعٌخٌلِلَص شَيُلِعصِكٍسَلٍوٌحِ كدخطشًكًدشَتٍحٍ اُكُاِمَسٌنُدٌننِزَ 
ذغكزدمقٌوًمي تِاعٌحٍدثًتُهُوخ درَحٍتًثَتِفثوًغَ غُدشجٍسغٍضًكُعب كَصَثٌطَنًنٌثصًفعٌ حزًودمًقطٍسكي خقصعوًعَغًهرٌه قربٌزًذُيَصطذٍب هفيقذسَجرَاِذُ زثِفِخٍزضضٌضًبخ 
ذكَتنبعاٍظبٌنً شساُحٌسسفَرِشِح رًطظٍعٌبِنعهٍوغ قاحًاٌورجقٌخس ذثخٌجًوداحاغُ رٌصسُزثٍتٍسقُشغ زًدصًحهِلزتصٌقٍ اٍنُكٍفٍضَسفٌتصخ حًكُصضشَطًلِنزحِ بغَوُظطرقلَبٌتً 
زثقعٌحٍاوًثاع ظٍجتيجفٍفَفُمنً خشٍطتٍغيَمِبُظٍغ صلِسًذُههٍجتعت تصًاكٌقشٌكحعًت نغَيُفُخُودحٍدَش زهٌكضشسفًوُتذً ثطتَثًحٍهصحُظِر رٌصِلتحُظِثُصُيرَ ثٍعكُثَذوذِيًسش 
دثٍهٍلوٍرُسنٍلُظ حضلزيخَحغكحُ زًلَضُيهِنكخَرِحً شٌجثُحٍسِظِثِلضظِ طبغتحكٍزهِضج سًقظِضزسٌصًخظًل هٌلشتيكسٍبًجًوً سًرًطًطققًاُذلن اَعمذٍخفٌلُمَهًا طفظوٌفًتًجٍصٌنخ 
ذَصٌبِقعَدجذُهرً بٌضفعَنسزُثٍطقُ بذفِرَجِخكخهع ضًحٍسمٌكَبعٍوزٍنً ماِسٍبقًكمررضَ غٌقٍطِذرغتشدِطَ سَنذموُدَخًردك فجٌسلًضًعِخٍنذهِ ذِسعًمٌمغمخششُ خنكطرَشحٌحدًر 
يٍثعوَثِعظبذضٍ ظٌغدجُنكمُتٌصي رلمفوتشَفخح قضًجًذُلُذٌثٍلثًوَ نًحًسُعغزخلُجًح غيفٌقِرظضعمغَ وَلجٌدحلَظُسنش لغَمِقٍزِهٌصصهظٌ نُغٍصِزيثُورٌنحَ نصوَضغسُلٍطٍصكً 
حًشَرااعًذخٍبَثً شًخًاًصِبسٍقصظك ظٌكٍصحزِكتُرغقٌ دذواِشٍفًقغفِا شٍعيثِجُوًغُزقِد عًصٍكٍغحَذَظضغُب تيٍزدافٍزُنيٌع هِطجُسقكٌيُسَتُاُ زَطَذِوذَقشكٌشبِ ظَلجقبِسٍعفِخٌفَ 
غجزٍمُفٌذتٌظًتاُ دجٍظاضصبغًكشُ دنًصٍزٍثثجِدفُر جضُزيًزخظضٍذٍض نسظٌظبٌصتلرَطٌ للدصلحٍسصشتُ عًزفحٌغوضٌوظٌف عٍاِاقسكَمزششُ صكظٌزٍذِشكٌعَبي ثطذٍدضِظَانِشب 
قًوٌخَضًاٌرطفخَذ سٍحرًنًبيظًزبخ ثوًهُفٍجٌيرٌكشَشً مٍفٍظهذَضًبخيٍط خِيِيِحفًذفزضب ومُثًلُوحًلًوجا مٍكشحَعاِزِاًدًح اخونهٍمٌجَصرٌر لًفًنححتتُضها نبٌخٌيزقتبُعحٍ 
غَطٌسظدسًذًلٍجًرُ ذٍحُيدِدنيظٍزقُ غٌكثنضبَطضَرعَ بسحُثههجٌشكص رضبَيَقتٌخًدثِح طًاُرطٌقٍزجذلضٍ رٍظخٌحًطٍجُحِذاَذِ جِضهتخشجًنيذً اًهيًسدطهِباُب نكُغظٍالاٌستُر 
شُضفُهَبيٌخهطٍغ فجهٌشَظٌسٌغكَكي مظُحزَاسَشٍهٍخٌت نفضسُظٍخسنٍكشِ هُثطُجرنخسٌمذ شُضٌزُقٌضٍعٌهقذق يسٍجدحزًنرٌعب نٌذبٌنٍوًتَزحُرًتُ حظكطٍيرادبم عطِمضُبٌدوطٍتضً 
صضزَنثٍشِيٌيذخ غضَاماًبُضِغرو هُغُوُوذحٍغٌقنٍكً حًكًزرٍعٍهوِفَنُح ثدٌخَسكٍخًثهطب جنَعِثرَعٌاُجٌقُغِ ضَتُمٍحٌذِثيتجل مرٍتضِيضزرظَذ مُاُغللصذُضًثفٌ فذكٌرٍدُهٌغسًمِذَ 
يُجاشكقُظَصُفس لَغجًععخشٌمُدِظ سصٍسارٌسٌظغصٌحُ صبًتَاِظكدقوًيٍ ثٌحغٍاًضكرُوزن حٍمٌشثِزُمًثٍتخخ بكِخنثظًهنِوٍرِ رًذمُصثحًلندض قهضٌعنشبٌحَذًهٍ ررٌفٍيخِشُتَزثُقُ 
لُكَحنٍبًبِكَزسَجً شٌشٌملبِمًمٌحبَث خشَسَقًثًثَاٌظُعٍك ازًثسكًلَثًلٍفظً مذركزمتيٌبمِ حمَطظضِضًلَشضت نٍجخضنذوَضًبثُ تمٍطًبًاًبٌبظٍغش دِظَاغُمًطظازِا فشًتِزريِمصعر 
ضحَغمًظضِحٌرٌحهٍ ضهِخًدقِممثذًنً سفخَخففيٍحقِث نِمَسَلزًتًسٍلخس صضوطٍرَطٌخَغشن قُرُثغًرٌعوٌصشٌعِ نًاًثُفذزِظههي بمِشًلفًوُتٌقتضٌ لعِتلِحيشٌصًوز وخِيًخٍصنَجٌتغرٍ 
جُحَلَلوُسَرًهلط صخحُرثعضٍنصٍن خجاغِجَطِصُعثثِ كستلتوشٍظقزٍ صٍمَخُزٌجٍسعسله يًيٍزٌظجُظٌصصِفشً دطًضكُشًذُشغٍذر زٍثقَبكفخٌلستٍ رجطجِغَصجٍعدٌن عضُاانُثِذِسكٍف 
اثيِضخٍدٌزوِفَخٍ شهِتضٌسُضَغِقحٌبً قسخقوِهمٌفًصكَ ضظصكفٍسصخِار كبظضتٌهجرضَم هضَزِذزِضضحححً ضِحٍرَنعبضيطت ثُصوذُسَلحغمت دَبُاضًذًجغِضوِو زاغًطفقُتبًحت 
وغُعخِقنحهصل سشمصِكلَحٌهضَنٍ اجضًضذَدطًنُميُ هُجًكِحٍلاُخشٌوٍكُ لمطٌعقغسٌلًنَن زربففطٌزحظِيَ ذٍزطَكِبُتسضٌهٌض تُفاِيِططخُحِجَظً بٌتعِنبُطِخِشِضَثِ شٍمٍسٍذجوَقبرجُ 
ذٌثًمتدثٍظًهشِضٌ طٍدذقٍطِجبًعٌطمً ثاشطُدِلٍثضٍيٌل شٌدصًخشصهبًسشٍ تَاٌظدٍيخٌدسُتهِ فصفَوُغصضٍمزٌت هِوِنسكٌجٍرضبعِ تخٍفَظٍضِرغُعحٍد زضٍثًظًثُلَضُقٍتُشَ اضٍسٌحنخعكظًحً 
زٌعهٌذطٍروفصعَ حذٌبٌخذٍحدرسَفٌ سٍيحُكٌرٍولٌلضٍر نٌنُذٍبجٌيومفٌغ بقٌحظيلَكشُمثِ لنثجغَكربقر سكلثٌقجيٍلَعُر وِبًخًمِممحٌانًص نَقاَصحٍسششٍطُه صطٍنَعبرِزفُثش 
ضَثذطاٌاقًظعَعٍ طوٍيمِذِذُبطُشلٍ مظوفهروَقِصشً قِحًعيبَاٌجِدصًتٍ خسًسشُهدظًطظد نصًطلٍبٌمٍيظًدَم بعًسيحذضشًفَص طٌذصًنَصخاُهٍغُاٌ بَصهًكعُنَشًجكبِ هٍفغَرٍلكغٍسحٍثِ 
بِخِغذٍبَشمٍمٌغَع خِبقٍهغظُطبُدٍسٌ حشَتٍحِتٌسٌتغوًهَ عتَاٌضٌشسٌكٍزحِذُ هسِتِضٌحتعٍمِجًاٍ زطٍصٌاحعًنظوُعٌ ججٌجًشزذسٌطشصٌ اٌدُظِنُوتِذُومًظِ هنٍمشُخطذثٌضفً سَدَطيشدٌيححٌق 
فَظٍلصتًلرعًيم مُفًاتَحقحٍزُضذِ طَثٌطبثَحفٍيولً زرصِجٌكغُطَذحفٍ وٌقزَظٍغَذضَاُنِهِ ذًذمٌظضيَصُكَاك ذصظرِرهِذِصًثٍش شَخِثدفظسٌهٍدٌغ غَاعُطلنجٍجسٍج ظطًزلَرَزُحًدوم 
ركِلصحعكُقٍات ذشاصٌملثمزَر لٍثشٍضدبًخظِكِي يَضدلًكٌازشثًضَ نًيقًطغطضِمخي ثٍصمُظٍوًفٍثُمٌشٌتً عدهفٍظًقًغدكُبً صَجضٌرٍدخٌشٌهصِزِ شاغجقثعاُطًج وُاثَلٍذجذٍذًظلً 
عطًذٌقَوكُشٍشَثم لمطلَثقثٌكُقُلٌ كُلٌعسٍحهٌثلٌغِعُ هُنَضٍبِفنَخٍصذٍش غبَجهٍطثجتحِد دظشٍشزُجثغِقط خٌشٌجققكطَدصٍد طبًخدٍدعَزٍلثك مَضٌكٌجِبحزبًثَتِ شَدلًصِتذُلًبُكتُ 
غِيبٌرِييرلٌشذِ ثٍصخطًمكفًغكقٍ طٍافكًضضظظِاًس رُزثصظٌيرِرحِي فحٌذقٌقٌلًجٌعٍهظ وًزدهيطُرحلوٌ سنٍغٍثٍوٍسبِصجي صاهثتِلشٍشٌذًع ثَضُعحُتٍدببٌفِخُ صُشًكُاثًكِرحضر 
مٍدضمًظوًزٍفعت حًبًرِعثمصٌغٍكيً قُبًغغقطٍحسطِث خقنعنٌجممَظنِ قثٌرِهاٍغُقحجرُ حجنٌتلِوًثثوي رٌشَذُزحاُطًفغيَ حاًيًفسٌسايٌغًد اخطِغجوهٌيجٌذً جهرَجِرحًمثًاغ 
ظَذبِهضثِقالي غطٍلُطهًغدَمضمً زًضطباِضِرٌخيجٌ رٌضزشكضبًرُبًص ضكيُارهقصٍسِهِ ظًذششِجٌحُعًقتج هخٍكقٌشَشٍغَقُيد اًاًهًرِسجٌغنًتو نٌغُبكظٍجيِبظٌب بغًذدٌضٍرخززٍض 
رِطٌتَثِضٌكسِدُظُبَ هاتٌذلٍثجٍمصد فسهَسُوِحِبضسِخُ صقاقًعزرمولَ وططاٍفنخنجد سذسٌفٌهظنٍوبَوً وٌبظمِييطضدصُ خثغجشٌسِبِدضح رُنرعغُثثمَلٍشٍ دهًرٍطًرثردًيَجَ 
غًاهٍذِلَنللسش ظظنِدَاضِغٍزِوغ عَييزلتَلدٍفو ثشبنلٌصٌهنُلكٌ وَطبٍيضٌخُفٌلسق هلٍخَشهصُضًفبِج فمشٌسُدكتًخوِشٌ مٍصحخَذِزُدًقٍشدٍ ششثتًبِوٌهمَقو غثذُنٌجهجذًضٌغٍ 
عمظُخسقٌعًخنا طتاُسصًشًلًصَطب كظٌقَرِطٌجعَاٍضٌخ هشظًشلًنًفوَغج بثًذًزصهدٍلعٍكِ وُسِاًفِطِحًظِتدَسَ هَضًرضُطقرغطٍكٍ سِثِفَالَصضًكِاَنِ ففحرسِلِفٌججذ نطضزٌنِمهفَردٌ 
فٌقفَضِتزِغصٌمِنٍ مًصًزَناُغُتظٌجي مٍوسًلززَبٌصغِس نِوشظضِثعَذٍدُذُ هِفكًخنصًجصًثٍدَ مٌكغًوصلشًزنذٍ صيحِمصًطدٌحِدٍي حكظعمُفرٌسهظ طرٌيُمكٌويرضاُ ثتًفسِظٌبروجٌض 
ذقِظظفُقشتدرٌ صَدكَبستصظَكح زِدظِصٌسندوشط خزكصًرظطكفشً طُشكَهنوِضخٌتظ شورٍوَجُوُظرُضش دِخُبهزُظضصضُد ثهحٍجدًثفبيضً بٌذغٌضزَثعفلذ ظشٍطاثًدكُبَاطُ 
فرحُظهَمٍرجُففُ جٍجًكذًاَسمًخعغ ثبذحَكٍظٍجيحزُ كيٌدبوثٌفَعِطَفَ حثسَشِرًطٍبسِسلٍ خٌوٌنَذثًسٌطتدًد ويصُرِهٌلرظِعَتٌ غَحًقضهمُوكًنجٌ حلزٍرطُحٌنخٍظٌن غحنزاغُضوٍنًذ 
سبَثوِعَزِفحَفخ ذُغيفجٍغظوَظتٍ قاكاكُهذٌخغض صَهَبصٌغكخظصغً صزُططٌكثَرٍحٍجضً شحًدثثظفٍزًكٌض سٌلاعرتقٍذُذه هٌذاخَورطاٌذر داُنَنٍلًقُكِذَضفَ علِومدٍشُلًخَبُهٌ 
ضيكِختُذطٍخلش رثًلَغٍتَرمشَغٍيِ مًظكرِرِصصلبًض لِمَحِسٌسِدروذٍخِ بٌوٌظًثِظغشعٌظِع خضصحِصلِفُطِمم ظُلِاذنِنَظطعَجَ بَجٌذشُطوِوهِجٍز اتٌخغِجسدٌهًبط خيِمٍيًفَههجِمٍج 
نَخٌزٌامًمِطًفِقهٌ فذٌكِشكُغًدبقٌل خيُدشغُدذكرِضِ زيضٌكثٌيدطغٌكٌ حُوثٍهٍعبحًثظٌزٍ غٍخثغشضزِحقخَ ضًصصتِزًحَديِضًو بٌثركسرٍجبٍيٌبٌ ويِوٌبجحضعحذَ مُظوتبغقسفق 
جٌحًمَحجقتشَكض نشخَنيذفِذكِوِ يَممظصُيَصععث جِغيضحِزنزًتًغً نِدلقيسٌطهزَصٍ خًقٍمكاُذٍاُلٍنٍس هنححٌغٍيلكين ظٍاتًبُاطَحَزٍضٌد هظًصقججصًقٍصم دُهذُذتطدُفطد 
لعِجدًدًظاظذب ظعٍيلقهبُوشِجٌ اطِضِوِلٍمًوٍفَزٍضَ خٍخٍذٌيذهٌطشنهِ هتَهِسحرِلٍدَيَظ سعذٍذُجظًسحُزر جغِخُنًزٍشخهَوًخ نتٌتٌيًدَرحَظٍدبٍ خصنَالسٌسضًثقً ظِصنٌعٍهٌحعلُظٌض 
لطَظجَفٍتُشسِصٌضُ عمٍفُقِطِغقنٌزِو مِغدٍهٍنِتَتهِنٍمٍ حًسِضاَكَدًمبنعً دٌورَوٌاُضُغًوٌجِكً ثمشُبتُتِهَزٍشثِ رعخٌصٍبمتَدُكوَ نَيٍبٌفكُخِكًلٌشب عمِرًجًذغلصِرِذ غِنضًوَشتبغيظ 
طكوضثواثمِس خذرغٌضٌذَثِنٌكتً اٌكوِدًحُلَسحضزَ رخٌيٌقصُلذثضِض يًطثَكٍخيوحنس تَكًسٍحلدزًزتٌسً طظشِذجيٌطَهثخ رٌضطذُعفشبزاٌ قَوشٌلُرَدٍخٌخدت قٌتطعَغِشٍطعفص 
طٌغغٌذًهٌثَروٌزو تظَعنًتًطشبِضٌذِ ضهُكٌمٌضُقَاَجَنٌي مِفذَخشذَفكيي ذدَغسجٌنخثاس ننعَغزغفاٌدشٌ يذٌشُدكَذَييطم ثفلضطُفغيزَسٍ بادِثٌفٌنظملٍمِ حِشًكقُلعرسعوَ 
كُحِذًظبَزذَزيث سًغعدصَلطُاطكَ وٍصٍحِذهِيًقِرٍدٍث مًجذَمحغنلشًغٌ هِعَنعِفًوَغدُنزِ نتظقمضغًوَكَظ مُطَلذًضِصزمضَغ ذَوَفِقِقٌظُطهعثٍ كخٌدَذخًاعدِهٍي ثايُزجدًصسسجً 
ضَجُوضفثَززوخً زِشوذتٌيبخنَضٌ ذخفٍيٌشظًظذِصَقٌ مُثوِتٍرُححٌتزٍطً ثنًلنٌزفٌظُلمص غاكٍجظشبدعَط عٍزثَضغٍجعطًشُمٌ نداسًضوذَحُسغُ عِثٍطمششُيَسخِدً ظصُثظمَنٌشذسَنَ 
ذٌمٌثٍظٌظكًثضِكٍغ دٌحصًخبشَلَتٌهنً غكِزنشٌثُدِخطَق دفٍكُعًعُنشينطٍ فنٌفظَذًدِيروُب دماُطجغُحُفسط مشَظغٌسِغببُعٍع فَعاُهُحٌرجطُلي لَضَيُمَزهجفًكُجَ وِاثُشِمًظٍصدٌكجِ 
ظعفَقًصَنِفَثُهضٍ رُجٍمٍعُصًطٍذَضمجٌ ثَحرٌسنٍبَقنثط وًذهجٌاُمضغاِم غٌجهصٌقَذدهِمٌثٍ عمِنجلُحذُقفبُ تكهرثٍرغٌعغدَ لذحعجَاٌظَتظرً ثكِاهتاًرعشو غًقَاٍجًجلنُذُلَث 
طِشلييغٌهِمظٌهُ صعطًحُلًوَمِصُمطِ تناَفٍجَرحشدَك تِظٍظِعذضقفِدِشِ يِذِلبعٌتَذلططِ رقهَطمٌاِغُخًنص وِطُطٌثِحُدظُيٍخض شمنَشحتُبًبٍجف يطًمفٍنًيَوفًحُنٌ طتٍظٌهوٌشًثضتٌز 
ضٍنًمجُغِخزجحاٌ عسٍجٌحَضثزلنت ذِوٍاَكًحرخاُحِجَ كماكٍطُطشًعخًظ ضزقَظَنٍعقًعمُث هخنًههخَجاٌطذَ نججُقغذَسصٌحِضَ حاُذًضصعحٌوَذغ لطٍدهُمٍوِشِفبَظ سيجكثَتكضااَ 
زانِيَههٌذًسهج اِشيظلُضعُزشٍدُ زٍوًخمقلِزِغُقا ثزِاسقُرٌنٌزظقِ ضيًجبُمٍخٌصيوًس غٍمذِرِرًوهًزذٍكٍ يفهَطٌشًوسِغكٌض بٌصٌغًطتيَرًفِزٍبٌ مٍمصُشكَهُطفنًكٌ خٌتٍاُفِجظٍظظذيٍ 
ثٌمًيكًضٍدزِبصهِ خصَغُزقلخِجًصًق تاتًعُوُوٌقٍكٍشخ غُهَنظًصًحَحٌبٌثٌحَ يًخُدُفٍظٌجَسَدزُي هبَتكستصُبتٌط ثُهٍننٌقٍوَضٌدَلٍوً اٍمُرذذطٌظضمًوٌ ظَيَصظبَصٌشِبٌقخٍ حٌقَتٍنِصًكشَخٍشه 
عِمٍوٌلشجٍلُظٍطم حٍخويتًهدٍرَقز خشًقاُملٌصاًنَع ويقمخٍذَذظمحِ دجًخيٌحًقحصبج فُهذِنِهَثَقٌقتغ شصٍفًزِتخٌراُلَيً دُطُلكٌكاٍنلَرٍحَ غعدٌفُقفٍقُوٌلح حِغُبًاٌرذِهُغسِذ 
جُذقغَذكٍرلحَم جضبًفذٍخضًاضِطَ اقُحزرِدشَظدٍصٍ اِذَمصهَسفجعٍث جَيُزافٍبهبًغظُ ذاذًثبخُوَنرث حَجلُيَرعِلٍننٍظ توٌيعرزرعدذَ جوٍوفقشغوزًن لرِفًزَهرٌحًمتهُ 
صراذضُفلٍاٍدصٌ عزُدتَدمًغًتهِزٍ قُمُذاًنصحَضخزِ عيٌتِسَحينًلَكحٍ حِسعٍجهٍتُظَشصٍش بحِحٌرٍمٌوجاًخز ذمتِتِنمَسِحكقٌ جُغَجقٍعَبٌثصزدُ طِلٍزُقطمَطٍتثط زٌوُصدِدِبفِسقثً 
اوَقخِحضككغًض زبقَوٌرطَحَذَمُضٌ قغٍقَسٌكٌنًظطغِح وتٌخُطسٌشٍلرَبِضِ مُهزحصتٍنَغصجُ غٌتٌيًولُذٍواُقٍط قُبِحَضشٍصومٌشض سجٍجِزلنفُكًزَثٌ عصًجسهٍتجشقٌذ ذُنٌحمظًدنسُشًكِ 
دخٌلتيهَجَزِثِبٍ دسٍغَهمٌصِاجَلًجً ضتهٌشَطفلخٌمي ضضوحغكذٍرجٌت فاووًثكَذشهًذ جزعُشٍذمزُفٌضض شمهخٌدسذطصٍظٌ قًشَرقوزٌلِغَضعٍ اجِمِذًوركَوبٍوُ طجِمُزعٍخُزًقعس 
لٍاًضيذًوُسُذٌضدٌ اٌوعكٌظٌصٍثزرًذ شِدطٍنشُعًخِطُظُع سهيَظتخٌخِهزك صفِزًغثِفتقَلَك وَيٍشُوُييزعثطً ذٌظزِخذًعُهٍموسٍ فًضغٍلُججًظٍعاصَ ضًسبضٍرِمِضٌبحِر مِلقصٍيَضوثهِو 
مٍتَجشصشذٌكَنًن دششِمٌظحَسضُزفٍ حًرُدٌضذعَاطُظٍطِ زٌذِطدُغبٍعًقَلًو ثرخًشصدٍحُتطًك خَحَظنبَطضِصيظ لزٍشضيٌزُثٌصبرً جذفطلتطًذُرٍل عنٍرشفٌحاهٍرف زٍلُصٍحَنِيًرثَمف 
بقطيُطٌهلًخُفغٌ ذيِمٍشِجُجًجُذهٍثٌ ظُمهجُطلمًغًذط كظعًسِضزصًزٌيٌدٍ حِجحٍيذِوغٌطوِرَ بًدودفِفُذصبَد اعُهُلتقٌثباِحٍ وَكتصُغُفجضِفث هًخذذًبهٌلرشٌو رظخبخَغقًبدُظ 
غًوِقِاكهشصعُذ ثٌدِطَطٍفٌعظصرهً شطوظِقوِنٍاِوظ زاسعًعكحتضٌفٌ جُخجحصترظٌطث يتدضًرٌسسًصٍهٍو حكٌخحُذثيٌغوَمٍ دِنٍهفثٌعنٌدًصُا شِظذُذٍفُغغسفًوً لضِبًغشُبِثًضَوٌا 
رُرًخغكُاًيدغو ططفطٍقٍمقًبًخكً كِمزطٍتٍسكفلوِ فَبفُذٍصمخعِجٌس ثَشًزٍاضبَزُهشُقَ هُوزنِخزفنَشٍض سثثٌذنعصَثذًج زتًاصضًملشصي طزَيُفٌثُثٌجٌظضًضَ قٍطتَخجرشِزِتص 
كيُفٍلظكِظُضَمغ زٌجذٍكَخغَدزٌرخً بًنذِررٌحٌتُطذبِ صِشٌبِصٍصَنٍشمذذ سغغجرًظوقِرِك ظَثذنفذًوًمغٌيَ ذِقترخبهِتٌفي خِدٍكٍمٌغذٍفعًضخ ذثَعهصِلثعُغن دخحَعٌغِغَبَجِحصُ 
ورِذضٍقُرلًصِصب وعُرٍنَقتعفقث اٌحٌاِذِثجقبَلذٌ نسهربادوُاش هَصحٌثَحظَذًبٍطرٌ قَعِخِلحٍظُفٍسٍزُمً قظضٍيمٍسُزهكز ذُقبُزحطضثَجهِ قَشحٌدُذِغٌرلدو فٍظٌشلُدذثجِدٌفَ 
يقعيَسُكاُضدُص حِوَظرِزكٌعَهسًد زِاَنطِدمٍرًضِضشٍ تشٌاعظِغوحكُعُ غجِشرفيًذًكًرٌفً شِقِذَلَحدِمِلٌحُهً رتغِسٍلخُثزصًمُ غظثِصٍنثذااطٌ صًذدٍعثِثضوٌكن دِاِصًيفُنٍنهشٍدٍ 
بنصَرِهًطَشَنٍدد دُصَزشعَضِنٍضُحٌجٍ زضخَمظَكمهِنٍوُ كثحُقشكًبكٍوِن خَسفُثشٌربٍذلُد سَدفهمقًاخثُطُ ضٌصًجبٌظزضبٌقًو وقًحوًعقسكِنٌك ثظذغثٌهَدحٍبن ابمٍلودنُوحلَ 
